ID,Energieverbruikers,Perioden,Energie_1,SteenkoolEnBruinkool_2,Steenkoolcokes_3,Cokesovengas_4,Hoogovengas_5,OverigeSteenkoolderivaten_6,RuweAardolie_7,Aardgascondensaat_8,OverigeAardoliegrondstoffen_9,Lpg_10,Nafta_11,Benzine_12,Kerosine_13,GasolieEnLichteStookolie_14,Autodiesel_15,Stookolie_16,Restgas_17,Smeermiddelen_18,Bitumen_19,OverigeOlieproducten_20,Aardgas_21,HernieuwbareEnergie_22,Elektriciteit_23,StoomEnOfWarmWater_24,AnderePrimaireEnergiebronnen_25,OmzettingVerliezen_26
956,410200,2000JJ00,40.0,,,,,,,,,2.0,,2.0,,1.0,31.0,,,,,,2.0,,2.0,,,
957,410200,2001JJ00,40.0,,,,,,,,,2.0,,2.0,,1.0,31.0,,,,,,3.0,,2.0,,,
958,410200,2002JJ00,42.0,,,,,,,,,2.0,,2.0,,1.0,33.0,,,,,,3.0,,2.0,,,
959,410200,2003JJ00,42.0,,,,,,,,,1.0,,2.0,,1.0,33.0,,,,,,3.0,,2.0,,,
960,410200,2004JJ00,43.0,,,,,,,,,1.0,,2.0,,1.0,34.0,,,,,,3.0,,2.0,,,
961,410200,2005JJ00,43.0,,,,,,,,,1.0,,2.0,,1.0,34.0,,,,,,3.0,,2.0,,,
962,410200,2006JJ00,46.0,,,,,,,,,1.0,,2.0,,1.0,36.0,,,,,,4.0,,2.0,,,
963,410200,2007JJ00,46.0,,,,,,,,,1.0,,2.0,,1.0,37.0,,,,,,4.0,,3.0,,,
964,410200,2008JJ00,50.0,,,,,,,,,1.0,,2.0,,2.0,38.0,,,,,,4.0,,3.0,,,
965,410200,2009JJ00,46.0,,,,,,,,,1.0,,2.0,,1.0,35.0,,,,,,4.0,,2.0,,,
966,410200,2010JJ00,45.0,,,,,,,,,1.0,,2.0,,0.0,35.0,,,,,,5.0,,2.0,,,
967,410200,2011JJ00,45.0,,,,,,,,,1.0,,2.0,,1.0,35.0,,,,,,4.0,,3.0,,,
968,300012,1990JJ00,103.0,,,,,,,,,4.0,,4.0,4.0,3.0,6.0,3.0,,0.0,,,57.0,,20.0,0.0,,1.0
969,300012,1991JJ00,111.0,,,,,,,,,4.0,,4.0,4.0,3.0,6.0,3.0,,0.0,,,69.0,,18.0,0.0,,
970,300012,1992JJ00,106.0,,,,,,,,,5.0,,4.0,4.0,4.0,5.0,3.0,,0.0,,,61.0,,19.0,0.0,,
971,300012,1993JJ00,107.0,,,,,,,,,4.0,,4.0,4.0,4.0,5.0,3.0,,0.0,,,62.0,,19.0,1.0,,1.0
972,300012,1994JJ00,100.0,,,,,,,,,4.0,,4.0,4.0,4.0,5.0,3.0,,0.0,,,54.0,,20.0,1.0,,2.0
973,300012,1995JJ00,111.0,,,,,,,,,5.0,,4.0,4.0,4.0,5.0,3.0,,1.0,,,61.0,0.0,23.0,1.0,0.0,2.0
974,300012,1996JJ00,119.0,,,,,,,,,4.0,,4.0,4.0,5.0,6.0,3.0,,1.0,,,66.0,0.0,25.0,2.0,0.0,0.0
975,300012,1997JJ00,108.0,,,,,,,,,3.0,,4.0,4.0,3.0,6.0,3.0,,1.0,,,56.0,0.0,25.0,2.0,0.0,1.0
976,300012,1998JJ00,115.0,,,,,,,,,2.0,,4.0,4.0,5.0,9.0,3.0,,1.0,,,58.0,0.0,26.0,2.0,0.0,1.0
977,300012,1999JJ00,108.0,,,,,,,,,2.0,,3.0,6.0,5.0,10.0,3.0,,1.0,,,48.0,0.0,27.0,2.0,0.0,2.0
978,300012,2000JJ00,111.0,,,,,,,,,2.0,,4.0,5.0,4.0,10.0,3.0,,1.0,,,49.0,0.0,29.0,3.0,0.0,1.0
979,300012,2001JJ00,116.0,,,,,,,,,2.0,,4.0,4.0,3.0,10.0,2.0,,1.0,,,60.0,0.0,29.0,2.0,0.0,0.0
980,300012,2002JJ00,122.0,,,,,,,,,2.0,,4.0,4.0,3.0,10.0,3.0,,1.0,,,66.0,0.0,28.0,2.0,0.0,0.0
981,300012,2003JJ00,129.0,,,,,,,,,2.0,,5.0,4.0,3.0,12.0,2.0,,1.0,,,70.0,0.0,30.0,1.0,0.0,1.0
982,300012,2004JJ00,134.0,,,,,,,,,1.0,,4.0,4.0,3.0,12.0,2.0,,1.0,,,67.0,0.0,32.0,4.0,0.0,4.0
983,300012,2005JJ00,125.0,,,,,,,,,1.0,,4.0,3.0,4.0,12.0,2.0,,1.0,,,57.0,0.0,32.0,3.0,0.0,5.0
984,300012,2006JJ00,134.0,,,,,,,,,1.0,,5.0,3.0,4.0,12.0,2.0,,1.0,,,65.0,0.0,32.0,3.0,1.0,5.0
985,300012,2007JJ00,122.0,,,,,,,,,1.0,,5.0,3.0,4.0,13.0,2.0,,1.0,,,58.0,0.0,32.0,3.0,1.0,0.0
986,300012,2008JJ00,136.0,,,,,,,,,1.0,,5.0,4.0,6.0,13.0,2.0,,1.0,,,66.0,0.0,32.0,3.0,1.0,2.0
987,300012,2009JJ00,138.0,,,,,,,,,1.0,,6.0,3.0,4.0,13.0,2.0,,1.0,,,75.0,0.0,32.0,2.0,2.0,0.0
988,300012,2010JJ00,148.0,,,,,,,,,1.0,,6.0,3.0,1.0,13.0,2.0,,1.0,,,87.0,0.0,32.0,3.0,1.0,0.0
989,300012,2011JJ00,134.0,,,,,,,,,1.0,,6.0,2.0,3.0,12.0,2.0,,1.0,,,67.0,0.0,34.0,3.0,1.0,2.0
990,417400,1990JJ00,37.0,,,,,,,,,3.0,,3.0,4.0,2.0,6.0,3.0,,0.0,,,9.0,,6.0,,,0.0
991,417400,1991JJ00,39.0,,,,,,,,,3.0,,3.0,4.0,2.0,6.0,3.0,,0.0,,,12.0,,5.0,,,
992,417400,1992JJ00,36.0,,,,,,,,,3.0,,3.0,4.0,2.0,5.0,3.0,,0.0,,,10.0,,5.0,,,
993,417400,1993JJ00,36.0,,,,,,,,,3.0,,3.0,4.0,2.0,4.0,3.0,,0.0,,,10.0,,5.0,,,0.0
994,417400,1994JJ00,36.0,,,,,,,,,3.0,,3.0,4.0,2.0,5.0,3.0,,0.0,,,10.0,,7.0,,,0.0
995,417400,1995JJ00,43.0,,,,,,,,,3.0,,3.0,4.0,2.0,5.0,3.0,,1.0,,,13.0,0.0,9.0,,0.0,0.0
996,417400,1996JJ00,46.0,,,,,,,,,3.0,,3.0,4.0,3.0,5.0,3.0,,1.0,,,14.0,0.0,10.0,,0.0,0.0
997,417400,1997JJ00,43.0,,,,,,,,,3.0,,3.0,4.0,2.0,6.0,3.0,,1.0,,,12.0,0.0,10.0,,0.0,0.0
998,417400,1998JJ00,47.0,,,,,,,,,1.0,,3.0,4.0,3.0,8.0,3.0,,1.0,,,12.0,0.0,11.0,,0.0,0.0
999,417400,1999JJ00,46.0,,,,,,,,,1.0,,2.0,6.0,3.0,10.0,3.0,,1.0,,,10.0,0.0,11.0,,0.0,0.0
1000,417400,2000JJ00,48.0,,,,,,,,,1.0,,3.0,5.0,2.0,10.0,3.0,,1.0,,,11.0,0.0,13.0,,0.0,0.0
1001,417400,2001JJ00,48.0,,,,,,,,,1.0,,3.0,4.0,2.0,9.0,2.0,,1.0,,,13.0,0.0,13.0,,0.0,0.0
1002,417400,2002JJ00,51.0,,,,,,,,,1.0,,3.0,4.0,2.0,10.0,3.0,,1.0,,,16.0,0.0,12.0,,0.0,0.0
1003,417400,2003JJ00,55.0,,,,,,,,,1.0,,3.0,4.0,2.0,11.0,2.0,,1.0,,,17.0,0.0,14.0,,0.0,0.0
1004,417400,2004JJ00,55.0,,,,,,,,,1.0,,3.0,4.0,2.0,11.0,2.0,,1.0,,,16.0,0.0,15.0,,0.0,1.0
1005,417400,2005JJ00,54.0,,,,,,,,,1.0,,3.0,3.0,3.0,11.0,2.0,,1.0,,,14.0,0.0,15.0,,0.0,1.0
1006,417400,2006JJ00,58.0,,,,,,,,,1.0,,3.0,3.0,3.0,12.0,2.0,,1.0,,,16.0,0.0,16.0,,0.0,1.0
1007,417400,2007JJ00,55.0,,,,,,,,,1.0,,3.0,3.0,3.0,12.0,2.0,,1.0,,,15.0,0.0,16.0,,0.0,0.0
1008,417400,2008JJ00,62.0,,,,,,,,,0.0,,4.0,4.0,4.0,12.0,2.0,,1.0,,,18.0,0.0,16.0,,1.0,1.0
1009,417400,2009JJ00,63.0,,,,,,,,,0.0,,4.0,3.0,3.0,12.0,2.0,,1.0,,,21.0,0.0,17.0,,1.0,0.0
1010,417400,2010JJ00,63.0,,,,,,,,,0.0,,4.0,3.0,1.0,12.0,2.0,,1.0,,,24.0,0.0,16.0,,1.0,0.0
1011,417400,2011JJ00,58.0,,,,,,,,,0.0,,4.0,2.0,2.0,12.0,2.0,,1.0,,,17.0,0.0,17.0,,1.0,0.0
1012,419000,1990JJ00,24.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,16.0,,5.0,0.0,,0.0
1013,419000,1991JJ00,25.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,18.0,,4.0,0.0,,
1014,419000,1992JJ00,25.0,,,,,,,,,2.0,,1.0,,1.0,0.0,,,,,,16.0,,5.0,0.0,,
1015,419000,1993JJ00,24.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,16.0,,5.0,0.0,,0.0
1016,419000,1994JJ00,21.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,13.0,,4.0,0.0,,0.0
1017,419000,1995JJ00,22.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,14.0,,4.0,0.0,0.0,0.0
1018,419000,1996JJ00,23.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,15.0,,5.0,0.0,0.0,0.0
1019,419000,1997JJ00,22.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,14.0,,5.0,0.0,0.0,0.0
1020,419000,1998JJ00,23.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,14.0,,5.0,0.0,0.0,0.0
1021,419000,1999JJ00,22.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,13.0,,5.0,0.0,0.0,0.0
1022,419000,2000JJ00,21.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,12.0,,6.0,0.0,0.0,0.0
1023,419000,2001JJ00,23.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,15.0,,5.0,0.0,0.0,0.0
1024,419000,2002JJ00,23.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,16.0,,5.0,0.0,0.0,0.0
1025,419000,2003JJ00,24.0,,,,,,,,,1.0,,1.0,,1.0,0.0,,,,,,17.0,,5.0,0.0,0.0,0.0
1026,419000,2004JJ00,25.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,16.0,,5.0,0.0,0.0,1.0
1027,419000,2005JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,14.0,,5.0,0.0,0.0,1.0
1028,419000,2006JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,17.0,,6.0,0.0,0.0,1.0
1029,419000,2007JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,15.0,,5.0,0.0,0.0,0.0
1030,419000,2008JJ00,27.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,17.0,,5.0,0.0,0.0,1.0
1031,419000,2009JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,18.0,,5.0,0.0,0.0,0.0
1032,419000,2010JJ00,29.0,,,,,,,,,0.0,,1.0,,0.0,0.0,,,,,,22.0,,5.0,0.0,0.0,0.0
1033,419000,2011JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,0.0,,,,,,17.0,,5.0,0.0,0.0,0.0
1034,422400,1990JJ00,42.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,32.0,,9.0,0.0,,1.0
1035,422400,1991JJ00,48.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,39.0,,8.0,0.0,,
1036,422400,1992JJ00,44.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,35.0,,8.0,0.0,,
1037,422400,1993JJ00,47.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,36.0,,9.0,1.0,,0.0
1038,422400,1994JJ00,42.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,30.0,,9.0,1.0,,1.0
1039,422400,1995JJ00,46.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,34.0,,9.0,1.0,0.0,1.0
1040,422400,1996JJ00,50.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,37.0,,10.0,2.0,0.0,0.0
1041,422400,1997JJ00,44.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,30.0,,10.0,2.0,0.0,1.0
1042,422400,1998JJ00,46.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,31.0,,11.0,2.0,0.0,1.0
1043,422400,1999JJ00,41.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,26.0,,10.0,2.0,0.0,1.0
1044,422400,2000JJ00,41.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,26.0,,11.0,3.0,0.0,1.0
1045,422400,2001JJ00,46.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,32.0,,11.0,2.0,0.0,0.0
1046,422400,2002JJ00,48.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,34.0,,10.0,2.0,0.0,0.0
1047,422400,2003JJ00,50.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,37.0,,11.0,1.0,0.0,1.0
1048,422400,2004JJ00,54.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,34.0,,12.0,4.0,0.0,2.0
1049,422400,2005JJ00,47.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,28.0,,11.0,3.0,0.0,3.0
1050,422400,2006JJ00,50.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,32.0,,11.0,3.0,0.0,3.0
1051,422400,2007JJ00,44.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,28.0,,10.0,3.0,0.0,0.0
1052,422400,2008JJ00,48.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,31.0,,11.0,3.0,0.0,1.0
1053,422400,2009JJ00,49.0,,,,,,,,,,,0.0,,1.0,0.0,,,,,,36.0,,10.0,2.0,1.0,0.0
1054,422400,2010JJ00,56.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,42.0,,11.0,3.0,0.0,0.0
1055,422400,2011JJ00,51.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,33.0,,12.0,3.0,0.0,1.0
1056,300014,1990JJ00,22.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,13.0,,5.0,0.0,,
1057,300014,1991JJ00,25.0,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,16.0,,5.0,0.0,,
1058,300014,1992JJ00,25.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,15.0,,5.0,0.0,,
1059,300014,1993JJ00,30.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,19.0,,6.0,2.0,,
1060,300014,1994JJ00,28.0,,,,,,,,,1.0,,2.0,,1.0,1.0,,,,,,16.0,,6.0,2.0,,
1061,300014,1995JJ00,31.0,,,,,,,,,1.0,,2.0,,1.0,1.0,,,,,,20.0,,4.0,3.0,,
1062,300014,1996JJ00,36.0,,,,,,,,,1.0,,2.0,,1.0,2.0,,,,,,22.0,,5.0,4.0,,
1063,300014,1997JJ00,34.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,20.0,,6.0,4.0,,
1064,300014,1998JJ00,36.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,21.0,,6.0,4.0,,
1065,300014,1999JJ00,32.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,17.0,,7.0,4.0,,
1066,300014,2000JJ00,35.0,,,,,,,,,0.0,,1.0,,1.0,3.0,,,,,,18.0,,7.0,5.0,,
1067,300014,2001JJ00,37.0,,,,,,,,,0.0,,1.0,,1.0,3.0,,,,,,20.0,,8.0,4.0,,
1068,300014,2002JJ00,38.0,,,,,,,,,0.0,,1.0,,1.0,3.0,,,,,,22.0,,8.0,3.0,,
1069,300014,2003JJ00,40.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,24.0,,8.0,2.0,,
1070,300014,2004JJ00,42.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,22.0,,8.0,6.0,,
1071,300014,2005JJ00,38.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,20.0,,8.0,5.0,,
1072,300014,2006JJ00,44.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,23.0,,9.0,5.0,,
1073,300014,2007JJ00,41.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,21.0,,9.0,5.0,,
1074,300014,2008JJ00,45.0,,,,,,,,,0.0,,1.0,,1.0,4.0,,,,,,24.0,,9.0,5.0,,
1075,300014,2009JJ00,44.0,,,,,,,,,0.0,,2.0,,1.0,4.0,,,,,,26.0,,9.0,3.0,,
1076,300014,2010JJ00,47.0,,,,,,,,,,,2.0,,0.0,4.0,,,,,,28.0,,9.0,4.0,,
1077,300014,2011JJ00,40.0,,,,,,,,,,,1.0,,1.0,4.0,,,,,,21.0,,9.0,4.0,,
1078,428100,1990JJ00,12.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,7.0,,3.0,0.0,,
1079,428100,1991JJ00,14.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,8.0,,3.0,0.0,,
1080,428100,1992JJ00,14.0,,,,,,,,,1.0,,0.0,,1.0,1.0,,,,,,8.0,,3.0,0.0,,
1081,428100,1993JJ00,18.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,11.0,,3.0,1.0,,
1082,428100,1994JJ00,17.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,10.0,,3.0,1.0,,
1083,428100,1995JJ00,19.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,11.0,,3.0,2.0,,
1084,428100,1996JJ00,22.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,12.0,,3.0,3.0,,
1085,428100,1997JJ00,20.0,,,,,,,,,0.0,,0.0,,1.0,1.0,,,,,,11.0,,4.0,3.0,,
1086,428100,1998JJ00,22.0,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,12.0,,4.0,3.0,,
1087,428100,1999JJ00,20.0,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,9.0,,4.0,3.0,,
1088,428100,2000JJ00,22.0,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,11.0,,4.0,4.0,,
1089,428100,2001JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,12.0,,5.0,3.0,,
1090,428100,2002JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,13.0,,5.0,2.0,,
1091,428100,2003JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,14.0,,5.0,1.0,,
1092,428100,2004JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,13.0,,6.0,5.0,,
1093,428100,2005JJ00,24.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,11.0,,5.0,4.0,,
1094,428100,2006JJ00,27.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,14.0,,6.0,4.0,,
1095,428100,2007JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,13.0,,6.0,4.0,,
1096,428100,2008JJ00,27.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,14.0,,6.0,4.0,,
1097,428100,2009JJ00,26.0,,,,,,,,,0.0,,1.0,,1.0,2.0,,,,,,14.0,,6.0,3.0,,
1098,428100,2010JJ00,28.0,,,,,,,,,,,1.0,,0.0,2.0,,,,,,16.0,,6.0,3.0,,
1099,428100,2011JJ00,24.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,12.0,,6.0,3.0,,
1100,435500,1990JJ00,10.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,6.0,,2.0,0.0,,
1101,435500,1991JJ00,12.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,8.0,,2.0,0.0,,
1102,435500,1992JJ00,11.0,,,,,,,,,0.0,,1.0,,,1.0,,,,,,7.0,,2.0,0.0,,
1103,435500,1993JJ00,12.0,,,,,,,,,0.0,,1.0,,,0.0,,,,,,8.0,,2.0,0.0,,
1104,435500,1994JJ00,11.0,,,,,,,,,0.0,,1.0,,,1.0,,,,,,7.0,,2.0,0.0,,
1105,435500,1995JJ00,13.0,,,,,,,,,0.0,,1.0,,,1.0,,,,,,8.0,,2.0,1.0,,
1106,435500,1996JJ00,15.0,,,,,,,,,0.0,,1.0,,,1.0,,,,,,10.0,,2.0,1.0,,
1107,435500,1997JJ00,13.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,9.0,,2.0,1.0,,
1108,435500,1998JJ00,14.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,9.0,,2.0,1.0,,
1109,435500,1999JJ00,12.0,,,,,,,,,0.0,,0.0,,,1.0,,,,,,7.0,,2.0,1.0,,
1110,435500,2000JJ00,13.0,,,,,,,,,,,1.0,,,1.0,,,,,,7.0,,3.0,1.0,,
1111,435500,2001JJ00,13.0,,,,,,,,,,,1.0,,,1.0,,,,,,8.0,,3.0,1.0,,
1112,435500,2002JJ00,14.0,,,,,,,,,,,1.0,,,2.0,,,,,,9.0,,3.0,1.0,,
1113,435500,2003JJ00,15.0,,,,,,,,,,,1.0,,,2.0,,,,,,10.0,,3.0,0.0,,
1114,435500,2004JJ00,16.0,,,,,,,,,,,1.0,,,2.0,,,,,,9.0,,3.0,1.0,,
1115,435500,2005JJ00,15.0,,,,,,,,,,,1.0,,,2.0,,,,,,8.0,,3.0,1.0,,
1116,435500,2006JJ00,17.0,,,,,,,,,,,1.0,,,2.0,,,,,,10.0,,3.0,1.0,,
1117,435500,2007JJ00,15.0,,,,,,,,,,,1.0,,,2.0,,,,,,9.0,,3.0,1.0,,
1118,435500,2008JJ00,17.0,,,,,,,,,,,1.0,,,2.0,,,,,,10.0,,3.0,1.0,,
1119,435500,2009JJ00,18.0,,,,,,,,,,,1.0,,,2.0,,,,,,11.0,,3.0,1.0,,
1120,435500,2010JJ00,19.0,,,,,,,,,,,1.0,,,2.0,,,,,,12.0,,3.0,1.0,,
1121,435500,2011JJ00,16.0,,,,,,,,,,,1.0,,,2.0,,,,,,9.0,,3.0,1.0,,
1122,440000,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,440000,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,440000,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,440000,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,440000,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,440000,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,440000,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,440000,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,440000,1998JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,440000,1999JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,440000,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,440000,2001JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,440000,2002JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,440000,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,440000,2004JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,440000,2005JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,440000,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,440000,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,440000,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,440000,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,440000,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,440000,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,440900,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,440900,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,440900,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,440900,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,440900,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,440900,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,440900,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,440900,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,440900,1998JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,440900,1999JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,440900,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,440900,2001JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,440900,2002JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,440900,2003JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,440900,2004JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,440900,2005JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,440900,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,440900,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,440900,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,440900,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,440900,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,440900,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,999991,1990JJ00,625.0,1.0,,,,,,,,33.0,,138.0,1.0,7.0,39.0,,,2.0,,,329.0,8.0,59.0,8.0,,
1167,999991,1991JJ00,681.0,0.0,,,,,,,,33.0,,146.0,1.0,7.0,40.0,,,2.0,,,373.0,9.0,62.0,8.0,,
1168,999991,1992JJ00,650.0,0.0,,,,,,,,31.0,,151.0,1.0,6.0,42.0,,,3.0,,,335.0,9.0,63.0,9.0,,
1169,999991,1993JJ00,684.0,0.0,,,,,,,,29.0,,161.0,1.0,7.0,43.0,,,2.0,,,356.0,9.0,64.0,10.0,,
1170,999991,1994JJ00,676.0,0.0,,,,,,,,29.0,,170.0,1.0,6.0,44.0,,,2.0,,,339.0,9.0,67.0,10.0,,
1171,999991,1995JJ00,712.0,0.0,,,,,,,,28.0,,183.0,1.0,4.0,46.0,,,2.0,,,361.0,10.0,71.0,7.0,0.0,
1172,999991,1996JJ00,785.0,0.0,,,,,,,,28.0,,190.0,1.0,3.0,49.0,,,2.0,,,423.0,10.0,72.0,8.0,0.0,
1173,999991,1997JJ00,714.0,0.0,,,,,,,,29.0,,184.0,1.0,2.0,52.0,,,1.0,,,354.0,10.0,73.0,8.0,0.0,
1174,999991,1998JJ00,695.0,0.0,,,,,,,,28.0,,183.0,1.0,2.0,51.0,,,1.0,,,337.0,10.0,75.0,8.0,0.0,
1175,999991,1999JJ00,697.0,0.0,,,,,,,,25.0,,186.0,1.0,2.0,56.0,,,1.0,,,334.0,9.0,77.0,6.0,0.0,
1176,999991,2000JJ00,689.0,0.0,,,,,,,,22.0,,177.0,1.0,2.0,57.0,,,1.0,,,334.0,10.0,79.0,6.0,0.0,
