ID,Zorgfuncties,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
1906,A019213,A041720,2004JJ00,435.0
1907,A019213,A041720,2005JJ00,444.0
1908,A019213,A041720,2006JJ00,299.0
1909,A019213,A041720,2007JJ00,424.0
1910,A019213,A041720,2008JJ00,444.0
1911,A019213,A041720,2009JJ00,479.0
1912,A019213,A041720,2010JJ00,568.0
1913,A019213,A041720,2011JJ00,628.0
1914,A019213,A041720,2012JJ00,634.0
1915,A019213,A041720,2013JJ00,663.0
1916,A019213,A041720,2014JJ00,725.0
1917,A019213,A041720,2015JJ00,784.0
1918,A019213,A041720,2016JJ00,734.0
1919,A019213,A041720,2017JJ00,678.0
1920,A019213,A041720,2018JJ00,659.0
1921,A019213,A041720,2019JJ00,620.0
1922,A019213,A041720,2020JJ00,674.0
1923,A019213,A041720,2021JJ00,689.0
1924,A019213,A041720,2022JJ00,722.0
1925,A019213,A019157,1998JJ00,48.0
1926,A019213,A019157,1999JJ00,57.0
1927,A019213,A019157,2000JJ00,63.0
1928,A019213,A019157,2001JJ00,82.0
1929,A019213,A019157,2002JJ00,108.0
1930,A019213,A019157,2003JJ00,91.0
1931,A019213,A019157,2004JJ00,92.0
1932,A019213,A019157,2005JJ00,79.0
1933,A019213,A019157,2006JJ00,45.0
1934,A019213,A019157,2007JJ00,48.0
1935,A019213,A019157,2008JJ00,56.0
1936,A019213,A019157,2009JJ00,57.0
1937,A019213,A019157,2010JJ00,66.0
1938,A019213,A019157,2011JJ00,62.0
1939,A019213,A019157,2012JJ00,61.0
1940,A019213,A019157,2013JJ00,58.0
1941,A019213,A019157,2014JJ00,110.0
1942,A019213,A019157,2015JJ00,104.0
1943,A019213,A019157,2016JJ00,112.0
1944,A019213,A019157,2017JJ00,118.0
1945,A019213,A019157,2018JJ00,104.0
1946,A019213,A019157,2019JJ00,112.0
1947,A019213,A019157,2020JJ00,120.0
1948,A019213,A019157,2021JJ00,144.0
1949,A019213,A019157,2022JJ00,153.0
1950,A019213,A019158,1998JJ00,0.0
1951,A019213,A019158,1999JJ00,0.0
1952,A019213,A019158,2000JJ00,0.0
1953,A019213,A019158,2001JJ00,0.0
1954,A019213,A019158,2002JJ00,0.0
1955,A019213,A019158,2003JJ00,0.0
1956,A019213,A019158,2004JJ00,0.0
1957,A019213,A019158,2005JJ00,0.0
1958,A019213,A019158,2006JJ00,0.0
1959,A019213,A019158,2007JJ00,0.0
1960,A019213,A019158,2008JJ00,0.0
1961,A019213,A019158,2009JJ00,0.0
1962,A019213,A019158,2010JJ00,0.0
1963,A019213,A019158,2011JJ00,0.0
1964,A019213,A019158,2012JJ00,0.0
1965,A019213,A019158,2013JJ00,0.0
1966,A019213,A019158,2014JJ00,0.0
1967,A019213,A019158,2015JJ00,0.0
1968,A019213,A019158,2016JJ00,0.0
1969,A019213,A019158,2017JJ00,0.0
1970,A019213,A019158,2018JJ00,0.0
1971,A019213,A019158,2019JJ00,0.0
1972,A019213,A019158,2020JJ00,0.0
1973,A019213,A019158,2021JJ00,0.0
1974,A019213,A019158,2022JJ00,0.0
1975,A019213,A019161,1998JJ00,0.0
1976,A019213,A019161,1999JJ00,0.0
1977,A019213,A019161,2000JJ00,0.0
1978,A019213,A019161,2001JJ00,0.0
1979,A019213,A019161,2002JJ00,0.0
1980,A019213,A019161,2003JJ00,0.0
1981,A019213,A019161,2004JJ00,0.0
1982,A019213,A019161,2005JJ00,0.0
1983,A019213,A019161,2006JJ00,0.0
1984,A019213,A019161,2007JJ00,0.0
1985,A019213,A019161,2008JJ00,0.0
1986,A019213,A019161,2009JJ00,0.0
1987,A019213,A019161,2010JJ00,0.0
1988,A019213,A019161,2011JJ00,0.0
1989,A019213,A019161,2012JJ00,0.0
1990,A019213,A019161,2013JJ00,0.0
1991,A019213,A019161,2014JJ00,0.0
1992,A019213,A019161,2015JJ00,0.0
1993,A019213,A019161,2016JJ00,0.0
1994,A019213,A019161,2017JJ00,0.0
1995,A019213,A019161,2018JJ00,0.0
1996,A019213,A019161,2019JJ00,0.0
1997,A019213,A019161,2020JJ00,0.0
1998,A019213,A019161,2021JJ00,0.0
1999,A019213,A019161,2022JJ00,0.0
2000,A019213,A019162,1998JJ00,48.0
2001,A019213,A019162,1999JJ00,57.0
2002,A019213,A019162,2000JJ00,63.0
2003,A019213,A019162,2001JJ00,82.0
2004,A019213,A019162,2002JJ00,108.0
2005,A019213,A019162,2003JJ00,91.0
2006,A019213,A019162,2004JJ00,92.0
2007,A019213,A019162,2005JJ00,79.0
2008,A019213,A019162,2006JJ00,45.0
2009,A019213,A019162,2007JJ00,48.0
2010,A019213,A019162,2008JJ00,56.0
2011,A019213,A019162,2009JJ00,57.0
2012,A019213,A019162,2010JJ00,66.0
2013,A019213,A019162,2011JJ00,62.0
2014,A019213,A019162,2012JJ00,61.0
2015,A019213,A019162,2013JJ00,58.0
2016,A019213,A019162,2014JJ00,110.0
2017,A019213,A019162,2015JJ00,104.0
2018,A019213,A019162,2016JJ00,112.0
2019,A019213,A019162,2017JJ00,118.0
2020,A019213,A019162,2018JJ00,104.0
2021,A019213,A019162,2019JJ00,112.0
2022,A019213,A019162,2020JJ00,120.0
2023,A019213,A019162,2021JJ00,144.0
2024,A019213,A019162,2022JJ00,153.0
2025,A019213,A019163,1998JJ00,269.0
2026,A019213,A019163,1999JJ00,277.0
2027,A019213,A019163,2000JJ00,277.0
2028,A019213,A019163,2001JJ00,274.0
2029,A019213,A019163,2002JJ00,282.0
2030,A019213,A019163,2003JJ00,290.0
2031,A019213,A019163,2004JJ00,343.0
2032,A019213,A019163,2005JJ00,364.0
2033,A019213,A019163,2006JJ00,254.0
2034,A019213,A019163,2007JJ00,377.0
2035,A019213,A019163,2008JJ00,387.0
2036,A019213,A019163,2009JJ00,422.0
2037,A019213,A019163,2010JJ00,502.0
2038,A019213,A019163,2011JJ00,566.0
2039,A019213,A019163,2012JJ00,573.0
2040,A019213,A019163,2013JJ00,605.0
2041,A019213,A019163,2014JJ00,615.0
2042,A019213,A019163,2015JJ00,681.0
2043,A019213,A019163,2016JJ00,622.0
2044,A019213,A019163,2017JJ00,559.0
2045,A019213,A019163,2018JJ00,555.0
2046,A019213,A019163,2019JJ00,508.0
2047,A019213,A019163,2020JJ00,554.0
2048,A019213,A019163,2021JJ00,546.0
2049,A019213,A019163,2022JJ00,569.0
2050,A019213,A019164,1998JJ00,0.0
2051,A019213,A019164,1999JJ00,0.0
2052,A019213,A019164,2000JJ00,0.0
2053,A019213,A019164,2001JJ00,0.0
2054,A019213,A019164,2002JJ00,0.0
2055,A019213,A019164,2003JJ00,0.0
2056,A019213,A019164,2004JJ00,0.0
2057,A019213,A019164,2005JJ00,0.0
2058,A019213,A019164,2006JJ00,0.0
2059,A019213,A019164,2007JJ00,0.0
2060,A019213,A019164,2008JJ00,0.0
2061,A019213,A019164,2009JJ00,0.0
2062,A019213,A019164,2010JJ00,0.0
2063,A019213,A019164,2011JJ00,0.0
2064,A019213,A019164,2012JJ00,0.0
2065,A019213,A019164,2013JJ00,0.0
2066,A019213,A019164,2014JJ00,0.0
2067,A019213,A019164,2015JJ00,0.0
2068,A019213,A019164,2016JJ00,0.0
2069,A019213,A019164,2017JJ00,0.0
2070,A019213,A019164,2018JJ00,0.0
2071,A019213,A019164,2019JJ00,0.0
2072,A019213,A019164,2020JJ00,0.0
2073,A019213,A019164,2021JJ00,0.0
2074,A019213,A019164,2022JJ00,0.0
2075,A019213,A019165,1998JJ00,269.0
2076,A019213,A019165,1999JJ00,277.0
2077,A019213,A019165,2000JJ00,277.0
2078,A019213,A019165,2001JJ00,274.0
2079,A019213,A019165,2002JJ00,282.0
2080,A019213,A019165,2003JJ00,290.0
2081,A019213,A019165,2004JJ00,343.0
2082,A019213,A019165,2005JJ00,364.0
2083,A019213,A019165,2006JJ00,254.0
2084,A019213,A019165,2007JJ00,377.0
2085,A019213,A019165,2008JJ00,387.0
2086,A019213,A019165,2009JJ00,422.0
2087,A019213,A019165,2010JJ00,502.0
2088,A019213,A019165,2011JJ00,566.0
2089,A019213,A019165,2012JJ00,573.0
2090,A019213,A019165,2013JJ00,605.0
2091,A019213,A019165,2014JJ00,615.0
2092,A019213,A019165,2015JJ00,681.0
2093,A019213,A019165,2016JJ00,622.0
2094,A019213,A019165,2017JJ00,559.0
2095,A019213,A019165,2018JJ00,555.0
2096,A019213,A019165,2019JJ00,508.0
2097,A019213,A019165,2020JJ00,554.0
2098,A019213,A019165,2021JJ00,546.0
2099,A019213,A019165,2022JJ00,569.0
2100,A019213,A019166,1998JJ00,0.0
2101,A019213,A019166,1999JJ00,0.0
2102,A019213,A019166,2000JJ00,0.0
2103,A019213,A019166,2001JJ00,0.0
2104,A019213,A019166,2002JJ00,0.0
2105,A019213,A019166,2003JJ00,0.0
2106,A019213,A019166,2004JJ00,0.0
2107,A019213,A019166,2005JJ00,0.0
2108,A019213,A019166,2006JJ00,0.0
2109,A019213,A019166,2007JJ00,0.0
2110,A019213,A019166,2008JJ00,0.0
2111,A019213,A019166,2009JJ00,0.0
2112,A019213,A019166,2010JJ00,0.0
2113,A019213,A019166,2011JJ00,0.0
2114,A019213,A019166,2012JJ00,0.0
2115,A019213,A019166,2013JJ00,0.0
2116,A019213,A019166,2014JJ00,0.0
2117,A019213,A019166,2015JJ00,0.0
2118,A019213,A019166,2016JJ00,0.0
2119,A019213,A019166,2017JJ00,0.0
2120,A019213,A019166,2018JJ00,0.0
2121,A019213,A019166,2019JJ00,0.0
2122,A019213,A019166,2020JJ00,0.0
2123,A019213,A019166,2021JJ00,0.0
2124,A019213,A019166,2022JJ00,0.0
2125,A019214,T001103,1998JJ00,3106.0
2126,A019214,T001103,1999JJ00,3311.0
2127,A019214,T001103,2000JJ00,3598.0
2128,A019214,T001103,2001JJ00,4041.0
2129,A019214,T001103,2002JJ00,4604.0
2130,A019214,T001103,2003JJ00,5135.0
2131,A019214,T001103,2004JJ00,5458.0
2132,A019214,T001103,2005JJ00,5889.0
2133,A019214,T001103,2006JJ00,5981.0
2134,A019214,T001103,2007JJ00,6335.0
2135,A019214,T001103,2008JJ00,6253.0
2136,A019214,T001103,2009JJ00,7233.0
2137,A019214,T001103,2010JJ00,7778.0
2138,A019214,T001103,2011JJ00,8091.0
2139,A019214,T001103,2012JJ00,8499.0
2140,A019214,T001103,2013JJ00,8243.0
2141,A019214,T001103,2014JJ00,8302.0
2142,A019214,T001103,2015JJ00,9068.0
2143,A019214,T001103,2016JJ00,8984.0
2144,A019214,T001103,2017JJ00,9002.0
2145,A019214,T001103,2018JJ00,9500.0
2146,A019214,T001103,2019JJ00,9995.0
2147,A019214,T001103,2020JJ00,10830.0
2148,A019214,T001103,2021JJ00,10884.0
2149,A019214,T001103,2022JJ00,11169.0
2150,A019214,A019149,1998JJ00,3106.0
2151,A019214,A019149,1999JJ00,3311.0
2152,A019214,A019149,2000JJ00,3598.0
2153,A019214,A019149,2001JJ00,4041.0
2154,A019214,A019149,2002JJ00,4604.0
2155,A019214,A019149,2003JJ00,5135.0
2156,A019214,A019149,2004JJ00,5458.0
2157,A019214,A019149,2005JJ00,5889.0
2158,A019214,A019149,2006JJ00,5981.0
2159,A019214,A019149,2007JJ00,6335.0
2160,A019214,A019149,2008JJ00,6253.0
2161,A019214,A019149,2009JJ00,7233.0
2162,A019214,A019149,2010JJ00,7778.0
2163,A019214,A019149,2011JJ00,8091.0
2164,A019214,A019149,2012JJ00,8499.0
2165,A019214,A019149,2013JJ00,8243.0
2166,A019214,A019149,2014JJ00,8302.0
2167,A019214,A019149,2015JJ00,9068.0
2168,A019214,A019149,2016JJ00,8984.0
2169,A019214,A019149,2017JJ00,9002.0
2170,A019214,A019149,2018JJ00,9500.0
2171,A019214,A019149,2019JJ00,9995.0
2172,A019214,A019149,2020JJ00,10830.0
2173,A019214,A019149,2021JJ00,10884.0
2174,A019214,A019149,2022JJ00,11169.0
2175,A019214,A019150,1998JJ00,2837.0
2176,A019214,A019150,1999JJ00,3033.0
2177,A019214,A019150,2000JJ00,3321.0
2178,A019214,A019150,2001JJ00,3767.0
2179,A019214,A019150,2002JJ00,4322.0
2180,A019214,A019150,2003JJ00,4844.0
2181,A019214,A019150,2004JJ00,5115.0
2182,A019214,A019150,2005JJ00,5525.0
2183,A019214,A019150,2006JJ00,5727.0
2184,A019214,A019150,2007JJ00,5958.0
2185,A019214,A019150,2008JJ00,5865.0
2186,A019214,A019150,2009JJ00,6811.0
2187,A019214,A019150,2010JJ00,7276.0
2188,A019214,A019150,2011JJ00,7526.0
2189,A019214,A019150,2012JJ00,7926.0
2190,A019214,A019150,2013JJ00,7638.0
2191,A019214,A019150,2014JJ00,7687.0
2192,A019214,A019150,2015JJ00,8387.0
2193,A019214,A019150,2016JJ00,8361.0
2194,A019214,A019150,2017JJ00,8442.0
2195,A019214,A019150,2018JJ00,8945.0
2196,A019214,A019150,2019JJ00,9487.0
2197,A019214,A019150,2020JJ00,10276.0
2198,A019214,A019150,2021JJ00,10338.0
2199,A019214,A019150,2022JJ00,10600.0
2200,A019214,A019151,1998JJ00,57.0
2201,A019214,A019151,1999JJ00,62.0
2202,A019214,A019151,2000JJ00,64.0
2203,A019214,A019151,2001JJ00,111.0
2204,A019214,A019151,2002JJ00,119.0
2205,A019214,A019151,2003JJ00,128.0
2206,A019214,A019151,2004JJ00,108.0
2207,A019214,A019151,2005JJ00,156.0
2208,A019214,A019151,2006JJ00,219.0
2209,A019214,A019151,2007JJ00,1139.0
2210,A019214,A019151,2008JJ00,1152.0
2211,A019214,A019151,2009JJ00,1249.0
2212,A019214,A019151,2010JJ00,1377.0
2213,A019214,A019151,2011JJ00,1464.0
2214,A019214,A019151,2012JJ00,1402.0
2215,A019214,A019151,2013JJ00,1377.0
2216,A019214,A019151,2014JJ00,1295.0
2217,A019214,A019151,2015JJ00,4658.0
2218,A019214,A019151,2016JJ00,4443.0
2219,A019214,A019151,2017JJ00,4664.0
2220,A019214,A019151,2018JJ00,5019.0
2221,A019214,A019151,2019JJ00,5313.0
2222,A019214,A019151,2020JJ00,5806.0
2223,A019214,A019151,2021JJ00,5148.0
2224,A019214,A019151,2022JJ00,4998.0
2225,A019214,A019152,1998JJ00,2780.0
2226,A019214,A019152,1999JJ00,2972.0
2227,A019214,A019152,2000JJ00,3257.0
2228,A019214,A019152,2001JJ00,3656.0
2229,A019214,A019152,2002JJ00,4204.0
2230,A019214,A019152,2003JJ00,4716.0
2231,A019214,A019152,2004JJ00,5007.0
2232,A019214,A019152,2005JJ00,5369.0
2233,A019214,A019152,2006JJ00,5508.0
2234,A019214,A019152,2007JJ00,4820.0
2235,A019214,A019152,2008JJ00,4713.0
2236,A019214,A019152,2009JJ00,5563.0
2237,A019214,A019152,2010JJ00,5899.0
2238,A019214,A019152,2011JJ00,6062.0
2239,A019214,A019152,2012JJ00,6525.0
2240,A019214,A019152,2013JJ00,6260.0
2241,A019214,A019152,2014JJ00,6392.0
2242,A019214,A019152,2015JJ00,3729.0
2243,A019214,A019152,2016JJ00,3919.0
2244,A019214,A019152,2017JJ00,3779.0
2245,A019214,A019152,2018JJ00,3926.0
2246,A019214,A019152,2019JJ00,4173.0
2247,A019214,A019152,2020JJ00,4470.0
2248,A019214,A019152,2021JJ00,5190.0
2249,A019214,A019152,2022JJ00,5602.0
2250,A019214,A019154,1998JJ00,2780.0
2251,A019214,A019154,1999JJ00,2972.0
2252,A019214,A019154,2000JJ00,3257.0
2253,A019214,A019154,2001JJ00,3656.0
2254,A019214,A019154,2002JJ00,4204.0
2255,A019214,A019154,2003JJ00,4716.0
2256,A019214,A019154,2004JJ00,5007.0
2257,A019214,A019154,2005JJ00,5369.0
2258,A019214,A019154,2006JJ00,5507.0
2259,A019214,A019154,2007JJ00,4818.0
2260,A019214,A019154,2008JJ00,4713.0
2261,A019214,A019154,2009JJ00,5563.0
2262,A019214,A019154,2010JJ00,5899.0
2263,A019214,A019154,2011JJ00,6062.0
2264,A019214,A019154,2012JJ00,6525.0
2265,A019214,A019154,2013JJ00,6260.0
2266,A019214,A019154,2014JJ00,6392.0
2267,A019214,A019154,2015JJ00,3584.0
2268,A019214,A019154,2016JJ00,3754.0
2269,A019214,A019154,2017JJ00,3596.0
2270,A019214,A019154,2018JJ00,3731.0
2271,A019214,A019154,2019JJ00,3973.0
2272,A019214,A019154,2020JJ00,4287.0
2273,A019214,A019154,2021JJ00,5032.0
2274,A019214,A019154,2022JJ00,5462.0
2275,A019214,A019155,1998JJ00,0.0
2276,A019214,A019155,1999JJ00,0.0
2277,A019214,A019155,2000JJ00,0.0
2278,A019214,A019155,2001JJ00,0.0
2279,A019214,A019155,2002JJ00,0.0
2280,A019214,A019155,2003JJ00,0.0
2281,A019214,A019155,2004JJ00,0.0
2282,A019214,A019155,2005JJ00,0.0
2283,A019214,A019155,2006JJ00,
2284,A019214,A019155,2007JJ00,
2285,A019214,A019155,2008JJ00,
2286,A019214,A019155,2009JJ00,
2287,A019214,A019155,2010JJ00,
2288,A019214,A019155,2011JJ00,
2289,A019214,A019155,2012JJ00,
2290,A019214,A019155,2013JJ00,
2291,A019214,A019155,2014JJ00,
2292,A019214,A019155,2015JJ00,
2293,A019214,A019155,2016JJ00,
2294,A019214,A019155,2017JJ00,
2295,A019214,A019155,2018JJ00,
2296,A019214,A019155,2019JJ00,
2297,A019214,A019155,2020JJ00,
2298,A019214,A019155,2021JJ00,
2299,A019214,A019155,2022JJ00,
2300,A019214,A019156,1998JJ00,
2301,A019214,A019156,1999JJ00,
2302,A019214,A019156,2000JJ00,
2303,A019214,A019156,2001JJ00,
2304,A019214,A019156,2002JJ00,
2305,A019214,A019156,2003JJ00,
2306,A019214,A019156,2004JJ00,
2307,A019214,A019156,2005JJ00,
2308,A019214,A019156,2006JJ00,1.0
2309,A019214,A019156,2007JJ00,1.0
2310,A019214,A019156,2008JJ00,0.0
2311,A019214,A019156,2009JJ00,0.0
2312,A019214,A019156,2010JJ00,0.0
2313,A019214,A019156,2011JJ00,0.0
2314,A019214,A019156,2012JJ00,0.0
2315,A019214,A019156,2013JJ00,0.0
2316,A019214,A019156,2014JJ00,0.0
2317,A019214,A019156,2015JJ00,145.0
2318,A019214,A019156,2016JJ00,165.0
2319,A019214,A019156,2017JJ00,183.0
2320,A019214,A019156,2018JJ00,195.0
2321,A019214,A019156,2019JJ00,201.0
2322,A019214,A019156,2020JJ00,182.0
2323,A019214,A019156,2021JJ00,158.0
2324,A019214,A019156,2022JJ00,139.0
2325,A019214,A041720,1998JJ00,269.0
2326,A019214,A041720,1999JJ00,277.0
2327,A019214,A041720,2000JJ00,277.0
2328,A019214,A041720,2001JJ00,274.0
2329,A019214,A041720,2002JJ00,282.0
2330,A019214,A041720,2003JJ00,290.0
2331,A019214,A041720,2004JJ00,343.0
2332,A019214,A041720,2005JJ00,364.0
2333,A019214,A041720,2006JJ00,254.0
2334,A019214,A041720,2007JJ00,377.0
2335,A019214,A041720,2008JJ00,387.0
2336,A019214,A041720,2009JJ00,422.0
2337,A019214,A041720,2010JJ00,502.0
2338,A019214,A041720,2011JJ00,566.0
2339,A019214,A041720,2012JJ00,573.0
2340,A019214,A041720,2013JJ00,605.0
2341,A019214,A041720,2014JJ00,615.0
2342,A019214,A041720,2015JJ00,681.0
2343,A019214,A041720,2016JJ00,622.0
2344,A019214,A041720,2017JJ00,559.0
2345,A019214,A041720,2018JJ00,555.0
2346,A019214,A041720,2019JJ00,508.0
2347,A019214,A041720,2020JJ00,554.0
2348,A019214,A041720,2021JJ00,546.0
2349,A019214,A041720,2022JJ00,569.0
2350,A019214,A019157,1998JJ00,0.0
2351,A019214,A019157,1999JJ00,0.0
2352,A019214,A019157,2000JJ00,0.0
2353,A019214,A019157,2001JJ00,0.0
2354,A019214,A019157,2002JJ00,0.0
2355,A019214,A019157,2003JJ00,0.0
2356,A019214,A019157,2004JJ00,0.0
2357,A019214,A019157,2005JJ00,0.0
2358,A019214,A019157,2006JJ00,0.0
2359,A019214,A019157,2007JJ00,0.0
2360,A019214,A019157,2008JJ00,0.0
2361,A019214,A019157,2009JJ00,0.0
2362,A019214,A019157,2010JJ00,0.0
2363,A019214,A019157,2011JJ00,0.0
2364,A019214,A019157,2012JJ00,0.0
2365,A019214,A019157,2013JJ00,0.0
2366,A019214,A019157,2014JJ00,0.0
2367,A019214,A019157,2015JJ00,0.0
2368,A019214,A019157,2016JJ00,0.0
2369,A019214,A019157,2017JJ00,0.0
2370,A019214,A019157,2018JJ00,0.0
2371,A019214,A019157,2019JJ00,0.0
2372,A019214,A019157,2020JJ00,0.0
2373,A019214,A019157,2021JJ00,0.0
2374,A019214,A019157,2022JJ00,0.0
2375,A019214,A019158,1998JJ00,0.0
2376,A019214,A019158,1999JJ00,0.0
2377,A019214,A019158,2000JJ00,0.0
2378,A019214,A019158,2001JJ00,0.0
2379,A019214,A019158,2002JJ00,0.0
2380,A019214,A019158,2003JJ00,0.0
2381,A019214,A019158,2004JJ00,0.0
2382,A019214,A019158,2005JJ00,0.0
2383,A019214,A019158,2006JJ00,0.0
2384,A019214,A019158,2007JJ00,0.0
2385,A019214,A019158,2008JJ00,0.0
2386,A019214,A019158,2009JJ00,0.0
2387,A019214,A019158,2010JJ00,0.0
2388,A019214,A019158,2011JJ00,0.0
2389,A019214,A019158,2012JJ00,0.0
2390,A019214,A019158,2013JJ00,0.0
2391,A019214,A019158,2014JJ00,0.0
2392,A019214,A019158,2015JJ00,0.0
2393,A019214,A019158,2016JJ00,0.0
2394,A019214,A019158,2017JJ00,0.0
2395,A019214,A019158,2018JJ00,0.0
2396,A019214,A019158,2019JJ00,0.0
2397,A019214,A019158,2020JJ00,0.0
2398,A019214,A019158,2021JJ00,0.0
2399,A019214,A019158,2022JJ00,0.0
2400,A019214,A019161,1998JJ00,0.0
2401,A019214,A019161,1999JJ00,0.0
2402,A019214,A019161,2000JJ00,0.0
2403,A019214,A019161,2001JJ00,0.0
2404,A019214,A019161,2002JJ00,0.0
2405,A019214,A019161,2003JJ00,0.0
2406,A019214,A019161,2004JJ00,0.0
2407,A019214,A019161,2005JJ00,0.0
2408,A019214,A019161,2006JJ00,0.0
2409,A019214,A019161,2007JJ00,0.0
2410,A019214,A019161,2008JJ00,0.0
2411,A019214,A019161,2009JJ00,0.0
2412,A019214,A019161,2010JJ00,0.0
2413,A019214,A019161,2011JJ00,0.0
2414,A019214,A019161,2012JJ00,0.0
2415,A019214,A019161,2013JJ00,0.0
2416,A019214,A019161,2014JJ00,0.0
2417,A019214,A019161,2015JJ00,0.0
2418,A019214,A019161,2016JJ00,0.0
2419,A019214,A019161,2017JJ00,0.0
2420,A019214,A019161,2018JJ00,0.0
2421,A019214,A019161,2019JJ00,0.0
2422,A019214,A019161,2020JJ00,0.0
2423,A019214,A019161,2021JJ00,0.0
2424,A019214,A019161,2022JJ00,0.0
2425,A019214,A019162,1998JJ00,0.0
2426,A019214,A019162,1999JJ00,0.0
2427,A019214,A019162,2000JJ00,0.0
2428,A019214,A019162,2001JJ00,0.0
2429,A019214,A019162,2002JJ00,0.0
2430,A019214,A019162,2003JJ00,0.0
2431,A019214,A019162,2004JJ00,0.0
2432,A019214,A019162,2005JJ00,0.0
2433,A019214,A019162,2006JJ00,0.0
2434,A019214,A019162,2007JJ00,0.0
2435,A019214,A019162,2008JJ00,0.0
2436,A019214,A019162,2009JJ00,0.0
2437,A019214,A019162,2010JJ00,0.0
2438,A019214,A019162,2011JJ00,0.0
2439,A019214,A019162,2012JJ00,0.0
2440,A019214,A019162,2013JJ00,0.0
2441,A019214,A019162,2014JJ00,0.0
2442,A019214,A019162,2015JJ00,0.0
2443,A019214,A019162,2016JJ00,0.0
2444,A019214,A019162,2017JJ00,0.0
2445,A019214,A019162,2018JJ00,0.0
2446,A019214,A019162,2019JJ00,0.0
2447,A019214,A019162,2020JJ00,0.0
2448,A019214,A019162,2021JJ00,0.0
2449,A019214,A019162,2022JJ00,0.0
2450,A019214,A019163,1998JJ00,269.0
2451,A019214,A019163,1999JJ00,277.0
2452,A019214,A019163,2000JJ00,277.0
2453,A019214,A019163,2001JJ00,274.0
2454,A019214,A019163,2002JJ00,282.0
2455,A019214,A019163,2003JJ00,290.0
2456,A019214,A019163,2004JJ00,343.0
2457,A019214,A019163,2005JJ00,364.0
2458,A019214,A019163,2006JJ00,254.0
2459,A019214,A019163,2007JJ00,377.0
2460,A019214,A019163,2008JJ00,387.0
2461,A019214,A019163,2009JJ00,422.0
2462,A019214,A019163,2010JJ00,502.0
2463,A019214,A019163,2011JJ00,566.0
2464,A019214,A019163,2012JJ00,573.0
2465,A019214,A019163,2013JJ00,605.0
2466,A019214,A019163,2014JJ00,615.0
2467,A019214,A019163,2015JJ00,681.0
2468,A019214,A019163,2016JJ00,622.0
2469,A019214,A019163,2017JJ00,559.0
2470,A019214,A019163,2018JJ00,555.0
2471,A019214,A019163,2019JJ00,508.0
2472,A019214,A019163,2020JJ00,554.0
2473,A019214,A019163,2021JJ00,546.0
2474,A019214,A019163,2022JJ00,569.0
2475,A019214,A019164,1998JJ00,0.0
2476,A019214,A019164,1999JJ00,0.0
2477,A019214,A019164,2000JJ00,0.0
2478,A019214,A019164,2001JJ00,0.0
2479,A019214,A019164,2002JJ00,0.0
2480,A019214,A019164,2003JJ00,0.0
2481,A019214,A019164,2004JJ00,0.0
2482,A019214,A019164,2005JJ00,0.0
2483,A019214,A019164,2006JJ00,0.0
2484,A019214,A019164,2007JJ00,0.0
2485,A019214,A019164,2008JJ00,0.0
2486,A019214,A019164,2009JJ00,0.0
2487,A019214,A019164,2010JJ00,0.0
2488,A019214,A019164,2011JJ00,0.0
2489,A019214,A019164,2012JJ00,0.0
2490,A019214,A019164,2013JJ00,0.0
2491,A019214,A019164,2014JJ00,0.0
2492,A019214,A019164,2015JJ00,0.0
2493,A019214,A019164,2016JJ00,0.0
2494,A019214,A019164,2017JJ00,0.0
2495,A019214,A019164,2018JJ00,0.0
2496,A019214,A019164,2019JJ00,0.0
2497,A019214,A019164,2020JJ00,0.0
2498,A019214,A019164,2021JJ00,0.0
2499,A019214,A019164,2022JJ00,0.0
2500,A019214,A019165,1998JJ00,269.0
2501,A019214,A019165,1999JJ00,277.0
2502,A019214,A019165,2000JJ00,277.0
2503,A019214,A019165,2001JJ00,274.0
2504,A019214,A019165,2002JJ00,282.0
2505,A019214,A019165,2003JJ00,290.0
2506,A019214,A019165,2004JJ00,343.0
2507,A019214,A019165,2005JJ00,364.0
2508,A019214,A019165,2006JJ00,254.0
2509,A019214,A019165,2007JJ00,377.0
2510,A019214,A019165,2008JJ00,387.0
2511,A019214,A019165,2009JJ00,422.0
2512,A019214,A019165,2010JJ00,502.0
2513,A019214,A019165,2011JJ00,566.0
2514,A019214,A019165,2012JJ00,573.0
2515,A019214,A019165,2013JJ00,605.0
2516,A019214,A019165,2014JJ00,615.0
2517,A019214,A019165,2015JJ00,681.0
2518,A019214,A019165,2016JJ00,622.0
2519,A019214,A019165,2017JJ00,559.0
2520,A019214,A019165,2018JJ00,555.0
2521,A019214,A019165,2019JJ00,508.0
2522,A019214,A019165,2020JJ00,554.0
2523,A019214,A019165,2021JJ00,546.0
2524,A019214,A019165,2022JJ00,569.0
2525,A019214,A019166,1998JJ00,0.0
2526,A019214,A019166,1999JJ00,0.0
2527,A019214,A019166,2000JJ00,0.0
2528,A019214,A019166,2001JJ00,0.0
2529,A019214,A019166,2002JJ00,0.0
2530,A019214,A019166,2003JJ00,0.0
2531,A019214,A019166,2004JJ00,0.0
2532,A019214,A019166,2005JJ00,0.0
2533,A019214,A019166,2006JJ00,0.0
2534,A019214,A019166,2007JJ00,0.0
2535,A019214,A019166,2008JJ00,0.0
2536,A019214,A019166,2009JJ00,0.0
