ID,Classificaties,Perioden,TotaalAanbod_1,ProductieBasisprijzen_2,Invoer_3,TotaalMarges_4,HandelsEnVervoersmarges_5,BelProductgebonden_6,SubsProductgebonden_7,TotaalGebruik_8,Uitvoer_9,IntermediairVerbruik_10,HuishoudensConsumptieveBestedingen_11,OverheidConsumptieveBestedingen_12,IZWConsumptieveBestedingen_13,InvesteringenInVasteActiva_14,VeranderingenInVoorraden_15
0,MacroTot,1987JJ00,500490.0,398163.0,102327.0,15735.0,0.0,23717.0,-7982.0,516225.0,107044.0,205251.0,105702.0,51377.0,1176.0,45826.0,-151.0
1,MacroTot,1988JJ00,528890.0,417495.0,111395.0,16733.0,0.0,24553.0,-7820.0,545623.0,116797.0,216632.0,108179.0,52238.0,1257.0,50945.0,-425.0
2,MacroTot,1989JJ00,572630.0,448007.0,124623.0,17785.0,0.0,24586.0,-6801.0,590415.0,131475.0,235515.0,113483.0,53452.0,1326.0,53089.0,2075.0
3,MacroTot,1990JJ00,598889.0,470618.0,128271.0,19820.0,0.0,26257.0,-6437.0,618709.0,137551.0,246786.0,119719.0,56121.0,1383.0,55328.0,1821.0
4,MacroTot,1991JJ00,634474.0,497936.0,136538.0,20446.0,0.0,27719.0,-7273.0,654920.0,147152.0,261007.0,127353.0,59820.0,1485.0,56927.0,1176.0
5,MacroTot,1992JJ00,651441.0,513027.0,138414.0,22084.0,0.0,29603.0,-7519.0,673525.0,148574.0,266812.0,132186.0,63816.0,1591.0,58773.0,1773.0
6,MacroTot,1993JJ00,655609.0,519935.0,135674.0,23212.0,0.0,30495.0,-7283.0,678821.0,150658.0,267134.0,136129.0,66426.0,1676.0,58302.0,-1504.0
7,MacroTot,1994JJ00,694132.0,545755.0,148377.0,25567.0,0.0,32221.0,-6654.0,719699.0,164709.0,281274.0,142350.0,69254.0,1734.0,59649.0,729.0
8,MacroTot,1995JJ00,737839.0,573963.0,163876.0,29575.0,0.0,33683.0,-4108.0,767414.0,181219.0,298277.0,149298.0,72687.0,1760.0,63500.0,673.0
9,MacroTot,1996JJ00,780914.0,607125.0,173789.0,32676.0,0.0,36162.0,-3486.0,813590.0,190674.0,320046.0,158673.0,72830.0,1985.0,69149.0,233.0
10,MacroTot,1997JJ00,848104.0,650820.0,197284.0,35698.0,0.0,39238.0,-3540.0,883802.0,216691.0,344281.0,167944.0,76472.0,2235.0,75118.0,1061.0
11,MacroTot,1998JJ00,894993.0,685191.0,209802.0,38437.0,0.0,41964.0,-3527.0,933430.0,226766.0,361164.0,180143.0,80489.0,2397.0,80461.0,2010.0
12,MacroTot,1999JJ00,956738.0,729542.0,227196.0,41858.0,0.0,45762.0,-3904.0,998596.0,243457.0,385207.0,193181.0,85867.0,2593.0,88383.0,-92.0
13,MacroTot,2000JJ00,1075893.0,806161.0,269732.0,44545.0,0.0,48772.0,-4227.0,1120438.0,292916.0,432746.0,207311.0,91871.0,3512.0,91652.0,430.0
14,MacroTot,2001JJ00,1128469.0,853164.0,275305.0,50175.0,0.0,54112.0,-3937.0,1178644.0,301216.0,455608.0,220466.0,101385.0,3778.0,94673.0,1518.0
15,MacroTot,2002JJ00,1138539.0,870427.0,268112.0,50840.0,0.0,55020.0,-4180.0,1189379.0,298450.0,456053.0,228924.0,110246.0,4119.0,92862.0,-1275.0
16,MacroTot,2003JJ00,1154030.0,883492.0,270538.0,51689.0,0.0,56125.0,-4436.0,1205719.0,300498.0,458236.0,233912.0,116793.0,4191.0,92848.0,-759.0
17,MacroTot,2004JJ00,1203750.0,913856.0,289894.0,54310.0,0.0,58474.0,-4164.0,1258060.0,326111.0,476982.0,238521.0,118942.0,4260.0,92426.0,818.0
18,MacroTot,2005JJ00,1275695.0,962007.0,313688.0,57225.0,0.0,61331.0,-4106.0,1332920.0,357453.0,505825.0,245996.0,121685.0,4347.0,97016.0,598.0
19,MacroTot,2006JJ00,1373452.0,1021783.0,351669.0,61204.0,0.0,65373.0,-4169.0,1434656.0,393475.0,542771.0,250269.0,135442.0,4606.0,106373.0,1720.0
20,MacroTot,2007JJ00,1462756.0,1085522.0,377234.0,64123.0,0.0,67790.0,-3667.0,1526879.0,424229.0,577872.0,259235.0,143872.0,4864.0,114340.0,2467.0
21,MacroTot,2008JJ00,1559594.0,1151758.0,407836.0,66907.0,0.0,70406.0,-3499.0,1626501.0,456438.0,622439.0,265772.0,152325.0,4979.0,122688.0,1860.0
22,MacroTot,2009JJ00,1447047.0,1092462.0,354585.0,62360.0,0.0,66036.0,-3676.0,1509407.0,395949.0,582843.0,257561.0,162654.0,5024.0,108906.0,-3530.0
23,SubTotl ,1987JJ00,439982.0,347968.0,92014.0,37922.0,38291.0,7613.0,-7982.0,477904.0,98990.0,191895.0,93951.0,51297.0,1176.0,40746.0,-151.0
24,SubTotl ,1988JJ00,466014.0,365404.0,100610.0,39417.0,39520.0,7717.0,-7820.0,505431.0,108429.0,202265.0,96331.0,52159.0,1257.0,45415.0,-425.0
25,SubTotl ,1989JJ00,504226.0,391491.0,112735.0,43862.0,42612.0,8051.0,-6801.0,548088.0,121895.0,219941.0,101766.0,53366.0,1326.0,47719.0,2075.0
26,SubTotl ,1990JJ00,526229.0,409964.0,116265.0,48520.0,46294.0,8663.0,-6437.0,574749.0,127806.0,230293.0,107467.0,56020.0,1383.0,49959.0,1821.0
27,SubTotl ,1991JJ00,556736.0,433074.0,123662.0,51308.0,49484.0,9097.0,-7273.0,608044.0,136332.0,243530.0,114740.0,59694.0,1485.0,51087.0,1176.0
28,SubTotl ,1992JJ00,571312.0,446412.0,124900.0,54296.0,51500.0,10315.0,-7519.0,625608.0,137348.0,249100.0,119387.0,63642.0,1591.0,52767.0,1773.0
29,SubTotl ,1993JJ00,574512.0,452260.0,122252.0,56696.0,52590.0,11389.0,-7283.0,631208.0,139990.0,249468.0,123114.0,66242.0,1676.0,52222.0,-1504.0
30,SubTotl ,1994JJ00,609535.0,474955.0,134580.0,60613.0,55073.0,12194.0,-6654.0,670148.0,153534.0,262837.0,128953.0,69003.0,1734.0,53358.0,729.0
31,SubTotl ,1995JJ00,649486.0,500311.0,149175.0,66605.0,57879.0,12834.0,-4108.0,716091.0,170275.0,278927.0,135240.0,72385.0,1760.0,56831.0,673.0
32,SubTotl ,1996JJ00,687048.0,528772.0,158276.0,71525.0,61316.0,13695.0,-3486.0,758573.0,178805.0,299329.0,143323.0,72563.0,1985.0,62335.0,233.0
33,SubTotl ,1997JJ00,745387.0,564793.0,180594.0,78976.0,67143.0,15373.0,-3540.0,824363.0,202846.0,322268.0,152254.0,76174.0,2235.0,67525.0,1061.0
34,SubTotl ,1998JJ00,783860.0,592032.0,191828.0,85364.0,72513.0,16378.0,-3527.0,869224.0,211819.0,337641.0,163184.0,80169.0,2397.0,72004.0,2010.0
35,SubTotl ,1999JJ00,837248.0,628754.0,208494.0,93409.0,79151.0,18162.0,-3904.0,930657.0,228069.0,360636.0,174575.0,85525.0,2593.0,79351.0,-92.0
36,SubTotl ,2000JJ00,946343.0,697040.0,249303.0,100969.0,85985.0,19211.0,-4227.0,1047312.0,276512.0,406386.0,187404.0,91512.0,3512.0,81556.0,430.0
37,SubTotl ,2001JJ00,993165.0,739011.0,254154.0,107224.0,90566.0,20595.0,-3937.0,1100389.0,284229.0,427878.0,198044.0,101025.0,3778.0,83917.0,1518.0
38,SubTotl ,2002JJ00,997843.0,751429.0,246414.0,111178.0,94965.0,20393.0,-4180.0,1109021.0,280277.0,428202.0,205610.0,109856.0,4119.0,82232.0,-1275.0
39,SubTotl ,2003JJ00,1016669.0,767208.0,249461.0,109002.0,92778.0,20660.0,-4436.0,1125671.0,282325.0,430824.0,210465.0,116376.0,4191.0,82249.0,-759.0
40,SubTotl ,2004JJ00,1063732.0,794439.0,269293.0,113545.0,95480.0,22229.0,-4164.0,1177277.0,308009.0,448845.0,215411.0,118526.0,4260.0,81409.0,817.0
41,SubTotl ,2005JJ00,1131994.0,839069.0,292925.0,117377.0,97740.0,23743.0,-4106.0,1249371.0,338043.0,476815.0,222646.0,121263.0,4347.0,85659.0,598.0
42,SubTotl ,2006JJ00,1222437.0,892741.0,329696.0,124110.0,102950.0,25329.0,-4169.0,1346547.0,373497.0,511622.0,226056.0,134934.0,4606.0,94113.0,1719.0
43,SubTotl ,2007JJ00,1302887.0,948283.0,354604.0,132020.0,110175.0,25512.0,-3667.0,1434907.0,403551.0,544879.0,234539.0,143326.0,4864.0,101281.0,2467.0
44,SubTotl ,2008JJ00,1395046.0,1010734.0,384312.0,135492.0,112928.0,26063.0,-3499.0,1530538.0,435311.0,588025.0,239906.0,151781.0,4979.0,108676.0,1860.0
45,SubTotl ,2009JJ00,1294361.0,962973.0,331388.0,123151.0,103636.0,23191.0,-3676.0,1417512.0,375614.0,549946.0,232498.0,162070.0,5024.0,95890.0,-3530.0
46,01PR011 ,1987JJ00,11389.0,6238.0,5151.0,2786.0,3018.0,214.0,-446.0,14175.0,5484.0,6324.0,2384.0,0.0,0.0,4.0,-21.0
47,01PR011 ,1988JJ00,11592.0,6340.0,5252.0,3127.0,3251.0,209.0,-333.0,14719.0,5954.0,6585.0,2393.0,0.0,0.0,4.0,-217.0
48,01PR011 ,1989JJ00,12226.0,6856.0,5370.0,3305.0,3418.0,176.0,-289.0,15531.0,6317.0,6816.0,2513.0,0.0,0.0,5.0,-120.0
49,01PR011 ,1990JJ00,12716.0,7378.0,5338.0,3544.0,3715.0,174.0,-345.0,16260.0,6842.0,6672.0,2659.0,0.0,0.0,5.0,82.0
50,01PR011 ,1991JJ00,13635.0,7937.0,5698.0,3836.0,3901.0,232.0,-297.0,17471.0,7766.0,6911.0,2816.0,0.0,0.0,4.0,-26.0
51,01PR011 ,1992JJ00,12857.0,7518.0,5339.0,4166.0,4166.0,198.0,-198.0,17023.0,7623.0,6749.0,2683.0,0.0,0.0,4.0,-36.0
52,01PR011 ,1993JJ00,12607.0,7324.0,5283.0,4151.0,4254.0,150.0,-253.0,16758.0,7682.0,6536.0,2628.0,0.0,0.0,4.0,-92.0
53,01PR011 ,1994JJ00,13760.0,7862.0,5898.0,4528.0,4548.0,155.0,-175.0,18288.0,8542.0,6941.0,2833.0,0.0,0.0,4.0,-32.0
54,01PR011 ,1995JJ00,14635.0,8127.0,6508.0,4717.0,4784.0,144.0,-211.0,19352.0,9307.0,7144.0,2937.0,0.0,0.0,5.0,-41.0
55,01PR011 ,1996JJ00,15057.0,8151.0,6906.0,4666.0,4721.0,143.0,-198.0,19723.0,9354.0,7297.0,3059.0,0.0,0.0,5.0,8.0
56,01PR011 ,1997JJ00,16197.0,8631.0,7566.0,5022.0,5043.0,137.0,-158.0,21219.0,10244.0,7842.0,3221.0,0.0,0.0,7.0,-95.0
57,01PR011 ,1998JJ00,16562.0,8848.0,7714.0,5431.0,5467.0,115.0,-151.0,21993.0,10867.0,7881.0,3390.0,0.0,0.0,8.0,-153.0
58,01PR011 ,1999JJ00,16528.0,8845.0,7683.0,5888.0,5897.0,147.0,-156.0,22416.0,11052.0,7652.0,3563.0,0.0,0.0,8.0,141.0
59,01PR011 ,2000JJ00,17208.0,9041.0,8167.0,6257.0,6285.0,127.0,-155.0,23465.0,12006.0,7799.0,3598.0,0.0,0.0,8.0,54.0
60,01PR011 ,2001JJ00,18354.0,9388.0,8966.0,6558.0,6610.0,121.0,-173.0,24912.0,12427.0,8250.0,3923.0,0.0,0.0,9.0,303.0
61,01PR011 ,2002JJ00,18214.0,9589.0,8625.0,6709.0,6804.0,112.0,-207.0,24923.0,12669.0,8095.0,4120.0,0.0,0.0,10.0,29.0
62,01PR011 ,2003JJ00,18886.0,10161.0,8725.0,6823.0,6903.0,108.0,-188.0,25709.0,13553.0,8195.0,4084.0,0.0,0.0,11.0,-134.0
63,01PR011 ,2004JJ00,18283.0,9465.0,8818.0,7264.0,7198.0,107.0,-41.0,25547.0,13506.0,7913.0,4022.0,0.0,0.0,10.0,96.0
64,01PR011 ,2005JJ00,18375.0,9604.0,8771.0,7242.0,7136.0,135.0,-29.0,25617.0,14033.0,7570.0,3963.0,0.0,0.0,10.0,41.0
65,01PR011 ,2006JJ00,19981.0,10709.0,9272.0,7370.0,7248.0,142.0,-20.0,27351.0,14950.0,8115.0,4371.0,0.0,0.0,11.0,-96.0
66,01PR011 ,2007JJ00,22183.0,11175.0,11008.0,7744.0,7583.0,173.0,-12.0,29927.0,16105.0,9412.0,4557.0,0.0,0.0,13.0,-160.0
67,01PR011 ,2008JJ00,23624.0,10884.0,12740.0,8012.0,7838.0,183.0,-9.0,31636.0,16802.0,10131.0,4693.0,0.0,0.0,14.0,-4.0
68,01PR011 ,2009JJ00,21955.0,10335.0,11620.0,7642.0,7508.0,146.0,-12.0,29597.0,15892.0,9054.0,4544.0,0.0,0.0,13.0,94.0
69,02PR012 ,1987JJ00,10344.0,10056.0,288.0,481.0,399.0,124.0,-42.0,10825.0,1245.0,9113.0,188.0,0.0,0.0,186.0,93.0
70,02PR012 ,1988JJ00,10590.0,10292.0,298.0,411.0,429.0,95.0,-113.0,11001.0,1193.0,9265.0,172.0,0.0,0.0,225.0,146.0
71,02PR012 ,1989JJ00,11806.0,11434.0,372.0,506.0,460.0,183.0,-137.0,12312.0,1420.0,10270.0,180.0,0.0,0.0,315.0,127.0
72,02PR012 ,1990JJ00,10996.0,10614.0,382.0,461.0,501.0,84.0,-124.0,11457.0,1465.0,9326.0,184.0,0.0,0.0,309.0,173.0
73,02PR012 ,1991JJ00,11132.0,10691.0,441.0,447.0,529.0,88.0,-170.0,11579.0,1416.0,9535.0,196.0,0.0,0.0,339.0,93.0
74,02PR012 ,1992JJ00,11228.0,10745.0,483.0,475.0,558.0,80.0,-163.0,11703.0,1467.0,9702.0,197.0,0.0,0.0,240.0,97.0
75,02PR012 ,1993JJ00,10207.0,9704.0,503.0,503.0,572.0,51.0,-120.0,10710.0,1250.0,9075.0,189.0,0.0,0.0,225.0,-29.0
76,02PR012 ,1994JJ00,10291.0,9731.0,560.0,499.0,610.0,9.0,-120.0,10790.0,1312.0,9090.0,186.0,0.0,0.0,283.0,-81.0
77,02PR012 ,1995JJ00,10211.0,9559.0,652.0,542.0,627.0,21.0,-106.0,10753.0,1478.0,8902.0,172.0,0.0,0.0,250.0,-49.0
78,02PR012 ,1996JJ00,10506.0,9847.0,659.0,568.0,628.0,36.0,-96.0,11074.0,1611.0,9090.0,192.0,0.0,0.0,212.0,-31.0
79,02PR012 ,1997JJ00,11164.0,10446.0,718.0,563.0,580.0,34.0,-51.0,11727.0,1004.0,9146.0,195.0,0.0,0.0,600.0,782.0
80,02PR012 ,1998JJ00,9670.0,9043.0,627.0,561.0,592.0,20.0,-51.0,10231.0,1059.0,8729.0,198.0,0.0,0.0,156.0,89.0
81,02PR012 ,1999JJ00,9181.0,8555.0,626.0,563.0,607.0,27.0,-71.0,9744.0,1210.0,8190.0,198.0,0.0,0.0,222.0,-76.0
82,02PR012 ,2000JJ00,9991.0,9316.0,675.0,569.0,598.0,27.0,-56.0,10560.0,1456.0,8820.0,232.0,0.0,0.0,124.0,-72.0
83,02PR012 ,2001JJ00,10095.0,9502.0,593.0,475.0,578.0,7.0,-110.0,10570.0,1632.0,8613.0,236.0,0.0,0.0,164.0,-75.0
84,02PR012 ,2002JJ00,9259.0,8678.0,581.0,504.0,653.0,26.0,-175.0,9763.0,1698.0,7646.0,253.0,0.0,0.0,172.0,-6.0
85,02PR012 ,2003JJ00,8771.0,8138.0,633.0,477.0,641.0,16.0,-180.0,9248.0,1501.0,7369.0,291.0,0.0,0.0,105.0,-18.0
86,02PR012 ,2004JJ00,9423.0,8706.0,717.0,467.0,756.0,29.0,-318.0,9890.0,1703.0,7684.0,283.0,0.0,0.0,184.0,36.0
87,02PR012 ,2005JJ00,9711.0,8928.0,783.0,387.0,796.0,33.0,-442.0,10098.0,1949.0,7737.0,279.0,0.0,0.0,147.0,-14.0
88,02PR012 ,2006JJ00,10193.0,9368.0,825.0,259.0,789.0,19.0,-549.0,10452.0,2184.0,7863.0,279.0,0.0,0.0,121.0,5.0
89,02PR012 ,2007JJ00,10577.0,9749.0,828.0,728.0,819.0,18.0,-109.0,11305.0,2257.0,8516.0,279.0,0.0,0.0,223.0,30.0
90,02PR012 ,2008JJ00,11351.0,10407.0,944.0,803.0,854.0,48.0,-99.0,12154.0,2579.0,9048.0,289.0,0.0,0.0,174.0,64.0
91,02PR012 ,2009JJ00,10410.0,9383.0,1027.0,805.0,881.0,45.0,-121.0,11215.0,2734.0,8024.0,295.0,0.0,0.0,195.0,-33.0
92,03PR0111,1987JJ00,1230.0,1230.0,0.0,-15.0,0.0,0.0,-15.0,1215.0,0.0,1092.0,123.0,0.0,0.0,0.0,0.0
93,03PR0111,1988JJ00,1346.0,1346.0,0.0,-23.0,0.0,0.0,-23.0,1323.0,0.0,1171.0,152.0,0.0,0.0,0.0,0.0
94,03PR0111,1989JJ00,1425.0,1425.0,0.0,-26.0,0.0,0.0,-26.0,1399.0,0.0,1215.0,184.0,0.0,0.0,0.0,0.0
95,03PR0111,1990JJ00,1514.0,1514.0,0.0,-28.0,0.0,0.0,-28.0,1486.0,0.0,1282.0,204.0,0.0,0.0,0.0,0.0
96,03PR0111,1991JJ00,1628.0,1628.0,0.0,-31.0,0.0,0.0,-31.0,1597.0,0.0,1372.0,225.0,0.0,0.0,0.0,0.0
97,03PR0111,1992JJ00,1721.0,1721.0,0.0,-33.0,0.0,0.0,-33.0,1688.0,0.0,1441.0,247.0,0.0,0.0,0.0,0.0
98,03PR0111,1993JJ00,1744.0,1744.0,0.0,-37.0,0.0,0.0,-37.0,1707.0,0.0,1442.0,265.0,0.0,0.0,0.0,0.0
99,03PR0111,1994JJ00,1755.0,1755.0,0.0,-39.0,0.0,0.0,-39.0,1716.0,0.0,1435.0,281.0,0.0,0.0,0.0,0.0
100,03PR0111,1995JJ00,1757.0,1757.0,0.0,-40.0,0.0,0.0,-40.0,1717.0,0.0,1424.0,293.0,0.0,0.0,0.0,0.0
101,03PR0111,1996JJ00,1845.0,1845.0,0.0,-46.0,0.0,0.0,-46.0,1799.0,0.0,1491.0,308.0,0.0,0.0,0.0,0.0
102,03PR0111,1997JJ00,1952.0,1952.0,0.0,-43.0,0.0,0.0,-43.0,1909.0,0.0,1587.0,322.0,0.0,0.0,0.0,0.0
103,03PR0111,1998JJ00,2062.0,2062.0,0.0,-49.0,0.0,0.0,-49.0,2013.0,0.0,1670.0,343.0,0.0,0.0,0.0,0.0
104,03PR0111,1999JJ00,2274.0,2274.0,0.0,-38.0,0.0,0.0,-38.0,2236.0,0.0,1843.0,393.0,0.0,0.0,0.0,0.0
105,03PR0111,2000JJ00,2522.0,2522.0,0.0,-40.0,0.0,0.0,-40.0,2482.0,0.0,2017.0,465.0,0.0,0.0,0.0,0.0
106,03PR0111,2001JJ00,2829.0,2829.0,0.0,-35.0,0.0,0.0,-35.0,2794.0,0.0,2280.0,513.0,0.0,0.0,0.0,1.0
107,03PR0111,2002JJ00,3256.0,3256.0,0.0,-29.0,0.0,0.0,-29.0,3227.0,0.0,2624.0,603.0,0.0,0.0,0.0,0.0
108,03PR0111,2003JJ00,3262.0,3262.0,0.0,-38.0,0.0,0.0,-38.0,3224.0,0.0,2604.0,620.0,0.0,0.0,0.0,0.0
109,03PR0111,2004JJ00,3396.0,3396.0,0.0,-34.0,0.0,0.0,-34.0,3362.0,0.0,2676.0,686.0,0.0,0.0,0.0,0.0
110,03PR0111,2005JJ00,3488.0,3488.0,0.0,-31.0,0.0,0.0,-31.0,3457.0,0.0,2713.0,744.0,0.0,0.0,0.0,0.0
111,03PR0111,2006JJ00,3858.0,3858.0,0.0,-30.0,0.0,0.0,-30.0,3828.0,0.0,3036.0,792.0,0.0,0.0,0.0,0.0
112,03PR0111,2007JJ00,4125.0,4125.0,0.0,-42.0,0.0,0.0,-42.0,4083.0,0.0,3214.0,869.0,0.0,0.0,0.0,0.0
113,03PR0111,2008JJ00,4346.0,4346.0,0.0,-31.0,0.0,0.0,-31.0,4315.0,0.0,3397.0,918.0,0.0,0.0,0.0,0.0
114,03PR0111,2009JJ00,4439.0,4439.0,0.0,-34.0,0.0,0.0,-34.0,4405.0,0.0,3438.0,967.0,0.0,0.0,0.0,0.0
115,04PR02  ,1987JJ00,211.0,78.0,133.0,40.0,56.0,2.0,-18.0,251.0,39.0,117.0,77.0,0.0,0.0,0.0,18.0
116,04PR02  ,1988JJ00,234.0,84.0,150.0,27.0,42.0,3.0,-18.0,261.0,41.0,122.0,77.0,0.0,0.0,0.0,21.0
117,04PR02  ,1989JJ00,247.0,85.0,162.0,31.0,46.0,4.0,-19.0,278.0,57.0,122.0,87.0,0.0,0.0,0.0,12.0
118,04PR02  ,1990JJ00,255.0,93.0,162.0,35.0,50.0,4.0,-19.0,290.0,70.0,118.0,94.0,0.0,0.0,0.0,8.0
119,04PR02  ,1991JJ00,269.0,102.0,167.0,38.0,53.0,5.0,-20.0,307.0,77.0,116.0,95.0,0.0,0.0,0.0,19.0
120,04PR02  ,1992JJ00,268.0,107.0,161.0,38.0,53.0,5.0,-20.0,306.0,79.0,113.0,97.0,0.0,0.0,0.0,17.0
121,04PR02  ,1993JJ00,253.0,101.0,152.0,41.0,59.0,4.0,-22.0,294.0,74.0,121.0,100.0,0.0,0.0,0.0,-1.0
122,04PR02  ,1994JJ00,288.0,124.0,164.0,42.0,59.0,4.0,-21.0,330.0,86.0,134.0,101.0,0.0,0.0,0.0,9.0
123,04PR02  ,1995JJ00,300.0,123.0,177.0,43.0,62.0,5.0,-24.0,343.0,98.0,142.0,103.0,0.0,0.0,0.0,0.0
124,04PR02  ,1996JJ00,326.0,125.0,201.0,41.0,60.0,5.0,-24.0,367.0,110.0,151.0,106.0,0.0,0.0,0.0,0.0
125,04PR02  ,1997JJ00,351.0,130.0,221.0,40.0,57.0,5.0,-22.0,391.0,128.0,156.0,106.0,0.0,0.0,0.0,1.0
126,04PR02  ,1998JJ00,372.0,136.0,236.0,35.0,57.0,4.0,-26.0,407.0,148.0,155.0,104.0,0.0,0.0,0.0,0.0
127,04PR02  ,1999JJ00,388.0,125.0,263.0,40.0,54.0,6.0,-20.0,428.0,175.0,150.0,102.0,0.0,0.0,0.0,1.0
128,04PR02  ,2000JJ00,450.0,132.0,318.0,44.0,60.0,6.0,-22.0,494.0,218.0,161.0,115.0,0.0,0.0,0.0,0.0
129,04PR02  ,2001JJ00,458.0,140.0,318.0,47.0,59.0,6.0,-18.0,505.0,219.0,165.0,121.0,0.0,0.0,0.0,0.0
130,04PR02  ,2002JJ00,465.0,154.0,311.0,55.0,64.0,6.0,-15.0,520.0,239.0,168.0,111.0,0.0,0.0,0.0,2.0
131,04PR02  ,2003JJ00,435.0,153.0,282.0,45.0,61.0,5.0,-21.0,480.0,228.0,133.0,117.0,0.0,0.0,0.0,2.0
132,04PR02  ,2004JJ00,431.0,157.0,274.0,51.0,64.0,5.0,-18.0,482.0,241.0,122.0,118.0,0.0,0.0,0.0,1.0
133,04PR02  ,2005JJ00,439.0,160.0,279.0,51.0,64.0,4.0,-17.0,490.0,244.0,126.0,118.0,0.0,0.0,0.0,2.0
134,04PR02  ,2006JJ00,474.0,156.0,318.0,56.0,69.0,4.0,-17.0,530.0,287.0,133.0,109.0,0.0,0.0,0.0,1.0
135,04PR02  ,2007JJ00,540.0,168.0,372.0,59.0,77.0,5.0,-23.0,599.0,329.0,149.0,117.0,0.0,0.0,0.0,4.0
136,04PR02  ,2008JJ00,544.0,176.0,368.0,64.0,79.0,4.0,-19.0,608.0,330.0,149.0,127.0,0.0,0.0,0.0,2.0
137,04PR02  ,2009JJ00,484.0,165.0,319.0,52.0,68.0,4.0,-20.0,536.0,291.0,129.0,116.0,0.0,0.0,0.0,0.0
138,05PR05  ,1987JJ00,363.0,188.0,175.0,149.0,153.0,0.0,-4.0,512.0,277.0,101.0,134.0,0.0,0.0,0.0,0.0
139,05PR05  ,1988JJ00,336.0,161.0,175.0,155.0,158.0,1.0,-4.0,491.0,252.0,101.0,138.0,0.0,0.0,0.0,0.0
140,05PR05  ,1989JJ00,381.0,173.0,208.0,166.0,168.0,1.0,-3.0,547.0,303.0,100.0,144.0,0.0,0.0,0.0,0.0
141,05PR05  ,1990JJ00,380.0,183.0,197.0,192.0,194.0,1.0,-3.0,572.0,298.0,121.0,153.0,0.0,0.0,0.0,0.0
142,05PR05  ,1991JJ00,410.0,202.0,208.0,199.0,201.0,2.0,-4.0,609.0,306.0,136.0,167.0,0.0,0.0,0.0,0.0
143,05PR05  ,1992JJ00,399.0,179.0,220.0,204.0,207.0,1.0,-4.0,603.0,301.0,137.0,165.0,0.0,0.0,0.0,0.0
144,05PR05  ,1993JJ00,385.0,163.0,222.0,212.0,215.0,2.0,-5.0,597.0,296.0,139.0,162.0,0.0,0.0,0.0,0.0
145,05PR05  ,1994JJ00,419.0,168.0,251.0,230.0,232.0,1.0,-3.0,649.0,331.0,144.0,174.0,0.0,0.0,0.0,0.0
146,05PR05  ,1995JJ00,463.0,177.0,286.0,239.0,241.0,2.0,-4.0,702.0,370.0,150.0,182.0,0.0,0.0,0.0,0.0
147,05PR05  ,1996JJ00,469.0,171.0,298.0,249.0,252.0,1.0,-4.0,718.0,357.0,165.0,196.0,0.0,0.0,0.0,0.0
148,05PR05  ,1997JJ00,510.0,169.0,341.0,279.0,283.0,1.0,-5.0,789.0,394.0,176.0,219.0,0.0,0.0,0.0,0.0
149,05PR05  ,1998JJ00,510.0,180.0,330.0,316.0,318.0,1.0,-3.0,826.0,399.0,183.0,244.0,0.0,0.0,0.0,0.0
150,05PR05  ,1999JJ00,573.0,199.0,374.0,364.0,365.0,3.0,-4.0,937.0,456.0,205.0,276.0,0.0,0.0,0.0,0.0
151,05PR05  ,2000JJ00,556.0,191.0,365.0,377.0,379.0,2.0,-4.0,933.0,456.0,206.0,271.0,0.0,0.0,0.0,0.0
152,05PR05  ,2001JJ00,629.0,206.0,423.0,395.0,397.0,2.0,-4.0,1024.0,506.0,214.0,302.0,0.0,0.0,0.0,2.0
153,05PR05  ,2002JJ00,583.0,171.0,412.0,380.0,381.0,2.0,-3.0,963.0,461.0,210.0,293.0,0.0,0.0,0.0,-1.0
154,05PR05  ,2003JJ00,582.0,168.0,414.0,373.0,374.0,2.0,-3.0,955.0,472.0,181.0,302.0,0.0,0.0,0.0,0.0
155,05PR05  ,2004JJ00,605.0,164.0,441.0,378.0,379.0,2.0,-3.0,983.0,508.0,181.0,295.0,0.0,0.0,0.0,-1.0
156,05PR05  ,2005JJ00,663.0,167.0,496.0,381.0,382.0,2.0,-3.0,1044.0,557.0,185.0,303.0,0.0,0.0,0.0,-1.0
157,05PR05  ,2006JJ00,716.0,177.0,539.0,399.0,400.0,3.0,-4.0,1115.0,593.0,192.0,327.0,0.0,0.0,0.0,3.0
158,05PR05  ,2007JJ00,724.0,193.0,531.0,417.0,419.0,3.0,-5.0,1141.0,615.0,186.0,342.0,0.0,0.0,0.0,-2.0
159,05PR05  ,2008JJ00,706.0,179.0,527.0,433.0,433.0,4.0,-4.0,1139.0,623.0,167.0,349.0,0.0,0.0,0.0,0.0
160,05PR05  ,2009JJ00,667.0,166.0,501.0,435.0,435.0,4.0,-4.0,1102.0,567.0,180.0,355.0,0.0,0.0,0.0,0.0
161,06PR11  ,1987JJ00,12392.0,6869.0,5523.0,10.0,5.0,5.0,0.0,12402.0,2823.0,9494.0,0.0,0.0,0.0,159.0,-74.0
162,06PR11  ,1988JJ00,10928.0,6172.0,4756.0,48.0,6.0,42.0,0.0,10976.0,2465.0,8367.0,0.0,0.0,0.0,190.0,-46.0
163,06PR11  ,1989JJ00,12502.0,6542.0,5960.0,83.0,6.0,77.0,0.0,12585.0,2487.0,9965.0,0.0,0.0,0.0,228.0,-95.0
