ID,Klimaatsectoren,EmissiesNaarLucht,Perioden,EmissieBroeikasgassen_1
7888,A052491  ,T001372  ,2003JJ00,0.8
7889,A052491  ,T001372  ,2004JJ00,0.8
7890,A052491  ,T001372  ,2005JJ00,0.8
7891,A052491  ,T001372  ,2006JJ00,0.8
7892,A052491  ,T001372  ,2007JJ00,0.8
7893,A052491  ,T001372  ,2008JJ00,0.9
7894,A052491  ,T001372  ,2009JJ00,0.8
7895,A052491  ,T001372  ,2010JJ00,0.9
7896,A052491  ,T001372  ,2011JJ00,0.9
7897,A052491  ,T001372  ,2012JJ00,0.9
7898,A052491  ,T001372  ,2013JJ00,0.8
7899,A052491  ,T001372  ,2014JJ00,0.8
7900,A052491  ,T001372  ,2015JJ00,0.8
7901,A052491  ,T001372  ,2016JJ00,0.8
7902,A052491  ,T001372  ,2017JJ00,0.8
7903,A052491  ,T001372  ,2018JJ00,0.8
7904,A052491  ,T001372  ,2019JJ00,0.8
7905,A052491  ,T001372  ,2020JJ00,0.7
7906,A052491  ,T001372  ,2021JJ00,0.7
7907,A052491  ,T001372  ,2022JJ00,0.7
7908,A052491  ,T001372  ,2023JJ00,0.7
7909,A052491  ,T001372  ,2024JJ00,0.6
7910,A052491  ,A044109  ,1990JJ00,0.6
7911,A052491  ,A044109  ,1991JJ00,0.7
7912,A052491  ,A044109  ,1992JJ00,0.7
7913,A052491  ,A044109  ,1993JJ00,0.7
7914,A052491  ,A044109  ,1994JJ00,0.7
7915,A052491  ,A044109  ,1995JJ00,0.7
7916,A052491  ,A044109  ,1996JJ00,0.7
7917,A052491  ,A044109  ,1997JJ00,0.7
7918,A052491  ,A044109  ,1998JJ00,0.7
7919,A052491  ,A044109  ,1999JJ00,0.7
7920,A052491  ,A044109  ,2000JJ00,0.7
7921,A052491  ,A044109  ,2001JJ00,0.8
7922,A052491  ,A044109  ,2002JJ00,0.8
7923,A052491  ,A044109  ,2003JJ00,0.8
7924,A052491  ,A044109  ,2004JJ00,0.8
7925,A052491  ,A044109  ,2005JJ00,0.8
7926,A052491  ,A044109  ,2006JJ00,0.8
7927,A052491  ,A044109  ,2007JJ00,0.8
7928,A052491  ,A044109  ,2008JJ00,0.8
7929,A052491  ,A044109  ,2009JJ00,0.8
7930,A052491  ,A044109  ,2010JJ00,0.9
7931,A052491  ,A044109  ,2011JJ00,0.9
7932,A052491  ,A044109  ,2012JJ00,0.9
7933,A052491  ,A044109  ,2013JJ00,0.8
7934,A052491  ,A044109  ,2014JJ00,0.8
7935,A052491  ,A044109  ,2015JJ00,0.8
7936,A052491  ,A044109  ,2016JJ00,0.8
7937,A052491  ,A044109  ,2017JJ00,0.8
7938,A052491  ,A044109  ,2018JJ00,0.8
7939,A052491  ,A044109  ,2019JJ00,0.8
7940,A052491  ,A044109  ,2020JJ00,0.7
7941,A052491  ,A044109  ,2021JJ00,0.7
7942,A052491  ,A044109  ,2022JJ00,0.7
7943,A052491  ,A044109  ,2023JJ00,0.7
7944,A052491  ,A044109  ,2024JJ00,0.6
7945,A052491  ,A044110  ,1990JJ00,0.0
7946,A052491  ,A044110  ,1991JJ00,0.0
7947,A052491  ,A044110  ,1992JJ00,0.0
7948,A052491  ,A044110  ,1993JJ00,0.0
7949,A052491  ,A044110  ,1994JJ00,0.0
7950,A052491  ,A044110  ,1995JJ00,0.0
7951,A052491  ,A044110  ,1996JJ00,0.0
7952,A052491  ,A044110  ,1997JJ00,0.0
7953,A052491  ,A044110  ,1998JJ00,0.0
7954,A052491  ,A044110  ,1999JJ00,0.0
7955,A052491  ,A044110  ,2000JJ00,0.0
7956,A052491  ,A044110  ,2001JJ00,0.0
7957,A052491  ,A044110  ,2002JJ00,0.0
7958,A052491  ,A044110  ,2003JJ00,0.0
7959,A052491  ,A044110  ,2004JJ00,0.0
7960,A052491  ,A044110  ,2005JJ00,0.0
7961,A052491  ,A044110  ,2006JJ00,0.0
7962,A052491  ,A044110  ,2007JJ00,0.0
7963,A052491  ,A044110  ,2008JJ00,0.0
7964,A052491  ,A044110  ,2009JJ00,0.0
7965,A052491  ,A044110  ,2010JJ00,0.0
7966,A052491  ,A044110  ,2011JJ00,0.0
7967,A052491  ,A044110  ,2012JJ00,0.0
7968,A052491  ,A044110  ,2013JJ00,0.0
7969,A052491  ,A044110  ,2014JJ00,0.0
7970,A052491  ,A044110  ,2015JJ00,0.0
7971,A052491  ,A044110  ,2016JJ00,0.0
7972,A052491  ,A044110  ,2017JJ00,0.0
7973,A052491  ,A044110  ,2018JJ00,0.0
7974,A052491  ,A044110  ,2019JJ00,0.0
7975,A052491  ,A044110  ,2020JJ00,0.0
7976,A052491  ,A044110  ,2021JJ00,0.0
7977,A052491  ,A044110  ,2022JJ00,0.0
7978,A052491  ,A044110  ,2023JJ00,0.0
7979,A052491  ,A044110  ,2024JJ00,0.0
7980,A052491  ,A044107  ,1990JJ00,0.0
7981,A052491  ,A044107  ,1991JJ00,0.0
7982,A052491  ,A044107  ,1992JJ00,0.0
7983,A052491  ,A044107  ,1993JJ00,0.0
7984,A052491  ,A044107  ,1994JJ00,0.0
7985,A052491  ,A044107  ,1995JJ00,0.0
7986,A052491  ,A044107  ,1996JJ00,0.0
7987,A052491  ,A044107  ,1997JJ00,0.0
7988,A052491  ,A044107  ,1998JJ00,0.0
7989,A052491  ,A044107  ,1999JJ00,0.0
7990,A052491  ,A044107  ,2000JJ00,0.0
7991,A052491  ,A044107  ,2001JJ00,0.0
7992,A052491  ,A044107  ,2002JJ00,0.0
7993,A052491  ,A044107  ,2003JJ00,0.0
7994,A052491  ,A044107  ,2004JJ00,0.0
7995,A052491  ,A044107  ,2005JJ00,0.0
7996,A052491  ,A044107  ,2006JJ00,0.0
7997,A052491  ,A044107  ,2007JJ00,0.0
7998,A052491  ,A044107  ,2008JJ00,0.0
7999,A052491  ,A044107  ,2009JJ00,0.0
8000,A052491  ,A044107  ,2010JJ00,0.0
8001,A052491  ,A044107  ,2011JJ00,0.0
8002,A052491  ,A044107  ,2012JJ00,0.0
8003,A052491  ,A044107  ,2013JJ00,0.0
8004,A052491  ,A044107  ,2014JJ00,0.0
8005,A052491  ,A044107  ,2015JJ00,0.0
8006,A052491  ,A044107  ,2016JJ00,0.0
8007,A052491  ,A044107  ,2017JJ00,0.0
8008,A052491  ,A044107  ,2018JJ00,0.0
8009,A052491  ,A044107  ,2019JJ00,0.0
8010,A052491  ,A044107  ,2020JJ00,0.0
8011,A052491  ,A044107  ,2021JJ00,0.0
8012,A052491  ,A044107  ,2022JJ00,0.0
8013,A052491  ,A044107  ,2023JJ00,0.0
8014,A052491  ,A044107  ,2024JJ00,0.0
8015,A052491  ,A052484  ,1990JJ00,0.0
8016,A052491  ,A052484  ,1991JJ00,0.0
8017,A052491  ,A052484  ,1992JJ00,0.0
8018,A052491  ,A052484  ,1993JJ00,0.0
8019,A052491  ,A052484  ,1994JJ00,0.0
8020,A052491  ,A052484  ,1995JJ00,0.0
8021,A052491  ,A052484  ,1996JJ00,0.0
8022,A052491  ,A052484  ,1997JJ00,0.0
8023,A052491  ,A052484  ,1998JJ00,0.0
8024,A052491  ,A052484  ,1999JJ00,0.0
8025,A052491  ,A052484  ,2000JJ00,0.0
8026,A052491  ,A052484  ,2001JJ00,0.0
8027,A052491  ,A052484  ,2002JJ00,0.0
8028,A052491  ,A052484  ,2003JJ00,0.0
8029,A052491  ,A052484  ,2004JJ00,0.0
8030,A052491  ,A052484  ,2005JJ00,0.0
8031,A052491  ,A052484  ,2006JJ00,0.0
8032,A052491  ,A052484  ,2007JJ00,0.0
8033,A052491  ,A052484  ,2008JJ00,0.0
8034,A052491  ,A052484  ,2009JJ00,0.0
8035,A052491  ,A052484  ,2010JJ00,0.0
8036,A052491  ,A052484  ,2011JJ00,0.0
8037,A052491  ,A052484  ,2012JJ00,0.0
8038,A052491  ,A052484  ,2013JJ00,0.0
8039,A052491  ,A052484  ,2014JJ00,0.0
8040,A052491  ,A052484  ,2015JJ00,0.0
8041,A052491  ,A052484  ,2016JJ00,0.0
8042,A052491  ,A052484  ,2017JJ00,0.0
8043,A052491  ,A052484  ,2018JJ00,0.0
8044,A052491  ,A052484  ,2019JJ00,0.0
8045,A052491  ,A052484  ,2020JJ00,0.0
8046,A052491  ,A052484  ,2021JJ00,0.0
8047,A052491  ,A052484  ,2022JJ00,0.0
8048,A052491  ,A052484  ,2023JJ00,0.0
8049,A052491  ,A052484  ,2024JJ00,0.0
8050,A025433  ,T001372  ,1990JJ00,0.1
8051,A025433  ,T001372  ,1991JJ00,0.1
8052,A025433  ,T001372  ,1992JJ00,0.1
8053,A025433  ,T001372  ,1993JJ00,0.1
8054,A025433  ,T001372  ,1994JJ00,0.1
8055,A025433  ,T001372  ,1995JJ00,0.1
8056,A025433  ,T001372  ,1996JJ00,0.1
8057,A025433  ,T001372  ,1997JJ00,0.1
8058,A025433  ,T001372  ,1998JJ00,0.1
8059,A025433  ,T001372  ,1999JJ00,0.1
8060,A025433  ,T001372  ,2000JJ00,0.1
8061,A025433  ,T001372  ,2001JJ00,0.1
8062,A025433  ,T001372  ,2002JJ00,0.1
8063,A025433  ,T001372  ,2003JJ00,0.1
8064,A025433  ,T001372  ,2004JJ00,0.1
8065,A025433  ,T001372  ,2005JJ00,0.1
8066,A025433  ,T001372  ,2006JJ00,0.1
8067,A025433  ,T001372  ,2007JJ00,0.1
8068,A025433  ,T001372  ,2008JJ00,0.1
8069,A025433  ,T001372  ,2009JJ00,0.1
8070,A025433  ,T001372  ,2010JJ00,0.1
8071,A025433  ,T001372  ,2011JJ00,0.1
8072,A025433  ,T001372  ,2012JJ00,0.1
8073,A025433  ,T001372  ,2013JJ00,0.1
8074,A025433  ,T001372  ,2014JJ00,0.1
8075,A025433  ,T001372  ,2015JJ00,0.1
8076,A025433  ,T001372  ,2016JJ00,0.1
8077,A025433  ,T001372  ,2017JJ00,0.1
8078,A025433  ,T001372  ,2018JJ00,0.1
8079,A025433  ,T001372  ,2019JJ00,0.1
8080,A025433  ,T001372  ,2020JJ00,0.1
8081,A025433  ,T001372  ,2021JJ00,0.1
8082,A025433  ,T001372  ,2022JJ00,0.1
8083,A025433  ,T001372  ,2023JJ00,0.1
8084,A025433  ,T001372  ,2024JJ00,0.1
8085,A025433  ,A044109  ,1990JJ00,0.1
8086,A025433  ,A044109  ,1991JJ00,0.1
8087,A025433  ,A044109  ,1992JJ00,0.1
8088,A025433  ,A044109  ,1993JJ00,0.1
8089,A025433  ,A044109  ,1994JJ00,0.1
8090,A025433  ,A044109  ,1995JJ00,0.1
8091,A025433  ,A044109  ,1996JJ00,0.1
8092,A025433  ,A044109  ,1997JJ00,0.1
8093,A025433  ,A044109  ,1998JJ00,0.1
8094,A025433  ,A044109  ,1999JJ00,0.1
8095,A025433  ,A044109  ,2000JJ00,0.1
8096,A025433  ,A044109  ,2001JJ00,0.1
8097,A025433  ,A044109  ,2002JJ00,0.1
8098,A025433  ,A044109  ,2003JJ00,0.1
8099,A025433  ,A044109  ,2004JJ00,0.1
8100,A025433  ,A044109  ,2005JJ00,0.1
8101,A025433  ,A044109  ,2006JJ00,0.1
8102,A025433  ,A044109  ,2007JJ00,0.1
8103,A025433  ,A044109  ,2008JJ00,0.1
8104,A025433  ,A044109  ,2009JJ00,0.1
8105,A025433  ,A044109  ,2010JJ00,0.1
8106,A025433  ,A044109  ,2011JJ00,0.1
8107,A025433  ,A044109  ,2012JJ00,0.1
8108,A025433  ,A044109  ,2013JJ00,0.1
8109,A025433  ,A044109  ,2014JJ00,0.1
8110,A025433  ,A044109  ,2015JJ00,0.1
8111,A025433  ,A044109  ,2016JJ00,0.1
8112,A025433  ,A044109  ,2017JJ00,0.1
8113,A025433  ,A044109  ,2018JJ00,0.1
8114,A025433  ,A044109  ,2019JJ00,0.1
8115,A025433  ,A044109  ,2020JJ00,0.1
8116,A025433  ,A044109  ,2021JJ00,0.1
8117,A025433  ,A044109  ,2022JJ00,0.1
8118,A025433  ,A044109  ,2023JJ00,0.1
8119,A025433  ,A044109  ,2024JJ00,0.1
8120,A025433  ,A044110  ,1990JJ00,0.0
8121,A025433  ,A044110  ,1991JJ00,0.0
8122,A025433  ,A044110  ,1992JJ00,0.0
8123,A025433  ,A044110  ,1993JJ00,0.0
8124,A025433  ,A044110  ,1994JJ00,0.0
8125,A025433  ,A044110  ,1995JJ00,0.0
8126,A025433  ,A044110  ,1996JJ00,0.0
8127,A025433  ,A044110  ,1997JJ00,0.0
8128,A025433  ,A044110  ,1998JJ00,0.0
8129,A025433  ,A044110  ,1999JJ00,0.0
8130,A025433  ,A044110  ,2000JJ00,0.0
8131,A025433  ,A044110  ,2001JJ00,0.0
8132,A025433  ,A044110  ,2002JJ00,0.0
8133,A025433  ,A044110  ,2003JJ00,0.0
8134,A025433  ,A044110  ,2004JJ00,0.0
8135,A025433  ,A044110  ,2005JJ00,0.0
8136,A025433  ,A044110  ,2006JJ00,0.0
8137,A025433  ,A044110  ,2007JJ00,0.0
8138,A025433  ,A044110  ,2008JJ00,0.0
8139,A025433  ,A044110  ,2009JJ00,0.0
8140,A025433  ,A044110  ,2010JJ00,0.0
8141,A025433  ,A044110  ,2011JJ00,0.0
8142,A025433  ,A044110  ,2012JJ00,0.0
8143,A025433  ,A044110  ,2013JJ00,0.0
8144,A025433  ,A044110  ,2014JJ00,0.0
8145,A025433  ,A044110  ,2015JJ00,0.0
8146,A025433  ,A044110  ,2016JJ00,0.0
8147,A025433  ,A044110  ,2017JJ00,0.0
8148,A025433  ,A044110  ,2018JJ00,0.0
8149,A025433  ,A044110  ,2019JJ00,0.0
8150,A025433  ,A044110  ,2020JJ00,0.0
8151,A025433  ,A044110  ,2021JJ00,0.0
8152,A025433  ,A044110  ,2022JJ00,0.0
8153,A025433  ,A044110  ,2023JJ00,0.0
8154,A025433  ,A044110  ,2024JJ00,0.0
8155,A025433  ,A044107  ,1990JJ00,0.0
8156,A025433  ,A044107  ,1991JJ00,0.0
8157,A025433  ,A044107  ,1992JJ00,0.0
8158,A025433  ,A044107  ,1993JJ00,0.0
8159,A025433  ,A044107  ,1994JJ00,0.0
8160,A025433  ,A044107  ,1995JJ00,0.0
8161,A025433  ,A044107  ,1996JJ00,0.0
8162,A025433  ,A044107  ,1997JJ00,0.0
8163,A025433  ,A044107  ,1998JJ00,0.0
8164,A025433  ,A044107  ,1999JJ00,0.0
8165,A025433  ,A044107  ,2000JJ00,0.0
8166,A025433  ,A044107  ,2001JJ00,0.0
8167,A025433  ,A044107  ,2002JJ00,0.0
8168,A025433  ,A044107  ,2003JJ00,0.0
8169,A025433  ,A044107  ,2004JJ00,0.0
8170,A025433  ,A044107  ,2005JJ00,0.0
8171,A025433  ,A044107  ,2006JJ00,0.0
8172,A025433  ,A044107  ,2007JJ00,0.0
8173,A025433  ,A044107  ,2008JJ00,0.0
8174,A025433  ,A044107  ,2009JJ00,0.0
8175,A025433  ,A044107  ,2010JJ00,0.0
8176,A025433  ,A044107  ,2011JJ00,0.0
8177,A025433  ,A044107  ,2012JJ00,0.0
8178,A025433  ,A044107  ,2013JJ00,0.0
8179,A025433  ,A044107  ,2014JJ00,0.0
8180,A025433  ,A044107  ,2015JJ00,0.0
8181,A025433  ,A044107  ,2016JJ00,0.0
8182,A025433  ,A044107  ,2017JJ00,0.0
8183,A025433  ,A044107  ,2018JJ00,0.0
8184,A025433  ,A044107  ,2019JJ00,0.0
8185,A025433  ,A044107  ,2020JJ00,0.0
8186,A025433  ,A044107  ,2021JJ00,0.0
8187,A025433  ,A044107  ,2022JJ00,0.0
8188,A025433  ,A044107  ,2023JJ00,0.0
8189,A025433  ,A044107  ,2024JJ00,0.0
8190,A025433  ,A052484  ,1990JJ00,0.0
8191,A025433  ,A052484  ,1991JJ00,0.0
8192,A025433  ,A052484  ,1992JJ00,0.0
8193,A025433  ,A052484  ,1993JJ00,0.0
8194,A025433  ,A052484  ,1994JJ00,0.0
8195,A025433  ,A052484  ,1995JJ00,0.0
8196,A025433  ,A052484  ,1996JJ00,0.0
8197,A025433  ,A052484  ,1997JJ00,0.0
8198,A025433  ,A052484  ,1998JJ00,0.0
8199,A025433  ,A052484  ,1999JJ00,0.0
8200,A025433  ,A052484  ,2000JJ00,0.0
8201,A025433  ,A052484  ,2001JJ00,0.0
8202,A025433  ,A052484  ,2002JJ00,0.0
8203,A025433  ,A052484  ,2003JJ00,0.0
8204,A025433  ,A052484  ,2004JJ00,0.0
8205,A025433  ,A052484  ,2005JJ00,0.0
8206,A025433  ,A052484  ,2006JJ00,0.0
8207,A025433  ,A052484  ,2007JJ00,0.0
8208,A025433  ,A052484  ,2008JJ00,0.0
8209,A025433  ,A052484  ,2009JJ00,0.0
8210,A025433  ,A052484  ,2010JJ00,0.0
8211,A025433  ,A052484  ,2011JJ00,0.0
8212,A025433  ,A052484  ,2012JJ00,0.0
8213,A025433  ,A052484  ,2013JJ00,0.0
8214,A025433  ,A052484  ,2014JJ00,0.0
8215,A025433  ,A052484  ,2015JJ00,0.0
8216,A025433  ,A052484  ,2016JJ00,0.0
8217,A025433  ,A052484  ,2017JJ00,0.0
8218,A025433  ,A052484  ,2018JJ00,0.0
8219,A025433  ,A052484  ,2019JJ00,0.0
8220,A025433  ,A052484  ,2020JJ00,0.0
8221,A025433  ,A052484  ,2021JJ00,0.0
8222,A025433  ,A052484  ,2022JJ00,0.0
8223,A025433  ,A052484  ,2023JJ00,0.0
8224,A025433  ,A052484  ,2024JJ00,0.0
8225,A025431  ,T001372  ,1990JJ00,1.2
8226,A025431  ,T001372  ,1991JJ00,1.2
8227,A025431  ,T001372  ,1992JJ00,1.1
8228,A025431  ,T001372  ,1993JJ00,1.1
8229,A025431  ,T001372  ,1994JJ00,1.2
8230,A025431  ,T001372  ,1995JJ00,1.3
8231,A025431  ,T001372  ,1996JJ00,1.3
8232,A025431  ,T001372  ,1997JJ00,1.3
8233,A025431  ,T001372  ,1998JJ00,1.3
8234,A025431  ,T001372  ,1999JJ00,1.4
8235,A025431  ,T001372  ,2000JJ00,1.3
8236,A025431  ,T001372  ,2001JJ00,1.3
8237,A025431  ,T001372  ,2002JJ00,1.1
8238,A025431  ,T001372  ,2003JJ00,1.0
8239,A025431  ,T001372  ,2004JJ00,0.9
8240,A025431  ,T001372  ,2005JJ00,0.9
8241,A025431  ,T001372  ,2006JJ00,0.9
8242,A025431  ,T001372  ,2007JJ00,0.8
8243,A025431  ,T001372  ,2008JJ00,0.7
8244,A025431  ,T001372  ,2009JJ00,0.7
8245,A025431  ,T001372  ,2010JJ00,0.7
8246,A025431  ,T001372  ,2011JJ00,0.6
8247,A025431  ,T001372  ,2012JJ00,0.6
8248,A025431  ,T001372  ,2013JJ00,0.6
8249,A025431  ,T001372  ,2014JJ00,0.6
8250,A025431  ,T001372  ,2015JJ00,0.6
8251,A025431  ,T001372  ,2016JJ00,0.5
8252,A025431  ,T001372  ,2017JJ00,0.4
8253,A025431  ,T001372  ,2018JJ00,0.4
8254,A025431  ,T001372  ,2019JJ00,0.5
8255,A025431  ,T001372  ,2020JJ00,0.5
8256,A025431  ,T001372  ,2021JJ00,0.4
8257,A025431  ,T001372  ,2022JJ00,0.3
8258,A025431  ,T001372  ,2023JJ00,0.3
8259,A025431  ,T001372  ,2024JJ00,0.3
8260,A025431  ,A044109  ,1990JJ00,1.2
8261,A025431  ,A044109  ,1991JJ00,1.2
8262,A025431  ,A044109  ,1992JJ00,1.1
8263,A025431  ,A044109  ,1993JJ00,1.1
8264,A025431  ,A044109  ,1994JJ00,1.2
8265,A025431  ,A044109  ,1995JJ00,1.3
8266,A025431  ,A044109  ,1996JJ00,1.3
8267,A025431  ,A044109  ,1997JJ00,1.3
8268,A025431  ,A044109  ,1998JJ00,1.3
8269,A025431  ,A044109  ,1999JJ00,1.3
8270,A025431  ,A044109  ,2000JJ00,1.3
8271,A025431  ,A044109  ,2001JJ00,1.3
8272,A025431  ,A044109  ,2002JJ00,1.1
8273,A025431  ,A044109  ,2003JJ00,1.0
8274,A025431  ,A044109  ,2004JJ00,0.9
8275,A025431  ,A044109  ,2005JJ00,0.9
8276,A025431  ,A044109  ,2006JJ00,0.9
8277,A025431  ,A044109  ,2007JJ00,0.7
8278,A025431  ,A044109  ,2008JJ00,0.7
8279,A025431  ,A044109  ,2009JJ00,0.6
8280,A025431  ,A044109  ,2010JJ00,0.7
8281,A025431  ,A044109  ,2011JJ00,0.6
8282,A025431  ,A044109  ,2012JJ00,0.6
8283,A025431  ,A044109  ,2013JJ00,0.6
8284,A025431  ,A044109  ,2014JJ00,0.6
8285,A025431  ,A044109  ,2015JJ00,0.6
8286,A025431  ,A044109  ,2016JJ00,0.5
8287,A025431  ,A044109  ,2017JJ00,0.4
8288,A025431  ,A044109  ,2018JJ00,0.4
8289,A025431  ,A044109  ,2019JJ00,0.4
8290,A025431  ,A044109  ,2020JJ00,0.5
8291,A025431  ,A044109  ,2021JJ00,0.4
8292,A025431  ,A044109  ,2022JJ00,0.3
8293,A025431  ,A044109  ,2023JJ00,0.3
8294,A025431  ,A044109  ,2024JJ00,0.3
8295,A025431  ,A044110  ,1990JJ00,0.0
8296,A025431  ,A044110  ,1991JJ00,0.0
8297,A025431  ,A044110  ,1992JJ00,0.0
8298,A025431  ,A044110  ,1993JJ00,0.0
8299,A025431  ,A044110  ,1994JJ00,0.0
8300,A025431  ,A044110  ,1995JJ00,0.0
8301,A025431  ,A044110  ,1996JJ00,0.0
8302,A025431  ,A044110  ,1997JJ00,0.0
8303,A025431  ,A044110  ,1998JJ00,0.0
8304,A025431  ,A044110  ,1999JJ00,0.0
8305,A025431  ,A044110  ,2000JJ00,0.0
8306,A025431  ,A044110  ,2001JJ00,0.0
8307,A025431  ,A044110  ,2002JJ00,0.0
8308,A025431  ,A044110  ,2003JJ00,0.0
8309,A025431  ,A044110  ,2004JJ00,0.0
8310,A025431  ,A044110  ,2005JJ00,0.0
8311,A025431  ,A044110  ,2006JJ00,0.0
8312,A025431  ,A044110  ,2007JJ00,0.0
8313,A025431  ,A044110  ,2008JJ00,0.0
8314,A025431  ,A044110  ,2009JJ00,0.0
8315,A025431  ,A044110  ,2010JJ00,0.0
8316,A025431  ,A044110  ,2011JJ00,0.0
8317,A025431  ,A044110  ,2012JJ00,0.0
8318,A025431  ,A044110  ,2013JJ00,0.0
8319,A025431  ,A044110  ,2014JJ00,0.0
8320,A025431  ,A044110  ,2015JJ00,0.0
8321,A025431  ,A044110  ,2016JJ00,0.0
8322,A025431  ,A044110  ,2017JJ00,0.0
8323,A025431  ,A044110  ,2018JJ00,0.0
8324,A025431  ,A044110  ,2019JJ00,0.0
8325,A025431  ,A044110  ,2020JJ00,0.0
8326,A025431  ,A044110  ,2021JJ00,0.0
8327,A025431  ,A044110  ,2022JJ00,0.0
8328,A025431  ,A044110  ,2023JJ00,0.0
8329,A025431  ,A044110  ,2024JJ00,0.0
8330,A025431  ,A044107  ,1990JJ00,0.0
8331,A025431  ,A044107  ,1991JJ00,0.0
8332,A025431  ,A044107  ,1992JJ00,0.0
8333,A025431  ,A044107  ,1993JJ00,0.0
8334,A025431  ,A044107  ,1994JJ00,0.0
8335,A025431  ,A044107  ,1995JJ00,0.0
8336,A025431  ,A044107  ,1996JJ00,0.0
8337,A025431  ,A044107  ,1997JJ00,0.0
8338,A025431  ,A044107  ,1998JJ00,0.0
8339,A025431  ,A044107  ,1999JJ00,0.0
8340,A025431  ,A044107  ,2000JJ00,0.0
8341,A025431  ,A044107  ,2001JJ00,0.0
8342,A025431  ,A044107  ,2002JJ00,0.0
8343,A025431  ,A044107  ,2003JJ00,0.0
8344,A025431  ,A044107  ,2004JJ00,0.0
8345,A025431  ,A044107  ,2005JJ00,0.0
8346,A025431  ,A044107  ,2006JJ00,0.0
8347,A025431  ,A044107  ,2007JJ00,0.0
8348,A025431  ,A044107  ,2008JJ00,0.0
8349,A025431  ,A044107  ,2009JJ00,0.0
8350,A025431  ,A044107  ,2010JJ00,0.0
8351,A025431  ,A044107  ,2011JJ00,0.0
8352,A025431  ,A044107  ,2012JJ00,0.0
8353,A025431  ,A044107  ,2013JJ00,0.0
8354,A025431  ,A044107  ,2014JJ00,0.0
8355,A025431  ,A044107  ,2015JJ00,0.0
8356,A025431  ,A044107  ,2016JJ00,0.0
8357,A025431  ,A044107  ,2017JJ00,0.0
8358,A025431  ,A044107  ,2018JJ00,0.0
8359,A025431  ,A044107  ,2019JJ00,0.0
8360,A025431  ,A044107  ,2020JJ00,0.0
8361,A025431  ,A044107  ,2021JJ00,0.0
8362,A025431  ,A044107  ,2022JJ00,0.0
8363,A025431  ,A044107  ,2023JJ00,0.0
8364,A025431  ,A044107  ,2024JJ00,0.0
8365,A025431  ,A052484  ,1990JJ00,0.0
8366,A025431  ,A052484  ,1991JJ00,0.0
8367,A025431  ,A052484  ,1992JJ00,0.0
8368,A025431  ,A052484  ,1993JJ00,0.0
8369,A025431  ,A052484  ,1994JJ00,0.0
8370,A025431  ,A052484  ,1995JJ00,0.0
8371,A025431  ,A052484  ,1996JJ00,0.0
8372,A025431  ,A052484  ,1997JJ00,0.0
8373,A025431  ,A052484  ,1998JJ00,0.0
8374,A025431  ,A052484  ,1999JJ00,0.0
8375,A025431  ,A052484  ,2000JJ00,0.0
8376,A025431  ,A052484  ,2001JJ00,0.0
8377,A025431  ,A052484  ,2002JJ00,0.0
8378,A025431  ,A052484  ,2003JJ00,0.0
8379,A025431  ,A052484  ,2004JJ00,0.0
8380,A025431  ,A052484  ,2005JJ00,0.0
8381,A025431  ,A052484  ,2006JJ00,0.0
8382,A025431  ,A052484  ,2007JJ00,0.0
8383,A025431  ,A052484  ,2008JJ00,0.0
8384,A025431  ,A052484  ,2009JJ00,0.0
8385,A025431  ,A052484  ,2010JJ00,0.0
8386,A025431  ,A052484  ,2011JJ00,0.0
8387,A025431  ,A052484  ,2012JJ00,0.0
8388,A025431  ,A052484  ,2013JJ00,0.0
8389,A025431  ,A052484  ,2014JJ00,0.0
8390,A025431  ,A052484  ,2015JJ00,0.0
8391,A025431  ,A052484  ,2016JJ00,0.0
8392,A025431  ,A052484  ,2017JJ00,0.0
8393,A025431  ,A052484  ,2018JJ00,0.0
8394,A025431  ,A052484  ,2019JJ00,0.0
8395,A025431  ,A052484  ,2020JJ00,0.0
8396,A025431  ,A052484  ,2021JJ00,0.0
8397,A025431  ,A052484  ,2022JJ00,0.0
8398,A025431  ,A052484  ,2023JJ00,0.0
8399,A025431  ,A052484  ,2024JJ00,0.0
8400,A025432  ,T001372  ,1990JJ00,0.4
8401,A025432  ,T001372  ,1991JJ00,0.4
8402,A025432  ,T001372  ,1992JJ00,0.4
8403,A025432  ,T001372  ,1993JJ00,0.4
8404,A025432  ,T001372  ,1994JJ00,0.3
8405,A025432  ,T001372  ,1995JJ00,0.4
8406,A025432  ,T001372  ,1996JJ00,0.4
8407,A025432  ,T001372  ,1997JJ00,0.3
8408,A025432  ,T001372  ,1998JJ00,0.3
8409,A025432  ,T001372  ,1999JJ00,0.3
8410,A025432  ,T001372  ,2000JJ00,0.3
8411,A025432  ,T001372  ,2001JJ00,0.3
8412,A025432  ,T001372  ,2002JJ00,0.3
8413,A025432  ,T001372  ,2003JJ00,0.3
8414,A025432  ,T001372  ,2004JJ00,0.3
8415,A025432  ,T001372  ,2005JJ00,0.3
8416,A025432  ,T001372  ,2006JJ00,0.2
8417,A025432  ,T001372  ,2007JJ00,0.2
8418,A025432  ,T001372  ,2008JJ00,0.2
8419,A025432  ,T001372  ,2009JJ00,0.2
8420,A025432  ,T001372  ,2010JJ00,0.3
8421,A025432  ,T001372  ,2011JJ00,0.3
8422,A025432  ,T001372  ,2012JJ00,0.2
8423,A025432  ,T001372  ,2013JJ00,0.2
