ID,Perioden,OutputBasisprijzen_1,IntermediairVerbruik_2,Totaal_3,ALandbouwBosbouwEnVisserij_4,BENijverheidGeenBouwEnEnergie_5,BDelfstoffenwinning_6,CIndustrie_7,DEnergievoorziening_8,EWaterbedrijvenEnAfvalbeheer_9,FBouwnijverheid_10,GIHandelVervoerEnHoreca_11,JInformatieEnCommunicatie_12,KFinancieleDienstverlening_13,LVerhuurEnHandelVanOnroerendGoed_14,MNZakelijkeDienstverlening_15,OQOverheidEnZorg_16,RUCultuurRecreatieOverigeDiensten_17,Saldo_18,ProductgebondenBelastingen_19,ProductgebondenSubsidies_20,VerschilToegerekendeEnAfgedragenBtw_21,BrutoBinnenlandsProduct_22,OutputBasisprijzen_23,IntermediairVerbruik_24,Totaal_25,ALandbouwBosbouwEnVisserij_26,BENijverheidGeenBouwEnEnergie_27,BDelfstoffenwinning_28,CIndustrie_29,DEnergievoorziening_30,EWaterbedrijvenEnAfvalbeheer_31,FBouwnijverheid_32,GIHandelVervoerEnHoreca_33,JInformatieEnCommunicatie_34,KFinancieleDienstverlening_35,LVerhuurEnHandelVanOnroerendGoed_36,MNZakelijkeDienstverlening_37,OQOverheidEnZorg_38,RUCultuurRecreatieOverigeDiensten_39,Saldo_40,ProductgebondenBelastingen_41,ProductgebondenSubsidies_42,VerschilToegerekendeEnAfgedragenBtw_43,BrutoBinnenlandsProduct_44,OutputBasisprijzen_45,IntermediairVerbruik_46,TotaalBrutoToegevoegdeWaarde_47,ALandbouwBosbouwEnVisserij_48,BENijverheidGeenBouwEnEnergie_49,BDelfstoffenwinning_50,CIndustrie_51,DEnergievoorziening_52,EWaterbedrijvenEnAfvalbeheer_53,FBouwnijverheid_54,GIHandelVervoerEnHoreca_55,JInformatieEnCommunicatie_56,KFinancieleDienstverlening_57,LVerhuurEnHandelVanOnroerendGoed_58,MNZakelijkeDienstverlening_59,OQOverheidEnZorg_60,RUCultuurRecreatieOverigeDiensten_61,Saldo_62,ProductgebondenBelastingen_63,ProductgebondenSubsidies_64,VerschilToegerekendeEnAfgedragenBtw_65,BrutoBinnenlandsProduct_66,OutputBasisprijzen_67,IntermediairVerbruik_68,TotaalBrutoToegevoegdeWaarde_69,ALandbouwBosbouwEnVisserij_70,BENijverheidGeenBouwEnEnergie_71,BDelfstoffenwinning_72,CIndustrie_73,DEnergievoorziening_74,EWaterbedrijvenEnAfvalbeheer_75,FBouwnijverheid_76,GIHandelVervoerEnHoreca_77,JInformatieEnCommunicatie_78,KFinancieleDienstverlening_79,LVerhuurEnHandelVanOnroerendGoed_80,MNZakelijkeDienstverlening_81,OQOverheidEnZorg_82,RUCultuurRecreatieOverigeDiensten_83,Saldo_84,ProductgebondenBelastingen_85,ProductgebondenSubsidies_86,VerschilToegerekendeEnAfgedragenBtw_87,BrutoBinnenlandsProduct_88,Totaal_89,Lonen_90,SocialePremiesTLVWerkgevers_91,Saldo_92,BelastingenOpProductieEnInvoer_93,Subsidies_94,Bruto_95,VerbruikVanVasteActiva_96,Netto_97,BrutoBinnenlandsProduct_98,Totaal_99,Lonen_100,SocialePremiesTLVWerkgevers_101,Saldo_102,BelastingenOpProductieEnInvoer_103,Subsidies_104,Bruto_105,VerbruikVanVasteActiva_106,Netto_107,BrutoBinnenlandsProduct_108,Totaal_109,Lonen_110,SocialePremiesTLVWerkgevers_111,Saldo_112,BelastingenOpProductieEnInvoer_113,Subsidies_114,Bruto_115,VerbruikVanVasteActiva_116,Netto_117,BrutoBinnenlandsProduct_118,Totaal_119,Lonen_120,SocialePremiesTLVWerkgevers_121,Saldo_122,BelastingenOpProductieEnInvoer_123,Subsidies_124,Bruto_125,VerbruikVanVasteActiva_126,Netto_127,BrutoBinnenlandsProduct_128,Totaal_129,Totaal_130,Huishoudens_131,Overheid_132,Totaal_133,BedrijvenEnHuishoudens_134,Overheid_135,VeranderingInVoorraden_136,Totaal_137,Goederen_138,Diensten_139,Totaal_140,Goederen_141,Diensten_142,BrutoBinnenlandsProduct_143,Totaal_144,Totaal_145,Huishoudens_146,Overheid_147,Totaal_148,BedrijvenEnHuishoudens_149,Overheid_150,VeranderingInVoorraden_151,Totaal_152,Goederen_153,Diensten_154,Totaal_155,Goederen_156,Diensten_157,BrutoBinnenlandsProduct_158,Totaal_159,Totaal_160,Huishoudens_161,Overheid_162,Totaal_163,BedrijvenEnHuishoudens_164,Overheid_165,VeranderingInVoorraden_166,Totaal_167,Goederen_168,Diensten_169,Totaal_170,Goederen_171,Diensten_172,BrutoBinnenlandsProduct_173,Totaal_174,Totaal_175,Huishoudens_176,Overheid_177,Totaal_178,BedrijvenEnHuishoudens_179,Overheid_180,VeranderingInVoorraden_181,Totaal_182,Goederen_183,Diensten_184,Totaal_185,Goederen_186,Diensten_187,BrutoBinnenlandsProduct_188
38,2007JJ00,1132245.0,584727.0,547518.0,10760.0,100563.0,16071.0,74866.0,6202.0,3424.0,31033.0,110693.0,28158.0,30365.0,43228.0,74090.0,105572.0,13056.0,65120.0,68470.0,3350.0,642.0,613280.0,1192462.0,625726.0,566969.0,10194.0,98654.0,15159.0,72788.0,7222.0,3569.0,34465.0,113930.0,27920.0,44589.0,30518.0,77583.0,113324.0,14748.0,68362.0,71579.0,3223.0,970.0,636347.0,3.9,4.0,3.8,2.6,3.8,-1.0,5.5,-1.2,0.7,6.2,4.8,6.5,5.9,0.6,5.1,1.2,3.7,3.1,3.0,1.0,,3.7,95.0,93.4,96.6,105.6,101.9,106.0,102.9,85.9,95.9,90.0,97.2,100.9,68.1,141.6,95.5,93.2,88.5,95.3,95.7,103.9,,96.4,290933.0,231327.0,59606.0,65057.0,74059.0,9002.0,257290.0,96440.0,160850.0,613280.0,,,,67920.0,77902.0,9917.0,,101133.0,,636347.0,,,,3.8,2.9,-3.6,,2.4,,3.7,,,,95.8,95.1,90.8,,95.4,,96.4,559156.0,422671.0,279921.0,142750.0,133745.0,110027.0,23718.0,2740.0,430974.0,348357.0,82617.0,376850.0,288003.0,88847.0,613280.0,582330.0,439331.0,285859.0,153114.0,141037.0,115821.0,25197.0,1961.0,443132.0,355886.0,86847.0,389447.0,297987.0,91136.0,636347.0,3.5,2.3,1.9,3.1,6.5,7.5,1.8,,5.6,5.5,6.4,5.6,5.9,4.5,3.7,96.0,96.2,97.9,93.2,94.8,95.0,94.1,,97.3,97.9,95.1,96.8,96.6,97.5,96.4
39,2008JJ00,1191757.0,620870.0,570887.0,10099.0,104723.0,21507.0,73899.0,5633.0,3684.0,33369.0,112358.0,28778.0,31628.0,44669.0,79179.0,112464.0,13620.0,66256.0,69379.0,3123.0,2020.0,639163.0,1214891.0,637126.0,577990.0,10474.0,98414.0,16144.0,71398.0,7280.0,3665.0,35849.0,114149.0,28805.0,46464.0,30861.0,80892.0,116753.0,14885.0,68189.0,71469.0,3281.0,882.0,647159.0,1.9,1.8,1.9,2.8,-0.2,6.5,-1.9,0.8,2.7,4.0,0.2,3.2,4.2,1.1,4.3,3.0,0.9,-0.3,-0.2,1.8,,1.7,98.1,97.4,98.8,96.4,106.4,133.2,103.5,77.4,100.5,93.1,98.4,99.9,68.1,144.7,97.9,96.3,91.5,97.2,97.1,95.2,,98.8,307355.0,242160.0,65195.0,66085.0,75432.0,9347.0,265723.0,101072.0,164651.0,639163.0,,,,67411.0,77842.0,10391.0,,103775.0,,647159.0,,,,-0.7,-0.1,4.8,,2.6,,1.7,,,,98.0,96.9,90.0,,97.4,,98.8,584025.0,441166.0,288516.0,152650.0,142414.0,116968.0,25446.0,445.0,457913.0,367956.0,89957.0,402775.0,307119.0,95656.0,639163.0,593575.0,446879.0,288456.0,158175.0,146874.0,120576.0,26279.0,-133.0,451259.0,359053.0,91897.0,398005.0,301539.0,96109.0,647159.0,1.9,1.7,0.9,3.3,4.1,4.1,4.3,,1.8,0.9,5.8,2.2,1.2,5.5,1.7,98.4,98.7,100.0,96.5,97.0,97.0,96.8,,101.5,102.5,97.9,101.2,101.9,99.5,98.8
40,2009JJ00,1142123.0,588434.0,553689.0,9192.0,92601.0,16239.0,65005.0,7829.0,3528.0,33636.0,105546.0,27493.0,41448.0,33169.0,76776.0,119717.0,14111.0,59858.0,63418.0,3560.0,3993.0,617540.0,1171435.0,613483.0,558157.0,10819.0,89618.0,15279.0,63666.0,7121.0,3584.0,34259.0,106221.0,27931.0,46397.0,30784.0,76862.0,120812.0,14654.0,63882.0,67368.0,3495.0,748.0,622777.0,-3.6,-3.7,-3.4,3.3,-8.9,-5.4,-10.8,-2.2,-2.2,-4.4,-6.9,-3.0,-0.1,-0.2,-5.0,3.5,-1.6,-6.3,-5.7,6.5,,-3.8,97.5,95.9,99.2,85.0,103.3,106.3,102.1,109.9,98.4,98.2,99.4,98.4,89.3,107.7,99.9,99.1,96.3,93.7,94.1,101.9,,99.2,311679.0,245616.0,66063.0,58778.0,69966.0,11188.0,247083.0,104435.0,142648.0,617540.0,,,,63138.0,74013.0,10923.0,,105699.0,,622777.0,,,,-6.3,-4.9,5.1,,1.9,,-3.8,,,,93.1,94.5,102.4,,98.8,,99.2,572284.0,442934.0,279579.0,163355.0,131554.0,104976.0,26578.0,-2204.0,390004.0,304198.0,85806.0,344748.0,250982.0,93766.0,617540.0,579022.0,447983.0,282439.0,165541.0,133340.0,106083.0,27247.0,-2400.0,411087.0,323251.0,87734.0,367369.0,271493.0,95706.0,622777.0,-2.5,0.2,-2.1,4.7,-9.2,-12.0,3.7,,-8.9,-10.0,-4.5,-7.7,-10.0,-0.4,-3.8,98.8,98.9,99.0,98.7,98.7,99.0,97.5,,94.9,94.1,97.8,93.8,92.4,98.0,99.2
41,2010JJ00,1178924.0,611167.0,567757.0,10828.0,95149.0,17283.0,67024.0,7301.0,3541.0,30531.0,110472.0,27843.0,47722.0,31599.0,75234.0,123746.0,14633.0,63016.0,66567.0,3551.0,739.0,631512.0,1178924.0,611167.0,567757.0,10828.0,95149.0,17283.0,67024.0,7301.0,3541.0,30531.0,110472.0,27843.0,47722.0,31599.0,75234.0,123746.0,14633.0,63016.0,66567.0,3551.0,739.0,631512.0,0.6,-0.4,1.7,0.1,6.2,13.1,5.3,2.5,-1.2,-10.9,4.0,-0.3,2.9,2.6,-2.1,2.4,-0.1,-1.4,-1.2,1.6,,1.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,310471.0,246542.0,63929.0,62036.0,73329.0,11293.0,259005.0,106982.0,152023.0,631512.0,,,,62036.0,73329.0,11293.0,,106982.0,,631512.0,,,,-1.7,-0.9,3.4,,1.2,,1.4,,,,100.0,100.0,100.0,,100.0,,100.0,578699.0,449742.0,282510.0,167232.0,124649.0,98442.0,26207.0,4308.0,454398.0,360296.0,94102.0,401585.0,300067.0,101518.0,631512.0,578699.0,449742.0,282510.0,167232.0,124649.0,98442.0,26207.0,4308.0,454398.0,360296.0,94102.0,401585.0,300067.0,101518.0,631512.0,-0.1,0.4,0.0,1.0,-6.5,-7.2,-3.8,,10.5,11.5,7.3,9.3,10.5,6.1,1.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
42,2011JJ00,1238414.0,658824.0,579590.0,9697.0,99481.0,18559.0,69979.0,7277.0,3666.0,30295.0,113924.0,27889.0,45918.0,33405.0,78267.0,125690.0,15024.0,61454.0,64886.0,3432.0,1885.0,642929.0,1209761.0,630609.0,579152.0,10674.0,96139.0,15852.0,69443.0,7275.0,3569.0,30818.0,115245.0,28284.0,47165.0,32055.0,77677.0,126304.0,14791.0,62117.0,65746.0,3629.0,749.0,642018.0,2.6,3.2,2.0,-1.4,1.0,-8.3,3.6,-0.4,0.8,0.9,4.3,1.6,-1.2,1.4,3.2,2.1,1.1,-1.4,-1.2,2.2,,1.7,102.4,104.5,100.1,90.8,103.5,117.1,100.8,100.0,102.7,98.3,98.9,98.6,97.4,104.2,100.8,99.5,101.6,98.9,98.7,94.6,,100.1,318040.0,251715.0,66325.0,61191.0,71871.0,10680.0,263698.0,107068.0,156630.0,642929.0,,,,61573.0,72416.0,10843.0,,108371.0,,642018.0,,,,-0.7,-1.2,-4.0,,1.3,,1.7,,,,99.4,99.2,98.5,,98.8,,100.1,588025.0,456097.0,288939.0,167158.0,130402.0,104688.0,25714.0,1526.0,497347.0,398744.0,98603.0,442443.0,333823.0,108620.0,642929.0,583206.0,449785.0,282967.0,166818.0,131583.0,106074.0,25509.0,1838.0,474410.0,375366.0,99044.0,415598.0,308916.0,106682.0,642018.0,0.8,0.0,0.2,-0.2,5.6,7.8,-2.7,,4.4,4.2,5.3,3.5,2.9,5.1,1.7,100.8,101.4,102.1,100.2,99.1,98.7,100.8,,104.8,106.2,99.6,106.5,108.1,101.8,100.1
43,2012JJ00,1255794.0,671962.0,583832.0,10225.0,101456.0,21327.0,69074.0,7458.0,3597.0,27826.0,115141.0,27751.0,49908.0,29050.0,78699.0,128584.0,15192.0,59912.0,63295.0,3383.0,1420.0,645164.0,1200642.0,625944.0,574694.0,10541.0,94979.0,15833.0,68443.0,7150.0,3525.0,28308.0,114878.0,28473.0,45717.0,32814.0,78242.0,125973.0,14676.0,59907.0,63526.0,3624.0,690.0,635232.0,-0.8,-0.7,-0.8,-1.2,-1.2,-0.1,-1.4,-1.7,-1.2,-8.1,-0.3,0.7,-3.1,2.4,0.7,-0.3,-0.8,-3.6,-3.4,-0.1,,-1.1,104.6,107.4,101.6,97.0,106.8,134.7,100.9,104.3,102.0,98.3,100.2,97.5,109.2,88.5,100.6,102.1,103.5,100.0,99.6,93.4,,101.6,322825.0,253193.0,69632.0,60618.0,70513.0,9895.0,261721.0,107897.0,153824.0,645164.0,,,,59560.0,69815.0,10254.0,,109821.0,,635232.0,,,,-3.3,-3.6,-5.4,,1.3,,-1.1,,,,101.8,101.0,96.5,,98.2,,101.6,583218.0,459631.0,289756.0,169875.0,121928.0,97770.0,24158.0,1659.0,528623.0,425408.0,103215.0,466677.0,354312.0,112365.0,645164.0,569617.0,444334.0,279703.0,164628.0,123319.0,99509.0,23812.0,1855.0,492408.0,388857.0,103601.0,426835.0,317683.0,109127.0,635232.0,-2.3,-1.2,-1.2,-1.3,-6.3,-6.2,-6.7,,3.8,3.6,4.6,2.7,2.8,2.3,-1.1,102.4,103.4,103.6,103.2,98.9,98.3,101.5,,107.4,109.4,99.6,109.3,111.5,103.0,101.6
44,2013JJ00,1253792.0,665257.0,588535.0,11198.0,99658.0,22161.0,66676.0,7206.0,3615.0,26456.0,118253.0,27920.0,49142.0,31173.0,79131.0,130442.0,15162.0,62275.0,65415.0,3140.0,1938.0,652748.0,1196560.0,621189.0,575515.0,10595.0,95957.0,17018.0,67605.0,7293.0,3666.0,26836.0,115335.0,29037.0,44650.0,34445.0,77984.0,126403.0,14402.0,57930.0,61508.0,3588.0,649.0,634023.0,-0.3,-0.8,0.1,0.5,1.0,7.5,-1.2,2.0,4.0,-5.2,0.4,2.0,-2.3,5.0,-0.3,0.3,-1.9,-3.3,-3.2,-1.0,,-0.2,104.8,107.1,102.3,105.7,103.9,130.2,98.6,98.8,98.6,98.6,102.5,96.2,110.1,90.5,101.5,103.2,105.3,107.5,106.4,87.5,,103.0,324595.0,254034.0,70561.0,64186.0,73439.0,9253.0,263967.0,109362.0,154605.0,652748.0,,,,57542.0,67848.0,10323.0,,110991.0,,634023.0,,,,-3.4,-2.8,0.7,,1.1,,-0.2,,,,111.5,108.2,89.6,,98.5,,103.0,582930.0,463903.0,293645.0,170258.0,117107.0,93350.0,23757.0,1920.0,535320.0,427390.0,107930.0,465502.0,352043.0,113459.0,652748.0,561869.0,441346.0,276892.0,164455.0,118068.0,94956.0,23104.0,2190.0,502880.0,396049.0,106988.0,430985.0,321664.0,109221.0,634023.0,-1.4,-0.7,-1.0,-0.1,-4.3,-4.6,-3.0,,2.1,1.8,3.3,1.0,1.3,0.1,-0.2,103.7,105.1,106.1,103.5,99.2,98.3,102.8,,106.5,107.9,100.9,108.0,109.4,103.9,103.0
45,2014JJ00,1267298.0,669884.0,597414.0,10996.0,95277.0,17072.0,68004.0,6479.0,3722.0,27223.0,121772.0,28473.0,48526.0,34716.0,83331.0,131453.0,15647.0,64016.0,67125.0,3109.0,1578.0,663008.0,1216036.0,631992.0,584159.0,11052.0,94566.0,14849.0,68802.0,7311.0,3852.0,28014.0,118647.0,30067.0,43436.0,36118.0,81762.0,126655.0,14386.0,58157.0,61715.0,3562.0,711.0,643024.0,1.6,1.7,1.5,4.3,-1.4,-12.7,1.8,0.2,5.1,4.4,2.9,3.5,-2.7,4.9,4.8,0.2,-0.1,0.4,0.3,-0.7,,1.4,104.2,106.0,102.3,99.5,100.8,115.0,98.8,88.6,96.6,97.2,102.6,94.7,111.7,96.1,101.9,103.8,108.8,110.1,108.8,87.3,,103.1,327963.0,253880.0,74083.0,68687.0,77597.0,8910.0,266358.0,110194.0,156164.0,663008.0,,,,58084.0,68204.0,10078.0,,112001.0,,643024.0,,,,0.9,0.5,-2.4,,0.9,,1.4,,,,118.3,113.8,88.4,,98.4,,103.1,591123.0,468668.0,296682.0,171986.0,119530.0,96232.0,23298.0,2925.0,547415.0,429655.0,117760.0,475530.0,353737.0,121793.0,663008.0,566715.0,442505.0,277629.0,164876.0,120763.0,98196.0,22605.0,3282.0,525263.0,408855.0,116908.0,449119.0,332349.0,116819.0,643024.0,0.9,0.3,0.3,0.3,2.3,3.4,-2.2,,4.5,3.2,9.3,4.2,3.3,7.0,1.4,104.3,105.9,106.9,104.3,99.0,98.0,103.1,,104.2,105.1,100.7,105.9,106.4,104.3,103.1
46,2015JJ00,1297667.0,682681.0,614986.0,11102.0,96515.0,12885.0,73110.0,6860.0,3660.0,28201.0,128679.0,29736.0,47145.0,35935.0,89890.0,131508.0,16275.0,66849.0,69892.0,3043.0,1622.0,683457.0,1254959.0,659082.0,595746.0,11222.0,93028.0,12578.0,69631.0,7524.0,3907.0,30338.0,121743.0,31611.0,43232.0,37014.0,87401.0,126325.0,14655.0,60846.0,64457.0,3587.0,791.0,657561.0,3.2,4.3,2.0,1.5,-1.6,-15.3,1.2,2.9,1.4,8.3,2.6,5.1,-0.5,2.5,6.9,-0.3,1.9,4.6,4.4,0.7,,2.3,103.4,103.6,103.2,98.9,103.7,102.4,105.0,91.2,93.7,93.0,105.7,94.1,109.0,97.1,102.8,104.1,111.1,109.9,108.4,84.8,,103.9,330060.0,259619.0,70441.0,70275.0,79003.0,8728.0,283122.0,111755.0,171367.0,683457.0,,,,60766.0,70980.0,10064.0,,113626.0,,657561.0,,,,4.6,4.1,-0.1,,1.5,,2.3,,,,115.6,111.3,86.7,,98.4,,103.9,611322.0,475147.0,303470.0,171677.0,132464.0,107954.0,24510.0,3711.0,570178.0,440240.0,129938.0,498043.0,361853.0,136190.0,683457.0,585361.0,447879.0,283279.0,164545.0,133999.0,110264.0,23842.0,3935.0,559261.0,431654.0,128298.0,486796.0,359279.0,127589.0,657561.0,3.3,1.2,2.0,-0.2,11.0,12.3,5.5,,6.5,5.6,9.7,8.4,8.1,9.2,2.3,104.4,106.1,107.1,104.3,98.9,97.9,102.8,,102.0,102.0,101.3,102.3,100.7,106.7,103.9
47,2016JJ00,1319901.0,688869.0,631032.0,11543.0,96214.0,8909.0,76648.0,6906.0,3751.0,29965.0,133940.0,30253.0,44375.0,37880.0,95131.0,134851.0,16880.0,71781.0,75091.0,3310.0,-172.0,702641.0,1285085.0,676429.0,608516.0,11436.0,94088.0,11166.0,71734.0,7745.0,4052.0,32665.0,124827.0,32233.0,43008.0,37857.0,91351.0,127316.0,14832.0,62461.0,66226.0,3756.0,862.0,672093.0,2.4,2.6,2.1,1.9,1.1,-11.2,3.0,2.9,3.7,7.7,2.5,2.0,-0.5,2.3,4.5,0.8,1.2,2.7,2.7,4.7,,2.2,102.7,101.8,103.7,100.9,102.3,79.8,106.8,89.2,92.6,91.7,107.3,93.9,103.2,100.1,104.1,105.9,113.8,114.9,113.4,88.1,,104.5,339804.0,267717.0,72087.0,75700.0,84876.0,9176.0,287137.0,114389.0,172748.0,702641.0,,,,62317.0,72781.0,10307.0,,115707.0,,672093.0,,,,2.6,2.5,2.4,,1.8,,2.2,,,,121.5,116.6,89.0,,98.9,,104.5,625293.0,484374.0,310692.0,173682.0,140049.0,115551.0,24498.0,870.0,579317.0,447927.0,131390.0,501969.0,364210.0,137759.0,702641.0,595811.0,454193.0,287682.0,166444.0,141052.0,117472.0,23760.0,1271.0,583395.0,453978.0,130111.0,506750.0,378150.0,128909.0,672093.0,1.8,1.4,1.6,1.2,5.3,6.5,-0.3,,4.3,5.2,1.4,4.1,5.3,1.0,2.2,104.9,106.6,108.0,104.3,99.3,98.4,103.1,,99.3,98.7,101.0,99.1,96.3,106.9,104.5
