ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
486,Trben,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,85.0,36.0,41.4,3.99,7.4,3.2,3.85,12.2,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,455.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
487,Trben,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,85.0,36.0,41.4,4.0,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,455.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
488,Trben,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,85.0,36.0,41.4,4.0,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,590,369,454.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
489,Trben,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0,36.0,41.4,4.01,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,455.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
490,Trben,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0,36.0,41.4,4.01,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,454.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
491,Trben,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0,36.0,41.4,4.01,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,454.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
492,Trben,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,85.0,36.0,41.4,4.01,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,443,589,368,453.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
493,Trben,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,85.0,36.0,41.4,4.0,7.4,3.2,3.85,12.1,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,455.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
494,Trben,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,85.0,36.0,41.4,4.0,7.4,3.2,3.85,12.2,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,454.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
495,Trben,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,85.0,36.0,41.4,3.99,7.4,3.2,3.85,12.2,6.5,9.7,14.0,0.399,0.4,0.4,0.399,0.003,0.004,0.002,0.003,444,591,369,454.0,0.01,0.01,0.01,0.01,0.2,0.37,0.16,0.193
496,Abben,1980JJ00,0.1,0.1,0.1,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,93.4,42.0,36.0,4.94,8.5,3.87,3.2,9.7,6.5,9.7,14.0,0.4,0.4,0.4,0.4,0.155,0.207,0.13,0.159,1077,1436,897,1105.0,0.01,0.01,0.01,0.01,0.247,0.425,0.194,0.16
497,Abben,1985JJ00,0.1,0.1,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6,93.4,42.0,36.0,6.06,8.5,3.87,3.2,8.9,6.5,9.7,14.0,0.4,0.4,0.4,0.4,0.155,0.185,0.116,0.142,1077,1282,801,986.0,0.01,0.01,0.01,0.01,0.303,0.425,0.194,0.16
498,Abben,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.112,0.167,0.111,0.095,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
499,Abben,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.099,0.148,0.098,0.084,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
500,Abben,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.086,0.128,0.086,0.073,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
501,Abben,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.073,0.109,0.073,0.062,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
502,Abben,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.06,0.09,0.06,0.051,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
503,Abben,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.048,0.071,0.047,0.04,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
504,Abben,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.035,0.051,0.034,0.029,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
505,Abben,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.035,0.051,0.034,0.029,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
506,Abben,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.035,0.051,0.034,0.029,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
507,Abben,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.035,0.051,0.034,0.029,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
508,Abben,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.035,0.051,0.034,0.029,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
509,Abben,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.024,0.035,0.024,0.02,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
510,Abben,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,92.0,41.9,37.1,9.61,25.0,4.78,8.26,11.0,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.028,0.042,0.028,0.024,786,1158,772,660.0,0.01,0.01,0.01,0.01,0.48,1.25,0.239,0.413
511,Abben,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,92.0,41.9,37.1,9.76,25.0,4.78,8.26,10.9,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.012,0.018,0.012,0.01,790,1158,772,660.0,0.01,0.01,0.01,0.01,0.488,1.25,0.239,0.413
512,Abben,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,92.0,41.9,37.1,9.56,25.0,4.78,8.26,11.0,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.014,0.02,0.013,0.011,784,1158,772,660.0,0.01,0.01,0.01,0.01,0.478,1.25,0.239,0.413
513,Abben,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.009,0.013,0.009,0.008,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
514,Abben,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.01,0.015,0.01,0.009,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
515,Abben,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.01,0.016,0.01,0.009,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
516,Abben,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
517,Abben,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
518,Abben,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
519,Abben,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
520,Abben,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
521,Abben,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
522,Abben,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
523,Abben,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,92.0,41.9,37.1,9.38,25.0,4.78,8.26,11.1,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,779,1158,772,660.0,0.01,0.01,0.01,0.01,0.469,1.25,0.239,0.413
524,Abben,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,92.0,41.9,37.1,9.58,25.0,4.78,8.26,11.0,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,785,1158,772,660.0,0.01,0.01,0.01,0.009,0.479,1.25,0.239,0.413
525,Abben,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,92.0,41.9,37.1,9.8,25.0,4.78,8.26,10.9,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,791,1158,772,660.0,0.0,0.0,0.0,0.0,0.49,1.25,0.239,0.413
526,Abben,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,92.0,41.9,37.1,10.45,25.0,4.78,8.26,10.7,6.4,9.7,13.8,0.4,0.394,0.399,0.403,0.005,0.007,0.005,0.004,809,1158,772,660.0,0.0,0.0,0.0,0.0,0.522,1.25,0.239,0.413
527,Svben,1980JJ00,2.8,2.5,0.2,0.1,0.49,0.44,0.03,0.02,0.37,0.33,0.02,0.01,0.29,0.21,0.04,0.04,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,38,32,3,2.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,49.5,55.6,23.2,28.3,6.46,7.34,3.07,2.71,5.0,4.7,5.2,8.3,0.159,0.166,0.136,0.123,0.095,0.102,0.064,0.078,660,705,440,542.0,0.006,0.006,0.006,0.006,0.323,0.367,0.153,0.135
528,Svben,1985JJ00,4.0,3.6,0.2,0.2,0.64,0.58,0.04,0.02,0.53,0.48,0.03,0.02,0.47,0.35,0.06,0.06,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,56,48,5,3.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,41.5,46.6,20.6,22.4,5.49,6.24,2.68,2.18,4.9,4.6,5.1,8.2,0.144,0.149,0.127,0.12,0.084,0.09,0.056,0.069,584,624,390,480.0,0.006,0.006,0.006,0.006,0.274,0.312,0.134,0.109
529,Svben,1990JJ00,0.4,0.1,0.1,0.2,0.1,0.06,0.02,0.02,0.04,0.01,0.01,0.02,0.1,0.01,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,66.9,28.8,30.0,3.57,6.96,3.18,2.76,9.1,5.5,6.8,11.2,0.259,0.277,0.227,0.268,0.108,0.142,0.079,0.112,751,985,548,775.0,0.006,0.006,0.005,0.006,0.178,0.348,0.159,0.138
530,Svben,1991JJ00,0.3,0.1,0.1,0.2,0.09,0.05,0.02,0.02,0.03,0.01,0.01,0.01,0.09,0.01,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,65.2,28.1,29.1,3.48,6.82,3.11,2.69,9.0,5.5,6.7,11.1,0.253,0.27,0.221,0.263,0.092,0.121,0.067,0.096,723,950,523,750.0,0.006,0.006,0.005,0.006,0.174,0.341,0.155,0.135
531,Svben,1992JJ00,0.3,0.1,0.1,0.1,0.07,0.04,0.01,0.02,0.03,0.01,0.01,0.01,0.08,0.01,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,63.4,27.2,28.2,3.4,6.69,3.03,2.62,8.8,5.4,6.5,10.9,0.245,0.262,0.212,0.255,0.078,0.103,0.056,0.081,707,929,510,734.0,0.006,0.006,0.005,0.006,0.17,0.334,0.152,0.131
532,Svben,1993JJ00,0.3,0.1,0.1,0.1,0.07,0.04,0.01,0.02,0.03,0.01,0.01,0.01,0.08,0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,64.0,27.7,28.1,3.39,6.64,3.04,2.61,9.0,5.4,6.6,11.1,0.253,0.268,0.22,0.264,0.069,0.09,0.05,0.071,729,957,527,755.0,0.006,0.006,0.005,0.006,0.17,0.332,0.152,0.131
533,Svben,1994JJ00,0.3,0.1,0.1,0.1,0.06,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.07,0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,61.2,26.5,26.8,3.27,6.44,2.92,2.51,8.7,5.3,6.4,10.7,0.24,0.255,0.206,0.252,0.055,0.072,0.039,0.057,704,925,507,731.0,0.006,0.007,0.006,0.007,0.164,0.322,0.146,0.126
534,Svben,1995JJ00,0.2,0.1,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,59.0,25.6,25.6,3.17,6.27,2.84,2.42,8.5,5.2,6.2,10.5,0.231,0.245,0.196,0.243,0.042,0.055,0.03,0.044,688,905,494,716.0,0.006,0.007,0.006,0.007,0.159,0.314,0.143,0.121
