ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2,VermedenVerbruik_3,VermedenVerbruikRelatief_4,VermedenEmissie_5,VermedenEmissieRelatief_6
2435,E006661 ,E006607 ,1995JJ00,2530.0,0.12,5084.0,0.17,361.0,0.21
2436,E006661 ,E006607 ,1996JJ00,3431.0,0.16,6870.0,0.21,482.0,0.26
2437,E006661 ,E006607 ,1997JJ00,3990.0,0.19,7524.0,0.24,543.0,0.31
2438,E006661 ,E006607 ,1998JJ00,4278.0,0.2,8063.0,0.26,573.0,0.32
2439,E006661 ,E006607 ,1999JJ00,4540.0,0.22,8702.0,0.28,604.0,0.35
2440,E006661 ,E006607 ,2000JJ00,4578.0,0.21,8947.0,0.29,638.0,0.37
2441,E006661 ,E006607 ,2001JJ00,4370.0,0.2,8703.0,0.27,616.0,0.35
2442,E006661 ,E006607 ,2002JJ00,4347.0,0.2,8609.0,0.27,609.0,0.34
2443,E006661 ,E006607 ,2003JJ00,4347.0,0.2,8684.0,0.26,610.0,0.34
2444,E006661 ,E006607 ,2004JJ00,4243.0,0.18,8277.0,0.24,576.0,0.32
2445,E006661 ,E006607 ,2005JJ00,4557.0,0.2,8881.0,0.26,612.0,0.34
2446,E006661 ,E006607 ,2006JJ00,4723.0,0.21,8938.0,0.27,625.0,0.36
2447,E006661 ,E006607 ,2007JJ00,5022.0,0.22,9594.0,0.29,662.0,0.38
2448,E006661 ,E006607 ,2008JJ00,5071.0,0.22,9510.0,0.29,655.0,0.37
2449,E006661 ,E006607 ,2009JJ00,5659.0,0.26,10524.0,0.33,719.0,0.42
2450,E006661 ,E006607 ,2010JJ00,6348.0,0.27,11890.0,0.34,801.0,0.44
2451,E006661 ,E006607 ,2011JJ00,7324.0,0.33,13555.0,0.42,914.0,0.54
2452,E006661 ,E006607 ,2012JJ00,8045.0,0.37,15462.0,0.48,1099.0,0.66
2453,E006661 ,E006607 ,2013JJ00,7473.0,0.34,14153.0,0.45,1042.0,0.63
2454,E006661 ,E006607 ,2014JJ00,6871.0,0.34,12849.0,0.42,944.0,0.59
2455,E006661 ,E006607 ,2015JJ00,7188.0,0.35,13475.0,0.43,1050.0,0.63
2456,E006661 ,E006607 ,2016JJ00,7218.0,0.34,13341.0,0.42,995.0,0.6
2457,E006661 ,E006607 ,2017JJ00,6853.0,0.32,11926.0,0.38,872.0,0.53
2458,E006661 ,E006607 ,2018JJ00,7820.0,0.37,13898.0,0.45,983.0,0.61
2459,E006661 ,E006607 ,2019JJ00,6910.0,0.33,11838.0,0.39,837.0,0.54
2460,E006661 ,E006608 ,1990JJ00,2203.0,0.12,2007.0,0.07,114.0,0.07
2461,E006661 ,E006608 ,1991JJ00,2233.0,0.11,2076.0,0.07,118.0,0.07
2462,E006661 ,E006608 ,1992JJ00,2249.0,0.12,2087.0,0.07,119.0,0.07
2463,E006661 ,E006608 ,1993JJ00,2184.0,0.11,1988.0,0.07,113.0,0.07
2464,E006661 ,E006608 ,1994JJ00,1723.0,0.09,1472.0,0.05,84.0,0.05
2465,E006661 ,E006608 ,1995JJ00,1770.0,0.09,1509.0,0.05,86.0,0.05
2466,E006661 ,E006608 ,1996JJ00,2261.0,0.1,1875.0,0.06,106.0,0.06
2467,E006661 ,E006608 ,1997JJ00,4237.0,0.2,3652.0,0.12,207.0,0.12
2468,E006661 ,E006608 ,1998JJ00,4446.0,0.21,3684.0,0.12,209.0,0.12
2469,E006661 ,E006608 ,1999JJ00,4550.0,0.22,3655.0,0.12,208.0,0.12
2470,E006661 ,E006608 ,2000JJ00,4548.0,0.21,3473.0,0.11,197.0,0.11
2471,E006661 ,E006608 ,2001JJ00,4640.0,0.21,3111.0,0.1,177.0,0.1
2472,E006661 ,E006608 ,2002JJ00,5018.0,0.23,3624.0,0.11,206.0,0.12
2473,E006661 ,E006608 ,2003JJ00,4925.0,0.22,3703.0,0.11,210.0,0.12
2474,E006661 ,E006608 ,2004JJ00,5198.0,0.22,3814.0,0.11,217.0,0.12
2475,E006661 ,E006608 ,2005JJ00,5241.0,0.23,3911.0,0.12,222.0,0.12
2476,E006661 ,E006608 ,2006JJ00,5923.0,0.26,4297.0,0.13,244.0,0.14
2477,E006661 ,E006608 ,2007JJ00,5966.0,0.27,4266.0,0.13,242.0,0.14
2478,E006661 ,E006608 ,2008JJ00,6640.0,0.29,4518.0,0.14,256.0,0.15
2479,E006661 ,E006608 ,2009JJ00,7476.0,0.34,5563.0,0.17,315.0,0.18
2480,E006661 ,E006608 ,2010JJ00,7708.0,0.33,5546.0,0.16,314.0,0.17
2481,E006661 ,E006608 ,2011JJ00,9069.0,0.41,7345.0,0.23,415.0,0.25
2482,E006661 ,E006608 ,2012JJ00,9812.0,0.45,8489.0,0.26,480.0,0.29
2483,E006661 ,E006608 ,2013JJ00,11053.0,0.5,9960.0,0.31,563.0,0.34
2484,E006661 ,E006608 ,2014JJ00,11757.0,0.59,10831.0,0.36,611.0,0.38
2485,E006661 ,E006608 ,2015JJ00,13523.0,0.65,12987.0,0.42,734.0,0.44
2486,E006661 ,E006608 ,2016JJ00,12785.0,0.61,12339.0,0.39,697.0,0.42
2487,E006661 ,E006608 ,2017JJ00,13088.0,0.62,12887.0,0.41,729.0,0.44
2488,E006661 ,E006608 ,2018JJ00,8768.0,0.41,7762.0,0.25,439.0,0.27
2489,E006661 ,E006608 ,2019JJ00,8777.0,0.42,7428.0,0.24,420.0,0.27
2490,E006661 ,E007028 ,1990JJ00,,,,,,
2491,E006661 ,E007028 ,1991JJ00,,,,,,
2492,E006661 ,E007028 ,1992JJ00,,,,,,
2493,E006661 ,E007028 ,1993JJ00,,,,,,
2494,E006661 ,E007028 ,1994JJ00,,,,,,
2495,E006661 ,E007028 ,1995JJ00,,,,,,
2496,E006661 ,E007028 ,1996JJ00,,,,,,
2497,E006661 ,E007028 ,1997JJ00,,,,,,
2498,E006661 ,E007028 ,1998JJ00,,,,,,
2499,E006661 ,E007028 ,1999JJ00,,,,,,
2500,E006661 ,E007028 ,2000JJ00,,,,,,
2501,E006661 ,E007028 ,2001JJ00,,,,,,
2502,E006661 ,E007028 ,2002JJ00,,,,,,
2503,E006661 ,E007028 ,2003JJ00,,,,,,
2504,E006661 ,E007028 ,2004JJ00,,,,,,
2505,E006661 ,E007028 ,2005JJ00,,,,,,
2506,E006661 ,E007028 ,2006JJ00,,,,,,
2507,E006661 ,E007028 ,2007JJ00,,,,,,
2508,E006661 ,E007028 ,2008JJ00,,,,,,
2509,E006661 ,E007028 ,2009JJ00,,,,,,
2510,E006661 ,E007028 ,2010JJ00,,,,,,
2511,E006661 ,E007028 ,2011JJ00,,,,,,
2512,E006661 ,E007028 ,2012JJ00,,,,,,
2513,E006661 ,E007028 ,2013JJ00,,,,,,
2514,E006661 ,E007028 ,2014JJ00,,,,,,
2515,E006661 ,E007028 ,2015JJ00,,,,,,
2516,E006661 ,E007028 ,2016JJ00,,,,,,
2517,E006661 ,E007028 ,2017JJ00,,,,,,
2518,E006661 ,E007028 ,2018JJ00,,,,,,
2519,E006661 ,E007028 ,2019JJ00,,,,,,
2520,E006662 ,E007022 ,1990JJ00,,,,,,
2521,E006662 ,E007022 ,1991JJ00,,,,,,
2522,E006662 ,E007022 ,1992JJ00,,,,,,
2523,E006662 ,E007022 ,1993JJ00,,,,,,
2524,E006662 ,E007022 ,1994JJ00,,,,,,
2525,E006662 ,E007022 ,1995JJ00,16.0,0.0,33.0,0.0,3.0,0.0
2526,E006662 ,E007022 ,1996JJ00,157.0,0.01,376.0,0.01,36.0,0.02
2527,E006662 ,E007022 ,1997JJ00,150.0,0.01,357.0,0.01,34.0,0.02
2528,E006662 ,E007022 ,1998JJ00,394.0,0.02,906.0,0.03,86.0,0.05
2529,E006662 ,E007022 ,1999JJ00,608.0,0.03,1403.0,0.05,133.0,0.08
2530,E006662 ,E007022 ,2000JJ00,763.0,0.04,1755.0,0.06,166.0,0.1
2531,E006662 ,E007022 ,2001JJ00,2186.0,0.1,5408.0,0.17,512.0,0.29
2532,E006662 ,E007022 ,2002JJ00,4306.0,0.2,9866.0,0.31,906.0,0.51
2533,E006662 ,E007022 ,2003JJ00,2942.0,0.13,7127.0,0.21,675.0,0.37
2534,E006662 ,E007022 ,2004JJ00,6116.0,0.26,14123.0,0.42,1202.0,0.66
2535,E006662 ,E007022 ,2005JJ00,13109.0,0.57,30522.0,0.91,2394.0,1.35
2536,E006662 ,E007022 ,2006JJ00,12230.0,0.54,29445.0,0.89,2228.0,1.29
2537,E006662 ,E007022 ,2007JJ00,7359.0,0.33,15702.0,0.48,1462.0,0.85
2538,E006662 ,E007022 ,2008JJ00,8883.0,0.39,19692.0,0.6,1743.0,0.99
2539,E006662 ,E007022 ,2009JJ00,10353.0,0.47,22788.0,0.7,2158.0,1.27
2540,E006662 ,E007022 ,2010JJ00,12920.0,0.55,28545.0,0.82,2703.0,1.48
2541,E006662 ,E007022 ,2011JJ00,12377.0,0.56,27855.0,0.86,2638.0,1.56
2542,E006662 ,E007022 ,2012JJ00,11290.0,0.51,26295.0,0.81,2490.0,1.5
2543,E006662 ,E007022 ,2013JJ00,6948.0,0.32,15691.0,0.49,1486.0,0.9
2544,E006662 ,E007022 ,2014JJ00,3574.0,0.18,8173.0,0.27,774.0,0.49
2545,E006662 ,E007022 ,2015JJ00,1884.0,0.09,4675.0,0.15,443.0,0.27
2546,E006662 ,E007022 ,2016JJ00,1629.0,0.08,4083.0,0.13,387.0,0.23
2547,E006662 ,E007022 ,2017JJ00,2335.0,0.11,4883.0,0.15,462.0,0.28
2548,E006662 ,E007022 ,2018JJ00,2886.0,0.14,5674.0,0.18,537.0,0.33
2549,E006662 ,E007022 ,2019JJ00,8261.0,0.39,16225.0,0.53,1536.0,0.99
2550,E006662 ,E006607 ,1990JJ00,,,,,,
2551,E006662 ,E006607 ,1991JJ00,,,,,,
2552,E006662 ,E006607 ,1992JJ00,,,,,,
2553,E006662 ,E006607 ,1993JJ00,,,,,,
2554,E006662 ,E006607 ,1994JJ00,,,,,,
2555,E006662 ,E006607 ,1995JJ00,15.0,0.0,32.0,0.0,3.0,0.0
2556,E006662 ,E006607 ,1996JJ00,151.0,0.01,369.0,0.01,35.0,0.02
2557,E006662 ,E006607 ,1997JJ00,144.0,0.01,350.0,0.01,33.0,0.02
2558,E006662 ,E006607 ,1998JJ00,363.0,0.02,871.0,0.03,83.0,0.05
2559,E006662 ,E006607 ,1999JJ00,593.0,0.03,1387.0,0.04,131.0,0.08
2560,E006662 ,E006607 ,2000JJ00,748.0,0.03,1739.0,0.06,165.0,0.1
2561,E006662 ,E006607 ,2001JJ00,2128.0,0.1,5342.0,0.17,506.0,0.29
2562,E006662 ,E006607 ,2002JJ00,4084.0,0.19,9628.0,0.3,884.0,0.5
2563,E006662 ,E006607 ,2003JJ00,2861.0,0.13,7036.0,0.21,666.0,0.37
2564,E006662 ,E006607 ,2004JJ00,5791.0,0.25,13766.0,0.41,1172.0,0.64
2565,E006662 ,E006607 ,2005JJ00,12416.0,0.54,29755.0,0.89,2334.0,1.31
2566,E006662 ,E006607 ,2006JJ00,11678.0,0.51,28799.0,0.87,2179.0,1.26
2567,E006662 ,E006607 ,2007JJ00,6538.0,0.29,14801.0,0.45,1378.0,0.8
2568,E006662 ,E006607 ,2008JJ00,8094.0,0.35,18816.0,0.58,1665.0,0.95
2569,E006662 ,E006607 ,2009JJ00,9414.0,0.43,21735.0,0.67,2058.0,1.21
2570,E006662 ,E006607 ,2010JJ00,11653.0,0.49,27074.0,0.78,2564.0,1.41
2571,E006662 ,E006607 ,2011JJ00,11457.0,0.52,26748.0,0.83,2533.0,1.5
2572,E006662 ,E006607 ,2012JJ00,10632.0,0.48,25521.0,0.79,2417.0,1.45
2573,E006662 ,E006607 ,2013JJ00,6531.0,0.3,15203.0,0.48,1440.0,0.87
2574,E006662 ,E006607 ,2014JJ00,3358.0,0.17,7920.0,0.26,750.0,0.47
2575,E006662 ,E006607 ,2015JJ00,1849.0,0.09,4629.0,0.15,438.0,0.26
2576,E006662 ,E006607 ,2016JJ00,1591.0,0.08,4011.0,0.13,380.0,0.23
2577,E006662 ,E006607 ,2017JJ00,1909.0,0.09,4373.0,0.14,414.0,0.25
2578,E006662 ,E006607 ,2018JJ00,2353.0,0.11,5054.0,0.16,479.0,0.3
2579,E006662 ,E006607 ,2019JJ00,6741.0,0.32,14450.0,0.47,1368.0,0.88
2580,E006662 ,E006608 ,1990JJ00,,,,,,
2581,E006662 ,E006608 ,1991JJ00,,,,,,
2582,E006662 ,E006608 ,1992JJ00,,,,,,
2583,E006662 ,E006608 ,1993JJ00,,,,,,
2584,E006662 ,E006608 ,1994JJ00,,,,,,
2585,E006662 ,E006608 ,1995JJ00,1.0,0.0,1.0,0.0,0.0,0.0
2586,E006662 ,E006608 ,1996JJ00,6.0,0.0,7.0,0.0,1.0,0.0
2587,E006662 ,E006608 ,1997JJ00,6.0,0.0,7.0,0.0,1.0,0.0
2588,E006662 ,E006608 ,1998JJ00,31.0,0.0,35.0,0.0,3.0,0.0
2589,E006662 ,E006608 ,1999JJ00,15.0,0.0,16.0,0.0,2.0,0.0
2590,E006662 ,E006608 ,2000JJ00,15.0,0.0,16.0,0.0,2.0,0.0
2591,E006662 ,E006608 ,2001JJ00,58.0,0.0,66.0,0.0,6.0,0.0
2592,E006662 ,E006608 ,2002JJ00,222.0,0.01,238.0,0.01,22.0,0.01
2593,E006662 ,E006608 ,2003JJ00,81.0,0.0,91.0,0.0,9.0,0.0
2594,E006662 ,E006608 ,2004JJ00,325.0,0.01,357.0,0.01,30.0,0.02
2595,E006662 ,E006608 ,2005JJ00,693.0,0.03,767.0,0.02,60.0,0.03
2596,E006662 ,E006608 ,2006JJ00,552.0,0.02,645.0,0.02,49.0,0.03
2597,E006662 ,E006608 ,2007JJ00,821.0,0.04,901.0,0.03,84.0,0.05
2598,E006662 ,E006608 ,2008JJ00,789.0,0.03,877.0,0.03,78.0,0.04
2599,E006662 ,E006608 ,2009JJ00,939.0,0.04,1053.0,0.03,100.0,0.06
2600,E006662 ,E006608 ,2010JJ00,1267.0,0.05,1472.0,0.04,139.0,0.08
2601,E006662 ,E006608 ,2011JJ00,920.0,0.04,1107.0,0.03,105.0,0.06
2602,E006662 ,E006608 ,2012JJ00,658.0,0.03,775.0,0.02,73.0,0.04
2603,E006662 ,E006608 ,2013JJ00,417.0,0.02,488.0,0.02,46.0,0.03
2604,E006662 ,E006608 ,2014JJ00,217.0,0.01,253.0,0.01,24.0,0.02
2605,E006662 ,E006608 ,2015JJ00,35.0,0.0,46.0,0.0,4.0,0.0
2606,E006662 ,E006608 ,2016JJ00,38.0,0.0,72.0,0.0,7.0,0.0
2607,E006662 ,E006608 ,2017JJ00,426.0,0.02,510.0,0.02,48.0,0.03
2608,E006662 ,E006608 ,2018JJ00,533.0,0.03,620.0,0.02,59.0,0.04
2609,E006662 ,E006608 ,2019JJ00,1520.0,0.07,1774.0,0.06,168.0,0.11
2610,E006662 ,E007028 ,1990JJ00,,,,,,
2611,E006662 ,E007028 ,1991JJ00,,,,,,
2612,E006662 ,E007028 ,1992JJ00,,,,,,
2613,E006662 ,E007028 ,1993JJ00,,,,,,
2614,E006662 ,E007028 ,1994JJ00,,,,,,
2615,E006662 ,E007028 ,1995JJ00,,,,,,
2616,E006662 ,E007028 ,1996JJ00,,,,,,
2617,E006662 ,E007028 ,1997JJ00,,,,,,
2618,E006662 ,E007028 ,1998JJ00,,,,,,
2619,E006662 ,E007028 ,1999JJ00,,,,,,
2620,E006662 ,E007028 ,2000JJ00,,,,,,
2621,E006662 ,E007028 ,2001JJ00,,,,,,
2622,E006662 ,E007028 ,2002JJ00,,,,,,
2623,E006662 ,E007028 ,2003JJ00,,,,,,
2624,E006662 ,E007028 ,2004JJ00,,,,,,
2625,E006662 ,E007028 ,2005JJ00,,,,,,
2626,E006662 ,E007028 ,2006JJ00,,,,,,
2627,E006662 ,E007028 ,2007JJ00,,,,,,
2628,E006662 ,E007028 ,2008JJ00,,,,,,
2629,E006662 ,E007028 ,2009JJ00,,,,,,
2630,E006662 ,E007028 ,2010JJ00,,,,,,
2631,E006662 ,E007028 ,2011JJ00,,,,,,
2632,E006662 ,E007028 ,2012JJ00,,,,,,
2633,E006662 ,E007028 ,2013JJ00,,,,,,
2634,E006662 ,E007028 ,2014JJ00,,,,,,
2635,E006662 ,E007028 ,2015JJ00,,,,,,
2636,E006662 ,E007028 ,2016JJ00,,,,,,
2637,E006662 ,E007028 ,2017JJ00,,,,,,
2638,E006662 ,E007028 ,2018JJ00,,,,,,
2639,E006662 ,E007028 ,2019JJ00,,,,,,
2640,E006664 ,E007022 ,1990JJ00,12851.0,0.71,5094.0,0.18,289.0,0.18
2641,E006664 ,E007022 ,1991JJ00,12776.0,0.66,5085.0,0.17,289.0,0.17
2642,E006664 ,E007022 ,1992JJ00,12816.0,0.67,5128.0,0.18,291.0,0.17
2643,E006664 ,E007022 ,1993JJ00,12944.0,0.65,5219.0,0.17,296.0,0.17
2644,E006664 ,E007022 ,1994JJ00,13127.0,0.67,5339.0,0.18,303.0,0.17
2645,E006664 ,E007022 ,1995JJ00,13347.0,0.66,5477.0,0.18,311.0,0.18
2646,E006664 ,E007022 ,1996JJ00,13744.0,0.62,5869.0,0.18,333.0,0.18
2647,E006664 ,E007022 ,1997JJ00,13851.0,0.65,6110.0,0.19,347.0,0.2
2648,E006664 ,E007022 ,1998JJ00,13940.0,0.66,6332.0,0.2,360.0,0.2
2649,E006664 ,E007022 ,1999JJ00,13999.0,0.67,6529.0,0.21,371.0,0.22
2650,E006664 ,E007022 ,2000JJ00,14027.0,0.66,6699.0,0.21,380.0,0.22
2651,E006664 ,E007022 ,2001JJ00,13938.0,0.64,6770.0,0.21,385.0,0.22
2652,E006664 ,E007022 ,2002JJ00,13856.0,0.64,6844.0,0.21,389.0,0.22
2653,E006664 ,E007022 ,2003JJ00,14186.0,0.64,7194.0,0.22,409.0,0.23
2654,E006664 ,E007022 ,2004JJ00,14901.0,0.64,7829.0,0.23,445.0,0.24
2655,E006664 ,E007022 ,2005JJ00,15664.0,0.68,8507.0,0.25,483.0,0.27
2656,E006664 ,E007022 ,2006JJ00,16394.0,0.72,9160.0,0.28,520.0,0.3
2657,E006664 ,E007022 ,2007JJ00,16377.0,0.73,9268.0,0.28,525.0,0.3
2658,E006664 ,E007022 ,2008JJ00,16522.0,0.72,9552.0,0.29,542.0,0.31
2659,E006664 ,E007022 ,2009JJ00,16763.0,0.76,9910.0,0.31,561.0,0.33
2660,E006664 ,E007022 ,2010JJ00,17099.0,0.72,10339.0,0.3,585.0,0.32
2661,E006664 ,E007022 ,2011JJ00,17414.0,0.79,10745.0,0.33,607.0,0.36
2662,E006664 ,E007022 ,2012JJ00,16938.0,0.77,10480.0,0.32,592.0,0.36
2663,E006664 ,E007022 ,2013JJ00,17012.0,0.77,10706.0,0.34,605.0,0.36
2664,E006664 ,E007022 ,2014JJ00,16898.0,0.84,10799.0,0.36,609.0,0.38
2665,E006664 ,E007022 ,2015JJ00,16743.0,0.81,10847.0,0.35,613.0,0.37
2666,E006664 ,E007022 ,2016JJ00,16569.0,0.79,10874.0,0.34,614.0,0.37
2667,E006664 ,E007022 ,2017JJ00,16432.0,0.78,10932.0,0.34,619.0,0.38
2668,E006664 ,E007022 ,2018JJ00,16446.0,0.78,11115.0,0.36,629.0,0.39
2669,E006664 ,E007022 ,2019JJ00,16278.0,0.78,11168.0,0.36,632.0,0.41
2670,E006664 ,E006607 ,1990JJ00,,,,,,
2671,E006664 ,E006607 ,1991JJ00,,,,,,
2672,E006664 ,E006607 ,1992JJ00,,,,,,
2673,E006664 ,E006607 ,1993JJ00,,,,,,
2674,E006664 ,E006607 ,1994JJ00,,,,,,
2675,E006664 ,E006607 ,1995JJ00,,,,,,
2676,E006664 ,E006607 ,1996JJ00,,,,,,
2677,E006664 ,E006607 ,1997JJ00,,,,,,
2678,E006664 ,E006607 ,1998JJ00,,,,,,
2679,E006664 ,E006607 ,1999JJ00,,,,,,
2680,E006664 ,E006607 ,2000JJ00,,,,,,
2681,E006664 ,E006607 ,2001JJ00,,,,,,
2682,E006664 ,E006607 ,2002JJ00,,,,,,
2683,E006664 ,E006607 ,2003JJ00,,,,,,
2684,E006664 ,E006607 ,2004JJ00,,,,,,
2685,E006664 ,E006607 ,2005JJ00,,,,,,
2686,E006664 ,E006607 ,2006JJ00,,,,,,
2687,E006664 ,E006607 ,2007JJ00,,,,,,
2688,E006664 ,E006607 ,2008JJ00,,,,,,
2689,E006664 ,E006607 ,2009JJ00,,,,,,
2690,E006664 ,E006607 ,2010JJ00,,,,,,
2691,E006664 ,E006607 ,2011JJ00,,,,,,
2692,E006664 ,E006607 ,2012JJ00,,,,,,
2693,E006664 ,E006607 ,2013JJ00,,,,,,
2694,E006664 ,E006607 ,2014JJ00,,,,,,
2695,E006664 ,E006607 ,2015JJ00,,,,,,
2696,E006664 ,E006607 ,2016JJ00,,,,,,
2697,E006664 ,E006607 ,2017JJ00,,,,,,
2698,E006664 ,E006607 ,2018JJ00,,,,,,
2699,E006664 ,E006607 ,2019JJ00,,,,,,
2700,E006664 ,E006608 ,1990JJ00,12851.0,0.71,5094.0,0.18,289.0,0.18
2701,E006664 ,E006608 ,1991JJ00,12776.0,0.66,5085.0,0.17,289.0,0.17
2702,E006664 ,E006608 ,1992JJ00,12816.0,0.67,5128.0,0.18,291.0,0.17
2703,E006664 ,E006608 ,1993JJ00,12944.0,0.65,5219.0,0.17,296.0,0.17
2704,E006664 ,E006608 ,1994JJ00,13127.0,0.67,5339.0,0.18,303.0,0.17
2705,E006664 ,E006608 ,1995JJ00,13347.0,0.66,5477.0,0.18,311.0,0.18
2706,E006664 ,E006608 ,1996JJ00,13744.0,0.62,5869.0,0.18,333.0,0.18
2707,E006664 ,E006608 ,1997JJ00,13851.0,0.65,6110.0,0.19,347.0,0.2
2708,E006664 ,E006608 ,1998JJ00,13940.0,0.66,6332.0,0.2,360.0,0.2
2709,E006664 ,E006608 ,1999JJ00,13999.0,0.67,6529.0,0.21,371.0,0.22
2710,E006664 ,E006608 ,2000JJ00,14027.0,0.66,6699.0,0.21,380.0,0.22
2711,E006664 ,E006608 ,2001JJ00,13938.0,0.64,6770.0,0.21,385.0,0.22
2712,E006664 ,E006608 ,2002JJ00,13856.0,0.64,6844.0,0.21,389.0,0.22
2713,E006664 ,E006608 ,2003JJ00,14186.0,0.64,7194.0,0.22,409.0,0.23
2714,E006664 ,E006608 ,2004JJ00,14901.0,0.64,7829.0,0.23,445.0,0.24
2715,E006664 ,E006608 ,2005JJ00,15664.0,0.68,8507.0,0.25,483.0,0.27
2716,E006664 ,E006608 ,2006JJ00,16394.0,0.72,9160.0,0.28,520.0,0.3
2717,E006664 ,E006608 ,2007JJ00,16377.0,0.73,9268.0,0.28,525.0,0.3
2718,E006664 ,E006608 ,2008JJ00,16522.0,0.72,9552.0,0.29,542.0,0.31
2719,E006664 ,E006608 ,2009JJ00,16763.0,0.76,9910.0,0.31,561.0,0.33
2720,E006664 ,E006608 ,2010JJ00,17099.0,0.72,10339.0,0.3,585.0,0.32
2721,E006664 ,E006608 ,2011JJ00,17414.0,0.79,10745.0,0.33,607.0,0.36
2722,E006664 ,E006608 ,2012JJ00,16938.0,0.77,10480.0,0.32,592.0,0.36
2723,E006664 ,E006608 ,2013JJ00,17012.0,0.77,10706.0,0.34,605.0,0.36
2724,E006664 ,E006608 ,2014JJ00,16898.0,0.84,10799.0,0.36,609.0,0.38
2725,E006664 ,E006608 ,2015JJ00,16743.0,0.81,10847.0,0.35,613.0,0.37
2726,E006664 ,E006608 ,2016JJ00,16569.0,0.79,10874.0,0.34,614.0,0.37
2727,E006664 ,E006608 ,2017JJ00,16432.0,0.78,10932.0,0.34,619.0,0.38
2728,E006664 ,E006608 ,2018JJ00,16446.0,0.78,11115.0,0.36,629.0,0.39
2729,E006664 ,E006608 ,2019JJ00,16278.0,0.78,11168.0,0.36,632.0,0.41
2730,E006664 ,E007028 ,1990JJ00,,,,,,
2731,E006664 ,E007028 ,1991JJ00,,,,,,
2732,E006664 ,E007028 ,1992JJ00,,,,,,
2733,E006664 ,E007028 ,1993JJ00,,,,,,
2734,E006664 ,E007028 ,1994JJ00,,,,,,
2735,E006664 ,E007028 ,1995JJ00,,,,,,
2736,E006664 ,E007028 ,1996JJ00,,,,,,
2737,E006664 ,E007028 ,1997JJ00,,,,,,
2738,E006664 ,E007028 ,1998JJ00,,,,,,
2739,E006664 ,E007028 ,1999JJ00,,,,,,
2740,E006664 ,E007028 ,2000JJ00,,,,,,
2741,E006664 ,E007028 ,2001JJ00,,,,,,
2742,E006664 ,E007028 ,2002JJ00,,,,,,
2743,E006664 ,E007028 ,2003JJ00,,,,,,
2744,E006664 ,E007028 ,2004JJ00,,,,,,
2745,E006664 ,E007028 ,2005JJ00,,,,,,
2746,E006664 ,E007028 ,2006JJ00,,,,,,
2747,E006664 ,E007028 ,2007JJ00,,,,,,
2748,E006664 ,E007028 ,2008JJ00,,,,,,
2749,E006664 ,E007028 ,2009JJ00,,,,,,
2750,E006664 ,E007028 ,2010JJ00,,,,,,
2751,E006664 ,E007028 ,2011JJ00,,,,,,
2752,E006664 ,E007028 ,2012JJ00,,,,,,
2753,E006664 ,E007028 ,2013JJ00,,,,,,
2754,E006664 ,E007028 ,2014JJ00,,,,,,
2755,E006664 ,E007028 ,2015JJ00,,,,,,
2756,E006664 ,E007028 ,2016JJ00,,,,,,
2757,E006664 ,E007028 ,2017JJ00,,,,,,
2758,E006664 ,E007028 ,2018JJ00,,,,,,
2759,E006664 ,E007028 ,2019JJ00,,,,,,
2760,E006665 ,E007022 ,1990JJ00,3834.0,0.21,404.0,0.01,23.0,0.01
2761,E006665 ,E007022 ,1991JJ00,3762.0,0.19,396.0,0.01,22.0,0.01
2762,E006665 ,E007022 ,1992JJ00,3688.0,0.19,388.0,0.01,22.0,0.01
2763,E006665 ,E007022 ,1993JJ00,3612.0,0.18,380.0,0.01,22.0,0.01
2764,E006665 ,E007022 ,1994JJ00,3535.0,0.18,372.0,0.01,21.0,0.01
2765,E006665 ,E007022 ,1995JJ00,3457.0,0.17,364.0,0.01,21.0,0.01
2766,E006665 ,E007022 ,1996JJ00,3399.0,0.15,358.0,0.01,20.0,0.01
2767,E006665 ,E007022 ,1997JJ00,3341.0,0.16,352.0,0.01,20.0,0.01
2768,E006665 ,E007022 ,1998JJ00,3282.0,0.15,345.0,0.01,20.0,0.01
2769,E006665 ,E007022 ,1999JJ00,3224.0,0.16,339.0,0.01,19.0,0.01
2770,E006665 ,E007022 ,2000JJ00,3165.0,0.15,333.0,0.01,19.0,0.01
2771,E006665 ,E007022 ,2001JJ00,3127.0,0.14,329.0,0.01,19.0,0.01
2772,E006665 ,E007022 ,2002JJ00,3090.0,0.14,325.0,0.01,18.0,0.01
2773,E006665 ,E007022 ,2003JJ00,3050.0,0.14,321.0,0.01,18.0,0.01
2774,E006665 ,E007022 ,2004JJ00,3011.0,0.13,317.0,0.01,18.0,0.01
2775,E006665 ,E007022 ,2005JJ00,2972.0,0.13,313.0,0.01,18.0,0.01
2776,E006665 ,E007022 ,2006JJ00,2952.0,0.13,311.0,0.01,18.0,0.01
2777,E006665 ,E007022 ,2007JJ00,2938.0,0.13,309.0,0.01,18.0,0.01
2778,E006665 ,E007022 ,2008JJ00,2856.0,0.13,301.0,0.01,17.0,0.01
2779,E006665 ,E007022 ,2009JJ00,2777.0,0.13,292.0,0.01,17.0,0.01
2780,E006665 ,E007022 ,2010JJ00,2700.0,0.11,284.0,0.01,16.0,0.01
