ID,GoodsAndServices,Periods,ValueChangesConsHouseholds_1,VolumeChangesConsOfHouseholds_2,ShoppingDayAdjustedVolumeCh_3,ValueIndicesConsHouseholds_4,VolumeIndicesConsOfHouseholds_5,ShareInDomesticConsOfHouseholds_6,ValuesConsumptionOfHouseholds_7,ValueChangesActIndConsHouseh_8,VolumeChangesActIndConsHouseh_9,ValueIndicesActIndConsHouseh_10,VolumeIndicesActIndConsHouseh_11,ShareInDomesticConsActIndConsH_12,ValuesActIndConsOfHouseholds_13
3455,      3200,2005MM08,4.0,6.0,,,,,,,,,,,
3456,      3200,2005MM09,9.7,10.4,,,,,,,,,,,
3457,      3200,2005KW03,4.4,5.4,,,,,,,,,,,
3458,      3300,1995MM01,,,,,,,,,,,,,
3459,      3300,1995MM02,,,,,,,,,,,,,
3460,      3300,1995MM03,,,,,,,,,,,,,
3461,      3300,1995KW01,,,,,,,,,,,,,
3462,      3300,1995MM04,,,,,,,,,,,,,
3463,      3300,1995MM05,,,,,,,,,,,,,
3464,      3300,1995MM06,,,,,,,,,,,,,
3465,      3300,1995KW02,,,,,,,,,,,,,
3466,      3300,1995MM07,,,,,,,,,,,,,
3467,      3300,1995MM08,,,,,,,,,,,,,
3468,      3300,1995MM09,,,,,,,,,,,,,
3469,      3300,1995KW03,,,,,,,,,,,,,
3470,      3300,1995MM10,,,,,,,,,,,,,
3471,      3300,1995MM11,,,,,,,,,,,,,
3472,      3300,1995MM12,,,,,,,,,,,,,
3473,      3300,1995KW04,,,,,,,,,,,,,
3474,      3300,1995JJ00,1.8,2.2,,100.0,100.0,3.5,5129.0,,,100.0,100.0,2.8,5131.0
3475,      3300,1996MM01,2.7,2.5,,,,,,2.7,2.5,,,,
3476,      3300,1996MM02,1.5,0.8,,,,,,1.5,0.8,,,,
3477,      3300,1996MM03,-5.5,-5.7,,,,,,-5.5,-5.7,,,,
3478,      3300,1996KW01,-0.7,-1.1,,,,,,-0.7,-1.1,,,,
3479,      3300,1996MM04,2.2,1.0,,,,,,2.2,1.0,,,,
3480,      3300,1996MM05,10.4,9.2,,,,,,10.4,9.2,,,,
3481,      3300,1996MM06,0.2,-1.3,,,,,,0.2,-1.3,,,,
3482,      3300,1996KW02,4.2,2.9,,,,,,4.2,2.9,,,,
3483,      3300,1996MM07,13.5,12.1,,,,,,13.5,12.1,,,,
3484,      3300,1996MM08,11.0,9.4,,,,,,11.0,9.4,,,,
3485,      3300,1996MM09,2.9,1.4,,,,,,2.9,1.4,,,,
3486,      3300,1996KW03,9.0,7.5,,,,,,9.0,7.5,,,,
3487,      3300,1996MM10,10.9,9.6,,,,,,10.9,9.6,,,,
3488,      3300,1996MM11,6.6,4.4,,,,,,6.6,4.4,,,,
3489,      3300,1996MM12,3.1,1.4,,,,,,3.1,1.4,,,,
3490,      3300,1996KW04,6.7,5.0,,,,,,6.7,5.0,,,,
3491,      3300,1996JJ00,4.8,3.5,,104.8,103.5,3.5,5373.0,4.8,3.5,,,2.8,5375.0
3492,      3300,1997MM01,3.4,2.6,,,,,,3.4,2.6,,,,
3493,      3300,1997MM02,6.2,6.2,,,,,,6.2,6.2,,,,
3494,      3300,1997MM03,6.7,6.2,,,,,,6.7,6.2,,,,
3495,      3300,1997KW01,5.5,5.0,,,,,,5.5,5.0,,,,
3496,      3300,1997MM04,10.2,10.5,,,,,,10.2,10.5,,,,
3497,      3300,1997MM05,0.9,0.4,,,,,,0.9,0.4,,,,
3498,      3300,1997MM06,6.8,7.1,,,,,,7.0,7.3,,,,
3499,      3300,1997KW02,5.8,5.8,,,,,,5.9,5.9,,,,
3500,      3300,1997MM07,7.8,7.6,,,,,,7.8,7.6,,,,
3501,      3300,1997MM08,-2.9,-2.4,,,,,,-2.9,-2.4,,,,
3502,      3300,1997MM09,7.7,8.0,,,,,,7.7,8.0,,,,
3503,      3300,1997KW03,4.3,4.5,,,,,,4.3,4.5,,,,
3504,      3300,1997MM10,4.3,3.1,,,,,,4.1,2.9,,,,
3505,      3300,1997MM11,2.9,2.3,,,,,,2.9,2.3,,,,
3506,      3300,1997MM12,11.4,11.0,,,,,,11.6,11.2,,,,
3507,      3300,1997KW04,6.2,5.5,,,,,,6.2,5.5,,,,
3508,      3300,1997JJ00,5.5,5.2,,110.5,108.9,3.5,5668.0,5.5,5.2,,,2.8,5671.0
3509,      3300,1998MM01,9.7,9.0,,,,,,9.7,9.0,,,,
3510,      3300,1998MM02,7.5,6.3,,,,,,7.5,6.3,,,,
3511,      3300,1998MM03,6.7,5.2,,,,,,6.7,5.2,,,,
3512,      3300,1998KW01,7.9,6.8,,,,,,7.9,6.8,,,,
3513,      3300,1998MM04,11.8,9.5,,,,,,11.8,9.5,,,,
3514,      3300,1998MM05,5.5,3.8,,,,,,5.5,3.8,,,,
3515,      3300,1998MM06,6.2,4.5,,,,,,6.0,4.3,,,,
3516,      3300,1998KW02,7.8,5.9,,,,,,7.7,5.8,,,,
3517,      3300,1998MM07,16.8,14.8,,,,,,16.8,14.8,,,,
3518,      3300,1998MM08,11.0,9.2,,,,,,11.0,9.2,,,,
3519,      3300,1998MM09,10.6,7.6,,,,,,10.6,7.6,,,,
3520,      3300,1998KW03,12.9,10.7,,,,,,12.9,10.7,,,,
3521,      3300,1998MM10,12.0,9.5,,,,,,12.2,9.7,,,,
3522,      3300,1998MM11,10.6,7.2,,,,,,10.6,7.2,,,,
3523,      3300,1998MM12,12.6,10.1,,,,,,12.3,9.9,,,,
3524,      3300,1998KW04,11.7,9.0,,,,,,11.7,9.0,,,,
3525,      3300,1998JJ00,10.1,8.1,,121.7,117.8,3.6,6243.0,10.1,8.1,,,2.9,6245.0
3526,      3300,1999MM01,7.2,6.4,,,,,,7.2,6.4,,,,
3527,      3300,1999MM02,9.0,9.3,,,,,,9.0,9.3,,,,
3528,      3300,1999MM03,13.3,12.3,,,,,,13.3,12.3,,,,
3529,      3300,1999KW01,9.9,9.4,,,,,,9.9,9.4,,,,
3530,      3300,1999MM04,4.8,4.0,,,,,,4.8,4.0,,,,
3531,      3300,1999MM05,4.6,2.6,,,,,,4.6,2.6,,,,
3532,      3300,1999MM06,7.2,5.4,,,,,,7.2,5.4,,,,
3533,      3300,1999KW02,5.6,4.0,,,,,,5.5,4.0,,,,
3534,      3300,1999MM07,-0.5,-2.6,,,,,,-0.5,-2.6,,,,
3535,      3300,1999MM08,6.7,4.0,,,,,,6.7,4.0,,,,
3536,      3300,1999MM09,4.5,3.2,,,,,,4.5,3.2,,,,
3537,      3300,1999KW03,3.3,1.2,,,,,,3.3,1.2,,,,
3538,      3300,1999MM10,0.9,-0.2,,,,,,0.9,-0.2,,,,
3539,      3300,1999MM11,6.7,5.3,,,,,,6.7,5.3,,,,
3540,      3300,1999MM12,7.5,5.9,,,,,,7.5,5.9,,,,
3541,      3300,1999KW04,5.1,3.8,,,,,,5.1,3.8,,,,
3542,      3300,1999JJ00,5.9,4.5,,128.9,123.1,3.6,6610.0,5.9,4.5,,,2.9,6612.0
3543,      3300,2000MM01,9.1,6.9,,,,,,9.1,6.9,,,,
3544,      3300,2000MM02,9.2,6.0,,,,,,9.2,6.0,,,,
3545,      3300,2000MM03,6.1,4.5,,,,,,6.1,4.3,,,,
3546,      3300,2000KW01,8.0,5.8,,,,,,8.0,5.7,,,,
3547,      3300,2000MM04,4.4,3.3,,,,,,4.4,3.3,,,,
3548,      3300,2000MM05,9.0,7.9,,,,,,9.0,7.9,,,,
3549,      3300,2000MM06,0.5,-0.7,,,,,,0.7,-0.5,,,,
3550,      3300,2000KW02,4.6,3.4,,,,,,4.6,3.5,,,,
3551,      3300,2000MM07,4.1,2.9,,,,,,4.1,2.9,,,,
3552,      3300,2000MM08,11.2,9.7,,,,,,11.2,9.7,,,,
3553,      3300,2000MM09,6.4,4.4,,,,,,6.4,4.4,,,,
3554,      3300,2000KW03,7.0,5.4,,,,,,7.0,5.4,,,,
3555,      3300,2000MM10,4.3,2.1,,,,,,4.3,2.1,,,,
3556,      3300,2000MM11,10.6,8.2,,,,,,10.6,8.2,,,,
3557,      3300,2000MM12,5.3,2.8,,,,,,5.5,3.0,,,,
3558,      3300,2000KW04,6.7,4.3,,,,,,6.8,4.4,,,,
3559,      3300,2000JJ00,6.6,4.7,,137.4,128.9,3.6,7045.0,6.6,4.7,,,2.9,7049.0
3560,      3300,2001MM01,7.8,2.8,,,,,,7.8,2.8,,,,
3561,      3300,2001MM02,0.0,-5.1,,,,,,0.0,-5.1,,,,
3562,      3300,2001MM03,7.7,1.9,,,,,,7.7,1.9,,,,
3563,      3300,2001KW01,5.3,0.0,,,,,,5.3,0.0,,,,
3564,      3300,2001MM04,4.7,-0.9,,,,,,4.7,-0.9,,,,
3565,      3300,2001MM05,8.5,3.9,,,,,,8.5,3.9,,,,
3566,      3300,2001MM06,7.2,2.5,,,,,,7.0,2.3,,,,
3567,      3300,2001KW02,6.8,1.8,,,,,,6.7,1.8,,,,
3568,      3300,2001MM07,2.7,-1.9,,,,,,2.7,-1.9,,,,
3569,      3300,2001MM08,4.2,-0.4,,,,,,4.2,-0.4,,,,
3570,      3300,2001MM09,2.5,-1.1,,,,,,2.5,-1.1,,,,
3571,      3300,2001KW03,3.1,-1.1,,,,,,3.1,-1.1,,,,
3572,      3300,2001MM10,12.5,9.0,,,,,,12.5,9.0,,,,
3573,      3300,2001MM11,6.4,3.0,,,,,,6.4,3.0,,,,
3574,      3300,2001MM12,0.0,-3.6,,,,,,-0.1,-3.7,,,,
3575,      3300,2001KW04,6.0,2.4,,,,,,5.9,2.4,,,,
3576,      3300,2001JJ00,5.3,0.8,,144.6,130.0,3.5,7419.0,5.3,0.8,,,2.8,7421.0
3577,      3300,2002MM01,4.4,1.6,,,,,,4.4,1.6,,,,
3578,      3300,2002MM02,3.7,1.1,,,,,,3.7,1.1,,,,
3579,      3300,2002MM03,-4.7,-6.8,,,,,,-4.7,-6.8,,,,
3580,      3300,2002KW01,0.8,-1.6,,,,,,0.8,-1.6,,,,
3581,      3300,2002MM04,0.5,-2.0,,,,,,0.7,-1.8,,,,
3582,      3300,2002MM05,0.8,-2.1,,,,,,0.8,-2.1,,,,
3583,      3300,2002MM06,-3.0,-5.7,,,,,,-3.2,-5.9,,,,
3584,      3300,2002KW02,-0.6,-3.3,,,,,,-0.6,-3.3,,,,
3585,      3300,2002MM07,2.0,-0.3,,,,,,2.0,-0.3,,,,
3586,      3300,2002MM08,-2.4,-4.7,,,,,,-2.4,-4.7,,,,
3587,      3300,2002MM09,-4.5,-6.9,,,,,,-4.5,-6.9,,,,
3588,      3300,2002KW03,-1.6,-3.9,,,,,,-1.6,-3.9,,,,
3589,      3300,2002MM10,-6.8,-9.4,,,,,,-6.8,-9.4,,,,
3590,      3300,2002MM11,-8.0,-10.0,,,,,,-8.0,-10.0,,,,
3591,      3300,2002MM12,-5.6,-7.7,,,,,,-5.8,-7.8,,,,
3592,      3300,2002KW04,-6.8,-9.0,,,,,,-6.9,-9.1,,,,
3593,      3300,2002JJ00,-2.2,-4.6,,141.5,124.0,3.3,7255.0,-2.2,-4.6,,,2.6,7256.0
3594,      3300,2003MM01,-0.5,-2.7,,,,,,-0.5,-2.7,,,,
3595,      3300,2003MM02,-0.7,-2.3,,,,,,-0.7,-2.3,,,,
3596,      3300,2003MM03,-5.4,-7.3,,,,,,-5.4,-7.3,,,,
3597,      3300,2003KW01,-2.3,-4.1,,,,,,-2.3,-4.1,,,,
3598,      3300,2003MM04,-2.7,-5.0,,,,,,-2.8,-5.0,,,,
3599,      3300,2003MM05,-6.1,-7.6,,,,,,-6.1,-7.7,,,,
3600,      3300,2003MM06,-11.6,-12.7,,,,,,-11.6,-12.7,,,,
3601,      3300,2003KW02,-6.7,-8.4,,,,,,-6.8,-8.4,,,,
3602,      3300,2003MM07,-9.5,-10.4,,,,,,-9.5,-10.4,,,,
3603,      3300,2003MM08,-12.1,-13.0,,,,,,-12.1,-13.0,,,,
3604,      3300,2003MM09,-5.9,-6.0,,,,,,-5.9,-6.0,,,,
3605,      3300,2003KW03,-9.2,-9.8,,,,,,-9.2,-9.8,,,,
3606,      3300,2003MM10,-8.6,-8.8,,,,,,-8.6,-8.8,,,,
3607,      3300,2003MM11,-13.1,-13.7,,,,,,-13.1,-13.7,,,,
3608,      3300,2003MM12,-9.6,-9.4,,,,,,-9.6,-9.4,,,,
3609,      3300,2003KW04,-10.4,-10.6,,,,,,-10.4,-10.6,,,,
3610,      3300,2003JJ00,-7.2,-8.2,,131.3,113.8,3.0,6735.0,-7.2,-8.2,,,2.4,6735.0
3611,      3300,2004MM01,-6.4,-7.0,,,,,,-6.4,-7.0,,,,
3612,      3300,2004MM02,-8.6,-8.7,,,,,,-8.6,-8.7,,,,
3613,      3300,2004MM03,-0.4,-0.6,,,,,,-0.4,-0.6,,,,
3614,      3300,2004KW01,-5.1,-5.4,,,,,,-5.1,-5.4,,,,
3615,      3300,2004MM04,-6.5,-6.8,,,,,,-6.5,-6.8,,,,
3616,      3300,2004MM05,-10.5,-10.7,,,,,,-10.5,-10.7,,,,
3617,      3300,2004MM06,1.8,2.1,,,,,,1.8,2.1,,,,
3618,      3300,2004KW02,-5.4,-5.5,,,,,,-5.4,-5.5,,,,
3619,      3300,2004MM07,0.7,0.6,,,,,,0.7,0.6,,,,
3620,      3300,2004MM08,-3.9,-4.2,,,,,,-3.9,-4.2,,,,
3621,      3300,2004MM09,-2.1,-2.5,,,,,,-2.1,-2.5,,,,
3622,      3300,2004KW03,-1.6,-1.9,,,,,,-1.6,-1.9,,,,
3623,      3300,2004MM10,-6.5,-6.7,,,,,,-6.5,-6.7,,,,
3624,      3300,2004MM11,0.9,0.6,,,,,,0.9,0.6,,,,
3625,      3300,2004MM12,-0.3,-0.2,,,,,,-0.3,-0.2,,,,
3626,      3300,2004KW04,-2.0,-2.1,,,,,,-2.0,-2.1,,,,
3627,      3300,2004JJ00,-3.6,-3.8,,,,2.9,6495.0,-3.6,-3.8,,,2.2,6495.0
3628,      3300,2005MM01,-5.6,-5.7,,,,,,,,,,,
3629,      3300,2005MM02,-2.9,-3.1,,,,,,,,,,,
3630,      3300,2005MM03,-4.4,-4.9,,,,,,,,,,,
3631,      3300,2005KW01,-4.3,-4.6,,,,,,,,,,,
3632,      3300,2005MM04,-2.9,-3.5,,,,,,,,,,,
3633,      3300,2005MM05,-2.5,-2.9,,,,,,,,,,,
3634,      3300,2005MM06,-2.4,-3.1,,,,,,,,,,,
3635,      3300,2005KW02,-2.6,-3.2,,,,,,,,,,,
3636,      3300,2005MM07,-4.1,-4.7,,,,,,,,,,,
3637,      3300,2005MM08,7.3,6.8,,,,,,,,,,,
3638,      3300,2005MM09,2.7,1.5,,,,,,,,,,,
3639,      3300,2005KW03,1.6,0.8,,,,,,,,,,,
3640,      3400,1995MM01,,,,,,,,,,,,,
3641,      3400,1995MM02,,,,,,,,,,,,,
3642,      3400,1995MM03,,,,,,,,,,,,,
3643,      3400,1995KW01,,,,,,,,,,,,,
3644,      3400,1995MM04,,,,,,,,,,,,,
3645,      3400,1995MM05,,,,,,,,,,,,,
3646,      3400,1995MM06,,,,,,,,,,,,,
3647,      3400,1995KW02,,,,,,,,,,,,,
3648,      3400,1995MM07,,,,,,,,,,,,,
3649,      3400,1995MM08,,,,,,,,,,,,,
3650,      3400,1995MM09,,,,,,,,,,,,,
3651,      3400,1995KW03,,,,,,,,,,,,,
3652,      3400,1995MM10,,,,,,,,,,,,,
3653,      3400,1995MM11,,,,,,,,,,,,,
3654,      3400,1995MM12,,,,,,,,,,,,,
3655,      3400,1995KW04,,,,,,,,,,,,,
3656,      3400,1995JJ00,1.5,4.5,,100.0,100.0,2.5,3648.0,,,100.0,100.0,2.0,3657.0
3657,      3400,1996MM01,2.9,5.8,,,,,,2.8,5.8,,,,
3658,      3400,1996MM02,4.2,7.3,,,,,,4.2,7.3,,,,
3659,      3400,1996MM03,-2.4,1.4,,,,,,-2.4,1.4,,,,
3660,      3400,1996KW01,1.5,4.8,,,,,,1.5,4.8,,,,
3661,      3400,1996MM04,-1.6,1.2,,,,,,-1.2,1.6,,,,
3662,      3400,1996MM05,9.8,12.4,,,,,,9.7,12.4,,,,
3663,      3400,1996MM06,-1.6,1.3,,,,,,-1.6,1.3,,,,
3664,      3400,1996KW02,2.1,4.9,,,,,,2.2,5.0,,,,
3665,      3400,1996MM07,6.3,10.2,,,,,,6.2,10.2,,,,
3666,      3400,1996MM08,3.6,6.1,,,,,,3.9,6.5,,,,
3667,      3400,1996MM09,-4.6,-1.5,,,,,,-4.6,-1.5,,,,
3668,      3400,1996KW03,1.6,4.8,,,,,,1.7,4.9,,,,
3669,      3400,1996MM10,1.7,5.9,,,,,,1.7,5.9,,,,
3670,      3400,1996MM11,0.0,3.1,,,,,,0.0,3.1,,,,
3671,      3400,1996MM12,-2.7,-0.2,,,,,,-2.4,0.0,,,,
3672,      3400,1996KW04,-0.6,2.5,,,,,,-0.5,2.6,,,,
3673,      3400,1996JJ00,1.1,4.2,,101.1,104.2,2.4,3687.0,1.1,4.2,,,1.9,3699.0
3674,      3400,1997MM01,0.6,2.8,,,,,,0.9,3.1,,,,
3675,      3400,1997MM02,-2.2,-0.4,,,,,,-2.2,-0.4,,,,
3676,      3400,1997MM03,1.1,3.2,,,,,,1.8,3.9,,,,
3677,      3400,1997KW01,-0.1,2.0,,,,,,0.2,2.3,,,,
3678,      3400,1997MM04,8.5,10.2,,,,,,8.4,10.1,,,,
3679,      3400,1997MM05,4.5,6.2,,,,,,4.8,6.5,,,,
3680,      3400,1997MM06,2.6,3.6,,,,,,2.6,3.6,,,,
3681,      3400,1997KW02,5.0,6.4,,,,,,5.1,6.5,,,,
3682,      3400,1997MM07,8.7,9.5,,,,,,8.3,9.2,,,,
3683,      3400,1997MM08,-0.6,0.9,,,,,,0.0,1.6,,,,
3684,      3400,1997MM09,9.3,9.9,,,,,,9.6,10.2,,,,
3685,      3400,1997KW03,5.8,6.8,,,,,,5.9,7.0,,,,
3686,      3400,1997MM10,11.3,11.5,,,,,,11.3,11.5,,,,
3687,      3400,1997MM11,1.9,1.6,,,,,,1.9,1.5,,,,
3688,      3400,1997MM12,12.1,11.6,,,,,,12.3,11.8,,,,
3689,      3400,1997KW04,8.6,8.4,,,,,,8.7,8.5,,,,
3690,      3400,1997JJ00,5.0,6.0,,106.1,110.4,2.4,3870.0,5.1,6.2,,,1.9,3889.0
3691,      3400,1998MM01,4.3,7.1,,,,,,4.3,7.1,,,,
3692,      3400,1998MM02,5.2,9.4,,,,,,4.8,9.0,,,,
3693,      3400,1998MM03,9.8,12.5,,,,,,9.7,12.4,,,,
3694,      3400,1998KW01,6.4,9.6,,,,,,6.2,9.4,,,,
3695,      3400,1998MM04,10.0,13.4,,,,,,10.0,13.3,,,,
3696,      3400,1998MM05,5.6,9.2,,,,,,5.5,9.2,,,,
3697,      3400,1998MM06,16.5,20.3,,,,,,16.4,20.2,,,,
3698,      3400,1998KW02,10.7,14.4,,,,,,10.7,14.3,,,,
3699,      3400,1998MM07,11.4,14.5,,,,,,11.4,14.5,,,,
3700,      3400,1998MM08,11.6,15.4,,,,,,11.5,15.3,,,,
3701,      3400,1998MM09,9.1,11.4,,,,,,9.0,11.3,,,,
3702,      3400,1998KW03,10.7,13.7,,,,,,10.6,13.7,,,,
3703,      3400,1998MM10,11.1,16.0,,,,,,11.1,16.0,,,,
3704,      3400,1998MM11,3.7,7.4,,,,,,3.7,7.4,,,,
3705,      3400,1998MM12,5.2,7.8,,,,,,5.1,7.8,,,,
3706,      3400,1998KW04,6.5,10.1,,,,,,6.5,10.1,,,,
3707,      3400,1998JJ00,8.5,11.9,,115.1,123.6,2.4,4200.0,8.5,11.8,,,2.0,4218.0
3708,      3400,1999MM01,5.0,5.7,,,,,,5.3,5.9,,,,
3709,      3400,1999MM02,11.7,13.8,,,,,,11.7,13.8,,,,
3710,      3400,1999MM03,10.8,13.4,,,,,,10.7,13.3,,,,
3711,      3400,1999KW01,9.0,10.7,,,,,,9.0,10.8,,,,
3712,      3400,1999MM04,7.8,9.5,,,,,,7.7,9.1,,,,
3713,      3400,1999MM05,3.4,5.6,,,,,,3.4,5.6,,,,
3714,      3400,1999MM06,3.3,5.2,,,,,,3.3,5.2,,,,
3715,      3400,1999KW02,4.7,6.6,,,,,,4.7,6.5,,,,
3716,      3400,1999MM07,1.0,1.5,,,,,,1.3,1.8,,,,
3717,      3400,1999MM08,4.2,4.2,,,,,,4.2,4.2,,,,
3718,      3400,1999MM09,6.2,7.3,,,,,,6.4,7.5,,,,
3719,      3400,1999KW03,3.8,4.3,,,,,,3.9,4.5,,,,
3720,      3400,1999MM10,0.0,3.3,,,,,,0.0,3.3,,,,
3721,      3400,1999MM11,9.8,14.2,,,,,,9.8,14.2,,,,
3722,      3400,1999MM12,4.3,8.7,,,,,,4.2,8.9,,,,
3723,      3400,1999KW04,4.5,8.6,,,,,,4.5,8.7,,,,
3724,      3400,1999JJ00,5.4,7.5,,121.3,132.8,2.4,4425.0,5.4,7.5,,,1.9,4446.0
3725,      3400,2000MM01,20.2,23.3,,,,,,20.0,23.1,,,,
3726,      3400,2000MM02,24.1,24.9,,,,,,24.1,24.9,,,,
3727,      3400,2000MM03,19.5,20.7,,,,,,19.3,20.5,,,,
3728,      3400,2000KW01,21.2,22.9,,,,,,21.0,22.8,,,,
3729,      3400,2000MM04,12.9,14.2,,,,,,12.8,14.5,,,,
3730,      3400,2000MM05,24.3,24.5,,,,,,24.2,24.3,,,,
3731,      3400,2000MM06,16.6,15.7,,,,,,16.6,15.7,,,,
3732,      3400,2000KW02,18.0,18.1,,,,,,17.9,18.1,,,,
3733,      3400,2000MM07,18.7,20.5,,,,,,18.7,20.4,,,,
3734,      3400,2000MM08,13.2,15.1,,,,,,13.1,14.9,,,,
3735,      3400,2000MM09,12.9,14.6,,,,,,12.8,14.5,,,,
3736,      3400,2000KW03,15.0,16.7,,,,,,14.9,16.6,,,,
3737,      3400,2000MM10,10.8,8.4,,,,,,10.8,8.4,,,,
3738,      3400,2000MM11,21.4,19.8,,,,,,21.4,19.8,,,,
3739,      3400,2000MM12,18.2,16.8,,,,,,18.1,16.5,,,,
3740,      3400,2000KW04,17.0,15.2,,,,,,16.9,15.1,,,,
3741,      3400,2000JJ00,17.6,18.0,,142.7,156.8,2.6,5206.0,17.6,17.9,,,2.1,5227.0
3742,      3400,2001MM01,9.3,7.5,,,,,,9.3,7.2,,,,
3743,      3400,2001MM02,-0.5,-1.8,,,,,,-0.5,-1.8,,,,
3744,      3400,2001MM03,7.2,3.8,,,,,,7.1,3.8,,,,
3745,      3400,2001KW01,5.5,3.3,,,,,,5.5,3.2,,,,
3746,      3400,2001MM04,9.7,7.5,,,,,,9.7,7.2,,,,
3747,      3400,2001MM05,-1.7,-3.2,,,,,,-1.7,-3.1,,,,
3748,      3400,2001MM06,1.1,-0.7,,,,,,1.1,-0.7,,,,
3749,      3400,2001KW02,2.7,0.9,,,,,,2.7,0.8,,,,
3750,      3400,2001MM07,0.2,-3.0,,,,,,0.2,-3.0,,,,
3751,      3400,2001MM08,9.5,6.7,,,,,,9.5,6.6,,,,
3752,      3400,2001MM09,4.9,1.8,,,,,,4.7,1.8,,,,
3753,      3400,2001KW03,4.7,1.6,,,,,,4.6,1.6,,,,
3754,      3400,2001MM10,5.8,4.8,,,,,,5.8,4.8,,,,
3755,      3400,2001MM11,1.8,0.0,,,,,,1.8,0.0,,,,
3756,      3400,2001MM12,5.2,2.6,,,,,,5.2,2.6,,,,
3757,      3400,2001KW04,4.3,2.4,,,,,,4.3,2.4,,,,
3758,      3400,2001JJ00,4.3,2.1,,148.9,160.0,2.6,5431.0,4.3,2.0,,,2.1,5451.0
3759,      3400,2002MM01,5.5,7.1,,,,,,5.3,6.8,,,,
3760,      3400,2002MM02,1.0,2.6,,,,,,1.3,2.6,,,,
3761,      3400,2002MM03,-4.7,-3.4,,,,,,-4.7,-3.1,,,,
3762,      3400,2002KW01,0.7,2.1,,,,,,0.7,2.1,,,,
3763,      3400,2002MM04,-2.0,-0.8,,,,,,-2.0,-0.8,,,,
3764,      3400,2002MM05,7.4,10.1,,,,,,7.3,9.8,,,,
3765,      3400,2002MM06,0.9,2.3,,,,,,0.9,2.7,,,,
3766,      3400,2002KW02,2.1,3.9,,,,,,2.1,3.9,,,,
3767,      3400,2002MM07,6.4,9.1,,,,,,6.4,9.1,,,,
3768,      3400,2002MM08,3.5,7.6,,,,,,3.5,7.4,,,,
3769,      3400,2002MM09,1.1,6.5,,,,,,1.1,6.4,,,,
3770,      3400,2002KW03,3.7,7.8,,,,,,3.6,7.6,,,,
3771,      3400,2002MM10,3.5,7.3,,,,,,3.5,7.5,,,,
3772,      3400,2002MM11,0.2,4.8,,,,,,0.4,4.6,,,,
3773,      3400,2002MM12,-1.0,3.9,,,,,,-1.0,3.9,,,,
3774,      3400,2002KW04,0.7,5.2,,,,,,0.7,5.1,,,,
3775,      3400,2002JJ00,1.8,4.8,,151.5,167.7,2.5,5527.0,1.8,4.8,,,2.0,5547.0
3776,      3400,2003MM01,2.2,6.6,,,,,,2.2,6.8,,,,
3777,      3400,2003MM02,6.6,10.0,,,,,,6.9,9.7,,,,
3778,      3400,2003MM03,-3.3,2.2,,,,,,-3.5,1.4,,,,
3779,      3400,2003KW01,1.8,6.2,,,,,,1.7,5.9,,,,
3780,      3400,2003MM04,0.8,5.3,,,,,,1.0,5.8,,,,
3781,      3400,2003MM05,1.4,4.4,,,,,,1.6,4.6,,,,
3782,      3400,2003MM06,-5.2,-1.4,,,,,,-4.9,-1.4,,,,
3783,      3400,2003KW02,-1.1,2.6,,,,,,-0.9,2.9,,,,
3784,      3400,2003MM07,-6.4,-3.0,,,,,,-6.4,-3.0,,,,
3785,      3400,2003MM08,-8.8,-5.6,,,,,,-8.8,-5.4,,,,
3786,      3400,2003MM09,-6.8,-3.1,,,,,,-6.7,-2.9,,,,
3787,      3400,2003KW03,-7.3,-3.9,,,,,,-7.3,-3.8,,,,
3788,      3400,2003MM10,-3.0,1.3,,,,,,-2.5,1.6,,,,
3789,      3400,2003MM11,-6.1,-2.4,,,,,,-6.5,-2.1,,,,
3790,      3400,2003MM12,-5.6,-0.5,,,,,,-5.6,-0.6,,,,
3791,      3400,2003KW04,-5.0,-0.5,,,,,,-5.0,-0.5,,,,
3792,      3400,2003JJ00,-3.1,0.9,,146.8,169.2,2.4,5355.0,-3.0,0.9,,,1.9,5379.0
3793,      3400,2004MM01,-5.2,2.4,,,,,,-5.2,2.4,,,,
3794,      3400,2004MM02,-6.2,2.0,,,,,,-6.1,2.0,,,,
3795,      3400,2004MM03,-1.8,6.0,,,,,,-1.8,6.0,,,,
3796,      3400,2004KW01,-4.5,3.4,,,,,,-4.4,3.4,,,,
3797,      3400,2004MM04,-6.5,1.1,,,,,,-6.5,1.1,,,,
3798,      3400,2004MM05,-10.5,-2.5,,,,,,-10.5,-2.5,,,,
3799,      3400,2004MM06,5.3,13.9,,,,,,5.4,13.8,,,,
3800,      3400,2004KW02,-3.9,4.2,,,,,,-3.9,4.2,,,,
3801,      3400,2004MM07,-4.3,3.6,,,,,,-4.2,3.6,,,,
3802,      3400,2004MM08,-8.3,-1.7,,,,,,-8.3,-1.6,,,,
3803,      3400,2004MM09,-8.8,-2.3,,,,,,-8.8,-2.3,,,,
3804,      3400,2004KW03,-7.1,-0.1,,,,,,-7.0,-0.1,,,,
3805,      3400,2004MM10,-11.0,-4.6,,,,,,-11.0,-4.6,,,,
3806,      3400,2004MM11,-9.8,-3.2,,,,,,-9.8,-3.2,,,,
3807,      3400,2004MM12,-7.0,0.0,,,,,,-7.0,0.0,,,,
3808,      3400,2004KW04,-9.1,-2.3,,,,,,-9.0,-2.3,,,,
