ID,Geslacht,Leeftijden,TypeZorg,Stedelijkheid,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
406,0,0, 9,4,2004JJ00,62200,2.55,7051,113,2.89
407,0,0, 9,4,2005JJ00,52755,2.19,5353,101,2.22
408,0,0, 9,4,2006JJ00,52820,2.17,5650,107,2.32
409,0,0, 9,4,2007JJ00,67075,2.44,7173,107,2.61
410,0,0, 9,4,2008JJ00,72860,2.6,8117,111,2.9
411,0,0, 9,4,2009JJ00,75060,2.69,8673,116,3.1
412,0,0, 9,4,2010JJ00,81105,2.86,9404,116,3.31
413,0,0, 9,5,2004JJ00,58230,2.4,7528,129,3.1
414,0,0, 9,5,2005JJ00,52260,2.16,6181,118,2.55
415,0,0, 9,5,2006JJ00,50625,2.13,6162,122,2.59
416,0,0, 9,5,2007JJ00,40170,2.57,5585,139,3.57
417,0,0, 9,5,2008JJ00,42325,2.74,5724,135,3.7
418,0,0, 9,5,2009JJ00,44250,2.83,5917,134,3.78
419,0,0, 9,5,2010JJ00,44225,2.95,5734,130,3.83
420,0,0,10,0,2004JJ00,279410,2.19,12310,44,0.97
421,0,0,10,0,2005JJ00,280030,2.19,10931,39,0.86
422,0,0,10,0,2006JJ00,284725,2.22,11333,40,0.88
423,0,0,10,0,2007JJ00,265615,2.07,10475,39,0.82
424,0,0,10,0,2008JJ00,231525,1.79,7846,34,0.61
425,0,0,10,0,2009JJ00,198475,1.52,6423,32,0.49
426,0,0,10,0,2010JJ00,184745,1.41,5960,32,0.45
427,0,0,10,1,2004JJ00,54865,2.2,2420,44,0.97
428,0,0,10,1,2005JJ00,54510,2.2,2345,43,0.95
429,0,0,10,1,2006JJ00,55380,2.24,2326,42,0.94
430,0,0,10,1,2007JJ00,46265,2.01,1948,42,0.84
431,0,0,10,1,2008JJ00,38485,1.64,1391,36,0.59
432,0,0,10,1,2009JJ00,31975,1.27,1145,36,0.45
433,0,0,10,1,2010JJ00,28925,1.12,1073,37,0.42
434,0,0,10,2,2004JJ00,71545,2.41,3165,44,1.07
435,0,0,10,2,2005JJ00,71825,2.38,2794,39,0.93
436,0,0,10,2,2006JJ00,74385,2.42,2964,40,0.97
437,0,0,10,2,2007JJ00,74790,2.05,2860,38,0.78
438,0,0,10,2,2008JJ00,67370,1.79,2183,32,0.58
439,0,0,10,2,2009JJ00,56755,1.54,1712,30,0.46
440,0,0,10,2,2010JJ00,51775,1.41,1548,30,0.42
441,0,0,10,3,2004JJ00,49720,2.06,2168,44,0.9
442,0,0,10,3,2005JJ00,50575,2.07,1884,37,0.77
443,0,0,10,3,2006JJ00,51705,2.11,1989,38,0.81
444,0,0,10,3,2007JJ00,50550,1.98,2006,40,0.79
445,0,0,10,3,2008JJ00,43690,1.74,1492,34,0.6
446,0,0,10,3,2009JJ00,37760,1.52,1227,32,0.49
447,0,0,10,3,2010JJ00,36010,1.42,1142,32,0.45
448,0,0,10,4,2004JJ00,51870,2.13,2297,44,0.94
449,0,0,10,4,2005JJ00,51565,2.14,1945,38,0.81
450,0,0,10,4,2006JJ00,52540,2.16,2083,40,0.86
451,0,0,10,4,2007JJ00,58755,2.13,2235,38,0.81
452,0,0,10,4,2008JJ00,51815,1.85,1718,33,0.61
453,0,0,10,4,2009JJ00,44995,1.61,1439,32,0.51
454,0,0,10,4,2010JJ00,43555,1.53,1397,32,0.49
455,0,0,10,5,2004JJ00,51400,2.12,2260,44,0.93
456,0,0,10,5,2005JJ00,51560,2.13,1962,38,0.81
457,0,0,10,5,2006JJ00,50720,2.13,1970,39,0.83
458,0,0,10,5,2007JJ00,35255,2.25,1426,40,0.91
459,0,0,10,5,2008JJ00,30165,1.95,1062,35,0.69
460,0,0,10,5,2009JJ00,26995,1.73,901,33,0.58
461,0,0,10,5,2010JJ00,24475,1.63,800,33,0.53
462,0,1, 0,0,2004JJ00,126765,1.23,13161,104,1.27
463,0,1, 0,0,2005JJ00,115750,1.12,12365,107,1.2
464,0,1, 0,0,2006JJ00,115450,1.12,12533,109,1.21
465,0,1, 0,0,2007JJ00,113625,1.1,12364,109,1.2
466,0,1, 0,0,2008JJ00,115645,1.11,12721,110,1.23
467,0,1, 0,0,2009JJ00,113045,1.09,13142,116,1.26
468,0,1, 0,0,2010JJ00,116400,1.12,14000,120,1.34
469,0,1, 0,1,2004JJ00,25145,1.23,2801,111,1.37
470,0,1, 0,1,2005JJ00,24190,1.19,2727,113,1.34
471,0,1, 0,1,2006JJ00,24315,1.2,2803,115,1.38
472,0,1, 0,1,2007JJ00,21715,1.14,2503,115,1.31
473,0,1, 0,1,2008JJ00,21690,1.12,2558,118,1.32
474,0,1, 0,1,2009JJ00,22715,1.09,2752,121,1.32
475,0,1, 0,1,2010JJ00,24130,1.13,3082,128,1.44
476,0,1, 0,2,2004JJ00,31585,1.34,3282,104,1.39
477,0,1, 0,2,2005JJ00,29550,1.23,3187,108,1.33
478,0,1, 0,2,2006JJ00,30020,1.23,3319,111,1.36
479,0,1, 0,2,2007JJ00,33980,1.15,3655,108,1.24
480,0,1, 0,2,2008JJ00,35740,1.18,3847,108,1.27
481,0,1, 0,2,2009JJ00,34105,1.15,3878,114,1.31
482,0,1, 0,2,2010JJ00,34670,1.18,4081,118,1.39
483,0,1, 0,3,2004JJ00,25115,1.27,2589,103,1.31
484,0,1, 0,3,2005JJ00,22765,1.14,2412,106,1.21
485,0,1, 0,3,2006JJ00,22765,1.14,2439,107,1.22
486,0,1, 0,3,2007JJ00,22430,1.1,2453,109,1.2
487,0,1, 0,3,2008JJ00,22090,1.11,2447,111,1.23
488,0,1, 0,3,2009JJ00,21270,1.09,2525,119,1.29
489,0,1, 0,3,2010JJ00,22170,1.11,2697,122,1.35
490,0,1, 0,4,2004JJ00,23705,1.2,2361,100,1.19
491,0,1, 0,4,2005JJ00,20780,1.07,2171,104,1.11
492,0,1, 0,4,2006JJ00,20560,1.05,2171,106,1.11
493,0,1, 0,4,2007JJ00,22505,1.04,2352,105,1.08
494,0,1, 0,4,2008JJ00,23220,1.06,2458,106,1.12
495,0,1, 0,4,2009JJ00,22555,1.04,2579,114,1.18
496,0,1, 0,4,2010JJ00,23340,1.06,2744,118,1.25
497,0,1, 0,5,2004JJ00,21210,1.08,2128,100,1.08
498,0,1, 0,5,2005JJ00,18455,0.94,1868,101,0.95
499,0,1, 0,5,2006JJ00,17785,0.93,1801,101,0.94
500,0,1, 0,5,2007JJ00,12995,1.05,1401,108,1.13
501,0,1, 0,5,2008JJ00,12910,1.06,1410,109,1.16
502,0,1, 0,5,2009JJ00,12405,1.02,1408,113,1.15
503,0,1, 0,5,2010JJ00,12090,1.04,1396,115,1.21
504,0,1, 1,0,2004JJ00,35795,0.35,3020,84,0.29
505,0,1, 1,0,2005JJ00,46900,0.45,4746,101,0.46
506,0,1, 1,0,2006JJ00,50020,0.48,5164,103,0.5
507,0,1, 1,0,2007JJ00,49930,0.48,5235,105,0.51
508,0,1, 1,0,2008JJ00,51180,0.49,5469,107,0.53
509,0,1, 1,0,2009JJ00,53320,0.51,5968,112,0.57
510,0,1, 1,0,2010JJ00,57000,0.55,6540,115,0.63
511,0,1, 1,1,2004JJ00,6370,0.31,537,84,0.26
512,0,1, 1,1,2005JJ00,9965,0.49,1030,103,0.5
513,0,1, 1,1,2006JJ00,11515,0.57,1205,105,0.59
514,0,1, 1,1,2007JJ00,10805,0.57,1133,105,0.59
515,0,1, 1,1,2008JJ00,11270,0.58,1155,102,0.6
516,0,1, 1,1,2009JJ00,12665,0.61,1340,106,0.64
517,0,1, 1,1,2010JJ00,13895,0.65,1519,109,0.71
518,0,1, 1,2,2004JJ00,9305,0.39,762,82,0.32
519,0,1, 1,2,2005JJ00,12485,0.52,1227,98,0.51
520,0,1, 1,2,2006JJ00,13590,0.56,1361,100,0.56
521,0,1, 1,2,2007JJ00,15305,0.52,1558,102,0.53
522,0,1, 1,2,2008JJ00,16060,0.53,1691,105,0.56
523,0,1, 1,2,2009JJ00,16445,0.56,1816,110,0.61
524,0,1, 1,2,2010JJ00,17425,0.59,1994,114,0.68
525,0,1, 1,3,2004JJ00,7725,0.39,659,85,0.33
526,0,1, 1,3,2005JJ00,9735,0.49,983,101,0.49
527,0,1, 1,3,2006JJ00,10030,0.5,1037,103,0.52
528,0,1, 1,3,2007JJ00,9990,0.49,1047,105,0.51
529,0,1, 1,3,2008JJ00,9900,0.5,1064,108,0.54
530,0,1, 1,3,2009JJ00,9870,0.5,1129,114,0.58
531,0,1, 1,3,2010JJ00,10750,0.54,1235,115,0.62
532,0,1, 1,4,2004JJ00,6645,0.34,545,82,0.28
533,0,1, 1,4,2005JJ00,8050,0.41,811,101,0.42
534,0,1, 1,4,2006JJ00,8380,0.43,872,104,0.45
535,0,1, 1,4,2007JJ00,8920,0.41,974,109,0.45
536,0,1, 1,4,2008JJ00,9075,0.41,1014,112,0.46
537,0,1, 1,4,2009JJ00,9375,0.43,1103,118,0.51
538,0,1, 1,4,2010JJ00,9865,0.45,1199,122,0.55
539,0,1, 1,5,2004JJ00,5745,0.29,518,90,0.26
540,0,1, 1,5,2005JJ00,6660,0.34,696,104,0.36
541,0,1, 1,5,2006JJ00,6505,0.34,689,106,0.36
542,0,1, 1,5,2007JJ00,4910,0.4,522,106,0.42
543,0,1, 1,5,2008JJ00,4880,0.4,545,112,0.45
544,0,1, 1,5,2009JJ00,4960,0.41,580,117,0.48
545,0,1, 1,5,2010JJ00,5065,0.44,593,117,0.51
546,0,1, 2,0,2004JJ00,13535,0.13,953,70,0.09
547,0,1, 2,0,2005JJ00,5615,0.05,346,62,0.03
548,0,1, 2,0,2006JJ00,5370,0.05,268,50,0.03
549,0,1, 2,0,2007JJ00,7330,0.07,390,53,0.04
550,0,1, 2,0,2008JJ00,10005,0.1,518,52,0.05
551,0,1, 2,0,2009JJ00,11240,0.11,608,54,0.06
552,0,1, 2,0,2010JJ00,13170,0.13,737,56,0.07
553,0,1, 2,1,2004JJ00,2750,0.13,174,63,0.08
554,0,1, 2,1,2005JJ00,1270,0.06,67,53,0.03
555,0,1, 2,1,2006JJ00,985,0.05,45,46,0.02
556,0,1, 2,1,2007JJ00,1200,0.06,55,46,0.03
557,0,1, 2,1,2008JJ00,1620,0.08,93,57,0.05
558,0,1, 2,1,2009JJ00,2030,0.1,125,62,0.06
559,0,1, 2,1,2010JJ00,2410,0.11,163,67,0.08
560,0,1, 2,2,2004JJ00,3145,0.13,208,66,0.09
561,0,1, 2,2,2005JJ00,1400,0.06,72,51,0.03
562,0,1, 2,2,2006JJ00,1265,0.05,57,45,0.02
563,0,1, 2,2,2007JJ00,2080,0.07,109,52,0.04
564,0,1, 2,2,2008JJ00,2955,0.1,136,46,0.04
565,0,1, 2,2,2009JJ00,3190,0.11,155,49,0.05
566,0,1, 2,2,2010JJ00,3710,0.13,194,52,0.07
567,0,1, 2,3,2004JJ00,2625,0.13,195,74,0.1
568,0,1, 2,3,2005JJ00,1030,0.05,73,71,0.04
569,0,1, 2,3,2006JJ00,1100,0.06,54,49,0.03
570,0,1, 2,3,2007JJ00,1510,0.07,75,50,0.04
571,0,1, 2,3,2008JJ00,1855,0.09,96,52,0.05
572,0,1, 2,3,2009JJ00,2090,0.11,113,54,0.06
573,0,1, 2,3,2010JJ00,2510,0.13,130,52,0.07
574,0,1, 2,4,2004JJ00,2600,0.13,192,74,0.1
575,0,1, 2,4,2005JJ00,965,0.05,63,65,0.03
576,0,1, 2,4,2006JJ00,1050,0.05,46,44,0.02
577,0,1, 2,4,2007JJ00,1625,0.07,71,44,0.03
578,0,1, 2,4,2008JJ00,2270,0.1,103,45,0.05
579,0,1, 2,4,2009JJ00,2550,0.12,127,50,0.06
580,0,1, 2,4,2010JJ00,3100,0.14,166,54,0.08
581,0,1, 2,5,2004JJ00,2415,0.12,185,76,0.09
582,0,1, 2,5,2005JJ00,950,0.05,71,75,0.04
583,0,1, 2,5,2006JJ00,965,0.05,65,67,0.03
584,0,1, 2,5,2007JJ00,915,0.07,80,87,0.06
585,0,1, 2,5,2008JJ00,1300,0.11,90,69,0.07
586,0,1, 2,5,2009JJ00,1380,0.11,87,63,0.07
587,0,1, 2,5,2010JJ00,1440,0.12,84,58,0.07
588,0,1, 3,0,2004JJ00,24815,0.24,491,20,0.05
589,0,1, 3,0,2005JJ00,23435,0.23,343,15,0.03
590,0,1, 3,0,2006JJ00,23820,0.23,349,15,0.03
591,0,1, 3,0,2007JJ00,23080,0.22,382,17,0.04
592,0,1, 3,0,2008JJ00,22105,0.21,387,18,0.04
593,0,1, 3,0,2009JJ00,17850,0.17,310,17,0.03
594,0,1, 3,0,2010JJ00,15225,0.15,239,16,0.02
595,0,1, 3,1,2004JJ00,3615,0.18,66,18,0.03
596,0,1, 3,1,2005JJ00,3850,0.19,62,16,0.03
597,0,1, 3,1,2006JJ00,3770,0.19,55,15,0.03
598,0,1, 3,1,2007JJ00,3110,0.16,51,16,0.03
599,0,1, 3,1,2008JJ00,2840,0.15,53,19,0.03
600,0,1, 3,1,2009JJ00,2510,0.12,56,22,0.03
601,0,1, 3,1,2010JJ00,2080,0.1,47,23,0.02
602,0,1, 3,2,2004JJ00,5610,0.24,113,20,0.05
603,0,1, 3,2,2005JJ00,5440,0.23,86,16,0.04
604,0,1, 3,2,2006JJ00,5700,0.23,93,16,0.04
605,0,1, 3,2,2007JJ00,6685,0.23,112,17,0.04
606,0,1, 3,2,2008JJ00,6680,0.22,119,18,0.04
607,0,1, 3,2,2009JJ00,5220,0.18,85,16,0.03
608,0,1, 3,2,2010JJ00,4445,0.15,61,14,0.02
609,0,1, 3,3,2004JJ00,4940,0.25,100,20,0.05
610,0,1, 3,3,2005JJ00,4615,0.23,62,13,0.03
611,0,1, 3,3,2006JJ00,4640,0.23,70,15,0.04
612,0,1, 3,3,2007JJ00,4645,0.23,85,18,0.04
613,0,1, 3,3,2008JJ00,4335,0.22,82,19,0.04
614,0,1, 3,3,2009JJ00,3400,0.17,59,17,0.03
615,0,1, 3,3,2010JJ00,2840,0.14,43,15,0.02
616,0,1, 3,4,2004JJ00,5265,0.27,105,20,0.05
617,0,1, 3,4,2005JJ00,4745,0.24,69,15,0.04
618,0,1, 3,4,2006JJ00,4865,0.25,69,14,0.04
619,0,1, 3,4,2007JJ00,5305,0.24,84,16,0.04
620,0,1, 3,4,2008JJ00,5165,0.23,84,16,0.04
621,0,1, 3,4,2009JJ00,4190,0.19,69,17,0.03
622,0,1, 3,4,2010JJ00,3755,0.17,56,15,0.03
623,0,1, 3,5,2004JJ00,5390,0.27,107,20,0.05
624,0,1, 3,5,2005JJ00,4790,0.24,64,13,0.03
625,0,1, 3,5,2006JJ00,4840,0.25,61,13,0.03
626,0,1, 3,5,2007JJ00,3340,0.27,50,15,0.04
627,0,1, 3,5,2008JJ00,3085,0.25,50,16,0.04
628,0,1, 3,5,2009JJ00,2530,0.21,41,16,0.03
629,0,1, 3,5,2010JJ00,2110,0.18,31,15,0.03
630,0,1, 4,0,2004JJ00,26495,0.26,3675,139,0.36
631,0,1, 4,0,2005JJ00,11600,0.11,1783,154,0.17
632,0,1, 4,0,2006JJ00,8020,0.08,1390,173,0.13
633,0,1, 4,0,2007JJ00,6070,0.06,1205,199,0.12
634,0,1, 4,0,2008JJ00,7170,0.07,1532,214,0.15
635,0,1, 4,0,2009JJ00,8225,0.08,1898,231,0.18
636,0,1, 4,0,2010JJ00,9655,0.09,2296,238,0.22
637,0,1, 4,1,2004JJ00,6650,0.32,901,135,0.44
638,0,1, 4,1,2005JJ00,3025,0.15,419,139,0.21
639,0,1, 4,1,2006JJ00,1935,0.1,304,157,0.15
640,0,1, 4,1,2007JJ00,1095,0.06,201,184,0.11
641,0,1, 4,1,2008JJ00,1315,0.07,271,206,0.14
642,0,1, 4,1,2009JJ00,1690,0.08,388,229,0.19
643,0,1, 4,1,2010JJ00,2125,0.1,503,236,0.23
644,0,1, 4,2,2004JJ00,6675,0.28,908,136,0.38
645,0,1, 4,2,2005JJ00,3200,0.13,487,152,0.2
646,0,1, 4,2,2006JJ00,2210,0.09,384,174,0.16
647,0,1, 4,2,2007JJ00,1895,0.06,369,195,0.12
648,0,1, 4,2,2008JJ00,2260,0.07,467,207,0.15
649,0,1, 4,2,2009JJ00,2400,0.08,542,226,0.18
650,0,1, 4,2,2010JJ00,2800,0.1,661,236,0.22
651,0,1, 4,3,2004JJ00,4940,0.25,673,136,0.34
652,0,1, 4,3,2005JJ00,2060,0.1,321,156,0.16
653,0,1, 4,3,2006JJ00,1555,0.08,268,172,0.13
654,0,1, 4,3,2007JJ00,1225,0.06,253,207,0.12
655,0,1, 4,3,2008JJ00,1450,0.07,311,215,0.16
656,0,1, 4,3,2009JJ00,1660,0.08,391,236,0.2
657,0,1, 4,3,2010JJ00,1875,0.09,454,242,0.23
658,0,1, 4,4,2004JJ00,4550,0.23,643,141,0.33
659,0,1, 4,4,2005JJ00,1875,0.1,325,174,0.17
660,0,1, 4,4,2006JJ00,1330,0.07,262,197,0.13
661,0,1, 4,4,2007JJ00,1170,0.05,238,203,0.11
662,0,1, 4,4,2008JJ00,1410,0.06,305,217,0.14
663,0,1, 4,4,2009JJ00,1630,0.07,378,232,0.17
664,0,1, 4,4,2010JJ00,1890,0.09,449,238,0.2
665,0,1, 4,5,2004JJ00,3675,0.19,550,150,0.28
666,0,1, 4,5,2005JJ00,1440,0.07,230,160,0.12
667,0,1, 4,5,2006JJ00,990,0.05,172,174,0.09
668,0,1, 4,5,2007JJ00,680,0.06,144,211,0.12
669,0,1, 4,5,2008JJ00,735,0.06,176,240,0.15
670,0,1, 4,5,2009JJ00,845,0.07,199,236,0.16
671,0,1, 4,5,2010JJ00,965,0.08,229,238,0.2
672,0,1, 5,0,2004JJ00,3350,0.03,381,114,0.04
673,0,1, 5,0,2005JJ00,4665,0.05,560,120,0.05
674,0,1, 5,0,2006JJ00,4880,0.05,612,125,0.06
675,0,1, 5,0,2007JJ00,3800,0.04,510,134,0.05
676,0,1, 5,0,2008JJ00,2890,0.03,412,142,0.04
677,0,1, 5,0,2009JJ00,2435,0.02,366,150,0.04
678,0,1, 5,0,2010JJ00,2165,0.02,343,158,0.03
679,0,1, 5,1,2004JJ00,585,0.03,63,107,0.03
680,0,1, 5,1,2005JJ00,1125,0.06,132,118,0.06
681,0,1, 5,1,2006JJ00,1230,0.06,150,122,0.07
682,0,1, 5,1,2007JJ00,990,0.05,122,124,0.06
683,0,1, 5,1,2008JJ00,630,0.03,83,132,0.04
684,0,1, 5,1,2009JJ00,515,0.02,76,147,0.04
685,0,1, 5,1,2010JJ00,490,0.02,79,160,0.04
686,0,1, 5,2,2004JJ00,880,0.04,99,112,0.04
687,0,1, 5,2,2005JJ00,1190,0.05,144,121,0.06
688,0,1, 5,2,2006JJ00,1385,0.06,174,126,0.07
689,0,1, 5,2,2007JJ00,1130,0.04,155,137,0.05
690,0,1, 5,2,2008JJ00,935,0.03,132,141,0.04
691,0,1, 5,2,2009JJ00,765,0.03,114,149,0.04
692,0,1, 5,2,2010JJ00,680,0.02,108,159,0.04
693,0,1, 5,3,2004JJ00,690,0.03,76,110,0.04
694,0,1, 5,3,2005JJ00,865,0.04,102,118,0.05
695,0,1, 5,3,2006JJ00,880,0.04,116,132,0.06
696,0,1, 5,3,2007JJ00,675,0.03,94,140,0.05
697,0,1, 5,3,2008JJ00,495,0.02,75,152,0.04
698,0,1, 5,3,2009JJ00,450,0.02,70,155,0.04
699,0,1, 5,3,2010JJ00,360,0.02,59,166,0.03
700,0,1, 5,4,2004JJ00,640,0.03,76,119,0.04
701,0,1, 5,4,2005JJ00,855,0.04,101,118,0.05
702,0,1, 5,4,2006JJ00,760,0.04,98,129,0.05
703,0,1, 5,4,2007JJ00,640,0.03,87,137,0.04
704,0,1, 5,4,2008JJ00,525,0.02,80,154,0.04
705,0,1, 5,4,2009JJ00,445,0.02,72,162,0.03
706,0,1, 5,4,2010JJ00,435,0.02,69,159,0.03
707,0,1, 5,5,2004JJ00,555,0.03,67,121,0.03
708,0,1, 5,5,2005JJ00,625,0.03,81,129,0.04
709,0,1, 5,5,2006JJ00,625,0.03,73,118,0.04
710,0,1, 5,5,2007JJ00,365,0.03,51,140,0.04
711,0,1, 5,5,2008JJ00,310,0.03,41,134,0.03
712,0,1, 5,5,2009JJ00,255,0.02,34,133,0.03
713,0,1, 5,5,2010JJ00,195,0.02,27,139,0.02
714,0,1, 6,0,2004JJ00,10255,0.1,1250,122,0.12
715,0,1, 6,0,2005JJ00,11055,0.11,1000,90,0.1
716,0,1, 6,0,2006JJ00,11200,0.11,1029,92,0.1
717,0,1, 6,0,2007JJ00,13385,0.13,1336,100,0.13
718,0,1, 6,0,2008JJ00,13545,0.13,1358,100,0.13
719,0,1, 6,0,2009JJ00,12380,0.12,1287,104,0.12
720,0,1, 6,0,2010JJ00,12085,0.12,1299,107,0.12
721,0,1, 6,1,2004JJ00,2005,0.1,224,112,0.11
722,0,1, 6,1,2005JJ00,2090,0.1,190,91,0.09
723,0,1, 6,1,2006JJ00,2095,0.1,188,90,0.09
724,0,1, 6,1,2007JJ00,2315,0.12,237,102,0.12
725,0,1, 6,1,2008JJ00,2160,0.11,235,109,0.12
726,0,1, 6,1,2009JJ00,1755,0.08,197,112,0.09
727,0,1, 6,1,2010JJ00,1720,0.08,216,125,0.1
728,0,1, 6,2,2004JJ00,2655,0.11,313,118,0.13
729,0,1, 6,2,2005JJ00,2535,0.11,233,92,0.1
730,0,1, 6,2,2006JJ00,2555,0.1,252,99,0.1
731,0,1, 6,2,2007JJ00,3850,0.13,376,98,0.13
732,0,1, 6,2,2008JJ00,4135,0.14,390,94,0.13
733,0,1, 6,2,2009JJ00,3740,0.13,364,97,0.12
734,0,1, 6,2,2010JJ00,3510,0.12,354,101,0.12
735,0,1, 6,3,2004JJ00,1895,0.1,237,125,0.12
736,0,1, 6,3,2005JJ00,2095,0.1,199,95,0.1
737,0,1, 6,3,2006JJ00,2240,0.11,192,86,0.1
738,0,1, 6,3,2007JJ00,2515,0.12,246,98,0.12
739,0,1, 6,3,2008JJ00,2460,0.12,254,103,0.13
740,0,1, 6,3,2009JJ00,2385,0.12,245,102,0.12
741,0,1, 6,3,2010JJ00,2415,0.12,250,104,0.13
742,0,1, 6,4,2004JJ00,1895,0.1,230,121,0.12
743,0,1, 6,4,2005JJ00,2140,0.11,179,84,0.09
744,0,1, 6,4,2006JJ00,2075,0.11,187,90,0.1
745,0,1, 6,4,2007JJ00,2960,0.14,288,97,0.13
746,0,1, 6,4,2008JJ00,3085,0.14,289,94,0.13
747,0,1, 6,4,2009JJ00,2855,0.13,295,103,0.14
748,0,1, 6,4,2010JJ00,2880,0.13,309,107,0.14
749,0,1, 6,5,2004JJ00,1805,0.09,246,136,0.12
750,0,1, 6,5,2005JJ00,2195,0.11,198,90,0.1
751,0,1, 6,5,2006JJ00,2230,0.12,210,94,0.11
752,0,1, 6,5,2007JJ00,1745,0.14,189,109,0.15
753,0,1, 6,5,2008JJ00,1700,0.14,189,111,0.16
754,0,1, 6,5,2009JJ00,1640,0.13,187,114,0.15
755,0,1, 6,5,2010JJ00,1560,0.13,170,109,0.15
756,0,1, 7,0,2004JJ00,12520,0.12,3390,271,0.33
757,0,1, 7,0,2005JJ00,12475,0.12,3586,288,0.35
758,0,1, 7,0,2006JJ00,12140,0.12,3720,306,0.36
759,0,1, 7,0,2007JJ00,10025,0.1,3306,330,0.32
760,0,1, 7,0,2008JJ00,8750,0.08,3045,348,0.29
761,0,1, 7,0,2009JJ00,7600,0.07,2706,356,0.26
762,0,1, 7,0,2010JJ00,7105,0.07,2546,358,0.24
763,0,1, 7,1,2004JJ00,3165,0.15,836,264,0.41
764,0,1, 7,1,2005JJ00,2870,0.14,827,288,0.41
765,0,1, 7,1,2006JJ00,2785,0.14,854,307,0.42
766,0,1, 7,1,2007JJ00,2200,0.12,703,319,0.37
767,0,1, 7,1,2008JJ00,1855,0.1,668,360,0.34
768,0,1, 7,1,2009JJ00,1550,0.07,569,368,0.27
769,0,1, 7,1,2010JJ00,1405,0.07,556,396,0.26
770,0,1, 7,2,2004JJ00,3315,0.14,880,265,0.37
771,0,1, 7,2,2005JJ00,3300,0.14,938,284,0.39
772,0,1, 7,2,2006JJ00,3320,0.14,997,301,0.41
773,0,1, 7,2,2007JJ00,3030,0.1,975,322,0.33
774,0,1, 7,2,2008JJ00,2715,0.09,913,336,0.3
775,0,1, 7,2,2009JJ00,2340,0.08,802,343,0.27
776,0,1, 7,2,2010JJ00,2100,0.07,708,337,0.24
777,0,1, 7,3,2004JJ00,2305,0.12,649,282,0.33
778,0,1, 7,3,2005JJ00,2360,0.12,672,285,0.34
779,0,1, 7,3,2006JJ00,2310,0.12,702,304,0.35
780,0,1, 7,3,2007JJ00,1865,0.09,653,350,0.32
781,0,1, 7,3,2008JJ00,1595,0.08,564,354,0.28
782,0,1, 7,3,2009JJ00,1410,0.07,519,368,0.27
783,0,1, 7,3,2010JJ00,1420,0.07,525,369,0.26
784,0,1, 7,4,2004JJ00,2110,0.11,570,270,0.29
785,0,1, 7,4,2005JJ00,2150,0.11,622,289,0.32
786,0,1, 7,4,2006JJ00,2100,0.11,636,303,0.33
787,0,1, 7,4,2007JJ00,1885,0.09,610,323,0.28
788,0,1, 7,4,2008JJ00,1690,0.08,583,346,0.27
789,0,1, 7,4,2009JJ00,1510,0.07,536,355,0.25
790,0,1, 7,4,2010JJ00,1420,0.06,496,350,0.23
791,0,1, 7,5,2004JJ00,1625,0.08,456,281,0.23
792,0,1, 7,5,2005JJ00,1790,0.09,528,294,0.27
793,0,1, 7,5,2006JJ00,1630,0.09,530,326,0.28
794,0,1, 7,5,2007JJ00,1040,0.08,365,351,0.3
795,0,1, 7,5,2008JJ00,900,0.07,318,354,0.26
796,0,1, 7,5,2009JJ00,790,0.06,280,353,0.23
797,0,1, 7,5,2010JJ00,760,0.07,262,345,0.23
798,0,1, 8,0,2004JJ00,78155,0.76,6163,79,0.6
799,0,1, 8,0,2005JJ00,75640,0.73,7842,104,0.76
800,0,1, 8,0,2006JJ00,75060,0.73,8113,108,0.78
801,0,1, 8,0,2007JJ00,69825,0.68,7785,111,0.75
802,0,1, 8,0,2008JJ00,69995,0.67,7972,114,0.77
803,0,1, 8,0,2009JJ00,71575,0.69,8494,119,0.82
804,0,1, 8,0,2010JJ00,75920,0.73,9184,121,0.88
805,0,1, 8,1,2004JJ00,16775,0.82,1316,78,0.64
806,0,1, 8,1,2005JJ00,16980,0.83,1760,104,0.86
807,0,1, 8,1,2006JJ00,17465,0.86,1898,109,0.93
808,0,1, 8,1,2007JJ00,15090,0.79,1647,109,0.86
809,0,1, 8,1,2008JJ00,15070,0.78,1637,109,0.84
810,0,1, 8,1,2009JJ00,16425,0.78,1837,112,0.88
811,0,1, 8,1,2010JJ00,17915,0.84,2060,115,0.96
812,0,1, 8,2,2004JJ00,20175,0.85,1559,77,0.66
813,0,1, 8,2,2005JJ00,20180,0.84,2048,101,0.85
814,0,1, 8,2,2006JJ00,20500,0.84,2167,106,0.89
815,0,1, 8,2,2007JJ00,21365,0.72,2328,109,0.79
816,0,1, 8,2,2008JJ00,21970,0.72,2466,112,0.81
817,0,1, 8,2,2009JJ00,21955,0.74,2566,117,0.87
818,0,1, 8,2,2010JJ00,23010,0.78,2776,121,0.94
819,0,1, 8,3,2004JJ00,15660,0.79,1252,80,0.63
820,0,1, 8,3,2005JJ00,15025,0.75,1561,104,0.78
821,0,1, 8,3,2006JJ00,14780,0.74,1594,108,0.8
822,0,1, 8,3,2007JJ00,13760,0.68,1554,113,0.76
