ID,Producten,Perioden,Kostprijsindex2005100_1,MaandOpMaandOntwikkeling_2,JaarOpJaarOntwikkeling_3,Consumentenprijsindex2005100_4,MaandOpMaandOntwikkeling_5,JaarOpJaarOntwikkeling_6
364,1120  ,2003MM09,92.35,2.25,1.58,101.55,-0.61,0.37
365,1120  ,2003MM10,92.1,-0.28,1.56,100.95,-0.59,1.32
366,1120  ,2003MM11,90.79,-1.42,1.08,100.69,-0.26,0.96
367,1120  ,2003MM12,89.5,-1.42,-0.58,101.02,0.33,1.25
368,1120  ,2004MM01,89.9,0.45,0.1,100.11,-0.9,1.61
369,1120  ,2004MM02,90.22,0.35,0.37,100.04,-0.07,0.89
370,1120  ,2004MM03,92.08,2.06,4.71,99.39,-0.65,-0.11
371,1120  ,2004MM04,91.68,-0.43,4.8,99.07,-0.33,-1.81
372,1120  ,2004MM05,91.85,0.18,4.58,99.54,0.48,-1.79
373,1120  ,2004MM06,94.14,2.5,6.02,99.47,-0.07,-2.34
374,1120  ,2004MM07,94.91,0.81,6.06,99.53,0.06,-2.42
375,1120  ,2004MM08,95.92,1.07,6.2,99.06,-0.48,-3.05
376,1120  ,2004MM09,98.42,2.61,6.57,99.56,0.51,-1.95
377,1120  ,2004MM10,97.86,-0.57,6.25,99.53,-0.03,-1.4
378,1120  ,2004MM11,97.66,-0.2,7.57,99.15,-0.39,-1.53
379,1120  ,2004MM12,98.1,0.45,9.61,99.16,0.01,-1.84
380,1120  ,2005MM01,97.87,-0.23,8.87,99.39,0.23,-0.72
381,1120  ,2005MM02,97.96,0.09,8.59,99.26,-0.13,-0.78
382,1120  ,2005MM03,98.13,0.17,6.57,99.38,0.12,-0.01
383,1120  ,2005MM04,98.44,0.32,7.38,99.38,0.0,0.32
384,1120  ,2005MM05,99.08,0.65,7.88,100.26,0.88,0.72
385,1120  ,2005MM06,100.15,1.08,6.38,100.14,-0.12,0.67
386,1120  ,2005MM07,101.6,1.44,7.05,100.37,0.23,0.84
387,1120  ,2005MM08,101.76,0.16,6.08,100.75,0.37,1.7
388,1120  ,2005MM09,101.67,-0.09,3.3,99.91,-0.83,0.35
389,1120  ,2005MM10,101.32,-0.34,3.54,100.63,0.72,1.1
390,1120  ,2005MM11,100.91,-0.4,3.33,100.03,-0.59,0.89
391,1120  ,2005MM12,101.11,0.2,3.07,100.5,0.47,1.36
392,1120  ,2006MM01,99.38,-1.71,1.54,100.85,0.34,1.46
393,1120  ,2006MM02,100.13,0.76,2.21,100.15,-0.69,0.9
394,1120  ,2006MM03,101.43,1.3,3.37,100.29,0.14,0.92
395,1120  ,2006MM04,102.13,0.68,3.74,101.2,0.91,1.83
396,1120  ,2006MM05,101.93,-0.19,2.88,101.02,-0.18,0.76
397,1120  ,2006MM06,102.35,0.41,2.2,101.5,0.48,1.36
398,1120  ,2006MM07,101.82,-0.52,0.22,101.13,-0.37,0.75
399,1120  ,2006MM08,103.58,1.72,1.79,101.27,0.14,0.52
400,1120  ,2006MM09,104.06,0.47,2.35,101.36,0.09,1.46
401,1120  ,2006MM10,103.67,-0.37,2.32,101.39,0.03,0.76
402,1120  ,2006MM11,101.77,-1.83,0.85,101.03,-0.36,1.0
403,1120  ,2006MM12,101.61,-0.16,0.49,101.28,0.25,0.77
404,1120  ,2007MM01,99.86,-1.72,0.49,100.74,-0.54,-0.11
405,1120  ,2007MM02,100.2,0.33,0.07,100.46,-0.27,0.31
406,1120  ,2007MM03,99.28,-0.92,-2.12,100.12,-0.34,-0.17
407,1120  ,2007MM04,99.37,0.09,-2.7,100.48,0.36,-0.71
408,1120  ,2007MM05,101.42,2.07,-0.5,100.3,-0.18,-0.71
409,1120  ,2007MM06,102.05,0.62,-0.29,100.17,-0.13,-1.31
410,1120  ,2007MM07,102.11,0.06,0.29,100.22,0.05,-0.9
411,1120  ,2007MM08,103.04,0.91,-0.51,100.69,0.46,-0.58
412,1120  ,2007MM09,105.14,2.04,1.04,100.96,0.27,-0.4
413,1120  ,2007MM10,104.01,-1.08,0.33,100.86,-0.1,-0.53
414,1120  ,2007MM11,104.62,0.59,2.8,100.77,-0.09,-0.26
415,1120  ,2007MM12,104.57,-0.05,2.91,101.35,0.58,0.07
416,1120  ,2008MM01,105.4,0.79,5.54,101.34,-0.01,0.6
417,1120  ,2008MM02,105.9,0.48,5.69,101.34,0.0,0.87
418,1120  ,2008MM03,107.75,1.75,8.53,101.8,0.45,1.68
419,1120  ,2008MM04,109.37,1.5,10.07,102.2,0.4,1.71
420,1120  ,2008MM05,111.89,2.31,10.32,102.7,0.48,2.39
421,1120  ,2008MM06,114.8,2.6,12.49,102.86,0.16,2.68
422,1120  ,2008MM07,115.61,0.71,13.22,103.85,0.96,3.62
423,1120  ,2008MM08,117.27,1.43,13.8,104.68,0.8,3.96
424,1120  ,2008MM09,118.38,0.95,12.59,105.38,0.68,4.38
425,1120  ,2008MM10,118.57,0.16,14.0,106.1,0.68,5.2
426,1120  ,2008MM11,114.86,-3.13,9.79,106.52,0.39,5.71
427,1120  ,2008MM12,114.12,-0.65,9.13,107.05,0.5,5.62
428,1120  ,2009MM01,112.63,-1.3,6.86,106.25,-0.75,4.85
429,1120  ,2009MM02,111.07,-1.39,4.88,106.13,-0.11,4.73
430,1120  ,2009MM03,111.08,0.01,3.09,106.58,0.42,4.69
431,1120  ,2009MM04,111.61,0.48,2.05,107.01,0.41,4.71
432,1120  ,2009MM05,112.24,0.56,0.31,106.42,-0.56,3.62
433,1120  ,2009MM06,112.72,0.43,-1.81,106.46,0.04,3.5
434,1120  ,2009MM07,112.61,-0.1,-2.6,106.72,0.25,2.76
435,1120  ,2009MM08,112.59,-0.02,-3.99,106.33,-0.36,1.58
436,1120  ,2009MM09,111.88,-0.63,-5.49,105.55,-0.74,0.15
437,1120  ,2009MM10,108.76,-2.79,-8.28,105.87,0.31,-0.22
438,1120  ,2009MM11,107.71,-0.96,-6.23,105.59,-0.27,-0.87
439,1120  ,2009MM12,107.21,-0.46,-6.05,106.54,0.9,-0.48
440,1120  ,2010MM01,107.68,0.44,-4.4,104.72,-1.71,-1.45
441,1120  ,2010MM02,108.55,0.81,-2.27,105.7,0.94,-0.41
442,1120  ,2010MM03,108.74,0.17,-2.11,104.66,-0.98,-1.8
443,1120  ,2010MM04,109.79,0.96,-1.63,105.12,0.44,-1.77
444,1120  ,2010MM05,111.09,1.19,-1.02,105.21,0.09,-1.13
445,1120  ,2010MM06,112.98,1.7,0.22,105.36,0.14,-1.03
446,1120  ,2010MM07,112.44,-0.48,-0.15,105.29,-0.07,-1.33
447,1120  ,2010MM08,113.12,0.61,0.48,105.36,0.07,-0.91
448,1120  ,2010MM09,113.61,0.43,1.55,105.26,-0.1,-0.27
449,1120  ,2010MM10,113.91,0.27,4.74,105.54,0.26,-0.31
450,1120  ,2010MM11,114.54,0.55,6.34,105.47,-0.07,-0.11
451,1120  ,2010MM12,116.49,1.7,8.65,105.35,-0.11,-1.11
452,1120  ,2011MM01,117.38,0.76,9.01,104.61,-0.71,-0.11
453,1120  ,2011MM02,119.0,1.39,9.63,106.03,1.36,0.32
454,1120  ,2011MM03,120.53,1.28,10.84,106.47,0.41,1.73
455,1120  ,2011MM04,123.38,2.36,12.38,107.4,0.87,2.16
456,1120  ,2011MM05,124.0,0.5,11.62,107.58,0.17,2.25
457,1120  ,2011MM06,123.26,-0.6,9.1,107.66,0.08,2.18
458,1120  ,2011MM07,124.94,1.36,11.12,108.01,0.33,2.58
459,1120  ,2011MM08,125.52,0.46,10.96,108.45,0.4,2.92
460,1120  ,2011MM09,127.39,1.49,12.13,108.26,-0.17,2.85
461,1120  ,2011MM10,128.43,0.81,12.75,108.91,0.6,3.2
462,1120  ,2011MM11,130.93,1.95,14.31,109.14,0.21,3.49
463,1120  ,2011MM12,131.0,0.05,12.46,110.39,1.14,4.78
464,1120  ,2012MM01,129.77,-0.94,10.56,109.01,-1.24,4.21
465,1120  ,2012MM02,131.15,1.07,10.21,110.22,1.11,3.95
466,1120  ,2012MM03,132.2,0.8,9.68,109.97,-0.23,3.29
467,1120  ,2012MM04,133.4,0.91,8.12,110.16,0.17,2.58
468,1120  ,2012MM05,134.0,0.45,8.06,110.57,0.37,2.78
469,1120  ,2012MM06,135.09,0.81,9.6,110.26,-0.27,2.42
470,1120  ,2012MM07,135.35,0.19,8.33,110.7,0.39,2.49
471,1120  ,2012MM08,137.63,1.69,9.65,111.04,0.31,2.39
472,1120  ,2012MM09,140.04,1.75,9.93,110.86,-0.16,2.4
473,1120  ,2012MM10,139.29,-0.54,8.45,111.98,1.01,2.82
474,1120  ,2012MM11,138.12,-0.84,5.49,112.53,0.49,3.1
475,1120  ,2012MM12,137.11,-0.73,4.67,113.49,0.85,2.81
476,1120  ,2013MM01,136.21,-0.65,4.97,113.04,-0.39,3.7
477,1120  ,2013MM02,135.99,-0.16,3.69,113.23,0.16,2.72
478,1120  ,2013MM03,136.34,0.26,3.13,113.77,0.48,3.45
479,1120  ,2013MM04,135.6,-0.54,1.64,113.4,-0.33,2.93
480,1130  ,2000MM01,79.69,0.0,0.0,81.95,0.0,0.0
481,1130  ,2000MM02,80.14,0.57,0.0,81.98,0.04,0.0
482,1130  ,2000MM03,81.7,1.95,0.0,82.19,0.25,0.0
483,1130  ,2000MM04,81.65,-0.07,0.0,82.75,0.68,0.0
484,1130  ,2000MM05,82.45,0.98,0.0,83.21,0.56,0.0
485,1130  ,2000MM06,81.54,-1.1,0.0,86.98,4.52,0.0
486,1130  ,2000MM07,81.38,-0.21,0.0,86.17,-0.93,0.0
487,1130  ,2000MM08,79.84,-1.88,0.0,86.69,0.6,0.0
488,1130  ,2000MM09,81.78,2.42,0.0,86.47,-0.25,0.0
489,1130  ,2000MM10,83.5,2.1,0.0,87.02,0.63,0.0
490,1130  ,2000MM11,83.47,-0.04,0.0,87.56,0.63,0.0
491,1130  ,2000MM12,83.54,0.09,0.0,88.27,0.8,0.0
492,1130  ,2001MM01,82.89,-0.78,4.02,89.38,1.26,9.06
493,1130  ,2001MM02,83.07,0.22,3.65,89.38,0.0,9.02
494,1130  ,2001MM03,83.53,0.55,2.24,90.16,0.88,9.7
495,1130  ,2001MM04,84.53,1.19,3.53,93.3,3.48,12.75
496,1130  ,2001MM05,82.14,-2.82,-0.37,92.67,-0.67,11.37
497,1130  ,2001MM06,85.94,4.63,5.4,96.62,4.26,11.09
498,1130  ,2001MM07,86.2,0.3,5.93,95.18,-1.49,10.45
499,1130  ,2001MM08,86.18,-0.03,7.93,96.26,1.14,11.04
500,1130  ,2001MM09,88.72,2.96,8.5,95.56,-0.73,10.51
501,1130  ,2001MM10,87.64,-1.23,4.96,95.91,0.37,10.22
502,1130  ,2001MM11,86.18,-1.67,3.25,96.25,0.35,9.92
503,1130  ,2001MM12,86.05,-0.15,3.0,96.12,-0.13,8.9
504,1130  ,2002MM01,87.02,1.14,4.99,97.13,1.04,8.67
505,1130  ,2002MM02,87.22,0.22,4.99,98.01,0.91,9.66
506,1130  ,2002MM03,87.05,-0.2,4.21,97.88,-0.14,8.56
507,1130  ,2002MM04,87.62,0.66,3.66,99.35,1.51,6.49
508,1130  ,2002MM05,89.83,2.53,9.36,99.92,0.57,7.83
509,1130  ,2002MM06,88.29,-1.72,2.73,102.65,2.74,6.25
510,1130  ,2002MM07,91.7,3.87,6.39,102.48,-0.17,7.67
511,1130  ,2002MM08,92.33,0.68,7.14,103.86,1.35,7.9
512,1130  ,2002MM09,91.93,-0.42,3.62,102.5,-1.31,7.26
513,1130  ,2002MM10,91.77,-0.18,4.72,101.92,-0.56,6.27
514,1130  ,2002MM11,91.5,-0.29,6.18,101.21,-0.7,5.15
515,1130  ,2002MM12,90.71,-0.87,5.42,101.33,0.12,5.42
516,1130  ,2003MM01,90.61,-0.1,4.13,100.95,-0.38,3.94
517,1130  ,2003MM02,89.92,-0.77,3.1,101.42,0.46,3.47
518,1130  ,2003MM03,89.33,-0.65,2.63,101.58,0.16,3.78
519,1130  ,2003MM04,87.77,-1.75,0.17,101.25,-0.32,1.91
520,1130  ,2003MM05,86.04,-1.97,-4.22,101.19,-0.06,1.27
521,1130  ,2003MM06,88.86,3.27,0.65,104.61,3.38,1.91
522,1130  ,2003MM07,88.19,-0.76,-3.83,103.06,-1.49,0.56
523,1130  ,2003MM08,89.86,1.9,-2.67,102.78,-0.27,-1.04
524,1130  ,2003MM09,90.04,0.2,-2.06,101.27,-1.47,-1.2
525,1130  ,2003MM10,89.54,-0.56,-2.43,101.8,0.52,-0.12
526,1130  ,2003MM11,90.11,0.64,-1.52,101.27,-0.52,0.06
527,1130  ,2003MM12,87.21,-3.22,-3.86,100.56,-0.7,-0.76
528,1130  ,2004MM01,86.54,-0.77,-4.5,98.66,-1.89,-2.27
529,1130  ,2004MM02,86.26,-0.32,-4.07,99.81,1.16,-1.59
530,1130  ,2004MM03,87.24,1.13,-2.35,99.52,-0.29,-2.03
531,1130  ,2004MM04,88.63,1.59,0.97,98.73,-0.79,-2.49
532,1130  ,2004MM05,93.4,5.38,8.55,99.46,0.73,-1.71
533,1130  ,2004MM06,94.34,1.01,6.17,102.04,2.59,-2.46
534,1130  ,2004MM07,94.02,-0.34,6.62,101.76,-0.27,-1.26
535,1130  ,2004MM08,94.29,0.29,4.93,100.61,-1.13,-2.11
536,1130  ,2004MM09,92.94,-1.43,3.22,99.92,-0.69,-1.33
537,1130  ,2004MM10,92.42,-0.56,3.22,99.44,-0.49,-2.32
538,1130  ,2004MM11,91.63,-0.85,1.69,99.2,-0.24,-2.05
539,1130  ,2004MM12,93.52,2.07,7.24,99.13,-0.07,-1.43
540,1130  ,2005MM01,94.82,1.39,9.57,98.87,-0.26,0.21
541,1130  ,2005MM02,94.18,-0.68,9.17,99.16,0.29,-0.65
542,1130  ,2005MM03,94.19,0.02,7.97,98.43,-0.74,-1.1
543,1130  ,2005MM04,94.7,0.53,6.85,98.21,-0.22,-0.53
544,1130  ,2005MM05,97.55,3.02,4.45,99.88,1.7,0.43
545,1130  ,2005MM06,101.16,3.7,7.22,103.38,3.5,1.31
546,1130  ,2005MM07,101.53,0.37,7.99,100.99,-2.3,-0.75
547,1130  ,2005MM08,102.35,0.81,8.55,100.67,-0.32,0.06
548,1130  ,2005MM09,103.53,1.15,11.4,100.3,-0.37,0.38
549,1130  ,2005MM10,103.39,-0.13,11.88,100.18,-0.12,0.75
550,1130  ,2005MM11,105.52,2.05,15.15,100.42,0.24,1.23
551,1130  ,2005MM12,107.09,1.49,14.5,99.53,-0.88,0.41
552,1130  ,2006MM01,106.74,-0.33,12.56,100.56,1.04,1.71
553,1130  ,2006MM02,107.81,1.01,14.48,99.72,-0.83,0.57
554,1130  ,2006MM03,107.26,-0.52,13.87,100.32,0.6,1.93
555,1130  ,2006MM04,109.6,2.18,15.73,100.97,0.65,2.81
556,1130  ,2006MM05,115.55,5.43,18.45,102.42,1.43,2.54
557,1130  ,2006MM06,117.92,2.05,16.57,103.04,0.6,-0.33
558,1130  ,2006MM07,117.21,-0.6,15.45,104.6,1.52,3.57
559,1130  ,2006MM08,117.55,0.28,14.85,105.81,1.15,5.1
560,1130  ,2006MM09,120.76,2.73,16.64,104.77,-0.98,4.45
561,1130  ,2006MM10,121.24,0.4,17.26,105.22,0.43,5.04
562,1130  ,2006MM11,119.3,-1.6,13.06,105.38,0.15,4.94
563,1130  ,2006MM12,118.81,-0.41,10.95,104.99,-0.37,5.48
564,1130  ,2007MM01,120.69,1.58,13.08,105.91,0.88,5.32
565,1130  ,2007MM02,117.22,-2.88,8.73,104.14,-1.68,4.43
566,1130  ,2007MM03,118.32,0.93,10.31,103.59,-0.52,3.26
567,1130  ,2007MM04,117.41,-0.76,7.13,103.36,-0.23,2.36
568,1130  ,2007MM05,116.41,-0.86,0.74,102.55,-0.78,0.13
569,1130  ,2007MM06,115.67,-0.63,-1.9,103.12,0.55,0.08
570,1130  ,2007MM07,116.74,0.92,-0.4,102.37,-0.73,-2.14
571,1130  ,2007MM08,114.95,-1.54,-2.21,102.38,0.01,-3.25
572,1130  ,2007MM09,115.03,0.07,-4.74,103.38,0.98,-1.33
573,1130  ,2007MM10,114.81,-0.19,-5.3,103.88,0.49,-1.27
574,1130  ,2007MM11,113.05,-1.53,-5.24,104.66,0.74,-0.69
575,1130  ,2007MM12,113.69,0.57,-4.31,104.83,0.17,-0.15
576,1130  ,2008MM01,112.47,-1.08,-6.81,105.13,0.29,-0.74
577,1130  ,2008MM02,111.47,-0.89,-4.91,105.38,0.24,1.19
578,1130  ,2008MM03,110.14,-1.2,-6.91,107.45,1.97,3.72
579,1130  ,2008MM04,111.15,0.92,-5.34,107.01,-0.41,3.53
580,1130  ,2008MM05,111.91,0.69,-3.86,107.67,0.62,4.99
581,1130  ,2008MM06,113.13,1.08,-2.2,108.47,0.75,5.19
582,1130  ,2008MM07,113.76,0.56,-2.55,108.76,0.27,6.25
583,1130  ,2008MM08,114.39,0.56,-0.49,109.24,0.44,6.7
584,1130  ,2008MM09,116.27,1.64,1.07,109.49,0.24,5.92
585,1130  ,2008MM10,121.24,4.28,5.59,109.43,-0.06,5.34
586,1130  ,2008MM11,121.29,0.04,7.28,110.2,0.71,5.3
587,1130  ,2008MM12,116.5,-3.94,2.47,110.17,-0.03,5.1
588,1130  ,2009MM01,115.73,-0.66,2.9,109.2,-0.88,3.88
589,1130  ,2009MM02,116.14,0.35,4.19,108.19,-0.93,2.67
590,1130  ,2009MM03,115.54,-0.52,4.9,109.28,1.0,1.7
591,1130  ,2009MM04,115.55,0.01,3.96,108.71,-0.52,1.59
592,1130  ,2009MM05,112.2,-2.9,0.26,110.28,1.44,2.42
593,1130  ,2009MM06,109.83,-2.12,-2.92,110.72,0.4,2.07
594,1130  ,2009MM07,110.47,0.58,-2.89,110.17,-0.49,1.3
595,1130  ,2009MM08,111.98,1.37,-2.1,110.05,-0.11,0.75
596,1130  ,2009MM09,108.53,-3.09,-6.66,110.9,0.77,1.28
597,1130  ,2009MM10,105.61,-2.69,-12.89,110.02,-0.79,0.54
598,1130  ,2009MM11,105.23,-0.36,-13.24,110.79,0.7,0.53
599,1130  ,2009MM12,107.68,2.33,-7.57,110.43,-0.33,0.23
600,1130  ,2010MM01,109.09,1.31,-5.74,108.97,-1.33,-0.22
601,1130  ,2010MM02,110.97,1.72,-4.46,109.83,0.8,1.52
602,1130  ,2010MM03,112.82,1.67,-2.35,110.43,0.54,1.06
603,1130  ,2010MM04,116.71,3.45,1.0,110.22,-0.2,1.39
604,1130  ,2010MM05,120.4,3.17,7.31,109.34,-0.8,-0.85
605,1130  ,2010MM06,121.35,0.78,10.49,111.86,2.3,1.02
606,1130  ,2010MM07,120.71,-0.53,9.27,110.53,-1.18,0.33
607,1130  ,2010MM08,123.35,2.19,10.15,110.37,-0.15,0.29
608,1130  ,2010MM09,121.71,-1.33,12.15,111.42,0.95,0.47
609,1130  ,2010MM10,120.3,-1.17,13.91,110.65,-0.69,0.57
610,1130  ,2010MM11,122.53,1.85,16.44,111.43,0.71,0.58
611,1130  ,2010MM12,123.8,1.04,14.98,111.21,-0.2,0.7
612,1130  ,2011MM01,125.46,1.34,15.0,110.77,-0.39,1.66
613,1130  ,2011MM02,125.73,0.22,13.3,111.61,0.75,1.62
614,1130  ,2011MM03,124.72,-0.8,10.55,111.66,0.05,1.11
615,1130  ,2011MM04,123.58,-0.91,5.89,111.14,-0.46,0.84
616,1130  ,2011MM05,123.31,-0.22,2.41,112.92,1.6,3.27
617,1130  ,2011MM06,123.35,0.03,1.65,115.9,2.64,3.61
618,1130  ,2011MM07,123.58,0.19,2.38,116.0,0.09,4.95
619,1130  ,2011MM08,125.69,1.7,1.9,115.23,-0.67,4.4
620,1130  ,2011MM09,126.82,0.9,4.2,114.58,-0.56,2.83
621,1130  ,2011MM10,125.42,-1.11,4.26,114.81,0.2,3.76
622,1130  ,2011MM11,122.94,-1.98,0.33,114.04,-0.66,2.34
623,1130  ,2011MM12,125.87,2.39,1.67,114.43,0.34,2.9
624,1130  ,2012MM01,125.58,-0.23,0.1,114.56,0.11,3.42
625,1130  ,2012MM02,123.73,-1.47,-1.59,116.28,1.5,4.19
626,1130  ,2012MM03,123.18,-0.44,-1.23,116.42,0.12,4.27
627,1130  ,2012MM04,123.62,0.35,0.03,116.8,0.32,5.09
628,1130  ,2012MM05,123.54,-0.07,0.18,116.55,-0.21,3.22
629,1130  ,2012MM06,123.27,-0.22,-0.07,118.31,1.51,2.08
630,1130  ,2012MM07,124.57,1.06,0.8,116.66,-1.39,0.57
631,1130  ,2012MM08,125.86,1.03,0.14,117.5,0.72,1.97
632,1130  ,2012MM09,124.43,-1.13,-1.88,114.96,-2.16,0.33
633,1130  ,2012MM10,122.14,-1.84,-2.61,118.06,2.7,2.84
634,1130  ,2012MM11,123.5,1.11,0.46,118.31,0.21,3.74
635,1130  ,2012MM12,122.48,-0.82,-2.7,118.92,0.51,3.92
636,1130  ,2013MM01,125.0,2.06,-0.46,117.72,-1.01,2.76
637,1130  ,2013MM02,123.99,-0.82,0.2,118.04,0.27,1.52
638,1130  ,2013MM03,127.72,3.02,3.69,118.46,0.35,1.75
639,1130  ,2013MM04,131.74,3.15,6.57,117.54,-0.77,0.64
640,1140  ,2000MM01,88.57,0.0,0.0,92.71,0.0,0.0
641,1140  ,2000MM02,88.02,-0.62,0.0,91.71,-1.07,0.0
642,1140  ,2000MM03,88.18,0.18,0.0,91.82,0.12,0.0
643,1140  ,2000MM04,88.35,0.2,0.0,91.82,0.0,0.0
644,1140  ,2000MM05,88.63,0.32,0.0,91.71,-0.12,0.0
645,1140  ,2000MM06,89.39,0.85,0.0,91.88,0.18,0.0
646,1140  ,2000MM07,89.18,-0.23,0.0,91.91,0.03,0.0
647,1140  ,2000MM08,90.35,1.31,0.0,92.9,1.07,0.0
648,1140  ,2000MM09,90.5,0.17,0.0,93.89,1.07,0.0
649,1140  ,2000MM10,90.79,0.32,0.0,94.07,0.19,0.0
650,1140  ,2000MM11,92.15,1.49,0.0,94.43,0.39,0.0
651,1140  ,2000MM12,92.88,0.8,0.0,94.73,0.31,0.0
652,1140  ,2001MM01,94.26,1.48,6.43,95.33,0.63,2.83
653,1140  ,2001MM02,94.48,0.23,7.33,97.11,1.86,5.88
654,1140  ,2001MM03,94.59,0.11,7.27,97.96,0.88,6.69
655,1140  ,2001MM04,94.17,-0.43,6.59,98.99,1.05,7.81
656,1140  ,2001MM05,94.05,-0.13,6.11,98.5,-0.5,7.4
657,1140  ,2001MM06,94.38,0.35,5.58,98.29,-0.21,6.98
658,1140  ,2001MM07,95.43,1.12,7.01,100.12,1.87,8.94
659,1140  ,2001MM08,95.78,0.36,6.01,101.32,1.19,9.06
660,1140  ,2001MM09,95.86,0.08,5.91,101.35,0.03,7.94
661,1140  ,2001MM10,99.11,3.4,9.16,102.38,1.02,8.84
662,1140  ,2001MM11,98.76,-0.36,7.18,103.13,0.73,9.21
663,1140  ,2001MM12,98.77,0.01,6.34,103.66,0.52,9.43
664,1140  ,2002MM01,99.35,0.59,5.4,104.23,0.54,9.33
665,1140  ,2002MM02,100.55,1.21,6.43,104.17,-0.06,7.27
666,1140  ,2002MM03,99.41,-1.13,5.11,104.63,0.44,6.8
667,1140  ,2002MM04,98.45,-0.97,4.54,104.51,-0.11,5.58
668,1140  ,2002MM05,97.25,-1.22,3.4,104.5,-0.01,6.1
669,1140  ,2002MM06,97.04,-0.21,2.82,104.35,-0.14,6.17
670,1140  ,2002MM07,96.74,-0.31,1.37,104.61,0.25,4.48
671,1140  ,2002MM08,96.84,0.1,1.1,105.24,0.6,3.87
672,1140  ,2002MM09,96.76,-0.08,0.94,104.7,-0.52,3.31
673,1140  ,2002MM10,96.13,-0.65,-3.01,104.99,0.27,2.54
674,1140  ,2002MM11,97.2,1.12,-1.58,104.74,-0.23,1.56
675,1140  ,2002MM12,97.3,0.1,-1.49,105.39,0.62,1.66
676,1140  ,2003MM01,96.67,-0.64,-2.7,105.41,0.02,1.14
677,1140  ,2003MM02,96.37,-0.31,-4.15,105.68,0.25,1.45
678,1140  ,2003MM03,95.68,-0.72,-3.76,105.35,-0.31,0.69
679,1140  ,2003MM04,95.77,0.09,-2.72,106.75,1.33,2.14
680,1140  ,2003MM05,95.16,-0.64,-2.15,107.61,0.8,2.97
681,1140  ,2003MM06,94.92,-0.25,-2.19,108.07,0.43,3.56
682,1140  ,2003MM07,95.31,0.41,-1.48,107.62,-0.42,2.87
683,1140  ,2003MM08,95.72,0.43,-1.15,107.66,0.04,2.3
684,1140  ,2003MM09,96.32,0.63,-0.45,108.37,0.66,3.5
685,1140  ,2003MM10,97.28,0.99,1.2,108.4,0.03,3.25
686,1140  ,2003MM11,97.56,0.29,0.38,107.97,-0.39,3.09
687,1140  ,2003MM12,98.02,0.46,0.74,106.37,-1.49,0.93
688,1140  ,2004MM01,97.16,-0.88,0.5,106.2,-0.16,0.75
689,1140  ,2004MM02,96.34,-0.84,-0.03,105.22,-0.92,-0.43
690,1140  ,2004MM03,96.45,0.11,0.8,104.57,-0.62,-0.74
691,1140  ,2004MM04,96.31,-0.14,0.57,104.04,-0.51,-2.54
692,1140  ,2004MM05,96.61,0.31,1.52,103.3,-0.71,-4.0
693,1140  ,2004MM06,97.14,0.55,2.34,102.53,-0.74,-5.13
694,1140  ,2004MM07,97.49,0.36,2.29,102.64,0.11,-4.63
695,1140  ,2004MM08,97.46,-0.03,1.82,102.25,-0.37,-5.02
696,1140  ,2004MM09,98.41,0.98,2.17,101.77,-0.47,-6.09
697,1140  ,2004MM10,98.77,0.36,1.53,101.82,0.05,-6.07
698,1140  ,2004MM11,99.44,0.68,1.92,101.25,-0.56,-6.23
699,1140  ,2004MM12,99.34,-0.1,1.36,100.84,-0.4,-5.19
700,1140  ,2005MM01,99.44,0.1,2.35,100.2,-0.64,-5.65
701,1140  ,2005MM02,98.55,-0.9,2.29,100.44,0.24,-4.55
702,1140  ,2005MM03,99.24,0.7,2.89,99.97,-0.47,-4.4
703,1140  ,2005MM04,99.36,0.12,3.16,99.59,-0.37,-4.27
704,1140  ,2005MM05,99.81,0.45,3.31,100.38,0.79,-2.83
705,1140  ,2005MM06,99.84,0.03,2.78,100.6,0.22,-1.88
706,1140  ,2005MM07,99.77,-0.07,2.34,100.29,-0.3,-2.29
707,1140  ,2005MM08,99.63,-0.14,2.22,100.2,-0.09,-2.01
708,1140  ,2005MM09,100.34,0.71,1.96,99.58,-0.62,-2.15
709,1140  ,2005MM10,100.92,0.58,2.18,99.49,-0.09,-2.29
710,1140  ,2005MM11,101.49,0.57,2.06,99.74,0.25,-1.49
711,1140  ,2005MM12,101.62,0.13,2.29,99.52,-0.22,-1.31
712,1140  ,2006MM01,102.0,0.37,2.57,99.82,0.3,-0.38
713,1140  ,2006MM02,101.87,-0.12,3.38,100.14,0.33,-0.29
714,1140  ,2006MM03,102.44,0.56,3.22,99.86,-0.29,-0.11
715,1140  ,2006MM04,101.6,-0.82,2.25,99.42,-0.43,-0.17
716,1140  ,2006MM05,100.98,-0.61,1.17,98.92,-0.51,-1.45
717,1140  ,2006MM06,100.76,-0.22,0.92,98.2,-0.73,-2.38
718,1140  ,2006MM07,101.82,1.05,2.05,97.91,-0.3,-2.38
719,1140  ,2006MM08,102.62,0.79,3.0,97.97,0.07,-2.22
720,1140  ,2006MM09,104.34,1.68,3.98,97.74,-0.24,-1.85
721,1140  ,2006MM10,105.69,1.29,4.72,98.05,0.32,-1.45
722,1140  ,2006MM11,106.55,0.82,4.98,97.72,-0.34,-2.03
723,1140  ,2006MM12,108.49,1.82,6.76,97.52,-0.2,-2.01
724,1140  ,2007MM01,109.56,0.99,7.42,97.42,-0.1,-2.4
725,1140  ,2007MM02,110.18,0.56,8.15,97.94,0.53,-2.21
