ID,RegioS,TypeVerwarmingsinstallatie,Perioden,Woningen_1
612,PV22  ,A050114,2017JJ00,0.0
613,PV22  ,A050114,2018JJ00,0.0
614,PV22  ,A050114,2019JJ00,0.0
615,PV22  ,A050114,2020JJ00,0.0
616,PV22  ,A050114,2021JJ00,0.0
617,PV22  ,A050114,2022JJ00,0.0
618,PV22  ,A050115,2017JJ00,0.0
619,PV22  ,A050115,2018JJ00,0.0
620,PV22  ,A050115,2019JJ00,0.0
621,PV22  ,A050115,2020JJ00,0.0
622,PV22  ,A050115,2021JJ00,0.0
623,PV22  ,A050115,2022JJ00,0.0
624,PV22  ,A050116,2017JJ00,0.1
625,PV22  ,A050116,2018JJ00,0.1
626,PV22  ,A050116,2019JJ00,0.2
627,PV22  ,A050116,2020JJ00,0.2
628,PV22  ,A050116,2021JJ00,0.2
629,PV22  ,A050116,2022JJ00,0.3
630,PV22  ,A050117,2017JJ00,0.2
631,PV22  ,A050117,2018JJ00,0.4
632,PV22  ,A050117,2019JJ00,0.6
633,PV22  ,A050117,2020JJ00,0.8
634,PV22  ,A050117,2021JJ00,0.8
635,PV22  ,A050117,2022JJ00,1.0
636,PV22  ,A050118,2017JJ00,0.0
637,PV22  ,A050118,2018JJ00,0.0
638,PV22  ,A050118,2019JJ00,0.0
639,PV22  ,A050118,2020JJ00,0.1
640,PV22  ,A050118,2021JJ00,0.1
641,PV22  ,A050118,2022JJ00,0.1
642,PV22  ,A050119,2017JJ00,0.2
643,PV22  ,A050119,2018JJ00,0.4
644,PV22  ,A050119,2019JJ00,0.7
645,PV22  ,A050119,2020JJ00,1.1
646,PV22  ,A050119,2021JJ00,1.6
647,PV22  ,A050119,2022JJ00,2.4
648,PV22  ,A052175,2017JJ00,0.3
649,PV22  ,A052175,2018JJ00,0.5
650,PV22  ,A052175,2019JJ00,0.9
651,PV22  ,A052175,2020JJ00,1.3
652,PV22  ,A052175,2021JJ00,1.9
653,PV22  ,A052175,2022JJ00,2.7
654,PV22  ,A050120,2017JJ00,2.0
655,PV22  ,A050120,2018JJ00,2.1
656,PV22  ,A050120,2019JJ00,2.1
657,PV22  ,A050120,2020JJ00,1.5
658,PV22  ,A050120,2021JJ00,1.5
659,PV22  ,A050120,2022JJ00,1.8
660,PV23  ,A050112,2017JJ00,88.9
661,PV23  ,A050112,2018JJ00,89.1
662,PV23  ,A050112,2019JJ00,88.6
663,PV23  ,A050112,2020JJ00,88.2
664,PV23  ,A050112,2021JJ00,87.6
665,PV23  ,A050112,2022JJ00,86.6
666,PV23  ,A050113,2017JJ00,3.9
667,PV23  ,A050113,2018JJ00,3.9
668,PV23  ,A050113,2019JJ00,3.9
669,PV23  ,A050113,2020JJ00,4.1
670,PV23  ,A050113,2021JJ00,3.9
671,PV23  ,A050113,2022JJ00,3.7
672,PV23  ,A050114,2017JJ00,0.5
673,PV23  ,A050114,2018JJ00,0.5
674,PV23  ,A050114,2019JJ00,0.5
675,PV23  ,A050114,2020JJ00,0.5
676,PV23  ,A050114,2021JJ00,0.5
677,PV23  ,A050114,2022JJ00,0.5
678,PV23  ,A050115,2017JJ00,0.6
679,PV23  ,A050115,2018JJ00,0.5
680,PV23  ,A050115,2019JJ00,0.5
681,PV23  ,A050115,2020JJ00,0.5
682,PV23  ,A050115,2021JJ00,0.5
683,PV23  ,A050115,2022JJ00,0.5
684,PV23  ,A050116,2017JJ00,2.2
685,PV23  ,A050116,2018JJ00,2.3
686,PV23  ,A050116,2019JJ00,2.5
687,PV23  ,A050116,2020JJ00,2.5
688,PV23  ,A050116,2021JJ00,2.5
689,PV23  ,A050116,2022JJ00,2.5
690,PV23  ,A050117,2017JJ00,0.2
691,PV23  ,A050117,2018JJ00,0.4
692,PV23  ,A050117,2019JJ00,0.6
693,PV23  ,A050117,2020JJ00,0.8
694,PV23  ,A050117,2021JJ00,0.9
695,PV23  ,A050117,2022JJ00,1.1
696,PV23  ,A050118,2017JJ00,0.0
697,PV23  ,A050118,2018JJ00,0.0
698,PV23  ,A050118,2019JJ00,0.0
699,PV23  ,A050118,2020JJ00,0.0
700,PV23  ,A050118,2021JJ00,0.1
701,PV23  ,A050118,2022JJ00,0.1
702,PV23  ,A050119,2017JJ00,0.2
703,PV23  ,A050119,2018JJ00,0.3
704,PV23  ,A050119,2019JJ00,0.6
705,PV23  ,A050119,2020JJ00,1.1
706,PV23  ,A050119,2021JJ00,1.6
707,PV23  ,A050119,2022JJ00,2.3
708,PV23  ,A052175,2017JJ00,2.4
709,PV23  ,A052175,2018JJ00,2.6
710,PV23  ,A052175,2019JJ00,3.1
711,PV23  ,A052175,2020JJ00,3.5
712,PV23  ,A052175,2021JJ00,4.1
713,PV23  ,A052175,2022JJ00,4.8
714,PV23  ,A050120,2017JJ00,3.5
715,PV23  ,A050120,2018JJ00,2.9
716,PV23  ,A050120,2019JJ00,2.9
717,PV23  ,A050120,2020JJ00,2.3
718,PV23  ,A050120,2021JJ00,2.4
719,PV23  ,A050120,2022JJ00,2.6
720,PV24  ,A050112,2017JJ00,64.9
721,PV24  ,A050112,2018JJ00,64.6
722,PV24  ,A050112,2019JJ00,64.0
723,PV24  ,A050112,2020JJ00,63.7
724,PV24  ,A050112,2021JJ00,63.1
725,PV24  ,A050112,2022JJ00,61.9
726,PV24  ,A050113,2017JJ00,1.0
727,PV24  ,A050113,2018JJ00,1.0
728,PV24  ,A050113,2019JJ00,1.0
729,PV24  ,A050113,2020JJ00,1.0
730,PV24  ,A050113,2021JJ00,0.9
731,PV24  ,A050113,2022JJ00,0.8
732,PV24  ,A050114,2017JJ00,0.1
733,PV24  ,A050114,2018JJ00,0.1
734,PV24  ,A050114,2019JJ00,0.1
735,PV24  ,A050114,2020JJ00,0.1
736,PV24  ,A050114,2021JJ00,0.1
737,PV24  ,A050114,2022JJ00,0.1
738,PV24  ,A050115,2017JJ00,0.0
739,PV24  ,A050115,2018JJ00,0.0
740,PV24  ,A050115,2019JJ00,0.0
741,PV24  ,A050115,2020JJ00,0.0
742,PV24  ,A050115,2021JJ00,0.0
743,PV24  ,A050115,2022JJ00,0.0
744,PV24  ,A050116,2017JJ00,32.1
745,PV24  ,A050116,2018JJ00,32.6
746,PV24  ,A050116,2019JJ00,32.9
747,PV24  ,A050116,2020JJ00,32.9
748,PV24  ,A050116,2021JJ00,32.8
749,PV24  ,A050116,2022JJ00,32.7
750,PV24  ,A050117,2017JJ00,0.2
751,PV24  ,A050117,2018JJ00,0.2
752,PV24  ,A050117,2019JJ00,0.3
753,PV24  ,A050117,2020JJ00,0.3
754,PV24  ,A050117,2021JJ00,0.4
755,PV24  ,A050117,2022JJ00,0.5
756,PV24  ,A050118,2017JJ00,0.0
757,PV24  ,A050118,2018JJ00,0.0
758,PV24  ,A050118,2019JJ00,0.0
759,PV24  ,A050118,2020JJ00,0.0
760,PV24  ,A050118,2021JJ00,0.0
761,PV24  ,A050118,2022JJ00,0.1
762,PV24  ,A050119,2017JJ00,0.1
763,PV24  ,A050119,2018JJ00,0.3
764,PV24  ,A050119,2019JJ00,0.6
765,PV24  ,A050119,2020JJ00,1.0
766,PV24  ,A050119,2021JJ00,1.7
767,PV24  ,A050119,2022JJ00,2.8
768,PV24  ,A052175,2017JJ00,32.2
769,PV24  ,A052175,2018JJ00,32.9
770,PV24  ,A052175,2019JJ00,33.5
771,PV24  ,A052175,2020JJ00,33.9
772,PV24  ,A052175,2021JJ00,34.5
773,PV24  ,A052175,2022JJ00,35.5
774,PV24  ,A050120,2017JJ00,1.4
775,PV24  ,A050120,2018JJ00,1.1
776,PV24  ,A050120,2019JJ00,1.0
777,PV24  ,A050120,2020JJ00,0.9
778,PV24  ,A050120,2021JJ00,0.9
779,PV24  ,A050120,2022JJ00,1.1
780,PV25  ,A050112,2017JJ00,87.9
781,PV25  ,A050112,2018JJ00,87.9
782,PV25  ,A050112,2019JJ00,87.6
783,PV25  ,A050112,2020JJ00,87.3
784,PV25  ,A050112,2021JJ00,86.9
785,PV25  ,A050112,2022JJ00,85.8
786,PV25  ,A050113,2017JJ00,4.3
787,PV25  ,A050113,2018JJ00,4.3
788,PV25  ,A050113,2019JJ00,4.1
789,PV25  ,A050113,2020JJ00,4.3
790,PV25  ,A050113,2021JJ00,3.9
791,PV25  ,A050113,2022JJ00,3.6
792,PV25  ,A050114,2017JJ00,0.2
793,PV25  ,A050114,2018JJ00,0.3
794,PV25  ,A050114,2019JJ00,0.3
795,PV25  ,A050114,2020JJ00,0.3
796,PV25  ,A050114,2021JJ00,0.3
797,PV25  ,A050114,2022JJ00,0.3
798,PV25  ,A050115,2017JJ00,0.2
799,PV25  ,A050115,2018JJ00,0.2
800,PV25  ,A050115,2019JJ00,0.2
801,PV25  ,A050115,2020JJ00,0.2
802,PV25  ,A050115,2021JJ00,0.2
803,PV25  ,A050115,2022JJ00,0.2
804,PV25  ,A050116,2017JJ00,2.8
805,PV25  ,A050116,2018JJ00,3.0
806,PV25  ,A050116,2019JJ00,3.3
807,PV25  ,A050116,2020JJ00,3.4
808,PV25  ,A050116,2021JJ00,3.6
809,PV25  ,A050116,2022JJ00,3.8
810,PV25  ,A050117,2017JJ00,0.4
811,PV25  ,A050117,2018JJ00,0.5
812,PV25  ,A050117,2019JJ00,0.7
813,PV25  ,A050117,2020JJ00,0.9
814,PV25  ,A050117,2021JJ00,1.0
815,PV25  ,A050117,2022JJ00,1.2
816,PV25  ,A050118,2017JJ00,0.0
817,PV25  ,A050118,2018JJ00,0.0
818,PV25  ,A050118,2019JJ00,0.0
819,PV25  ,A050118,2020JJ00,0.1
820,PV25  ,A050118,2021JJ00,0.1
821,PV25  ,A050118,2022JJ00,0.1
822,PV25  ,A050119,2017JJ00,0.3
823,PV25  ,A050119,2018JJ00,0.5
824,PV25  ,A050119,2019JJ00,0.7
825,PV25  ,A050119,2020JJ00,1.0
826,PV25  ,A050119,2021JJ00,1.6
827,PV25  ,A050119,2022JJ00,2.3
828,PV25  ,A052175,2017JJ00,3.1
829,PV25  ,A052175,2018JJ00,3.5
830,PV25  ,A052175,2019JJ00,4.0
831,PV25  ,A052175,2020JJ00,4.5
832,PV25  ,A052175,2021JJ00,5.2
833,PV25  ,A052175,2022JJ00,6.1
834,PV25  ,A050120,2017JJ00,3.9
835,PV25  ,A050120,2018JJ00,3.2
836,PV25  ,A050120,2019JJ00,3.0
837,PV25  ,A050120,2020JJ00,2.4
838,PV25  ,A050120,2021JJ00,2.4
839,PV25  ,A050120,2022JJ00,2.7
840,PV26  ,A050112,2017JJ00,78.9
841,PV26  ,A050112,2018JJ00,79.0
842,PV26  ,A050112,2019JJ00,78.8
843,PV26  ,A050112,2020JJ00,78.3
844,PV26  ,A050112,2021JJ00,77.7
845,PV26  ,A050112,2022JJ00,76.8
846,PV26  ,A050113,2017JJ00,5.0
847,PV26  ,A050113,2018JJ00,5.2
848,PV26  ,A050113,2019JJ00,5.0
849,PV26  ,A050113,2020JJ00,5.2
850,PV26  ,A050113,2021JJ00,4.7
851,PV26  ,A050113,2022JJ00,4.3
852,PV26  ,A050114,2017JJ00,0.8
853,PV26  ,A050114,2018JJ00,0.8
854,PV26  ,A050114,2019JJ00,0.6
855,PV26  ,A050114,2020JJ00,0.6
856,PV26  ,A050114,2021JJ00,0.6
857,PV26  ,A050114,2022JJ00,0.4
858,PV26  ,A050115,2017JJ00,1.8
859,PV26  ,A050115,2018JJ00,1.7
860,PV26  ,A050115,2019JJ00,1.7
861,PV26  ,A050115,2020JJ00,1.7
862,PV26  ,A050115,2021JJ00,1.6
863,PV26  ,A050115,2022JJ00,1.5
864,PV26  ,A050116,2017JJ00,9.3
865,PV26  ,A050116,2018JJ00,10.1
866,PV26  ,A050116,2019JJ00,10.2
867,PV26  ,A050116,2020JJ00,10.4
868,PV26  ,A050116,2021JJ00,10.7
869,PV26  ,A050116,2022JJ00,11.1
870,PV26  ,A050117,2017JJ00,0.3
871,PV26  ,A050117,2018JJ00,0.3
872,PV26  ,A050117,2019JJ00,0.5
873,PV26  ,A050117,2020JJ00,0.6
874,PV26  ,A050117,2021JJ00,0.7
875,PV26  ,A050117,2022JJ00,0.8
876,PV26  ,A050118,2017JJ00,0.0
877,PV26  ,A050118,2018JJ00,0.0
878,PV26  ,A050118,2019JJ00,0.0
879,PV26  ,A050118,2020JJ00,0.0
880,PV26  ,A050118,2021JJ00,0.1
881,PV26  ,A050118,2022JJ00,0.1
882,PV26  ,A050119,2017JJ00,0.3
883,PV26  ,A050119,2018JJ00,0.7
884,PV26  ,A050119,2019JJ00,0.9
885,PV26  ,A050119,2020JJ00,1.3
886,PV26  ,A050119,2021JJ00,2.0
887,PV26  ,A050119,2022JJ00,2.8
888,PV26  ,A052175,2017JJ00,9.6
889,PV26  ,A052175,2018JJ00,10.8
890,PV26  ,A052175,2019JJ00,11.1
891,PV26  ,A052175,2020JJ00,11.7
892,PV26  ,A052175,2021JJ00,12.7
893,PV26  ,A052175,2022JJ00,13.9
894,PV26  ,A050120,2017JJ00,3.6
895,PV26  ,A050120,2018JJ00,2.3
896,PV26  ,A050120,2019JJ00,2.2
897,PV26  ,A050120,2020JJ00,1.8
898,PV26  ,A050120,2021JJ00,1.9
899,PV26  ,A050120,2022JJ00,2.1
900,PV27  ,A050112,2017JJ00,83.7
901,PV27  ,A050112,2018JJ00,83.5
902,PV27  ,A050112,2019JJ00,82.8
903,PV27  ,A050112,2020JJ00,82.0
904,PV27  ,A050112,2021JJ00,81.8
905,PV27  ,A050112,2022JJ00,80.3
906,PV27  ,A050113,2017JJ00,6.2
907,PV27  ,A050113,2018JJ00,6.2
908,PV27  ,A050113,2019JJ00,6.1
909,PV27  ,A050113,2020JJ00,6.2
910,PV27  ,A050113,2021JJ00,5.7
911,PV27  ,A050113,2022JJ00,5.4
912,PV27  ,A050114,2017JJ00,0.4
913,PV27  ,A050114,2018JJ00,0.6
914,PV27  ,A050114,2019JJ00,0.6
915,PV27  ,A050114,2020JJ00,0.7
916,PV27  ,A050114,2021JJ00,0.6
917,PV27  ,A050114,2022JJ00,0.5
918,PV27  ,A050115,2017JJ00,0.7
919,PV27  ,A050115,2018JJ00,0.8
920,PV27  ,A050115,2019JJ00,0.8
921,PV27  ,A050115,2020JJ00,0.9
922,PV27  ,A050115,2021JJ00,0.9
923,PV27  ,A050115,2022JJ00,0.9
924,PV27  ,A050116,2017JJ00,5.5
925,PV27  ,A050116,2018JJ00,5.8
926,PV27  ,A050116,2019JJ00,6.3
927,PV27  ,A050116,2020JJ00,6.8
928,PV27  ,A050116,2021JJ00,7.0
929,PV27  ,A050116,2022JJ00,7.5
930,PV27  ,A050117,2017JJ00,0.4
931,PV27  ,A050117,2018JJ00,0.3
932,PV27  ,A050117,2019JJ00,0.5
933,PV27  ,A050117,2020JJ00,0.6
934,PV27  ,A050117,2021JJ00,0.6
935,PV27  ,A050117,2022JJ00,0.7
936,PV27  ,A050118,2017JJ00,0.0
937,PV27  ,A050118,2018JJ00,0.0
938,PV27  ,A050118,2019JJ00,0.0
939,PV27  ,A050118,2020JJ00,0.0
940,PV27  ,A050118,2021JJ00,0.1
941,PV27  ,A050118,2022JJ00,0.1
942,PV27  ,A050119,2017JJ00,0.2
943,PV27  ,A050119,2018JJ00,0.4
944,PV27  ,A050119,2019JJ00,0.6
945,PV27  ,A050119,2020JJ00,0.9
946,PV27  ,A050119,2021JJ00,1.2
947,PV27  ,A050119,2022JJ00,1.7
948,PV27  ,A052175,2017JJ00,5.7
949,PV27  ,A052175,2018JJ00,6.2
950,PV27  ,A052175,2019JJ00,6.9
951,PV27  ,A052175,2020JJ00,7.6
952,PV27  ,A052175,2021JJ00,8.2
953,PV27  ,A052175,2022JJ00,9.3
954,PV27  ,A050120,2017JJ00,2.9
955,PV27  ,A050120,2018JJ00,2.4
956,PV27  ,A050120,2019JJ00,2.3
957,PV27  ,A050120,2020JJ00,2.0
958,PV27  ,A050120,2021JJ00,2.1
959,PV27  ,A050120,2022JJ00,2.8
960,PV28  ,A050112,2017JJ00,79.7
961,PV28  ,A050112,2018JJ00,79.6
962,PV28  ,A050112,2019JJ00,79.3
963,PV28  ,A050112,2020JJ00,78.9
964,PV28  ,A050112,2021JJ00,79.1
965,PV28  ,A050112,2022JJ00,78.5
966,PV28  ,A050113,2017JJ00,9.6
967,PV28  ,A050113,2018JJ00,9.7
968,PV28  ,A050113,2019JJ00,9.6
969,PV28  ,A050113,2020JJ00,9.6
970,PV28  ,A050113,2021JJ00,8.6
971,PV28  ,A050113,2022JJ00,7.9
972,PV28  ,A050114,2017JJ00,0.3
973,PV28  ,A050114,2018JJ00,0.3
974,PV28  ,A050114,2019JJ00,0.4
975,PV28  ,A050114,2020JJ00,0.5
976,PV28  ,A050114,2021JJ00,0.4
977,PV28  ,A050114,2022JJ00,0.3
978,PV28  ,A050115,2017JJ00,0.9
979,PV28  ,A050115,2018JJ00,0.9
980,PV28  ,A050115,2019JJ00,0.8
981,PV28  ,A050115,2020JJ00,0.9
982,PV28  ,A050115,2021JJ00,0.9
983,PV28  ,A050115,2022JJ00,0.9
984,PV28  ,A050116,2017JJ00,5.7
985,PV28  ,A050116,2018JJ00,6.1
986,PV28  ,A050116,2019JJ00,6.2
987,PV28  ,A050116,2020JJ00,6.4
988,PV28  ,A050116,2021JJ00,6.6
989,PV28  ,A050116,2022JJ00,6.8
990,PV28  ,A050117,2017JJ00,0.5
991,PV28  ,A050117,2018JJ00,0.5
992,PV28  ,A050117,2019JJ00,0.6
993,PV28  ,A050117,2020JJ00,0.8
994,PV28  ,A050117,2021JJ00,0.8
995,PV28  ,A050117,2022JJ00,0.9
996,PV28  ,A050118,2017JJ00,0.0
997,PV28  ,A050118,2018JJ00,0.0
998,PV28  ,A050118,2019JJ00,0.0
999,PV28  ,A050118,2020JJ00,0.0
1000,PV28  ,A050118,2021JJ00,0.0
1001,PV28  ,A050118,2022JJ00,0.1
1002,PV28  ,A050119,2017JJ00,0.2
1003,PV28  ,A050119,2018JJ00,0.5
1004,PV28  ,A050119,2019JJ00,0.7
1005,PV28  ,A050119,2020JJ00,0.9
1006,PV28  ,A050119,2021JJ00,1.4
1007,PV28  ,A050119,2022JJ00,2.1
1008,PV28  ,A052175,2017JJ00,5.9
1009,PV28  ,A052175,2018JJ00,6.6
1010,PV28  ,A052175,2019JJ00,6.9
1011,PV28  ,A052175,2020JJ00,7.3
1012,PV28  ,A052175,2021JJ00,8.1
1013,PV28  ,A052175,2022JJ00,8.9
1014,PV28  ,A050120,2017JJ00,3.0
1015,PV28  ,A050120,2018JJ00,2.4
1016,PV28  ,A050120,2019JJ00,2.3
1017,PV28  ,A050120,2020JJ00,2.0
1018,PV28  ,A050120,2021JJ00,2.1
1019,PV28  ,A050120,2022JJ00,2.6
1020,PV29  ,A050112,2017JJ00,91.9
1021,PV29  ,A050112,2018JJ00,91.7
1022,PV29  ,A050112,2019JJ00,91.3
1023,PV29  ,A050112,2020JJ00,91.1
1024,PV29  ,A050112,2021JJ00,90.9
1025,PV29  ,A050112,2022JJ00,90.0
1026,PV29  ,A050113,2017JJ00,3.4
1027,PV29  ,A050113,2018JJ00,3.3
1028,PV29  ,A050113,2019JJ00,3.3
1029,PV29  ,A050113,2020JJ00,3.6
1030,PV29  ,A050113,2021JJ00,3.3
1031,PV29  ,A050113,2022JJ00,3.2
1032,PV29  ,A050114,2017JJ00,0.0
1033,PV29  ,A050114,2018JJ00,0.0
1034,PV29  ,A050114,2019JJ00,0.0
1035,PV29  ,A050114,2020JJ00,0.0
1036,PV29  ,A050114,2021JJ00,0.0
1037,PV29  ,A050114,2022JJ00,0.0
1038,PV29  ,A050115,2017JJ00,0.0
1039,PV29  ,A050115,2018JJ00,0.0
1040,PV29  ,A050115,2019JJ00,0.0
1041,PV29  ,A050115,2020JJ00,0.0
1042,PV29  ,A050115,2021JJ00,0.0
1043,PV29  ,A050115,2022JJ00,0.0
1044,PV29  ,A050116,2017JJ00,0.4
1045,PV29  ,A050116,2018JJ00,0.4
1046,PV29  ,A050116,2019JJ00,0.4
1047,PV29  ,A050116,2020JJ00,0.4
1048,PV29  ,A050116,2021JJ00,0.4
1049,PV29  ,A050116,2022JJ00,0.4
1050,PV29  ,A050117,2017JJ00,0.6
1051,PV29  ,A050117,2018JJ00,0.7
1052,PV29  ,A050117,2019JJ00,0.7
1053,PV29  ,A050117,2020JJ00,0.8
1054,PV29  ,A050117,2021JJ00,0.9
1055,PV29  ,A050117,2022JJ00,1.1
1056,PV29  ,A050118,2017JJ00,0.0
1057,PV29  ,A050118,2018JJ00,0.0
1058,PV29  ,A050118,2019JJ00,0.1
1059,PV29  ,A050118,2020JJ00,0.1
1060,PV29  ,A050118,2021JJ00,0.1
1061,PV29  ,A050118,2022JJ00,0.2
1062,PV29  ,A050119,2017JJ00,0.3
1063,PV29  ,A050119,2018JJ00,0.7
1064,PV29  ,A050119,2019JJ00,1.0
1065,PV29  ,A050119,2020JJ00,1.4
1066,PV29  ,A050119,2021JJ00,2.1
1067,PV29  ,A050119,2022JJ00,2.8
1068,PV29  ,A052175,2017JJ00,0.7
1069,PV29  ,A052175,2018JJ00,1.1
1070,PV29  ,A052175,2019JJ00,1.4
1071,PV29  ,A052175,2020JJ00,1.8
1072,PV29  ,A052175,2021JJ00,2.5
1073,PV29  ,A052175,2022JJ00,3.2
1074,PV29  ,A050120,2017JJ00,3.5
1075,PV29  ,A050120,2018JJ00,3.2
1076,PV29  ,A050120,2019JJ00,3.2
1077,PV29  ,A050120,2020JJ00,2.4
1078,PV29  ,A050120,2021JJ00,2.3
1079,PV29  ,A050120,2022JJ00,2.4
1080,PV30  ,A050112,2017JJ00,86.3
1081,PV30  ,A050112,2018JJ00,86.3
1082,PV30  ,A050112,2019JJ00,85.9
1083,PV30  ,A050112,2020JJ00,85.6
1084,PV30  ,A050112,2021JJ00,85.2
1085,PV30  ,A050112,2022JJ00,84.1
1086,PV30  ,A050113,2017JJ00,3.8
1087,PV30  ,A050113,2018JJ00,3.8
1088,PV30  ,A050113,2019JJ00,3.8
1089,PV30  ,A050113,2020JJ00,4.1
1090,PV30  ,A050113,2021JJ00,3.7
1091,PV30  ,A050113,2022JJ00,3.5
1092,PV30  ,A050114,2017JJ00,0.4
1093,PV30  ,A050114,2018JJ00,0.4
1094,PV30  ,A050114,2019JJ00,0.4
1095,PV30  ,A050114,2020JJ00,0.5
1096,PV30  ,A050114,2021JJ00,0.4
1097,PV30  ,A050114,2022JJ00,0.4
1098,PV30  ,A050115,2017JJ00,0.8
1099,PV30  ,A050115,2018JJ00,0.8
1100,PV30  ,A050115,2019JJ00,0.8
1101,PV30  ,A050115,2020JJ00,0.8
1102,PV30  ,A050115,2021JJ00,0.7
1103,PV30  ,A050115,2022JJ00,0.7
1104,PV30  ,A050116,2017JJ00,4.4
1105,PV30  ,A050116,2018JJ00,4.6
1106,PV30  ,A050116,2019JJ00,4.7
1107,PV30  ,A050116,2020JJ00,4.6
1108,PV30  ,A050116,2021JJ00,4.7
1109,PV30  ,A050116,2022JJ00,4.8
1110,PV30  ,A050117,2017JJ00,0.5
1111,PV30  ,A050117,2018JJ00,0.6
1112,PV30  ,A050117,2019JJ00,0.8
1113,PV30  ,A050117,2020JJ00,0.9
1114,PV30  ,A050117,2021JJ00,1.0
1115,PV30  ,A050117,2022JJ00,1.2
1116,PV30  ,A050118,2017JJ00,0.0
1117,PV30  ,A050118,2018JJ00,0.0
1118,PV30  ,A050118,2019JJ00,0.0
1119,PV30  ,A050118,2020JJ00,0.1
1120,PV30  ,A050118,2021JJ00,0.1
1121,PV30  ,A050118,2022JJ00,0.1
1122,PV30  ,A050119,2017JJ00,0.4
1123,PV30  ,A050119,2018JJ00,0.8
1124,PV30  ,A050119,2019JJ00,1.0
1125,PV30  ,A050119,2020JJ00,1.5
1126,PV30  ,A050119,2021JJ00,2.2
1127,PV30  ,A050119,2022JJ00,3.0
1128,PV30  ,A052175,2017JJ00,4.8
1129,PV30  ,A052175,2018JJ00,5.4
1130,PV30  ,A052175,2019JJ00,5.7
1131,PV30  ,A052175,2020JJ00,6.2
1132,PV30  ,A052175,2021JJ00,6.9
1133,PV30  ,A052175,2022JJ00,7.9
1134,PV30  ,A050120,2017JJ00,3.2
1135,PV30  ,A050120,2018JJ00,2.8
1136,PV30  ,A050120,2019JJ00,2.6
1137,PV30  ,A050120,2020JJ00,1.9
1138,PV30  ,A050120,2021JJ00,1.9
1139,PV30  ,A050120,2022JJ00,2.1
1140,PV31  ,A050112,2017JJ00,89.1
1141,PV31  ,A050112,2018JJ00,89.0
1142,PV31  ,A050112,2019JJ00,89.0
1143,PV31  ,A050112,2020JJ00,89.0
1144,PV31  ,A050112,2021JJ00,88.8
1145,PV31  ,A050112,2022JJ00,88.1
1146,PV31  ,A050113,2017JJ00,5.3
1147,PV31  ,A050113,2018JJ00,5.5
1148,PV31  ,A050113,2019JJ00,5.4
1149,PV31  ,A050113,2020JJ00,5.7
1150,PV31  ,A050113,2021JJ00,5.3
1151,PV31  ,A050113,2022JJ00,4.9
1152,PV31  ,A050114,2017JJ00,0.1
1153,PV31  ,A050114,2018JJ00,0.1
1154,PV31  ,A050114,2019JJ00,0.1
1155,PV31  ,A050114,2020JJ00,0.1
1156,PV31  ,A050114,2021JJ00,0.1
1157,PV31  ,A050114,2022JJ00,0.1
1158,PV31  ,A050115,2017JJ00,0.1
1159,PV31  ,A050115,2018JJ00,0.1
1160,PV31  ,A050115,2019JJ00,0.1
1161,PV31  ,A050115,2020JJ00,0.1
1162,PV31  ,A050115,2021JJ00,0.1
1163,PV31  ,A050115,2022JJ00,0.1
1164,PV31  ,A050116,2017JJ00,0.9
1165,PV31  ,A050116,2018JJ00,1.0
1166,PV31  ,A050116,2019JJ00,1.0
1167,PV31  ,A050116,2020JJ00,1.0
1168,PV31  ,A050116,2021JJ00,1.0
1169,PV31  ,A050116,2022JJ00,1.0
1170,PV31  ,A050117,2017JJ00,0.4
1171,PV31  ,A050117,2018JJ00,0.5
1172,PV31  ,A050117,2019JJ00,0.7
1173,PV31  ,A050117,2020JJ00,0.8
1174,PV31  ,A050117,2021JJ00,0.8
1175,PV31  ,A050117,2022JJ00,1.1
1176,PV31  ,A050118,2017JJ00,0.1
1177,PV31  ,A050118,2018JJ00,0.0
1178,PV31  ,A050118,2019JJ00,0.0
1179,PV31  ,A050118,2020JJ00,0.1
1180,PV31  ,A050118,2021JJ00,0.1
1181,PV31  ,A050118,2022JJ00,0.1
1182,PV31  ,A050119,2017JJ00,0.2
1183,PV31  ,A050119,2018JJ00,0.4
1184,PV31  ,A050119,2019JJ00,0.6
1185,PV31  ,A050119,2020JJ00,0.7
1186,PV31  ,A050119,2021JJ00,1.1
1187,PV31  ,A050119,2022JJ00,1.7
1188,PV31  ,A052175,2017JJ00,1.1
1189,PV31  ,A052175,2018JJ00,1.4
1190,PV31  ,A052175,2019JJ00,1.6
1191,PV31  ,A052175,2020JJ00,1.8
1192,PV31  ,A052175,2021JJ00,2.2
1193,PV31  ,A052175,2022JJ00,2.7
1194,PV31  ,A050120,2017JJ00,3.9
1195,PV31  ,A050120,2018JJ00,3.4
1196,PV31  ,A050120,2019JJ00,3.2
1197,PV31  ,A050120,2020JJ00,2.6
1198,PV31  ,A050120,2021JJ00,2.7
1199,PV31  ,A050120,2022JJ00,2.9
1200,PV99  ,A050112,2017JJ00,77.4
1201,PV99  ,A050112,2018JJ00,63.9
1202,PV99  ,A050112,2019JJ00,
1203,PV99  ,A050112,2020JJ00,30.0
1204,PV99  ,A050112,2021JJ00,27.8
1205,PV99  ,A050112,2022JJ00,7.7
1206,PV99  ,A050113,2017JJ00,0.9
1207,PV99  ,A050113,2018JJ00,3.7
1208,PV99  ,A050113,2019JJ00,
1209,PV99  ,A050113,2020JJ00,1.4
