ID,Aardolieproducten,Perioden,TotaalAanbod_1,TotaleProductie_2,Raffinaderijen_3,PetrochemischeIndustrie_4,Groothandel_5,Invoer_6,Uitvoer_7,Bunkers_8,Voorraadmutatie_9,TotaalVerbruik_10,TotaalVoorOmzettingInOlieproducten_11,Raffinaderijen_12,PetrochemischeIndustrie_13,Groothandel_14,TotaalFinaalVerbruikAndereOmzetting_15,RaffinaderijenBrandstof_16,PetrochemischeIndustrieBrandstof_17,PetrochemischeIndustrieGrondstof_18,Visserij_19,VervoerEnOverig_20,Beginvoorraad_21,Eindvoorraad_22,Voorraadmutatie_23
5431,E006542,2021MM03,122.0,40.0,34.0,6.0,0.0,139.0,65.0,,7.0,122.0,108.0,,7.0,102.0,14.0,,,12.0,,1.1,101.0,94.0,7.0
5432,E006542,2021KW01,224.0,193.0,96.0,97.0,0.0,235.0,245.0,,41.0,224.0,208.0,5.0,7.0,196.0,16.0,,,12.0,,3.87,135.0,94.0,41.0
5433,E006542,2021MM04,140.0,106.0,93.0,13.0,,164.0,108.0,,-23.0,140.0,133.0,,3.0,130.0,7.0,,,6.0,,0.83,94.0,116.0,-23.0
5434,E006546,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
5435,E006546,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
5436,E006546,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
5437,E006546,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
5438,E006546,1950JJ00,,,23.0,,,,,,,,,,,,,,,,,,,,
5439,E006546,1951JJ00,,,36.0,,,,,,,,,,,,,,,,,,,,
5440,E006546,1952JJ00,,,29.0,,,,,,,,,,,,,,,,,,,,
5441,E006546,1953JJ00,,,33.0,,,,,,,,,,,,,,,,,,,,
5442,E006546,1954JJ00,,,37.0,,,,,,,,,,,,,,,,,,,,
5443,E006546,1955JJ00,,,68.0,,,,,,,99.0,,,,,,,,,,99.0,,,
5444,E006546,1956JJ00,,,142.0,,,,,,,130.0,,,,,,,,,,130.0,,,
5445,E006546,1957JJ00,,,175.0,,,,,,,92.0,,,,,,,,,,92.0,,,
5446,E006546,1958JJ00,,,158.0,,,,,,,115.0,,,,,,,,,,115.0,,,
5447,E006546,1959JJ00,,,192.0,,,,,,,103.0,,,,,,,,,,103.0,,,
5448,E006546,1960JJ00,,,206.0,,,179.0,273.0,20.0,,111.0,,,,,,,,,,111.0,,,
5449,E006546,1961JJ00,,,259.0,,,176.0,255.0,20.0,,122.0,,,,,,,,,,122.0,,,
5450,E006546,1962JJ00,,,246.0,,,151.0,280.0,20.0,,135.0,,,,,,,,,,135.0,,,
5451,E006546,1963JJ00,,,245.0,,,165.0,263.0,20.0,,142.0,,,,,,,,,,142.0,,,
5452,E006546,1964JJ00,,,251.0,,,233.0,333.0,23.0,,157.0,,,,,,,,,,157.0,,,
5453,E006546,1965JJ00,,,332.0,,,245.0,377.0,21.0,,163.0,,,,,,,,,,163.0,,,
5454,E006546,1966JJ00,,,338.0,,,255.0,374.0,31.0,,161.0,,,,,,,,,,161.0,,,
5455,E006546,1967JJ00,,,321.0,,,257.0,389.0,35.0,,156.0,,,,,,,,,,156.0,,,
5456,E006546,1968JJ00,,,278.0,,,288.0,396.0,35.0,,162.0,,,,,,,,,,162.0,,,
5457,E006546,1969JJ00,,,502.0,,,163.0,451.0,40.0,,164.0,,,,,,,,,,164.0,,,
5458,E006546,1970JJ00,,,471.0,,,165.0,434.0,44.0,,185.0,,,,,,,,,,185.0,,,
5459,E006546,1971JJ00,,,558.0,,,205.0,527.0,45.0,,196.0,,,,,,,,,,196.0,,,
5460,E006546,1972JJ00,,,478.0,,,231.0,443.0,54.0,,211.0,,,,,,,,,,211.0,,,
5461,E006546,1973JJ00,,,470.0,,,361.0,502.0,56.0,,224.0,,,,,,,,,,224.0,,,
5462,E006546,1974JJ00,,,576.0,,,324.0,585.0,58.0,,217.0,,,,,,,,,,217.0,,,
5463,E006546,1975JJ00,,,398.0,,,237.0,430.0,57.0,,198.0,,,,,,,,,,198.0,,,
5464,E006546,1976JJ00,,,543.0,,,299.0,562.0,52.0,,230.0,,,,,,,,,,230.0,,,
5465,E006546,1977JJ00,,,556.0,,,342.0,643.0,54.0,,184.0,,,,,,,,,,184.0,,,
5466,E006546,1978JJ00,,600.0,600.0,,,320.0,655.0,64.0,,185.0,,,,,185.0,,,5.0,,180.0,,,
5467,E006546,1979JJ00,,565.0,565.0,,,360.0,676.0,64.0,,209.0,,,,,209.0,,,10.0,,199.0,,,
5468,E006546,1980JJ00,206.0,566.0,566.0,,,441.0,680.0,62.0,-59.0,206.0,15.0,15.0,,,191.0,1.0,0.0,7.0,,183.07,143.0,202.0,-59.0
5469,E006546,1981JJ00,248.0,522.0,522.0,0.0,,436.0,649.0,59.0,-2.0,248.0,64.0,64.0,,,184.0,1.0,0.0,4.0,,178.5,205.0,207.0,-2.0
5470,E006546,1982JJ00,167.0,471.0,470.0,0.0,,370.0,635.0,64.0,25.0,167.0,27.0,26.0,0.0,,140.0,1.0,,2.0,,137.28,207.0,182.0,25.0
5471,E006546,1983JJ00,189.0,495.0,490.0,5.0,,426.0,681.0,67.0,17.0,189.0,37.0,36.0,1.0,,152.0,1.0,,2.0,,149.44,182.0,165.0,17.0
5472,E006546,1984JJ00,436.0,807.0,807.0,0.0,,395.0,698.0,63.0,-4.0,436.0,278.0,277.0,1.0,,158.0,1.0,,2.0,,155.1,165.0,170.0,-4.0
5473,E006546,1985JJ00,437.0,792.0,792.0,,,369.0,633.0,60.0,-31.0,437.0,267.0,265.0,2.0,,170.0,,,2.0,,167.92,170.0,200.0,-31.0
5474,E006546,1986JJ00,440.0,731.0,731.0,1.0,,426.0,681.0,68.0,31.0,440.0,257.0,256.0,1.0,,183.0,,,4.0,,179.69,200.0,169.0,31.0
5475,E006546,1987JJ00,441.0,818.0,818.0,,,362.0,671.0,73.0,6.0,441.0,255.0,255.0,0.0,,186.0,,,3.0,,182.6,169.0,163.0,6.0
5476,E006546,1988JJ00,448.0,816.0,816.0,,,431.0,702.0,83.0,-13.0,448.0,267.0,266.0,1.0,,181.0,,,1.0,,180.25,163.0,176.0,-13.0
5477,E006546,1989JJ00,458.0,889.0,889.0,,,453.0,800.0,90.0,5.0,458.0,285.0,285.0,,,173.0,,,,,173.21,176.0,170.0,5.0
5478,E006546,1990JJ00,140.0,597.0,595.0,,2.0,390.0,737.0,91.0,-19.0,140.0,,,,,140.0,,,,,140.21,170.0,189.0,-19.0
5479,E006546,1991JJ00,129.0,568.0,565.0,,3.0,370.0,735.0,104.0,29.0,129.0,2.0,0.0,,2.0,127.0,,,,,127.46,189.0,160.0,29.0
5480,E006546,1992JJ00,142.0,499.0,497.0,,2.0,394.0,639.0,99.0,-12.0,142.0,1.0,0.0,,0.0,142.0,,,,,141.71,160.0,172.0,-12.0
5481,E006546,1993JJ00,154.0,446.0,445.0,,1.0,400.0,591.0,90.0,-11.0,154.0,4.0,3.0,,1.0,150.0,,,,,150.01,172.0,183.0,-11.0
5482,E006546,1994JJ00,158.0,555.0,552.0,,2.0,378.0,710.0,93.0,29.0,158.0,10.0,6.0,1.0,4.0,148.0,,,2.0,,146.32,183.0,154.0,29.0
5483,E006546,1995JJ00,166.0,615.0,600.0,13.0,2.0,401.0,717.0,106.0,-28.0,166.0,1.0,1.0,,0.0,164.0,,,,,164.21,154.0,182.0,-28.0
5484,E006546,1996JJ00,152.0,605.0,587.0,16.0,2.0,398.0,756.0,108.0,14.0,152.0,,,,,152.0,,,,,151.93,182.0,168.0,14.0
5485,E006546,1997JJ00,160.0,538.0,517.0,19.0,2.0,514.0,813.0,117.0,37.0,160.0,1.0,0.0,,1.0,158.0,,,,,158.47,168.0,131.0,37.0
5486,E006546,1998JJ00,163.0,610.0,595.0,14.0,1.0,531.0,818.0,127.0,-32.0,163.0,0.0,,,0.0,163.0,,,,,162.69,131.0,163.0,-32.0
5487,E006546,1999JJ00,177.0,594.0,579.0,15.0,,586.0,927.0,128.0,52.0,177.0,1.0,,0.0,1.0,176.0,,,0.0,,175.89,163.0,111.0,52.0
5488,E006546,2000JJ00,166.0,612.0,596.0,17.0,,537.0,809.0,151.0,-23.0,166.0,,,,,166.0,,,,,165.68,111.0,134.0,-23.0
5489,E006546,2001JJ00,197.0,547.0,530.0,17.0,0.0,597.0,788.0,149.0,-11.0,197.0,3.0,0.0,,2.0,194.0,,,,,193.97,134.0,145.0,-11.0
5490,E006546,2002JJ00,202.0,602.0,582.0,20.0,0.0,502.0,839.0,98.0,34.0,202.0,2.0,,,2.0,200.0,,,,,200.41,145.0,111.0,34.0
5491,E006546,2003JJ00,192.0,574.0,549.0,25.0,0.0,506.0,765.0,103.0,-20.0,192.0,0.0,,0.0,0.0,192.0,,,0.0,,191.67,111.0,131.0,-20.0
5492,E006546,2004JJ00,207.0,650.0,588.0,21.0,40.0,587.0,925.0,89.0,-16.0,207.0,13.0,0.0,,13.0,194.0,,,,,194.09,131.0,147.0,-16.0
5493,E006546,2005JJ00,229.0,593.0,521.0,23.0,50.0,678.0,936.0,104.0,-2.0,229.0,4.0,,,4.0,225.0,,,,,225.38,147.0,149.0,-2.0
5494,E006546,2006JJ00,257.0,630.0,553.0,18.0,59.0,902.0,1175.0,97.0,-3.0,257.0,58.0,1.0,,57.0,199.0,,,,,198.7,149.0,151.0,-3.0
5495,E006546,2007JJ00,189.0,627.0,563.0,18.0,46.0,909.0,1251.0,78.0,-18.0,189.0,13.0,,,13.0,175.0,,,,,175.44,151.0,170.0,-18.0
5496,E006546,2008JJ00,209.0,837.0,771.0,22.0,44.0,953.0,1445.0,76.0,-60.0,209.0,6.0,,,6.0,203.0,,,,,202.58,170.0,230.0,-60.0
5497,E006546,2009JJ00,198.0,1034.0,946.0,21.0,67.0,840.0,1681.0,62.0,68.0,198.0,26.0,11.0,,15.0,172.0,,,,,171.79,230.0,162.0,68.0
5498,E006546,2010JJ00,203.0,968.0,916.0,22.0,30.0,1016.0,1708.0,61.0,-13.0,203.0,26.0,7.0,,19.0,177.0,,,,,176.91,162.0,175.0,-13.0
5499,E006546,2011JJ00,200.0,690.0,634.0,26.0,30.0,998.0,1371.0,51.0,-65.0,200.0,45.0,13.0,,32.0,155.0,,,,,155.31,175.0,240.0,-65.0
5500,E006546,2012JJ00,175.0,638.0,583.0,23.0,32.0,1100.0,1538.0,58.0,33.0,175.0,34.0,0.0,,34.0,141.0,,,,,140.7,240.0,207.0,33.0
5501,E006546,2013JJ00,175.0,531.0,489.0,13.0,29.0,1101.0,1444.0,61.0,48.0,175.0,39.0,0.0,,39.0,136.0,,,,,136.25,207.0,159.0,48.0
5502,E006546,2014JJ00,194.0,589.0,554.0,,35.0,1300.0,1531.0,75.0,-89.0,194.0,63.0,,0.0,63.0,131.0,,,0.0,,130.99,159.0,248.0,-89.0
5503,E006546,2015JJ00,171.0,598.0,547.0,,51.0,1579.0,1962.0,76.0,33.0,171.0,39.0,,,39.0,132.0,,,,,131.89,248.0,215.0,33.0
5504,E006546,2016JJ00,193.0,77.0,16.0,0.0,60.0,1864.0,1741.0,83.0,75.0,192.0,45.0,23.0,0.0,22.0,147.0,,,0.0,,147.1,215.0,140.0,75.0
5505,E006546,2017JJ00,184.0,66.0,,0.0,66.0,1874.0,1595.0,114.0,-47.0,184.0,28.0,0.0,0.0,27.0,157.0,,,1.0,,155.71,140.0,187.0,-47.0
5506,E006546,2018JJ00,285.0,62.0,,,62.0,2109.0,1763.0,112.0,-12.0,285.0,129.0,82.0,0.0,47.0,155.0,,,1.0,,154.13,187.0,199.0,-12.0
5507,E006546,2019JJ00,291.0,618.0,561.0,,57.0,1563.0,1853.0,92.0,56.0,291.0,134.0,,1.0,133.0,158.0,,,1.0,,156.65,199.0,143.0,56.0
5508,E006546,2020JJ00,435.0,702.0,643.0,,59.0,1619.0,1809.0,112.0,34.0,435.0,281.0,231.0,1.0,49.0,154.0,,,2.0,,152.35,143.0,109.0,34.0
5509,E006546,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,
5510,E006546,2013MM01,17.0,57.0,53.0,1.0,2.0,111.0,140.0,6.0,-4.0,17.0,2.0,,,2.0,15.0,,,,,15.02,207.0,211.0,-4.0
5511,E006546,2013MM02,16.0,50.0,46.0,2.0,2.0,82.0,113.0,6.0,3.0,16.0,3.0,,,3.0,13.0,,,,,12.93,211.0,208.0,3.0
5512,E006546,2013MM03,15.0,54.0,50.0,3.0,2.0,115.0,130.0,6.0,-18.0,15.0,1.0,,,1.0,14.0,,,,,14.14,208.0,225.0,-18.0
5513,E006546,2013KW01,48.0,161.0,149.0,6.0,7.0,307.0,383.0,18.0,-18.0,48.0,6.0,,,6.0,42.0,,,,,42.1,207.0,225.0,-18.0
5514,E006546,2013MM04,15.0,53.0,49.0,2.0,2.0,69.0,113.0,6.0,12.0,15.0,2.0,,,2.0,14.0,,,,,13.56,225.0,214.0,12.0
5515,E006546,2013MM05,14.0,46.0,41.0,2.0,3.0,77.0,138.0,4.0,34.0,14.0,3.0,,,3.0,11.0,,,,,11.49,214.0,180.0,34.0
5516,E006546,2013MM06,11.0,51.0,47.0,2.0,2.0,87.0,127.0,4.0,6.0,11.0,1.0,,,1.0,10.0,,,,,10.27,180.0,174.0,6.0
5517,E006546,2013KW02,41.0,150.0,137.0,6.0,7.0,233.0,378.0,14.0,51.0,41.0,6.0,,,6.0,35.0,,,,,35.32,225.0,174.0,51.0
5518,E006546,2013MM07,16.0,59.0,53.0,2.0,4.0,141.0,156.0,5.0,-23.0,16.0,3.0,,,3.0,13.0,,,,,13.21,174.0,197.0,-23.0
5519,E006546,2013MM08,13.0,31.0,29.0,0.0,2.0,86.0,124.0,4.0,24.0,13.0,2.0,0.0,,2.0,11.0,,,,,11.07,197.0,174.0,24.0
5520,E006546,2013MM09,14.0,53.0,50.0,,3.0,93.0,106.0,5.0,-20.0,14.0,5.0,,,5.0,9.0,,,,,9.03,174.0,194.0,-20.0
5521,E006546,2013KW03,43.0,144.0,133.0,2.0,9.0,320.0,386.0,14.0,-20.0,43.0,10.0,0.0,,10.0,33.0,,,,,33.31,174.0,194.0,-20.0
5522,E006546,2013MM10,16.0,16.0,14.0,,2.0,77.0,112.0,5.0,40.0,16.0,8.0,,,8.0,8.0,,,,,7.99,194.0,154.0,40.0
5523,E006546,2013MM11,13.0,29.0,27.0,,3.0,103.0,102.0,4.0,-14.0,13.0,5.0,0.0,,5.0,8.0,,,,,7.85,154.0,168.0,-14.0
5524,E006546,2013MM12,14.0,31.0,30.0,,1.0,61.0,83.0,5.0,10.0,14.0,4.0,,,4.0,10.0,,,,,9.69,168.0,159.0,10.0
5525,E006546,2013KW04,43.0,77.0,71.0,,6.0,242.0,297.0,14.0,35.0,43.0,17.0,0.0,,17.0,26.0,,,,,25.53,194.0,159.0,35.0
5526,E006546,2014MM01,12.0,41.0,39.0,,2.0,125.0,128.0,8.0,-18.0,12.0,2.0,,,2.0,10.0,,,,,10.23,159.0,177.0,-18.0
5527,E006546,2014MM02,15.0,40.0,37.0,,3.0,93.0,126.0,6.0,14.0,15.0,6.0,,,6.0,9.0,,,,,8.91,177.0,163.0,14.0
5528,E006546,2014MM03,17.0,50.0,47.0,,3.0,94.0,126.0,6.0,4.0,17.0,6.0,,0.0,6.0,11.0,,,0.0,,10.63,163.0,158.0,4.0
5529,E006546,2014KW01,43.0,130.0,123.0,,8.0,312.0,379.0,20.0,0.0,43.0,13.0,,0.0,13.0,30.0,,,0.0,,29.77,159.0,158.0,0.0
5530,E006546,2014MM04,15.0,49.0,44.0,,5.0,119.0,128.0,6.0,-18.0,15.0,5.0,,,5.0,10.0,,,,,9.77,158.0,176.0,-18.0
5531,E006546,2014MM05,14.0,43.0,40.0,,3.0,112.0,123.0,6.0,-10.0,14.0,6.0,,,6.0,9.0,,,,,8.67,176.0,187.0,-10.0
5532,E006546,2014MM06,13.0,52.0,50.0,,2.0,99.0,126.0,7.0,-5.0,13.0,4.0,,,4.0,10.0,,,,,9.77,187.0,191.0,-5.0
5533,E006546,2014KW02,42.0,143.0,133.0,,10.0,330.0,377.0,20.0,-33.0,42.0,14.0,,,14.0,28.0,,,,,28.22,158.0,191.0,-33.0
5534,E006546,2014MM07,17.0,58.0,54.0,,3.0,117.0,137.0,7.0,-13.0,17.0,7.0,,,7.0,10.0,,,,,10.28,191.0,204.0,-13.0
5535,E006546,2014MM08,16.0,53.0,50.0,,3.0,99.0,139.0,5.0,9.0,16.0,5.0,,,5.0,11.0,,,,,11.08,204.0,196.0,9.0
5536,E006546,2014MM09,15.0,49.0,46.0,,3.0,120.0,119.0,6.0,-29.0,15.0,6.0,,,6.0,9.0,,,,,9.13,196.0,224.0,-29.0
5537,E006546,2014KW03,49.0,160.0,151.0,,9.0,336.0,396.0,18.0,-33.0,49.0,18.0,,,18.0,30.0,,,,,30.5,191.0,224.0,-33.0
5538,E006546,2014MM10,23.0,53.0,50.0,,3.0,91.0,116.0,5.0,1.0,23.0,6.0,,,6.0,17.0,,,,,16.89,224.0,223.0,1.0
5539,E006546,2014MM11,22.0,51.0,48.0,,3.0,116.0,157.0,7.0,18.0,22.0,5.0,,,5.0,17.0,,,,,16.63,223.0,205.0,18.0
5540,E006546,2014MM12,14.0,52.0,50.0,,2.0,116.0,106.0,5.0,-42.0,14.0,5.0,,,5.0,9.0,,,,,9.0,205.0,248.0,-42.0
5541,E006546,2014KW04,60.0,156.0,148.0,,8.0,322.0,378.0,17.0,-23.0,60.0,17.0,,,17.0,43.0,,,,,42.51,224.0,248.0,-23.0
5542,E006546,2015MM01,20.0,47.0,42.0,,5.0,73.0,115.0,8.0,24.0,20.0,9.0,,,9.0,12.0,,,,,11.69,248.0,224.0,24.0
5543,E006546,2015MM02,21.0,44.0,40.0,,4.0,127.0,144.0,7.0,1.0,21.0,6.0,,,6.0,15.0,,,,,14.84,224.0,223.0,1.0
5544,E006546,2015MM03,25.0,57.0,54.0,,3.0,113.0,185.0,8.0,47.0,25.0,6.0,,,6.0,19.0,,,,,19.09,223.0,176.0,47.0
5545,E006546,2015KW01,66.0,148.0,136.0,,12.0,313.0,443.0,23.0,71.0,66.0,20.0,,,20.0,46.0,,,,,45.61,248.0,176.0,71.0
5546,E006546,2015MM04,11.0,52.0,49.0,,3.0,122.0,122.0,7.0,-33.0,11.0,2.0,,,2.0,9.0,,,,,9.06,176.0,210.0,-33.0
5547,E006546,2015MM05,11.0,55.0,51.0,,3.0,121.0,144.0,5.0,-15.0,11.0,2.0,,,2.0,9.0,,,,,9.06,210.0,225.0,-15.0
5548,E006546,2015MM06,14.0,53.0,48.0,,4.0,146.0,174.0,9.0,-3.0,14.0,3.0,,,3.0,11.0,,,,,10.78,225.0,228.0,-3.0
5549,E006546,2015KW02,35.0,159.0,149.0,,11.0,389.0,440.0,21.0,-51.0,35.0,6.0,,,6.0,29.0,,,,,28.9,176.0,228.0,-51.0
5550,E006546,2015MM07,10.0,64.0,60.0,,4.0,131.0,170.0,6.0,-8.0,10.0,3.0,,,3.0,8.0,,,,,7.83,228.0,236.0,-8.0
5551,E006546,2015MM08,10.0,46.0,43.0,,3.0,109.0,161.0,5.0,20.0,10.0,3.0,,,3.0,7.0,,,,,7.13,236.0,215.0,20.0
5552,E006546,2015MM09,13.0,47.0,43.0,,4.0,183.0,218.0,4.0,6.0,13.0,2.0,,,2.0,11.0,,,,,11.41,215.0,210.0,6.0
5553,E006546,2015KW03,33.0,156.0,146.0,,10.0,423.0,549.0,14.0,18.0,33.0,7.0,,,7.0,26.0,,,,,26.37,228.0,210.0,18.0
5554,E006546,2015MM10,11.0,53.0,48.0,,5.0,143.0,189.0,6.0,9.0,11.0,1.0,,,1.0,10.0,,,,,9.52,210.0,201.0,9.0
5555,E006546,2015MM11,13.0,43.0,38.0,,6.0,131.0,158.0,6.0,3.0,13.0,2.0,,,2.0,11.0,,,,,11.17,201.0,198.0,3.0
5556,E006546,2015MM12,12.0,37.0,31.0,,6.0,180.0,182.0,6.0,-17.0,12.0,2.0,,,2.0,10.0,,,,,10.31,198.0,215.0,-17.0
5557,E006546,2015KW04,36.0,134.0,117.0,,17.0,454.0,529.0,18.0,-5.0,36.0,5.0,,,5.0,31.0,,,,,31.0,210.0,215.0,-5.0
5558,E006546,2016MM01,10.0,19.0,13.0,,6.0,128.0,101.0,1.0,-36.0,10.0,3.0,,,3.0,7.0,,,,,6.76,215.0,251.0,-36.0
5559,E006546,2016MM02,26.0,7.0,,,7.0,198.0,201.0,7.0,29.0,26.0,12.0,11.0,,1.0,14.0,,,,,13.8,251.0,222.0,29.0
5560,E006546,2016MM03,14.0,5.0,,,5.0,157.0,147.0,7.0,5.0,14.0,7.0,6.0,,1.0,7.0,,,,,6.76,222.0,217.0,5.0
5561,E006546,2016KW01,49.0,31.0,13.0,,18.0,482.0,449.0,14.0,-2.0,49.0,21.0,16.0,,5.0,27.0,,,,,27.33,215.0,217.0,-2.0
5562,E006546,2016MM04,18.0,5.0,,,5.0,162.0,154.0,7.0,13.0,17.0,3.0,1.0,,2.0,14.0,,,,,14.18,217.0,204.0,13.0
5563,E006546,2016MM05,13.0,5.0,1.0,,5.0,181.0,173.0,7.0,7.0,13.0,1.0,,,1.0,12.0,,,,,11.87,204.0,196.0,7.0
5564,E006546,2016MM06,14.0,5.0,1.0,,5.0,156.0,154.0,7.0,13.0,14.0,2.0,0.0,,2.0,11.0,,,,,11.44,196.0,184.0,13.0
5565,E006546,2016KW02,44.0,15.0,1.0,,14.0,499.0,481.0,21.0,33.0,44.0,6.0,2.0,,4.0,37.0,,,,,37.5,217.0,184.0,33.0
5566,E006546,2016MM07,15.0,5.0,0.0,,5.0,125.0,105.0,7.0,-3.0,15.0,2.0,,,2.0,14.0,,,,,13.69,184.0,187.0,-3.0
5567,E006546,2016MM08,16.0,4.0,0.0,,4.0,164.0,163.0,12.0,23.0,16.0,2.0,,,2.0,14.0,,,,,14.18,187.0,164.0,23.0
5568,E006546,2016MM09,18.0,5.0,,,5.0,142.0,134.0,8.0,13.0,18.0,4.0,2.0,0.0,2.0,14.0,,,0.0,,13.42,164.0,151.0,13.0
5569,E006546,2016KW03,50.0,15.0,0.0,,15.0,432.0,403.0,26.0,33.0,50.0,8.0,2.0,0.0,6.0,41.0,,,0.0,,41.3,184.0,151.0,33.0
5570,E006546,2016MM10,16.0,5.0,1.0,,4.0,151.0,137.0,8.0,4.0,16.0,2.0,,0.0,2.0,14.0,,,0.0,,13.74,151.0,147.0,4.0
5571,E006546,2016MM11,16.0,5.0,,0.0,5.0,151.0,137.0,7.0,3.0,16.0,3.0,3.0,,,14.0,,,,,13.87,147.0,144.0,3.0
5572,E006546,2016MM12,18.0,5.0,1.0,0.0,4.0,149.0,134.0,6.0,4.0,18.0,5.0,,,5.0,13.0,,,,,13.37,144.0,140.0,4.0
5573,E006546,2016KW04,50.0,15.0,2.0,0.0,14.0,451.0,407.0,21.0,12.0,50.0,9.0,3.0,0.0,7.0,41.0,,,0.0,,40.98,151.0,140.0,12.0
5574,E006546,2017MM01,14.0,6.0,,0.0,6.0,154.0,133.0,8.0,-4.0,14.0,2.0,0.0,,2.0,12.0,,,,,12.04,140.0,144.0,-4.0
5575,E006546,2017MM02,15.0,6.0,,0.0,5.0,126.0,115.0,10.0,8.0,15.0,2.0,,,2.0,13.0,,,,,13.29,144.0,135.0,8.0
5576,E006546,2017MM03,14.0,6.0,,0.0,6.0,176.0,143.0,11.0,-13.0,14.0,2.0,,,2.0,13.0,,,,,12.54,135.0,148.0,-13.0
5577,E006546,2017KW01,43.0,17.0,,0.0,17.0,456.0,391.0,29.0,-9.0,43.0,6.0,0.0,,6.0,38.0,,,,,37.86,140.0,148.0,-9.0
5578,E006546,2017MM04,14.0,4.0,,,4.0,177.0,152.0,11.0,-4.0,14.0,1.0,0.0,0.0,1.0,12.0,,,0.0,,12.4,148.0,153.0,-4.0
5579,E006546,2017MM05,15.0,7.0,,,7.0,168.0,141.0,13.0,-7.0,15.0,2.0,,0.0,2.0,13.0,,,0.0,,13.3,153.0,159.0,-7.0
5580,E006546,2017MM06,15.0,6.0,,,6.0,135.0,138.0,12.0,24.0,15.0,2.0,,0.0,2.0,13.0,,,0.0,,13.25,159.0,135.0,24.0
5581,E006546,2017KW02,45.0,17.0,,,17.0,480.0,430.0,36.0,13.0,45.0,5.0,0.0,0.0,5.0,39.0,,,0.0,,38.95,148.0,135.0,13.0
5582,E006546,2017MM07,17.0,6.0,,,6.0,159.0,139.0,11.0,0.0,17.0,4.0,,0.0,4.0,13.0,,,0.0,,12.85,135.0,135.0,0.0
5583,E006546,2017MM08,15.0,5.0,,,5.0,112.0,106.0,7.0,11.0,15.0,2.0,,0.0,2.0,14.0,,,0.0,,13.42,135.0,125.0,11.0
5584,E006546,2017MM09,14.0,5.0,,,5.0,175.0,133.0,8.0,-25.0,14.0,2.0,,0.0,1.0,13.0,,,0.0,,12.55,125.0,150.0,-25.0
5585,E006546,2017KW03,46.0,17.0,,,17.0,447.0,378.0,26.0,-14.0,46.0,7.0,,0.0,7.0,39.0,,,0.0,,38.82,135.0,150.0,-14.0
5586,E006546,2017MM10,16.0,5.0,,,5.0,148.0,136.0,8.0,6.0,16.0,2.0,,0.0,2.0,14.0,,,0.0,,13.69,150.0,144.0,6.0
5587,E006546,2017MM11,16.0,5.0,,,5.0,197.0,136.0,8.0,-41.0,16.0,2.0,,0.0,2.0,14.0,,,0.0,,13.98,144.0,185.0,-41.0
5588,E006546,2017MM12,18.0,5.0,,,5.0,146.0,124.0,7.0,-2.0,18.0,6.0,,0.0,6.0,12.0,,,0.0,,12.4,185.0,187.0,-2.0
5589,E006546,2017KW04,50.0,15.0,,,15.0,491.0,396.0,23.0,-37.0,50.0,10.0,,0.0,9.0,40.0,,,0.0,,40.07,150.0,187.0,-37.0
5590,E006546,2018MM01,16.0,5.0,,,5.0,149.0,117.0,10.0,-11.0,16.0,2.0,,0.0,2.0,13.0,,,0.0,,13.27,187.0,198.0,-11.0
5591,E006546,2018MM02,38.0,5.0,,,5.0,149.0,121.0,10.0,15.0,38.0,24.0,22.0,0.0,2.0,13.0,,,0.0,,13.4,198.0,183.0,15.0
5592,E006546,2018MM03,51.0,6.0,,,6.0,177.0,156.0,12.0,36.0,51.0,38.0,34.0,0.0,4.0,13.0,,,0.0,,12.87,183.0,147.0,36.0
5593,E006546,2018KW01,104.0,16.0,,,16.0,474.0,394.0,32.0,40.0,104.0,65.0,56.0,0.0,8.0,40.0,,,0.0,,39.55,187.0,147.0,40.0
5594,E006546,2018MM04,40.0,5.0,,,5.0,241.0,168.0,9.0,-29.0,40.0,27.0,26.0,,2.0,13.0,,,,,12.52,147.0,176.0,-29.0
5595,E006546,2018MM05,17.0,5.0,,,5.0,161.0,163.0,10.0,24.0,17.0,4.0,,0.0,4.0,13.0,,,0.0,,12.64,176.0,152.0,24.0
5596,E006546,2018MM06,18.0,5.0,,,5.0,161.0,137.0,10.0,-1.0,18.0,5.0,,0.0,5.0,13.0,,,0.0,,13.02,152.0,152.0,-1.0
5597,E006546,2018KW02,75.0,16.0,,,16.0,563.0,468.0,29.0,-6.0,75.0,36.0,26.0,0.0,11.0,38.0,,,0.0,,38.18,147.0,152.0,-6.0
5598,E006546,2018MM07,14.0,5.0,,,5.0,196.0,140.0,9.0,-38.0,14.0,2.0,,0.0,2.0,12.0,,,0.0,,12.01,152.0,190.0,-38.0
5599,E006546,2018MM08,19.0,6.0,,,6.0,204.0,151.0,9.0,-30.0,19.0,6.0,,0.0,6.0,13.0,,,0.0,,13.18,190.0,220.0,-30.0
5600,E006546,2018MM09,17.0,6.0,,,6.0,143.0,156.0,8.0,33.0,17.0,4.0,,0.0,4.0,13.0,,,0.0,,12.88,220.0,187.0,33.0
