ID,Melkvee,GrootveeEenheid,RegioS,Perioden,AlleDieren_1,WeidendeDieren_2,AlleDieren_3,WeidendeDieren_4,BedrijvenZonderWeidegang_5,DierenZonderWeidegang_6,BedrijvenMetWeidegang_7,DierenMetWeidegang_8,UrenBijDagEnNachtWeiden_9,UrenBijBeperktWeiden_10,DagEnNachtWeiden_11,OverdagWeiden_12
2183,A028975,A043829,PV21  ,2018JJ00,694.0,1315.0,86.0,163.0,39.0,47.0,61.0,53.0,18.0,7.0,8.0,92.0
2184,A028975,A043829,PV21  ,2019JJ00,710.0,1250.0,89.0,157.0,36.0,43.0,64.0,57.0,17.0,7.0,8.0,92.0
2185,A028975,A043829,PV21  ,2020JJ00,679.0,1148.0,90.0,152.0,34.0,41.0,66.0,59.0,15.0,7.0,7.0,93.0
2186,A028975,A043829,PV21  ,2021JJ00,669.0,1141.0,87.0,148.0,34.0,41.0,66.0,59.0,18.0,7.0,6.0,94.0
2187,A028975,A043829,PV21  ,2022JJ00,736.0,1184.0,95.0,154.0,31.0,38.0,69.0,62.0,17.0,7.0,7.0,93.0
2188,A028975,A043829,PV21  ,2023JJ00,698.0,1190.0,91.0,155.0,35.0,41.0,65.0,59.0,17.0,7.0,7.0,93.0
2189,A028975,A043829,PV21  ,2024JJ00,647.0,1208.0,78.0,146.0,40.0,46.0,60.0,54.0,16.0,7.0,10.0,90.0
2190,A028975,A043829,PV22  ,2010JJ00,,,73.0,159.0,45.0,54.0,55.0,46.0,,,12.0,88.0
2191,A028975,A043829,PV22  ,2011JJ00,,,65.0,153.0,53.0,57.0,47.0,43.0,,,17.0,83.0
2192,A028975,A043829,PV22  ,2012JJ00,,,65.0,141.0,48.0,54.0,52.0,46.0,,,11.0,89.0
2193,A028975,A043829,PV22  ,2013JJ00,820.0,1509.0,82.0,151.0,44.0,46.0,56.0,54.0,22.0,8.0,17.0,83.0
2194,A028975,A043829,PV22  ,2014JJ00,466.0,1114.0,62.0,147.0,58.0,58.0,42.0,42.0,15.0,7.0,6.0,94.0
2195,A028975,A043829,PV22  ,2015JJ00,,,55.0,142.0,56.0,62.0,44.0,38.0,,,10.0,90.0
2196,A028975,A043829,PV22  ,2016JJ00,541.0,1121.0,73.0,151.0,44.0,52.0,56.0,48.0,18.0,7.0,4.0,96.0
2197,A028975,A043829,PV22  ,2017JJ00,613.0,1129.0,83.0,152.0,37.0,46.0,63.0,54.0,19.0,7.0,6.0,94.0
2198,A028975,A043829,PV22  ,2018JJ00,623.0,1112.0,84.0,150.0,34.0,44.0,66.0,56.0,18.0,7.0,4.0,96.0
2199,A028975,A043829,PV22  ,2019JJ00,630.0,1091.0,85.0,147.0,35.0,42.0,65.0,58.0,19.0,7.0,5.0,95.0
2200,A028975,A043829,PV22  ,2020JJ00,595.0,1014.0,84.0,143.0,34.0,41.0,66.0,59.0,14.0,7.0,6.0,94.0
2201,A028975,A043829,PV22  ,2021JJ00,603.0,1037.0,83.0,142.0,34.0,42.0,66.0,58.0,15.0,7.0,6.0,94.0
2202,A028975,A043829,PV22  ,2022JJ00,666.0,1078.0,93.0,151.0,30.0,38.0,70.0,62.0,15.0,7.0,7.0,93.0
2203,A028975,A043829,PV22  ,2023JJ00,618.0,1029.0,89.0,149.0,33.0,40.0,67.0,60.0,13.0,6.0,8.0,92.0
2204,A028975,A043829,PV22  ,2024JJ00,583.0,1080.0,76.0,141.0,40.0,46.0,60.0,54.0,17.0,7.0,6.0,94.0
2205,A028975,A043829,PV23  ,2010JJ00,,,54.0,158.0,53.0,66.0,47.0,34.0,,,0.0,100.0
2206,A028975,A043829,PV23  ,2011JJ00,,,64.0,143.0,41.0,55.0,59.0,45.0,,,3.0,97.0
2207,A028975,A043829,PV23  ,2012JJ00,,,59.0,152.0,53.0,61.0,47.0,39.0,,,3.0,97.0
2208,A028975,A043829,PV23  ,2013JJ00,461.0,1138.0,65.0,160.0,61.0,59.0,39.0,41.0,,7.0,0.0,100.0
2209,A028975,A043829,PV23  ,2014JJ00,628.0,1401.0,65.0,144.0,56.0,55.0,44.0,45.0,23.0,7.0,18.0,82.0
2210,A028975,A043829,PV23  ,2015JJ00,,,49.0,148.0,52.0,67.0,48.0,33.0,,,3.0,97.0
2211,A028975,A043829,PV23  ,2016JJ00,497.0,1135.0,67.0,153.0,48.0,56.0,52.0,44.0,17.0,7.0,5.0,95.0
2212,A028975,A043829,PV23  ,2017JJ00,550.0,1095.0,74.0,147.0,42.0,50.0,58.0,50.0,17.0,7.0,5.0,95.0
2213,A028975,A043829,PV23  ,2018JJ00,569.0,1085.0,76.0,146.0,42.0,48.0,58.0,52.0,17.0,7.0,4.0,96.0
2214,A028975,A043829,PV23  ,2019JJ00,622.0,1027.0,88.0,145.0,33.0,39.0,67.0,61.0,17.0,7.0,4.0,96.0
2215,A028975,A043829,PV23  ,2020JJ00,574.0,938.0,82.0,133.0,32.0,39.0,68.0,61.0,15.0,7.0,6.0,94.0
2216,A028975,A043829,PV23  ,2021JJ00,573.0,929.0,86.0,140.0,32.0,38.0,68.0,62.0,15.0,6.0,4.0,96.0
2217,A028975,A043829,PV23  ,2022JJ00,603.0,969.0,88.0,141.0,32.0,38.0,68.0,62.0,17.0,6.0,4.0,96.0
2218,A028975,A043829,PV23  ,2023JJ00,567.0,932.0,84.0,139.0,35.0,39.0,65.0,61.0,12.0,6.0,5.0,95.0
2219,A028975,A043829,PV23  ,2024JJ00,550.0,943.0,81.0,138.0,37.0,42.0,63.0,58.0,14.0,7.0,4.0,96.0
2220,A028975,A043829,PV24  ,2010JJ00,,,19.0,182.0,89.0,90.0,11.0,10.0,,,78.0,22.0
2221,A028975,A043829,PV24  ,2011JJ00,,,28.0,166.0,73.0,83.0,27.0,17.0,,,17.0,83.0
2222,A028975,A043829,PV24  ,2012JJ00,,,24.0,133.0,75.0,82.0,25.0,18.0,,,15.0,85.0
2223,A028975,A043829,PV24  ,2013JJ00,335.0,1612.0,30.0,147.0,76.0,79.0,24.0,21.0,17.0,7.0,37.0,63.0
2224,A028975,A043829,PV24  ,2014JJ00,474.0,1477.0,41.0,126.0,69.0,68.0,31.0,32.0,18.0,8.0,35.0,65.0
2225,A028975,A043829,PV24  ,2015JJ00,,,13.0,159.0,85.0,92.0,15.0,8.0,,,20.0,80.0
2226,A028975,A043829,PV24  ,2016JJ00,225.0,1549.0,22.0,152.0,77.0,85.0,23.0,15.0,19.0,7.0,24.0,76.0
2227,A028975,A043829,PV24  ,2017JJ00,248.0,1250.0,29.0,147.0,77.0,80.0,23.0,20.0,20.0,7.0,12.0,88.0
2228,A028975,A043829,PV24  ,2018JJ00,252.0,941.0,37.0,138.0,71.0,73.0,29.0,27.0,9.0,7.0,13.0,87.0
2229,A028975,A043829,PV24  ,2019JJ00,298.0,1010.0,44.0,148.0,67.0,70.0,33.0,30.0,20.0,6.0,3.0,97.0
2230,A028975,A043829,PV24  ,2020JJ00,304.0,938.0,41.0,128.0,65.0,68.0,35.0,32.0,14.0,7.0,6.0,94.0
2231,A028975,A043829,PV24  ,2021JJ00,279.0,915.0,42.0,137.0,62.0,70.0,38.0,30.0,11.0,6.0,6.0,94.0
2232,A028975,A043829,PV24  ,2022JJ00,284.0,968.0,41.0,141.0,62.0,71.0,38.0,29.0,11.0,6.0,9.0,91.0
2233,A028975,A043829,PV24  ,2023JJ00,313.0,1107.0,41.0,143.0,64.0,72.0,36.0,28.0,21.0,7.0,5.0,95.0
2234,A028975,A043829,PV24  ,2024JJ00,280.0,1266.0,34.0,152.0,68.0,78.0,32.0,22.0,20.0,8.0,6.0,94.0
2235,A028975,A043829,PV25  ,2010JJ00,,,53.0,151.0,50.0,65.0,50.0,35.0,,,24.0,76.0
2236,A028975,A043829,PV25  ,2011JJ00,,,56.0,154.0,55.0,64.0,45.0,36.0,,,21.0,79.0
2237,A028975,A043829,PV25  ,2012JJ00,,,59.0,145.0,53.0,59.0,47.0,41.0,,,20.0,80.0
2238,A028975,A043829,PV25  ,2013JJ00,448.0,1217.0,51.0,138.0,65.0,63.0,35.0,37.0,20.0,7.0,15.0,85.0
2239,A028975,A043829,PV25  ,2014JJ00,363.0,1007.0,47.0,131.0,65.0,64.0,35.0,36.0,16.0,6.0,14.0,86.0
2240,A028975,A043829,PV25  ,2015JJ00,,,51.0,145.0,58.0,65.0,42.0,35.0,,,11.0,89.0
2241,A028975,A043829,PV25  ,2016JJ00,537.0,1150.0,70.0,149.0,42.0,53.0,58.0,47.0,15.0,7.0,11.0,89.0
2242,A028975,A043829,PV25  ,2017JJ00,534.0,1136.0,69.0,147.0,46.0,53.0,54.0,47.0,14.0,7.0,13.0,87.0
2243,A028975,A043829,PV25  ,2018JJ00,481.0,984.0,69.0,142.0,44.0,51.0,56.0,49.0,15.0,6.0,9.0,91.0
2244,A028975,A043829,PV25  ,2019JJ00,493.0,947.0,73.0,139.0,41.0,48.0,59.0,52.0,13.0,6.0,8.0,92.0
2245,A028975,A043829,PV25  ,2020JJ00,491.0,901.0,74.0,136.0,38.0,46.0,62.0,54.0,14.0,6.0,8.0,92.0
2246,A028975,A043829,PV25  ,2021JJ00,527.0,914.0,80.0,139.0,37.0,42.0,63.0,58.0,14.0,6.0,4.0,96.0
2247,A028975,A043829,PV25  ,2022JJ00,546.0,940.0,82.0,141.0,36.0,42.0,64.0,58.0,18.0,6.0,5.0,95.0
2248,A028975,A043829,PV25  ,2023JJ00,577.0,980.0,85.0,144.0,37.0,41.0,63.0,59.0,14.0,6.0,6.0,94.0
2249,A028975,A043829,PV25  ,2024JJ00,504.0,981.0,70.0,136.0,42.0,49.0,58.0,51.0,16.0,7.0,7.0,93.0
2250,A028975,A043829,PV26  ,2010JJ00,,,89.0,179.0,27.0,50.0,73.0,50.0,,,29.0,71.0
2251,A028975,A043829,PV26  ,2011JJ00,,,95.0,155.0,35.0,39.0,65.0,61.0,,,25.0,75.0
2252,A028975,A043829,PV26  ,2012JJ00,,,100.0,162.0,36.0,38.0,64.0,62.0,,,20.0,80.0
2253,A028975,A043829,PV26  ,2013JJ00,929.0,1675.0,101.0,182.0,50.0,45.0,50.0,55.0,20.0,7.0,16.0,84.0
2254,A028975,A043829,PV26  ,2014JJ00,1142.0,1872.0,103.0,168.0,42.0,39.0,58.0,61.0,16.0,8.0,42.0,58.0
2255,A028975,A043829,PV26  ,2015JJ00,,,87.0,164.0,42.0,47.0,58.0,53.0,,,22.0,78.0
2256,A028975,A043829,PV26  ,2016JJ00,787.0,1224.0,94.0,147.0,29.0,36.0,71.0,64.0,20.0,7.0,12.0,88.0
2257,A028975,A043829,PV26  ,2017JJ00,852.0,1256.0,103.0,152.0,28.0,32.0,72.0,68.0,19.0,7.0,13.0,87.0
2258,A028975,A043829,PV26  ,2018JJ00,964.0,1290.0,114.0,152.0,23.0,25.0,77.0,75.0,19.0,7.0,14.0,86.0
2259,A028975,A043829,PV26  ,2019JJ00,1049.0,1322.0,124.0,156.0,18.0,21.0,82.0,79.0,17.0,7.0,17.0,83.0
2260,A028975,A043829,PV26  ,2020JJ00,984.0,1209.0,124.0,152.0,17.0,19.0,83.0,81.0,19.0,7.0,10.0,90.0
2261,A028975,A043829,PV26  ,2021JJ00,1097.0,1345.0,131.0,161.0,15.0,18.0,85.0,82.0,16.0,7.0,16.0,84.0
2262,A028975,A043829,PV26  ,2022JJ00,1042.0,1279.0,129.0,159.0,15.0,19.0,85.0,81.0,17.0,7.0,12.0,88.0
2263,A028975,A043829,PV26  ,2023JJ00,990.0,1304.0,121.0,159.0,23.0,24.0,77.0,76.0,19.0,7.0,10.0,90.0
2264,A028975,A043829,PV26  ,2024JJ00,948.0,1247.0,110.0,145.0,21.0,24.0,79.0,76.0,16.0,7.0,16.0,84.0
2265,A028975,A043829,PV27  ,2010JJ00,,,129.0,169.0,15.0,24.0,85.0,76.0,,,48.0,52.0
2266,A028975,A043829,PV27  ,2011JJ00,,,139.0,168.0,11.0,17.0,89.0,83.0,,,45.0,55.0
2267,A028975,A043829,PV27  ,2012JJ00,,,138.0,166.0,10.0,17.0,90.0,83.0,,,40.0,60.0
2268,A028975,A043829,PV27  ,2013JJ00,1398.0,1796.0,132.0,170.0,21.0,22.0,79.0,78.0,17.0,8.0,32.0,68.0
2269,A028975,A043829,PV27  ,2014JJ00,1819.0,2051.0,158.0,178.0,10.0,11.0,90.0,89.0,19.0,8.0,35.0,65.0
2270,A028975,A043829,PV27  ,2015JJ00,,,140.0,169.0,13.0,17.0,88.0,83.0,,,23.0,77.0
2271,A028975,A043829,PV27  ,2016JJ00,1373.0,1671.0,142.0,173.0,15.0,18.0,85.0,82.0,18.0,8.0,20.0,80.0
2272,A028975,A043829,PV27  ,2017JJ00,1393.0,1593.0,142.0,163.0,10.0,13.0,90.0,87.0,18.0,8.0,21.0,79.0
2273,A028975,A043829,PV27  ,2018JJ00,1522.0,1684.0,154.0,171.0,7.0,10.0,93.0,90.0,18.0,8.0,20.0,80.0
2274,A028975,A043829,PV27  ,2019JJ00,1514.0,1641.0,155.0,168.0,4.0,8.0,96.0,92.0,18.0,8.0,18.0,82.0
2275,A028975,A043829,PV27  ,2020JJ00,1429.0,1537.0,155.0,167.0,4.0,7.0,96.0,93.0,15.0,7.0,23.0,77.0
2276,A028975,A043829,PV27  ,2021JJ00,1484.0,1587.0,155.0,166.0,4.0,7.0,96.0,93.0,16.0,7.0,25.0,75.0
2277,A028975,A043829,PV27  ,2022JJ00,1448.0,1595.0,158.0,174.0,7.0,9.0,93.0,91.0,14.0,7.0,26.0,74.0
2278,A028975,A043829,PV27  ,2023JJ00,1338.0,1466.0,151.0,165.0,5.0,9.0,95.0,91.0,15.0,8.0,17.0,83.0
2279,A028975,A043829,PV27  ,2024JJ00,1297.0,1446.0,141.0,158.0,9.0,10.0,91.0,90.0,15.0,8.0,20.0,80.0
2280,A028975,A043829,PV28  ,2010JJ00,,,72.0,163.0,38.0,56.0,62.0,44.0,,,11.0,89.0
2281,A028975,A043829,PV28  ,2011JJ00,,,88.0,164.0,36.0,46.0,64.0,54.0,,,20.0,80.0
2282,A028975,A043829,PV28  ,2012JJ00,,,88.0,159.0,35.0,45.0,65.0,55.0,,,20.0,80.0
2283,A028975,A043829,PV28  ,2013JJ00,750.0,1381.0,85.0,157.0,44.0,46.0,56.0,54.0,19.0,7.0,12.0,88.0
2284,A028975,A043829,PV28  ,2014JJ00,662.0,1361.0,77.0,157.0,50.0,51.0,50.0,49.0,19.0,7.0,12.0,88.0
2285,A028975,A043829,PV28  ,2015JJ00,,,77.0,156.0,43.0,51.0,57.0,49.0,,,11.0,89.0
2286,A028975,A043829,PV28  ,2016JJ00,861.0,1312.0,103.0,157.0,26.0,34.0,74.0,66.0,17.0,7.0,13.0,87.0
2287,A028975,A043829,PV28  ,2017JJ00,884.0,1192.0,111.0,150.0,22.0,26.0,78.0,74.0,17.0,7.0,9.0,91.0
2288,A028975,A043829,PV28  ,2018JJ00,959.0,1314.0,118.0,162.0,20.0,27.0,80.0,73.0,18.0,7.0,11.0,89.0
2289,A028975,A043829,PV28  ,2019JJ00,894.0,1201.0,115.0,154.0,21.0,26.0,79.0,74.0,18.0,7.0,9.0,91.0
2290,A028975,A043829,PV28  ,2020JJ00,896.0,1196.0,116.0,155.0,22.0,25.0,78.0,75.0,17.0,7.0,7.0,93.0
2291,A028975,A043829,PV28  ,2021JJ00,857.0,1171.0,108.0,148.0,23.0,27.0,77.0,73.0,16.0,7.0,10.0,90.0
2292,A028975,A043829,PV28  ,2022JJ00,862.0,1150.0,117.0,156.0,20.0,25.0,80.0,75.0,15.0,7.0,7.0,93.0
2293,A028975,A043829,PV28  ,2023JJ00,873.0,1139.0,115.0,150.0,20.0,23.0,80.0,77.0,15.0,7.0,6.0,94.0
2294,A028975,A043829,PV28  ,2024JJ00,805.0,1148.0,98.0,139.0,26.0,30.0,74.0,70.0,17.0,7.0,9.0,91.0
2295,A028975,A043829,PV29  ,2010JJ00,,,113.0,165.0,33.0,32.0,67.0,68.0,,,0.0,100.0
2296,A028975,A043829,PV29  ,2011JJ00,,,77.0,163.0,53.0,53.0,47.0,47.0,,,20.0,80.0
2297,A028975,A043829,PV29  ,2012JJ00,,,65.0,144.0,53.0,55.0,47.0,45.0,,,0.0,100.0
2298,A028975,A043829,PV29  ,2013JJ00,886.0,1461.0,76.0,125.0,40.0,39.0,60.0,61.0,24.0,6.0,30.0,70.0
2299,A028975,A043829,PV29  ,2014JJ00,495.0,822.0,76.0,126.0,46.0,40.0,54.0,60.0,,7.0,0.0,100.0
2300,A028975,A043829,PV29  ,2015JJ00,,,61.0,125.0,45.0,52.0,55.0,48.0,,,2.0,98.0
2301,A028975,A043829,PV29  ,2016JJ00,308.0,981.0,47.0,150.0,58.0,69.0,43.0,31.0,12.0,6.0,7.0,93.0
2302,A028975,A043829,PV29  ,2017JJ00,328.0,922.0,51.0,144.0,55.0,64.0,45.0,36.0,8.0,6.0,12.0,88.0
2303,A028975,A043829,PV29  ,2018JJ00,323.0,684.0,58.0,123.0,51.0,53.0,49.0,47.0,7.0,5.0,12.0,88.0
2304,A028975,A043829,PV29  ,2019JJ00,364.0,793.0,60.0,131.0,50.0,54.0,50.0,46.0,14.0,5.0,9.0,91.0
2305,A028975,A043829,PV29  ,2020JJ00,328.0,725.0,57.0,126.0,54.0,55.0,46.0,45.0,10.0,5.0,13.0,87.0
2306,A028975,A043829,PV29  ,2021JJ00,327.0,701.0,62.0,133.0,51.0,53.0,49.0,47.0,24.0,5.0,1.0,99.0
2307,A028975,A043829,PV29  ,2022JJ00,358.0,698.0,68.0,132.0,47.0,49.0,53.0,51.0,,5.0,0.0,100.0
2308,A028975,A043829,PV29  ,2023JJ00,365.0,715.0,68.0,133.0,45.0,49.0,55.0,51.0,,5.0,0.0,100.0
2309,A028975,A043829,PV29  ,2024JJ00,466.0,837.0,72.0,129.0,35.0,44.0,65.0,56.0,17.0,5.0,9.0,91.0
2310,A028975,A043829,PV30  ,2010JJ00,,,39.0,150.0,62.0,74.0,38.0,26.0,,,7.0,93.0
2311,A028975,A043829,PV30  ,2011JJ00,,,39.0,142.0,64.0,73.0,36.0,27.0,,,6.0,94.0
2312,A028975,A043829,PV30  ,2012JJ00,,,40.0,133.0,64.0,70.0,36.0,30.0,,,2.0,98.0
2313,A028975,A043829,PV30  ,2013JJ00,317.0,837.0,45.0,119.0,62.0,62.0,38.0,38.0,17.0,6.0,6.0,94.0
2314,A028975,A043829,PV30  ,2014JJ00,378.0,1018.0,47.0,127.0,63.0,63.0,37.0,37.0,23.0,6.0,10.0,90.0
2315,A028975,A043829,PV30  ,2015JJ00,,,37.0,131.0,62.0,72.0,38.0,28.0,,,3.0,97.0
2316,A028975,A043829,PV30  ,2016JJ00,256.0,952.0,37.0,136.0,61.0,73.0,39.0,27.0,21.0,6.0,6.0,94.0
2317,A028975,A043829,PV30  ,2017JJ00,281.0,868.0,43.0,133.0,54.0,68.0,46.0,32.0,16.0,6.0,6.0,94.0
2318,A028975,A043829,PV30  ,2018JJ00,322.0,854.0,51.0,135.0,52.0,62.0,48.0,38.0,13.0,6.0,6.0,94.0
2319,A028975,A043829,PV30  ,2019JJ00,318.0,815.0,52.0,133.0,52.0,61.0,48.0,39.0,11.0,6.0,9.0,91.0
2320,A028975,A043829,PV30  ,2020JJ00,329.0,747.0,54.0,124.0,45.0,56.0,55.0,44.0,13.0,6.0,7.0,93.0
2321,A028975,A043829,PV30  ,2021JJ00,331.0,737.0,56.0,125.0,44.0,55.0,56.0,45.0,12.0,5.0,8.0,92.0
2322,A028975,A043829,PV30  ,2022JJ00,334.0,787.0,55.0,129.0,44.0,58.0,56.0,42.0,12.0,6.0,8.0,92.0
2323,A028975,A043829,PV30  ,2023JJ00,318.0,754.0,53.0,126.0,46.0,58.0,54.0,42.0,11.0,5.0,9.0,91.0
2324,A028975,A043829,PV30  ,2024JJ00,287.0,752.0,47.0,122.0,50.0,62.0,50.0,38.0,11.0,6.0,7.0,93.0
2325,A028975,A043829,PV31  ,2010JJ00,,,23.0,143.0,36.0,84.0,64.0,16.0,,,49.0,51.0
2326,A028975,A043829,PV31  ,2011JJ00,,,18.0,128.0,79.0,86.0,21.0,14.0,,,30.0,70.0
2327,A028975,A043829,PV31  ,2012JJ00,,,21.0,139.0,69.0,85.0,31.0,15.0,,,7.0,93.0
2328,A028975,A043829,PV31  ,2013JJ00,335.0,1620.0,24.0,115.0,73.0,79.0,27.0,21.0,23.0,8.0,41.0,59.0
2329,A028975,A043829,PV31  ,2014JJ00,152.0,777.0,20.0,102.0,76.0,80.0,24.0,20.0,,8.0,0.0,100.0
2330,A028975,A043829,PV31  ,2015JJ00,,,12.0,139.0,77.0,91.0,23.0,9.0,,,3.0,97.0
2331,A028975,A043829,PV31  ,2016JJ00,189.0,1073.0,25.0,140.0,71.0,82.0,29.0,18.0,15.0,7.0,11.0,89.0
2332,A028975,A043829,PV31  ,2017JJ00,223.0,1183.0,29.0,154.0,63.0,81.0,37.0,19.0,19.0,6.0,10.0,90.0
2333,A028975,A043829,PV31  ,2018JJ00,172.0,978.0,26.0,149.0,64.0,82.0,36.0,18.0,20.0,6.0,5.0,95.0
2334,A028975,A043829,PV31  ,2019JJ00,270.0,1070.0,36.0,142.0,47.0,75.0,53.0,25.0,19.0,6.0,13.0,87.0
2335,A028975,A043829,PV31  ,2020JJ00,229.0,858.0,35.0,131.0,50.0,73.0,50.0,27.0,10.0,6.0,22.0,78.0
2336,A028975,A043829,PV31  ,2021JJ00,205.0,782.0,34.0,131.0,46.0,74.0,54.0,26.0,13.0,5.0,7.0,93.0
2337,A028975,A043829,PV31  ,2022JJ00,238.0,806.0,39.0,133.0,46.0,70.0,54.0,30.0,24.0,6.0,1.0,99.0
2338,A028975,A043829,PV31  ,2023JJ00,277.0,842.0,47.0,143.0,43.0,67.0,57.0,33.0,13.0,6.0,4.0,96.0
2339,A028975,A043829,PV31  ,2024JJ00,226.0,746.0,39.0,129.0,45.0,70.0,55.0,30.0,11.0,5.0,16.0,84.0
2340,A043973,T001355,NL01  ,2010JJ00,,,,,,,,,,,,
2341,A043973,T001355,NL01  ,2011JJ00,1206.0,2717.0,50.0,113.0,49.0,56.0,51.0,44.0,24.0,,100.0,
2342,A043973,T001355,NL01  ,2012JJ00,1135.0,2645.0,47.0,110.0,50.0,57.0,50.0,43.0,24.0,,100.0,
2343,A043973,T001355,NL01  ,2013JJ00,,,,,,,,,,,,
2344,A043973,T001355,NL01  ,2014JJ00,,,,,,,,,,,,
2345,A043973,T001355,NL01  ,2015JJ00,,,,,,,,,,,,
2346,A043973,T001355,NL01  ,2016JJ00,950.0,2532.0,40.0,105.0,56.0,62.0,44.0,38.0,24.0,,100.0,
2347,A043973,T001355,NL01  ,2017JJ00,902.0,2484.0,38.0,104.0,57.0,64.0,43.0,36.0,24.0,,100.0,
2348,A043973,T001355,NL01  ,2018JJ00,858.0,2494.0,36.0,104.0,60.0,66.0,40.0,34.0,24.0,,100.0,
2349,A043973,T001355,NL01  ,2019JJ00,828.0,2443.0,35.0,102.0,61.0,66.0,39.0,34.0,24.0,,100.0,
2350,A043973,T001355,NL01  ,2020JJ00,791.0,2382.0,33.0,99.0,62.0,67.0,38.0,33.0,24.0,,100.0,
2351,A043973,T001355,NL01  ,2021JJ00,774.0,2350.0,32.0,98.0,62.0,67.0,38.0,33.0,24.0,,100.0,
2352,A043973,T001355,NL01  ,2022JJ00,797.0,2390.0,33.0,100.0,61.0,67.0,39.0,33.0,24.0,,100.0,
2353,A043973,T001355,NL01  ,2023JJ00,745.0,2278.0,31.0,95.0,62.0,67.0,38.0,33.0,24.0,,100.0,
2354,A043973,T001355,NL01  ,2024JJ00,713.0,2278.0,30.0,95.0,63.0,69.0,37.0,31.0,24.0,,100.0,
2355,A043973,T001355,PV20  ,2010JJ00,,,,,,,,,,,,
2356,A043973,T001355,PV20  ,2011JJ00,1082.0,2742.0,45.0,114.0,52.0,61.0,48.0,39.0,24.0,,100.0,
2357,A043973,T001355,PV20  ,2012JJ00,1074.0,2711.0,45.0,113.0,51.0,60.0,49.0,40.0,24.0,,100.0,
2358,A043973,T001355,PV20  ,2013JJ00,,,,,,,,,,,,
2359,A043973,T001355,PV20  ,2014JJ00,,,,,,,,,,,,
2360,A043973,T001355,PV20  ,2015JJ00,,,,,,,,,,,,
2361,A043973,T001355,PV20  ,2016JJ00,943.0,2448.0,39.0,102.0,53.0,61.0,47.0,39.0,24.0,,100.0,
2362,A043973,T001355,PV20  ,2017JJ00,878.0,2384.0,37.0,99.0,54.0,63.0,46.0,37.0,24.0,,100.0,
2363,A043973,T001355,PV20  ,2018JJ00,850.0,2431.0,35.0,101.0,57.0,65.0,43.0,35.0,24.0,,100.0,
2364,A043973,T001355,PV20  ,2019JJ00,814.0,2375.0,34.0,99.0,58.0,66.0,42.0,34.0,24.0,,100.0,
2365,A043973,T001355,PV20  ,2020JJ00,816.0,2385.0,34.0,99.0,58.0,66.0,42.0,34.0,24.0,,100.0,
2366,A043973,T001355,PV20  ,2021JJ00,784.0,2278.0,33.0,95.0,59.0,66.0,41.0,34.0,24.0,,100.0,
2367,A043973,T001355,PV20  ,2022JJ00,848.0,2360.0,35.0,98.0,56.0,64.0,44.0,36.0,24.0,,100.0,
2368,A043973,T001355,PV20  ,2023JJ00,719.0,2268.0,30.0,94.0,59.0,68.0,41.0,32.0,24.0,,100.0,
2369,A043973,T001355,PV20  ,2024JJ00,709.0,2318.0,30.0,97.0,59.0,69.0,41.0,31.0,24.0,,100.0,
2370,A043973,T001355,PV21  ,2010JJ00,,,,,,,,,,,,
2371,A043973,T001355,PV21  ,2011JJ00,1089.0,2874.0,45.0,120.0,56.0,62.0,44.0,38.0,24.0,,100.0,
2372,A043973,T001355,PV21  ,2012JJ00,999.0,2705.0,42.0,113.0,58.0,63.0,42.0,37.0,24.0,,100.0,
2373,A043973,T001355,PV21  ,2013JJ00,,,,,,,,,,,,
2374,A043973,T001355,PV21  ,2014JJ00,,,,,,,,,,,,
2375,A043973,T001355,PV21  ,2015JJ00,,,,,,,,,,,,
2376,A043973,T001355,PV21  ,2016JJ00,826.0,2655.0,34.0,111.0,64.0,69.0,36.0,31.0,24.0,,100.0,
2377,A043973,T001355,PV21  ,2017JJ00,851.0,2679.0,35.0,112.0,64.0,68.0,36.0,32.0,24.0,,100.0,
2378,A043973,T001355,PV21  ,2018JJ00,807.0,2706.0,34.0,113.0,66.0,70.0,34.0,30.0,24.0,,100.0,
2379,A043973,T001355,PV21  ,2019JJ00,756.0,2581.0,32.0,108.0,67.0,71.0,33.0,29.0,24.0,,100.0,
2380,A043973,T001355,PV21  ,2020JJ00,773.0,2573.0,32.0,107.0,66.0,70.0,34.0,30.0,24.0,,100.0,
2381,A043973,T001355,PV21  ,2021JJ00,755.0,2483.0,31.0,103.0,66.0,70.0,34.0,30.0,24.0,,100.0,
2382,A043973,T001355,PV21  ,2022JJ00,789.0,2572.0,33.0,107.0,65.0,69.0,35.0,31.0,24.0,,100.0,
2383,A043973,T001355,PV21  ,2023JJ00,719.0,2374.0,30.0,99.0,65.0,70.0,35.0,30.0,24.0,,100.0,
2384,A043973,T001355,PV21  ,2024JJ00,749.0,2421.0,31.0,101.0,65.0,69.0,35.0,31.0,24.0,,100.0,
2385,A043973,T001355,PV22  ,2010JJ00,,,,,,,,,,,,
2386,A043973,T001355,PV22  ,2011JJ00,1403.0,2624.0,58.0,109.0,42.0,47.0,58.0,53.0,24.0,,100.0,
2387,A043973,T001355,PV22  ,2012JJ00,1283.0,2624.0,53.0,109.0,44.0,51.0,56.0,49.0,24.0,,100.0,
2388,A043973,T001355,PV22  ,2013JJ00,,,,,,,,,,,,
2389,A043973,T001355,PV22  ,2014JJ00,,,,,,,,,,,,
