ID,BronTechniek,Perioden,InGebruikGenomen_1,UitGebruikGenomen_2,OpgesteldAanHetEindeVanHetJaar_3,InGebruikGenomen_4,UitGebruikGenomen_5,OpgesteldAanHetEindeVanHetJaar_6,InGebruikGenomen_7,UitGebruikGenomen_8,OpgesteldAanHetEindeVanHetJaar_9,InGebruikGenomen_10,UitGebruikGenomen_11,OpgesteldAanHetEindeVanHetJaar_12,ElektriciteitInMlnKWh_13,AandeelInTotaalElektriciteitsverbruik_14,Warmte_15,BiogasVoorNuttigFinaalVerbruik_16,WinningVanBiogas_17,GefakkeldBiogas_18,NuttigEnergetischVerbruikVanBiomassa_19
585,buwau,1999JJ00,805.0,0.0,1579.0,,,,14.0,0.0,35.0,,,,,,69.0,,,,
586,buwau,2000JJ00,966.0,0.0,2545.0,,,,16.0,0.0,51.0,,,,,,101.0,,,,
587,buwau,2001JJ00,333.0,0.0,2879.0,,,,12.0,0.0,63.0,,,,,,125.0,,,,
588,buwau,2002JJ00,415.0,0.0,3294.0,,,,9.0,0.0,71.0,,,,,,142.0,,,,
589,buwau,2003JJ00,797.0,0.0,4091.0,,,,32.0,0.0,104.0,,,,,,205.0,,,,
590,buwau,2004JJ00,3735.0,0.0,7826.0,,,,62.0,0.0,165.0,,,,,,328.0,,,,
591,buwau,2005JJ00,3611.0,31.0,11406.0,,,,79.0,1.0,243.0,,,,,,481.0,,,,
592,buwau,2006JJ00,6294.0,31.0,17669.0,,,,142.0,1.0,383.0,,,,,,760.0,,,,
593,buwau,2007JJ00,9272.0,31.0,26910.0,,,,184.0,1.0,566.0,,,,,,1121.0,,,,
594,buwau,2008JJ00,9843.0,31.0,36722.0,,,,239.0,1.0,804.0,,,,,,1626.0,,,,
595,buwau,2009JJ00,9911.0,31.0,46602.0,,,,213.0,1.0,1015.0,,,,,,2106.0,,,,
596,buwau,2010JJ00,8916.0,8.0,55510.0,,,,219.0,1.0,1233.0,,,,,,2560.0,,,,
597,buwau,2011JJ00,19954.0,40.0,75424.0,,,,200.0,1.0,1432.0,,,,,,2978.0,,,,
598,buwau,2012JJ00,17039.0,303.0,92160.0,,,,172.0,7.0,1597.0,,,,,,3359.0,,,,
599,buwau,2013JJ00,,,,,,,,,,,,,,,,,,,
600,wmelk,1990JJ00,,,,,,,,,,,,,,,,,,,
601,wmelk,1991JJ00,,,,,,,,,,,,,,,,,,,
602,wmelk,1992JJ00,,,,,,,,,,,,,,,,,,,
603,wmelk,1993JJ00,,,,,,,,,,,,,,,,,,,
604,wmelk,1994JJ00,,,,,,,,,,,,,,,195.0,,,,
605,wmelk,1995JJ00,,,,,,,,,,,,,,,200.0,,,,
606,wmelk,1996JJ00,,,,,,,,,,,,,,,205.0,,,,
607,wmelk,1997JJ00,,,,,,,,,,,,,,,209.0,,,,
608,wmelk,1998JJ00,,,,,,,,,,,,,,,214.0,,,,
609,wmelk,1999JJ00,,,,,,,,,,,,,,,218.0,,,,
610,wmelk,2000JJ00,,,,,,,,,,,,,,,223.0,,,,
611,wmelk,2001JJ00,,,,,,,,,,,,,,,227.0,,,,
612,wmelk,2002JJ00,,,,,,,,,,,,,,,232.0,,,,
613,wmelk,2003JJ00,,,,,,,,,,,,,,,236.0,,,,
614,wmelk,2004JJ00,,,,,,,,,,,,,,,241.0,,,,
615,wmelk,2005JJ00,,,,,,,,,,,,,,,245.0,,,,
616,wmelk,2006JJ00,,,,,,,,,,,,,,,250.0,,,,
617,wmelk,2007JJ00,,,,,,,,,,,,,,,274.0,,,,
618,wmelk,2008JJ00,,,,,,,,,,,,,,,312.0,,,,
619,wmelk,2009JJ00,,,,,,,,,,,,,,,344.0,,,,
620,wmelk,2010JJ00,,,,,,,,,,,,,,,370.0,,,,
621,wmelk,2011JJ00,,,,,,,,,,,,,,,395.0,,,,
622,wmelk,2012JJ00,,,,,,,,,,,,,,,427.0,,,,
623,wmelk,2013JJ00,,,,,,,,,,,,,,,,,,,
624,bitot,1990JJ00,,,,,,,,,,,,,579.0,0.74,7728.0,857.0,2916.0,,29869.0
625,bitot,1991JJ00,,,,,,,,,,,,,654.0,0.81,7946.0,1172.0,3482.0,,30267.0
626,bitot,1992JJ00,,,,,,,,,,,,,625.0,0.75,8162.0,1526.0,3997.0,,31047.0
627,bitot,1993JJ00,,,,,,,,,,,,,685.0,0.81,7806.0,1693.0,4954.0,,32553.0
628,bitot,1994JJ00,,,,,,,,,,,,,748.0,0.86,7588.0,1565.0,5247.0,,32456.0
629,bitot,1995JJ00,,,,,,,,,,,,,808.0,0.91,7993.0,1428.0,5596.0,,34952.0
630,bitot,1996JJ00,,,,,,,,,,,,,1057.0,1.14,7728.0,1439.0,5875.0,,37875.0
631,bitot,1997JJ00,,,,,,,,,,,,,1156.0,1.21,9681.0,1532.0,5789.0,,41516.0
632,bitot,1998JJ00,,,,,,,,,,,,,1262.0,1.27,10017.0,1547.0,5784.0,,43702.0
633,bitot,1999JJ00,,,,,,,,,,,,,1447.0,1.42,9614.0,1613.0,6074.0,,44689.0
634,bitot,2000JJ00,,,,,,,,,,,,,1671.0,1.59,9771.0,1630.0,6140.0,,47831.0
635,bitot,2001JJ00,,,,,,,,,,,,,2024.0,1.89,9856.0,1474.0,6339.0,,51097.0
636,bitot,2002JJ00,,,,,,,,,,,,,2547.0,2.35,11013.0,1336.0,6518.0,,56604.0
637,bitot,2003JJ00,,,,,,,,,,,,,2217.0,2.02,11320.0,1336.0,6608.0,,53711.0
638,bitot,2004JJ00,,,,,,,,,,,,,2947.0,2.57,12987.0,1547.0,6275.0,,63103.0
639,bitot,2005JJ00,,,,,,,,,,,,,4808.0,4.2,14223.0,1358.0,5867.0,,81176.0
640,bitot,2006JJ00,,,,,,,,,,,,,4691.0,4.04,15797.0,1331.0,6675.0,,84225.0
641,bitot,2007JJ00,,,,,,,,,,,,,3538.0,2.99,17008.0,1091.0,8040.0,,85517.0
642,bitot,2008JJ00,,,,,,,,,,,,,4531.0,3.79,17687.0,1006.0,10211.0,,99669.0
643,bitot,2009JJ00,,,,,,,,,,,,,5422.0,4.76,19073.0,1081.0,11921.0,,113250.0
644,bitot,2010JJ00,,,,,,,,,,,,,6284.0,5.37,18942.0,989.0,12886.0,,114433.0
645,bitot,2011JJ00,,,,,,,,,,,,,6276.0,5.32,20591.0,1017.0,12829.0,,117922.0
646,bitot,2012JJ00,,,,,,,,,,,,,6418.0,5.55,21954.0,1549.0,12932.0,,122168.0
647,bitot,2013JJ00,,,,,,,,,,,,,,,,,,,
648,bioav,1990JJ00,,,,,,196.0,,,,,,,462.0,0.59,1806.0,,,,13205.0
649,bioav,1991JJ00,,,,,,197.0,,,,,,,510.0,0.63,1869.0,,,,12929.0
650,bioav,1992JJ00,,,,,,197.0,,,,,,,476.0,0.57,1879.0,,,,12915.0
651,bioav,1993JJ00,,,,,,277.0,,,,,,,492.0,0.58,1789.0,,,,14528.0
652,bioav,1994JJ00,,,,,,277.0,,,,,,,506.0,0.58,1324.0,,,,13667.0
653,bioav,1995JJ00,,,,,,277.0,,,,,,,528.0,0.59,1358.0,,,,15450.0
654,bioav,1996JJ00,,,,,,387.0,,,,,,,731.0,0.79,1687.0,,,,19559.0
655,bioav,1997JJ00,,,,,,394.0,,,,,,,836.0,0.87,3287.0,,,,22981.0
656,bioav,1998JJ00,,,,,,394.0,,,,,,,898.0,0.9,3315.0,,,,24465.0
657,bioav,1999JJ00,,,,,,394.0,,,,,,,967.0,0.95,3290.0,,,,25417.0
658,bioav,2000JJ00,,,,,,394.0,,,,,,,987.0,0.94,3126.0,,,,25512.0
659,bioav,2001JJ00,,,,,,394.0,,,,,,,945.0,0.88,2800.0,,,,24637.0
660,bioav,2002JJ00,,,,,,394.0,,,,,,,933.0,0.86,3261.0,,,,25510.0
661,bioav,2003JJ00,,,,,,400.0,,,,,,,946.0,0.86,3332.0,,,,25059.0
662,bioav,2004JJ00,,,,,,400.0,,,,,,,915.0,0.8,3432.0,,,,26066.0
663,bioav,2005JJ00,,,,,,429.0,,,,,,,984.0,0.86,3520.0,,,,26659.0
664,bioav,2006JJ00,,,,,,429.0,,,,,,,1013.0,0.87,3868.0,,,,26616.0
665,bioav,2007JJ00,,,,,,506.0,,,,,,,1095.0,0.92,3839.0,,,,27845.0
666,bioav,2008JJ00,,,,,,506.0,,,,,,,1070.0,0.89,4066.0,,,,30549.0
667,bioav,2009JJ00,,,,,,546.0,,,,,,,1207.0,1.06,5007.0,,,,32441.0
668,bioav,2010JJ00,,,,,,586.0,,,,,,,1397.0,1.19,4992.0,,,,34208.0
669,bioav,2011JJ00,,,,,,649.0,,,,,,,1634.0,1.39,6610.0,,,,37361.0
670,bioav,2012JJ00,,,,,,649.0,,,,,,,1800.0,1.56,7640.0,,,,39794.0
671,bioav,2013JJ00,,,,,,,,,,,,,,,,,,,
672,biome,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0
673,biome,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0
674,biome,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0
675,biome,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0
676,biome,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0
677,biome,1995JJ00,,,,,,,0.0,0.0,0.0,,,,4.0,0.0,1.0,,,,33.0
678,biome,1996JJ00,,,,,,,0.0,0.0,0.0,,,,40.0,0.04,6.0,,,,376.0
679,biome,1997JJ00,,,,,,,0.0,0.0,0.0,,,,38.0,0.04,6.0,,,,357.0
680,biome,1998JJ00,,,,,,,0.0,0.0,0.0,,,,96.0,0.1,31.0,,,,906.0
681,biome,1999JJ00,,,,,,,0.0,0.0,0.0,,,,157.0,0.15,15.0,,,,1403.0
682,biome,2000JJ00,,,,,,,0.0,0.0,0.0,,,,198.0,0.19,15.0,,,,1755.0
683,biome,2001JJ00,,,,,,,,,,,,,563.0,0.53,58.0,,,,5408.0
684,biome,2002JJ00,,,,,,,,,,,,,1082.0,1.0,222.0,,,,9866.0
685,biome,2003JJ00,,,,,,,,,,,,,757.0,0.69,81.0,,,,7127.0
686,biome,2004JJ00,,,,,,,,,,,,,1539.0,1.34,325.0,,,,14123.0
687,biome,2005JJ00,,,,,,,,,,,,,3310.0,2.89,693.0,,,,30522.0
688,biome,2006JJ00,,,,,,,,,,,,,3103.0,2.67,552.0,,,,29445.0
689,biome,2007JJ00,,,,,,,,,,,,,1711.0,1.44,821.0,,,,15702.0
690,biome,2008JJ00,,,,,,,,,,,,,2116.0,1.77,789.0,,,,19692.0
691,biome,2009JJ00,,,,,,,,,,,,,2472.0,2.17,939.0,,,,22788.0
692,biome,2010JJ00,,,,,,,,,,,,,3043.0,2.6,1267.0,,,,28545.0
693,biome,2011JJ00,,,,,,,,,,,,,2979.0,2.53,920.0,,,,27855.0
694,biome,2012JJ00,,,,,,,,,,,,,2802.0,2.42,658.0,,,,26295.0
695,biome,2013JJ00,,,,,,,,,,,,,,,,,,,
696,bioih,1990JJ00,,,,,,,,,218.0,,,,,,1177.0,,,,1682.0
697,bioih,1991JJ00,,,,,,,,,218.0,,,,,,1177.0,,,,1682.0
698,bioih,1992JJ00,,,,,,,,,232.0,,,,,,1251.0,,,,1787.0
699,bioih,1993JJ00,,,,,,,,,245.0,,,,,,1325.0,,,,1893.0
700,bioih,1994JJ00,,,,,,,,,259.0,,,,,,1399.0,,,,1998.0
701,bioih,1995JJ00,,,,,,,,,273.0,,,,,,1472.0,,,,2103.0
702,bioih,1996JJ00,,,,,,,,,286.0,,,,,,1546.0,,,,2209.0
703,bioih,1997JJ00,,,,,,,,,300.0,,,,,,1620.0,,,,2314.0
704,bioih,1998JJ00,,,,,,,,,300.0,,,,,,1622.0,,,,2255.0
705,bioih,1999JJ00,,,,,,,,,301.0,,,,,,1623.0,,,,2203.0
706,bioih,2000JJ00,,,,,,,,,301.0,,,,,,1625.0,,,,2150.0
707,bioih,2001JJ00,,,,,,,,,301.0,,,,,,1627.0,,,,2102.0
708,bioih,2002JJ00,,,,,,,,,302.0,,,,,,1628.0,,,,2054.0
709,bioih,2003JJ00,,,,,,,,,302.0,,,,,,1630.0,,,,2010.0
710,bioih,2004JJ00,31.0,,552.0,,,,11.0,,302.0,,,,,,1632.0,,,,1966.0
711,bioih,2005JJ00,209.0,21.0,740.0,,,,21.0,4.0,319.0,,,,,,1723.0,,,,2068.0
712,bioih,2006JJ00,516.0,31.0,1225.0,,,,57.0,18.0,357.0,,,,,,1930.0,,,,2306.0
713,bioih,2007JJ00,417.0,7.0,1635.0,,,,46.0,7.0,397.0,,,,,,2144.0,,,,2552.0
714,bioih,2008JJ00,274.0,39.0,1870.0,,,,31.0,9.0,419.0,,,,,,2264.0,,,,2686.0
715,bioih,2009JJ00,125.0,16.0,1979.0,,,,21.0,3.0,438.0,,,,,,2365.0,,,,2792.0
716,bioih,2010JJ00,177.0,21.0,2135.0,,,,17.0,19.0,435.0,,,,,,2351.0,,,,2766.0
717,bioih,2011JJ00,198.0,23.0,2310.0,,,,19.0,17.0,437.0,,,,,,2362.0,,,,2778.0
718,bioih,2012JJ00,191.0,24.0,2477.0,,,,23.0,2.0,458.0,,,,,,2475.0,,,,2912.0
719,bioih,2013JJ00,,,,,,,,,,,,,,,,,,,
720,biohh,1990JJ00,,,928047.0,,,,,,,,,,,,4410.0,,,,12167.0
721,biohh,1991JJ00,,,933403.0,,,,,,,,,,,,4498.0,,,,12272.0
722,biohh,1992JJ00,,,938388.0,,,,,,,,,,,,4593.0,,,,12387.0
723,biohh,1993JJ00,,,942864.0,,,,,,,,,,,,4313.0,,,,11659.0
724,biohh,1994JJ00,,,946823.0,,,,,,,,,,,,4411.0,,,,11773.0
725,biohh,1995JJ00,,,950230.0,,,,,,,,,,,,4513.0,,,,11891.0
726,biohh,1996JJ00,,,953151.0,,,,,,,,,,,,3835.0,,,,10054.0
727,biohh,1997JJ00,,,955690.0,,,,,,,,,,,,4126.0,,,,10303.0
728,biohh,1998JJ00,,,957836.0,,,,,,,,,,,,4423.0,,,,10557.0
729,biohh,1999JJ00,,,959780.0,,,,,,,,,,,,3951.0,,,,9295.0
730,biohh,2000JJ00,,,961708.0,,,,,,,,,,,,4208.0,,,,9508.0
731,biohh,2001JJ00,,,960777.0,,,,,,,,,,,,4404.0,,,,9646.0
732,biohh,2002JJ00,,,959656.0,,,,,,,,,,,,4603.0,,,,9787.0
733,biohh,2003JJ00,,,958438.0,,,,,,,,,,,,4803.0,,,,9929.0
734,biohh,2004JJ00,,,957173.0,,,,,,,,,,,,5245.0,,,,10536.0
735,biohh,2005JJ00,,,955899.0,,,,,,,,,,,,5724.0,,,,11103.0
736,biohh,2006JJ00,,,951624.0,,,,,,,,,,,,6129.0,,,,11561.0
737,biohh,2007JJ00,,,947312.0,,,,,,,,,,,,6560.0,,,,12056.0
738,biohh,2008JJ00,,,943311.0,,,,,,,,,,,,6741.0,,,,12174.0
739,biohh,2009JJ00,,,939911.0,,,,,,,,,,,,6851.0,,,,12232.0
740,biohh,2010JJ00,,,936161.0,,,,,,,,,,,,7025.0,,,,12347.0
741,biohh,2011JJ00,,,933022.0,,,,,,,,,,,,7262.0,,,,12503.0
742,biohh,2012JJ00,,,930561.0,,,,,,,,,,,,7495.0,,,,12663.0
743,biohh,2013JJ00,,,,,,,,,,,,,,,,,,,
744,bioho,1990JJ00,,,605113.0,,,,,,,,,,,,436.0,,,,4361.0
745,bioho,1991JJ00,,,594093.0,,,,,,,,,,,,428.0,,,,4282.0
746,bioho,1992JJ00,,,582191.0,,,,,,,,,,,,420.0,,,,4196.0
747,bioho,1993JJ00,,,569419.0,,,,,,,,,,,,397.0,,,,3972.0
748,bioho,1994JJ00,,,555802.0,,,,,,,,,,,,388.0,,,,3877.0
749,bioho,1995JJ00,,,541373.0,,,,,,,,,,,,378.0,,,,3776.0
750,bioho,1996JJ00,,,529553.0,,,,,,,,,,,,345.0,,,,3447.0
751,bioho,1997JJ00,,,517101.0,,,,,,,,,,,,337.0,,,,3366.0
752,bioho,1998JJ00,,,504066.0,,,,,,,,,,,,328.0,,,,3281.0
753,bioho,1999JJ00,,,490539.0,,,,,,,,,,,,297.0,,,,2965.0
754,bioho,2000JJ00,,,476616.0,,,,,,,,,,,,288.0,,,,2881.0
755,bioho,2001JJ00,,,465436.0,,,,,,,,,,,,281.0,,,,2814.0
756,bioho,2002JJ00,,,454043.0,,,,,,,,,,,,274.0,,,,2745.0
757,bioho,2003JJ00,,,442532.0,,,,,,,,,,,,268.0,,,,2675.0
758,bioho,2004JJ00,,,430989.0,,,,,,,,,,,,271.0,,,,2706.0
759,bioho,2005JJ00,,,419499.0,,,,,,,,,,,,263.0,,,,2633.0
760,bioho,2006JJ00,,,410834.0,,,,,,,,,,,,258.0,,,,2579.0
761,bioho,2007JJ00,,,402380.0,,,,,,,,,,,,253.0,,,,2526.0
762,bioho,2008JJ00,,,394314.0,,,,,,,,,,,,248.0,,,,2475.0
763,bioho,2009JJ00,,,391346.0,,,,,,,,,,,,246.0,,,,2457.0
764,bioho,2010JJ00,,,383833.0,,,,,,,,,,,,241.0,,,,2410.0
765,bioho,2011JJ00,,,369704.0,,,,,,,,,,,,232.0,,,,2321.0
766,bioho,2012JJ00,,,356195.0,,,,,,,,,,,,224.0,,,,2236.0
767,bioho,2013JJ00,,,,,,,,,,,,,,,,,,,
768,biohi,1990JJ00,,,144517.0,,,,,,,,,,,,1097.0,,,,2330.0
769,biohi,1991JJ00,,,166313.0,,,,,,,,,,,,1267.0,,,,2681.0
770,biohi,1992JJ00,,,188142.0,,,,,,,,,,,,1436.0,,,,3033.0
771,biohi,1993JJ00,,,209869.0,,,,,,,,,,,,1482.0,,,,3123.0
772,biohi,1994JJ00,,,231464.0,,,,,,,,,,,,1637.0,,,,3445.0
773,biohi,1995JJ00,,,252870.0,,,,,,,,,,,,1791.0,,,,3763.0
774,biohi,1996JJ00,,,252180.0,,,,,,,,,,,,1427.0,,,,2971.0
775,biohi,1997JJ00,,,250913.0,,,,,,,,,,,,1434.0,,,,2956.0
776,biohi,1998JJ00,,,249099.0,,,,,,,,,,,,1438.0,,,,2935.0
777,biohi,1999JJ00,,,246802.0,,,,,,,,,,,,1212.0,,,,2449.0
778,biohi,2000JJ00,,,244087.0,,,,,,,,,,,,1211.0,,,,2422.0
779,biohi,2001JJ00,,,240568.0,,,,,,,,,,,,1206.0,,,,2387.0
780,biohi,2002JJ00,,,236686.0,,,,,,,,,,,,1199.0,,,,2348.0
781,biohi,2003JJ00,,,232498.0,,,,,,,,,,,,1190.0,,,,2307.0
782,biohi,2004JJ00,,,228054.0,,,,,,,,,,,,1240.0,,,,2376.0
783,biohi,2005JJ00,,,223403.0,,,,,,,,,,,,1287.0,,,,2438.0
784,biohi,2006JJ00,,,214693.0,,,,,,,,,,,,1286.0,,,,2424.0
785,biohi,2007JJ00,,,205841.0,,,,,,,,,,,,1295.0,,,,2426.0
786,biohi,2008JJ00,,,196930.0,,,,,,,,,,,,1246.0,,,,2321.0
787,biohi,2009JJ00,,,187601.0,,,,,,,,,,,,1192.0,,,,2211.0
788,biohi,2010JJ00,,,178711.0,,,,,,,,,,,,1143.0,,,,2106.0
789,biohi,2011JJ00,,,177182.0,,,,,,,,,,,,1160.0,,,,2088.0
790,biohi,2012JJ00,,,175875.0,,,,,,,,,,,,1179.0,,,,2072.0
791,biohi,2013JJ00,,,,,,,,,,,,,,,,,,,
792,biohv,1990JJ00,,,178417.0,,,,,,,,,,,,2877.0,,,,5476.0
793,biohv,1991JJ00,,,172997.0,,,,,,,,,,,,2803.0,,,,5309.0
794,biohv,1992JJ00,,,168055.0,,,,,,,,,,,,2737.0,,,,5158.0
795,biohv,1993JJ00,,,163576.0,,,,,,,,,,,,2434.0,,,,4564.0
796,biohv,1994JJ00,,,159557.0,,,,,,,,,,,,2386.0,,,,4452.0
797,biohv,1995JJ00,,,155987.0,,,,,,,,,,,,2345.0,,,,4352.0
798,biohv,1996JJ00,,,171418.0,,,,,,,,,,,,2063.0,,,,3635.0
799,biohv,1997JJ00,,,187676.0,,,,,,,,,,,,2355.0,,,,3980.0
800,biohv,1998JJ00,,,204671.0,,,,,,,,,,,,2657.0,,,,4341.0
801,biohv,1999JJ00,,,222439.0,,,,,,,,,,,,2443.0,,,,3881.0
802,biohv,2000JJ00,,,241005.0,,,,,,,,,,,,2709.0,,,,4205.0
803,biohv,2001JJ00,,,254773.0,,,,,,,,,,,,2917.0,,,,4446.0
804,biohv,2002JJ00,,,268927.0,,,,,,,,,,,,3130.0,,,,4694.0
805,biohv,2003JJ00,,,283408.0,,,,,,,,,,,,3346.0,,,,4947.0
806,biohv,2004JJ00,,,298130.0,,,,,,,,,,,,3734.0,,,,5454.0
807,biohv,2005JJ00,,,312997.0,,,,,,,,,,,,4174.0,,,,6032.0
808,biohv,2006JJ00,,,326097.0,,,,,,,,,,,,4585.0,,,,6558.0
809,biohv,2007JJ00,,,339091.0,,,,,,,,,,,,5013.0,,,,7105.0
810,biohv,2008JJ00,,,352067.0,,,,,,,,,,,,5248.0,,,,7378.0
811,biohv,2009JJ00,,,360964.0,,,,,,,,,,,,5413.0,,,,7565.0
812,biohv,2010JJ00,,,373617.0,,,,,,,,,,,,5641.0,,,,7831.0
813,biohv,2011JJ00,,,386136.0,,,,,,,,,,,,5870.0,,,,8095.0
814,biohv,2012JJ00,,,398491.0,,,,,,,,,,,,6093.0,,,,8355.0
815,biohv,2013JJ00,,,,,,,,,,,,,,,,,,,
816,biovo,1990JJ00,,,,,,,,,,,,,33.0,0.04,233.0,,,,440.0
817,biovo,1991JJ00,,,,,,,,,,,,,32.0,0.04,225.0,,,,440.0
818,biovo,1992JJ00,,,,,,,,,,,,,29.0,0.03,195.0,,,,400.0
819,biovo,1993JJ00,,,,,,,,,,,,,24.0,0.03,147.0,,,,330.0
820,biovo,1994JJ00,,,,,,,,,,,,,29.0,0.03,177.0,,,,410.0
821,biovo,1995JJ00,,,,,,,,,,,,,35.0,0.04,337.0,,,,577.0
822,biovo,1996JJ00,,,,,,,,,,,,,29.0,0.03,320.0,,,,513.0
823,biovo,1997JJ00,,,,,,,,,,,,,29.0,0.03,369.0,,,,564.0
824,biovo,1998JJ00,,,,,,,,,,,,,25.0,0.03,383.0,,,,601.0
825,biovo,1999JJ00,,,,,,,,,,,,,62.0,0.06,471.0,,,,1239.0
826,biovo,2000JJ00,,,,,,,,,,,,,216.0,0.21,513.0,,,,3695.0
827,biovo,2001JJ00,,,,,,,,,,,,,221.0,0.21,674.0,,,,3944.0
828,biovo,2002JJ00,,,,,,,,,,,,,216.0,0.2,943.0,,,,3825.0
829,biovo,2003JJ00,,,,,,,,,,,,,205.0,0.19,1184.0,,,,4059.0
830,biovo,2004JJ00,,,12.0,,,,,,,,,,217.0,0.19,1984.0,,,,4992.0
831,biovo,2005JJ00,,,12.0,,,,,,,,,,235.0,0.21,2249.0,,,,5628.0
832,biovo,2006JJ00,,,14.0,,,,,,,,,,236.0,0.2,3078.0,,,,6623.0
833,biovo,2007JJ00,,,20.0,,,,,,,,,,254.0,0.21,3262.0,,,,7077.0
834,biovo,2008JJ00,,,24.0,,,,,,,,,,664.0,0.55,3340.0,,,,13069.0
835,biovo,2009JJ00,,,25.0,,,,,,,,,,895.0,0.79,3238.0,,,,16177.0
836,biovo,2010JJ00,,,26.0,,,,,,,,,,894.0,0.76,2378.0,,,,14703.0
837,biovo,2011JJ00,,,27.0,,,,,,,,,,705.0,0.6,2264.0,,,,11723.0
838,biovo,2012JJ00,,,26.0,,,,,,,,,,885.0,0.76,2424.0,,,,14033.0
839,biovo,2013JJ00,,,,,,,,,,,,,,,,,,,
840,biove,1990JJ00,,,,,,,,,,,,,,,,,,,
841,biove,1991JJ00,,,,,,,,,,,,,,,,,,,
842,biove,1992JJ00,,,,,,,,,,,,,,,,,,,
843,biove,1993JJ00,,,,,,,,,,,,,,,,,,,
844,biove,1994JJ00,,,,,,,,,,,,,,,,,,,
845,biove,1995JJ00,,,,,,,,,,,,,,,,,,,
846,biove,1996JJ00,,,,,,,,,,,,,,,,,,,
847,biove,1997JJ00,,,,,,,,,,,,,,,,,,,
848,biove,1998JJ00,,,,,,,,,,,,,,,,,,,
849,biove,1999JJ00,,,,,,,,,,,,,,,,,,,
850,biove,2000JJ00,,,,,,,,,,,,,,,,,,,
851,biove,2001JJ00,,,,,,,,,,,,,,,,,,,
852,biove,2002JJ00,,,,,,,,,,,,,,,,,,,
853,biove,2003JJ00,,,,,,,,,,,,,,,,,,,
854,biove,2004JJ00,,,5.0,,,,,,,,,,217.0,0.19,336.0,,,,3094.0
855,biove,2005JJ00,,,5.0,,,,,,,,,,235.0,0.21,468.0,,,,3524.0
856,biove,2006JJ00,,,6.0,,,,,,,,,,236.0,0.2,576.0,,,,3677.0
857,biove,2007JJ00,,,13.0,,,,,,,,,,254.0,0.21,626.0,,,,3981.0
858,biove,2008JJ00,,,17.0,,,,,,,,,,664.0,0.55,695.0,,,,9929.0
859,biove,2009JJ00,,,17.0,,,,,,,,,,895.0,0.79,700.0,,,,13152.0
860,biove,2010JJ00,,,18.0,,,,,,,,,,894.0,0.76,784.0,,,,12725.0
861,biove,2011JJ00,,,19.0,,,,,,,,,,705.0,0.6,994.0,,,,10138.0
862,biove,2012JJ00,,,21.0,,,,,,,,,,885.0,0.76,1150.0,,,,12482.0
863,biove,2013JJ00,,,,,,,,,,,,,,,,,,,
864,biovz,1990JJ00,,,,,,,,,,,,,,,,,,,
865,biovz,1991JJ00,,,,,,,,,,,,,,,,,,,
866,biovz,1992JJ00,,,,,,,,,,,,,,,,,,,
867,biovz,1993JJ00,,,,,,,,,,,,,,,,,,,
868,biovz,1994JJ00,,,,,,,,,,,,,,,,,,,
869,biovz,1995JJ00,,,,,,,,,,,,,,,,,,,
870,biovz,1996JJ00,,,,,,,,,,,,,,,,,,,
871,biovz,1997JJ00,,,,,,,,,,,,,,,,,,,
872,biovz,1998JJ00,,,,,,,,,,,,,,,,,,,
873,biovz,1999JJ00,,,,,,,,,,,,,,,,,,,
874,biovz,2000JJ00,,,,,,,,,,,,,,,,,,,
875,biovz,2001JJ00,,,,,,,,,,,,,,,,,,,
876,biovz,2002JJ00,,,,,,,,,,,,,,,,,,,
877,biovz,2003JJ00,,,,,,,,,,,,,,,,,,,
878,biovz,2004JJ00,,,7.0,,,,,,,,,,,,1648.0,,,,1899.0
879,biovz,2005JJ00,,,7.0,,,,,,,,,,,,1781.0,,,,2104.0
880,biovz,2006JJ00,,,8.0,,,,,,,,,,,,2502.0,,,,2946.0
881,biovz,2007JJ00,,,7.0,,,,,,,,,,,,2636.0,,,,3097.0
882,biovz,2008JJ00,,,7.0,,,,,,,,,,,,2645.0,,,,3140.0
883,biovz,2009JJ00,,,8.0,,,,,,,,,,,,2538.0,,,,3024.0
884,biovz,2010JJ00,,,8.0,,,,,,,,,,,,1594.0,,,,1979.0
885,biovz,2011JJ00,,,8.0,,,,,,,,,,,,1270.0,,,,1585.0
886,biovz,2012JJ00,,,5.0,,,,,,,,,,,,1274.0,,,,1551.0
887,biovz,2013JJ00,,,,,,,,,,,,,,,,,,,
888,biovg,1990JJ00,,,,,,19.0,,,,,,,84.0,0.11,101.0,857.0,2916.0,,2376.0
889,biovg,1991JJ00,,,,,,21.0,,,,,,,112.0,0.14,178.0,1172.0,3482.0,,2944.0
890,biovg,1992JJ00,,,,,,22.0,,,,,,,120.0,0.14,244.0,1526.0,3997.0,,3558.0
