ID,Leeftijd,Marges,RegioS,Perioden,ErvarenGezondheidGoedZeerGoed_1,EenOfMeerLangdurigeAandoeningen_2,BeperktVanwegeProblemenMetGezondheid_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren_5,BeperkingInZien_6,BeperkingInBewegen_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewicht_12,VoldoetAanBeweegrichtlijn_13,VoldoetAanNormGezondBewegen_14,VoldoetAanFitnorm_15,VoldoetAanTenMinste1Bewegingsnorm_16,WekelijkseSporters_17,Mantelzorger_18,ZwaarBelasteMantelzorgers_19,UrenMantelzorgPerWeek_20,Mantelzorgontvanger_21,UrenOntvangenMantelzorgPerWeek_22
3162,80200,MOG0095,GM0015,2016JJ00,57.6,35.5,40.8,22.5,2.8,5.4,17.2,0.4,26.2,60.0,41.7,13.5,26.2,61.5,38.1,63.4,19.6,12.7,,,3.9,
3163,80200,MOG0095,GM1729,2016JJ00,54.2,44.7,47.5,19.4,4.4,6.7,14.3,0.4,34.2,55.0,38.6,13.0,20.3,66.4,16.5,66.9,22.6,11.8,,,5.1,
3164,80200,MOG0095,GM0158,2016JJ00,63.4,44.7,43.3,23.6,5.5,4.6,16.9,0.1,33.1,57.5,37.9,16.3,42.5,75.3,53.3,76.5,40.1,11.6,,,7.8,
3165,80200,MOG0095,GM0788,2016JJ00,64.4,35.9,39.4,18.0,5.2,5.4,12.3,0.4,35.1,53.9,39.7,11.0,40.7,75.0,46.2,77.9,39.5,16.1,,,7.7,
3166,80200,MOG0095,GM0392,2016JJ00,62.7,46.8,45.2,23.6,6.3,6.4,18.0,1.4,44.2,48.5,33.7,13.1,34.9,70.9,45.7,72.8,37.6,13.8,8.9,12.6,6.8,11.2
3167,80200,MOG0095,GM0393,2016JJ00,62.5,37.4,42.4,19.3,3.2,2.7,15.5,0.6,39.3,47.7,30.7,13.4,29.7,66.0,39.1,67.7,30.5,9.7,,,7.2,
3168,80200,MOG0095,GM0394,2016JJ00,62.6,47.4,43.6,19.9,4.9,4.9,14.6,0.5,34.8,60.0,42.4,15.9,34.3,71.4,43.0,73.6,36.4,12.1,9.5,14.5,5.9,21.8
3169,80200,MOG0095,GM1655,2016JJ00,56.6,35.1,42.0,24.1,6.6,6.0,14.7,0.0,28.5,60.9,38.3,18.3,29.3,65.6,38.1,67.8,28.5,10.0,,,7.2,
3170,80200,MOG0095,GM0160,2016JJ00,62.6,49.7,52.9,25.1,8.6,4.9,18.3,0.3,32.5,60.2,42.9,14.8,34.6,69.0,45.1,71.9,26.4,12.0,8.2,9.4,6.7,
3171,80200,MOG0095,GM0243,2016JJ00,60.7,45.0,44.2,23.6,7.8,5.8,18.3,0.6,32.8,56.8,39.2,14.2,35.3,64.8,48.4,66.7,29.8,10.7,,,9.5,
3172,80200,MOG0095,GM0523,2016JJ00,60.2,36.4,42.2,24.3,7.4,5.3,18.3,0.0,32.1,55.9,35.3,16.2,19.7,51.2,30.2,53.5,19.3,12.1,,,9.6,
3173,80200,MOG0095,GM0017,2016JJ00,69.7,45.7,41.8,16.4,4.8,3.3,11.1,0.6,47.4,41.4,32.4,6.7,39.9,75.0,47.3,76.9,32.8,12.0,,,4.2,
3174,80200,MOG0095,GM0072,2016JJ00,58.7,44.3,43.6,21.0,3.3,2.0,16.4,0.1,26.8,62.6,40.4,18.0,34.3,73.3,51.1,75.6,30.6,7.5,,,4.9,
3175,80200,MOG0095,GM0244,2016JJ00,59.4,47.7,49.4,23.2,5.8,4.8,17.0,0.9,33.5,55.5,35.6,16.5,37.2,71.2,49.2,73.2,32.4,12.2,,,9.1,
3176,80200,MOG0095,GM0396,2016JJ00,61.1,45.1,43.6,25.7,5.5,6.2,17.8,0.2,39.4,50.5,32.2,15.0,36.7,72.2,51.2,74.7,36.7,9.3,,,8.8,
3177,80200,MOG0095,GM0397,2016JJ00,65.5,43.1,42.8,18.5,3.9,4.5,14.4,0.5,45.1,43.7,34.0,7.3,36.8,73.6,48.9,73.9,46.0,13.6,,,7.2,
3178,80200,MOG0095,GM0246,2016JJ00,67.6,39.5,41.0,19.6,7.5,4.4,13.6,0.0,37.3,52.8,37.7,12.1,35.8,69.7,44.1,72.2,34.4,9.8,,,5.4,
3179,80200,MOG0095,GM0074,2016JJ00,60.4,41.0,42.2,16.9,4.2,1.6,12.0,0.2,38.1,50.2,35.5,11.2,33.9,74.2,46.9,76.1,27.2,10.1,,,4.2,
3180,80200,MOG0095,GM0398,2016JJ00,60.1,48.0,44.4,20.5,4.5,6.2,14.4,0.9,35.1,54.6,37.7,13.9,34.4,70.6,44.6,71.9,33.2,16.2,14.0,12.7,7.2,
3181,80200,MOG0095,GM0917,2016JJ00,47.6,54.5,57.0,33.1,7.7,10.3,27.0,0.7,35.6,59.2,39.3,18.3,21.3,58.4,19.1,59.3,24.4,13.5,13.6,15.0,10.1,11.2
3182,80200,MOG0095,GM1658,2016JJ00,63.6,35.6,34.5,16.7,3.8,4.0,10.4,0.6,36.8,51.6,42.0,7.0,41.2,73.2,45.9,75.9,39.7,14.5,,,4.7,
3183,80200,MOG0095,GM0399,2016JJ00,62.4,40.5,41.3,19.4,4.7,3.7,14.0,0.7,47.5,41.4,32.8,6.4,39.9,71.8,52.4,73.1,42.2,12.8,,,6.8,
3184,80200,MOG0095,GM0400,2016JJ00,59.0,46.5,45.8,22.7,4.4,6.0,16.6,0.5,33.4,56.9,38.1,15.7,30.8,65.1,40.6,67.3,27.0,11.1,,,6.4,
3185,80200,MOG0095,GM0163,2016JJ00,64.1,42.8,47.6,26.1,9.8,5.0,18.5,0.6,29.6,61.5,46.1,12.6,39.0,71.7,51.0,73.9,35.6,12.3,,,10.8,
3186,80200,MOG0095,GM0530,2016JJ00,59.8,46.3,40.9,20.3,4.2,3.4,15.0,0.4,33.8,55.3,38.7,13.2,30.1,68.0,37.1,70.2,26.0,7.1,,,4.7,
3187,80200,MOG0095,GM0794,2016JJ00,50.0,48.0,51.0,29.6,7.9,7.1,22.4,0.5,30.2,61.8,42.2,16.8,30.7,66.3,40.1,67.4,31.3,14.7,6.1,13.3,10.4,
3188,80200,MOG0095,GM0531,2016JJ00,60.9,41.7,42.4,21.5,5.6,3.8,17.8,0.1,37.1,51.5,34.9,13.0,27.3,60.7,37.6,63.3,25.3,11.1,,,7.0,
3189,80200,MOG0095,GM0164,2016JJ00,61.6,48.0,48.2,29.2,8.8,8.8,21.6,0.4,36.4,58.1,40.4,15.9,40.0,71.5,51.5,73.3,36.2,12.5,7.8,10.9,8.9,11.9
3190,80200,MOG0095,GM0796,2016JJ00,58.8,42.9,45.8,26.8,6.9,7.0,20.8,0.6,37.8,56.2,39.8,14.6,32.8,67.9,38.7,69.2,32.7,15.4,9.9,11.2,9.4,17.5
3191,80200,MOG0095,GM0252,2016JJ00,59.3,42.9,49.6,19.7,7.4,3.4,11.4,0.6,34.3,50.9,37.4,9.9,42.6,74.7,45.4,76.1,39.4,8.5,,,7.2,
3192,80200,MOG0095,GM0797,2016JJ00,59.8,34.2,39.9,23.4,6.7,6.4,17.5,0.3,37.1,52.9,36.4,13.4,32.0,74.7,39.9,75.7,38.0,11.7,,,6.6,
3193,80200,MOG0095,GM0534,2016JJ00,58.5,45.9,49.5,22.5,7.1,5.0,15.4,0.4,36.9,51.5,37.4,10.8,35.9,71.9,46.2,73.0,35.1,11.2,,,6.1,
3194,80200,MOG0095,GM0798,2016JJ00,59.0,34.3,42.2,22.2,7.5,4.4,13.4,0.3,35.8,54.0,38.9,12.1,38.3,69.2,40.8,70.9,38.7,13.6,,,6.5,
3195,80200,MOG0095,GM0402,2016JJ00,58.8,47.0,47.5,24.3,5.6,7.3,18.0,0.8,43.1,49.9,37.2,10.8,34.4,68.4,43.7,69.8,33.8,13.9,14.8,13.2,6.7,
3196,80200,MOG0095,GM1735,2016JJ00,66.0,42.2,45.7,24.4,8.1,5.9,17.0,0.5,36.0,57.6,40.6,14.9,39.7,72.5,45.5,73.7,34.1,13.9,9.0,11.8,7.7,12.9
3197,80200,MOG0095,GM1911,2016JJ00,59.6,44.0,47.7,20.8,4.6,4.1,16.1,0.1,32.9,56.9,39.5,13.8,32.2,69.3,39.2,71.0,24.4,11.5,,,8.5,
3198,80200,MOG0095,GM0118,2016JJ00,57.8,49.1,47.3,27.1,7.7,5.3,20.0,0.7,30.7,57.0,37.7,15.2,29.1,67.0,44.0,69.1,21.4,8.5,,,12.3,
3199,80200,MOG0095,GM0018,2016JJ00,56.5,44.6,46.1,26.9,5.4,5.7,19.9,0.1,30.6,58.8,34.7,20.0,21.9,60.5,30.6,62.8,22.8,12.2,,,4.8,
3200,80200,MOG0095,GM0405,2016JJ00,57.4,46.7,42.3,20.8,6.0,4.8,14.6,0.3,36.1,54.8,35.5,16.3,37.0,68.9,46.3,70.0,34.9,11.0,,,6.5,
3201,80200,MOG0095,GM1507,2016JJ00,61.0,39.2,43.0,20.3,6.2,6.4,11.8,0.3,35.3,56.0,41.2,12.2,43.7,72.5,44.8,73.9,38.0,14.6,6.8,8.0,6.3,
3202,80200,MOG0095,GM0321,2016JJ00,62.0,46.3,45.8,21.1,5.6,6.2,14.0,0.1,35.9,55.6,37.8,15.1,37.4,71.6,50.5,73.6,37.0,13.6,10.5,7.4,6.2,
3203,80200,MOG0095,GM0406,2016JJ00,64.0,46.4,44.8,19.4,5.3,5.4,13.6,1.1,38.5,53.0,40.1,10.8,32.8,64.0,41.6,67.4,34.0,12.8,8.4,12.2,6.2,
3204,80200,MOG0095,GM0677,2016JJ00,51.7,36.2,43.3,26.4,6.2,5.0,19.6,0.1,29.1,59.1,41.8,13.1,29.8,69.5,37.3,72.4,20.7,12.2,,,5.9,
3205,80200,MOG0095,GM0353,2016JJ00,55.3,49.3,48.6,27.7,7.4,7.9,20.6,0.5,37.5,51.4,37.1,11.3,33.9,63.8,39.8,65.0,26.8,14.4,6.5,10.2,12.8,
3206,80200,MOG0095,GM1884,2016JJ00,65.9,38.6,44.1,19.3,7.7,2.9,13.1,0.3,35.8,54.8,39.1,12.8,34.6,74.1,46.9,75.7,36.6,12.1,4.3,6.6,6.1,
3207,80200,MOG0095,GM0166,2016JJ00,59.2,48.7,52.4,21.7,5.4,5.3,16.4,0.3,28.2,63.1,42.2,17.4,34.6,65.8,47.7,68.2,27.9,11.6,,,7.4,
3208,80200,MOG0095,GM0678,2016JJ00,55.9,38.9,47.8,26.1,6.9,7.2,18.8,0.2,37.3,51.1,35.3,12.4,31.1,67.8,45.2,70.7,27.9,12.4,,,8.8,
3209,80200,MOG0095,GM0537,2016JJ00,61.3,44.5,50.4,27.6,7.7,6.5,19.9,0.1,27.7,63.4,41.8,18.0,33.1,68.5,46.2,70.0,23.6,12.8,,,7.9,
3210,80200,MOG0095,GM0928,2016JJ00,46.7,55.7,56.1,31.9,6.8,10.5,25.7,0.5,29.5,63.6,42.0,19.1,20.2,59.0,17.3,59.5,25.0,9.8,7.1,12.0,8.5,
3211,80200,MOG0095,GM1598,2016JJ00,67.6,37.9,38.3,16.3,4.2,4.8,9.7,0.2,39.1,50.8,39.1,9.0,38.6,73.4,46.3,73.7,38.6,12.4,,,4.8,
3212,80200,MOG0095,GM0079,2016JJ00,65.5,32.8,34.5,11.5,1.0,1.8,7.4,0.0,21.8,61.8,46.2,9.9,29.9,69.8,43.1,71.5,23.3,5.9,,,3.8,
3213,80200,MOG0095,GM0588,2016JJ00,55.4,41.3,44.1,22.0,4.9,4.7,17.7,0.1,31.3,56.0,39.6,12.3,21.5,61.3,30.1,63.8,19.5,8.2,,,7.9,
3214,80200,MOG0095,GM0542,2016JJ00,67.4,40.9,36.4,19.1,5.2,3.7,13.9,0.6,36.5,52.4,38.0,11.4,27.5,63.3,39.8,64.4,29.5,14.0,,,6.7,
3215,80200,MOG0095,GM1931,2016JJ00,62.3,41.5,47.5,23.5,7.4,4.1,18.3,0.6,33.4,58.3,41.3,14.4,32.8,69.7,42.1,71.1,27.3,14.2,8.4,9.6,8.6,
3216,80200,MOG0095,GM1659,2016JJ00,59.3,38.2,40.6,22.6,4.3,7.6,13.8,0.1,37.0,52.3,38.7,10.7,35.1,72.6,45.0,74.7,30.7,11.9,,,4.1,
3217,80200,MOG0095,GM1685,2016JJ00,56.7,38.9,44.1,25.4,6.4,5.5,20.4,0.0,28.9,61.7,42.8,15.3,33.4,70.2,41.0,72.2,29.8,14.5,,,9.7,
3218,80200,MOG0095,GM0882,2016JJ00,47.7,53.8,55.4,28.1,7.1,6.8,23.1,0.4,32.5,60.3,39.0,18.7,23.7,59.4,22.1,60.4,27.7,11.3,8.7,9.0,7.7,
3219,80200,MOG0095,GM0415,2016JJ00,56.9,44.3,42.7,21.7,5.7,6.3,16.6,0.3,40.9,49.2,32.5,13.7,38.1,68.4,39.0,70.2,35.8,13.8,,,9.0,
3220,80200,MOG0095,GM0416,2016JJ00,67.7,37.5,36.1,14.8,5.6,3.0,9.7,0.5,38.8,51.0,38.0,10.2,41.3,73.7,51.7,76.6,37.7,12.9,,,4.3,
3221,80200,MOG0095,GM1621,2016JJ00,60.3,44.0,44.4,19.9,6.3,2.4,12.9,0.4,31.6,57.8,42.1,12.4,32.4,68.7,45.1,70.3,34.0,10.4,,,5.7,
3222,80200,MOG0095,GM0417,2016JJ00,67.1,35.8,36.0,15.1,3.6,4.3,9.6,0.9,43.1,45.1,34.8,7.8,40.6,75.2,41.5,76.6,44.4,11.7,,,3.1,
3223,80200,MOG0095,GM0022,2016JJ00,63.5,46.4,44.1,21.7,6.7,6.1,14.9,0.5,30.9,58.2,39.6,14.9,29.3,66.3,41.1,68.0,26.4,7.9,,,7.6,
3224,80200,MOG0095,GM0545,2016JJ00,53.7,40.5,46.2,20.7,3.3,4.6,15.0,0.1,33.7,53.6,31.9,17.2,22.5,57.4,39.7,58.8,23.6,7.9,,,6.0,
3225,80200,MOG0095,GM0080,2016JJ00,61.4,46.5,45.4,21.7,5.0,3.6,15.7,0.3,35.2,53.8,38.6,11.9,35.9,69.7,46.4,71.0,31.0,12.7,,,5.4,
3226,80200,MOG0095,GM0081,2016JJ00,64.9,41.8,39.7,12.1,2.3,1.5,8.5,0.1,33.9,48.6,38.1,6.4,36.3,75.0,51.8,75.0,34.0,10.7,,,5.1,
3227,80200,MOG0095,GM0546,2016JJ00,61.8,50.1,50.8,27.9,8.1,7.7,19.9,0.6,42.7,50.9,35.3,13.8,39.1,73.6,47.6,75.4,35.4,14.8,9.4,9.3,7.8,13.7
3228,80200,MOG0095,GM0547,2016JJ00,58.6,48.7,53.3,23.7,5.0,6.0,17.5,0.2,36.6,52.1,40.1,8.9,30.3,63.1,41.3,64.9,34.3,13.6,,,6.7,
3229,80200,MOG0095,GM1916,2016JJ00,62.7,47.7,43.7,20.4,4.1,5.5,15.0,0.6,40.8,51.7,36.5,13.1,33.0,68.8,38.9,70.0,33.3,13.0,9.1,8.6,6.1,
3230,80200,MOG0095,GM0995,2016JJ00,51.8,52.9,51.9,23.6,4.8,6.2,17.0,0.1,28.7,61.0,36.5,20.1,30.1,66.1,38.5,67.6,29.7,10.7,,,8.7,
3231,80200,MOG0095,GM1640,2016JJ00,58.3,43.0,45.8,20.5,6.9,6.2,14.1,0.5,37.4,53.6,37.6,13.4,38.9,69.6,38.2,70.6,29.5,14.2,4.5,6.7,7.5,
3232,80200,MOG0095,GM0327,2016JJ00,64.7,43.3,41.0,18.5,4.2,5.4,13.3,0.0,42.4,48.5,36.4,9.6,37.0,73.0,50.3,75.2,36.6,10.9,,,6.7,
3233,80200,MOG0095,GM0733,2016JJ00,57.9,41.8,47.1,19.9,5.6,4.8,14.4,0.4,32.4,56.1,36.5,15.7,32.5,68.5,38.6,70.4,20.7,12.1,,,6.5,
3234,80200,MOG0095,GM1705,2016JJ00,59.7,42.1,47.0,21.2,5.5,5.2,14.9,0.4,32.7,57.9,39.2,15.4,38.4,71.0,44.7,72.8,38.0,11.3,,,6.7,
3235,80200,MOG0095,GM0553,2016JJ00,64.1,46.1,45.6,25.5,7.2,3.9,17.5,0.0,36.0,53.3,43.3,7.2,35.4,71.7,44.9,74.4,32.0,13.3,,,5.3,
3236,80200,MOG0095,GM0140,2016JJ00,65.3,33.7,34.5,15.9,5.4,1.7,9.8,0.3,40.2,41.3,31.0,6.5,31.6,65.5,36.9,66.3,20.9,12.3,,,2.9,
3237,80200,MOG0095,GM0262,2016JJ00,67.5,39.2,42.9,15.7,4.1,2.5,11.5,0.5,41.6,48.4,36.9,9.0,38.5,73.5,41.6,74.3,40.2,11.4,,,5.2,
3238,80200,MOG0095,GM0809,2016JJ00,54.9,40.6,45.7,26.4,8.9,4.9,18.0,0.4,28.8,60.9,44.7,12.8,32.6,73.7,41.6,74.8,33.1,12.2,,,5.2,
3239,80200,MOG0095,GM0331,2016JJ00,54.8,43.9,47.1,23.1,7.8,3.9,18.0,0.2,35.3,54.6,39.5,12.1,30.3,66.2,40.4,68.8,24.0,13.4,,,9.6,
3240,80200,MOG0095,GM0024,2016JJ00,55.0,48.0,45.4,22.0,4.5,5.0,15.4,0.9,32.7,52.3,36.2,12.0,28.9,65.6,33.9,68.7,24.3,13.1,,,3.6,
3241,80200,MOG0095,GM0168,2016JJ00,57.1,46.7,49.0,30.4,8.7,9.4,21.7,0.5,29.6,60.3,39.7,16.9,35.1,70.7,46.0,72.1,31.8,15.0,,,10.2,
3242,80200,MOG0095,GM0263,2016JJ00,54.2,42.4,53.3,28.3,10.3,5.8,19.7,0.2,27.2,62.1,38.5,19.3,26.0,60.9,36.3,63.3,25.7,12.3,,,9.1,
3243,80200,MOG0095,GM1641,2016JJ00,53.4,45.2,45.9,23.5,6.6,4.9,15.9,0.0,34.4,55.4,39.4,12.6,34.5,70.9,38.0,71.4,25.7,12.6,,,4.9,
3244,80200,MOG0095,GM0556,2016JJ00,63.2,47.1,42.2,20.2,5.3,4.8,15.2,0.2,35.3,55.1,38.6,13.4,27.9,67.8,37.8,68.9,31.8,8.2,,,7.8,
3245,80200,MOG0095,GM0935,2016JJ00,49.8,52.3,54.6,30.2,7.4,9.5,23.4,1.2,35.2,58.9,39.2,18.0,27.7,61.9,30.0,63.2,29.5,13.6,12.9,14.7,11.9,17.0
3246,80200,MOG0095,GM1663,2016JJ00,58.7,47.4,45.7,26.0,6.4,3.9,21.1,1.0,31.8,54.0,35.7,14.2,23.9,61.0,30.4,62.4,18.6,10.4,,,5.4,
3247,80200,MOG0095,GM0025,2016JJ00,58.3,45.3,42.2,22.4,6.3,3.5,16.1,0.3,29.2,55.6,38.3,12.5,16.1,57.6,30.1,59.4,17.7,8.7,,,7.6,
3248,80200,MOG0095,GM0420,2016JJ00,61.8,42.2,43.3,18.6,4.0,5.7,12.8,0.1,38.2,52.7,36.7,13.2,39.6,72.7,47.2,75.0,33.3,12.9,,,6.0,
3249,80200,MOG0095,GM0938,2016JJ00,54.5,49.4,48.7,23.9,6.2,7.8,18.3,0.3,35.6,56.3,39.1,14.6,30.0,64.9,28.3,65.7,32.3,13.1,3.7,6.6,6.8,
3250,80200,MOG0095,GM1908,2016JJ00,64.6,38.9,33.8,15.2,2.8,0.8,12.7,0.2,30.7,51.3,39.4,7.3,26.9,61.9,37.7,62.8,25.2,8.0,,,4.5,
3251,80200,MOG0095,GM1987,2016JJ00,55.8,49.3,45.6,25.0,6.6,6.9,20.2,0.1,23.3,65.0,40.6,19.2,24.3,59.1,28.4,61.2,21.9,9.2,,,6.7,
3252,80200,MOG0095,GM0119,2016JJ00,58.9,38.6,41.6,25.2,6.9,6.6,17.4,0.3,40.2,48.1,28.8,15.7,33.6,68.4,47.2,70.0,24.1,12.9,,,8.7,
3253,80200,MOG0095,GM0687,2016JJ00,59.9,38.6,43.3,19.8,4.8,4.1,13.7,0.0,41.4,47.1,36.9,7.6,38.6,76.2,48.9,78.0,25.5,15.7,,,5.2,
3254,80200,MOG0095,GM1842,2016JJ00,65.1,42.1,42.0,19.4,5.2,4.0,14.0,0.0,36.6,53.6,39.8,10.8,37.5,73.7,50.3,76.6,36.3,13.1,,,6.0,
3255,80200,MOG0095,GM1731,2016JJ00,58.9,43.7,43.6,25.4,8.0,5.5,18.5,0.6,30.1,58.4,38.5,16.0,34.6,66.9,40.9,68.6,28.9,11.7,,,8.1,
3256,80200,MOG0095,GM0815,2016JJ00,58.5,37.5,41.4,22.7,7.0,6.3,13.5,0.3,34.3,53.8,40.3,10.3,38.6,75.2,39.6,75.9,30.9,14.2,,,7.0,
3257,80200,MOG0095,GM1709,2016JJ00,56.8,38.8,42.3,21.4,5.5,5.2,14.6,0.3,33.0,56.1,41.5,11.5,36.0,71.5,40.6,72.0,33.7,14.3,,,6.5,
3258,80200,MOG0095,GM1927,2016JJ00,64.8,38.7,38.9,19.6,3.0,3.8,14.8,0.2,31.1,56.8,36.6,16.0,24.5,65.5,37.2,68.1,21.7,14.3,,,6.7,
3259,80200,MOG0095,GM1955,2016JJ00,53.3,46.7,52.7,29.8,9.3,7.6,22.1,0.5,34.0,55.5,39.6,12.7,34.5,61.6,41.8,64.5,28.1,9.9,,,12.9,
3260,80200,MOG0095,GM0335,2016JJ00,62.6,39.1,38.0,15.9,4.5,3.4,10.5,0.5,36.3,52.0,38.1,10.7,38.7,72.4,50.2,74.7,32.3,12.3,,,3.6,
3261,80200,MOG0095,GM0944,2016JJ00,61.1,41.8,39.6,16.0,3.4,2.7,10.8,0.2,42.9,44.3,33.2,8.1,38.3,73.6,37.5,74.4,39.6,16.8,,,3.1,
3262,80200,MOG0095,GM1740,2016JJ00,58.5,45.1,49.3,29.1,8.6,5.3,22.7,0.2,23.7,67.5,45.4,18.2,31.4,62.2,38.4,64.2,25.1,11.1,,,9.3,
3263,80200,MOG0095,GM0946,2016JJ00,53.9,37.5,40.4,21.3,7.2,5.3,14.4,0.2,31.4,56.5,43.2,9.9,36.2,66.5,34.8,68.9,26.3,11.3,,,7.2,
3264,80200,MOG0095,GM0304,2016JJ00,61.2,41.3,51.5,23.1,6.0,3.7,17.3,0.3,26.5,63.0,41.1,17.6,30.9,64.2,26.8,64.4,23.9,11.0,,,9.1,
3265,80200,MOG0095,GM0356,2016JJ00,61.9,48.0,45.6,21.0,5.2,5.2,14.6,0.4,36.6,56.7,39.5,15.2,36.6,71.0,42.9,72.8,37.1,13.1,7.9,8.6,4.9,
3266,80200,MOG0095,GM0569,2016JJ00,62.0,43.6,42.4,22.3,7.7,5.2,14.8,1.0,35.7,51.9,38.9,10.0,28.3,69.4,37.4,71.1,30.6,11.8,,,6.0,
3267,80200,MOG0095,GM0267,2016JJ00,61.0,41.5,47.6,21.8,6.4,5.2,15.5,0.2,33.9,56.1,37.0,15.6,37.4,68.2,51.4,72.1,33.7,7.6,,,5.9,
3268,80200,MOG0095,GM0268,2016JJ00,57.2,51.2,55.1,30.0,9.3,9.3,21.7,1.0,38.6,54.7,38.8,14.0,32.4,66.1,36.8,67.3,36.0,13.7,8.0,11.9,9.8,15.1
3269,80200,MOG0095,GM1930,2016JJ00,58.9,48.7,44.0,24.1,5.6,6.1,17.4,0.0,28.1,62.7,40.1,18.9,24.5,64.0,37.0,66.2,26.5,10.7,,,3.7,
3270,80200,MOG0095,GM1695,2016JJ00,56.6,43.8,45.3,18.8,4.3,2.8,12.8,0.1,36.1,52.6,35.1,13.9,35.7,74.0,37.8,75.5,29.9,9.9,,,6.6,
3271,80200,MOG0095,GM1699,2016JJ00,66.9,36.7,41.0,19.5,6.3,3.1,13.5,0.3,37.0,51.5,37.5,10.8,33.0,70.3,41.5,72.2,26.1,10.5,,,4.8,
3272,80200,MOG0095,GM0171,2016JJ00,61.3,44.5,42.8,21.3,6.1,4.8,16.1,0.7,36.2,53.8,38.9,12.1,30.3,66.8,39.1,68.2,27.5,12.9,,,8.4,
3273,80200,MOG0095,GM0575,2016JJ00,63.6,41.7,44.4,24.8,7.0,6.0,17.6,0.3,39.2,49.0,34.5,11.2,36.3,71.9,45.7,72.7,36.9,12.3,,,6.6,
3274,80200,MOG0095,GM0576,2016JJ00,68.5,41.8,43.7,22.0,4.3,5.3,13.8,0.0,33.1,56.2,38.7,13.9,39.6,77.8,52.0,78.7,34.9,15.6,,,3.5,
3275,80200,MOG0095,GM0820,2016JJ00,63.8,35.1,39.1,16.7,4.7,4.1,10.3,0.3,44.1,44.1,32.8,8.5,44.0,75.5,50.8,77.3,42.8,19.0,,,4.2,
3276,80200,MOG0095,GM0302,2016JJ00,63.5,40.9,43.7,20.6,7.7,3.6,13.9,0.0,35.9,54.1,39.0,12.0,32.6,71.1,44.8,72.4,28.6,15.4,,,8.6,
3277,80200,MOG0095,GM0951,2016JJ00,52.1,44.8,49.4,21.2,5.0,6.5,14.5,0.3,32.1,57.4,36.2,17.5,28.0,67.3,22.5,67.7,33.5,15.0,,,5.6,
3278,80200,MOG0095,GM0579,2016JJ00,61.3,50.7,46.4,20.6,4.1,4.4,15.2,1.8,44.8,41.4,35.3,4.2,39.8,74.9,44.6,77.0,41.2,13.0,,,5.4,
3279,80200,MOG0095,GM0823,2016JJ00,57.1,33.8,41.4,22.7,6.8,5.4,14.1,0.5,36.4,52.9,37.7,12.1,34.7,70.0,39.0,72.8,33.9,16.3,,,8.5,
3280,80200,MOG0095,GM0824,2016JJ00,57.7,38.8,41.8,20.4,4.8,6.6,13.8,0.3,36.1,54.5,40.6,11.3,33.5,72.0,43.7,73.5,31.9,14.6,,,6.1,
3281,80200,MOG0095,GM1895,2016JJ00,52.1,52.3,47.6,28.1,7.9,7.4,21.3,0.4,25.3,64.4,41.0,19.1,26.2,63.4,38.9,65.8,20.6,8.8,,,6.1,
3282,80200,MOG0095,GM0269,2016JJ00,63.7,40.7,46.9,22.8,8.5,4.6,14.2,0.2,27.0,62.7,42.0,16.6,32.9,64.0,36.0,65.3,23.3,13.6,,,7.9,
3283,80200,MOG0095,GM0173,2016JJ00,61.9,41.0,46.2,24.8,8.0,7.0,16.7,0.4,34.8,55.0,35.5,16.3,38.2,71.6,49.2,73.7,36.0,11.7,,,7.9,
3284,80200,MOG0095,GM1773,2016JJ00,61.7,45.9,50.8,23.3,7.1,6.0,15.5,0.2,34.3,56.5,37.1,16.2,38.0,71.5,43.3,73.6,33.8,10.3,,,8.1,
3285,80200,MOG0095,GM0175,2016JJ00,67.7,42.8,46.4,19.0,6.6,4.1,12.9,0.4,34.8,55.4,42.1,10.5,39.3,70.4,45.3,72.5,35.0,11.1,,,5.8,
3286,80200,MOG0095,GM0881,2016JJ00,43.4,49.1,48.0,27.8,12.1,5.8,19.7,0.4,22.5,64.5,40.7,18.5,28.5,65.2,29.4,65.7,23.3,17.2,,,10.1,
3287,80200,MOG0095,GM1586,2016JJ00,62.1,40.3,46.5,21.2,6.2,4.2,15.4,0.2,32.7,57.6,39.6,14.7,39.2,71.3,50.5,73.1,36.7,12.0,,,8.5,
3288,80200,MOG0095,GM0826,2016JJ00,60.1,40.5,43.6,27.7,8.6,6.6,19.6,0.2,39.9,52.3,36.4,13.4,33.8,70.7,39.9,72.0,36.1,14.8,9.4,11.7,8.2,
3289,80200,MOG0095,GM0085,2016JJ00,64.1,38.3,41.0,20.6,5.1,4.6,14.8,0.8,37.0,51.3,35.8,12.3,30.1,68.3,39.6,69.9,24.3,11.1,,,6.5,
3290,80200,MOG0095,GM0431,2016JJ00,62.9,40.1,42.4,17.2,5.5,3.8,11.5,0.1,30.1,60.7,42.7,14.6,36.2,71.4,42.9,72.3,31.8,12.7,,,5.4,
3291,80200,MOG0095,GM0432,2016JJ00,60.2,39.6,44.1,17.1,4.9,5.4,9.8,0.2,38.9,50.5,35.8,11.6,34.8,74.4,45.6,76.8,33.7,12.9,,,5.2,
