ID,Persoonskenmerken,Perioden,k_20UurOfMeerPerWeek_1,k_10Tot20UurPerWeek_2,k_5Tot10UurPerWeek_3,k_1Tot5UurPerWeek_4,MinderDan1UurPerWeek_5,KijktDagelijksTelevisiejournaal_6,AbonnementDagblad_7,LeestDagelijksDeKrant_8,LeestWelEensEenBoek_9,JaEnGeleendAfgelopen2Maanden_10,JaEnNietGeleendAfgelopen2Maanden_11,HuishoudensMetPcMetInternet_12,HuishoudensMetPcZonderInternet_13,HuishoudensZonderPc_14,PersonenMetThuisPcMetInternet_15,PersonenMetThuisPcZonderInternet_16,PersonenZonderPc_17,HuishoudensMetToegangTotInternet_18,PCEnOpAndereWijze_19,AlleenViaPc_20,AlleenOpAndereWijze_21,ViaDesktopMinitower_22,ViaLaptop_23,OpAndereWijze_24,AnaloogModem_25,ISDN_26,BreedbandKabel_27,AndereBreedband_28,OpAndereWijze_29,PersonenMetThuisToegangTotInternet_30,ViaPcEnOpAnderWijze_31,AlleenViaPc_32,AlleenOpAndereWijze_33,ViaDesktopMinitower_34,ViaLaptop_35,ViaMobieleTelefoon_36,OpAndereWijze_37,AnaloogModem_38,ISDN_39,Kabel_40,AndereBreedband_41,OpAndereWijze_42,GeenInteresseNietZinvol_43,GeenPcGeenGeschiktePcVoorInternet_44,InternetgebruikTeDuur_45,BenodigdeApparatuurTeDuur_46,GeenKennisVaardigheden_47,VoeltZichTeOud_48,GeenTijdOmDezeTeGebruiken_49,HeeftMogelijkheidEldersTeInternetten_50,BezorgdOmPrivacyEnOfVeiligheid_51,GeenSpecialeReden_52,AndereReden_53,HeeftEenPersonalComputerGebruikt_54,VanAlleInwonersNederlandVanaf12Jr_55,VanDePersonalComputerGebruikers_56,VanAlleInwonersNederlandVanaf12Jr_57,VanDegenenDieThuisEenPcBezitten_58,VoorPriveDoeleinden_59,VoorHetWerk_60,ZowelVoorPriveEnWerkDoeleinden_61,Dagelijks_62,EenKeerPerWeek_63,EenKeerPerMaand_64,HelemaalNiet_65,HeeftEldersPcGebruikt_66,HeeftPcBijOpleidingsinstGebruikt_67,Dagelijks_68,EenKeerPerWeek_69,EenKeerPerMaand_70,HelemaalNiet_71,HeeftPcErgensAndersGebruikt_72,HeeftOoitGeinternetEnOfGeeMaild_73,HeeftInternetInDeAfg4WknGebruikt_74,VanAlleInwonersNederlandVanaf12Jr_75,VanDeInternetgebruikers_76,VanAlleInwonersNederlandVanaf12Jr_77,VanDegeneDieThuisInternetBezitten_78,VoorPriveDoeleinden_79,VoorHetWerk_80,ZowelVoorPriveAlsWerkDoeleinden_81,Dagelijks_82,EenKeerPerWeek_83,EenKeerPerMaand_84,HelemaalNiet_85,SurfenHalenVanGratisInformatie_86,EMailen_87,DownloadenSoftware_88,ElektronischWinkelen_89,AndereActiviteiten_90,HeeftEldersInternetGebruikt_91,HeeftInternetBijOplInstGebruikt_92,Dagelijks_93,EenKeerPerWeek_94,EenKeerPerMaand_95,HelemaalNiet_96,HeeftInternetErgensAndersGebruikt_97,BijEenCommercieleInstelling_98,BijEenOpenbaarGebouw_99,BijBurenVriendenOfFamilie_100,AnderePlaats_101,Dagelijks_102,EenKeerPerWeek_103,EenKeerPerMaand_104,EMailen_105,ChattenTelefoneren_106,ZomaarWatSurfen_107,HeeftSpecifiekeInformatieGezocht_108,OnderwijsOpleiding_109,ActualiteitNieuws_110,Gezondheid_111,CommercieleProductenDiensten_112,WerkVacatures_113,IetsAnders_114,HeeftGratisSoftwareGedownload_115,Spelletjes_116,Muziek_117,AndereSoftware_118,HeeftSiteSVanDeOverheidBezocht_119,VanAlleInwonersNederlandVanaf12Jr_120,VanDegenenDieThuisInternetHebben_121,VanDeInternetgebruikers_122,VanAlleInwonersNederlandVanaf12Jr_123,VanDegenenDieThuisInternetHebben_124,VanDeInternetgebruikers_125,ReizenVakantiesAccommodaties_126,VideoSDvdSMuziek_127,LiteratuurBoekenTijdschriften_128,Levensmiddelen_129,AandFinanDienstverlVerzekering_130,Software_131,HardwareElektronischeApparaten_132,KledingSportartikelen_133,KaartjesVoorEvenemConcVoorstel_134,AndereGoederen_135,AfgelopenVierWeken_136,LangerDan4WknKorterDan2MndGel_137,TweeADrieMaandenGeleden_138,GemiddeldBedragLaatsteAankoop_139,HeeftCreditcardGegevensDoorgegeven_140,GeenBehoefte_141,WilHetProductZelfZien_142,UitGewoonte_143,VanwegeVeiligheidPrivacy_144,NietVerkrijgbaarGeenVertrOngerust_145,HeeftErGeenErvaringMee_146,GeenComputerInternetverbinding_147,AndereRedenen_148
31, 12,2004JJ00,35.0,37.0,17.0,8.0,2.0,76.0,55.0,58.0,,27.0,11.0,,,,70.0,9.0,21.0,,,,,,,,,,,,,69.0,18.0,81.0,1.0,94.0,19.0,14.0,1.0,36.0,15.0,31.0,16.0,3.0,35.0,26.0,12.0,5.0,9.0,12.0,2.0,8.0,1.0,5.0,12.0,68.0,8.0,12.0,62.0,80.0,59.0,5.0,36.0,37.0,34.0,9.0,20.0,47.0,54.0,13.0,30.0,10.0,46.0,16.0,66.0,59.0,3.0,6.0,52.0,75.0,72.0,3.0,25.0,30.0,38.0,8.0,25.0,,,,,,36.0,40.0,8.0,24.0,8.0,60.0,12.0,11.0,9.0,85.0,9.0,8.0,49.0,43.0,82.0,27.0,35.0,84.0,28.0,40.0,33.0,42.0,21.0,50.0,19.0,6.0,14.0,5.0,17.0,32.0,43.0,51.0,17.0,24.0,28.0,36.0,19.0,29.0,3.0,3.0,5.0,6.0,34.0,19.0,26.0,57.0,26.0,17.0,198.0,22.0,52.0,37.0,9.0,30.0,13.0,11.0,3.0,6.0
32, 12,2005JJ00,32.0,38.0,17.0,10.0,3.0,74.0,52.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33, 12,2006JJ00,32.0,36.0,20.0,9.0,2.0,68.0,51.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34, 12,2007JJ00,30.0,37.0,19.0,11.0,3.0,69.0,50.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35, 12,2008JJ00,31.0,37.0,19.0,10.0,3.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36, 13,1997JJ00,12.0,31.0,24.0,22.0,11.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37, 13,1998JJ00,12.0,34.0,25.0,18.0,11.0,,55.0,,,,,,,,17.0,52.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38, 13,1999JJ00,12.0,33.0,26.0,20.0,9.0,,54.0,,,,,,,,27.0,50.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39, 13,2000JJ00,15.0,32.0,26.0,18.0,10.0,,56.0,,,,,,,,51.0,31.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40, 13,2001JJ00,14.0,33.0,25.0,18.0,10.0,,52.0,,,,,,,,63.0,21.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41, 13,2002JJ00,13.0,34.0,28.0,16.0,9.0,,51.0,,,,,,,,72.0,16.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42, 13,2003JJ00,12.0,34.0,26.0,17.0,11.0,,50.0,,,,,,,,76.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43, 13,2004JJ00,13.0,37.0,24.0,15.0,11.0,,49.0,,,,,,,,81.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44, 13,2005JJ00,13.0,35.0,25.0,18.0,10.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45, 13,2006JJ00,11.0,36.0,30.0,18.0,5.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46, 13,2007JJ00,10.0,34.0,28.0,18.0,9.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47, 13,2008JJ00,10.0,35.0,29.0,17.0,9.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48, 14,1997JJ00,34.0,41.0,17.0,6.0,1.0,48.0,69.0,33.0,81.0,58.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49, 14,1998JJ00,35.0,40.0,18.0,5.0,2.0,36.0,68.0,31.0,,60.0,26.0,,,,19.0,64.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50, 14,1999JJ00,34.0,42.0,16.0,7.0,1.0,39.0,67.0,28.0,,58.0,25.0,,,,33.0,54.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51, 14,2000JJ00,37.0,39.0,15.0,7.0,2.0,30.0,65.0,33.0,,58.0,30.0,,,,59.0,32.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52, 14,2001JJ00,36.0,40.0,17.0,6.0,1.0,37.0,63.0,33.0,74.0,45.0,33.0,,,,74.0,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53, 14,2002JJ00,30.0,43.0,19.0,6.0,2.0,37.0,61.0,30.0,,44.0,33.0,,,,79.0,16.0,5.0,,,,,,,,,,,,,81.0,22.0,77.0,1.0,97.0,14.0,17.0,1.0,47.0,18.0,31.0,3.0,2.0,17.0,12.0,30.0,8.0,3.0,0.0,1.0,12.0,6.0,13.0,17.0,95.0,7.0,8.0,90.0,93.0,67.0,0.0,33.0,50.0,37.0,6.0,7.0,77.0,60.0,8.0,39.0,13.0,40.0,45.0,94.0,83.0,4.0,5.0,69.0,85.0,,,,35.0,40.0,10.0,15.0,,,,,,57.0,43.0,4.0,25.0,14.0,57.0,28.0,8.0,12.0,87.0,9.0,3.0,52.0,44.0,67.0,59.0,55.0,69.0,36.0,28.0,9.0,24.0,8.0,54.0,44.0,18.0,37.0,10.0,8.0,16.0,18.0,18.0,7.0,9.0,8.0,11.0,21.0,14.0,5.0,2.0,11.0,14.0,34.0,13.0,26.0,53.0,29.0,18.0,123.0,,53.0,21.0,3.0,17.0,8.0,8.0,4.0,13.0
54, 14,2003JJ00,31.0,42.0,17.0,8.0,2.0,38.0,61.0,27.0,68.0,42.0,33.0,,,,86.0,10.0,4.0,,,,,,,,,,,,,87.0,27.0,72.0,1.0,98.0,13.0,22.0,2.0,36.0,16.0,38.0,11.0,2.0,12.0,24.0,27.0,7.0,3.0,0.0,2.0,12.0,4.0,11.0,23.0,98.0,9.0,9.0,92.0,95.0,79.0,2.0,19.0,57.0,33.0,5.0,5.0,85.0,73.0,10.0,47.0,16.0,27.0,46.0,95.0,88.0,6.0,6.0,77.0,88.0,88.0,1.0,12.0,42.0,37.0,8.0,12.0,,,,,,66.0,54.0,6.0,32.0,15.0,46.0,32.0,5.0,10.0,91.0,5.0,6.0,50.0,44.0,72.0,65.0,58.0,73.0,38.0,31.0,12.0,24.0,7.0,53.0,50.0,18.0,42.0,12.0,9.0,22.0,24.0,24.0,9.0,10.0,11.0,7.0,19.0,22.0,1.0,1.0,11.0,18.0,37.0,10.0,20.0,48.0,27.0,24.0,89.0,,59.0,23.0,6.0,17.0,12.0,9.0,3.0,14.0
55, 14,2004JJ00,31.0,40.0,17.0,9.0,2.0,35.0,57.0,28.0,,42.0,31.0,,,,89.0,8.0,3.0,,,,,,,,,,,,,90.0,32.0,66.0,2.0,96.0,18.0,26.0,2.0,20.0,11.0,42.0,25.0,3.0,18.0,24.0,17.0,5.0,1.0,0.0,1.0,14.0,6.0,5.0,32.0,98.0,10.0,10.0,93.0,96.0,75.0,2.0,23.0,63.0,30.0,3.0,4.0,87.0,74.0,9.0,52.0,13.0,26.0,48.0,97.0,92.0,7.0,8.0,84.0,92.0,88.0,0.0,12.0,52.0,34.0,6.0,8.0,,,,,,69.0,52.0,6.0,35.0,11.0,48.0,38.0,6.0,8.0,93.0,6.0,7.0,54.0,40.0,73.0,73.0,56.0,74.0,38.0,30.0,11.0,25.0,10.0,53.0,52.0,19.0,46.0,15.0,7.0,24.0,26.0,25.0,11.0,12.0,12.0,10.0,18.0,15.0,3.0,1.0,10.0,23.0,26.0,6.0,34.0,59.0,20.0,22.0,79.0,,57.0,23.0,9.0,20.0,14.0,10.0,1.0,19.0
56, 14,2005JJ00,26.0,44.0,20.0,8.0,2.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57, 14,2006JJ00,23.0,39.0,22.0,13.0,3.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58, 14,2007JJ00,22.0,41.0,21.0,13.0,2.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59, 14,2008JJ00,21.0,41.0,24.0,13.0,2.0,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60, 15,1997JJ00,28.0,38.0,21.0,11.0,2.0,57.0,55.0,44.0,48.0,26.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61, 15,1998JJ00,30.0,40.0,18.0,10.0,2.0,58.0,55.0,44.0,,25.0,18.0,,,,18.0,53.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62, 15,1999JJ00,30.0,36.0,21.0,11.0,1.0,54.0,54.0,44.0,,23.0,15.0,,,,31.0,47.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63, 15,2000JJ00,27.0,39.0,22.0,11.0,2.0,56.0,53.0,48.0,,21.0,17.0,,,,49.0,31.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64, 15,2001JJ00,25.0,36.0,23.0,13.0,2.0,56.0,52.0,45.0,47.0,19.0,14.0,,,,62.0,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65, 15,2002JJ00,24.0,37.0,23.0,14.0,2.0,58.0,51.0,45.0,,18.0,16.0,,,,69.0,18.0,13.0,,,,,,,,,,,,,71.0,23.0,75.0,3.0,94.0,17.0,19.0,1.0,47.0,16.0,31.0,7.0,3.0,15.0,30.0,23.0,10.0,3.0,0.0,2.0,22.0,1.0,5.0,17.0,91.0,12.0,14.0,77.0,90.0,65.0,4.0,31.0,45.0,38.0,7.0,10.0,79.0,59.0,20.0,32.0,7.0,41.0,42.0,93.0,82.0,5.0,7.0,63.0,89.0,76.0,2.0,22.0,37.0,41.0,11.0,11.0,,,,,,64.0,51.0,15.0,28.0,8.0,49.0,35.0,12.0,12.0,88.0,8.0,6.0,50.0,44.0,83.0,34.0,46.0,85.0,45.0,39.0,17.0,46.0,24.0,53.0,36.0,12.0,30.0,15.0,17.0,37.0,43.0,43.0,18.0,22.0,21.0,18.0,24.0,29.0,2.0,4.0,6.0,27.0,26.0,10.0,21.0,56.0,19.0,25.0,154.0,14.0,46.0,32.0,5.0,28.0,14.0,7.0,4.0,4.0
66, 15,2003JJ00,25.0,37.0,22.0,14.0,2.0,55.0,48.0,42.0,40.0,16.0,15.0,,,,75.0,14.0,11.0,,,,,,,,,,,,,77.0,27.0,70.0,3.0,93.0,18.0,25.0,3.0,34.0,13.0,39.0,14.0,3.0,16.0,29.0,27.0,12.0,3.0,0.0,3.0,23.0,1.0,5.0,17.0,93.0,14.0,15.0,82.0,92.0,65.0,3.0,32.0,52.0,32.0,8.0,8.0,78.0,66.0,27.0,31.0,8.0,34.0,42.0,93.0,86.0,7.0,8.0,69.0,90.0,76.0,2.0,23.0,46.0,37.0,7.0,10.0,,,,,,66.0,57.0,20.0,28.0,8.0,43.0,35.0,8.0,7.0,88.0,11.0,9.0,49.0,42.0,85.0,45.0,47.0,85.0,46.0,49.0,20.0,48.0,30.0,52.0,42.0,12.0,36.0,17.0,24.0,44.0,51.0,50.0,23.0,27.0,26.0,23.0,27.0,30.0,2.0,4.0,7.0,18.0,27.0,18.0,22.0,55.0,26.0,18.0,198.0,18.0,50.0,37.0,9.0,32.0,18.0,8.0,6.0,5.0
67, 15,2004JJ00,26.0,36.0,23.0,13.0,2.0,51.0,48.0,43.0,,17.0,20.0,,,,79.0,12.0,10.0,,,,,,,,,,,,,80.0,33.0,64.0,3.0,91.0,22.0,31.0,3.0,20.0,11.0,44.0,23.0,5.0,23.0,20.0,21.0,12.0,1.0,0.0,3.0,35.0,0.0,5.0,17.0,94.0,15.0,16.0,83.0,93.0,62.0,3.0,35.0,55.0,32.0,6.0,7.0,79.0,71.0,32.0,28.0,11.0,29.0,44.0,95.0,90.0,8.0,9.0,74.0,92.0,70.0,2.0,28.0,50.0,38.0,4.0,8.0,,,,,,70.0,63.0,25.0,30.0,9.0,37.0,39.0,6.0,8.0,90.0,8.0,9.0,57.0,34.0,86.0,52.0,57.0,86.0,44.0,58.0,23.0,50.0,32.0,56.0,46.0,13.0,35.0,19.0,26.0,56.0,62.0,61.0,28.0,31.0,31.0,18.0,33.0,28.0,3.0,4.0,7.0,17.0,31.0,13.0,21.0,56.0,28.0,17.0,118.0,14.0,54.0,34.0,9.0,35.0,16.0,9.0,1.0,4.0
68, 15,2005JJ00,25.0,36.0,22.0,15.0,2.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69, 15,2006JJ00,25.0,36.0,22.0,14.0,3.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70, 15,2007JJ00,22.0,35.0,26.0,14.0,3.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71, 15,2008JJ00,23.0,38.0,23.0,13.0,2.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72, 16,1997JJ00,30.0,39.0,19.0,10.0,2.0,72.0,47.0,52.0,35.0,24.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73, 16,1998JJ00,30.0,40.0,19.0,9.0,2.0,70.0,47.0,51.0,,26.0,8.0,,,,21.0,42.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74, 16,1999JJ00,29.0,41.0,19.0,10.0,2.0,66.0,43.0,46.0,,22.0,10.0,,,,33.0,37.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75, 16,2000JJ00,29.0,40.0,21.0,9.0,2.0,67.0,43.0,50.0,,21.0,10.0,,,,53.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76, 16,2001JJ00,29.0,40.0,20.0,9.0,1.0,71.0,40.0,48.0,33.0,22.0,7.0,,,,63.0,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77, 16,2002JJ00,29.0,42.0,19.0,8.0,2.0,73.0,39.0,45.0,,18.0,9.0,,,,71.0,12.0,17.0,,,,,,,,,,,,,75.0,17.0,81.0,2.0,92.0,20.0,15.0,3.0,60.0,17.0,19.0,4.0,2.0,20.0,30.0,14.0,9.0,4.0,0.0,3.0,14.0,1.0,6.0,19.0,87.0,15.0,17.0,73.0,87.0,57.0,3.0,40.0,31.0,44.0,12.0,13.0,69.0,24.0,7.0,12.0,5.0,76.0,23.0,86.0,77.0,5.0,6.0,64.0,85.0,68.0,2.0,30.0,26.0,46.0,13.0,15.0,,,,,,54.0,16.0,5.0,8.0,3.0,84.0,17.0,13.0,9.0,78.0,14.0,11.0,35.0,54.0,81.0,15.0,37.0,87.0,18.0,45.0,23.0,58.0,29.0,58.0,22.0,6.0,14.0,14.0,19.0,44.0,54.0,55.0,23.0,29.0,30.0,31.0,28.0,35.0,9.0,8.0,5.0,15.0,25.0,18.0,19.0,56.0,24.0,20.0,183.0,20.0,41.0,33.0,7.0,27.0,10.0,8.0,7.0,7.0
