ID,Persoonskenmerken,Perioden,k_20UurOfMeerPerWeek_1,k_10Tot20UurPerWeek_2,k_5Tot10UurPerWeek_3,k_1Tot5UurPerWeek_4,MinderDan1UurPerWeek_5,KijktDagelijksTelevisiejournaal_6,AbonnementDagblad_7,LeestDagelijksDeKrant_8,LeestWelEensEenBoek_9,JaEnGeleendAfgelopen2Maanden_10,JaEnNietGeleendAfgelopen2Maanden_11,HuishoudensMetPcMetInternet_12,HuishoudensMetPcZonderInternet_13,HuishoudensZonderPc_14,PersonenMetThuisPcMetInternet_15,PersonenMetThuisPcZonderInternet_16,PersonenZonderPc_17,HuishoudensMetToegangTotInternet_18,PCEnOpAndereWijze_19,AlleenViaPc_20,AlleenOpAndereWijze_21,ViaDesktopMinitower_22,ViaLaptop_23,OpAndereWijze_24,AnaloogModem_25,ISDN_26,BreedbandKabel_27,AndereBreedband_28,OpAndereWijze_29,PersonenMetThuisToegangTotInternet_30,ViaPcEnOpAnderWijze_31,AlleenViaPc_32,AlleenOpAndereWijze_33,ViaDesktopMinitower_34,ViaLaptop_35,ViaMobieleTelefoon_36,OpAndereWijze_37,AnaloogModem_38,ISDN_39,Kabel_40,AndereBreedband_41,OpAndereWijze_42,GeenInteresseNietZinvol_43,GeenPcGeenGeschiktePcVoorInternet_44,InternetgebruikTeDuur_45,BenodigdeApparatuurTeDuur_46,GeenKennisVaardigheden_47,VoeltZichTeOud_48,GeenTijdOmDezeTeGebruiken_49,HeeftMogelijkheidEldersTeInternetten_50,BezorgdOmPrivacyEnOfVeiligheid_51,GeenSpecialeReden_52,AndereReden_53,HeeftEenPersonalComputerGebruikt_54,VanAlleInwonersNederlandVanaf12Jr_55,VanDePersonalComputerGebruikers_56,VanAlleInwonersNederlandVanaf12Jr_57,VanDegenenDieThuisEenPcBezitten_58,VoorPriveDoeleinden_59,VoorHetWerk_60,ZowelVoorPriveEnWerkDoeleinden_61,Dagelijks_62,EenKeerPerWeek_63,EenKeerPerMaand_64,HelemaalNiet_65,HeeftEldersPcGebruikt_66,HeeftPcBijOpleidingsinstGebruikt_67,Dagelijks_68,EenKeerPerWeek_69,EenKeerPerMaand_70,HelemaalNiet_71,HeeftPcErgensAndersGebruikt_72,HeeftOoitGeinternetEnOfGeeMaild_73,HeeftInternetInDeAfg4WknGebruikt_74,VanAlleInwonersNederlandVanaf12Jr_75,VanDeInternetgebruikers_76,VanAlleInwonersNederlandVanaf12Jr_77,VanDegeneDieThuisInternetBezitten_78,VoorPriveDoeleinden_79,VoorHetWerk_80,ZowelVoorPriveAlsWerkDoeleinden_81,Dagelijks_82,EenKeerPerWeek_83,EenKeerPerMaand_84,HelemaalNiet_85,SurfenHalenVanGratisInformatie_86,EMailen_87,DownloadenSoftware_88,ElektronischWinkelen_89,AndereActiviteiten_90,HeeftEldersInternetGebruikt_91,HeeftInternetBijOplInstGebruikt_92,Dagelijks_93,EenKeerPerWeek_94,EenKeerPerMaand_95,HelemaalNiet_96,HeeftInternetErgensAndersGebruikt_97,BijEenCommercieleInstelling_98,BijEenOpenbaarGebouw_99,BijBurenVriendenOfFamilie_100,AnderePlaats_101,Dagelijks_102,EenKeerPerWeek_103,EenKeerPerMaand_104,EMailen_105,ChattenTelefoneren_106,ZomaarWatSurfen_107,HeeftSpecifiekeInformatieGezocht_108,OnderwijsOpleiding_109,ActualiteitNieuws_110,Gezondheid_111,CommercieleProductenDiensten_112,WerkVacatures_113,IetsAnders_114,HeeftGratisSoftwareGedownload_115,Spelletjes_116,Muziek_117,AndereSoftware_118,HeeftSiteSVanDeOverheidBezocht_119,VanAlleInwonersNederlandVanaf12Jr_120,VanDegenenDieThuisInternetHebben_121,VanDeInternetgebruikers_122,VanAlleInwonersNederlandVanaf12Jr_123,VanDegenenDieThuisInternetHebben_124,VanDeInternetgebruikers_125,ReizenVakantiesAccommodaties_126,VideoSDvdSMuziek_127,LiteratuurBoekenTijdschriften_128,Levensmiddelen_129,AandFinanDienstverlVerzekering_130,Software_131,HardwareElektronischeApparaten_132,KledingSportartikelen_133,KaartjesVoorEvenemConcVoorstel_134,AndereGoederen_135,AfgelopenVierWeken_136,LangerDan4WknKorterDan2MndGel_137,TweeADrieMaandenGeleden_138,GemiddeldBedragLaatsteAankoop_139,HeeftCreditcardGegevensDoorgegeven_140,GeenBehoefte_141,WilHetProductZelfZien_142,UitGewoonte_143,VanwegeVeiligheidPrivacy_144,NietVerkrijgbaarGeenVertrOngerust_145,HeeftErGeenErvaringMee_146,GeenComputerInternetverbinding_147,AndereRedenen_148
400, 45,2001JJ00,33.0,37.0,18.0,10.0,3.0,79.0,57.0,63.0,53.0,27.0,12.0,48.0,16.0,35.0,57.0,18.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,91.0,51.0,21.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401, 45,2002JJ00,32.0,37.0,19.0,9.0,2.0,77.0,56.0,62.0,,25.0,11.0,56.0,14.0,30.0,65.0,13.0,22.0,57.0,14.0,84.0,2.0,93.0,18.0,12.0,55.0,16.0,24.0,6.0,2.0,65.0,15.0,83.0,2.0,94.0,18.0,12.0,2.0,51.0,18.0,27.0,5.0,2.0,33.0,26.0,12.0,6.0,6.0,7.0,2.0,8.0,2.0,4.0,14.0,72.0,11.0,16.0,62.0,81.0,54.0,5.0,41.0,38.0,33.0,10.0,19.0,56.0,45.0,11.0,24.0,10.0,55.0,19.0,69.0,60.0,4.0,6.0,51.0,78.0,66.0,3.0,31.0,31.0,37.0,11.0,22.0,88.0,91.0,53.0,27.0,40.0,40.0,32.0,7.0,15.0,10.0,68.0,13.0,9.0,13.0,76.0,16.0,9.0,40.0,51.0,80.0,20.0,35.0,83.0,24.0,42.0,21.0,50.0,21.0,56.0,27.0,8.0,18.0,14.0,18.0,29.0,41.0,46.0,15.0,21.0,24.0,30.0,21.0,35.0,6.0,9.0,10.0,17.0,24.0,15.0,18.0,57.0,24.0,19.0,250.0,26.0,45.0,32.0,6.0,29.0,10.0,9.0,6.0,7.0
402, 45,2003JJ00,32.0,37.0,18.0,9.0,3.0,78.0,54.0,60.0,46.0,23.0,11.0,61.0,11.0,28.0,69.0,11.0,20.0,62.0,16.0,82.0,2.0,93.0,18.0,14.0,46.0,14.0,31.0,9.0,3.0,69.0,17.0,81.0,2.0,95.0,18.0,14.0,2.0,42.0,15.0,34.0,10.0,3.0,32.0,29.0,14.0,7.0,9.0,11.0,3.0,7.0,2.0,5.0,12.0,73.0,12.0,16.0,66.0,84.0,54.0,5.0,41.0,42.0,34.0,8.0,16.0,55.0,53.0,13.0,31.0,10.0,47.0,18.0,71.0,64.0,5.0,7.0,56.0,81.0,66.0,4.0,29.0,36.0,37.0,8.0,19.0,89.0,91.0,52.0,33.0,40.0,42.0,40.0,9.0,22.0,9.0,60.0,13.0,10.0,8.0,77.0,16.0,11.0,46.0,43.0,82.0,24.0,36.0,82.0,26.0,47.0,23.0,52.0,21.0,51.0,31.0,9.0,21.0,15.0,22.0,33.0,44.0,49.0,17.0,24.0,27.0,32.0,23.0,32.0,3.0,8.0,12.0,20.0,23.0,20.0,26.0,56.0,26.0,18.0,265.0,27.0,49.0,36.0,7.0,30.0,12.0,9.0,4.0,7.0
403, 45,2004JJ00,33.0,39.0,17.0,9.0,2.0,78.0,51.0,60.0,,22.0,12.0,65.0,10.0,25.0,73.0,9.0,18.0,66.0,19.0,80.0,1.0,92.0,23.0,15.0,32.0,13.0,37.0,18.0,4.0,74.0,20.0,79.0,1.0,94.0,24.0,15.0,2.0,28.0,13.0,38.0,19.0,3.0,35.0,26.0,11.0,5.0,8.0,10.0,2.0,8.0,1.0,7.0,14.0,75.0,13.0,17.0,70.0,86.0,53.0,3.0,44.0,49.0,30.0,7.0,14.0,56.0,57.0,15.0,33.0,9.0,43.0,20.0,74.0,68.0,5.0,8.0,61.0,83.0,62.0,4.0,33.0,41.0,36.0,6.0,17.0,91.0,93.0,57.0,41.0,49.0,45.0,43.0,11.0,27.0,6.0,57.0,14.0,6.0,8.0,86.0,12.0,9.0,45.0,46.0,82.0,27.0,39.0,86.0,25.0,49.0,28.0,53.0,22.0,51.0,33.0,8.0,22.0,17.0,24.0,40.0,52.0,57.0,22.0,29.0,32.0,33.0,28.0,24.0,4.0,7.0,16.0,17.0,21.0,19.0,30.0,58.0,25.0,17.0,361.0,30.0,48.0,33.0,8.0,31.0,13.0,8.0,4.0,8.0
404, 45,2005JJ00,32.0,38.0,18.0,9.0,3.0,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405, 45,2006JJ00,32.0,36.0,19.0,11.0,2.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406, 45,2007JJ00,30.0,38.0,19.0,11.0,2.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407, 45,2008JJ00,31.0,38.0,19.0,10.0,3.0,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408, 44,1997JJ00,31.0,37.0,19.0,11.0,3.0,76.0,64.0,62.0,57.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409, 44,1998JJ00,31.0,37.0,19.0,10.0,3.0,78.0,64.0,64.0,,30.0,10.0,15.0,39.0,46.0,18.0,46.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,73.0,44.0,10.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410, 44,1999JJ00,31.0,37.0,19.0,11.0,3.0,77.0,62.0,64.0,,31.0,11.0,24.0,33.0,43.0,28.0,40.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,82.0,48.0,14.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411, 44,2000JJ00,31.0,38.0,18.0,10.0,3.0,76.0,61.0,66.0,,29.0,11.0,39.0,24.0,37.0,47.0,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,87.0,50.0,16.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412, 44,2001JJ00,32.0,37.0,18.0,10.0,3.0,77.0,61.0,65.0,55.0,26.0,10.0,50.0,18.0,33.0,59.0,18.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,90.0,49.0,19.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413, 44,2002JJ00,29.0,38.0,20.0,10.0,3.0,80.0,61.0,66.0,,28.0,12.0,58.0,13.0,29.0,68.0,13.0,20.0,61.0,15.0,83.0,2.0,92.0,18.0,13.0,58.0,19.0,20.0,4.0,2.0,68.0,15.0,83.0,2.0,93.0,18.0,12.0,2.0,56.0,19.0,22.0,4.0,2.0,35.0,22.0,11.0,6.0,8.0,11.0,3.0,8.0,3.0,5.0,10.0,71.0,10.0,14.0,63.0,80.0,54.0,6.0,40.0,33.0,39.0,9.0,20.0,54.0,46.0,8.0,31.0,8.0,54.0,18.0,67.0,60.0,3.0,6.0,52.0,76.0,69.0,3.0,28.0,25.0,41.0,10.0,24.0,86.0,89.0,48.0,26.0,41.0,39.0,35.0,6.0,20.0,9.0,65.0,11.0,11.0,10.0,75.0,20.0,8.0,40.0,52.0,77.0,18.0,34.0,79.0,25.0,40.0,22.0,49.0,18.0,58.0,23.0,7.0,15.0,12.0,17.0,26.0,36.0,42.0,14.0,19.0,23.0,22.0,26.0,33.0,7.0,6.0,10.0,17.0,23.0,19.0,20.0,61.0,21.0,18.0,172.0,21.0,50.0,30.0,5.0,28.0,8.0,7.0,4.0,5.0
414, 44,2003JJ00,30.0,38.0,18.0,10.0,3.0,76.0,59.0,62.0,45.0,23.0,13.0,61.0,11.0,28.0,71.0,10.0,19.0,62.0,15.0,84.0,2.0,93.0,17.0,13.0,52.0,17.0,23.0,9.0,2.0,70.0,17.0,82.0,1.0,94.0,18.0,14.0,2.0,48.0,17.0,26.0,10.0,2.0,35.0,32.0,9.0,5.0,10.0,10.0,3.0,9.0,2.0,5.0,11.0,73.0,11.0,15.0,66.0,83.0,56.0,5.0,39.0,39.0,36.0,8.0,17.0,53.0,50.0,11.0,31.0,9.0,50.0,17.0,69.0,63.0,4.0,6.0,55.0,79.0,67.0,4.0,29.0,31.0,38.0,9.0,21.0,89.0,90.0,48.0,30.0,45.0,40.0,38.0,8.0,22.0,8.0,62.0,11.0,10.0,6.0,78.0,16.0,7.0,43.0,50.0,80.0,21.0,35.0,82.0,25.0,41.0,22.0,51.0,18.0,52.0,27.0,7.0,18.0,12.0,21.0,31.0,42.0,47.0,16.0,22.0,25.0,32.0,25.0,30.0,3.0,8.0,11.0,18.0,25.0,18.0,24.0,61.0,23.0,16.0,256.0,27.0,54.0,35.0,9.0,30.0,14.0,12.0,5.0,5.0
415, 44,2004JJ00,34.0,38.0,18.0,8.0,2.0,77.0,58.0,63.0,,23.0,11.0,64.0,9.0,27.0,74.0,8.0,18.0,64.0,19.0,80.0,2.0,94.0,19.0,15.0,38.0,17.0,27.0,17.0,3.0,74.0,20.0,78.0,2.0,95.0,19.0,15.0,2.0,33.0,17.0,31.0,19.0,3.0,34.0,30.0,10.0,4.0,12.0,13.0,2.0,8.0,1.0,4.0,15.0,72.0,11.0,16.0,66.0,82.0,53.0,5.0,42.0,41.0,35.0,6.0,18.0,53.0,48.0,10.0,28.0,10.0,52.0,17.0,71.0,65.0,4.0,7.0,59.0,80.0,67.0,4.0,29.0,34.0,39.0,6.0,20.0,92.0,91.0,51.0,36.0,53.0,42.0,37.0,7.0,22.0,8.0,63.0,12.0,6.0,9.0,90.0,13.0,10.0,54.0,36.0,80.0,26.0,38.0,85.0,19.0,43.0,22.0,48.0,17.0,54.0,29.0,8.0,19.0,13.0,21.0,35.0,45.0,52.0,20.0,26.0,31.0,37.0,19.0,27.0,2.0,8.0,11.0,15.0,30.0,16.0,30.0,57.0,20.0,22.0,278.0,25.0,56.0,34.0,9.0,31.0,13.0,12.0,2.0,5.0
416, 44,2005JJ00,32.0,38.0,17.0,11.0,2.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417, 44,2006JJ00,29.0,38.0,21.0,10.0,2.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418, 44,2007JJ00,28.0,38.0,21.0,11.0,3.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419, 44,2008JJ00,32.0,36.0,19.0,11.0,2.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420, 43,1997JJ00,30.0,36.0,19.0,12.0,4.0,78.0,67.0,70.0,50.0,31.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421, 43,1998JJ00,30.0,38.0,19.0,10.0,3.0,76.0,66.0,69.0,,28.0,9.0,13.0,38.0,49.0,15.0,47.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,73.0,38.0,11.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422, 43,1999JJ00,28.0,37.0,20.0,12.0,3.0,74.0,66.0,65.0,,30.0,10.0,21.0,36.0,43.0,25.0,43.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,79.0,43.0,10.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423, 43,2000JJ00,29.0,38.0,20.0,11.0,3.0,76.0,66.0,69.0,,27.0,11.0,37.0,24.0,40.0,44.0,27.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,83.0,45.0,14.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424, 43,2001JJ00,29.0,38.0,20.0,10.0,3.0,76.0,65.0,65.0,49.0,28.0,8.0,47.0,16.0,36.0,56.0,18.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,88.0,47.0,18.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425, 43,2002JJ00,29.0,39.0,20.0,9.0,3.0,80.0,63.0,65.0,,25.0,11.0,54.0,13.0,33.0,64.0,14.0,22.0,59.0,13.0,85.0,2.0,95.0,14.0,12.0,66.0,20.0,13.0,1.0,1.0,66.0,14.0,85.0,1.0,96.0,14.0,11.0,1.0,64.0,21.0,15.0,1.0,1.0,39.0,23.0,10.0,5.0,6.0,12.0,2.0,5.0,1.0,6.0,11.0,68.0,8.0,12.0,60.0,78.0,52.0,7.0,41.0,30.0,39.0,9.0,22.0,49.0,46.0,10.0,27.0,9.0,54.0,15.0,63.0,56.0,3.0,5.0,48.0,73.0,65.0,4.0,30.0,22.0,38.0,13.0,27.0,87.0,89.0,46.0,22.0,37.0,34.0,32.0,6.0,18.0,8.0,68.0,9.0,9.0,11.0,74.0,17.0,9.0,50.0,41.0,75.0,17.0,34.0,78.0,21.0,36.0,19.0,45.0,16.0,56.0,23.0,7.0,16.0,10.0,14.0,24.0,34.0,41.0,12.0,17.0,20.0,31.0,25.0,29.0,2.0,7.0,6.0,17.0,27.0,15.0,27.0,50.0,26.0,23.0,325.0,19.0,44.0,30.0,6.0,24.0,10.0,9.0,4.0,6.0
426, 43,2003JJ00,30.0,38.0,18.0,11.0,3.0,75.0,61.0,62.0,46.0,26.0,11.0,62.0,11.0,28.0,71.0,11.0,18.0,63.0,14.0,84.0,2.0,93.0,16.0,11.0,55.0,20.0,18.0,7.0,2.0,70.0,16.0,83.0,1.0,94.0,15.0,12.0,1.0,52.0,20.0,20.0,7.0,2.0,33.0,30.0,10.0,3.0,10.0,12.0,2.0,7.0,2.0,5.0,12.0,72.0,9.0,13.0,65.0,82.0,55.0,7.0,38.0,37.0,36.0,9.0,18.0,50.0,52.0,11.0,31.0,10.0,48.0,16.0,69.0,62.0,3.0,5.0,55.0,78.0,66.0,5.0,29.0,28.0,40.0,10.0,22.0,88.0,89.0,47.0,28.0,41.0,37.0,40.0,7.0,23.0,10.0,60.0,10.0,7.0,9.0,79.0,16.0,9.0,45.0,46.0,77.0,21.0,35.0,80.0,24.0,42.0,23.0,49.0,18.0,51.0,26.0,7.0,18.0,11.0,18.0,31.0,42.0,47.0,16.0,22.0,25.0,28.0,22.0,31.0,2.0,8.0,11.0,17.0,27.0,18.0,27.0,53.0,27.0,21.0,290.0,22.0,54.0,33.0,9.0,26.0,12.0,10.0,5.0,6.0
427, 43,2004JJ00,33.0,37.0,19.0,9.0,3.0,76.0,61.0,64.0,,22.0,10.0,66.0,8.0,26.0,74.0,8.0,17.0,67.0,15.0,84.0,1.0,96.0,16.0,13.0,42.0,15.0,24.0,18.0,2.0,75.0,18.0,81.0,1.0,96.0,16.0,14.0,2.0,38.0,16.0,26.0,20.0,3.0,41.0,30.0,7.0,3.0,10.0,12.0,2.0,5.0,1.0,4.0,13.0,72.0,10.0,14.0,67.0,83.0,53.0,6.0,41.0,42.0,34.0,7.0,17.0,52.0,54.0,13.0,34.0,8.0,46.0,16.0,70.0,63.0,4.0,7.0,58.0,78.0,65.0,3.0,32.0,35.0,37.0,7.0,22.0,90.0,91.0,51.0,36.0,52.0,40.0,40.0,9.0,24.0,7.0,60.0,11.0,7.0,10.0,78.0,21.0,8.0,52.0,40.0,80.0,27.0,41.0,83.0,27.0,43.0,26.0,53.0,19.0,49.0,31.0,9.0,22.0,14.0,20.0,36.0,47.0,55.0,20.0,27.0,31.0,30.0,23.0,24.0,4.0,7.0,12.0,20.0,25.0,20.0,27.0,63.0,22.0,16.0,201.0,22.0,52.0,33.0,9.0,28.0,17.0,13.0,3.0,7.0
428, 43,2005JJ00,30.0,37.0,19.0,10.0,3.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429, 43,2006JJ00,29.0,37.0,21.0,11.0,3.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430, 43,2007JJ00,29.0,36.0,20.0,12.0,4.0,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431, 43,2008JJ00,29.0,38.0,20.0,11.0,3.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432, 42,1997JJ00,29.0,38.0,18.0,11.0,4.0,75.0,72.0,71.0,54.0,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433, 42,1998JJ00,29.0,38.0,19.0,10.0,4.0,77.0,71.0,71.0,,27.0,7.0,11.0,39.0,50.0,12.0,48.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,69.0,38.0,10.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434, 42,1999JJ00,28.0,38.0,19.0,11.0,4.0,73.0,69.0,66.0,,24.0,9.0,19.0,35.0,45.0,23.0,43.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,76.0,39.0,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435, 42,2000JJ00,29.0,38.0,19.0,10.0,4.0,74.0,68.0,70.0,,27.0,9.0,33.0,24.0,43.0,41.0,29.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,81.0,42.0,13.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436, 42,2001JJ00,30.0,39.0,18.0,10.0,3.0,76.0,66.0,68.0,49.0,21.0,9.0,45.0,18.0,36.0,54.0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,88.0,46.0,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437, 42,2002JJ00,30.0,37.0,19.0,10.0,4.0,77.0,68.0,68.0,,22.0,10.0,54.0,13.0,33.0,64.0,14.0,22.0,57.0,15.0,85.0,1.0,94.0,14.0,11.0,65.0,21.0,14.0,0.0,1.0,65.0,15.0,84.0,1.0,95.0,14.0,11.0,1.0,63.0,22.0,15.0,0.0,1.0,39.0,22.0,8.0,3.0,6.0,11.0,1.0,7.0,2.0,6.0,12.0,67.0,8.0,12.0,59.0,77.0,53.0,8.0,39.0,29.0,38.0,9.0,23.0,47.0,42.0,10.0,25.0,7.0,58.0,16.0,62.0,53.0,2.0,4.0,47.0,72.0,68.0,4.0,29.0,20.0,40.0,12.0,28.0,86.0,88.0,45.0,22.0,39.0,32.0,29.0,5.0,17.0,7.0,71.0,9.0,5.0,8.0,80.0,19.0,11.0,36.0,53.0,74.0,18.0,38.0,79.0,18.0,30.0,19.0,49.0,16.0,51.0,22.0,6.0,14.0,10.0,13.0,23.0,34.0,42.0,12.0,18.0,22.0,21.0,25.0,32.0,4.0,7.0,11.0,14.0,28.0,19.0,25.0,62.0,23.0,15.0,256.0,14.0,50.0,29.0,7.0,20.0,8.0,7.0,3.0,6.0
