ID,NECSectoren,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
5001,A048115  ,A044111,2004JJ00,0.0
5002,A048115  ,A044111,2005JJ00,0.0
5003,A048115  ,A044111,2006JJ00,0.0
5004,A048115  ,A044111,2007JJ00,0.0
5005,A048115  ,A044111,2008JJ00,0.0
5006,A048115  ,A044111,2009JJ00,0.0
5007,A048115  ,A044111,2010JJ00,0.0
5008,A048115  ,A044111,2011JJ00,0.0
5009,A048115  ,A044111,2012JJ00,0.0
5010,A048115  ,A044111,2013JJ00,0.0
5011,A048115  ,A044111,2014JJ00,0.0
5012,A048115  ,A044111,2015JJ00,0.0
5013,A048115  ,A044111,2016JJ00,0.0
5014,A048115  ,A044111,2017JJ00,0.0
5015,A048115  ,A044111,2018JJ00,0.0
5016,A048115  ,A044111,2019JJ00,0.0
5017,A048115  ,A044111,2020JJ00,0.0
5018,A048115  ,A044111,2021JJ00,0.0
5019,A048115  ,A044111,2022JJ00,0.0
5020,A048115  ,A044111,2023JJ00,0.0
5021,A048115  ,A044111,2024JJ00,0.0
5022,A048115  ,A044112,1990JJ00,27.2
5023,A048115  ,A044112,1995JJ00,21.4
5024,A048115  ,A044112,2000JJ00,22.8
5025,A048115  ,A044112,2001JJ00,22.8
5026,A048115  ,A044112,2002JJ00,21.8
5027,A048115  ,A044112,2003JJ00,21.4
5028,A048115  ,A044112,2004JJ00,22.4
5029,A048115  ,A044112,2005JJ00,21.8
5030,A048115  ,A044112,2006JJ00,21.6
5031,A048115  ,A044112,2007JJ00,22.0
5032,A048115  ,A044112,2008JJ00,21.3
5033,A048115  ,A044112,2009JJ00,16.2
5034,A048115  ,A044112,2010JJ00,17.7
5035,A048115  ,A044112,2011JJ00,19.5
5036,A048115  ,A044112,2012JJ00,19.7
5037,A048115  ,A044112,2013JJ00,18.1
5038,A048115  ,A044112,2014JJ00,18.7
5039,A048115  ,A044112,2015JJ00,19.4
5040,A048115  ,A044112,2016JJ00,19.7
5041,A048115  ,A044112,2017JJ00,19.9
5042,A048115  ,A044112,2018JJ00,20.3
5043,A048115  ,A044112,2019JJ00,19.5
5044,A048115  ,A044112,2020JJ00,17.2
5045,A048115  ,A044112,2021JJ00,17.7
5046,A048115  ,A044112,2022JJ00,17.0
5047,A048115  ,A044112,2023JJ00,15.9
5048,A048115  ,A044112,2024JJ00,16.1
5049,A048115  ,A044114,1990JJ00,1.7
5050,A048115  ,A044114,1995JJ00,1.6
5051,A048115  ,A044114,2000JJ00,1.7
5052,A048115  ,A044114,2001JJ00,1.7
5053,A048115  ,A044114,2002JJ00,1.6
5054,A048115  ,A044114,2003JJ00,1.6
5055,A048115  ,A044114,2004JJ00,1.7
5056,A048115  ,A044114,2005JJ00,1.6
5057,A048115  ,A044114,2006JJ00,1.6
5058,A048115  ,A044114,2007JJ00,1.6
5059,A048115  ,A044114,2008JJ00,0.9
5060,A048115  ,A044114,2009JJ00,0.7
5061,A048115  ,A044114,2010JJ00,0.4
5062,A048115  ,A044114,2011JJ00,0.0
5063,A048115  ,A044114,2012JJ00,0.0
5064,A048115  ,A044114,2013JJ00,0.0
5065,A048115  ,A044114,2014JJ00,0.0
5066,A048115  ,A044114,2015JJ00,0.0
5067,A048115  ,A044114,2016JJ00,0.0
5068,A048115  ,A044114,2017JJ00,0.0
5069,A048115  ,A044114,2018JJ00,0.0
5070,A048115  ,A044114,2019JJ00,0.0
5071,A048115  ,A044114,2020JJ00,0.0
5072,A048115  ,A044114,2021JJ00,0.0
5073,A048115  ,A044114,2022JJ00,0.0
5074,A048115  ,A044114,2023JJ00,0.0
5075,A048115  ,A044114,2024JJ00,0.0
5076,A048115  ,A044118,1990JJ00,4.7
5077,A048115  ,A044118,1995JJ00,5.5
5078,A048115  ,A044118,2000JJ00,3.5
5079,A048115  ,A044118,2001JJ00,3.9
5080,A048115  ,A044118,2002JJ00,3.2
5081,A048115  ,A044118,2003JJ00,3.2
5082,A048115  ,A044118,2004JJ00,3.1
5083,A048115  ,A044118,2005JJ00,2.7
5084,A048115  ,A044118,2006JJ00,3.1
5085,A048115  ,A044118,2007JJ00,3.0
5086,A048115  ,A044118,2008JJ00,2.9
5087,A048115  ,A044118,2009JJ00,2.8
5088,A048115  ,A044118,2010JJ00,3.0
5089,A048115  ,A044118,2011JJ00,2.9
5090,A048115  ,A044118,2012JJ00,3.0
5091,A048115  ,A044118,2013JJ00,2.9
5092,A048115  ,A044118,2014JJ00,2.2
5093,A048115  ,A044118,2015JJ00,2.2
5094,A048115  ,A044118,2016JJ00,2.4
5095,A048115  ,A044118,2017JJ00,2.4
5096,A048115  ,A044118,2018JJ00,2.4
5097,A048115  ,A044118,2019JJ00,2.1
5098,A048115  ,A044118,2020JJ00,1.9
5099,A048115  ,A044118,2021JJ00,2.0
5100,A048115  ,A044118,2022JJ00,1.9
5101,A048115  ,A044118,2023JJ00,2.0
5102,A048115  ,A044118,2024JJ00,2.1
5103,A048115  ,A051771,1990JJ00,1.1
5104,A048115  ,A051771,1995JJ00,1.0
5105,A048115  ,A051771,2000JJ00,1.0
5106,A048115  ,A051771,2001JJ00,0.9
5107,A048115  ,A051771,2002JJ00,0.9
5108,A048115  ,A051771,2003JJ00,0.9
5109,A048115  ,A051771,2004JJ00,0.9
5110,A048115  ,A051771,2005JJ00,0.8
5111,A048115  ,A051771,2006JJ00,0.8
5112,A048115  ,A051771,2007JJ00,0.8
5113,A048115  ,A051771,2008JJ00,0.7
5114,A048115  ,A051771,2009JJ00,0.6
5115,A048115  ,A051771,2010JJ00,0.6
5116,A048115  ,A051771,2011JJ00,0.6
5117,A048115  ,A051771,2012JJ00,0.6
5118,A048115  ,A051771,2013JJ00,0.6
5119,A048115  ,A051771,2014JJ00,0.6
5120,A048115  ,A051771,2015JJ00,0.6
5121,A048115  ,A051771,2016JJ00,0.6
5122,A048115  ,A051771,2017JJ00,0.6
5123,A048115  ,A051771,2018JJ00,0.6
5124,A048115  ,A051771,2019JJ00,0.5
5125,A048115  ,A051771,2020JJ00,0.6
5126,A048115  ,A051771,2021JJ00,0.6
5127,A048115  ,A051771,2022JJ00,0.5
5128,A048115  ,A051771,2023JJ00,0.5
5129,A048115  ,A051771,2024JJ00,0.5
5130,A048116  ,A044111,1990JJ00,0.0
5131,A048116  ,A044111,1995JJ00,0.0
5132,A048116  ,A044111,2000JJ00,0.0
5133,A048116  ,A044111,2001JJ00,0.0
5134,A048116  ,A044111,2002JJ00,0.0
5135,A048116  ,A044111,2003JJ00,0.0
5136,A048116  ,A044111,2004JJ00,0.0
5137,A048116  ,A044111,2005JJ00,0.0
5138,A048116  ,A044111,2006JJ00,0.0
5139,A048116  ,A044111,2007JJ00,0.0
5140,A048116  ,A044111,2008JJ00,0.0
5141,A048116  ,A044111,2009JJ00,0.0
5142,A048116  ,A044111,2010JJ00,0.0
5143,A048116  ,A044111,2011JJ00,0.0
5144,A048116  ,A044111,2012JJ00,0.0
5145,A048116  ,A044111,2013JJ00,0.0
5146,A048116  ,A044111,2014JJ00,0.0
5147,A048116  ,A044111,2015JJ00,0.0
5148,A048116  ,A044111,2016JJ00,0.0
5149,A048116  ,A044111,2017JJ00,0.0
5150,A048116  ,A044111,2018JJ00,0.0
5151,A048116  ,A044111,2019JJ00,0.0
5152,A048116  ,A044111,2020JJ00,0.0
5153,A048116  ,A044111,2021JJ00,0.0
5154,A048116  ,A044111,2022JJ00,0.0
5155,A048116  ,A044111,2023JJ00,0.0
5156,A048116  ,A044111,2024JJ00,0.0
5157,A048116  ,A044112,1990JJ00,1.8
5158,A048116  ,A044112,1995JJ00,2.8
5159,A048116  ,A044112,2000JJ00,3.0
5160,A048116  ,A044112,2001JJ00,3.0
5161,A048116  ,A044112,2002JJ00,3.1
5162,A048116  ,A044112,2003JJ00,3.1
5163,A048116  ,A044112,2004JJ00,3.1
5164,A048116  ,A044112,2005JJ00,3.1
5165,A048116  ,A044112,2006JJ00,3.1
5166,A048116  ,A044112,2007JJ00,3.1
5167,A048116  ,A044112,2008JJ00,3.2
5168,A048116  ,A044112,2009JJ00,3.2
5169,A048116  ,A044112,2010JJ00,3.2
5170,A048116  ,A044112,2011JJ00,3.2
5171,A048116  ,A044112,2012JJ00,3.2
5172,A048116  ,A044112,2013JJ00,3.2
5173,A048116  ,A044112,2014JJ00,3.2
5174,A048116  ,A044112,2015JJ00,3.2
5175,A048116  ,A044112,2016JJ00,3.1
5176,A048116  ,A044112,2017JJ00,3.1
5177,A048116  ,A044112,2018JJ00,3.1
5178,A048116  ,A044112,2019JJ00,3.0
5179,A048116  ,A044112,2020JJ00,3.0
5180,A048116  ,A044112,2021JJ00,3.0
5181,A048116  ,A044112,2022JJ00,2.9
5182,A048116  ,A044112,2023JJ00,3.1
5183,A048116  ,A044112,2024JJ00,3.1
5184,A048116  ,A044114,1990JJ00,0.1
5185,A048116  ,A044114,1995JJ00,0.2
5186,A048116  ,A044114,2000JJ00,0.0
5187,A048116  ,A044114,2001JJ00,0.0
5188,A048116  ,A044114,2002JJ00,0.0
5189,A048116  ,A044114,2003JJ00,0.0
5190,A048116  ,A044114,2004JJ00,0.0
5191,A048116  ,A044114,2005JJ00,0.0
5192,A048116  ,A044114,2006JJ00,0.0
5193,A048116  ,A044114,2007JJ00,0.0
5194,A048116  ,A044114,2008JJ00,0.0
5195,A048116  ,A044114,2009JJ00,0.0
5196,A048116  ,A044114,2010JJ00,0.0
5197,A048116  ,A044114,2011JJ00,0.0
5198,A048116  ,A044114,2012JJ00,0.0
5199,A048116  ,A044114,2013JJ00,0.0
5200,A048116  ,A044114,2014JJ00,0.0
5201,A048116  ,A044114,2015JJ00,0.0
5202,A048116  ,A044114,2016JJ00,0.0
5203,A048116  ,A044114,2017JJ00,0.0
5204,A048116  ,A044114,2018JJ00,0.0
5205,A048116  ,A044114,2019JJ00,0.0
5206,A048116  ,A044114,2020JJ00,0.0
5207,A048116  ,A044114,2021JJ00,0.0
5208,A048116  ,A044114,2022JJ00,0.0
5209,A048116  ,A044114,2023JJ00,0.0
5210,A048116  ,A044114,2024JJ00,0.0
5211,A048116  ,A044118,1990JJ00,1.7
5212,A048116  ,A044118,1995JJ00,2.4
5213,A048116  ,A044118,2000JJ00,2.9
5214,A048116  ,A044118,2001JJ00,2.9
5215,A048116  ,A044118,2002JJ00,3.0
5216,A048116  ,A044118,2003JJ00,3.0
5217,A048116  ,A044118,2004JJ00,3.0
5218,A048116  ,A044118,2005JJ00,3.0
5219,A048116  ,A044118,2006JJ00,2.9
5220,A048116  ,A044118,2007JJ00,2.8
5221,A048116  ,A044118,2008JJ00,2.7
5222,A048116  ,A044118,2009JJ00,2.6
5223,A048116  ,A044118,2010JJ00,2.4
5224,A048116  ,A044118,2011JJ00,2.3
5225,A048116  ,A044118,2012JJ00,2.2
5226,A048116  ,A044118,2013JJ00,2.2
5227,A048116  ,A044118,2014JJ00,2.2
5228,A048116  ,A044118,2015JJ00,2.2
5229,A048116  ,A044118,2016JJ00,2.2
5230,A048116  ,A044118,2017JJ00,2.2
5231,A048116  ,A044118,2018JJ00,2.2
5232,A048116  ,A044118,2019JJ00,2.2
5233,A048116  ,A044118,2020JJ00,2.2
5234,A048116  ,A044118,2021JJ00,2.2
5235,A048116  ,A044118,2022JJ00,2.2
5236,A048116  ,A044118,2023JJ00,2.0
5237,A048116  ,A044118,2024JJ00,2.1
5238,A048116  ,A051771,1990JJ00,0.2
5239,A048116  ,A051771,1995JJ00,0.3
5240,A048116  ,A051771,2000JJ00,0.3
5241,A048116  ,A051771,2001JJ00,0.3
5242,A048116  ,A051771,2002JJ00,0.3
5243,A048116  ,A051771,2003JJ00,0.3
5244,A048116  ,A051771,2004JJ00,0.3
5245,A048116  ,A051771,2005JJ00,0.3
5246,A048116  ,A051771,2006JJ00,0.3
5247,A048116  ,A051771,2007JJ00,0.3
5248,A048116  ,A051771,2008JJ00,0.3
5249,A048116  ,A051771,2009JJ00,0.3
5250,A048116  ,A051771,2010JJ00,0.2
5251,A048116  ,A051771,2011JJ00,0.2
5252,A048116  ,A051771,2012JJ00,0.2
5253,A048116  ,A051771,2013JJ00,0.2
5254,A048116  ,A051771,2014JJ00,0.2
5255,A048116  ,A051771,2015JJ00,0.2
5256,A048116  ,A051771,2016JJ00,0.2
5257,A048116  ,A051771,2017JJ00,0.2
5258,A048116  ,A051771,2018JJ00,0.2
5259,A048116  ,A051771,2019JJ00,0.2
5260,A048116  ,A051771,2020JJ00,0.2
5261,A048116  ,A051771,2021JJ00,0.2
5262,A048116  ,A051771,2022JJ00,0.2
5263,A048116  ,A051771,2023JJ00,0.2
5264,A048116  ,A051771,2024JJ00,0.2
5265,A025428  ,A044111,1990JJ00,0.0
5266,A025428  ,A044111,1995JJ00,0.0
5267,A025428  ,A044111,2000JJ00,0.0
5268,A025428  ,A044111,2001JJ00,0.0
5269,A025428  ,A044111,2002JJ00,0.0
5270,A025428  ,A044111,2003JJ00,0.0
5271,A025428  ,A044111,2004JJ00,0.0
5272,A025428  ,A044111,2005JJ00,0.0
5273,A025428  ,A044111,2006JJ00,0.0
5274,A025428  ,A044111,2007JJ00,0.0
5275,A025428  ,A044111,2008JJ00,0.0
5276,A025428  ,A044111,2009JJ00,0.0
5277,A025428  ,A044111,2010JJ00,0.0
5278,A025428  ,A044111,2011JJ00,0.0
5279,A025428  ,A044111,2012JJ00,0.0
5280,A025428  ,A044111,2013JJ00,0.0
5281,A025428  ,A044111,2014JJ00,0.0
5282,A025428  ,A044111,2015JJ00,0.0
5283,A025428  ,A044111,2016JJ00,0.0
5284,A025428  ,A044111,2017JJ00,0.0
5285,A025428  ,A044111,2018JJ00,0.0
5286,A025428  ,A044111,2019JJ00,0.0
5287,A025428  ,A044111,2020JJ00,0.0
5288,A025428  ,A044111,2021JJ00,0.0
5289,A025428  ,A044111,2022JJ00,0.0
5290,A025428  ,A044111,2023JJ00,0.0
5291,A025428  ,A044111,2024JJ00,0.0
5292,A025428  ,A044112,1990JJ00,1.4
5293,A025428  ,A044112,1995JJ00,2.1
5294,A025428  ,A044112,2000JJ00,2.7
5295,A025428  ,A044112,2001JJ00,2.7
5296,A025428  ,A044112,2002JJ00,2.7
5297,A025428  ,A044112,2003JJ00,2.8
5298,A025428  ,A044112,2004JJ00,3.0
5299,A025428  ,A044112,2005JJ00,3.1
5300,A025428  ,A044112,2006JJ00,3.2
5301,A025428  ,A044112,2007JJ00,3.2
5302,A025428  ,A044112,2008JJ00,3.2
5303,A025428  ,A044112,2009JJ00,3.0
5304,A025428  ,A044112,2010JJ00,3.1
5305,A025428  ,A044112,2011JJ00,3.3
5306,A025428  ,A044112,2012JJ00,3.3
5307,A025428  ,A044112,2013JJ00,3.4
5308,A025428  ,A044112,2014JJ00,3.5
5309,A025428  ,A044112,2015JJ00,3.6
5310,A025428  ,A044112,2016JJ00,3.8
5311,A025428  ,A044112,2017JJ00,4.0
5312,A025428  ,A044112,2018JJ00,4.1
5313,A025428  ,A044112,2019JJ00,4.1
5314,A025428  ,A044112,2020JJ00,2.2
5315,A025428  ,A044112,2021JJ00,2.5
5316,A025428  ,A044112,2022JJ00,3.4
5317,A025428  ,A044112,2023JJ00,3.6
5318,A025428  ,A044112,2024JJ00,3.8
5319,A025428  ,A044114,1990JJ00,0.1
5320,A025428  ,A044114,1995JJ00,0.2
5321,A025428  ,A044114,2000JJ00,0.2
5322,A025428  ,A044114,2001JJ00,0.2
5323,A025428  ,A044114,2002JJ00,0.2
5324,A025428  ,A044114,2003JJ00,0.2
5325,A025428  ,A044114,2004JJ00,0.2
5326,A025428  ,A044114,2005JJ00,0.2
5327,A025428  ,A044114,2006JJ00,0.2
5328,A025428  ,A044114,2007JJ00,0.2
5329,A025428  ,A044114,2008JJ00,0.2
5330,A025428  ,A044114,2009JJ00,0.2
5331,A025428  ,A044114,2010JJ00,0.2
5332,A025428  ,A044114,2011JJ00,0.2
5333,A025428  ,A044114,2012JJ00,0.2
5334,A025428  ,A044114,2013JJ00,0.2
5335,A025428  ,A044114,2014JJ00,0.2
5336,A025428  ,A044114,2015JJ00,0.3
5337,A025428  ,A044114,2016JJ00,0.3
5338,A025428  ,A044114,2017JJ00,0.3
5339,A025428  ,A044114,2018JJ00,0.3
5340,A025428  ,A044114,2019JJ00,0.3
5341,A025428  ,A044114,2020JJ00,0.1
5342,A025428  ,A044114,2021JJ00,0.2
5343,A025428  ,A044114,2022JJ00,0.2
5344,A025428  ,A044114,2023JJ00,0.2
5345,A025428  ,A044114,2024JJ00,0.3
5346,A025428  ,A044118,1990JJ00,0.5
5347,A025428  ,A044118,1995JJ00,0.5
5348,A025428  ,A044118,2000JJ00,0.5
5349,A025428  ,A044118,2001JJ00,0.4
5350,A025428  ,A044118,2002JJ00,0.4
5351,A025428  ,A044118,2003JJ00,0.5
5352,A025428  ,A044118,2004JJ00,0.5
5353,A025428  ,A044118,2005JJ00,0.5
5354,A025428  ,A044118,2006JJ00,0.6
5355,A025428  ,A044118,2007JJ00,0.6
5356,A025428  ,A044118,2008JJ00,0.6
5357,A025428  ,A044118,2009JJ00,0.5
5358,A025428  ,A044118,2010JJ00,0.5
5359,A025428  ,A044118,2011JJ00,0.5
5360,A025428  ,A044118,2012JJ00,0.5
5361,A025428  ,A044118,2013JJ00,0.5
5362,A025428  ,A044118,2014JJ00,0.5
5363,A025428  ,A044118,2015JJ00,0.5
5364,A025428  ,A044118,2016JJ00,0.5
5365,A025428  ,A044118,2017JJ00,0.5
5366,A025428  ,A044118,2018JJ00,0.5
5367,A025428  ,A044118,2019JJ00,0.5
5368,A025428  ,A044118,2020JJ00,0.3
5369,A025428  ,A044118,2021JJ00,0.3
5370,A025428  ,A044118,2022JJ00,0.4
5371,A025428  ,A044118,2023JJ00,0.4
5372,A025428  ,A044118,2024JJ00,0.5
5373,A025428  ,A051771,1990JJ00,0.0
5374,A025428  ,A051771,1995JJ00,0.0
5375,A025428  ,A051771,2000JJ00,0.1
5376,A025428  ,A051771,2001JJ00,0.1
5377,A025428  ,A051771,2002JJ00,0.1
5378,A025428  ,A051771,2003JJ00,0.1
5379,A025428  ,A051771,2004JJ00,0.1
5380,A025428  ,A051771,2005JJ00,0.1
5381,A025428  ,A051771,2006JJ00,0.1
5382,A025428  ,A051771,2007JJ00,0.1
5383,A025428  ,A051771,2008JJ00,0.1
5384,A025428  ,A051771,2009JJ00,0.1
5385,A025428  ,A051771,2010JJ00,0.1
5386,A025428  ,A051771,2011JJ00,0.1
5387,A025428  ,A051771,2012JJ00,0.1
5388,A025428  ,A051771,2013JJ00,0.0
5389,A025428  ,A051771,2014JJ00,0.0
5390,A025428  ,A051771,2015JJ00,0.0
5391,A025428  ,A051771,2016JJ00,0.0
5392,A025428  ,A051771,2017JJ00,0.0
5393,A025428  ,A051771,2018JJ00,0.0
5394,A025428  ,A051771,2019JJ00,0.0
5395,A025428  ,A051771,2020JJ00,0.0
5396,A025428  ,A051771,2021JJ00,0.0
5397,A025428  ,A051771,2022JJ00,0.0
5398,A025428  ,A051771,2023JJ00,0.0
5399,A025428  ,A051771,2024JJ00,0.0
5400,A025429  ,A044111,1990JJ00,0.0
5401,A025429  ,A044111,1995JJ00,0.0
5402,A025429  ,A044111,2000JJ00,0.0
5403,A025429  ,A044111,2001JJ00,0.0
5404,A025429  ,A044111,2002JJ00,0.0
5405,A025429  ,A044111,2003JJ00,0.0
5406,A025429  ,A044111,2004JJ00,0.0
5407,A025429  ,A044111,2005JJ00,0.0
5408,A025429  ,A044111,2006JJ00,0.0
5409,A025429  ,A044111,2007JJ00,0.0
5410,A025429  ,A044111,2008JJ00,0.0
5411,A025429  ,A044111,2009JJ00,0.0
5412,A025429  ,A044111,2010JJ00,0.0
5413,A025429  ,A044111,2011JJ00,0.0
5414,A025429  ,A044111,2012JJ00,0.0
5415,A025429  ,A044111,2013JJ00,0.0
5416,A025429  ,A044111,2014JJ00,0.0
5417,A025429  ,A044111,2015JJ00,0.0
5418,A025429  ,A044111,2016JJ00,0.0
5419,A025429  ,A044111,2017JJ00,0.1
5420,A025429  ,A044111,2018JJ00,0.1
5421,A025429  ,A044111,2019JJ00,0.1
5422,A025429  ,A044111,2020JJ00,0.1
5423,A025429  ,A044111,2021JJ00,0.1
5424,A025429  ,A044111,2022JJ00,0.1
5425,A025429  ,A044111,2023JJ00,0.1
5426,A025429  ,A044111,2024JJ00,0.1
5427,A025429  ,A044112,1990JJ00,68.3
5428,A025429  ,A044112,1995JJ00,72.2
5429,A025429  ,A044112,2000JJ00,73.7
5430,A025429  ,A044112,2001JJ00,72.0
5431,A025429  ,A044112,2002JJ00,65.4
5432,A025429  ,A044112,2003JJ00,62.4
5433,A025429  ,A044112,2004JJ00,60.2
5434,A025429  ,A044112,2005JJ00,60.6
5435,A025429  ,A044112,2006JJ00,58.1
5436,A025429  ,A044112,2007JJ00,55.5
5437,A025429  ,A044112,2008JJ00,53.9
5438,A025429  ,A044112,2009JJ00,52.1
5439,A025429  ,A044112,2010JJ00,50.4
5440,A025429  ,A044112,2011JJ00,50.1
5441,A025429  ,A044112,2012JJ00,46.0
5442,A025429  ,A044112,2013JJ00,46.7
5443,A025429  ,A044112,2014JJ00,47.7
5444,A025429  ,A044112,2015JJ00,44.2
5445,A025429  ,A044112,2016JJ00,41.7
5446,A025429  ,A044112,2017JJ00,38.1
5447,A025429  ,A044112,2018JJ00,38.5
5448,A025429  ,A044112,2019JJ00,37.9
5449,A025429  ,A044112,2020JJ00,37.8
5450,A025429  ,A044112,2021JJ00,34.2
5451,A025429  ,A044112,2022JJ00,32.3
5452,A025429  ,A044112,2023JJ00,30.4
5453,A025429  ,A044112,2024JJ00,28.9
5454,A025429  ,A044114,1990JJ00,8.9
5455,A025429  ,A044114,1995JJ00,9.7
5456,A025429  ,A044114,2000JJ00,9.2
5457,A025429  ,A044114,2001JJ00,8.8
5458,A025429  ,A044114,2002JJ00,7.6
5459,A025429  ,A044114,2003JJ00,7.4
5460,A025429  ,A044114,2004JJ00,7.2
5461,A025429  ,A044114,2005JJ00,7.4
5462,A025429  ,A044114,2006JJ00,7.2
5463,A025429  ,A044114,2007JJ00,6.3
5464,A025429  ,A044114,2008JJ00,4.0
5465,A025429  ,A044114,2009JJ00,2.9
5466,A025429  ,A044114,2010JJ00,2.3
5467,A025429  ,A044114,2011JJ00,1.3
5468,A025429  ,A044114,2012JJ00,1.3
5469,A025429  ,A044114,2013JJ00,1.4
5470,A025429  ,A044114,2014JJ00,1.7
5471,A025429  ,A044114,2015JJ00,0.6
5472,A025429  ,A044114,2016JJ00,0.3
5473,A025429  ,A044114,2017JJ00,0.3
5474,A025429  ,A044114,2018JJ00,0.3
5475,A025429  ,A044114,2019JJ00,0.4
5476,A025429  ,A044114,2020JJ00,0.3
5477,A025429  ,A044114,2021JJ00,0.3
5478,A025429  ,A044114,2022JJ00,0.2
5479,A025429  ,A044114,2023JJ00,0.2
5480,A025429  ,A044114,2024JJ00,0.2
5481,A025429  ,A044118,1990JJ00,18.7
5482,A025429  ,A044118,1995JJ00,17.0
5483,A025429  ,A044118,2000JJ00,15.6
5484,A025429  ,A044118,2001JJ00,15.2
5485,A025429  ,A044118,2002JJ00,14.3
5486,A025429  ,A044118,2003JJ00,13.5
5487,A025429  ,A044118,2004JJ00,12.8
5488,A025429  ,A044118,2005JJ00,12.5
5489,A025429  ,A044118,2006JJ00,11.7
5490,A025429  ,A044118,2007JJ00,11.1
5491,A025429  ,A044118,2008JJ00,10.7
5492,A025429  ,A044118,2009JJ00,10.3
5493,A025429  ,A044118,2010JJ00,9.9
5494,A025429  ,A044118,2011JJ00,9.8
5495,A025429  ,A044118,2012JJ00,9.3
5496,A025429  ,A044118,2013JJ00,9.3
5497,A025429  ,A044118,2014JJ00,9.2
5498,A025429  ,A044118,2015JJ00,8.7
5499,A025429  ,A044118,2016JJ00,8.3
5500,A025429  ,A044118,2017JJ00,7.9
5501,A025429  ,A044118,2018JJ00,7.7
5502,A025429  ,A044118,2019JJ00,7.4
5503,A025429  ,A044118,2020JJ00,7.3
5504,A025429  ,A044118,2021JJ00,6.8
5505,A025429  ,A044118,2022JJ00,6.6
5506,A025429  ,A044118,2023JJ00,6.1
5507,A025429  ,A044118,2024JJ00,5.6
5508,A025429  ,A051771,1990JJ00,6.2
5509,A025429  ,A051771,1995JJ00,5.9
5510,A025429  ,A051771,2000JJ00,5.5
5511,A025429  ,A051771,2001JJ00,5.4
5512,A025429  ,A051771,2002JJ00,4.9
5513,A025429  ,A051771,2003JJ00,4.7
5514,A025429  ,A051771,2004JJ00,4.5
5515,A025429  ,A051771,2005JJ00,4.5
5516,A025429  ,A051771,2006JJ00,4.2
5517,A025429  ,A051771,2007JJ00,4.0
5518,A025429  ,A051771,2008JJ00,3.5
5519,A025429  ,A051771,2009JJ00,3.1
5520,A025429  ,A051771,2010JJ00,2.9
5521,A025429  ,A051771,2011JJ00,2.7
5522,A025429  ,A051771,2012JJ00,2.5
5523,A025429  ,A051771,2013JJ00,2.5
5524,A025429  ,A051771,2014JJ00,2.5
5525,A025429  ,A051771,2015JJ00,2.3
5526,A025429  ,A051771,2016JJ00,2.1
5527,A025429  ,A051771,2017JJ00,1.9
5528,A025429  ,A051771,2018JJ00,1.9
5529,A025429  ,A051771,2019JJ00,1.8
5530,A025429  ,A051771,2020JJ00,1.8
5531,A025429  ,A051771,2021JJ00,1.6
5532,A025429  ,A051771,2022JJ00,1.5
5533,A025429  ,A051771,2023JJ00,1.4
5534,A025429  ,A051771,2024JJ00,1.3
5535,A048119  ,A044111,1990JJ00,0.0
5536,A048119  ,A044111,1995JJ00,0.0
5537,A048119  ,A044111,2000JJ00,0.0
5538,A048119  ,A044111,2001JJ00,0.0
5539,A048119  ,A044111,2002JJ00,0.0
5540,A048119  ,A044111,2003JJ00,0.0
5541,A048119  ,A044111,2004JJ00,0.0
5542,A048119  ,A044111,2005JJ00,0.0
5543,A048119  ,A044111,2006JJ00,0.0
5544,A048119  ,A044111,2007JJ00,0.0
5545,A048119  ,A044111,2008JJ00,0.0
5546,A048119  ,A044111,2009JJ00,0.0
5547,A048119  ,A044111,2010JJ00,0.0
5548,A048119  ,A044111,2011JJ00,0.0
5549,A048119  ,A044111,2012JJ00,0.0
5550,A048119  ,A044111,2013JJ00,0.0
5551,A048119  ,A044111,2014JJ00,0.0
5552,A048119  ,A044111,2015JJ00,0.0
5553,A048119  ,A044111,2016JJ00,0.0
5554,A048119  ,A044111,2017JJ00,0.1
5555,A048119  ,A044111,2018JJ00,0.1
5556,A048119  ,A044111,2019JJ00,0.1
5557,A048119  ,A044111,2020JJ00,0.1
5558,A048119  ,A044111,2021JJ00,0.1
5559,A048119  ,A044111,2022JJ00,0.1
5560,A048119  ,A044111,2023JJ00,0.1
5561,A048119  ,A044111,2024JJ00,0.1
5562,A048119  ,A044112,1990JJ00,47.5
5563,A048119  ,A044112,1995JJ00,48.9
5564,A048119  ,A044112,2000JJ00,50.9
5565,A048119  ,A044112,2001JJ00,49.9
5566,A048119  ,A044112,2002JJ00,47.0
5567,A048119  ,A044112,2003JJ00,45.6
5568,A048119  ,A044112,2004JJ00,44.4
5569,A048119  ,A044112,2005JJ00,45.0
5570,A048119  ,A044112,2006JJ00,43.3
5571,A048119  ,A044112,2007JJ00,42.6
5572,A048119  ,A044112,2008JJ00,42.0
5573,A048119  ,A044112,2009JJ00,40.7
5574,A048119  ,A044112,2010JJ00,38.6
5575,A048119  ,A044112,2011JJ00,39.4
5576,A048119  ,A044112,2012JJ00,36.4
5577,A048119  ,A044112,2013JJ00,36.4
5578,A048119  ,A044112,2014JJ00,37.0
5579,A048119  ,A044112,2015JJ00,35.2
5580,A048119  ,A044112,2016JJ00,34.4
5581,A048119  ,A044112,2017JJ00,32.0
