ID,Sources,Periods,CO_1,VOCByCombustion_2,VOCByEvaporation_3,VOCTotal_4,NOx_5,PM10_6,SO2_7,CO2_8,CH4_9,N2O_10,NMVOC_11,CO_12,VOCByCombustion_13,NOx_14,PM10_15,SO2_16,CO2_17,CH4_18,N2O_19,NMVOC_20
296,Bvvis,1996JJ00,0.4,0.41,0.0,0.41,6.6,0.36,1.65,380,0.016,0.01,0.39,3.6,3.5,55.2,3.0,13.9,3174,0.14,0.08,3.3
297,Bvvis,1997JJ00,0.4,0.42,0.0,0.42,6.8,0.38,1.75,390,0.017,0.01,0.4,3.6,3.4,55.4,3.1,14.21,3174,0.14,0.08,3.3
298,Bvvis,1998JJ00,0.4,0.42,0.0,0.42,6.7,0.36,1.55,390,0.017,0.01,0.4,3.5,3.4,54.3,2.9,12.51,3174,0.13,0.08,3.2
299,Bvvis,1999JJ00,0.4,0.42,0.0,0.42,6.9,0.36,1.6,400,0.017,0.01,0.4,3.5,3.3,54.4,2.9,12.65,3174,0.13,0.08,3.2
300,Bvvis,2000JJ00,0.4,0.4,0.0,0.4,6.7,0.35,1.52,390,0.016,0.01,0.38,3.4,3.2,54.2,2.8,12.32,3174,0.13,0.08,3.1
301,Bvvis,2001JJ00,0.4,0.39,0.0,0.39,6.5,0.33,1.41,380,0.015,0.01,0.37,3.4,3.2,53.6,2.7,11.62,3174,0.13,0.08,3.1
302,Bvvis,2002JJ00,0.3,0.32,0.0,0.32,5.4,0.27,1.13,320,0.013,0.008,0.31,3.3,3.1,53.2,2.6,11.1,3174,0.13,0.08,3.0
303,Bvvis,2003JJ00,0.3,0.28,0.0,0.28,4.9,0.24,1.05,290,0.011,0.007,0.27,3.3,3.1,53.4,2.6,11.42,3174,0.12,0.08,2.9
304,Bvvis,2004JJ00,0.3,0.26,0.0,0.26,4.7,0.22,1.0,280,0.01,0.007,0.25,3.2,3.0,53.3,2.5,11.47,3174,0.12,0.08,2.9
305,Bvvis,2005JJ00,0.3,0.25,0.0,0.25,4.6,0.22,1.0,270,0.01,0.007,0.24,3.2,2.9,53.5,2.5,11.68,3174,0.12,0.08,2.8
306,Bvvis,2006JJ00,0.3,0.23,0.0,0.23,4.4,0.2,0.97,260,0.009,0.006,0.22,3.1,2.9,53.7,2.5,11.93,3174,0.11,0.08,2.8
307,Bvvis,2007JJ00,0.2,0.2,0.0,0.2,3.8,0.18,0.73,220,0.008,0.006,0.19,3.1,2.8,53.4,2.5,10.36,3174,0.11,0.08,2.7
308,Bvvis,2008JJ00,0.2,0.17,0.0,0.17,3.5,0.16,0.54,200,0.007,0.005,0.17,3.1,2.7,53.8,2.5,8.41,3174,0.11,0.08,2.6
309,Bvvis,2009JJ00,0.2,0.16,0.0,0.16,3.3,0.16,0.57,190,0.006,0.005,0.15,3.0,2.6,54.6,2.6,9.39,3174,0.1,0.08,2.5
310,Bvvis,2010JJ00,0.2,0.16,0.0,0.16,3.2,0.14,0.39,200,0.006,0.005,0.15,2.9,2.5,52.4,2.4,6.34,3174,0.1,0.08,2.4
311,Bvvis,2011JJ00,0.1,0.13,0.0,0.13,2.6,0.11,0.13,170,0.005,0.004,0.13,2.8,2.5,49.4,2.0,2.44,3174,0.1,0.08,2.4
312,Bvvis,2012JJ00,0.1,0.1,0.0,0.1,2.0,0.08,0.09,130,0.004,0.003,0.1,2.8,2.4,48.5,2.0,2.12,3174,0.1,0.08,2.3
313,Bvvis,2013JJ00,0.1,0.12,0.0,0.12,2.4,0.1,0.13,150,0.005,0.004,0.11,2.8,2.4,48.9,2.0,2.7,3174,0.09,0.08,2.3
314,Bvvis,2014JJ00,0.1,0.11,0.0,0.11,2.4,0.1,0.19,150,0.004,0.004,0.11,2.8,2.3,50.3,2.1,4.01,3174,0.09,0.08,2.2
315,Bvvis,2015JJ00,0.1,0.1,0.0,0.1,2.5,0.09,0.08,160,0.004,0.004,0.1,2.5,2.1,48.5,1.8,1.5,3174,0.08,0.08,2.0
316,Bvvis,2016JJ00,0.4,0.11,0.0,0.11,2.6,0.09,0.04,170,0.004,0.004,0.1,7.8,2.0,47.8,1.7,0.77,3174,0.08,0.08,1.9
317,Bvvis,2017JJ00,0.4,0.11,0.0,0.11,2.6,0.09,0.04,170,0.004,0.004,0.1,7.8,2.0,47.8,1.7,0.77,3174,0.08,0.08,1.9
318,Bvvis,2018JJ00,0.4,0.11,0.0,0.11,2.6,0.09,0.04,170,0.004,0.004,0.1,7.8,2.0,47.8,1.7,0.77,3174,0.08,0.08,1.9
319,Swtot,1990JJ00,0.3,0.08,0.0,0.08,2.2,0.06,0.1,90,0.006,0.001,0.07,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.5
320,Swtot,1991JJ00,0.3,0.08,0.0,0.08,2.2,0.06,0.1,90,0.006,0.001,0.07,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.5
321,Swtot,1992JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.1,90,0.006,0.001,0.07,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.5
322,Swtot,1993JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.1,90,0.006,0.001,0.07,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
323,Swtot,1994JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.1,90,0.006,0.001,0.07,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
324,Swtot,1995JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.1,90,0.006,0.001,0.07,9.1,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
325,Swtot,1996JJ00,0.3,0.08,0.0,0.08,2.4,0.06,0.1,100,0.007,0.001,0.08,9.1,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
326,Swtot,1997JJ00,0.3,0.09,0.0,0.09,2.6,0.06,0.11,110,0.007,0.001,0.08,9.1,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
327,Swtot,1998JJ00,0.3,0.09,0.0,0.09,2.5,0.06,0.11,100,0.007,0.001,0.08,9.2,2.7,78.0,1.7,3.42,3170,0.21,0.03,2.4
328,Swtot,1999JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.1,90,0.006,0.001,0.07,9.1,2.6,78.0,1.7,3.42,3170,0.21,0.03,2.4
329,Swtot,2000JJ00,0.3,0.09,0.0,0.09,2.8,0.07,0.12,110,0.008,0.001,0.09,9.0,2.6,78.0,1.7,3.42,3170,0.21,0.03,2.4
330,Swtot,2001JJ00,0.3,0.09,0.0,0.09,2.7,0.06,0.12,110,0.007,0.001,0.08,8.9,2.6,78.0,1.6,3.42,3170,0.21,0.03,2.3
331,Swtot,2002JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.11,110,0.007,0.001,0.08,8.8,2.5,78.0,1.6,3.42,3170,0.21,0.03,2.3
332,Swtot,2003JJ00,0.3,0.08,0.0,0.08,2.5,0.06,0.11,100,0.007,0.001,0.07,8.7,2.5,78.0,1.6,3.42,3170,0.21,0.03,2.3
333,Swtot,2004JJ00,0.3,0.09,0.0,0.09,2.7,0.06,0.12,110,0.007,0.001,0.08,8.7,2.5,78.0,1.6,3.42,3170,0.21,0.03,2.3
334,Swtot,2005JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.11,110,0.007,0.001,0.08,8.7,2.5,78.0,1.6,3.42,3170,0.21,0.03,2.3
335,Swtot,2006JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.11,110,0.007,0.001,0.08,8.7,2.5,78.0,1.6,3.42,3166,0.21,0.03,2.3
336,Swtot,2007JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.1,100,0.007,0.001,0.08,8.7,2.5,78.0,1.6,3.04,3125,0.21,0.03,2.3
337,Swtot,2008JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.06,100,0.007,0.001,0.08,8.7,2.5,78.0,1.6,1.9,3125,0.21,0.03,2.3
338,Swtot,2009JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.03,90,0.006,0.001,0.07,9.1,2.6,78.0,1.7,0.95,3120,0.21,0.03,2.4
339,Swtot,2010JJ00,0.3,0.08,0.0,0.08,2.6,0.06,0.02,110,0.007,0.001,0.08,8.7,2.5,78.0,1.6,0.48,3151,0.21,0.03,2.3
340,Swtot,2011JJ00,0.3,0.08,0.0,0.08,2.5,0.06,0.0,100,0.007,0.001,0.07,8.7,2.5,78.0,1.6,0.02,3133,0.21,0.03,2.3
341,Swtot,2012JJ00,0.2,0.07,0.0,0.07,2.1,0.06,0.0,80,0.006,0.001,0.07,9.3,2.7,78.0,1.7,0.02,3122,0.21,0.03,2.5
342,Swtot,2013JJ00,0.2,0.07,0.0,0.07,2.1,0.05,0.0,80,0.006,0.001,0.07,9.2,2.7,78.0,1.7,0.02,3122,0.21,0.03,2.5
343,Swtot,2014JJ00,0.3,0.08,0.0,0.08,2.2,0.06,0.0,90,0.006,0.001,0.07,9.3,2.7,78.0,1.7,0.02,3119,0.21,0.03,2.5
344,Swtot,2015JJ00,0.3,0.08,0.0,0.08,2.3,0.06,0.0,90,0.006,0.001,0.07,9.3,2.7,78.0,1.7,0.02,3122,0.21,0.03,2.5
345,Swtot,2016JJ00,0.3,0.08,0.0,0.08,2.2,0.06,0.0,90,0.006,0.001,0.07,9.3,2.7,78.0,1.7,0.02,3124,0.21,0.03,2.5
346,Swtot,2017JJ00,0.2,0.07,0.0,0.07,2.1,0.05,0.0,80,0.006,0.001,0.07,9.3,2.7,78.0,1.7,0.02,3121,0.21,0.03,2.5
347,Swtot,2018JJ00,0.2,0.06,0.0,0.06,1.8,0.05,0.0,70,0.005,0.001,0.06,9.3,2.7,78.0,1.7,0.02,3121,0.21,0.03,2.5
348,Swpav,1990JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
349,Swpav,1991JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
350,Swpav,1992JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
351,Swpav,1993JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
352,Swpav,1994JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
353,Swpav,1995JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.04,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
354,Swpav,1996JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.04,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
355,Swpav,1997JJ00,0.2,0.06,0.0,0.06,0.9,0.04,0.04,40,0.002,0.0,0.06,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
356,Swpav,1998JJ00,0.2,0.06,0.0,0.06,0.9,0.04,0.04,40,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
357,Swpav,1999JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
358,Swpav,2000JJ00,0.2,0.06,0.0,0.06,0.9,0.04,0.04,40,0.003,0.0,0.06,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
359,Swpav,2001JJ00,0.2,0.06,0.0,0.06,0.9,0.04,0.04,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
360,Swpav,2002JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.04,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
361,Swpav,2003JJ00,0.1,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
362,Swpav,2004JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.04,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
363,Swpav,2005JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3170,0.21,0.03,4.8
364,Swpav,2006JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.42,3166,0.21,0.03,4.8
365,Swpav,2007JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.03,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,3.04,3125,0.21,0.03,4.8
366,Swpav,2008JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.02,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,1.9,3125,0.21,0.03,4.8
367,Swpav,2009JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.01,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.95,3120,0.21,0.03,4.8
368,Swpav,2010JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.48,3151,0.21,0.03,4.8
369,Swpav,2011JJ00,0.1,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3133,0.21,0.03,4.8
370,Swpav,2012JJ00,0.1,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3122,0.21,0.03,4.8
371,Swpav,2013JJ00,0.1,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3122,0.21,0.03,4.8
372,Swpav,2014JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3119,0.21,0.03,4.8
373,Swpav,2015JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3122,0.21,0.03,4.8
374,Swpav,2016JJ00,0.2,0.05,0.0,0.05,0.8,0.04,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3124,0.21,0.03,4.8
375,Swpav,2017JJ00,0.1,0.05,0.0,0.05,0.8,0.03,0.0,30,0.002,0.0,0.05,15.0,5.0,78.0,3.0,0.02,3121,0.21,0.03,4.8
376,Swpav,2018JJ00,0.1,0.04,0.0,0.04,0.7,0.03,0.0,30,0.002,0.0,0.04,15.0,5.0,78.0,3.0,0.02,3121,0.21,0.03,4.8
377,Swvav,1990JJ00,0.1,0.03,0.0,0.03,1.4,0.02,0.06,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
378,Swvav,1991JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.06,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
379,Swvav,1992JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.06,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
380,Swvav,1993JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.06,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
381,Swvav,1994JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.06,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
382,Swvav,1995JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.07,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
383,Swvav,1996JJ00,0.1,0.03,0.0,0.03,1.6,0.02,0.07,60,0.004,0.001,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
384,Swvav,1997JJ00,0.1,0.03,0.0,0.03,1.7,0.02,0.07,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
385,Swvav,1998JJ00,0.1,0.03,0.0,0.03,1.6,0.02,0.07,70,0.004,0.001,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
386,Swvav,1999JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.07,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
387,Swvav,2000JJ00,0.1,0.03,0.0,0.03,1.9,0.03,0.08,80,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
388,Swvav,2001JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.08,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
389,Swvav,2002JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.08,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
390,Swvav,2003JJ00,0.1,0.03,0.0,0.03,1.8,0.02,0.08,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
391,Swvav,2004JJ00,0.1,0.03,0.0,0.03,1.9,0.03,0.08,80,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
392,Swvav,2005JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.08,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3170,0.21,0.03,1.2
393,Swvav,2006JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.08,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.42,3166,0.21,0.03,1.2
394,Swvav,2007JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.07,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,3.04,3125,0.21,0.03,1.2
395,Swvav,2008JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.04,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,1.9,3125,0.21,0.03,1.2
396,Swvav,2009JJ00,0.1,0.03,0.0,0.03,1.5,0.02,0.02,60,0.004,0.001,0.02,6.0,1.4,78.0,1.0,0.95,3120,0.21,0.03,1.2
397,Swvav,2010JJ00,0.1,0.03,0.0,0.03,1.8,0.03,0.01,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,0.48,3151,0.21,0.03,1.2
398,Swvav,2011JJ00,0.1,0.03,0.0,0.03,1.7,0.02,0.0,70,0.005,0.001,0.03,6.0,1.4,78.0,1.0,0.02,3133,0.21,0.03,1.2
399,Swvav,2012JJ00,0.1,0.02,0.0,0.02,1.3,0.02,0.0,50,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3122,0.21,0.03,1.2
400,Swvav,2013JJ00,0.1,0.02,0.0,0.02,1.3,0.02,0.0,50,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3122,0.21,0.03,1.2
401,Swvav,2014JJ00,0.1,0.02,0.0,0.02,1.4,0.02,0.0,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3119,0.21,0.03,1.2
402,Swvav,2015JJ00,0.1,0.03,0.0,0.03,1.4,0.02,0.0,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3122,0.21,0.03,1.2
403,Swvav,2016JJ00,0.1,0.03,0.0,0.03,1.4,0.02,0.0,60,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3124,0.21,0.03,1.2
404,Swvav,2017JJ00,0.1,0.02,0.0,0.02,1.3,0.02,0.0,50,0.004,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3121,0.21,0.03,1.2
405,Swvav,2018JJ00,0.1,0.02,0.0,0.02,1.2,0.02,0.0,50,0.003,0.0,0.02,6.0,1.4,78.0,1.0,0.02,3121,0.21,0.03,1.2
406,Luvrt,1990JJ00,3.6,0.41,0.06,0.48,1.4,0.04,0.11,330,0.017,0.011,0.46,35.3,4.0,13.6,0.4,1.11,3210,0.16,0.1,3.9
407,Luvrt,1991JJ00,3.8,0.42,0.07,0.49,1.5,0.04,0.12,350,0.017,0.011,0.47,36.6,4.0,14.6,0.4,1.17,3393,0.16,0.11,3.9
408,Luvrt,1992JJ00,4.0,0.42,0.08,0.5,1.6,0.04,0.13,380,0.017,0.012,0.48,35.0,3.7,14.3,0.4,1.15,3312,0.15,0.11,3.5
409,Luvrt,1993JJ00,4.0,0.4,0.09,0.49,1.8,0.04,0.14,420,0.016,0.013,0.47,32.5,3.3,14.8,0.4,1.17,3393,0.13,0.11,3.1
410,Luvrt,1994JJ00,4.1,0.4,0.1,0.49,1.9,0.05,0.15,430,0.016,0.014,0.48,32.3,3.2,15.1,0.4,1.19,3424,0.13,0.11,3.0
411,Luvrt,1995JJ00,4.2,0.39,0.11,0.5,2.0,0.05,0.16,460,0.016,0.015,0.48,29.0,2.7,14.2,0.3,1.11,3218,0.11,0.1,2.6
412,Luvrt,1996JJ00,4.0,0.35,0.12,0.46,2.3,0.05,0.18,510,0.014,0.016,0.45,25.4,2.2,14.4,0.3,1.12,3220,0.09,0.1,2.1
413,Luvrt,1997JJ00,4.2,0.37,0.12,0.49,2.4,0.05,0.19,540,0.015,0.018,0.48,25.0,2.2,14.2,0.3,1.12,3220,0.09,0.1,2.1
414,Luvrt,1998JJ00,4.2,0.36,0.13,0.49,2.6,0.06,0.2,580,0.014,0.019,0.48,23.1,2.0,14.3,0.3,1.12,3221,0.08,0.1,1.9
415,Luvrt,1999JJ00,4.3,0.35,0.14,0.49,2.6,0.06,0.2,600,0.014,0.019,0.47,23.1,1.9,14.0,0.3,1.09,3224,0.07,0.1,1.8
416,Luvrt,2000JJ00,4.0,0.35,0.13,0.48,2.8,0.06,0.2,630,0.014,0.02,0.47,20.5,1.8,14.3,0.3,1.03,3226,0.07,0.1,1.7
417,Luvrt,2001JJ00,3.7,0.32,0.13,0.45,2.7,0.06,0.19,630,0.013,0.02,0.44,19.3,1.6,14.1,0.3,1.0,3227,0.07,0.1,1.6
418,Luvrt,2002JJ00,3.7,0.29,0.13,0.43,2.7,0.05,0.19,620,0.012,0.02,0.41,19.1,1.5,14.1,0.3,1.0,3230,0.06,0.1,1.5
419,Luvrt,2003JJ00,3.7,0.32,0.13,0.45,2.8,0.05,0.2,660,0.013,0.021,0.44,18.1,1.6,13.8,0.3,1.0,3229,0.06,0.1,1.5
420,Luvrt,2004JJ00,3.7,0.34,0.14,0.48,2.9,0.06,0.21,680,0.013,0.022,0.46,17.7,1.6,14.1,0.3,1.0,3234,0.06,0.11,1.5
421,Luvrt,2005JJ00,3.7,0.33,0.15,0.47,3.1,0.06,0.22,710,0.013,0.023,0.46,17.1,1.5,14.0,0.3,1.0,3232,0.06,0.11,1.4
422,Luvrt,2006JJ00,3.9,0.34,0.15,0.49,3.2,0.06,0.22,730,0.014,0.024,0.48,17.1,1.5,14.1,0.3,0.99,3240,0.06,0.11,1.4
423,Luvrt,2007JJ00,3.9,0.35,0.16,0.51,3.2,0.06,0.23,750,0.014,0.024,0.49,16.8,1.5,14.0,0.2,0.99,3234,0.06,0.11,1.4
424,Luvrt,2008JJ00,4.0,0.34,0.16,0.5,3.2,0.06,0.23,750,0.014,0.024,0.48,17.3,1.5,14.0,0.2,0.99,3236,0.06,0.11,1.4
425,Luvrt,2009JJ00,3.9,0.32,0.14,0.46,3.0,0.05,0.21,680,0.013,0.022,0.45,18.4,1.5,14.1,0.2,0.99,3243,0.06,0.11,1.4
426,Luvrt,2010JJ00,3.8,0.32,0.14,0.46,3.1,0.05,0.21,700,0.013,0.023,0.45,17.8,1.5,14.2,0.2,0.99,3243,0.06,0.11,1.4
427,Luvrt,2011JJ00,3.8,0.33,0.16,0.49,3.2,0.05,0.23,740,0.013,0.024,0.47,16.7,1.5,14.1,0.2,0.99,3235,0.06,0.11,1.4
428,Luvrt,2012JJ00,3.6,0.33,0.08,0.41,3.2,0.05,0.22,730,0.013,0.024,0.4,16.2,1.5,14.2,0.2,0.99,3234,0.06,0.11,1.4
429,Luvrt,2013JJ00,3.5,0.33,0.08,0.41,3.3,0.05,0.22,730,0.013,0.024,0.4,15.7,1.5,14.6,0.2,1.0,3233,0.06,0.11,1.4
430,Luvrt,2014JJ00,3.5,0.33,0.09,0.42,3.3,0.05,0.23,740,0.013,0.024,0.4,15.5,1.4,14.5,0.2,1.0,3228,0.06,0.1,1.4
431,Luvrt,2015JJ00,3.5,0.33,0.09,0.41,3.4,0.05,0.23,750,0.013,0.024,0.4,15.0,1.4,14.4,0.2,1.0,3224,0.06,0.1,1.3
432,Luvrt,2016JJ00,3.6,0.34,0.09,0.43,3.5,0.05,0.24,790,0.014,0.026,0.42,14.6,1.4,14.4,0.2,1.0,3219,0.06,0.1,1.3
433,Luvrt,2017JJ00,3.6,0.35,0.1,0.44,3.7,0.05,0.25,810,0.014,0.026,0.43,14.0,1.4,14.5,0.2,1.0,3219,0.05,0.1,1.3
434,Luvrt,2018JJ00,3.6,0.35,0.1,0.44,3.7,0.11,0.25,810,0.014,0.026,0.43,14.0,1.4,14.5,0.4,1.0,3219,0.05,0.1,1.3
435,Zevrt,1990JJ00,0.6,0.51,0.0,0.51,12.8,0.94,7.41,670,0.021,0.017,0.49,3.1,2.4,60.2,4.4,34.91,3173,0.1,0.08,2.3
436,Zevrt,1991JJ00,0.7,0.52,0.0,0.52,12.9,0.94,7.47,680,0.021,0.017,0.5,3.1,2.4,60.2,4.4,34.91,3173,0.1,0.08,2.3
437,Zevrt,1992JJ00,0.7,0.52,0.0,0.52,13.0,0.95,7.53,680,0.021,0.017,0.5,3.1,2.4,60.2,4.4,34.91,3173,0.1,0.08,2.3
438,Zevrt,1993JJ00,0.7,0.53,0.0,0.53,13.1,0.96,7.59,690,0.021,0.017,0.51,3.1,2.4,60.2,4.4,34.91,3173,0.1,0.08,2.3
439,Zevrt,1994JJ00,0.7,0.52,0.0,0.52,13.0,0.96,7.57,680,0.021,0.017,0.5,3.1,2.4,60.6,4.5,35.32,3173,0.1,0.08,2.3
440,Zevrt,1995JJ00,0.7,0.53,0.0,0.53,13.2,0.97,7.65,700,0.021,0.018,0.51,3.1,2.4,60.2,4.4,34.91,3173,0.1,0.08,2.3
441,Zevrt,1996JJ00,0.7,0.55,0.0,0.55,13.7,1.01,7.97,720,0.022,0.018,0.53,3.1,2.4,60.3,4.4,35.13,3173,0.1,0.08,2.3
442,Zevrt,1997JJ00,0.8,0.61,0.0,0.61,15.2,1.15,9.05,800,0.024,0.02,0.58,3.0,2.4,60.0,4.6,35.8,3173,0.1,0.08,2.3
443,Zevrt,1998JJ00,0.8,0.62,0.0,0.62,15.6,1.16,9.41,820,0.025,0.021,0.6,3.0,2.4,60.2,4.5,36.25,3173,0.1,0.08,2.3
444,Zevrt,1999JJ00,0.8,0.63,0.0,0.63,15.8,1.18,9.61,840,0.025,0.021,0.61,3.0,2.4,59.8,4.5,36.28,3173,0.1,0.08,2.3
445,Zevrt,2000JJ00,0.8,0.66,0.0,0.66,16.4,1.23,10.05,880,0.026,0.022,0.63,3.0,2.4,59.2,4.4,36.15,3173,0.09,0.08,2.3
446,Zevrt,2001JJ00,0.8,0.66,0.0,0.66,16.8,1.21,10.04,900,0.027,0.023,0.64,3.0,2.3,59.3,4.3,35.58,3173,0.09,0.08,2.3
