ID,StationDistrict,Perioden,Temperatuur_1,Zonneschijn_2,Neerslag_3
1109,Vlis,1992MM12,4.9,58.9,58.7
1110,Vlis,1992JJ00,11.0,1621.9,831.6
1111,Vlis,1993MM01,5.8,66.1,65.2
1112,Vlis,1993MM02,3.6,62.2,25.9
1113,Vlis,1993MM03,6.2,195.5,11.4
1114,Vlis,1993MM04,10.8,189.0,34.9
1115,Vlis,1993MM05,14.0,248.9,62.0
1116,Vlis,1993MM06,16.2,229.5,55.1
1117,Vlis,1993MM07,16.7,201.3,149.2
1118,Vlis,1993MM08,16.4,176.0,48.5
1119,Vlis,1993MM09,14.5,120.1,151.6
1120,Vlis,1993MM10,10.3,110.7,63.9
1121,Vlis,1993MM11,4.2,90.0,60.5
1122,Vlis,1993MM12,6.0,23.8,157.7
1123,Vlis,1993JJ00,10.4,1689.3,885.9
1124,Vlis,1994MM01,5.9,59.2,77.7
1125,Vlis,1994MM02,2.9,93.6,41.1
1126,Vlis,1994MM03,7.5,126.8,70.6
1127,Vlis,1994MM04,8.7,175.6,75.3
1128,Vlis,1994MM05,12.4,201.1,57.1
1129,Vlis,1994MM06,15.3,224.5,49.7
1130,Vlis,1994MM07,20.6,297.2,29.8
1131,Vlis,1994MM08,0.0,209.0,62.8
1132,Vlis,1994MM09,14.5,112.4,147.7
1133,Vlis,1994MM10,11.2,137.5,86.7
1134,Vlis,1994MM11,11.1,64.5,40.9
1135,Vlis,1994MM12,6.9,68.5,116.1
1136,Vlis,1994JJ00,11.3,1769.9,855.5
1137,Vlis,1995MM01,5.2,74.7,136.1
1138,Vlis,1995MM02,7.3,88.0,89.3
1139,Vlis,1995MM03,6.4,212.6,60.3
1140,Vlis,1995MM04,9.0,160.6,33.6
1141,Vlis,1995MM05,13.1,271.9,33.0
1142,Vlis,1995MM06,14.6,195.8,63.1
1143,Vlis,1995MM07,20.0,280.1,64.0
1144,Vlis,1995MM08,20.3,287.5,27.8
1145,Vlis,1995MM09,15.4,135.6,136.3
1146,Vlis,1995MM10,14.2,158.3,19.0
1147,Vlis,1995MM11,8.8,95.5,68.3
1148,Vlis,1995MM12,1.5,60.0,57.8
1149,Vlis,1995JJ00,11.3,2020.6,788.6
1150,Vlis,1996MM01,1.3,86.1,11.1
1151,Vlis,1996MM02,1.5,77.7,60.7
1152,Vlis,1996MM03,3.6,144.2,18.3
1153,Vlis,1996MM04,8.7,237.8,6.5
1154,Vlis,1996MM05,10.3,168.0,64.8
1155,Vlis,1996MM06,15.3,251.2,21.9
1156,Vlis,1996MM07,16.7,233.2,39.5
1157,Vlis,1996MM08,17.9,195.7,114.7
1158,Vlis,1996MM09,14.1,180.7,28.4
1159,Vlis,1996MM10,12.4,144.5,80.0
1160,Vlis,1996MM11,7.4,69.4,130.4
1161,Vlis,1996MM12,1.8,60.6,40.7
1162,Vlis,1996JJ00,9.3,1849.1,617.0
1163,Vlis,1997MM01,-0.5,89.7,4.9
1164,Vlis,1997MM02,6.0,90.4,79.2
1165,Vlis,1997MM03,8.2,147.3,18.2
1166,Vlis,1997MM04,8.6,224.2,26.7
1167,Vlis,1997MM05,12.7,235.9,75.9
1168,Vlis,1997MM06,15.7,205.7,128.1
1169,Vlis,1997MM07,17.7,234.3,47.3
1170,Vlis,1997MM08,21.0,239.8,55.7
1171,Vlis,1997MM09,15.8,208.9,17.1
1172,Vlis,1997MM10,11.5,144.4,94.5
1173,Vlis,1997MM11,8.1,63.1,65.6
1174,Vlis,1997MM12,5.9,43.1,75.4
1175,Vlis,1997JJ00,10.9,1926.8,688.6
1176,Vlis,1998MM01,5.2,92.0,78.7
1177,Vlis,1998MM02,6.0,125.0,17.3
1178,Vlis,1998MM03,7.9,92.4,68.4
1179,Vlis,1998MM04,9.3,122.3,83.3
1180,Vlis,1998MM05,14.6,231.5,40.7
1181,Vlis,1998MM06,15.8,174.4,147.6
1182,Vlis,1998MM07,16.8,190.0,46.7
1183,Vlis,1998MM08,17.6,241.5,56.7
1184,Vlis,1998MM09,15.9,134.0,184.2
1185,Vlis,1998MM10,11.3,62.9,115.8
1186,Vlis,1998MM11,5.6,93.1,154.4
1187,Vlis,1998MM12,5.4,40.9,96.9
1188,Vlis,1998JJ00,11.0,1599.7,1090.7
1189,Vlis,1999MM01,6.0,90.5,78.9
1190,Vlis,1999MM02,4.6,104.0,68.1
1191,Vlis,1999MM03,7.5,135.6,83.5
1192,Vlis,1999MM04,9.9,174.4,58.1
1193,Vlis,1999MM05,14.3,228.7,37.4
1194,Vlis,1999MM06,15.7,251.6,84.8
1195,Vlis,1999MM07,19.2,277.9,33.4
1196,Vlis,1999MM08,18.3,185.4,109.4
1197,Vlis,1999MM09,18.1,163.4,55.2
1198,Vlis,1999MM10,11.9,133.6,108.5
1199,Vlis,1999MM11,5.8,84.8,62.3
1200,Vlis,1999MM12,4.9,51.7,152.3
1201,Vlis,1999JJ00,11.4,1881.6,0.0
1202,Vlis,2000MM01,4.9,74.0,931.9
1203,Vlis,2000MM02,6.3,111.1,40.8
1204,Maas,1960X001,1.6,50.2,66.0
1205,Maas,1960X002,1.9,62.7,53.0
1206,Maas,1960X003,5.3,117.8,46.0
1207,Maas,1960X004,8.6,149.7,55.0
1208,Maas,1960X005,12.5,196.5,58.0
1209,Maas,1960X006,15.6,210.5,70.0
1210,Maas,1960X007,17.2,196.7,71.0
1211,Maas,1960X008,17.1,183.3,80.0
1212,Maas,1960X009,14.4,142.9,68.0
1213,Maas,1960X010,9.8,102.3,59.0
1214,Maas,1960X011,5.8,51.3,62.0
1215,Maas,1960X012,2.8,41.5,59.0
1216,Maas,1960X013,9.4,1505.4,747.0
1217,Maas,1980X001,1.9,43.4,64.0
1218,Maas,1980X002,2.4,64.9,58.0
1219,Maas,1980X003,5.2,103.1,56.0
1220,Maas,1980X004,8.2,147.0,55.0
1221,Maas,1980X005,12.4,192.0,64.0
1222,Maas,1980X006,15.5,191.5,72.0
1223,Maas,1980X007,16.9,178.1,83.0
1224,Maas,1980X008,16.7,175.0,86.0
1225,Maas,1980X009,14.2,141.1,64.0
1226,Maas,1980X010,10.2,108.4,59.0
1227,Maas,1980X011,5.7,54.4,73.0
1228,Maas,1980X012,3.1,40.1,73.0
1229,Maas,1980X013,9.4,1439.0,807.0
1230,Maas,1980MM01,0.2,51.7,46.0
1231,Maas,1980MM02,5.1,68.0,57.0
1232,Maas,1980MM03,5.0,44.9,55.0
1233,Maas,1980MM04,7.5,150.0,57.0
1234,Maas,1980MM05,11.7,260.8,41.0
1235,Maas,1980MM06,14.7,126.0,79.0
1236,Maas,1980MM07,15.5,120.1,172.0
1237,Maas,1980MM08,17.1,152.4,73.0
1238,Maas,1980MM09,15.2,160.2,44.0
1239,Maas,1980MM10,8.9,99.7,74.0
1240,Maas,1980MM11,4.3,41.0,49.0
1241,Maas,1980MM12,2.8,34.7,80.0
1242,Maas,1980JJ00,9.0,1309.5,827.0
1243,Maas,1981MM01,2.0,36.2,105.0
1244,Maas,1981MM02,1.0,82.9,38.0
1245,Maas,1981MM03,8.8,65.5,96.0
1246,Maas,1981MM04,8.5,126.0,22.0
1247,Maas,1981MM05,13.6,181.0,84.0
1248,Maas,1981MM06,15.2,148.0,149.0
1249,Maas,1981MM07,16.8,137.8,70.0
1250,Maas,1981MM08,16.9,154.6,71.0
1251,Maas,1981MM09,15.0,158.4,60.0
1252,Maas,1981MM10,9.0,51.7,115.0
1253,Maas,1981MM11,6.5,50.2,74.0
1254,Maas,1981MM12,0.7,24.3,123.0
1255,Maas,1981JJ00,9.6,1216.3,1021.0
1256,Maas,1982MM01,1.3,76.4,62.0
1257,Maas,1982MM02,3.5,99.9,21.0
1258,Maas,1982MM03,5.4,124.3,67.0
1259,Maas,1982MM04,7.8,173.5,41.0
1260,Maas,1982MM05,12.8,208.5,91.0
1261,Maas,1982MM06,16.5,162.1,107.0
1262,Maas,1982MM07,18.9,203.9,41.0
1263,Maas,1982MM08,17.4,163.1,92.0
1264,Maas,1982MM09,16.4,177.4,35.0
1265,Maas,1982MM10,11.3,97.4,148.0
1266,Maas,1982MM11,7.8,46.5,53.0
1267,Maas,1982MM12,3.5,21.7,77.0
1268,Maas,1982JJ00,10.3,1554.7,835.0
1269,Maas,1983MM01,5.6,33.5,79.0
1270,Maas,1983MM02,0.0,81.9,67.0
1271,Maas,1983MM03,5.7,87.9,81.0
1272,Maas,1983MM04,8.9,107.5,65.0
1273,Maas,1983MM05,10.7,87.1,138.0
1274,Maas,1983MM06,16.5,181.5,87.0
1275,Maas,1983MM07,20.4,263.4,75.0
1276,Maas,1983MM08,18.3,217.5,40.0
1277,Maas,1983MM09,14.3,134.9,55.0
1278,Maas,1983MM10,10.3,105.1,37.0
1279,Maas,1983MM11,6.0,89.9,57.0
1280,Maas,1983MM12,3.7,55.0,49.0
1281,Maas,1983JJ00,10.0,1445.2,830.0
1282,Maas,1984MM01,3.3,40.8,112.0
1283,Maas,1984MM02,2.0,78.2,100.0
1284,Maas,1984MM03,4.1,112.2,23.0
1285,Maas,1984MM04,7.8,185.9,33.0
1286,Maas,1984MM05,10.2,87.1,194.0
1287,Maas,1984MM06,14.1,149.8,50.0
1288,Maas,1984MM07,16.2,178.7,73.0
1289,Maas,1984MM08,17.7,187.0,27.0
1290,Maas,1984MM09,13.2,68.1,169.0
1291,Maas,1984MM10,11.5,92.8,115.0
1292,Maas,1984MM11,8.6,63.8,66.0
1293,Maas,1984MM12,3.8,37.3,33.0
1294,Maas,1984JJ00,9.4,1281.7,995.0
1295,Maas,1985MM01,-3.5,16.6,69.0
1296,Maas,1985MM02,-1.1,130.6,21.0
1297,Maas,1985MM03,4.1,60.1,58.0
1298,Maas,1985MM04,8.7,120.0,73.0
1299,Maas,1985MM05,13.5,145.3,35.0
1300,Maas,1985MM06,13.7,143.5,125.0
1301,Maas,1985MM07,17.6,209.4,88.0
1302,Maas,1985MM08,16.2,192.2,65.0
1303,Maas,1985MM09,14.7,149.9,44.0
1304,Maas,1985MM10,10.4,144.1,13.0
1305,Maas,1985MM11,2.4,46.2,68.0
1306,Maas,1985MM12,5.6,29.0,73.0
1307,Maas,1985JJ00,8.7,1386.9,730.0
1308,Maas,1986MM01,2.3,33.3,104.0
1309,Maas,1986MM02,-4.8,84.9,7.0
1310,Maas,1986MM03,4.9,95.6,101.0
1311,Maas,1986MM04,6.2,100.6,65.0
1312,Maas,1986MM05,13.8,231.9,68.0
1313,Maas,1986MM06,16.8,225.5,83.0
1314,Maas,1986MM07,17.5,176.0,44.0
1315,Maas,1986MM08,16.2,157.6,59.0
1316,Maas,1986MM09,11.4,146.9,61.0
1317,Maas,1986MM10,11.8,119.2,91.0
1318,Maas,1986MM11,7.9,61.1,48.0
1319,Maas,1986MM12,4.6,35.5,96.0
1320,Maas,1986JJ00,9.9,1468.1,827.0
1321,Maas,1987MM01,-3.5,33.8,61.0
1322,Maas,1987MM02,1.8,36.3,90.0
1323,Maas,1987MM03,2.4,134.6,90.0
1324,Maas,1987MM04,11.2,169.6,41.0
1325,Maas,1987MM05,10.2,118.8,84.0
1326,Maas,1987MM06,14.3,112.5,121.0
1327,Maas,1987MM07,17.3,189.2,76.0
1328,Maas,1987MM08,16.4,129.3,63.0
1329,Maas,1987MM09,15.6,106.2,59.0
1330,Maas,1987MM10,11.3,111.0,56.0
1331,Maas,1987MM11,5.6,29.0,98.0
1332,Maas,1987MM12,3.9,37.6,28.0
1333,Maas,1987JJ00,8.9,1207.9,867.0
1334,Maas,1988MM01,6.1,37.1,75.0
1335,Maas,1988MM02,3.8,52.5,65.0
1336,Maas,1988MM03,4.8,37.6,151.0
1337,Maas,1988MM04,9.1,199.8,18.0
1338,Maas,1988MM05,14.7,209.0,74.0
1339,Maas,1988MM06,15.0,99.3,38.0
1340,Maas,1988MM07,16.4,163.9,140.0
1341,Maas,1988MM08,17.4,206.1,36.0
1342,Maas,1988MM09,13.9,86.8,61.0
1343,Maas,1988MM10,11.2,77.9,65.0
1344,Maas,1988MM11,5.5,64.5,40.0
1345,Maas,1988MM12,6.4,11.9,103.0
1346,Maas,1988JJ00,10.4,1246.4,866.0
1347,Maas,1989MM01,4.1,75.6,25.0
1348,Maas,1989MM02,5.1,86.9,55.0
1349,Maas,1989MM03,8.7,116.4,82.0
1350,Maas,1989MM04,7.4,93.5,130.0
1351,Maas,1989MM05,15.0,321.8,27.0
1352,Maas,1989MM06,15.8,227.2,67.0
1353,Maas,1989MM07,18.6,193.5,37.0
1354,Maas,1989MM08,17.9,195.3,56.0
1355,Maas,1989MM09,15.7,136.2,54.0
1356,Maas,1989MM10,12.6,106.0,64.0
1357,Maas,1989MM11,5.2,121.6,25.0
1358,Maas,1989MM12,4.6,36.6,108.0
1359,Maas,1989JJ00,10.9,1710.6,730.0
1360,Maas,1990MM01,4.9,32.8,55.0
1361,Maas,1990MM02,7.6,93.9,83.0
1362,Maas,1990MM03,8.2,114.4,42.0
1363,Maas,1990MM04,8.2,190.7,46.0
1364,Maas,1990MM05,14.6,289.9,22.0
1365,Maas,1990MM06,15.2,130.7,80.0
1366,Maas,1990MM07,17.3,260.7,46.0
1367,Maas,1990MM08,19.4,183.4,39.0
1368,Maas,1990MM09,12.6,95.7,90.0
1369,Maas,1990MM10,12.2,118.6,42.0
1370,Maas,1990MM11,5.9,57.4,76.0
1371,Maas,1990MM12,2.9,32.4,98.0
1372,Maas,1990JJ00,10.8,1600.6,719.0
1373,Maas,1990X001,2.0,42.3,58.8
1374,Maas,1990X002,2.5,71.4,53.9
1375,Maas,1990X003,5.2,97.9,61.7
1376,Maas,1990X004,8.2,140.6,52.3
1377,Maas,1990X005,12.5,186.9,63.1
1378,Maas,1990X006,15.5,176.4,74.7
1379,Maas,1990X007,17.2,182.8,69.5
1380,Maas,1990X008,17.0,175.3,66.7
1381,Maas,1990X009,14.2,134.3,56.9
1382,Maas,1990X010,10.5,107.7,59.9
1383,Maas,1990X011,5.8,57.5,72.2
1384,Maas,1990X012,3.0,38.0,71.4
1385,Maas,1990X013,9.5,1411.1,761.1
1386,Maas,1991MM01,2.8,84.9,68.6
1387,Maas,1991MM02,-0.6,71.2,27.3
1388,Maas,1991MM03,8.7,92.2,34.9
1389,Maas,1991MM04,8.2,185.4,31.3
1390,Maas,1991MM05,10.3,143.7,39.5
1391,Maas,1991MM06,13.2,107.7,96.3
1392,Maas,1991MM07,19.1,212.0,56.2
1393,Maas,1991MM08,18.6,232.9,32.8
1394,Maas,1991MM09,16.0,153.4,33.2
1395,Maas,1991MM10,10.1,99.2,33.0
1396,Maas,1991MM11,5.3,56.9,111.5
1397,Maas,1991MM12,3.0,48.0,90.7
1398,Maas,1991JJ00,9.6,1275.5,655.3
1399,Maas,1992MM01,2.0,38.6,31.1
1400,Maas,1992MM02,4.5,67.2,35.7
1401,Maas,1992MM03,6.8,90.8,74.8
1402,Maas,1992MM04,8.8,127.3,60.2
1403,Maas,1992MM05,15.3,241.4,35.5
1404,Maas,1992MM06,16.6,187.2,94.1
1405,Maas,1992MM07,18.7,212.0,75.5
1406,Maas,1992MM08,18.5,167.1,118.2
1407,Maas,1992MM09,14.6,163.9,49.2
1408,Maas,1992MM10,7.6,103.2,82.7
1409,Maas,1992MM11,7.4,46.1,79.5
1410,Maas,1992MM12,3.5,63.6,64.3
1411,Maas,1992JJ00,10.4,1508.4,800.8
1412,Maas,1993MM01,5.0,62.1,109.8
1413,Maas,1993MM02,1.0,57.3,28.3
1414,Maas,1993MM03,6.1,201.1,7.4
1415,Maas,1993MM04,11.5,164.3,33.6
1416,Maas,1993MM05,14.9,225.7,68.9
1417,Maas,1993MM06,16.8,195.2,28.8
1418,Maas,1993MM07,17.0,166.4,109.6
1419,Maas,1993MM08,15.9,165.6,46.6
1420,Maas,1993MM09,13.3,106.5,156.5
1421,Maas,1993MM10,9.0,92.6,78.4
1422,Maas,1993MM11,2.1,88.7,38.7
1423,Maas,1993MM12,5.1,16.9,159.4
1424,Maas,1993JJ00,9.8,1525.5,866.0
1425,Maas,1994MM01,4.5,49.8,96.7
1426,Maas,1994MM02,2.3,87.8,27.2
1427,Maas,1994MM03,7.7,115.3,90.0
1428,Maas,1994MM04,8.7,144.8,43.0
1429,Maas,1994MM05,12.9,159.6,51.5
1430,Maas,1994MM06,16.4,220.3,55.9
1431,Maas,1994MM07,22.2,252.1,28.1
1432,Maas,1994MM08,18.3,175.9,69.4
1433,Maas,1994MM09,13.7,86.9,114.2
1434,Maas,1994MM10,9.7,118.1,53.0
1435,Maas,1994MM11,9.9,64.1,60.6
1436,Maas,1994MM12,5.6,70.4,87.5
1437,Maas,1994JJ00,11.0,1545.1,777.1
1438,Maas,1995MM01,3.5,67.9,139.8
1439,Maas,1995MM02,6.5,67.5,95.8
1440,Maas,1995MM03,5.2,177.5,73.9
1441,Maas,1995MM04,9.1,111.4,56.1
1442,Maas,1995MM05,13.5,215.2,44.8
1443,Maas,1995MM06,15.0,171.9,66.8
1444,Maas,1995MM07,21.2,262.3,33.0
1445,Maas,1995MM08,20.4,250.6,16.9
1446,Maas,1995MM09,14.0,104.3,80.0
1447,Maas,1995MM10,13.6,142.4,39.5
1448,Maas,1995MM11,6.4,92.4,55.5
1449,Maas,1995MM12,0.2,55.3,59.2
1450,Maas,1995JJ00,10.7,1718.7,761.5
1451,Maas,1996MM01,0.9,89.1,12.3
1452,Maas,1996MM02,0.7,61.1,56.7
1453,Maas,1996MM03,3.3,127.4,22.5
1454,Maas,1996MM04,9.9,237.4,8.6
1455,Maas,1996MM05,11.1,116.5,46.9
1456,Maas,1996MM06,16.5,227.7,40.3
1457,Maas,1996MM07,16.9,196.4,50.7
1458,Maas,1996MM08,17.6,182.4,197.7
1459,Maas,1996MM09,12.4,139.1,39.1
1460,Maas,1996MM10,10.7,128.9,55.8
1461,Maas,1996MM11,5.4,46.2,88.9
1462,Maas,1996MM12,0.1,59.8,49.3
1463,Maas,1996JJ00,8.8,1525.5,668.8
1464,Maas,1997MM01,-1.1,78.5,6.4
1465,Maas,1997MM02,6.3,66.6,93.5
1466,Maas,1997MM03,8.4,128.4,37.7
1467,Maas,1997MM04,8.0,199.1,59.6
1468,Maas,1997MM05,13.1,226.8,98.8
1469,Maas,1997MM06,16.2,185.7,109.2
1470,Maas,1997MM07,16.2,169.6,89.0
1471,Maas,1997MM08,20.9,252.7,49.1
1472,Maas,1997MM09,14.6,186.1,34.6
1473,Maas,1997MM10,9.7,137.2,77.4
1474,Maas,1997MM11,6.4,74.6,42.8
1475,Maas,1997MM12,4.8,34.7,77.3
1476,Maas,1997JJ00,10.4,1740.0,775.4
1477,Maas,1998MM01,4.3,66.1,46.4
1478,Maas,1998MM02,5.9,114.3,10.3
1479,Maas,1998MM03,7.2,98.7,66.9
1480,Maas,1998MM04,9.1,94.6,102.3
1481,Maas,1998MM05,15.3,215.6,38.3
1482,Maas,1998MM06,16.4,162.5,152.0
1483,Maas,1998MM07,16.4,117.8,54.8
1484,Maas,1998MM08,17.4,195.7,58.2
1485,Maas,1998MM09,14.9,100.2,147.5
1486,Maas,1998MM10,9.6,40.7,130.8
1487,Maas,1998MM11,3.5,86.0,103.6
1488,Maas,1998MM12,4.3,37.7,51.1
1489,Maas,1998JJ00,10.4,1329.9,962.2
1490,Maas,1999MM01,5.2,55.2,98.8
1491,Maas,1999MM02,2.5,64.8,94.2
1492,Maas,1999MM03,7.4,124.9,79.7
1493,Maas,1999MM04,10.1,163.9,68.8
1494,Maas,1999MM05,14.9,214.9,62.0
1495,Maas,1999MM06,15.7,195.9,81.3
1496,Maas,1999MM07,19.8,255.4,74.0
1497,Maas,1999MM08,18.1,183.8,78.8
1498,Maas,1999MM09,18.1,165.0,46.3
1499,Maas,1999MM10,10.6,122.6,61.4
1500,Maas,1999MM11,4.2,72.1,51.4
1501,Maas,1999MM12,3.7,31.9,130.6
1502,Maas,1999JJ00,10.9,1650.4,927.3
1503,Maas,2000MM01,3.7,60.3,59.5
1504,Maas,2000MM02,5.7,94.1,86.4
