ID,Donorregistation,CharacteristicsHouseholdsPersons,Periods,DonorregisterFixedChoice_1,DonorregisterFixedChoice_2
1163,A045386,1012600,2015JJ00,6450.1,56
1164,A045386,1012600,2016JJ00,6429.3,55
1165,A045386,1012600,2017JJ00,6320.8,54
1166,A045386,1012600,2018JJ00,6163.9,53
1167,A045386,1012600,2019JJ00,6145.5,53
1168,A045386,1012600,2020JJ00,5760.3,50
1169,A045386,2012605,2014JJ00,2364.6,78
1170,A045386,2012605,2015JJ00,2420.6,78
1171,A045386,2012605,2016JJ00,2487.7,78
1172,A045386,2012605,2017JJ00,2516.9,77
1173,A045386,2012605,2018JJ00,2524.1,74
1174,A045386,2012605,2019JJ00,2597.8,74
1175,A045386,2012605,2020JJ00,2571.4,71
1176,A045386,H008766,2014JJ00,298.1,90
1177,A045386,H008766,2015JJ00,299.4,90
1178,A045386,H008766,2016JJ00,301.3,90
1179,A045386,H008766,2017JJ00,293.0,86
1180,A045386,H008766,2018JJ00,282.5,82
1181,A045386,H008766,2019JJ00,283.3,80
1182,A045386,H008766,2020JJ00,268.5,74
1183,A045386,H008673,2014JJ00,246.9,86
1184,A045386,H008673,2015JJ00,253.0,86
1185,A045386,H008673,2016JJ00,259.1,86
1186,A045386,H008673,2017JJ00,247.4,81
1187,A045386,H008673,2018JJ00,230.2,73
1188,A045386,H008673,2019JJ00,232.6,72
1189,A045386,H008673,2020JJ00,221.1,66
1190,A045386,H008751,2014JJ00,246.0,81
1191,A045386,H008751,2015JJ00,247.4,81
1192,A045386,H008751,2016JJ00,248.4,80
1193,A045386,H008751,2017JJ00,244.8,78
1194,A045386,H008751,2018JJ00,238.4,76
1195,A045386,H008751,2019JJ00,238.8,75
1196,A045386,H008751,2020JJ00,225.1,70
1197,A045386,H007119,2014JJ00,99.2,82
1198,A045386,H007119,2015JJ00,100.5,82
1199,A045386,H007119,2016JJ00,101.9,82
1200,A045386,H007119,2017JJ00,102.3,81
1201,A045386,H007119,2018JJ00,102.5,79
1202,A045386,H007119,2019JJ00,105.1,79
1203,A045386,H007119,2020JJ00,103.7,75
1204,A045386,2012655,2014JJ00,975.8,68
1205,A045386,2012655,2015JJ00,998.4,69
1206,A045386,2012655,2016JJ00,1018.9,69
1207,A045386,2012655,2017JJ00,1031.2,69
1208,A045386,2012655,2018JJ00,1048.8,68
1209,A045386,2012655,2019JJ00,1082.7,68
1210,A045386,2012655,2020JJ00,1081.7,66
1211,A045386,2012657,2014JJ00,1388.7,86
1212,A045386,2012657,2015JJ00,1422.2,86
1213,A045386,2012657,2016JJ00,1468.7,86
1214,A045386,2012657,2017JJ00,1485.6,83
1215,A045386,2012657,2018JJ00,1475.3,80
1216,A045386,2012657,2019JJ00,1515.1,79
1217,A045386,2012657,2020JJ00,1489.7,75
1218,A045386,2013356,2014JJ00,1467.4,83
1219,A045386,2013356,2015JJ00,1500.6,84
1220,A045386,2013356,2016JJ00,1546.3,84
1221,A045386,2013356,2017JJ00,1580.3,83
1222,A045386,2013356,2018JJ00,1607.3,81
1223,A045386,2013356,2019JJ00,1662.6,81
1224,A045386,2013356,2020JJ00,1675.1,78
1225,A045386,2013357,2014JJ00,897.2,70
1226,A045386,2013357,2015JJ00,920.0,70
1227,A045386,2013357,2016JJ00,941.4,70
1228,A045386,2013357,2017JJ00,936.5,68
1229,A045386,2013357,2018JJ00,916.8,65
1230,A045386,2013357,2019JJ00,935.2,65
1231,A045386,2013357,2020JJ00,896.3,61
