ID,Geslacht,Leeftijden,TypeZorg,BurgerlijkeStaat,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
3549,2,1, 2,2,2004JJ00,5440,0.19,358,66,0.12
3550,2,1, 2,2,2005JJ00,1730,0.06,74,43,0.03
3551,2,1, 2,2,2006JJ00,1650,0.06,60,36,0.02
3552,2,1, 2,2,2007JJ00,2085,0.07,74,36,0.03
3553,2,1, 2,2,2008JJ00,2585,0.09,114,44,0.04
3554,2,1, 2,2,2009JJ00,3055,0.11,138,45,0.05
3555,2,1, 2,2,2010JJ00,3475,0.13,180,52,0.07
3556,2,1, 2,3,2004JJ00,545,0.48,48,89,0.42
3557,2,1, 2,3,2005JJ00,230,0.2,26,111,0.23
3558,2,1, 2,3,2006JJ00,200,0.18,15,76,0.14
3559,2,1, 2,3,2007JJ00,315,0.29,18,56,0.16
3560,2,1, 2,3,2008JJ00,440,0.41,16,37,0.15
3561,2,1, 2,3,2009JJ00,455,0.44,29,64,0.28
3562,2,1, 2,3,2010JJ00,535,0.52,35,66,0.34
3563,2,1, 2,4,2004JJ00,2085,0.45,157,75,0.34
3564,2,1, 2,4,2005JJ00,685,0.15,43,63,0.09
3565,2,1, 2,4,2006JJ00,480,0.1,16,34,0.04
3566,2,1, 2,4,2007JJ00,755,0.16,25,33,0.05
3567,2,1, 2,4,2008JJ00,1000,0.2,39,39,0.08
3568,2,1, 2,4,2009JJ00,1190,0.24,51,43,0.1
3569,2,1, 2,4,2010JJ00,1515,0.3,64,43,0.13
3570,2,1, 3,0,2004JJ00,12670,0.25,239,19,0.05
3571,2,1, 3,0,2005JJ00,12080,0.24,166,14,0.03
3572,2,1, 3,0,2006JJ00,12275,0.24,168,14,0.03
3573,2,1, 3,0,2007JJ00,11955,0.23,191,16,0.04
3574,2,1, 3,0,2008JJ00,11225,0.22,189,17,0.04
3575,2,1, 3,0,2009JJ00,9060,0.18,153,17,0.03
3576,2,1, 3,0,2010JJ00,7815,0.15,115,15,0.02
3577,2,1, 3,1,2004JJ00,2225,0.13,58,26,0.03
3578,2,1, 3,1,2005JJ00,2320,0.14,45,19,0.03
3579,2,1, 3,1,2006JJ00,2435,0.14,55,22,0.03
3580,2,1, 3,1,2007JJ00,2620,0.15,70,27,0.04
3581,2,1, 3,1,2008JJ00,2500,0.14,70,28,0.04
3582,2,1, 3,1,2009JJ00,2080,0.11,58,28,0.03
3583,2,1, 3,1,2010JJ00,1585,0.08,31,20,0.02
3584,2,1, 3,2,2004JJ00,8350,0.29,142,17,0.05
3585,2,1, 3,2,2005JJ00,7835,0.27,92,12,0.03
3586,2,1, 3,2,2006JJ00,7815,0.28,87,11,0.03
3587,2,1, 3,2,2007JJ00,7415,0.27,92,12,0.03
3588,2,1, 3,2,2008JJ00,6835,0.25,88,13,0.03
3589,2,1, 3,2,2009JJ00,5380,0.2,69,13,0.03
3590,2,1, 3,2,2010JJ00,4825,0.18,59,12,0.02
3591,2,1, 3,3,2004JJ00,615,0.54,12,20,0.11
3592,2,1, 3,3,2005JJ00,500,0.45,7,14,0.06
3593,2,1, 3,3,2006JJ00,535,0.48,8,14,0.07
3594,2,1, 3,3,2007JJ00,465,0.43,7,15,0.06
3595,2,1, 3,3,2008JJ00,430,0.4,7,15,0.06
3596,2,1, 3,3,2009JJ00,365,0.35,6,17,0.06
3597,2,1, 3,3,2010JJ00,350,0.34,7,19,0.06
3598,2,1, 3,4,2004JJ00,1475,0.32,27,19,0.06
3599,2,1, 3,4,2005JJ00,1420,0.31,21,15,0.05
3600,2,1, 3,4,2006JJ00,1490,0.32,19,13,0.04
3601,2,1, 3,4,2007JJ00,1455,0.31,22,15,0.05
3602,2,1, 3,4,2008JJ00,1460,0.29,25,17,0.05
3603,2,1, 3,4,2009JJ00,1235,0.24,20,17,0.04
3604,2,1, 3,4,2010JJ00,1055,0.21,18,17,0.04
3605,2,1, 4,0,2004JJ00,20945,0.41,2915,139,0.57
3606,2,1, 4,0,2005JJ00,8650,0.17,1347,156,0.26
3607,2,1, 4,0,2006JJ00,5955,0.12,1039,175,0.2
3608,2,1, 4,0,2007JJ00,4460,0.09,882,198,0.17
3609,2,1, 4,0,2008JJ00,5110,0.1,1103,216,0.21
3610,2,1, 4,0,2009JJ00,5705,0.11,1337,234,0.26
3611,2,1, 4,0,2010JJ00,6555,0.13,1586,242,0.31
3612,2,1, 4,1,2004JJ00,4070,0.25,556,137,0.33
3613,2,1, 4,1,2005JJ00,2090,0.12,326,156,0.19
3614,2,1, 4,1,2006JJ00,1545,0.09,292,189,0.17
3615,2,1, 4,1,2007JJ00,1075,0.06,226,210,0.13
3616,2,1, 4,1,2008JJ00,1190,0.07,280,235,0.16
3617,2,1, 4,1,2009JJ00,1435,0.08,348,243,0.19
3618,2,1, 4,1,2010JJ00,1650,0.09,405,246,0.22
3619,2,1, 4,2,2004JJ00,9010,0.31,1230,136,0.43
3620,2,1, 4,2,2005JJ00,3020,0.11,481,160,0.17
3621,2,1, 4,2,2006JJ00,1880,0.07,325,173,0.11
3622,2,1, 4,2,2007JJ00,1395,0.05,279,200,0.1
3623,2,1, 4,2,2008JJ00,1460,0.05,321,220,0.12
3624,2,1, 4,2,2009JJ00,1540,0.06,374,243,0.14
3625,2,1, 4,2,2010JJ00,1740,0.06,443,255,0.16
3626,2,1, 4,3,2004JJ00,1690,1.48,233,138,2.04
3627,2,1, 4,3,2005JJ00,720,0.64,115,160,1.03
3628,2,1, 4,3,2006JJ00,620,0.56,102,165,0.92
3629,2,1, 4,3,2007JJ00,515,0.48,93,180,0.86
3630,2,1, 4,3,2008JJ00,655,0.61,138,210,1.29
3631,2,1, 4,3,2009JJ00,735,0.71,178,243,1.72
3632,2,1, 4,3,2010JJ00,845,0.83,201,239,1.97
3633,2,1, 4,4,2004JJ00,6180,1.34,897,145,1.95
3634,2,1, 4,4,2005JJ00,2820,0.62,425,151,0.94
3635,2,1, 4,4,2006JJ00,1910,0.41,320,168,0.69
3636,2,1, 4,4,2007JJ00,1480,0.32,284,192,0.61
3637,2,1, 4,4,2008JJ00,1800,0.36,363,202,0.73
3638,2,1, 4,4,2009JJ00,2000,0.4,436,218,0.86
3639,2,1, 4,4,2010JJ00,2320,0.46,537,231,1.05
3640,2,1, 5,0,2004JJ00,2440,0.05,282,116,0.05
3641,2,1, 5,0,2005JJ00,3215,0.06,396,123,0.08
3642,2,1, 5,0,2006JJ00,3255,0.06,411,126,0.08
3643,2,1, 5,0,2007JJ00,2590,0.05,347,134,0.07
3644,2,1, 5,0,2008JJ00,1935,0.04,278,143,0.05
3645,2,1, 5,0,2009JJ00,1615,0.03,243,150,0.05
3646,2,1, 5,0,2010JJ00,1435,0.03,225,157,0.04
3647,2,1, 5,1,2004JJ00,355,0.02,42,119,0.03
3648,2,1, 5,1,2005JJ00,585,0.03,78,133,0.05
3649,2,1, 5,1,2006JJ00,725,0.04,90,125,0.05
3650,2,1, 5,1,2007JJ00,605,0.03,83,137,0.05
3651,2,1, 5,1,2008JJ00,480,0.03,76,158,0.04
3652,2,1, 5,1,2009JJ00,440,0.02,69,157,0.04
3653,2,1, 5,1,2010JJ00,350,0.02,64,185,0.03
3654,2,1, 5,2,2004JJ00,1220,0.04,135,110,0.05
3655,2,1, 5,2,2005JJ00,1315,0.05,152,116,0.05
3656,2,1, 5,2,2006JJ00,1165,0.04,137,118,0.05
3657,2,1, 5,2,2007JJ00,860,0.03,108,125,0.04
3658,2,1, 5,2,2008JJ00,625,0.02,86,137,0.03
3659,2,1, 5,2,2009JJ00,495,0.02,71,143,0.03
3660,2,1, 5,2,2010JJ00,435,0.02,58,134,0.02
3661,2,1, 5,3,2004JJ00,245,0.21,30,123,0.26
3662,2,1, 5,3,2005JJ00,325,0.29,37,115,0.33
3663,2,1, 5,3,2006JJ00,345,0.31,43,125,0.39
3664,2,1, 5,3,2007JJ00,255,0.24,35,136,0.32
3665,2,1, 5,3,2008JJ00,195,0.18,28,141,0.26
3666,2,1, 5,3,2009JJ00,135,0.13,20,154,0.2
3667,2,1, 5,3,2010JJ00,140,0.14,21,151,0.2
3668,2,1, 5,4,2004JJ00,620,0.13,75,120,0.16
3669,2,1, 5,4,2005JJ00,995,0.22,129,130,0.28
3670,2,1, 5,4,2006JJ00,1025,0.22,140,137,0.3
3671,2,1, 5,4,2007JJ00,870,0.19,122,140,0.26
3672,2,1, 5,4,2008JJ00,635,0.13,88,140,0.18
3673,2,1, 5,4,2009JJ00,550,0.11,83,150,0.16
3674,2,1, 5,4,2010JJ00,510,0.1,81,159,0.16
3675,2,1, 6,0,2004JJ00,5700,0.11,716,126,0.14
3676,2,1, 6,0,2005JJ00,5740,0.11,508,89,0.1
3677,2,1, 6,0,2006JJ00,5715,0.11,505,88,0.1
3678,2,1, 6,0,2007JJ00,6890,0.13,670,97,0.13
3679,2,1, 6,0,2008JJ00,6990,0.14,688,98,0.13
3680,2,1, 6,0,2009JJ00,6370,0.12,665,104,0.13
3681,2,1, 6,0,2010JJ00,6215,0.12,660,106,0.13
3682,2,1, 6,1,2004JJ00,1260,0.08,195,155,0.12
3683,2,1, 6,1,2005JJ00,1170,0.07,137,117,0.08
3684,2,1, 6,1,2006JJ00,1155,0.07,145,125,0.08
3685,2,1, 6,1,2007JJ00,1385,0.08,191,137,0.11
3686,2,1, 6,1,2008JJ00,1430,0.08,205,144,0.11
3687,2,1, 6,1,2009JJ00,1225,0.07,189,154,0.1
3688,2,1, 6,1,2010JJ00,1150,0.06,171,149,0.09
3689,2,1, 6,2,2004JJ00,2845,0.1,321,113,0.11
3690,2,1, 6,2,2005JJ00,3295,0.12,235,71,0.08
3691,2,1, 6,2,2006JJ00,3360,0.12,244,73,0.09
3692,2,1, 6,2,2007JJ00,3965,0.14,328,83,0.12
3693,2,1, 6,2,2008JJ00,4005,0.14,334,83,0.12
3694,2,1, 6,2,2009JJ00,3760,0.14,338,90,0.12
3695,2,1, 6,2,2010JJ00,3710,0.14,349,94,0.13
3696,2,1, 6,3,2004JJ00,510,0.45,60,117,0.52
3697,2,1, 6,3,2005JJ00,405,0.36,39,97,0.35
3698,2,1, 6,3,2006JJ00,375,0.34,38,102,0.35
3699,2,1, 6,3,2007JJ00,465,0.43,52,111,0.48
3700,2,1, 6,3,2008JJ00,445,0.42,47,105,0.44
3701,2,1, 6,3,2009JJ00,420,0.4,43,103,0.41
3702,2,1, 6,3,2010JJ00,425,0.42,44,103,0.43
3703,2,1, 6,4,2004JJ00,1085,0.24,140,129,0.3
3704,2,1, 6,4,2005JJ00,865,0.19,97,112,0.21
3705,2,1, 6,4,2006JJ00,820,0.18,78,95,0.17
3706,2,1, 6,4,2007JJ00,1070,0.23,100,93,0.21
3707,2,1, 6,4,2008JJ00,1110,0.22,102,92,0.2
3708,2,1, 6,4,2009JJ00,965,0.19,94,98,0.19
3709,2,1, 6,4,2010JJ00,935,0.18,97,103,0.19
3710,2,1, 7,0,2004JJ00,8720,0.17,2378,273,0.46
3711,2,1, 7,0,2005JJ00,8505,0.17,2483,292,0.48
3712,2,1, 7,0,2006JJ00,8150,0.16,2542,312,0.5
3713,2,1, 7,0,2007JJ00,6705,0.13,2256,336,0.44
3714,2,1, 7,0,2008JJ00,5855,0.11,2028,346,0.39
3715,2,1, 7,0,2009JJ00,5100,0.1,1805,354,0.35
3716,2,1, 7,0,2010JJ00,4730,0.09,1689,357,0.33
3717,2,1, 7,1,2004JJ00,1755,0.11,519,296,0.31
3718,2,1, 7,1,2005JJ00,1820,0.11,585,321,0.34
3719,2,1, 7,1,2006JJ00,1755,0.1,588,334,0.34
3720,2,1, 7,1,2007JJ00,1465,0.08,550,375,0.31
3721,2,1, 7,1,2008JJ00,1365,0.08,528,387,0.3
3722,2,1, 7,1,2009JJ00,1195,0.07,483,405,0.26
3723,2,1, 7,1,2010JJ00,1105,0.06,461,416,0.25
3724,2,1, 7,2,2004JJ00,3270,0.11,869,266,0.3
3725,2,1, 7,2,2005JJ00,3040,0.11,871,287,0.3
3726,2,1, 7,2,2006JJ00,2945,0.1,911,309,0.32
3727,2,1, 7,2,2007JJ00,2230,0.08,747,335,0.27
3728,2,1, 7,2,2008JJ00,1865,0.07,642,344,0.23
3729,2,1, 7,2,2009JJ00,1595,0.06,550,345,0.2
3730,2,1, 7,2,2010JJ00,1460,0.05,516,354,0.19
3731,2,1, 7,3,2004JJ00,1070,0.94,283,264,2.47
3732,2,1, 7,3,2005JJ00,1095,0.98,300,274,2.68
3733,2,1, 7,3,2006JJ00,1020,0.92,316,310,2.86
3734,2,1, 7,3,2007JJ00,915,0.84,290,317,2.67
3735,2,1, 7,3,2008JJ00,745,0.7,229,308,2.15
3736,2,1, 7,3,2009JJ00,615,0.59,202,329,1.94
3737,2,1, 7,3,2010JJ00,595,0.59,185,309,1.81
3738,2,1, 7,4,2004JJ00,2625,0.57,706,269,1.54
3739,2,1, 7,4,2005JJ00,2550,0.56,726,285,1.6
3740,2,1, 7,4,2006JJ00,2430,0.53,728,299,1.58
3741,2,1, 7,4,2007JJ00,2095,0.45,669,320,1.43
3742,2,1, 7,4,2008JJ00,1880,0.38,628,334,1.26
3743,2,1, 7,4,2009JJ00,1700,0.34,570,335,1.13
3744,2,1, 7,4,2010JJ00,1565,0.31,527,337,1.04
3745,2,1, 8,0,2004JJ00,61540,1.2,4964,81,0.97
3746,2,1, 8,0,2005JJ00,57660,1.12,6152,107,1.2
3747,2,1, 8,0,2006JJ00,56400,1.1,6258,111,1.22
3748,2,1, 8,0,2007JJ00,52070,1.01,5958,114,1.16
3749,2,1, 8,0,2008JJ00,51675,1.0,5996,116,1.16
3750,2,1, 8,0,2009JJ00,52030,1.01,6294,121,1.22
3751,2,1, 8,0,2010JJ00,54350,1.05,6714,124,1.29
3752,2,1, 8,1,2004JJ00,10955,0.66,829,76,0.5
3753,2,1, 8,1,2005JJ00,11855,0.7,1225,103,0.72
3754,2,1, 8,1,2006JJ00,12635,0.73,1351,107,0.78
3755,2,1, 8,1,2007JJ00,12050,0.68,1329,110,0.76
3756,2,1, 8,1,2008JJ00,12265,0.69,1395,114,0.78
3757,2,1, 8,1,2009JJ00,12900,0.7,1532,119,0.84
3758,2,1, 8,1,2010JJ00,13890,0.74,1684,121,0.9
3759,2,1, 8,2,2004JJ00,28940,1.0,2225,77,0.77
3760,2,1, 8,2,2005JJ00,23275,0.81,2374,102,0.83
3761,2,1, 8,2,2006JJ00,20955,0.74,2206,105,0.78
3762,2,1, 8,2,2007JJ00,18105,0.65,1998,110,0.71
3763,2,1, 8,2,2008JJ00,16705,0.6,1874,112,0.68
3764,2,1, 8,2,2009JJ00,15860,0.58,1866,118,0.68
3765,2,1, 8,2,2010JJ00,15755,0.58,1927,122,0.71
3766,2,1, 8,3,2004JJ00,5340,4.67,459,86,4.02
3767,2,1, 8,3,2005JJ00,5245,4.67,573,109,5.1
3768,2,1, 8,3,2006JJ00,5095,4.61,582,114,5.27
3769,2,1, 8,3,2007JJ00,4725,4.36,556,118,5.12
3770,2,1, 8,3,2008JJ00,4620,4.32,545,118,5.1
3771,2,1, 8,3,2009JJ00,4435,4.26,553,125,5.32
3772,2,1, 8,3,2010JJ00,4590,4.5,563,123,5.51
3773,2,1, 8,4,2004JJ00,16310,3.54,1451,89,3.15
3774,2,1, 8,4,2005JJ00,17285,3.81,1980,115,4.36
3775,2,1, 8,4,2006JJ00,17715,3.85,2119,120,4.6
3776,2,1, 8,4,2007JJ00,17190,3.68,2076,121,4.44
3777,2,1, 8,4,2008JJ00,18080,3.62,2183,121,4.37
3778,2,1, 8,4,2009JJ00,18830,3.72,2343,124,4.63
3779,2,1, 8,4,2010JJ00,20115,3.95,2541,126,4.99
3780,2,1, 9,0,2004JJ00,45550,0.89,3558,78,0.69
3781,2,1, 9,0,2005JJ00,26500,0.52,1784,67,0.35
3782,2,1, 9,0,2006JJ00,23005,0.45,1676,73,0.33
3783,2,1, 9,0,2007JJ00,22355,0.44,1776,79,0.35
3784,2,1, 9,0,2008JJ00,23475,0.45,1969,84,0.38
3785,2,1, 9,0,2009JJ00,23545,0.45,2076,88,0.4
3786,2,1, 9,0,2010JJ00,25000,0.48,2254,90,0.43
3787,2,1, 9,1,2004JJ00,9195,0.55,785,85,0.47
3788,2,1, 9,1,2005JJ00,6045,0.35,484,80,0.28
3789,2,1, 9,1,2006JJ00,5315,0.31,480,90,0.28
3790,2,1, 9,1,2007JJ00,5080,0.29,533,105,0.3
3791,2,1, 9,1,2008JJ00,5485,0.31,601,110,0.34
3792,2,1, 9,1,2009JJ00,5520,0.3,620,112,0.34
3793,2,1, 9,1,2010JJ00,5885,0.31,651,111,0.35
3794,2,1, 9,2,2004JJ00,20570,0.71,1507,73,0.52
3795,2,1, 9,2,2005JJ00,11085,0.39,636,57,0.22
3796,2,1, 9,2,2006JJ00,9835,0.35,622,63,0.22
3797,2,1, 9,2,2007JJ00,9670,0.35,649,67,0.23
3798,2,1, 9,2,2008JJ00,9915,0.36,705,71,0.26
3799,2,1, 9,2,2009JJ00,9945,0.36,741,75,0.27
3800,2,1, 9,2,2010JJ00,10380,0.38,825,79,0.3
3801,2,1, 9,3,2004JJ00,3815,3.34,313,82,2.74
3802,2,1, 9,3,2005JJ00,2455,2.19,193,79,1.72
3803,2,1, 9,3,2006JJ00,2215,2.0,191,86,1.73
3804,2,1, 9,3,2007JJ00,2210,2.04,192,87,1.77
3805,2,1, 9,3,2008JJ00,2285,2.14,195,85,1.83
3806,2,1, 9,3,2009JJ00,2220,2.14,217,98,2.09
3807,2,1, 9,3,2010JJ00,2400,2.35,227,95,2.22
3808,2,1, 9,4,2004JJ00,11975,2.6,953,80,2.07
3809,2,1, 9,4,2005JJ00,6915,1.52,471,68,1.04
3810,2,1, 9,4,2006JJ00,5645,1.23,384,68,0.83
3811,2,1, 9,4,2007JJ00,5395,1.15,402,74,0.86
3812,2,1, 9,4,2008JJ00,5795,1.16,468,81,0.94
3813,2,1, 9,4,2009JJ00,5855,1.16,498,85,0.98
3814,2,1, 9,4,2010JJ00,6335,1.24,551,87,1.08
3815,2,1,10,0,2004JJ00,29530,0.58,1206,41,0.24
3816,2,1,10,0,2005JJ00,29535,0.58,1007,34,0.2
3817,2,1,10,0,2006JJ00,29395,0.57,987,34,0.19
3818,2,1,10,0,2007JJ00,28140,0.55,941,33,0.18
3819,2,1,10,0,2008JJ00,26005,0.5,820,32,0.16
3820,2,1,10,0,2009JJ00,22145,0.43,694,31,0.13
3821,2,1,10,0,2010JJ00,20195,0.39,610,30,0.12
3822,2,1,10,1,2004JJ00,5595,0.34,296,53,0.18
3823,2,1,10,1,2005JJ00,5895,0.35,252,43,0.15
3824,2,1,10,1,2006JJ00,6070,0.35,251,41,0.14
3825,2,1,10,1,2007JJ00,6075,0.35,260,43,0.15
3826,2,1,10,1,2008JJ00,5775,0.32,240,42,0.13
3827,2,1,10,1,2009JJ00,4940,0.27,203,41,0.11
3828,2,1,10,1,2010JJ00,4190,0.22,159,38,0.08
3829,2,1,10,2,2004JJ00,15690,0.54,550,35,0.19
3830,2,1,10,2,2005JJ00,15485,0.54,452,29,0.16
3831,2,1,10,2,2006JJ00,15285,0.54,434,28,0.15
3832,2,1,10,2,2007JJ00,14470,0.52,395,27,0.14
3833,2,1,10,2,2008JJ00,13330,0.48,346,26,0.13
3834,2,1,10,2,2009JJ00,11225,0.41,295,26,0.11
3835,2,1,10,2,2010JJ00,10430,0.39,264,25,0.1
3836,2,1,10,3,2004JJ00,2440,2.14,104,43,0.91
3837,2,1,10,3,2005JJ00,2325,2.07,83,36,0.74
3838,2,1,10,3,2006JJ00,2275,2.06,87,38,0.79
3839,2,1,10,3,2007JJ00,2105,1.94,79,37,0.72
3840,2,1,10,3,2008JJ00,1815,1.7,59,33,0.55
3841,2,1,10,3,2009JJ00,1530,1.47,48,32,0.47
3842,2,1,10,3,2010JJ00,1510,1.48,48,32,0.47
3843,2,1,10,4,2004JJ00,5805,1.26,256,44,0.56
3844,2,1,10,4,2005JJ00,5830,1.28,220,38,0.49
3845,2,1,10,4,2006JJ00,5770,1.25,214,37,0.47
3846,2,1,10,4,2007JJ00,5490,1.17,207,38,0.44
3847,2,1,10,4,2008JJ00,5085,1.02,175,34,0.35
3848,2,1,10,4,2009JJ00,4450,0.88,147,33,0.29
3849,2,1,10,4,2010JJ00,4065,0.8,139,34,0.27
3850,2,2, 0,0,2004JJ00,166840,17.57,22499,135,23.69
3851,2,2, 0,0,2005JJ00,159485,16.62,22475,141,23.43
3852,2,2, 0,0,2006JJ00,159450,16.5,23186,145,23.99
3853,2,2, 0,0,2007JJ00,156950,16.06,22714,145,23.24
3854,2,2, 0,0,2008JJ00,156065,15.7,22584,145,22.72
3855,2,2, 0,0,2009JJ00,154000,15.17,22850,148,22.51
3856,2,2, 0,0,2010JJ00,152440,14.79,22844,150,22.17
3857,2,2, 0,1,2004JJ00,9440,17.38,1380,146,25.4
3858,2,2, 0,1,2005JJ00,9170,17.27,1385,151,26.08
3859,2,2, 0,1,2006JJ00,9095,17.61,1421,156,27.51
3860,2,2, 0,1,2007JJ00,8725,17.29,1373,157,27.21
3861,2,2, 0,1,2008JJ00,8525,17.16,1321,155,26.6
3862,2,2, 0,1,2009JJ00,8275,16.81,1300,157,26.4
3863,2,2, 0,1,2010JJ00,7950,16.18,1303,164,26.51
3864,2,2, 0,2,2004JJ00,60410,11.49,7111,118,13.53
3865,2,2, 0,2,2005JJ00,56765,10.56,6982,123,12.99
3866,2,2, 0,2,2006JJ00,57420,10.49,7271,127,13.28
3867,2,2, 0,2,2007JJ00,57030,10.18,7215,127,12.88
3868,2,2, 0,2,2008JJ00,57320,9.95,7320,128,12.7
3869,2,2, 0,2,2009JJ00,57015,9.56,7568,133,12.69
3870,2,2, 0,2,2010JJ00,57285,9.36,7668,134,12.53
3871,2,2, 0,3,2004JJ00,79280,26.84,11407,144,38.61
3872,2,2, 0,3,2005JJ00,75290,25.96,11321,150,39.04
3873,2,2, 0,3,2006JJ00,73775,25.95,11485,156,40.39
3874,2,2, 0,3,2007JJ00,71290,25.55,11050,155,39.6
3875,2,2, 0,3,2008JJ00,69180,25.25,10693,155,39.03
3876,2,2, 0,3,2009JJ00,66625,24.74,10521,158,39.06
3877,2,2, 0,3,2010JJ00,64070,24.29,10222,160,38.74
3878,2,2, 0,4,2004JJ00,17705,23.85,2600,147,35.03
3879,2,2, 0,4,2005JJ00,18260,23.21,2787,153,35.43
3880,2,2, 0,4,2006JJ00,19160,23.07,3009,157,36.24
3881,2,2, 0,4,2007JJ00,19900,22.71,3075,155,35.09
3882,2,2, 0,4,2008JJ00,21040,22.35,3250,154,34.53
3883,2,2, 0,4,2009JJ00,22085,22.04,3461,157,34.54
3884,2,2, 0,4,2010JJ00,23130,21.89,3651,158,34.56
3885,2,2, 1,0,2004JJ00,59155,6.23,5739,97,6.04
3886,2,2, 1,0,2005JJ00,73240,7.63,8028,110,8.37
3887,2,2, 1,0,2006JJ00,76810,7.95,8621,112,8.92
3888,2,2, 1,0,2007JJ00,76515,7.83,8696,114,8.9
3889,2,2, 1,0,2008JJ00,76195,7.66,8765,115,8.82
3890,2,2, 1,0,2009JJ00,75735,7.46,9023,119,8.89
3891,2,2, 1,0,2010JJ00,73040,7.09,8870,121,8.61
3892,2,2, 1,1,2004JJ00,2775,5.11,250,90,4.6
3893,2,2, 1,1,2005JJ00,3535,6.66,359,101,6.75
3894,2,2, 1,1,2006JJ00,3760,7.28,391,104,7.57
3895,2,2, 1,1,2007JJ00,3675,7.28,379,103,7.5
3896,2,2, 1,1,2008JJ00,3600,7.24,374,104,7.53
3897,2,2, 1,1,2009JJ00,3510,7.13,376,107,7.63
3898,2,2, 1,1,2010JJ00,3370,6.86,374,111,7.61
3899,2,2, 1,2,2004JJ00,21325,4.06,1947,91,3.7
3900,2,2, 1,2,2005JJ00,24915,4.63,2634,106,4.9
3901,2,2, 1,2,2006JJ00,26350,4.81,2847,108,5.2
3902,2,2, 1,2,2007JJ00,26420,4.72,2960,112,5.28
3903,2,2, 1,2,2008JJ00,26805,4.65,3114,116,5.4
3904,2,2, 1,2,2009JJ00,26890,4.51,3269,122,5.48
3905,2,2, 1,2,2010JJ00,26420,4.32,3293,125,5.38
3906,2,2, 1,3,2004JJ00,28710,9.72,2905,101,9.83
3907,2,2, 1,3,2005JJ00,35730,12.32,4001,112,13.8
3908,2,2, 1,3,2006JJ00,36435,12.81,4190,115,14.74
3909,2,2, 1,3,2007JJ00,35480,12.71,4098,116,14.69
3910,2,2, 1,3,2008JJ00,34195,12.48,3950,116,14.42
3911,2,2, 1,3,2009JJ00,32940,12.23,3922,119,14.56
3912,2,2, 1,3,2010JJ00,30535,11.57,3686,121,13.97
3913,2,2, 1,4,2004JJ00,6345,8.55,637,100,8.58
3914,2,2, 1,4,2005JJ00,9060,11.52,1034,114,13.14
3915,2,2, 1,4,2006JJ00,10265,12.36,1193,116,14.37
3916,2,2, 1,4,2007JJ00,10940,12.48,1259,115,14.36
3917,2,2, 1,4,2008JJ00,11600,12.32,1328,114,14.11
3918,2,2, 1,4,2009JJ00,12395,12.37,1456,117,14.53
3919,2,2, 1,4,2010JJ00,12715,12.03,1517,119,14.36
3920,2,2, 2,0,2004JJ00,8175,0.86,1058,129,1.11
3921,2,2, 2,0,2005JJ00,5750,0.6,732,127,0.76
3922,2,2, 2,0,2006JJ00,6195,0.64,531,86,0.55
3923,2,2, 2,0,2007JJ00,9615,0.98,639,66,0.65
3924,2,2, 2,0,2008JJ00,12840,1.29,778,61,0.78
3925,2,2, 2,0,2009JJ00,14795,1.46,913,62,0.9
3926,2,2, 2,0,2010JJ00,17330,1.68,1115,64,1.08
3927,2,2, 2,1,2004JJ00,660,1.21,86,130,1.58
3928,2,2, 2,1,2005JJ00,475,0.89,65,137,1.22
3929,2,2, 2,1,2006JJ00,495,0.96,45,90,0.86
3930,2,2, 2,1,2007JJ00,665,1.32,63,95,1.25
3931,2,2, 2,1,2008JJ00,935,1.88,74,79,1.48
3932,2,2, 2,1,2009JJ00,1030,2.1,81,79,1.65
3933,2,2, 2,1,2010JJ00,1120,2.28,81,73,1.65
3934,2,2, 2,2,2004JJ00,3270,0.62,382,117,0.73
3935,2,2, 2,2,2005JJ00,2500,0.47,244,97,0.45
3936,2,2, 2,2,2006JJ00,2815,0.51,204,73,0.37
3937,2,2, 2,2,2007JJ00,4355,0.78,256,59,0.46
3938,2,2, 2,2,2008JJ00,5620,0.98,293,52,0.51
3939,2,2, 2,2,2009JJ00,6560,1.1,384,59,0.64
3940,2,2, 2,2,2010JJ00,7735,1.26,477,62,0.78
3941,2,2, 2,3,2004JJ00,3455,1.17,484,140,1.64
3942,2,2, 2,3,2005JJ00,2330,0.8,357,153,1.23
3943,2,2, 2,3,2006JJ00,2460,0.87,233,95,0.82
3944,2,2, 2,3,2007JJ00,3870,1.39,276,71,0.99
3945,2,2, 2,3,2008JJ00,5225,1.91,343,66,1.25
3946,2,2, 2,3,2009JJ00,5885,2.19,373,63,1.38
3947,2,2, 2,3,2010JJ00,6745,2.56,453,67,1.72
3948,2,2, 2,4,2004JJ00,785,1.06,106,135,1.43
3949,2,2, 2,4,2005JJ00,445,0.57,67,150,0.85
3950,2,2, 2,4,2006JJ00,420,0.51,49,117,0.59
3951,2,2, 2,4,2007JJ00,725,0.83,43,60,0.49
3952,2,2, 2,4,2008JJ00,1065,1.13,68,64,0.72
3953,2,2, 2,4,2009JJ00,1315,1.31,75,57,0.75
3954,2,2, 2,4,2010JJ00,1735,1.64,104,60,0.99
3955,2,2, 3,0,2004JJ00,12105,1.27,265,22,0.28
