ID,Classifications,Periods,OutputBasicPrices_1,IntermediateConsumption_2,ValueAddedBasicPrices_3,ValueAddedBasicPrVolumeChanges_4,ValueAddedBasicPrVolumeIndices_5,ValueAddedBasicPrPricesOf2000_6,ValueAddedMarketPrices_7,TotalTaxesOnProductionAndImports_8,OnProducts_9,OtherOnProduction_10,TotalSubsidies_11,OnProducts_12,OtherOnProduction_13,TotalCompensationOfEmployees_14,WagesAndSalaries_15,EmployersSocialContributions_16,GrossOperatingSurplusMixedIncome_17,ConsumptionOfFixedCapital_18,NetOperatingSurplusMixedIncome_19
130,RK_10_14,1976JJ00,5647.0,698.0,4949.0,8.1,107.4,9771.0,4949.0,4.0,0.0,4.0,0.0,0.0,0.0,166.0,128.0,38.0,4779.0,209.0,4570.0
131,RK_10_14,1977JJ00,6383.0,788.0,5595.0,7.0,114.9,10456.0,5594.0,5.0,0.0,5.0,1.0,1.0,0.0,188.0,146.0,42.0,5402.0,240.0,5162.0
132,RK_10_14,1978JJ00,6325.0,871.0,5454.0,-9.6,103.8,9450.0,5454.0,6.0,0.0,6.0,0.0,0.0,0.0,207.0,160.0,47.0,5241.0,273.0,4968.0
133,RK_10_14,1979JJ00,7373.0,1033.0,6340.0,4.9,109.0,9917.0,6339.0,8.0,0.0,8.0,1.0,1.0,0.0,225.0,174.0,51.0,6107.0,310.0,5797.0
134,RK_10_14,1980JJ00,9743.0,1241.0,8502.0,0.9,110.0,10007.0,8502.0,10.0,0.0,10.0,0.0,0.0,0.0,254.0,196.0,58.0,8238.0,349.0,7889.0
135,RK_10_14,1981JJ00,12733.0,1506.0,11227.0,-2.2,107.6,9788.0,11227.0,12.0,0.0,12.0,0.0,0.0,0.0,268.0,202.0,66.0,10947.0,393.0,10554.0
136,RK_10_14,1982JJ00,13176.0,1548.0,11628.0,-8.3,98.7,8978.0,11628.0,12.0,0.0,12.0,0.0,0.0,0.0,305.0,231.0,74.0,11311.0,431.0,10880.0
137,RK_10_14,1983JJ00,13887.0,1608.0,12279.0,6.3,104.9,9545.0,12279.0,13.0,0.0,13.0,0.0,0.0,0.0,325.0,246.0,79.0,11941.0,461.0,11480.0
138,RK_10_14,1984JJ00,15654.0,1813.0,13841.0,5.9,111.1,10112.0,13840.0,13.0,0.0,13.0,1.0,1.0,0.0,357.0,270.0,87.0,13471.0,500.0,12971.0
139,RK_10_14,1985JJ00,17744.0,1953.0,15791.0,4.7,116.3,10583.0,15790.0,10.0,0.0,10.0,1.0,1.0,0.0,429.0,301.0,128.0,15352.0,539.0,14813.0
140,RK_10_14,1986JJ00,11935.0,1625.0,10310.0,-12.2,102.1,9288.0,10310.0,7.0,0.0,7.0,0.0,0.0,0.0,431.0,314.0,117.0,9872.0,570.0,9302.0
141,RK_10_14,1987JJ00,7992.0,1460.0,6532.0,-7.6,94.3,8578.0,6530.0,8.0,0.0,8.0,2.0,2.0,0.0,422.0,325.0,97.0,6102.0,598.0,5504.0
142,RK_10_14,1988JJ00,7296.0,1422.0,5874.0,-1.8,92.5,8422.0,5908.0,44.0,36.0,8.0,2.0,2.0,0.0,420.0,337.0,83.0,5446.0,627.0,4819.0
143,RK_10_14,1989JJ00,7706.0,1530.0,6176.0,3.0,95.3,8674.0,6241.0,76.0,67.0,9.0,2.0,2.0,0.0,425.0,352.0,73.0,5742.0,666.0,5076.0
144,RK_10_14,1990JJ00,9100.0,1679.0,7421.0,5.1,100.2,9115.0,7535.0,123.0,115.0,8.0,1.0,1.0,0.0,436.0,378.0,58.0,6977.0,703.0,6274.0
145,RK_10_14,1991JJ00,10981.0,2021.0,8960.0,10.3,110.4,10051.0,9131.0,182.0,173.0,9.0,2.0,2.0,0.0,467.0,401.0,66.0,8484.0,744.0,7740.0
146,RK_10_14,1992JJ00,9607.0,1963.0,7644.0,-3.1,107.0,9737.0,7911.0,280.0,269.0,11.0,2.0,2.0,0.0,504.0,430.0,74.0,7129.0,786.0,6343.0
147,RK_10_14,1993JJ00,9365.0,2073.0,7292.0,2.6,109.7,9988.0,7571.0,295.0,281.0,14.0,2.0,2.0,0.0,534.0,457.0,77.0,6744.0,842.0,5902.0
148,RK_10_14,1994JJ00,9371.0,2201.0,7170.0,1.1,110.9,10094.0,7415.0,262.0,247.0,15.0,2.0,2.0,0.0,549.0,468.0,81.0,6606.0,885.0,5721.0
149,RK_10_14,1995JJ00,9715.0,2311.0,7404.0,-1.4,109.3,9952.0,7766.0,379.0,364.0,15.0,2.0,2.0,0.0,543.0,456.0,87.0,6846.0,912.0,5934.0
150,RK_10_14,1996JJ00,10828.0,2580.0,8248.0,7.0,117.0,10652.0,8627.0,395.0,381.0,14.0,2.0,2.0,0.0,563.0,473.0,90.0,7671.0,945.0,6726.0
151,RK_10_14,1997JJ00,11195.0,2735.0,8460.0,-6.6,109.3,9951.0,8809.0,362.0,351.0,11.0,2.0,2.0,0.0,565.0,475.0,90.0,7884.0,1010.0,6874.0
152,RK_10_14,1998JJ00,9963.0,2840.0,7123.0,-5.7,103.1,9382.0,7473.0,361.0,352.0,9.0,2.0,2.0,0.0,597.0,470.0,127.0,6517.0,1078.0,5439.0
153,RK_10_14,1999JJ00,9078.0,2754.0,6324.0,1.7,104.9,9543.0,6646.0,338.0,324.0,14.0,5.0,2.0,3.0,590.0,468.0,122.0,5723.0,1130.0,4593.0
154,RK_10_14,2000JJ00,12184.0,3083.0,9101.0,-4.6,100.0,9101.0,9394.0,311.0,295.0,16.0,6.0,2.0,4.0,592.0,464.0,128.0,8497.0,1185.0,7312.0
155,RK_10_14,2001JJ00,14646.0,3507.0,11139.0,7.1,107.1,9747.0,11408.0,290.0,269.0,21.0,4.0,0.0,4.0,599.0,474.0,125.0,10523.0,1247.0,9276.0
156,RK_10_14,2002JJ00,13491.0,3473.0,10018.0,0.4,107.6,9790.0,10253.0,257.0,235.0,22.0,3.0,0.0,3.0,671.0,522.0,149.0,9328.0,1311.0,8017.0
157,RK_10_14,2003JJ00,13851.0,3406.0,10445.0,-3.1,104.3,9488.0,10675.0,251.0,231.0,20.0,2.0,1.0,1.0,681.0,532.0,149.0,9745.0,1354.0,8391.0
158,RK_10_14,2004JJ00,14835.0,3511.0,11324.0,10.8,115.5,10515.0,11358.0,57.0,35.0,22.0,1.0,1.0,0.0,704.0,541.0,163.0,10598.0,1391.0,9207.0
159,RK_10_14,2005JJ00,17312.0,4725.0,12587.0,-17.6,95.2,8664.0,12587.0,25.0,0.0,25.0,0.0,0.0,0.0,589.0,457.0,132.0,11973.0,1223.0,10750.0
160,RK_10_14,2006JJ00,21129.0,5200.0,15929.0,-2.9,92.4,8413.0,15929.0,24.0,0.0,24.0,0.0,0.0,0.0,592.0,461.0,131.0,15313.0,1289.0,14024.0
161,RK_10_14,2007JJ00,20744.0,5089.0,15655.0,-0.2,92.3,8397.0,15655.0,23.0,0.0,23.0,1.0,0.0,1.0,618.0,481.0,137.0,15015.0,1356.0,13659.0
162,RK_10_14,2008JJ00,27356.0,5607.0,21749.0,7.7,99.4,9048.0,21749.0,24.0,0.0,24.0,2.0,0.0,2.0,637.0,491.0,146.0,21090.0,1423.0,19667.0
163,RK_10_14,2009JJ00,20021.0,4810.0,15211.0,-7.1,92.4,8406.0,15211.0,23.0,0.0,23.0,3.0,0.0,3.0,666.0,514.0,152.0,14525.0,1461.0,13064.0
164,RK_15_37,1969JJ00,36734.0,24486.0,12248.0,,46.5,27015.0,13047.0,1207.0,1086.0,121.0,325.0,287.0,38.0,7830.0,6376.0,1454.0,4335.0,1071.0,3264.0
165,RK_15_37,1970JJ00,41415.0,28117.0,13298.0,3.4,48.1,27946.0,14018.0,1236.0,1100.0,136.0,430.0,380.0,50.0,8707.0,7086.0,1621.0,4505.0,1242.0,3263.0
166,RK_15_37,1971JJ00,45908.0,31322.0,14586.0,2.3,49.2,28598.0,15338.0,1259.0,1110.0,149.0,417.0,358.0,59.0,9671.0,7831.0,1840.0,4825.0,1427.0,3398.0
167,RK_15_37,1972JJ00,48748.0,32657.0,16091.0,4.2,51.3,29809.0,16947.0,1436.0,1261.0,175.0,474.0,405.0,69.0,10577.0,8545.0,2032.0,5408.0,1570.0,3838.0
168,RK_15_37,1973JJ00,56683.0,38737.0,17946.0,6.2,54.5,31653.0,18669.0,1535.0,1332.0,203.0,681.0,609.0,72.0,12271.0,9769.0,2502.0,5544.0,1653.0,3891.0
169,RK_15_37,1974JJ00,71606.0,48270.0,23336.0,5.1,57.3,33268.0,24085.0,1543.0,1316.0,227.0,653.0,567.0,86.0,14213.0,11252.0,2961.0,8982.0,1917.0,7065.0
170,RK_15_37,1975JJ00,70466.0,49800.0,20666.0,-5.8,54.0,31344.0,21644.0,1749.0,1527.0,222.0,678.0,549.0,129.0,14640.0,11569.0,3071.0,5933.0,2199.0,3734.0
171,RK_15_37,1976JJ00,79587.0,56641.0,22946.0,5.9,57.2,33206.0,23878.0,2038.0,1757.0,281.0,1034.0,825.0,209.0,16014.0,12602.0,3412.0,6860.0,2417.0,4443.0
172,RK_15_37,1977JJ00,82381.0,59030.0,23351.0,-0.4,57.0,33077.0,24354.0,2298.0,1992.0,306.0,1151.0,989.0,162.0,16582.0,13085.0,3497.0,6625.0,2572.0,4053.0
173,RK_15_37,1978JJ00,84531.0,59962.0,24569.0,1.9,58.0,33692.0,25552.0,2383.0,2064.0,319.0,1295.0,1081.0,214.0,17314.0,13659.0,3655.0,7150.0,2750.0,4400.0
174,RK_15_37,1979JJ00,94049.0,67779.0,26270.0,2.5,59.5,34530.0,26946.0,2371.0,2011.0,360.0,1580.0,1335.0,245.0,18317.0,14384.0,3933.0,7838.0,2966.0,4872.0
175,RK_15_37,1980JJ00,102684.0,75609.0,27075.0,-0.4,59.2,34399.0,27843.0,2442.0,2061.0,381.0,1569.0,1293.0,276.0,18839.0,14741.0,4098.0,8131.0,3247.0,4884.0
176,RK_15_37,1981JJ00,109732.0,82005.0,27727.0,-1.1,58.6,34030.0,28645.0,2412.0,2002.0,410.0,1378.0,1084.0,294.0,19029.0,14922.0,4107.0,8582.0,3591.0,4991.0
177,RK_15_37,1982JJ00,112851.0,84510.0,28341.0,-1.2,57.9,33618.0,29345.0,2647.0,2221.0,426.0,1575.0,1217.0,358.0,19631.0,15469.0,4162.0,8642.0,3837.0,4805.0
178,RK_15_37,1983JJ00,116924.0,88002.0,28922.0,3.0,59.6,34613.0,29815.0,2718.0,2256.0,462.0,1763.0,1363.0,400.0,20012.0,15634.0,4378.0,8848.0,3959.0,4889.0
179,RK_15_37,1984JJ00,129086.0,96500.0,32586.0,6.5,63.5,36874.0,33270.0,2736.0,2254.0,482.0,1980.0,1570.0,410.0,20626.0,16125.0,4501.0,11888.0,4140.0,7748.0
180,RK_15_37,1985JJ00,132515.0,99715.0,32800.0,2.8,65.3,37918.0,33412.0,2568.0,2139.0,429.0,1921.0,1527.0,394.0,21551.0,16910.0,4641.0,11214.0,4394.0,6820.0
181,RK_15_37,1986JJ00,123700.0,88833.0,34867.0,3.7,67.7,39333.0,35323.0,2614.0,2227.0,387.0,2167.0,1771.0,396.0,22587.0,17752.0,4835.0,12289.0,4640.0,7649.0
182,RK_15_37,1987JJ00,122253.0,86475.0,35778.0,2.0,69.1,40139.0,35303.0,2449.0,2037.0,412.0,2944.0,2512.0,432.0,23562.0,18416.0,5146.0,12236.0,4946.0,7290.0
183,RK_15_37,1988JJ00,128108.0,90370.0,37738.0,2.8,71.1,41268.0,37401.0,2416.0,2019.0,397.0,2802.0,2356.0,446.0,23823.0,18810.0,5013.0,13964.0,5217.0,8747.0
184,RK_15_37,1989JJ00,140001.0,100078.0,39923.0,4.5,74.3,43146.0,40343.0,2301.0,1913.0,388.0,1929.0,1493.0,436.0,24257.0,19346.0,4911.0,15714.0,5488.0,10226.0
185,RK_15_37,1990JJ00,144939.0,103347.0,41592.0,3.5,76.9,44676.0,42756.0,2572.0,2184.0,388.0,1488.0,1020.0,468.0,25749.0,22347.0,3402.0,15923.0,5782.0,10141.0
186,RK_15_37,1991JJ00,148126.0,105977.0,42149.0,0.8,77.5,45013.0,43016.0,2683.0,2283.0,400.0,1736.0,1416.0,320.0,27299.0,23700.0,3599.0,14770.0,6054.0,8716.0
187,RK_15_37,1992JJ00,148247.0,105401.0,42846.0,0.9,78.2,45430.0,44410.0,3216.0,2759.0,457.0,1451.0,1195.0,256.0,28595.0,24657.0,3938.0,14050.0,6236.0,7814.0
188,RK_15_37,1993JJ00,144782.0,101260.0,43522.0,-0.6,77.7,45155.0,46430.0,4767.0,4283.0,484.0,1542.0,1375.0,167.0,28491.0,24832.0,3659.0,14714.0,6352.0,8362.0
189,RK_15_37,1994JJ00,151382.0,106034.0,45348.0,5.4,81.9,47574.0,48526.0,4782.0,4263.0,519.0,1244.0,1085.0,159.0,28548.0,25076.0,3472.0,16440.0,6397.0,10043.0
190,RK_15_37,1995JJ00,162276.0,114189.0,48087.0,3.8,85.0,49358.0,52024.0,5491.0,4979.0,512.0,1190.0,1042.0,148.0,29199.0,25417.0,3782.0,18524.0,6511.0,12013.0
191,RK_15_37,1996JJ00,168598.0,120364.0,48234.0,1.4,86.2,50068.0,52418.0,5431.0,4935.0,496.0,955.0,751.0,204.0,29498.0,25552.0,3946.0,18444.0,6652.0,11792.0
192,RK_15_37,1997JJ00,179707.0,129958.0,49749.0,1.4,87.4,50749.0,54502.0,5905.0,5472.0,433.0,1079.0,719.0,360.0,30390.0,26501.0,3889.0,19286.0,6794.0,12492.0
193,RK_15_37,1998JJ00,184088.0,131768.0,52320.0,3.4,90.4,52485.0,57432.0,6202.0,5768.0,434.0,1184.0,656.0,528.0,31787.0,25918.0,5869.0,20627.0,7095.0,13532.0
194,RK_15_37,1999JJ00,190006.0,136150.0,53856.0,3.7,93.7,54423.0,59124.0,6541.0,6046.0,495.0,1352.0,778.0,574.0,33013.0,26959.0,6054.0,20922.0,7418.0,13504.0
195,RK_15_37,2000JJ00,215136.0,157058.0,58078.0,6.7,100.0,58078.0,63117.0,6356.0,5799.0,557.0,1409.0,760.0,649.0,34591.0,28134.0,6457.0,23579.0,7805.0,15774.0
196,RK_15_37,2001JJ00,216545.0,157826.0,58719.0,-0.2,99.8,57980.0,63480.0,5951.0,5322.0,629.0,1294.0,561.0,733.0,36022.0,29190.0,6832.0,22801.0,8205.0,14596.0
197,RK_15_37,2002JJ00,211392.0,152210.0,59182.0,0.1,99.9,58010.0,64647.0,6715.0,6046.0,669.0,1304.0,581.0,723.0,37038.0,29583.0,7455.0,22198.0,8405.0,13793.0
198,RK_15_37,2003JJ00,211057.0,150887.0,60170.0,-1.1,98.8,57354.0,66034.0,7078.0,6464.0,614.0,1014.0,600.0,414.0,37192.0,29551.0,7641.0,22778.0,8394.0,14384.0
199,RK_15_37,2004JJ00,223873.0,161279.0,62594.0,3.4,102.2,59329.0,68382.0,6882.0,6285.0,597.0,919.0,497.0,422.0,37420.0,29431.0,7989.0,24999.0,8416.0,16583.0
200,RK_15_37,2005JJ00,238630.0,173467.0,65163.0,2.0,104.2,60519.0,71055.0,6875.0,6320.0,555.0,764.0,428.0,336.0,37011.0,29299.0,7712.0,27933.0,8484.0,19449.0
201,RK_15_37,2006JJ00,256509.0,189796.0,66713.0,3.4,107.7,62574.0,72764.0,6925.0,6413.0,512.0,665.0,362.0,303.0,37909.0,29950.0,7959.0,28595.0,8642.0,19953.0
202,RK_15_37,2007JJ00,278086.0,206506.0,71580.0,5.7,113.9,66162.0,78050.0,7339.0,6696.0,643.0,467.0,226.0,241.0,39259.0,31058.0,8201.0,31919.0,8910.0,23009.0
203,RK_15_37,2008JJ00,295873.0,223268.0,72605.0,-1.9,111.8,64911.0,79535.0,7882.0,7104.0,778.0,439.0,174.0,265.0,40969.0,32212.0,8757.0,31123.0,9216.0,21907.0
204,RK_15_37,2009JJ00,247143.0,183056.0,64087.0,-8.8,102.0,59220.0,71365.0,8377.0,7489.0,888.0,960.0,211.0,749.0,40333.0,31649.0,8684.0,23615.0,9420.0,14195.0
205,RK_15_16,1969JJ00,10372.0,8135.0,2237.0,,80.1,7921.0,2640.0,719.0,678.0,41.0,295.0,275.0,20.0,1135.0,893.0,242.0,1081.0,187.0,894.0
206,RK_15_16,1970JJ00,11547.0,9109.0,2438.0,0.2,80.2,7935.0,2746.0,719.0,673.0,46.0,394.0,365.0,29.0,1303.0,1024.0,279.0,1118.0,215.0,903.0
207,RK_15_16,1971JJ00,12655.0,9972.0,2683.0,-3.0,77.9,7701.0,3021.0,729.0,679.0,50.0,375.0,341.0,34.0,1458.0,1138.0,320.0,1209.0,245.0,964.0
208,RK_15_16,1972JJ00,13529.0,10478.0,3051.0,4.9,81.7,8077.0,3431.0,830.0,768.0,62.0,429.0,388.0,41.0,1644.0,1278.0,366.0,1386.0,267.0,1119.0
209,RK_15_16,1973JJ00,15713.0,12220.0,3493.0,-3.1,79.1,7822.0,3712.0,883.0,810.0,73.0,637.0,591.0,46.0,1880.0,1440.0,440.0,1586.0,281.0,1305.0
210,RK_15_16,1974JJ00,17649.0,13828.0,3821.0,3.0,81.5,8060.0,4112.0,916.0,837.0,79.0,602.0,546.0,56.0,2155.0,1645.0,510.0,1643.0,330.0,1313.0
211,RK_15_16,1975JJ00,18934.0,14860.0,4074.0,2.8,83.8,8285.0,4482.0,1012.0,932.0,80.0,609.0,524.0,85.0,2373.0,1811.0,562.0,1706.0,387.0,1319.0
212,RK_15_16,1976JJ00,21138.0,16610.0,4528.0,-4.0,80.4,7952.0,4856.0,1224.0,1126.0,98.0,944.0,798.0,146.0,2566.0,1952.0,614.0,2010.0,432.0,1578.0
213,RK_15_16,1977JJ00,22659.0,17836.0,4823.0,1.1,81.3,8038.0,5106.0,1356.0,1244.0,112.0,1069.0,961.0,108.0,2698.0,2060.0,638.0,2121.0,466.0,1655.0
214,RK_15_16,1978JJ00,23691.0,18765.0,4926.0,-4.1,77.9,7705.0,5137.0,1371.0,1255.0,116.0,1192.0,1044.0,148.0,2835.0,2163.0,672.0,2123.0,505.0,1618.0
215,RK_15_16,1979JJ00,25102.0,20026.0,5076.0,-4.4,74.5,7368.0,5100.0,1446.0,1322.0,124.0,1471.0,1298.0,173.0,3004.0,2280.0,724.0,2121.0,554.0,1567.0
216,RK_15_16,1980JJ00,26652.0,21413.0,5239.0,3.9,77.4,7654.0,5309.0,1456.0,1325.0,131.0,1450.0,1255.0,195.0,3090.0,2336.0,754.0,2213.0,615.0,1598.0
217,RK_15_16,1981JJ00,29614.0,23556.0,6058.0,6.3,82.2,8135.0,6357.0,1486.0,1338.0,148.0,1246.0,1039.0,207.0,3251.0,2461.0,790.0,2866.0,684.0,2182.0
218,RK_15_16,1982JJ00,31522.0,25605.0,5917.0,-6.5,76.9,7610.0,6282.0,1692.0,1536.0,156.0,1425.0,1171.0,254.0,3385.0,2572.0,813.0,2630.0,734.0,1896.0
219,RK_15_16,1983JJ00,32494.0,26668.0,5826.0,-0.5,76.5,7569.0,6091.0,1746.0,1577.0,169.0,1596.0,1312.0,284.0,3427.0,2576.0,851.0,2514.0,763.0,1751.0
220,RK_15_16,1984JJ00,35567.0,28012.0,7555.0,7.8,82.5,8157.0,7612.0,1752.0,1574.0,178.0,1809.0,1517.0,292.0,3433.0,2591.0,842.0,4236.0,799.0,3437.0
221,RK_15_16,1985JJ00,36331.0,29599.0,6732.0,-6.4,77.2,7634.0,6729.0,1667.0,1490.0,177.0,1774.0,1493.0,281.0,3518.0,2662.0,856.0,3318.0,838.0,2480.0
222,RK_15_16,1986JJ00,34407.0,27403.0,7004.0,0.8,77.8,7694.0,6775.0,1659.0,1508.0,151.0,2034.0,1737.0,297.0,3576.0,2710.0,866.0,3574.0,876.0,2698.0
223,RK_15_16,1987JJ00,32240.0,25561.0,6679.0,-4.4,74.4,7357.0,5582.0,1536.0,1381.0,155.0,2820.0,2478.0,342.0,3827.0,2913.0,914.0,3039.0,925.0,2114.0
224,RK_15_16,1988JJ00,33416.0,26844.0,6572.0,-1.0,73.6,7283.0,5602.0,1509.0,1352.0,157.0,2653.0,2322.0,331.0,3800.0,2925.0,875.0,2946.0,967.0,1979.0
225,RK_15_16,1989JJ00,35173.0,28650.0,6523.0,1.5,74.8,7395.0,6368.0,1449.0,1304.0,145.0,1769.0,1459.0,310.0,3792.0,2939.0,853.0,2896.0,1004.0,1892.0
226,RK_15_16,1990JJ00,35169.0,28065.0,7104.0,4.1,77.8,7700.0,7462.0,1490.0,1347.0,143.0,1314.0,989.0,325.0,3929.0,3330.0,599.0,3357.0,1045.0,2312.0
227,RK_15_16,1991JJ00,36620.0,29294.0,7326.0,4.1,81.0,8015.0,7207.0,1408.0,1264.0,144.0,1615.0,1383.0,232.0,4135.0,3503.0,632.0,3279.0,1098.0,2181.0
228,RK_15_16,1992JJ00,37987.0,30000.0,7987.0,5.3,85.3,8440.0,8279.0,1617.0,1452.0,165.0,1357.0,1160.0,197.0,4337.0,3639.0,698.0,3682.0,1153.0,2529.0
229,RK_15_16,1993JJ00,37759.0,29419.0,8340.0,1.3,86.4,8547.0,8503.0,1672.0,1496.0,176.0,1452.0,1333.0,119.0,4513.0,3872.0,641.0,3770.0,1192.0,2578.0
230,RK_15_16,1994JJ00,38740.0,30262.0,8478.0,7.4,92.8,9182.0,8963.0,1719.0,1532.0,187.0,1150.0,1047.0,103.0,4516.0,3909.0,607.0,3878.0,1219.0,2659.0
231,RK_15_16,1995JJ00,40130.0,31219.0,8911.0,3.2,95.8,9472.0,9438.0,1699.0,1528.0,171.0,1073.0,1001.0,72.0,4440.0,3800.0,640.0,4372.0,1248.0,3124.0
232,RK_15_16,1996JJ00,41345.0,32387.0,8958.0,0.9,96.6,9558.0,9496.0,1426.0,1252.0,174.0,772.0,714.0,58.0,4341.0,3700.0,641.0,4501.0,1275.0,3226.0
233,RK_15_16,1997JJ00,43044.0,34056.0,8988.0,-1.1,95.5,9448.0,9716.0,1578.0,1412.0,166.0,798.0,684.0,114.0,4459.0,3811.0,648.0,4477.0,1304.0,3173.0
234,RK_15_16,1998JJ00,43484.0,34377.0,9107.0,0.0,95.5,9450.0,9879.0,1557.0,1390.0,167.0,726.0,618.0,108.0,4633.0,3698.0,935.0,4415.0,1340.0,3075.0
235,RK_15_16,1999JJ00,43106.0,33372.0,9734.0,2.2,97.7,9659.0,10582.0,1635.0,1451.0,184.0,723.0,603.0,120.0,4879.0,3889.0,990.0,4791.0,1383.0,3408.0
236,RK_15_16,2000JJ00,45101.0,35210.0,9891.0,2.4,100.0,9891.0,10775.0,1689.0,1490.0,199.0,750.0,606.0,144.0,5103.0,4044.0,1059.0,4733.0,1450.0,3283.0
237,RK_15_16,2001JJ00,46918.0,36499.0,10419.0,0.1,100.1,9903.0,11500.0,1723.0,1501.0,222.0,561.0,420.0,141.0,5313.0,4191.0,1122.0,5025.0,1527.0,3498.0
238,RK_15_16,2002JJ00,46552.0,35421.0,11131.0,2.4,102.6,10144.0,12256.0,1854.0,1633.0,221.0,622.0,508.0,114.0,5450.0,4220.0,1230.0,5574.0,1577.0,3997.0
239,RK_15_16,2003JJ00,46848.0,35336.0,11512.0,-0.7,101.9,10074.0,12803.0,2033.0,1811.0,222.0,632.0,520.0,112.0,5530.0,4251.0,1279.0,5872.0,1584.0,4288.0
240,RK_15_16,2004JJ00,47633.0,36062.0,11571.0,0.9,102.8,10170.0,12870.0,1939.0,1718.0,221.0,518.0,419.0,99.0,5537.0,4220.0,1317.0,5912.0,1607.0,4305.0
241,RK_15_16,2005JJ00,48217.0,36308.0,11909.0,4.0,106.9,10574.0,13226.0,1806.0,1659.0,147.0,432.0,342.0,90.0,5451.0,4191.0,1260.0,6401.0,1635.0,4766.0
242,RK_15_16,2006JJ00,50222.0,38077.0,12145.0,2.3,109.3,10815.0,13692.0,1960.0,1818.0,142.0,355.0,271.0,84.0,5580.0,4280.0,1300.0,6507.0,1672.0,4835.0
243,RK_15_16,2007JJ00,55739.0,42627.0,13112.0,3.1,112.7,11146.0,15004.0,2280.0,2014.0,266.0,185.0,122.0,63.0,5760.0,4417.0,1343.0,7149.0,1720.0,5429.0
244,RK_15_16,2008JJ00,59789.0,46133.0,13656.0,-1.5,111.0,10977.0,15814.0,2552.0,2233.0,319.0,144.0,75.0,69.0,5861.0,4430.0,1431.0,7545.0,1773.0,5772.0
245,RK_15_16,2009JJ00,56925.0,42036.0,14889.0,0.5,111.5,11033.0,17213.0,2783.0,2430.0,353.0,192.0,106.0,86.0,5848.0,4424.0,1424.0,8774.0,1803.0,6971.0
246,RK_17_19,1969JJ00,2792.0,1940.0,852.0,,133.1,1775.0,852.0,7.0,0.0,7.0,0.0,0.0,0.0,526.0,410.0,116.0,319.0,63.0,256.0
247,RK_17_19,1970JJ00,2795.0,1940.0,855.0,-1.2,131.6,1754.0,855.0,8.0,0.0,8.0,0.0,0.0,0.0,533.0,415.0,118.0,314.0,70.0,244.0
248,RK_17_19,1971JJ00,3021.0,2083.0,938.0,0.9,132.8,1770.0,938.0,9.0,0.0,9.0,0.0,0.0,0.0,588.0,457.0,131.0,341.0,75.0,266.0
249,RK_17_19,1972JJ00,3020.0,2016.0,1004.0,-0.6,132.0,1759.0,1004.0,10.0,0.0,10.0,1.0,0.0,1.0,622.0,483.0,139.0,373.0,78.0,295.0
250,RK_17_19,1973JJ00,3169.0,2100.0,1069.0,-2.6,128.5,1713.0,1069.0,10.0,0.0,10.0,0.0,0.0,0.0,666.0,513.0,153.0,393.0,78.0,315.0
251,RK_17_19,1974JJ00,3403.0,2287.0,1116.0,0.2,128.8,1717.0,1116.0,11.0,0.0,11.0,1.0,0.0,1.0,709.0,544.0,165.0,397.0,86.0,311.0
252,RK_17_19,1975JJ00,3158.0,2100.0,1058.0,-7.6,119.0,1586.0,1058.0,9.0,0.0,9.0,1.0,0.0,1.0,688.0,527.0,161.0,362.0,94.0,268.0
253,RK_17_19,1976JJ00,3390.0,2243.0,1147.0,3.6,123.2,1643.0,1147.0,11.0,0.0,11.0,3.0,0.0,3.0,735.0,562.0,173.0,404.0,102.0,302.0
254,RK_17_19,1977JJ00,3317.0,2212.0,1105.0,-10.5,110.2,1470.0,1105.0,11.0,0.0,11.0,2.0,0.0,2.0,718.0,550.0,168.0,378.0,106.0,272.0
255,RK_17_19,1978JJ00,3457.0,2291.0,1166.0,1.5,111.9,1492.0,1166.0,10.0,0.0,10.0,2.0,0.0,2.0,755.0,578.0,177.0,403.0,111.0,292.0
256,RK_17_19,1979JJ00,3552.0,2396.0,1156.0,-1.4,110.4,1472.0,1156.0,10.0,0.0,10.0,2.0,0.0,2.0,756.0,575.0,181.0,392.0,117.0,275.0
257,RK_17_19,1980JJ00,3539.0,2430.0,1109.0,-6.2,103.5,1380.0,1109.0,10.0,0.0,10.0,3.0,0.0,3.0,727.0,551.0,176.0,375.0,124.0,251.0
258,RK_17_19,1981JJ00,3376.0,2355.0,1021.0,-8.5,94.8,1263.0,1021.0,10.0,0.0,10.0,3.0,0.0,3.0,676.0,512.0,164.0,338.0,133.0,205.0
259,RK_17_19,1982JJ00,3498.0,2406.0,1092.0,3.2,97.8,1304.0,1092.0,10.0,0.0,10.0,4.0,0.0,4.0,709.0,540.0,169.0,377.0,139.0,238.0
260,RK_17_19,1983JJ00,3483.0,2400.0,1083.0,-2.5,95.4,1272.0,1083.0,12.0,0.0,12.0,5.0,0.0,5.0,693.0,521.0,172.0,383.0,140.0,243.0
261,RK_17_19,1984JJ00,3739.0,2647.0,1092.0,-0.7,94.7,1262.0,1092.0,11.0,0.0,11.0,4.0,0.0,4.0,705.0,532.0,173.0,380.0,142.0,238.0
262,RK_17_19,1985JJ00,3934.0,2801.0,1133.0,2.0,96.6,1288.0,1133.0,12.0,0.0,12.0,4.0,0.0,4.0,737.0,558.0,179.0,388.0,145.0,243.0
