ID,HerkomstBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
369,332910,1996JJ00,1.1,0.0,6.0,490.0,2599.0,1.0,1365.0,1475.0,3432.0,54.0,22658.0,311149.0
370,332910,1997JJ00,1.0,5.0,15.0,385.0,2199.0,0.0,1274.0,1072.0,3177.0,52.0,20723.0,313905.0
371,332910,1998JJ00,0.8,4.0,10.0,291.0,1805.0,0.0,1185.0,728.0,2690.0,50.0,18825.0,316532.0
372,332910,1999JJ00,0.6,4.0,4.0,207.0,1420.0,0.0,1098.0,442.0,2209.0,49.0,16964.0,319028.0
373,332910,2000JJ00,0.5,4.0,3.0,142.0,1224.0,0.0,1049.0,294.0,1270.0,48.0,15957.0,318460.0
374,332910,2001JJ00,0.5,7.0,6.0,128.0,1224.0,0.0,887.0,292.0,1387.0,55.0,13951.0,412532.0
375,332910,2002JJ00,0.5,5.0,9.0,114.0,1225.0,0.0,727.0,288.0,1505.0,60.0,12592.0,472577.0
376,332910,2003JJ00,0.5,4.0,5.0,100.0,1225.0,0.0,571.0,311.0,1967.0,64.0,11257.0,531325.0
377,332910,2004JJ00,0.5,5.0,6.0,86.0,1225.0,0.0,417.0,313.0,2201.0,66.0,10545.0,557342.0
378,332910,2005JJ00,0.5,2.0,4.0,64.0,1225.0,0.0,266.0,200.0,424.0,79.0,7649.0,712182.0
379,332910,2006JJ00,0.2,2.0,7.0,763.0,251.0,0.0,103.0,588.0,456.0,157.0,109070.0,475341.0
380,332910,2007JJ00,0.9,2.0,3.0,723.0,2441.0,0.0,503.0,468.0,511.0,189.0,165576.0,238500.0
381,332910,2008JJ00,0.2,2.0,6.0,1368.0,229.0,0.0,16.0,579.0,192.0,46.0,45767.0,1659.0
382,332910,2009JJ00,0.0,1.0,6.0,2.0,32.0,0.0,8.0,38.0,148.0,6.0,6014.0,1013.0
383,332910,2010JJ00,0.1,1.0,1.0,3.0,43.0,1.0,9.0,16.0,105.0,9.0,8865.0,1223.0
384,336500,1995JJ00,1.2,0.0,2.0,564.0,2890.0,1.0,1349.0,1866.0,3384.0,50.0,22966.0,274676.0
385,336500,1996JJ00,1.1,4.0,1.0,500.0,2738.0,1.0,1373.0,1622.0,2996.0,51.0,23758.0,274676.0
