ID,DutchEconomy,Periods,TotalCO2_1,CO2ExclBiomass_2,CO2Biomass_3,N2O_4,CH4_5,GreenhouseGasEquivalents_6,NOx_7,SO2_8,NH3_9,AcidificationEquivalents_10,CFK12Equivalents_11,CO_12,NMVOC_13,PM10_14
400,315810 ,2005JJ00,1988.0,1827,161.0,0.0,0.2,1998,3.3,0.1,0.1,0.1,0.0,7.1,6.8,0.7
401,315810 ,2006JJ00,1908.0,1725,183.3,0.0,0.2,1918,3.1,0.1,0.0,0.1,0.0,6.5,6.1,0.7
402,315810 ,2007JJ00,1647.0,1458,188.9,0.0,0.2,1655,3.0,0.1,0.0,0.1,0.0,4.6,5.6,0.7
403,315810 ,2008JJ00,1465.0,1152,313.2,0.0,0.2,1474,2.8,0.1,0.0,0.1,0.0,4.8,5.1,0.6
404,315810 ,2009JJ00,1381.0,1043,338.2,0.0,0.2,1390,2.5,0.1,0.0,0.1,0.0,4.7,4.8,0.6
405,315810 ,2010JJ00,1476.0,1163,313.7,0.0,0.2,1485,2.5,0.0,0.0,0.1,0.0,5.1,4.5,0.5
406,315810 ,2011JJ00,1367.0,1078,289.9,0.0,0.2,1376,2.4,0.0,0.0,0.1,0.0,4.3,4.2,0.5
407,315810 ,2012JJ00,1356.0,1044,311.6,0.0,0.2,1365,2.3,0.0,0.0,0.1,0.0,4.0,4.3,0.5
408,315810 ,2013JJ00,1233.0,938,295.0,0.0,0.2,1241,2.1,0.0,0.0,0.0,0.0,3.6,4.4,0.5
409,315810 ,2014JJ00,1275.0,943,332.0,0.0,0.2,1283,2.1,0.0,0.0,0.0,0.0,3.9,3.9,0.5
410,315810 ,2015JJ00,1319.0,935,384.6,0.0,0.2,1327,1.8,0.0,0.0,0.0,0.0,3.7,3.6,0.5
411,315810 ,2016JJ00,1307.0,914,393.3,0.0,0.2,1315,1.8,0.0,0.0,0.0,0.0,3.7,4.0,0.5
412,315810 ,2017JJ00,1307.0,916,390.3,0.0,0.2,1314,1.7,0.0,0.0,0.0,0.0,3.2,4.0,0.5
413,315810 ,2018JJ00,1271.0,853,417.9,0.0,0.2,1278,1.4,0.0,0.0,0.0,0.0,2.9,3.7,0.6
414,315810 ,2019JJ00,1213.0,801,412.3,0.0,0.2,1220,1.3,0.1,0.0,0.0,0.0,3.1,3.2,0.6
415,315810 ,2020JJ00,1117.0,694,423.2,0.0,0.2,1124,1.3,0.1,0.0,0.0,0.0,3.1,2.6,0.6
416,315810 ,2021JJ00,1218.0,740,477.9,0.0,0.2,1225,1.2,0.0,0.0,0.0,0.0,2.9,2.8,0.6
417,315810 ,2022JJ00,1106.0,634,472.3,0.0,0.2,1113,1.1,0.0,0.0,0.0,0.0,2.5,2.9,0.6
418,315810 ,2023JJ00,865.0,471,394.3,0.0,0.1,871,0.9,0.0,0.0,0.0,0.0,2.1,2.5,0.6
419,315810 ,2024JJ00,917.0,525,391.7,0.0,0.1,923,1.1,0.0,0.0,0.0,0.0,2.0,2.2,0.6
420,315800 ,1990JJ00,189.0,98,91.6,0.0,0.0,192,0.7,0.0,0.0,0.0,0.0,2.4,5.4,0.5
421,315800 ,1991JJ00,200.0,109,91.6,0.0,0.0,202,0.4,0.0,0.0,0.0,0.0,1.3,4.9,0.5
422,315800 ,1992JJ00,197.0,104,93.3,0.0,0.0,199,0.5,0.0,0.0,0.0,0.0,1.4,4.6,0.5
423,315800 ,1993JJ00,186.0,91,94.8,0.0,0.0,188,0.5,0.0,0.0,0.0,0.0,1.6,4.3,0.5
424,315800 ,1994JJ00,189.0,93,96.5,0.0,0.0,191,0.5,0.0,0.0,0.0,0.0,1.7,4.0,0.5
425,315800 ,1995JJ00,178.0,80,98.1,0.0,0.0,180,0.5,0.0,0.0,0.0,0.0,2.2,4.0,0.4
426,315800 ,1996JJ00,181.0,81,99.6,0.0,0.0,183,0.5,0.0,0.0,0.0,0.0,1.7,3.2,0.0
427,315800 ,1997JJ00,178.0,77,101.3,0.0,0.0,181,0.5,0.0,0.0,0.0,0.0,1.6,3.1,0.0
428,315800 ,1998JJ00,180.0,80,100.2,0.0,0.0,182,0.6,0.0,0.0,0.0,0.0,1.8,5.7,0.0
429,315800 ,1999JJ00,191.0,92,99.2,0.0,0.0,193,0.6,0.0,0.0,0.0,0.0,2.3,4.4,0.0
430,315800 ,2000JJ00,226.0,128,98.2,0.0,0.0,228,0.6,0.0,0.0,0.0,0.0,1.8,3.1,0.4
431,315800 ,2001JJ00,180.0,83,97.4,0.0,0.0,182,0.6,0.0,0.0,0.0,0.0,1.8,3.2,0.4
432,315800 ,2002JJ00,184.0,87,96.5,0.0,0.0,186,0.5,0.0,0.0,0.0,0.0,1.7,2.8,0.4
433,315800 ,2003JJ00,168.0,72,95.8,0.0,0.0,170,0.5,0.0,0.0,0.0,0.0,0.9,2.3,0.4
434,315800 ,2004JJ00,173.0,78,94.9,0.0,0.0,175,0.7,0.0,0.0,0.0,0.0,2.1,1.4,0.4
435,315800 ,2005JJ00,179.0,78,101.2,0.0,0.0,182,0.7,0.0,0.0,0.0,0.0,1.9,1.0,0.3
436,315800 ,2006JJ00,175.0,71,104.0,0.0,0.0,177,0.6,0.0,0.0,0.0,0.0,1.7,0.9,0.3
437,315800 ,2007JJ00,165.0,58,107.0,0.0,0.0,167,0.6,0.0,0.0,0.0,0.0,1.3,0.8,0.3
438,315800 ,2008JJ00,170.0,64,106.7,0.0,0.0,173,0.6,0.0,0.0,0.0,0.0,1.4,0.7,0.3
439,315800 ,2009JJ00,191.0,85,105.7,0.0,0.0,193,0.6,0.0,0.0,0.0,0.0,1.6,0.6,0.2
440,315800 ,2010JJ00,183.0,84,99.0,0.0,0.0,185,0.5,0.0,0.0,0.0,0.0,1.7,0.6,0.2
441,315800 ,2011JJ00,183.0,85,98.1,0.0,0.0,186,0.5,0.0,0.0,0.0,0.0,1.6,0.5,0.2
442,315800 ,2012JJ00,169.0,77,92.3,0.0,0.0,171,0.5,0.0,0.0,0.0,0.0,1.2,0.5,0.2
443,315800 ,2013JJ00,148.0,60,87.6,0.0,0.0,150,0.4,0.0,0.0,0.0,0.0,0.9,0.4,0.2
444,315800 ,2014JJ00,185.0,75,110.3,0.0,0.0,188,0.5,0.0,0.0,0.0,0.0,1.2,0.4,0.2
445,315800 ,2015JJ00,180.0,75,105.0,0.0,0.0,183,0.4,0.0,0.0,0.0,0.0,1.1,0.3,0.2
446,315800 ,2016JJ00,192.0,76,115.6,0.0,0.0,194,0.4,0.0,0.0,0.0,0.0,1.2,0.3,0.2
447,315800 ,2017JJ00,156.0,81,74.8,0.0,0.0,158,0.3,0.0,0.0,0.0,0.0,0.9,0.3,0.2
448,315800 ,2018JJ00,144.0,88,55.6,0.0,0.0,146,0.2,0.0,0.0,0.0,0.0,0.8,0.3,0.2
449,315800 ,2019JJ00,138.0,79,58.3,0.0,0.0,139,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.2
450,315800 ,2020JJ00,125.0,69,55.7,0.0,0.0,126,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.2
451,315800 ,2021JJ00,144.0,93,50.7,0.0,0.0,146,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.2
452,315800 ,2022JJ00,119.0,78,41.7,0.0,0.0,121,0.1,0.0,0.0,0.0,0.0,0.6,0.2,0.2
453,315800 ,2023JJ00,108.0,67,40.8,0.0,0.0,110,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2
454,315800 ,2024JJ00,95.0,55,40.0,0.0,0.0,97,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2
455,317100 ,1990JJ00,1530.0,1530,0.1,0.0,0.2,1535,3.5,0.3,0.1,0.1,0.0,3.0,4.0,0.5
456,317100 ,1991JJ00,1455.0,1455,0.2,0.0,0.2,1461,3.6,0.2,0.1,0.1,0.0,2.2,3.4,0.4
457,317100 ,1992JJ00,1427.0,1427,0.6,0.0,0.2,1433,3.2,0.1,0.1,0.1,0.0,2.4,2.8,0.4
458,317100 ,1993JJ00,1398.0,1398,0.5,0.0,0.2,1404,3.2,0.2,0.1,0.1,0.0,2.6,2.3,0.4
459,317100 ,1994JJ00,1533.0,1532,0.5,0.0,0.2,1539,2.9,0.1,0.1,0.1,0.0,2.8,1.7,0.4
460,317100 ,1995JJ00,1276.0,1274,2.5,0.0,0.2,1282,2.9,0.1,0.1,0.1,0.0,3.1,1.2,0.4
461,317100 ,1996JJ00,1363.0,1360,3.3,0.0,0.2,1369,2.3,0.1,0.0,0.1,0.0,2.4,0.4,0.0
462,317100 ,1997JJ00,1402.0,1398,4.1,0.0,0.2,1408,2.3,0.1,0.1,0.1,0.0,1.9,0.3,0.0
463,317100 ,1998JJ00,1372.0,1367,5.7,0.0,0.2,1378,2.0,0.1,0.1,0.1,0.0,2.1,0.2,0.0
464,317100 ,1999JJ00,1385.0,1377,7.7,0.0,0.2,1390,1.4,0.1,0.0,0.0,0.0,1.4,0.3,0.0
465,317100 ,2000JJ00,1411.0,1403,8.5,0.0,0.2,1417,2.5,0.1,0.1,0.1,0.0,2.4,0.5,0.4
466,317100 ,2001JJ00,1321.0,1311,9.9,0.0,0.2,1327,2.2,0.0,0.1,0.1,0.0,2.4,0.3,0.4
467,317100 ,2002JJ00,1389.0,1373,16.0,0.0,0.2,1394,2.3,0.1,0.0,0.1,0.1,3.2,0.6,0.4
468,317100 ,2003JJ00,1325.0,1302,22.9,0.0,0.2,1330,2.5,0.1,0.0,0.1,0.0,3.0,0.3,0.4
469,317100 ,2004JJ00,1325.0,1270,54.8,0.0,0.2,1330,2.3,0.1,0.0,0.1,0.0,3.2,0.2,0.4
470,317100 ,2005JJ00,1575.0,1515,59.9,0.0,0.2,1581,2.1,0.1,0.0,0.0,0.0,3.5,0.4,0.4
471,317100 ,2006JJ00,1533.0,1454,79.2,0.0,0.2,1539,2.0,0.1,0.0,0.0,0.0,3.0,0.6,0.4
472,317100 ,2007JJ00,1294.0,1213,81.1,0.0,0.2,1299,1.9,0.0,0.0,0.0,0.0,2.2,0.7,0.4
473,317100 ,2008JJ00,1091.0,885,205.9,0.0,0.1,1096,1.8,0.0,0.0,0.0,0.0,2.2,0.6,0.3
474,317100 ,2009JJ00,1053.0,822,231.8,0.0,0.1,1059,1.6,0.0,0.0,0.0,0.0,2.0,0.4,0.3
475,317100 ,2010JJ00,1161.0,947,214.3,0.0,0.2,1166,1.6,0.0,0.0,0.0,0.0,2.5,0.5,0.3
476,317100 ,2011JJ00,1080.0,889,191.4,0.0,0.2,1086,1.5,0.0,0.0,0.0,0.0,2.3,0.5,0.3
477,317100 ,2012JJ00,1075.0,856,218.8,0.0,0.2,1080,1.5,0.0,0.0,0.0,0.0,2.3,0.4,0.3
478,317100 ,2013JJ00,995.0,788,206.9,0.0,0.2,1000,1.4,0.0,0.0,0.0,0.0,2.3,0.4,0.3
479,317100 ,2014JJ00,1019.0,797,221.2,0.0,0.2,1024,1.4,0.0,0.0,0.0,0.0,2.2,0.5,0.3
480,317100 ,2015JJ00,1064.0,785,279.2,0.0,0.1,1068,1.2,0.0,0.0,0.0,0.0,2.1,0.6,0.3
481,317100 ,2016JJ00,1038.0,761,277.4,0.0,0.1,1043,1.2,0.0,0.0,0.0,0.0,2.1,0.8,0.3
482,317100 ,2017JJ00,1071.0,756,315.2,0.0,0.1,1076,1.1,0.0,0.0,0.0,0.0,1.8,0.4,0.3
483,317100 ,2018JJ00,1063.0,701,361.8,0.0,0.1,1068,1.1,0.0,0.0,0.0,0.0,1.7,0.4,0.4
484,317100 ,2019JJ00,1009.0,656,353.4,0.0,0.1,1014,1.1,0.0,0.0,0.0,0.0,1.9,0.4,0.4
485,317100 ,2020JJ00,944.0,577,367.0,0.0,0.1,948,1.0,0.0,0.0,0.0,0.0,1.9,0.3,0.4
486,317100 ,2021JJ00,1017.0,590,426.7,0.0,0.1,1022,1.0,0.0,0.0,0.0,0.0,1.8,0.3,0.4
487,317100 ,2022JJ00,924.0,494,430.1,0.0,0.1,929,0.9,0.0,0.0,0.0,0.0,1.5,0.3,0.4
488,317100 ,2023JJ00,708.0,355,353.0,0.0,0.1,711,0.6,0.0,0.0,0.0,0.0,1.2,0.3,0.4
489,317100 ,2024JJ00,788.0,437,350.9,0.0,0.1,792,0.9,0.0,0.0,0.0,0.0,1.2,0.3,0.4
490,318600 ,1990JJ00,238.0,238,0.0,0.0,0.0,239,0.6,0.0,0.0,0.0,50.2,1.9,13.2,0.0
491,318600 ,1991JJ00,391.0,391,0.0,0.0,0.0,392,0.4,0.0,0.0,0.0,40.2,1.1,13.1,0.0
492,318600 ,1992JJ00,370.0,370,0.0,0.0,0.0,372,0.5,0.0,0.0,0.0,30.1,1.2,13.1,0.0
493,318600 ,1993JJ00,376.0,376,0.0,0.0,0.0,378,0.5,0.0,0.0,0.0,20.1,1.2,13.1,0.0
494,318600 ,1994JJ00,236.0,236,0.0,0.0,0.0,238,0.5,0.0,0.0,0.0,10.0,1.3,13.1,0.0
495,318600 ,1995JJ00,200.0,200,0.0,0.0,0.0,201,0.6,0.0,0.0,0.0,0.0,1.7,13.3,0.0
496,318600 ,1996JJ00,217.0,217,0.0,0.0,0.0,218,0.6,0.0,0.0,0.0,0.0,1.8,12.5,0.0
497,318600 ,1997JJ00,206.0,206,0.0,0.0,0.0,207,0.6,0.0,0.0,0.0,0.0,0.6,12.3,0.0
498,318600 ,1998JJ00,213.0,213,0.0,0.0,0.0,214,0.6,0.0,0.0,0.0,0.0,0.9,12.4,0.0
499,318600 ,1999JJ00,234.0,234,0.0,0.0,0.0,235,0.6,0.0,0.0,0.0,0.0,1.1,11.2,0.0
500,318600 ,2000JJ00,235.0,235,0.0,0.0,0.0,236,0.6,0.0,0.0,0.0,0.0,1.3,11.0,0.0
501,318600 ,2001JJ00,241.0,241,0.0,0.0,0.0,242,0.6,0.0,0.0,0.0,0.0,1.5,7.8,0.0
502,318600 ,2002JJ00,223.0,223,0.0,0.0,0.0,224,0.6,0.0,0.0,0.0,0.0,1.1,7.4,0.0
503,318600 ,2003JJ00,224.0,224,0.0,0.0,0.0,225,0.5,0.0,0.0,0.0,0.0,1.3,5.6,0.0
504,318600 ,2004JJ00,242.0,242,0.0,0.0,0.0,244,0.5,0.0,0.0,0.0,0.0,1.1,5.6,0.0
505,318600 ,2005JJ00,234.0,234,0.0,0.0,0.0,235,0.5,0.0,0.0,0.0,0.0,1.7,5.4,0.0
506,318600 ,2006JJ00,201.0,201,0.1,0.0,0.0,202,0.5,0.0,0.0,0.0,0.0,1.8,4.6,0.0
507,318600 ,2007JJ00,188.0,187,0.7,0.0,0.0,189,0.5,0.0,0.0,0.0,0.0,1.0,4.2,0.0
508,318600 ,2008JJ00,203.0,202,0.6,0.0,0.0,204,0.5,0.0,0.0,0.0,0.0,1.2,3.9,0.0
509,318600 ,2009JJ00,137.0,136,0.8,0.0,0.0,138,0.4,0.0,0.0,0.0,0.0,1.2,3.7,0.0
510,318600 ,2010JJ00,132.0,132,0.4,0.0,0.0,133,0.4,0.0,0.0,0.0,0.0,0.9,3.4,0.0
511,318600 ,2011JJ00,104.0,104,0.5,0.0,0.0,105,0.3,0.0,0.0,0.0,0.0,0.5,3.1,0.0
512,318600 ,2012JJ00,112.0,111,0.5,0.0,0.0,113,0.3,0.0,0.0,0.0,0.0,0.4,3.4,0.0
513,318600 ,2013JJ00,91.0,90,0.4,0.0,0.0,92,0.3,0.0,0.0,0.0,0.0,0.5,3.6,0.0
514,318600 ,2014JJ00,71.0,70,0.5,0.0,0.0,71,0.3,0.0,0.0,0.0,0.0,0.5,3.1,0.0
515,318600 ,2015JJ00,75.0,75,0.4,0.0,0.0,76,0.2,0.0,0.0,0.0,0.0,0.5,2.8,0.0
516,318600 ,2016JJ00,77.0,77,0.3,0.0,0.0,78,0.2,0.0,0.0,0.0,0.0,0.5,2.9,0.0
517,318600 ,2017JJ00,80.0,79,0.3,0.0,0.0,80,0.2,0.0,0.0,0.0,0.0,0.4,3.3,0.0
518,318600 ,2018JJ00,64.0,63,0.5,0.0,0.0,64,0.1,0.0,0.0,0.0,0.0,0.4,3.0,0.0
519,318600 ,2019JJ00,66.0,65,0.6,0.0,0.0,67,0.1,0.0,0.0,0.0,0.0,0.4,2.6,0.0
520,318600 ,2020JJ00,49.0,48,0.5,0.0,0.0,49,0.1,0.0,0.0,0.0,0.0,0.4,2.1,0.0
521,318600 ,2021JJ00,57.0,56,0.5,0.0,0.0,58,0.1,0.0,0.0,0.0,0.0,0.4,2.3,0.0
522,318600 ,2022JJ00,63.0,62,0.5,0.0,0.0,64,0.1,0.0,0.0,0.0,0.0,0.4,2.4,0.0
523,318600 ,2023JJ00,50.0,49,0.5,0.0,0.0,50,0.1,0.0,0.0,0.0,0.0,0.3,2.0,0.0
524,318600 ,2024JJ00,33.0,32,0.8,0.0,0.0,34,0.1,0.0,0.0,0.0,0.0,0.3,1.8,0.0
525,320000 ,1990JJ00,11029.0,11029,0.1,0.0,1.1,11073,19.1,67.2,0.0,2.5,0.0,6.0,16.0,6.5
526,320000 ,1991JJ00,11081.0,11081,0.1,0.0,1.1,11119,19.6,59.1,0.0,2.3,0.0,4.9,15.3,6.1
527,320000 ,1992JJ00,10433.0,10433,0.4,0.0,1.1,10470,17.5,59.5,0.0,2.2,0.0,4.4,14.6,5.8
528,320000 ,1993JJ00,11507.0,11506,0.4,0.0,1.3,11554,17.3,63.3,0.0,2.4,0.0,3.9,13.9,5.5
529,320000 ,1994JJ00,11339.0,11338,0.4,0.0,1.2,11384,16.9,58.9,0.0,2.2,0.0,3.5,13.1,5.1
530,320000 ,1995JJ00,11616.0,11616,0.4,0.1,1.0,11658,17.3,61.2,0.0,2.3,0.0,3.2,12.5,4.8
531,320000 ,1996JJ00,11821.0,11821,0.4,0.1,1.0,11864,16.7,55.1,0.0,2.1,0.0,3.2,13.9,5.4
532,320000 ,1997JJ00,11950.0,11949,0.5,0.0,1.0,11992,15.8,52.6,0.0,2.0,0.0,3.3,12.7,4.9
533,320000 ,1998JJ00,12366.0,12366,0.5,0.0,1.0,12407,12.6,49.6,0.0,1.8,0.0,3.0,9.8,3.4
534,320000 ,1999JJ00,11835.0,11834,0.7,0.0,0.9,11871,11.8,46.3,0.0,1.7,0.0,3.5,10.7,3.4
535,320000 ,2000JJ00,12385.0,12384,0.7,0.0,0.9,12420,10.6,33.2,0.0,1.3,0.0,3.8,15.0,3.4
536,320000 ,2001JJ00,12735.0,12734,0.6,0.0,0.9,12770,10.4,34.8,0.0,1.3,0.0,3.1,9.0,2.9
537,320000 ,2002JJ00,11728.0,11728,0.6,0.0,0.9,11762,10.1,30.4,0.0,1.2,0.0,5.7,8.2,2.4
538,320000 ,2003JJ00,12320.0,12319,0.5,0.0,0.9,12355,10.0,29.6,0.0,1.1,0.0,7.0,8.4,2.8
539,320000 ,2004JJ00,12277.0,12277,0.7,0.0,1.0,12314,9.6,32.3,0.0,1.2,0.0,7.1,8.2,2.0
540,320000 ,2005JJ00,12381.0,12380,0.8,0.0,0.9,12415,9.4,32.2,0.0,1.2,0.0,6.1,12.4,1.7
541,320000 ,2006JJ00,11604.0,11603,0.8,0.0,0.8,11637,10.3,32.4,0.0,1.2,0.0,6.8,9.9,1.7
542,320000 ,2007JJ00,11614.0,11613,0.8,0.0,1.0,11651,9.5,29.9,0.0,1.1,0.0,4.7,8.1,1.5
543,320000 ,2008JJ00,11823.0,11822,0.8,0.0,0.8,11857,8.7,25.7,0.0,1.0,0.0,5.8,7.7,1.4
544,320000 ,2009JJ00,10810.0,10809,0.7,0.0,1.3,10852,6.4,17.9,0.0,0.7,0.0,7.7,6.9,0.6
545,320000 ,2010JJ00,10632.0,10631,0.7,0.0,1.0,10668,5.7,12.7,0.0,0.5,0.0,6.7,7.2,0.3
546,320000 ,2011JJ00,10842.0,10840,1.4,0.0,1.5,10891,5.9,12.5,0.0,0.5,0.0,9.5,6.1,0.3
547,320000 ,2012JJ00,10548.0,10546,2.2,0.0,1.3,10593,5.4,13.9,0.0,0.6,0.0,8.4,6.3,0.2
548,320000 ,2013JJ00,10326.0,10322,3.7,0.0,0.9,10357,5.7,9.9,0.0,0.4,0.0,6.8,6.5,0.2
549,320000 ,2014JJ00,10697.0,10691,5.5,0.0,0.9,10730,5.3,9.7,0.0,0.4,0.0,7.1,5.8,0.3
550,320000 ,2015JJ00,11199.0,11192,6.3,0.0,0.9,11233,5.3,11.1,0.0,0.5,0.0,8.0,5.7,0.3
551,320000 ,2016JJ00,10752.0,10746,5.3,0.0,0.9,10786,5.1,11.2,0.0,0.5,0.0,7.2,5.3,0.2
552,320000 ,2017JJ00,10192.0,10186,5.9,0.0,0.9,10225,4.8,11.1,0.0,0.5,0.0,4.4,5.1,0.2
553,320000 ,2018JJ00,10255.0,10248,7.7,0.0,1.0,10293,5.2,9.8,0.0,0.4,0.0,4.5,4.7,0.2
554,320000 ,2019JJ00,11078.0,11068,9.8,0.0,1.1,11117,5.5,8.7,0.0,0.4,0.0,4.9,4.0,0.2
555,320000 ,2020JJ00,10040.0,10025,14.8,0.0,1.0,10077,4.7,7.2,0.0,0.3,0.0,5.0,3.4,0.2
556,320000 ,2021JJ00,10500.0,10484,15.6,0.0,1.0,10535,4.8,8.1,0.0,0.4,0.0,4.6,3.1,0.2
557,320000 ,2022JJ00,10498.0,10489,9.7,0.0,0.8,10529,5.1,8.6,0.0,0.4,0.0,4.7,3.2,0.2
558,320000 ,2023JJ00,10292.0,10277,14.6,0.0,0.9,10324,5.0,8.0,0.0,0.4,0.0,5.0,3.1,0.2
559,320000 ,2024JJ00,9957.0,9936,20.9,0.0,1.0,9991,4.8,6.4,0.0,0.3,0.0,4.9,2.9,0.2
560,320705 ,1990JJ00,21305.0,21304,1.1,23.8,12.3,32644,39.5,20.1,3.3,1.7,1576.7,26.3,34.8,4.5
561,320705 ,1991JJ00,23167.0,23165,1.6,23.8,12.3,34451,37.4,13.6,3.5,1.4,1311.6,27.5,31.7,4.3
562,320705 ,1992JJ00,24711.0,24706,4.6,24.0,12.4,36720,32.6,14.8,3.6,1.4,1046.5,29.8,28.7,4.1
563,320705 ,1993JJ00,18962.0,18958,4.0,25.6,12.0,31862,29.6,12.6,3.1,1.2,781.4,32.0,25.7,3.9
564,320705 ,1994JJ00,18462.0,18459,3.7,25.0,12.0,32383,30.3,12.8,3.4,1.3,516.3,34.3,22.7,3.7
565,320705 ,1995JJ00,16471.0,16467,3.5,23.8,12.0,29213,28.6,11.3,3.1,1.2,251.2,36.9,20.0,3.6
566,320705 ,1996JJ00,16794.0,16791,3.1,23.8,12.0,32263,28.5,11.3,2.8,1.1,191.6,42.8,19.6,1.7
567,320705 ,1997JJ00,16522.0,16519,3.1,23.6,12.0,32536,24.5,10.6,2.5,1.0,132.0,41.5,17.4,1.8
568,320705 ,1998JJ00,16406.0,16402,3.4,23.7,11.9,32992,20.2,6.4,2.4,0.8,70.6,37.6,16.0,2.3
569,320705 ,1999JJ00,15922.0,15918,3.9,22.6,12.4,27875,18.0,4.0,2.0,0.6,50.0,39.9,15.2,1.9
570,320705 ,2000JJ00,15660.0,15656,4.3,23.1,12.4,24701,15.7,3.1,1.8,0.5,40.0,28.4,13.8,1.6
571,320705 ,2001JJ00,15174.0,15171,3.3,21.1,12.3,21840,14.6,4.3,1.8,0.6,25.9,29.5,12.3,1.2
572,320705 ,2002JJ00,15579.0,15576,2.8,20.3,13.8,21809,14.6,4.1,1.5,0.5,10.6,26.5,11.2,1.6
573,320705 ,2003JJ00,16094.0,16092,2.1,20.5,13.8,22341,15.7,3.7,1.6,0.6,0.0,23.4,10.8,1.3
574,320705 ,2004JJ00,16049.0,16039,9.6,22.4,13.9,22744,15.8,4.3,2.2,0.6,0.0,25.8,10.9,1.4
575,320705 ,2005JJ00,15768.0,15758,9.8,22.5,13.8,22332,15.2,3.9,1.5,0.5,0.0,21.8,8.7,1.4
576,320705 ,2006JJ00,16303.0,16293,9.9,22.4,12.6,22887,14.4,4.0,1.3,0.5,0.0,20.6,8.8,1.3
577,320705 ,2007JJ00,17136.0,17125,10.6,18.0,12.8,22529,13.5,4.3,1.1,0.5,0.0,37.2,9.6,1.1
578,320705 ,2008JJ00,16826.0,16816,10.2,5.8,12.4,18946,13.6,3.4,1.1,0.5,0.0,30.1,9.1,0.9
579,320705 ,2009JJ00,15595.0,15585,10.3,6.1,12.0,17698,12.0,2.3,0.9,0.4,0.0,13.1,6.9,1.4
580,320705 ,2010JJ00,17602.0,17593,8.8,5.1,12.8,19740,12.6,2.1,0.7,0.4,0.0,12.7,6.9,1.4
581,320705 ,2011JJ00,16893.0,16883,9.4,5.1,12.6,18785,12.3,2.4,1.0,0.4,0.0,14.7,7.5,1.3
582,320705 ,2012JJ00,16997.0,16984,13.0,5.2,12.7,18860,11.7,2.1,0.8,0.4,0.0,16.8,9.5,1.4
583,320705 ,2013JJ00,16896.0,16878,17.1,5.2,12.6,18824,10.2,1.6,0.6,0.3,0.0,13.3,7.4,1.5
584,320705 ,2014JJ00,16501.0,16480,21.3,5.4,12.8,18335,9.7,1.8,0.6,0.3,0.0,11.9,7.1,1.4
585,320705 ,2015JJ00,15690.0,15664,26.1,5.4,12.7,17582,9.2,1.6,0.6,0.3,0.0,13.4,6.2,1.2
586,320705 ,2016JJ00,17246.0,17217,28.8,4.7,12.8,18994,9.6,1.5,0.8,0.3,0.0,13.0,5.7,1.3
587,320705 ,2017JJ00,18061.0,18022,39.3,5.0,13.1,19846,9.2,1.7,0.7,0.3,0.0,14.9,5.7,1.5
588,320705 ,2018JJ00,18200.0,18157,42.3,4.6,14.3,19997,9.2,1.7,0.7,0.3,0.0,11.9,5.6,1.3
589,320705 ,2019JJ00,17523.0,17471,51.9,4.6,13.2,19333,8.8,1.5,0.4,0.3,0.0,15.4,5.1,1.1
590,320705 ,2020JJ00,19031.0,18958,73.0,4.1,14.3,20611,9.2,1.5,0.5,0.3,0.0,11.3,5.2,0.9
591,320705 ,2021JJ00,18604.0,18521,83.4,3.4,14.0,20123,8.9,1.5,0.5,0.3,0.0,12.0,5.2,1.0
592,320705 ,2022JJ00,16257.0,16170,86.9,2.2,13.7,17345,8.0,1.2,0.4,0.2,0.0,10.7,4.4,0.8
593,320705 ,2023JJ00,15957.0,15851,106.4,1.6,13.7,16820,7.6,1.0,0.4,0.2,0.0,10.0,3.8,0.8
594,320705 ,2024JJ00,16756.0,16635,120.4,1.7,13.8,17615,7.5,0.9,0.4,0.2,0.0,10.0,3.9,0.8
595,320700 ,1990JJ00,21063.0,21062,1.0,23.8,12.2,32402,39.1,19.9,3.3,1.7,1574.3,26.2,33.2,4.5
596,320700 ,1991JJ00,22936.0,22934,1.6,23.8,12.3,34220,37.1,13.5,3.5,1.4,1309.6,27.3,30.2,4.2
597,320700 ,1992JJ00,24478.0,24473,4.6,24.0,12.4,36487,32.2,14.6,3.6,1.4,1044.9,29.6,27.3,4.0
598,320700 ,1993JJ00,18334.0,18331,3.8,25.6,12.0,31234,29.2,12.3,3.1,1.2,780.2,31.9,24.5,3.8
599,320700 ,1994JJ00,17999.0,17996,3.5,25.0,12.0,31920,30.0,12.4,3.4,1.2,515.5,34.2,21.7,3.6
600,320700 ,1995JJ00,16042.0,16039,3.3,23.8,11.9,28783,28.2,11.2,3.1,1.1,250.8,36.7,19.3,3.6
601,320700 ,1996JJ00,16361.0,16358,2.9,23.8,12.0,31828,28.2,11.2,2.8,1.1,191.3,42.5,19.1,1.7
602,320700 ,1997JJ00,16124.0,16121,2.9,23.6,11.9,32137,24.2,10.5,2.5,1.0,131.8,41.3,16.8,1.8
603,320700 ,1998JJ00,15917.0,15914,3.2,23.7,11.9,32502,19.9,6.3,2.3,0.8,70.5,37.4,15.5,2.3
