ID,Kenmerken,Marges,Perioden,ScoreGeluk_1,Ongelukkig_2,NietGelukkigNietOngelukkig_3,Gelukkig_4,ScoreTevredenheidMetHetLeven_5,Ontevreden_6,NietTevredenNietOntevreden_7,Tevreden_8,ScoreTevredenheidMetLichGezondheid_9,Ontevreden_10,NietTevredenNietOntevreden_11,Tevreden_12,ScoreTevredenheidPsychischeGezondheid_13,Ontevreden_14,NietTevredenNietOntevreden_15,Tevreden_16,ScoreTevredenheidMetGewicht_17,Ontevreden_18,NietTevredenNietOntevreden_19,Tevreden_20
298,A027871,MW00000,2023JJ00,7.7,1.9,10.0,88.1,7.6,2.5,12.4,85.0,7.1,6.8,20.7,72.4,7.7,4.0,13.7,82.4,6.4,14.5,32.1,53.4
299,A027871,MW00000,2024JJ00,7.7,2.6,9.1,88.3,7.6,2.7,11.6,85.7,7.0,9.0,20.5,70.5,7.6,5.1,13.6,81.4,6.3,14.9,33.3,51.9
300,A027871,MOG0095,2013JJ00,7.7,1.7,8.1,86.8,7.5,2.3,11.1,82.8,6.8,9.1,20.1,65.8,7.8,3.4,8.6,84.2,6.3,12.2,31.2,51.1
301,A027871,MOG0095,2014JJ00,7.7,1.2,7.9,87.9,7.6,1.8,9.8,85.0,6.9,7.9,20.0,67.4,7.8,3.3,8.2,85.1,6.3,11.9,31.6,51.1
302,A027871,MOG0095,2015JJ00,7.7,1.6,7.7,87.6,7.5,2.9,10.1,83.4,6.8,10.3,19.5,65.3,7.7,4.2,8.7,83.4,6.3,12.2,31.2,51.2
303,A027871,MOG0095,2016JJ00,7.7,2.2,7.4,87.1,7.6,2.2,10.3,83.9,6.8,9.1,21.8,64.1,7.7,3.3,9.3,83.6,6.2,12.6,32.3,49.6
304,A027871,MOG0095,2017JJ00,7.7,2.0,8.2,86.4,7.6,2.5,9.4,84.5,6.7,10.0,20.7,64.4,7.7,3.6,10.1,82.5,6.2,13.6,30.8,50.2
305,A027871,MOG0095,2018JJ00,7.6,2.1,8.4,86.0,7.6,1.4,10.7,84.3,6.8,8.7,21.3,65.0,7.6,3.8,10.9,81.4,6.3,13.0,30.3,51.3
306,A027871,MOG0095,2019JJ00,7.7,1.7,6.7,88.3,7.6,1.1,8.9,86.6,6.8,7.7,20.6,66.8,7.7,3.6,9.6,83.0,6.4,11.4,31.9,51.2
307,A027871,MOG0095,2020JJ00,7.6,1.8,8.4,86.4,7.6,1.6,10.8,84.0,6.8,8.2,20.6,66.4,7.6,4.0,11.1,80.9,6.4,10.8,32.2,51.5
308,A027871,MOG0095,2021JJ00,7.6,2.2,8.8,85.1,7.5,2.5,10.1,83.4,6.8,8.6,20.5,65.6,7.5,5.2,11.3,79.0,6.3,12.0,29.4,52.7
309,A027871,MOG0095,2022JJ00,7.6,2.3,9.8,84.6,7.5,2.3,11.0,83.2,7.0,6.9,18.0,70.7,7.5,4.2,12.1,79.8,6.3,13.2,30.5,51.1
310,A027871,MOG0095,2023JJ00,7.6,1.4,8.7,86.6,7.5,1.9,11.1,83.4,7.1,5.8,19.1,70.5,7.6,3.2,12.3,80.7,6.3,13.1,30.2,51.3
311,A027871,MOG0095,2024JJ00,7.6,2.0,7.9,86.9,7.6,2.1,10.3,84.1,7.0,7.9,18.9,68.5,7.6,4.2,12.2,79.6,6.3,13.5,31.3,49.8
312,A027871,MBG0095,2013JJ00,7.8,3.1,10.7,89.8,7.6,3.9,14.0,86.1,7.0,11.8,23.7,69.8,7.9,5.3,11.2,87.4,6.5,15.1,35.2,55.4
313,A027871,MBG0095,2014JJ00,7.8,2.3,10.3,90.6,7.7,3.2,12.5,87.9,7.0,10.3,23.4,71.2,7.9,5.1,10.6,87.9,6.5,14.8,35.5,55.3
314,A027871,MBG0095,2015JJ00,7.8,2.9,10.1,90.3,7.7,4.5,12.8,86.5,6.9,13.0,22.9,69.3,7.9,6.1,11.3,86.5,6.4,15.1,35.1,55.4
315,A027871,MBG0095,2016JJ00,7.8,3.8,9.9,89.9,7.7,3.6,13.2,87.0,6.9,11.7,25.4,68.1,7.9,5.2,12.0,86.7,6.4,15.5,36.3,53.9
316,A027871,MBG0095,2017JJ00,7.8,3.5,10.8,89.3,7.7,4.1,12.1,87.5,6.9,12.7,24.1,68.3,7.8,5.4,12.8,85.7,6.4,16.7,34.7,54.3
317,A027871,MBG0095,2018JJ00,7.7,3.7,11.1,88.9,7.7,2.7,13.6,87.4,6.9,11.3,24.9,68.9,7.8,5.7,13.7,84.7,6.5,16.0,34.2,55.5
318,A027871,MBG0095,2019JJ00,7.8,3.3,9.1,91.1,7.8,2.3,11.8,89.6,7.0,10.2,24.2,70.8,7.8,5.5,12.4,86.2,6.5,14.3,35.9,55.5
319,A027871,MBG0095,2020JJ00,7.8,3.1,11.1,89.4,7.7,3.0,13.7,87.2,7.0,10.7,24.1,70.3,7.8,5.9,14.0,84.2,6.5,13.6,36.2,55.7
320,A027871,MBG0095,2021JJ00,7.7,3.9,11.8,88.4,7.7,4.3,13.1,86.8,6.9,11.4,24.3,69.8,7.7,7.6,14.4,82.8,6.5,15.2,33.6,57.3
321,A027871,MBG0095,2022JJ00,7.7,3.7,12.4,87.5,7.6,3.8,13.7,86.2,7.2,9.1,21.2,74.3,7.7,6.1,14.9,83.0,6.4,16.1,34.2,55.1
322,A027871,MBG0095,2023JJ00,7.7,2.6,11.3,89.4,7.6,3.3,13.9,86.5,7.2,8.0,22.5,74.2,7.7,4.9,15.2,83.9,6.5,16.1,34.0,55.4
323,A027871,MBG0095,2024JJ00,7.7,3.4,10.4,89.7,7.7,3.6,13.1,87.1,7.1,10.3,22.2,72.3,7.7,6.1,15.1,83.0,6.4,16.5,35.3,53.9
324,A027872,MW00000,2013JJ00,7.5,3.7,12.9,83.4,7.4,5.3,15.4,79.3,6.0,19.5,33.8,46.7,7.5,7.4,14.0,78.6,4.8,40.1,36.2,23.7
325,A027872,MW00000,2014JJ00,7.5,3.7,15.0,81.3,7.3,5.2,16.9,77.8,6.1,18.1,31.9,50.0,7.5,6.6,14.7,78.8,4.7,40.7,37.9,21.5
326,A027872,MW00000,2015JJ00,7.5,5.5,12.3,82.2,7.3,6.7,14.9,78.4,5.9,20.5,34.1,45.4,7.4,8.8,13.6,77.6,4.6,44.2,35.3,20.5
327,A027872,MW00000,2016JJ00,7.5,3.3,10.7,86.0,7.4,4.3,15.4,80.3,6.1,19.5,33.4,47.1,7.5,7.4,13.5,79.1,4.8,40.2,36.6,23.2
328,A027872,MW00000,2017JJ00,7.5,4.2,13.7,82.0,7.4,5.2,14.0,80.7,6.1,21.7,29.2,49.1,7.3,8.6,15.9,75.6,4.8,37.6,40.8,21.6
329,A027872,MW00000,2018JJ00,7.4,4.4,12.1,83.5,7.4,3.4,16.0,80.6,6.0,20.6,32.3,47.1,7.3,9.5,13.4,77.1,4.8,39.7,35.0,25.3
330,A027872,MW00000,2019JJ00,7.6,2.7,10.8,86.5,7.6,3.0,12.2,84.8,6.0,18.2,36.3,45.4,7.5,6.7,13.9,79.4,5.0,37.3,36.0,26.8
331,A027872,MW00000,2020JJ00,7.4,4.1,15.4,80.6,7.4,4.0,16.0,80.0,6.0,20.0,33.3,46.7,7.4,9.4,13.7,76.9,4.9,39.7,34.9,25.4
332,A027872,MW00000,2021JJ00,7.4,5.8,12.0,82.3,7.3,4.6,16.0,79.4,5.8,24.2,34.3,41.5,7.2,8.9,17.7,73.4,4.8,39.6,35.7,24.7
333,A027872,MW00000,2022JJ00,7.5,3.4,13.2,83.5,7.4,3.7,16.0,80.4,6.4,13.6,31.8,54.6,7.4,6.4,17.1,76.6,4.8,40.4,35.6,24.0
334,A027872,MW00000,2023JJ00,7.5,2.9,13.3,83.8,7.4,4.2,14.3,81.5,6.4,13.8,34.3,51.8,7.4,5.9,19.6,74.5,4.7,42.9,32.8,24.3
335,A027872,MW00000,2024JJ00,7.6,2.4,12.8,84.8,7.5,3.1,12.6,84.3,6.4,12.5,33.3,54.2,7.5,6.9,14.5,78.6,4.6,46.5,35.5,18.1
336,A027872,MOG0095,2013JJ00,7.4,2.4,10.5,80.3,7.3,3.7,12.8,76.0,5.9,16.7,30.4,43.0,7.3,5.6,11.5,75.3,4.6,36.4,32.7,20.7
337,A027872,MOG0095,2014JJ00,7.4,2.5,12.5,78.2,7.2,3.7,14.3,74.5,5.9,15.4,28.5,46.3,7.4,4.9,12.2,75.5,4.5,37.1,34.4,18.6
338,A027872,MOG0095,2015JJ00,7.3,3.9,10.1,79.2,7.2,5.0,12.4,75.2,5.8,17.7,30.8,41.8,7.2,6.9,11.2,74.3,4.5,40.6,31.9,17.7
339,A027872,MOG0095,2016JJ00,7.4,2.1,8.6,83.2,7.3,2.9,12.9,77.2,5.9,16.7,30.0,43.5,7.4,5.6,11.2,75.9,4.6,36.6,33.1,20.2
340,A027872,MOG0095,2017JJ00,7.4,2.9,11.3,78.9,7.3,3.8,11.6,77.5,5.9,18.8,26.0,45.5,7.2,6.6,13.3,72.1,4.7,34.1,37.3,18.7
341,A027872,MOG0095,2018JJ00,7.3,3.1,9.9,80.5,7.3,2.3,13.4,77.5,5.8,17.8,29.1,43.5,7.2,7.5,11.1,73.9,4.7,36.2,31.7,22.3
342,A027872,MOG0095,2019JJ00,7.5,1.7,8.7,83.8,7.5,1.9,10.0,81.9,5.9,15.6,32.9,41.9,7.4,5.1,11.5,76.2,4.8,33.8,32.6,23.7
343,A027872,MOG0095,2020JJ00,7.3,2.8,12.7,77.3,7.3,2.8,13.3,76.6,5.9,17.2,29.9,43.1,7.2,7.3,11.4,73.6,4.7,36.1,31.5,22.3
344,A027872,MOG0095,2021JJ00,7.3,4.2,9.7,79.1,7.2,3.2,13.4,76.0,5.7,21.0,30.8,37.8,7.1,6.9,14.9,69.8,4.7,35.9,32.1,21.6
345,A027872,MOG0095,2022JJ00,7.4,2.3,11.0,80.7,7.3,2.5,13.6,77.4,6.3,11.4,28.7,51.2,7.3,4.9,14.6,73.5,4.6,37.1,32.4,21.2
346,A027872,MOG0095,2023JJ00,7.4,1.9,11.1,81.0,7.3,2.9,12.0,78.6,6.3,11.6,31.2,48.4,7.3,4.4,17.0,71.3,4.5,39.5,29.7,21.5
347,A027872,MOG0095,2024JJ00,7.5,1.5,10.6,82.1,7.4,2.1,10.5,81.5,6.3,10.4,30.2,50.8,7.4,5.3,12.2,75.6,4.5,43.1,32.3,15.6
348,A027872,MBG0095,2013JJ00,7.7,5.5,15.8,86.2,7.5,7.4,18.4,82.3,6.2,22.7,37.4,50.4,7.7,9.9,16.8,81.6,5.0,43.8,39.8,27.1
349,A027872,MBG0095,2014JJ00,7.6,5.4,17.9,84.1,7.5,7.3,20.0,80.8,6.2,21.2,35.4,53.7,7.6,8.7,17.5,81.7,4.9,44.4,41.5,24.6
350,A027872,MBG0095,2015JJ00,7.6,7.6,14.9,84.9,7.4,8.9,17.7,81.4,6.1,23.6,37.6,49.0,7.5,11.3,16.3,80.6,4.8,47.8,38.8,23.5
351,A027872,MBG0095,2016JJ00,7.6,5.1,13.2,88.4,7.5,6.2,18.3,83.2,6.2,22.6,36.9,50.8,7.6,9.7,16.3,82.0,4.9,43.9,40.2,26.5
352,A027872,MBG0095,2017JJ00,7.6,6.1,16.6,84.8,7.6,7.3,16.9,83.6,6.2,24.9,32.7,52.8,7.5,11.1,18.9,78.7,5.0,41.2,44.5,24.8
353,A027872,MBG0095,2018JJ00,7.6,6.2,14.8,86.1,7.5,5.1,18.9,83.3,6.1,23.7,35.7,50.6,7.5,11.9,16.1,80.0,5.0,43.2,38.5,28.6
354,A027872,MBG0095,2019JJ00,7.7,4.4,13.3,88.9,7.7,4.7,14.8,87.3,6.2,21.1,39.9,49.0,7.6,8.8,16.7,82.2,5.1,40.8,39.5,30.1
355,A027872,MBG0095,2020JJ00,7.6,5.9,18.5,83.5,7.5,5.8,19.2,82.9,6.1,23.1,36.9,50.4,7.5,11.9,16.5,79.9,5.1,43.4,38.5,28.7
356,A027872,MBG0095,2021JJ00,7.5,7.9,14.7,85.1,7.5,6.6,19.1,82.4,6.0,27.7,38.0,45.4,7.4,11.5,20.8,76.7,5.0,43.5,39.4,28.2
357,A027872,MBG0095,2022JJ00,7.6,4.9,15.7,85.9,7.5,5.3,18.7,83.0,6.5,16.1,35.0,57.9,7.5,8.3,19.8,79.4,4.9,43.8,38.9,27.1
358,A027872,MBG0095,2023JJ00,7.6,4.4,15.9,86.2,7.5,5.9,17.0,84.1,6.5,16.4,37.6,55.2,7.5,7.8,22.5,77.4,4.8,46.3,36.0,27.4
359,A027872,MBG0095,2024JJ00,7.7,3.8,15.3,87.2,7.6,4.6,15.2,86.7,6.5,14.9,36.6,57.6,7.6,8.9,17.1,81.3,4.8,49.9,38.8,20.8
360,A027873,MW00000,2013JJ00,7.9,2.6,9.2,88.2,7.7,2.7,10.8,86.5,7.3,7.7,19.1,73.2,8.0,2.7,10.0,87.3,7.5,7.5,15.9,76.5
361,A027873,MW00000,2014JJ00,7.9,2.6,7.5,89.9,7.7,4.0,9.7,86.3,7.5,7.6,14.8,77.5,8.0,4.3,7.4,88.2,7.6,7.2,16.2,76.6
362,A027873,MW00000,2015JJ00,7.8,2.2,7.6,90.2,7.7,2.8,10.6,86.7,7.4,8.9,13.4,77.7,8.0,3.9,8.9,87.2,7.5,8.2,15.6,76.1
363,A027873,MW00000,2016JJ00,7.9,1.9,9.7,88.4,7.7,2.5,9.9,87.7,7.4,6.3,18.4,75.3,8.0,2.9,9.6,87.4,7.4,6.9,16.4,76.7
364,A027873,MW00000,2017JJ00,7.8,2.6,8.8,88.6,7.8,2.2,10.7,87.1,7.3,7.8,15.6,76.7,7.8,4.3,10.6,85.1,7.4,8.1,18.5,73.4
365,A027873,MW00000,2018JJ00,7.8,2.0,10.1,87.9,7.7,2.4,10.8,86.8,7.3,7.6,16.6,75.8,7.8,5.1,11.1,83.8,7.4,9.2,16.1,74.7
366,A027873,MW00000,2019JJ00,7.9,2.0,6.6,91.4,7.8,1.7,9.4,88.9,7.6,5.8,14.0,80.1,8.0,3.9,9.9,86.3,7.6,6.3,15.2,78.5
367,A027873,MW00000,2020JJ00,7.8,2.2,8.3,89.5,7.7,2.4,10.9,86.7,7.4,6.7,15.5,77.8,7.9,3.5,10.5,86.0,7.5,7.2,15.6,77.3
368,A027873,MW00000,2021JJ00,7.6,5.3,9.2,85.6,7.5,5.0,11.6,83.4,7.4,7.9,15.5,76.6,7.6,6.8,12.4,80.8,7.6,6.4,12.1,81.5
369,A027873,MW00000,2022JJ00,7.8,1.7,9.4,88.9,7.7,2.5,11.9,85.6,7.7,6.0,10.9,83.2,7.8,4.7,11.9,83.4,7.4,7.6,17.3,75.1
370,A027873,MW00000,2023JJ00,7.7,1.8,10.4,87.8,7.6,2.5,11.9,85.6,7.4,6.2,17.7,76.0,7.7,4.3,13.3,82.4,7.1,10.5,21.0,68.5
371,A027873,MW00000,2024JJ00,7.7,1.7,9.5,88.9,7.7,1.9,11.4,86.7,7.3,6.5,17.8,75.7,7.7,4.7,12.6,82.8,7.0,12.1,21.5,66.4
372,A027873,MOG0095,2013JJ00,7.7,1.6,7.2,85.4,7.6,1.7,8.6,83.6,7.1,6.0,16.2,69.7,7.9,1.7,7.9,84.5,7.3,5.8,13.4,73.2
373,A027873,MOG0095,2014JJ00,7.8,1.6,5.8,87.5,7.6,2.7,7.7,83.5,7.3,5.9,12.5,74.3,7.9,3.1,5.8,85.7,7.4,5.5,13.7,73.3
374,A027873,MOG0095,2015JJ00,7.7,1.4,5.9,87.8,7.6,1.8,8.5,84.0,7.2,7.1,11.2,74.6,7.9,2.7,7.0,84.5,7.3,6.5,13.2,72.9
375,A027873,MOG0095,2016JJ00,7.7,1.1,7.7,85.7,7.6,1.5,7.8,85.0,7.2,4.8,15.6,71.9,7.9,1.9,7.6,84.7,7.3,5.2,13.8,73.3
376,A027873,MOG0095,2017JJ00,7.7,1.6,6.9,86.0,7.7,1.3,8.6,84.4,7.2,6.0,13.1,73.5,7.7,3.0,8.5,82.2,7.2,6.3,15.8,70.1
377,A027873,MOG0095,2018JJ00,7.7,1.2,8.0,85.1,7.6,1.5,8.6,84.0,7.2,5.8,14.1,72.6,7.7,3.6,9.0,80.9,7.3,7.3,13.6,71.3
378,A027873,MOG0095,2019JJ00,7.8,1.1,4.9,88.9,7.7,0.9,7.4,86.2,7.5,4.3,11.7,77.0,7.8,2.6,7.8,83.4,7.5,4.7,12.7,75.2
379,A027873,MOG0095,2020JJ00,7.7,1.4,6.5,87.0,7.7,1.5,8.8,84.1,7.3,5.2,13.3,74.9,7.8,2.4,8.6,83.4,7.4,5.5,13.3,74.3
380,A027873,MOG0095,2021JJ00,7.5,3.8,7.2,82.8,7.4,3.5,9.5,80.4,7.2,6.2,13.2,73.6,7.5,5.1,10.3,77.9,7.5,4.8,10.1,78.7
381,A027873,MOG0095,2022JJ00,7.7,0.9,7.3,86.0,7.6,1.5,9.5,82.5,7.6,4.3,8.6,80.0,7.7,3.2,9.5,80.2,7.3,5.7,14.4,71.4
382,A027873,MOG0095,2023JJ00,7.7,1.4,9.4,86.6,7.6,2.0,10.9,84.3,7.3,5.5,16.5,74.6,7.6,3.6,12.2,81.1,7.0,9.5,19.7,67.0
383,A027873,MOG0095,2024JJ00,7.7,1.3,8.5,87.8,7.6,1.5,10.4,85.5,7.3,5.8,16.6,74.2,7.6,4.0,11.5,81.5,6.9,11.1,20.2,64.8
384,A027873,MBG0095,2013JJ00,8.0,4.4,11.7,90.5,7.8,4.2,13.4,88.9,7.4,9.9,22.2,76.4,8.1,4.1,12.7,89.7,7.6,9.8,18.8,79.5
385,A027873,MBG0095,2014JJ00,8.0,4.1,9.7,92.0,7.8,5.8,12.2,88.7,7.6,9.8,17.6,80.4,8.1,6.1,9.5,90.3,7.7,9.5,19.0,79.5
386,A027873,MBG0095,2015JJ00,7.9,3.6,9.8,92.2,7.8,4.2,13.1,89.0,7.5,11.2,16.0,80.5,8.1,5.6,11.2,89.4,7.6,10.5,18.4,79.1
387,A027873,MBG0095,2016JJ00,8.0,3.5,12.2,90.6,7.9,4.0,12.3,90.0,7.5,8.4,21.5,78.4,8.1,4.4,12.1,89.7,7.6,9.2,19.4,79.7
388,A027873,MBG0095,2017JJ00,7.9,4.0,11.2,90.8,7.9,3.6,13.2,89.4,7.5,9.9,18.3,79.6,8.0,6.0,13.2,87.6,7.5,10.4,21.5,76.5
389,A027873,MBG0095,2018JJ00,7.9,3.4,12.7,90.2,7.8,3.9,13.4,89.2,7.5,9.8,19.4,78.8,8.0,7.0,13.7,86.4,7.6,11.6,19.0,77.7
390,A027873,MBG0095,2019JJ00,8.0,3.7,8.8,93.3,7.9,3.0,11.9,91.1,7.7,7.9,16.8,83.0,8.1,5.8,12.3,88.7,7.8,8.5,18.0,81.4
391,A027873,MBG0095,2020JJ00,7.9,3.5,10.6,91.5,7.8,3.8,13.3,89.0,7.6,8.5,18.1,80.4,8.0,5.0,12.9,88.2,7.7,9.2,18.2,80.0
392,A027873,MBG0095,2021JJ00,7.7,7.2,11.5,88.0,7.6,7.0,14.2,85.9,7.5,10.0,18.1,79.4,7.7,8.8,14.9,83.5,7.7,8.4,14.5,84.0
393,A027873,MBG0095,2022JJ00,7.9,3.3,12.1,91.2,7.8,4.2,14.8,88.2,7.8,8.1,13.6,85.9,7.9,6.8,14.8,86.2,7.6,10.0,20.6,78.5
394,A027873,MBG0095,2023JJ00,7.7,2.3,11.5,88.8,7.6,3.1,13.0,86.7,7.4,7.1,19.0,77.4,7.7,5.0,14.5,83.6,7.2,11.6,22.3,70.0
395,A027873,MBG0095,2024JJ00,7.8,2.1,10.5,89.9,7.7,2.4,12.5,87.8,7.4,7.4,19.1,77.0,7.7,5.4,13.7,84.0,7.1,13.2,22.9,67.9
396,A027874,MW00000,2013JJ00,7.8,1.6,7.2,91.2,7.7,2.1,10.5,87.4,7.3,6.3,16.8,76.9,7.9,3.6,8.5,87.9,7.0,11.0,22.4,66.6
397,A027874,MW00000,2014JJ00,7.8,1.3,7.0,91.7,7.7,2.1,9.6,88.3,7.3,6.3,14.9,78.7,7.9,3.4,8.8,87.8,7.0,10.7,22.9,66.3
398,A027874,MW00000,2015JJ00,7.8,1.7,7.7,90.6,7.7,2.3,10.2,87.4,7.3,7.1,17.0,75.9,7.9,3.3,9.7,86.9,6.9,11.3,22.5,66.2
399,A027874,MW00000,2016JJ00,7.8,2.0,6.9,91.1,7.7,2.2,9.7,88.0,7.3,6.8,17.7,75.5,7.9,3.6,8.9,87.5,6.9,11.6,23.5,64.9
400,A027874,MW00000,2017JJ00,7.9,1.4,6.9,91.7,7.8,1.9,8.7,89.4,7.2,7.4,16.7,76.0,7.9,3.1,10.7,86.2,6.9,11.8,22.2,66.0
401,A027874,MW00000,2018JJ00,7.8,2.0,7.3,90.7,7.7,1.5,10.0,88.5,7.2,7.2,18.2,74.6,7.8,4.5,10.5,85.0,7.0,10.8,22.2,67.0
402,A027874,MW00000,2019JJ00,7.8,1.7,6.4,91.9,7.8,1.4,8.1,90.4,7.2,6.7,17.5,75.9,7.8,4.1,10.0,86.0,7.0,10.2,22.6,67.2
403,A027874,MW00000,2020JJ00,7.8,2.0,8.2,89.7,7.7,1.8,9.2,88.9,7.2,6.3,18.6,75.0,7.7,4.5,11.7,83.8,6.9,11.0,23.6,65.5
404,A027874,MW00000,2021JJ00,7.7,2.0,8.3,89.7,7.7,2.2,10.7,87.1,7.2,7.3,16.9,75.8,7.6,5.6,12.0,82.3,7.0,11.3,22.0,66.7
405,A027874,MW00000,2022JJ00,7.7,1.7,8.7,89.6,7.6,2.0,12.3,85.8,7.5,4.5,15.6,80.0,7.6,3.9,14.2,81.9,6.9,12.4,21.8,65.8
406,A027874,MW00000,2023JJ00,7.6,1.7,10.6,87.8,7.5,2.3,12.6,85.1,7.2,6.4,20.3,73.3,7.5,5.0,14.8,80.2,6.6,15.1,25.7,59.2
407,A027874,MW00000,2024JJ00,7.7,1.9,10.6,87.5,7.6,2.8,12.3,84.9,7.1,7.6,19.8,72.7,7.6,4.9,14.7,80.3,6.5,17.0,25.7,57.3
408,A027874,MOG0095,2013JJ00,7.8,1.2,6.3,90.0,7.6,1.6,9.5,86.1,7.3,5.5,15.5,75.4,7.9,3.0,7.6,86.7,6.9,9.9,21.0,64.9
409,A027874,MOG0095,2014JJ00,7.8,0.9,6.1,90.7,7.6,1.7,8.6,87.1,7.3,5.5,13.8,77.3,7.9,2.8,7.9,86.6,6.9,9.7,21.5,64.7
410,A027874,MOG0095,2015JJ00,7.8,1.3,6.8,89.5,7.6,1.8,9.2,86.2,7.2,6.3,15.8,74.4,7.8,2.7,8.8,85.7,6.9,10.2,21.1,64.5
411,A027874,MOG0095,2016JJ00,7.8,1.5,6.0,90.0,7.6,1.8,8.7,86.8,7.2,5.9,16.4,74.0,7.9,3.0,8.0,86.2,6.8,10.5,22.1,63.2
412,A027874,MOG0095,2017JJ00,7.8,1.0,6.1,90.6,7.7,1.5,7.7,88.2,7.2,6.5,15.5,74.5,7.8,2.5,9.7,85.0,6.8,10.7,20.8,64.3
413,A027874,MOG0095,2018JJ00,7.7,1.5,6.4,89.6,7.7,1.1,9.0,87.3,7.1,6.3,16.9,73.1,7.7,3.8,9.5,83.7,6.9,9.8,20.8,65.4
414,A027874,MOG0095,2019JJ00,7.8,1.3,5.5,90.8,7.7,1.1,7.2,89.3,7.2,5.8,16.2,74.3,7.8,3.4,8.9,84.7,6.9,9.2,21.2,65.5
415,A027874,MOG0095,2020JJ00,7.7,1.5,7.3,88.5,7.7,1.4,8.2,87.7,7.2,5.5,17.3,73.5,7.7,3.8,10.5,82.4,6.9,9.9,22.1,63.8
416,A027874,MOG0095,2021JJ00,7.7,1.5,7.3,88.4,7.6,1.6,9.6,85.7,7.1,6.4,15.6,74.1,7.5,4.8,10.8,80.8,6.9,10.1,20.5,64.9
417,A027874,MOG0095,2022JJ00,7.7,1.3,7.7,88.4,7.6,1.5,11.1,84.4,7.4,3.8,14.3,78.5,7.6,3.2,13.0,80.5,6.8,11.2,20.4,64.1
418,A027874,MOG0095,2023JJ00,7.6,1.2,9.3,86.3,7.5,1.8,11.2,83.5,7.1,5.5,18.7,71.4,7.4,4.1,13.3,78.5,6.5,13.6,23.9,57.1
419,A027874,MOG0095,2024JJ00,7.6,1.4,9.3,85.9,7.5,2.1,10.9,83.3,7.1,6.5,18.1,70.7,7.5,4.1,13.2,78.5,6.4,15.4,23.9,55.1
420,A027874,MBG0095,2013JJ00,7.9,2.2,8.2,92.2,7.7,2.8,11.7,88.5,7.4,7.3,18.1,78.3,8.0,4.4,9.5,89.0,7.1,12.2,23.9,68.2
421,A027874,MBG0095,2014JJ00,7.9,1.7,8.0,92.7,7.7,2.7,10.7,89.4,7.4,7.2,16.2,80.1,8.0,4.1,9.9,88.9,7.0,11.9,24.4,67.9
422,A027874,MBG0095,2015JJ00,7.9,2.3,8.7,91.6,7.7,2.9,11.4,88.6,7.3,8.1,18.3,77.3,8.0,4.0,10.8,88.1,7.0,12.4,24.0,67.8
423,A027874,MBG0095,2016JJ00,7.9,2.6,7.9,92.1,7.7,2.8,10.8,89.2,7.3,7.7,19.1,77.0,8.0,4.3,10.0,88.6,7.0,12.8,25.0,66.6
424,A027874,MBG0095,2017JJ00,7.9,1.9,7.9,92.6,7.8,2.5,9.7,90.4,7.3,8.3,18.0,77.4,7.9,3.8,11.8,87.4,7.0,13.0,23.7,67.6
425,A027874,MBG0095,2018JJ00,7.8,2.6,8.3,91.7,7.8,2.0,11.2,89.6,7.2,8.1,19.5,76.1,7.8,5.3,11.6,86.2,7.1,11.9,23.6,68.6
426,A027874,MBG0095,2019JJ00,7.9,2.3,7.3,92.9,7.8,2.0,9.2,91.5,7.3,7.6,18.8,77.3,7.9,4.8,11.1,87.2,7.1,11.3,24.2,68.8
427,A027874,MBG0095,2020JJ00,7.8,2.7,9.3,90.8,7.8,2.5,10.4,90.1,7.3,7.3,20.0,76.5,7.8,5.4,12.9,85.1,7.0,12.2,25.1,67.1
428,A027874,MBG0095,2021JJ00,7.8,2.7,9.5,90.8,7.7,2.9,12.0,88.3,7.2,8.4,18.4,77.4,7.7,6.6,13.3,83.8,7.0,12.6,23.6,68.5
429,A027874,MBG0095,2022JJ00,7.8,2.3,9.8,90.7,7.6,2.6,13.5,87.0,7.5,5.3,16.9,81.3,7.7,4.7,15.5,83.3,7.0,13.6,23.4,67.5
430,A027874,MBG0095,2023JJ00,7.7,2.3,12.0,89.1,7.6,3.1,14.1,86.6,7.2,7.5,22.0,75.1,7.6,6.1,16.3,81.9,6.7,16.7,27.6,61.3
431,A027874,MBG0095,2024JJ00,7.7,2.7,12.1,88.9,7.6,3.6,13.8,86.5,7.2,8.8,21.5,74.5,7.6,6.0,16.3,82.0,6.6,18.7,27.7,59.4
432,A027875,MW00000,2013JJ00,7.5,3.4,13.2,83.4,7.4,5.1,16.1,78.8,6.7,13.6,23.6,62.8,7.7,6.2,12.3,81.5,6.7,14.3,24.1,61.6
433,A027875,MW00000,2014JJ00,7.5,3.5,13.0,83.5,7.4,4.4,15.1,80.6,6.7,13.4,24.8,61.8,7.6,5.4,13.3,81.3,6.7,14.1,25.1,60.7
434,A027875,MW00000,2015JJ00,7.5,3.9,12.7,83.4,7.4,5.6,14.7,79.7,6.6,15.4,24.2,60.4,7.6,7.3,13.4,79.3,6.7,15.5,22.6,61.9
435,A027875,MW00000,2016JJ00,7.6,3.4,11.4,85.2,7.5,3.9,14.4,81.7,6.6,14.1,24.8,61.2,7.6,5.9,13.3,80.8,6.7,14.4,24.0,61.7
