ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
728,RS07  ,2002JJ00,12035,81200,7810,6440,1370,0,73390,25740,187,66,1830,10690,6620,997,6760,4300,12868,77330,28060,197,71,392472,242495,19895,130082,168010.0,40190,90680.0,12140,46.0,70
729,RS07  ,2003JJ00,11746,78420,7590,6240,1350,0,70830,25280,182,65,1523,9420,5800,1028,6480,4020,12241,73770,27050,190,70,388805,241490,20121,127194,157460.0,36450,83700.0,9400,47.0,74
730,RS07  ,2004JJ00,11941,74120,7460,6170,1290,0,66660,24130,171,62,1490,9560,5710,942,6500,3990,12490,69720,25850,179,66,388777,242347,20770,125660,156370.0,37410,86650.0,11560,45.0,69
731,RS07  ,2005JJ00,11867,74910,7660,6310,1300,50,67250,24740,173,64,1536,11920,6220,990,8090,4280,12414,71080,26680,183,69,388279,241987,21548,124744,147630.0,35670,76540.0,8990,48.0,75
732,RS07  ,2006JJ00,11798,73350,7520,6210,1270,50,65820,24360,170,63,2159,13160,6760,1566,11440,5950,12391,67550,25170,174,65,387251,243859,22099,121292,85860.0,39010,18320.0,13840,79.0,65
733,RS07  ,2007JJ00,11840,75350,7990,6570,1340,80,67360,24850,174,64,2430,15810,7950,1769,14160,7360,12501,69010,25440,179,66,386168,242276,23162,120729,85600.0,37670,16580.0,12230,81.0,68
734,RS07  ,2008JJ00,11992,75860,8080,6680,1320,80,67770,25450,174,65,2508,15420,7770,1819,13470,6910,12681,69720,26310,179,68,389289,243514,25282,120493,86410.0,36740,16690.0,10440,81.0,72
735,RS07  ,2009JJ00,12188,73590,7880,6470,1330,80,65710,24570,169,63,2417,14790,7610,1741,13090,6660,12864,67400,25520,173,66,388513,244281,25728,118504,86410.0,36690,19000.0,11170,78.0,70
736,RS07  ,2010JJ00,12099,74570,7870,6400,1330,140,66690,25420,179,68,2353,13660,6930,1867,13340,6760,12586,67010,25590,179,69,373336,234054,23420,115862,82850.0,32390,15840.0,6800,81.0,79
737,RS07  ,2011JJ00,11915,71150,7680,6120,1300,250,63470,23630,173,64,2480,15060,7190,1910,13260,6480,12485,65260,24350,178,66,367346,230012,23154,114179,81540.0,31370,16280.0,7020,80.0,78
738,RS07  ,2012JJ00,11718,67600,7100,5620,1240,240,60500,22320,167,62,2586,15680,7090,1972,13400,6250,12331,62780,23160,173,64,362113,228852,22815,110446,80540.0,28680,17750.0,5530,78.0,81
739,RS07  ,2013JJ00,12006,70460,7360,5750,1280,320,63100,23150,174,64,2506,14910,6810,2013,13620,6490,12500,64390,23470,178,65,362225,228268,22176,111782,80460.0,27680,16070.0,4210,80.0,85
740,RS07  ,2014JJ00,12165,73410,7760,6090,1340,330,65650,24350,182,67,2797,15840,7140,2295,14690,6910,12667,66800,24580,185,68,360881,229264,22849,108768,79980.0,28110,13170.0,3530,84.0,87
741,RS07  ,2015JJ00,12658,74070,7910,6180,1370,350,66170,25620,181,70,3059,15830,6920,2668,16040,7500,13049,65950,25030,181,69,364565,233227,22700,108638,81740.0,27790,15790.0,2760,81.0,90
742,RS07  ,2016JJ00,12848,74270,8010,6260,1390,360,66260,23900,188,68,3104,15650,6470,2748,16280,7340,13204,65630,23020,186,65,352045,223583,21594,106869,80080.0,27400,14450.0,4380,82.0,84
743,RS07  ,2017JJ00,12760,75530,8220,6420,1430,360,67310,22960,193,66,3179,17670,7060,2627,16720,7300,13312,68260,22720,195,65,349200,220262,21499,107438,80020.0,27770,11760.0,5050,85.0,82
744,RS07  ,2018JJ00,12616,76320,8330,6400,1480,460,67990,22330,191,63,3192,17670,6850,2531,16410,6970,13276,69250,22220,195,62,355853,226502,21930,107421,79470.0,27470,10220.0,5260,87.0,81
745,RS07  ,2019JJ00,12473,73840,7900,6060,1430,420,65930,21290,185,60,3203,17860,6840,2471,16310,6880,13205,67490,21250,190,60,355577,226265,21120,108192,78630.0,27210,11140.0,5960,86.0,78
746,RS07  ,2020JJ00,12516,74490,8080,6190,1440,440,66410,20700,187,58,3387,19050,7110,2574,17100,7010,13330,68360,20790,192,59,355191,225123,22706,107361,78220.0,28560,9860.0,7770,87.0,73
747,RS07  ,2021JJ00,12441,71770,7760,5930,1390,440,64010,20910,181,59,3416,18640,6880,2591,16620,6790,13266,66030,21000,186,59,354439,225699,21469,107271,77950.0,28570,11920.0,7570,85.0,74
748,RS07  ,2022JJ00,12492,70530,7570,5700,1360,510,62950,21340,178,60,3483,19410,7440,2655,17020,7040,13320,65350,21740,185,62,353384,223478,21578,108328,77360.0,28410,12010.0,6670,84.0,77
749,RS07  ,2023JJ00,12895,71890,7610,5770,1370,470,64270,21320,182,61,3403,18070,6620,2861,17450,7110,13437,64890,20830,184,59,352316,220906,20569,110841,70810.0,27430,5920.0,6600,92.0,76
750,RS02  ,1994JJ00,24191,212960,38820,34870,3960,0,174140,80460,468,216,5586,40810,20370,8925,83840,42730,20853,131110,58100,352,156,371996,149867,90567,131561,,60000,,1910,,97
751,RS02  ,1995JJ00,23837,210080,37450,33570,3880,0,172630,74460,464,200,5142,37460,17400,8787,81990,38890,20192,128100,52960,345,142,371750,149065,85995,136690,,46860,,-6110,,113
752,RS02  ,1996JJ00,23469,207680,37120,33360,3760,0,170560,70170,461,190,5067,37100,16540,8401,78860,36310,20135,128800,50410,348,136,370136,144532,85418,140186,,44330,,-6080,,114
753,RS02  ,1997JJ00,21633,189100,32130,28730,3400,0,156970,65290,421,175,5836,42090,18670,8243,73170,33960,19226,125890,50000,338,134,372713,142891,87916,141906,,44570,,-5430,,112
754,RS02  ,1998JJ00,21431,178300,31520,28230,3290,0,146780,64780,394,174,3960,22130,12660,6189,46720,29380,19202,122190,48060,328,129,372455,140730,81050,150675,162550.0,41220,40360.0,-6840,75.0,117
755,RS02  ,1999JJ00,21258,180250,32970,29640,3330,0,147270,66600,400,181,4524,26250,14840,7626,60020,37710,18156,113500,43740,308,119,367939,133986,81732,152221,158820.0,40640,45320.0,-3100,71.0,108
756,RS02  ,2000JJ00,20893,167250,30040,26940,3100,10,137210,64080,369,172,3788,21370,12380,6810,55130,35700,17871,103450,40750,278,109,372285,139267,70305,162713,150550.0,39320,47100.0,-1440,69.0,104
757,RS02  ,2001JJ00,20432,161030,28260,25280,2980,0,132770,59790,365,164,4000,21470,12120,7062,54660,36150,17370,99580,35760,274,98,363715,132146,68052,163517,135940.0,37690,36360.0,1930,73.0,95
758,RS02  ,2002JJ00,18859,146860,26250,23490,2760,0,120600,55260,329,151,3709,19800,11330,6214,49610,33000,16354,90780,33590,247,92,366932,134230,70203,162500,130770.0,36470,39990.0,2880,69.0,92
759,RS02  ,2003JJ00,17816,134640,24060,21410,2640,0,110590,50790,306,141,3280,18330,10640,5607,43590,28290,15489,85320,33140,236,92,360872,131352,69899,159621,122640.0,34020,37320.0,880,70.0,97
760,RS02  ,2004JJ00,18102,135390,24680,22080,2600,0,110710,50780,307,141,3114,18060,10060,5549,46680,29160,15668,82090,31690,228,88,360493,131509,71059,157925,120450.0,33760,38360.0,2070,68.0,94
761,RS02  ,2005JJ00,18143,141970,25320,22170,2710,440,116660,54850,324,153,3447,24270,12840,5688,54090,30430,15903,86830,37270,241,104,359679,129936,75167,154575,115660.0,32000,28830.0,-5260,75.0,116
762,RS02  ,2006JJ00,17856,140570,25460,22340,2690,440,115110,55160,323,155,4129,23040,11640,6952,56920,31100,15033,81230,35710,228,100,356593,140490,66204,149899,71560.0,33820,-9670.0,-1890,114.0,106
763,RS02  ,2007JJ00,17860,143450,26130,22620,2770,740,117320,55100,332,156,4421,27160,13500,7999,72980,39200,14281,71500,29400,203,83,353032,140644,65253,147135,71070.0,32820,-430.0,3420,101.0,90
764,RS02  ,2008JJ00,18431,147650,26970,23380,2800,790,120680,57320,338,161,4653,26200,13310,8486,76580,41660,14598,70300,28960,197,81,356629,141464,71412,143752,71760.0,32440,1460.0,3470,98.0,89
765,RS02  ,2009JJ00,18858,148030,27630,24000,2820,800,120400,58630,342,167,4182,23840,11880,8516,75550,41840,14523,68690,28660,195,81,351815,138513,71223,142079,70490.0,31980,1790.0,3320,97.0,90
766,RS02  ,2010JJ00,18602,148970,26880,22660,2750,1470,122100,59200,354,172,4317,23640,11600,8312,71870,39280,14608,73870,31520,214,91,345142,135879,69485,139778,69040.0,28330,-4820.0,-3190,107.0,111
767,RS02  ,2011JJ00,18604,147640,26700,21290,2740,2670,120940,56720,352,165,4688,26850,12630,8760,76910,41110,14532,70880,28250,207,82,343157,135568,70662,136927,68620.0,27190,-2260.0,-1060,103.0,104
768,RS02  ,2012JJ00,18513,143500,25820,20310,2570,2940,117680,53100,347,156,4853,27770,12050,9130,80720,40610,14236,64730,24540,191,72,339491,134081,72259,133150,67760.0,24330,3030.0,-200,96.0,101
769,RS02  ,2013JJ00,18826,144360,24810,18390,2520,3890,119550,54390,351,160,4775,26510,11860,9086,79060,40400,14515,67010,25860,197,76,340538,130226,75057,135255,67440.0,22420,430.0,-3440,99.0,115
770,RS02  ,2014JJ00,18969,145030,24740,18280,2470,3990,120280,55020,356,163,5070,27300,11990,9409,79610,41210,14630,67970,25800,201,76,338257,131153,74287,132817,64370.0,22630,-3600.0,-3160,106.0,114
771,RS02  ,2015JJ00,18874,147870,25240,18560,2480,4190,122630,57020,363,169,5384,27960,11930,10090,80790,42360,14168,69800,26600,207,79,337651,131802,74749,131099,65040.0,21900,-4760.0,-4700,107.0,121
772,RS02  ,2016JJ00,19226,149600,25250,18290,2400,4560,124360,56740,381,174,5479,28330,11160,10510,82530,43150,14195,70150,24760,215,76,326014,124687,67602,133724,63720.0,21670,-6440.0,-3090,110.0,114
773,RS02  ,2017JJ00,19260,151440,25370,18260,2380,4720,126060,54820,388,169,5558,30480,11350,10857,88630,44270,13961,67920,21900,209,67,325227,123183,67237,134808,63810.0,21710,-4110.0,-190,106.0,101
774,RS02  ,2018JJ00,18312,147440,25170,17150,2400,5620,122270,52730,366,158,5502,26000,9910,10604,81000,40770,13210,67270,21870,201,65,334215,130644,65831,137740,64320.0,21540,-2950.0,-320,105.0,101
775,RS02  ,2019JJ00,17777,141220,23580,15820,2220,5540,117650,50390,355,152,5679,26350,9820,10996,85000,41770,12460,59000,18430,178,56,331226,127433,55367,148426,63590.0,21340,4590.0,2900,93.0,86
776,RS02  ,2020JJ00,17524,139440,23430,15470,2200,5760,116010,49000,350,148,5540,26520,9320,10843,83300,40350,12221,59230,17970,179,54,331287,126254,56795,148238,62150.0,21040,2920.0,3070,95.0,85
777,RS02  ,2021JJ00,16913,132290,22180,14590,2020,5560,110110,46230,334,140,5552,26220,9190,10510,78890,36890,11955,57440,18520,174,56,329363,127328,52528,149507,61800.0,21180,4360.0,2660,93.0,87
778,RS02  ,2022JJ00,16752,131400,22120,14320,1970,5830,109280,46250,333,141,5574,26280,9630,10513,79510,37240,11812,56050,18630,171,57,327848,123947,52243,151658,61060.0,20970,5010.0,2340,92.0,89
779,RS02  ,2023JJ00,16711,127790,20550,13430,1940,5180,107240,45280,328,138,5381,24590,8740,9795,72620,34300,12298,59210,19720,181,60,327192,121975,52045,153172,58990.0,20440,-220.0,710,100.0,97
780,RS08  ,1994JJ00,1115,9520,1010,860,160,0,8510,3030,63,22,1083,12150,6200,147,1650,840,2051,19010,8390,141,62,135278,16327,4554,114397,,18250,,9860,,46
781,RS08  ,1995JJ00,1113,9480,990,840,150,0,8490,2900,63,22,1131,12680,6120,141,1500,710,2103,19670,8310,146,62,134807,16878,4422,113507,,15500,,7200,,54
782,RS08  ,1996JJ00,1116,9530,980,830,150,0,8550,2720,64,20,979,12790,6030,132,1360,620,1962,19980,8130,148,60,134549,17281,4634,112634,,15230,,7100,,53
783,RS08  ,1997JJ00,1013,8930,960,820,140,0,7970,2630,61,20,763,10080,4950,112,1140,530,1664,16910,7040,130,54,130407,16273,4405,109729,,14750,,7710,,48
784,RS08  ,1998JJ00,1026,9070,1100,950,150,0,7970,2880,62,22,718,7690,4960,212,1740,1010,1532,13930,6840,108,53,129266,16130,3881,109254,47700.0,13810,33770.0,6980,29.0,50
785,RS08  ,1999JJ00,1063,8880,1080,940,150,0,7800,2980,60,23,1035,10110,6300,232,1920,1110,1866,15980,8170,123,63,130359,16604,4698,109057,47660.0,13940,31680.0,5760,34.0,59
786,RS08  ,2000JJ00,1042,8290,940,810,130,0,7350,2830,56,22,947,8640,5400,179,1520,870,1810,14470,7350,110,56,131471,18691,3952,108829,44180.0,13430,29710.0,6070,33.0,55
787,RS08  ,2001JJ00,1050,8280,910,780,130,0,7360,2780,56,21,1044,8330,5560,201,1660,980,1893,14030,7350,107,56,130694,19081,4188,107425,42640.0,13260,28610.0,5910,33.0,55
788,RS08  ,2002JJ00,1029,7940,900,780,130,0,7030,2670,53,20,788,6600,4590,171,1360,860,1646,12280,6400,92,48,133059,20366,4497,108196,41960.0,12880,29680.0,6490,29.0,50
789,RS08  ,2003JJ00,986,7740,900,780,120,0,6840,2680,53,21,716,6330,4460,132,1150,770,1570,12010,6380,93,49,129203,18341,4746,106116,40510.0,12240,28500.0,5860,30.0,52
790,RS08  ,2004JJ00,985,7040,820,710,120,0,6220,2440,48,19,743,6790,4540,131,1210,780,1596,11800,6200,90,47,130689,20347,4799,105543,40060.0,11970,28260.0,5770,29.0,52
791,RS08  ,2005JJ00,996,7340,860,740,120,10,6480,2580,51,20,712,8440,4730,139,1380,780,1568,13540,6530,106,51,127672,18318,4751,104604,38120.0,11050,24580.0,4520,36.0,59
792,RS08  ,2006JJ00,1005,7370,890,760,120,10,6480,2620,51,21,1039,7460,4100,279,1930,1020,1765,12010,5710,95,45,126949,18916,4390,103643,22500.0,11260,10490.0,5550,53.0,51
793,RS08  ,2007JJ00,1013,7030,880,750,120,10,6150,2490,49,20,1142,8650,4630,289,2330,1200,1865,12470,5920,98,47,126597,19626,4495,102476,22530.0,11150,10060.0,5240,55.0,53
794,RS08  ,2008JJ00,1017,7020,850,720,120,10,6170,2490,49,20,1115,7910,4310,304,2340,1220,1828,11740,5580,93,44,126408,20470,5225,100713,22540.0,11050,10800.0,5470,52.0,51
795,RS08  ,2009JJ00,1043,6860,850,720,120,10,6020,2430,47,19,1122,7670,4390,318,2390,1250,1848,11300,5570,89,44,126735,20370,5392,100973,22550.0,11080,11250.0,5510,50.0,50
796,RS08  ,2010JJ00,1046,6950,830,690,120,20,6120,2500,49,20,1035,6840,3770,321,2320,1220,1760,10640,5050,85,41,124463,20372,5398,98694,22230.0,9820,11590.0,4780,48.0,51
797,RS08  ,2011JJ00,1054,6740,810,660,120,30,5930,2340,46,18,1114,7780,4030,359,2620,1340,1809,11080,5030,86,39,128570,22609,5635,100326,23080.0,9720,12000.0,4690,48.0,52
798,RS08  ,2012JJ00,1068,6590,800,650,110,40,5790,2290,45,18,1163,8160,3830,384,2850,1380,1848,11100,4740,87,37,128189,22817,5926,99445,23030.0,8770,11930.0,4020,48.0,54
799,RS08  ,2013JJ00,1102,6790,790,630,110,50,6010,2370,47,18,1174,7840,3700,405,2990,1450,1871,10860,4620,85,36,128459,22443,6031,99985,23000.0,8070,12140.0,3450,47.0,57
800,RS08  ,2014JJ00,1142,7030,810,640,120,50,6220,2450,49,19,1352,8590,4060,455,3100,1500,2039,11720,5010,92,39,127723,22500,6292,98931,22510.0,8280,10790.0,3270,52.0,61
801,RS08  ,2015JJ00,1232,7900,1010,770,140,100,6890,2860,54,22,1624,9560,4500,567,3450,1700,2289,13000,5660,102,44,127239,23283,6222,97734,22790.0,8230,9800.0,2570,57.0,69
802,RS08  ,2016JJ00,1260,7920,1010,770,140,100,6910,2740,55,22,1653,9450,4170,552,3280,1530,2361,13080,5380,105,43,124594,21484,5800,97310,22390.0,8210,9300.0,2840,58.0,65
803,RS08  ,2017JJ00,1282,8260,1060,800,140,110,7200,2710,58,22,1696,10440,4390,585,3740,1680,2393,13900,5410,112,43,124501,22064,5882,96555,22350.0,8320,8450.0,2910,62.0,65
804,RS08  ,2018JJ00,1192,7560,900,700,140,70,6660,2380,52,19,1745,10360,4300,573,3540,1600,2363,13480,5080,106,40,126777,25105,5968,95704,22710.0,8310,9230.0,3220,59.0,61
805,RS08  ,2019JJ00,1226,7970,1020,750,140,130,6960,2520,55,20,1775,10880,4410,516,3220,1450,2485,14610,5480,116,44,125622,24474,5295,95853,22330.0,8260,7720.0,2780,65.0,66
806,RS08  ,2020JJ00,1221,7930,1020,740,140,140,6910,2440,55,19,1910,11400,4590,531,3320,1440,2600,14990,5590,120,45,125304,24103,6021,95179,22150.0,8620,7150.0,3030,68.0,65
807,RS08  ,2021JJ00,1226,7790,1010,720,130,150,6780,2460,54,20,2025,11750,4580,545,3340,1440,2707,15190,5600,121,45,125191,24813,5573,94805,22150.0,8800,6950.0,3200,69.0,64
808,RS08  ,2022JJ00,1238,7850,1010,730,130,150,6840,2510,55,20,2210,12760,5110,568,3460,1490,2880,16130,6130,130,49,124361,24258,5447,94656,22000.0,8590,5860.0,2450,73.0,71
809,RS08  ,2023JJ00,1259,7650,900,680,130,80,6760,2390,54,19,2056,11220,4330,580,3310,1410,2736,14660,5320,118,43,124699,22024,5209,97466,21590.0,8250,6930.0,2930,68.0,64
810,LG01  ,1994JJ00,1945,16100,1290,1050,240,0,14810,4440,167,50,133,1900,1010,92,990,480,1986,15730,4970,177,56,88614,40870,1289,46455,,14170,,9200,,35
811,LG01  ,1995JJ00,1981,16490,1340,1090,240,0,15150,4490,172,51,108,1620,790,87,1000,450,2002,15770,4820,179,55,87951,40733,1397,45821,,11300,,6480,,43
812,LG01  ,1996JJ00,1969,16450,1310,1080,230,0,15140,4090,171,46,100,1930,920,70,980,450,2000,16090,4570,182,52,88509,41420,1482,45608,,10770,,6200,,42
813,LG01  ,1997JJ00,1892,16060,1280,1050,230,0,14770,4110,169,47,81,1510,740,52,680,310,1921,15610,4540,179,52,87204,41163,1667,44373,,10620,,6080,,43
814,LG01  ,1998JJ00,1907,15400,1240,1010,230,0,14160,4280,161,49,130,1950,1250,89,850,520,1947,15250,5000,173,57,88176,41229,1817,45129,40390.0,9880,25140.0,4870,38.0,51
815,LG01  ,1999JJ00,1905,15050,1270,1050,220,0,13780,4670,156,53,216,2980,1840,82,1000,550,2040,15760,5960,178,67,88421,41011,2503,44907,39800.0,9900,24040.0,3940,40.0,60
816,LG01  ,2000JJ00,1950,14310,1170,960,220,0,13140,4450,148,50,211,2550,1750,67,710,460,2094,14970,5750,169,65,88484,41316,2323,44845,37640.0,9470,22670.0,3720,40.0,61
817,LG01  ,2001JJ00,2000,14670,1210,980,230,0,13460,4550,152,51,225,2430,1690,86,890,540,2139,15010,5700,170,64,88483,41404,2356,44723,35470.0,9260,20470.0,3560,42.0,62
818,LG01  ,2002JJ00,2016,14440,1280,1050,230,0,13160,4430,149,50,207,2070,1470,91,910,540,2131,14320,5350,162,60,88587,40805,2584,45199,34190.0,8910,19880.0,3550,42.0,60
819,LG01  ,2003JJ00,1998,14130,1250,1020,220,0,12880,4460,145,50,173,2120,1520,95,880,520,2077,14130,5460,159,61,88857,41282,2417,45158,33290.0,8360,19170.0,2900,42.0,65
820,LG01  ,2004JJ00,2058,13400,1230,1020,210,0,12170,4260,138,48,160,1900,1360,76,790,480,2141,13280,5150,150,58,88404,41282,2718,44404,32590.0,8370,19310.0,3220,41.0,61
821,LG01  ,2005JJ00,2044,13510,1250,1030,210,0,12250,4330,137,48,169,2590,1440,77,1160,550,2136,13680,5220,153,58,89311,41632,2978,44701,31270.0,8050,17590.0,2830,44.0,65
822,LG01  ,2006JJ00,2032,13250,1230,1020,210,0,12020,4270,135,48,272,2830,1510,157,1470,670,2147,13370,5110,151,58,88724,42505,3086,43134,18550.0,8600,5180.0,3500,72.0,59
823,LG01  ,2007JJ00,2049,13630,1300,1080,220,0,12330,4350,139,49,350,3230,1650,189,1880,830,2211,13670,5170,155,58,88476,42004,3269,43203,18480.0,8360,4800.0,3190,74.0,62
824,LG01  ,2008JJ00,2145,14060,1340,1120,230,0,12720,4570,141,51,389,2960,1500,226,2200,1000,2309,13480,5070,150,56,90059,42299,3944,43816,18830.0,8290,5350.0,3220,72.0,61
825,LG01  ,2009JJ00,2192,14220,1390,1150,230,0,12830,4600,142,51,421,2950,1530,228,2300,1020,2385,13490,5110,149,57,90441,43353,3921,43168,18950.0,8340,5460.0,3230,71.0,61
826,LG01  ,2010JJ00,2171,14070,1340,1110,230,10,12730,4640,144,52,417,2690,1330,231,2210,970,2356,13200,5000,149,56,88541,42547,3305,42689,18530.0,7490,5330.0,2490,71.0,67
827,LG01  ,2011JJ00,2142,13590,1330,1100,230,10,12260,4390,139,50,436,2910,1360,257,2430,1050,2321,12730,4710,144,53,88347,42378,3307,42662,18460.0,7280,5730.0,2570,69.0,65
828,LG01  ,2012JJ00,2197,13580,1320,1080,230,10,12260,4360,139,49,440,2970,1320,272,2650,1070,2365,12580,4610,143,52,88026,43337,3253,41435,18460.0,6710,5890.0,2100,68.0,69
829,LG01  ,2013JJ00,2289,14170,1340,1100,240,10,12820,4500,143,50,459,3130,1380,326,3000,1240,2422,12950,4630,145,52,89569,43733,2889,42948,18700.0,6500,5750.0,1860,69.0,71
830,LG01  ,2014JJ00,2348,14550,1400,1140,250,10,13150,4690,146,52,568,3650,1570,387,3160,1310,2530,13640,4950,152,55,89900,44761,2825,42314,18730.0,6580,5090.0,1620,73.0,75
831,LG01  ,2015JJ00,2553,15500,1520,1240,270,10,13980,5210,157,58,685,3680,1520,492,3510,1430,2747,14150,5300,159,59,89226,44625,2794,41806,19100.0,6420,4950.0,1120,74.0,83
832,LG01  ,2016JJ00,2633,15450,1530,1250,280,10,13920,4840,159,55,761,4000,1560,548,3680,1450,2846,14230,4950,162,56,87645,43902,2360,41382,19000.0,6450,4770.0,1500,75.0,77
833,LG01  ,2017JJ00,2604,15670,1580,1280,280,10,14090,4620,161,53,751,4280,1620,536,3880,1490,2819,14490,4750,166,54,87436,43222,2546,41667,18970.0,6510,4480.0,1760,76.0,73
834,LG01  ,2018JJ00,2572,15550,1550,1250,290,10,14000,4360,158,49,765,4770,1750,515,3510,1340,2822,15260,4770,173,54,88395,44152,2498,41744,18750.0,6440,3490.0,1660,81.0,74
835,LG01  ,2019JJ00,3027,17940,1770,1420,330,10,16170,4960,164,50,826,5340,1990,589,4000,1600,3265,17510,5350,178,54,98433,51666,2890,43877,20830.0,7140,3320.0,1790,84.0,75
836,LG01  ,2020JJ00,3044,17900,1770,1430,330,10,16130,4740,164,48,826,5060,1820,578,3850,1340,3292,17340,5210,176,53,98533,51768,3367,43399,20710.0,7660,3370.0,2450,84.0,68
837,LG01  ,2021JJ00,2768,15920,1580,1270,300,10,14350,4450,162,50,840,5060,1880,599,3820,1530,3008,15590,4800,175,54,88829,47714,2818,38296,18720.0,6860,3130.0,2060,83.0,70
838,LG01  ,2022JJ00,2778,15420,1510,1210,290,10,13920,4530,157,51,946,5580,2080,659,4160,1590,3065,15340,5010,173,56,88830,47467,2498,38865,18710.0,6740,3380.0,1730,82.0,74
839,LG01  ,2023JJ00,2829,15480,1500,1200,280,10,13990,4430,157,50,914,4930,1770,627,3820,1360,3115,15090,4830,169,54,89215,47148,2620,39447,17740.0,6550,2650.0,1720,85.0,74
840,LG02  ,1994JJ00,2966,25900,2840,2430,410,0,23060,8010,113,39,1435,15120,7860,303,3250,1740,4098,34940,14130,171,69,204483,46791,12993,144699,,29390,,15270,,48
841,LG02  ,1995JJ00,3018,26480,2880,2470,410,0,23600,7900,118,40,1436,14670,7200,308,3420,1670,4145,34860,13430,175,67,199241,47190,12229,139822,,23800,,10370,,56
842,LG02  ,1996JJ00,3000,26230,2850,2460,400,0,23380,7300,120,38,1383,15690,7560,282,3150,1490,4101,35920,13380,184,69,194708,46622,13225,134861,,22580,,9200,,59
843,LG02  ,1997JJ00,2901,26290,2880,2480,400,0,23410,7520,121,39,1263,13680,6850,290,2960,1430,3874,34130,12940,177,67,193189,48063,13943,131184,,22450,,9510,,58
844,LG02  ,1998JJ00,2593,22810,2620,2260,360,0,20200,7050,113,40,1037,10580,6600,295,2810,1650,3335,27960,12000,157,67,178303,42580,11055,124669,71140.0,19360,43180.0,7360,39.0,62
845,LG02  ,1999JJ00,2630,22750,2700,2350,350,0,20050,7660,113,43,1338,12600,7490,335,3320,1910,3633,29330,13250,166,75,176934,43175,12427,121332,69890.0,19230,40550.0,5980,42.0,69
846,LG02  ,2000JJ00,2665,21830,2530,2200,340,0,19290,7460,108,42,1328,11130,6800,269,2620,1590,3724,27800,12670,156,71,177909,46519,9908,121481,65120.0,18490,37320.0,5820,43.0,69
847,LG02  ,2001JJ00,2709,21950,2450,2110,340,0,19500,7250,111,41,1340,10770,6580,316,2800,1650,3734,27460,12180,157,70,175063,46111,10045,118908,60220.0,17970,32760.0,5790,46.0,68
848,LG02  ,2002JJ00,2721,22020,2600,2250,340,0,19420,7220,111,41,1408,10430,6550,290,2730,1690,3839,27130,12080,154,69,175652,46184,11016,118451,57770.0,17240,30640.0,5160,47.0,70
