ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
600,RS01  ,1994JJ00,2519,21580,2240,1900,340,0,19340,6540,117,40,976,10540,5430,188,2170,1160,3307,27710,10810,168,66,164815,44005,8649,112161,,24120,,13310,,45
601,RS01  ,1995JJ00,2579,22300,2300,1960,340,0,20000,6520,124,41,941,9980,4870,194,2250,1090,3326,27720,10300,172,64,160923,44538,8247,108138,,19480,,9180,,53
602,RS01  ,1996JJ00,2581,22040,2260,1930,330,0,19770,5970,124,37,916,10950,5260,187,2170,1020,3309,28550,10220,179,64,159755,47450,9029,103275,,18760,,8540,,54
603,RS01  ,1997JJ00,2481,22120,2300,1960,340,0,19830,6190,127,40,818,9400,4690,193,2010,960,3106,27210,9920,175,64,155658,45456,9625,100577,,18260,,8340,,54
604,RS01  ,1998JJ00,2127,18360,1950,1670,280,0,16410,5500,111,37,729,7850,4970,186,1830,1080,2671,22430,9380,152,64,147295,39608,7108,100579,59760.0,16060,37340.0,6680,38.0,58
605,RS01  ,1999JJ00,2174,18290,2010,1730,280,0,16280,6010,109,40,979,9680,5840,202,2120,1220,2951,23850,10630,160,72,148729,40677,8338,99713,59620.0,16230,35770.0,5590,40.0,66
606,RS01  ,2000JJ00,2210,17610,1890,1620,270,0,15710,5860,105,39,986,8850,5470,161,1700,1030,3035,22860,10300,153,69,149346,43401,6866,99079,55530.0,15590,32660.0,5280,41.0,66
607,RS01  ,2001JJ00,2267,17840,1840,1560,270,0,16000,5780,109,39,1012,8550,5310,192,1740,1020,3087,22810,10060,155,68,147018,42678,7016,97324,51420.0,15130,28610.0,5070,44.0,67
608,RS01  ,2002JJ00,2300,17990,1970,1690,280,0,16020,5770,109,39,1042,8140,5160,178,1750,1070,3165,22410,9850,152,67,147543,42631,7546,97367,49420.0,14530,27010.0,4670,45.0,68
609,RS01  ,2003JJ00,2257,17320,1920,1650,270,0,15400,5740,104,39,984,8090,5210,170,1490,860,3070,21990,10090,148,68,148346,45035,7736,95576,47470.0,14000,25480.0,3910,46.0,72
610,RS01  ,2004JJ00,2331,16940,1940,1670,270,0,15000,5610,101,38,870,7720,4800,151,1470,830,3049,21240,9580,143,65,148364,45349,8328,94687,47030.0,13810,25790.0,4230,45.0,69
611,RS01  ,2005JJ00,2320,17340,1970,1680,270,10,15370,5810,105,40,853,9060,5010,166,1910,970,3006,22520,9860,155,68,145782,43403,9123,93256,45370.0,12870,22840.0,3010,50.0,77
612,RS01  ,2006JJ00,2300,16840,1910,1630,270,10,14920,5670,104,39,1209,10080,5490,298,2510,1240,3210,22490,9910,157,69,143674,43385,9378,90912,27760.0,13300,5270.0,3390,81.0,75
613,RS01  ,2007JJ00,2308,16880,1980,1680,280,20,14900,5640,103,39,1350,10990,5740,329,3400,1660,3329,22500,9710,155,67,144736,43913,10440,90383,28090.0,13180,5600.0,3470,80.0,74
614,RS01  ,2008JJ00,2431,17350,2010,1710,280,20,15330,5880,104,40,1610,11340,5930,406,4050,1980,3636,22620,9830,154,67,146946,46013,10770,90162,28650.0,13180,6020.0,3350,79.0,75
615,RS01  ,2009JJ00,2494,17080,2030,1720,290,20,15050,5790,104,40,1689,11110,5990,485,4630,2280,3698,21530,9500,149,66,144971,45529,11088,88355,28210.0,13010,6680.0,3500,76.0,73
616,RS01  ,2010JJ00,2493,17410,2010,1690,290,40,15390,5980,106,41,1628,10120,5370,486,4540,2180,3635,20980,9170,145,63,144638,45466,11294,87877,28130.0,11820,7150.0,2650,75.0,78
617,RS01  ,2011JJ00,2472,16810,1980,1630,280,70,14830,5650,104,40,1639,10750,5330,536,5040,2410,3575,20550,8570,144,60,142195,45159,10605,86431,27710.0,11250,7170.0,2670,74.0,76
618,RS01  ,2012JJ00,2509,16320,1870,1530,270,70,14450,5380,102,38,1611,10870,4990,543,5180,2320,3578,20140,8050,142,57,141606,46052,10715,84838,27710.0,10460,7570.0,2410,73.0,77
619,RS01  ,2013JJ00,2644,17450,1960,1580,290,90,15490,5760,108,40,1515,9890,4520,551,5050,2270,3608,20320,8010,142,56,143229,46903,10252,86074,28050.0,9880,7720.0,1880,72.0,81
620,RS01  ,2014JJ00,2714,18080,2040,1640,300,100,16040,6050,111,42,1729,10650,4850,639,5290,2430,3804,21400,8460,149,59,143884,48234,10448,85202,28300.0,10000,6900.0,1540,76.0,85
621,RS01  ,2015JJ00,2910,18970,2210,1750,320,140,16760,6580,117,46,1920,10650,4650,812,6600,3240,4018,20810,7990,145,56,143260,48402,10630,84229,28750.0,9690,7930.0,1700,72.0,82
622,RS01  ,2016JJ00,3018,19480,2280,1810,330,150,17200,6420,122,46,2171,11270,4540,880,7600,3580,4310,20880,7370,148,52,140717,46298,9576,84842,27980.0,9740,7100.0,2360,75.0,76
623,RS01  ,2017JJ00,2959,19490,2310,1830,330,150,17180,6110,121,43,2269,12710,4920,838,6390,2860,4390,23500,8170,166,58,141774,45951,8817,87006,28660.0,9960,5160.0,1790,82.0,82
624,RS01  ,2018JJ00,2864,18810,2150,1700,330,120,16660,5590,116,39,2265,12790,4950,789,6000,2620,4340,23450,7920,163,55,143525,47049,8911,87564,28700.0,9940,5250.0,2020,82.0,80
625,RS01  ,2019JJ00,2678,17710,2110,1630,300,190,15600,5290,113,38,2218,12620,4840,762,6020,2710,4133,22200,7420,161,54,137989,42932,8182,86875,26620.0,9420,4420.0,2010,83.0,79
626,RS01  ,2020JJ00,2689,17850,2190,1670,310,220,15660,5200,114,38,2238,12560,4660,797,6050,2580,4130,22170,7280,162,53,137014,42486,9031,85497,26360.0,9710,4190.0,2430,84.0,75
627,RS01  ,2021JJ00,2639,17070,2080,1600,290,200,14990,5140,110,38,2211,12570,4680,778,6080,2580,4072,21480,7240,158,53,136215,42937,8257,85021,26240.0,9910,4760.0,2670,82.0,73
628,RS01  ,2022JJ00,2610,16310,1960,1480,280,210,14340,5030,107,37,2362,13750,5200,879,6580,2750,4093,21510,7480,160,56,134509,41040,7824,85645,25830.0,9770,4320.0,2280,83.0,77
629,RS01  ,2023JJ00,2652,16370,1910,1470,280,170,14460,4960,108,37,2255,12280,4550,872,6220,2630,4035,20520,6880,153,51,134100,40079,7208,86813,24660.0,9480,4140.0,2600,83.0,73
630,RS05  ,1994JJ00,11530,91970,7510,6080,1430,0,84460,25470,282,85,565,5730,2980,506,4910,2450,11590,85270,26000,285,87,299694,235087,10914,53693,,55370,,29370,,47
631,RS05  ,1995JJ00,11581,92390,7590,6160,1420,0,84800,25290,285,85,543,5340,2620,483,4960,2280,11640,85180,25630,286,86,297769,233213,11370,53186,,42080,,16450,,61
632,RS05  ,1996JJ00,11419,90170,7250,5900,1340,0,82930,22430,275,74,531,5730,2770,444,4850,2180,11505,83810,23020,278,76,301252,236433,11673,53147,,39050,,16030,,59
633,RS05  ,1997JJ00,10932,88900,7150,5790,1360,0,81750,22720,274,76,603,6330,3160,392,4030,1860,11142,84050,24020,282,81,298311,233754,12658,51899,,38660,,14640,,62
634,RS05  ,1998JJ00,11037,85360,6910,5570,1340,0,78450,23740,259,78,637,5500,3570,438,3950,2390,11237,80000,24910,264,82,302485,235435,13265,53785,163690.0,35290,83700.0,10380,49.0,71
635,RS05  ,1999JJ00,11092,82790,6930,5620,1310,0,75870,25500,249,84,929,7940,4830,434,4350,2480,11587,79470,27860,260,91,305197,236803,15699,52695,164260.0,35600,84800.0,7740,48.0,78
636,RS05  ,2000JJ00,11372,79190,6440,5170,1270,0,72750,24310,238,80,664,5320,3470,358,3400,2190,11678,74670,25590,244,84,305813,237389,15387,53038,155320.0,34140,80640.0,8550,48.0,75
637,RS05  ,2001JJ00,11734,81770,6590,5280,1310,0,75170,25210,246,83,692,5200,3380,388,3520,2220,12038,76850,26370,252,86,305062,236339,16011,52712,143330.0,32870,66480.0,6500,54.0,80
638,RS05  ,2002JJ00,11424,77400,6690,5410,1280,0,70710,23660,230,77,615,4500,3050,383,3730,2410,11656,71480,24310,232,79,307953,236547,17788,53618,138620.0,32090,67140.0,7790,52.0,76
639,RS05  ,2003JJ00,11340,75930,6610,5350,1260,0,69320,23900,226,78,503,4040,2710,400,3560,2230,11443,69810,24380,228,79,306826,234624,18437,53765,129200.0,28680,59400.0,4300,54.0,85
640,RS05  ,2004JJ00,11560,71810,6400,5200,1200,0,65410,22590,213,74,478,3860,2550,350,3410,2110,11688,65860,23030,214,75,307097,233358,20298,53441,128410.0,29970,62560.0,6940,51.0,77
641,RS05  ,2005JJ00,11422,72270,6590,5370,1200,20,65680,22980,212,74,487,4950,2730,375,4650,2350,11534,65980,23360,213,75,309823,234273,21616,53935,124830.0,28910,58850.0,5550,53.0,81
642,RS05  ,2006JJ00,11284,70640,6480,5310,1160,20,64160,22600,209,74,836,6120,3140,685,6030,2840,11434,64250,22890,210,75,306519,233990,21486,51043,71950.0,31900,7700.0,9010,89.0,72
643,RS05  ,2007JJ00,11301,72110,6850,5610,1220,20,65260,22810,212,74,978,7090,3520,794,7730,3550,11485,64620,22780,210,74,307746,231943,23803,52000,72160.0,30800,7540.0,8020,90.0,74
644,RS05  ,2008JJ00,11721,73870,7050,5800,1230,20,66820,23890,214,76,1093,7110,3460,914,8850,4090,11900,65080,23260,208,74,312647,231457,27233,53957,73220.0,30050,8150.0,6780,89.0,77
645,RS05  ,2009JJ00,11902,72810,7040,5750,1260,20,65770,23430,211,75,1183,7360,3620,1014,9160,4140,12070,63970,22910,205,73,311885,233546,26549,51789,73160.0,30010,9190.0,7100,87.0,76
646,RS05  ,2010JJ00,11869,73320,7010,5710,1270,30,66310,24140,220,80,1117,6260,3030,1054,9120,4090,11932,63450,23080,210,77,301577,226888,23970,50718,70740.0,27010,7280.0,3920,90.0,85
647,RS05  ,2011JJ00,11687,70260,6890,5590,1240,70,63370,22620,212,76,1217,7140,3250,1126,9630,4290,11778,60870,21580,203,72,299460,225437,23506,50518,70230.0,26630,9370.0,5040,87.0,81
648,RS05  ,2012JJ00,11834,69400,6760,5450,1230,80,62640,22310,210,75,1254,7450,3200,1207,10110,4250,11882,59980,21270,201,71,298786,226803,22710,49273,70130.0,24770,10150.0,3500,86.0,86
649,RS05  ,2013JJ00,12188,72120,6940,5570,1280,90,65180,22950,217,76,1314,7840,3380,1309,10740,4610,12193,62280,21710,207,72,300135,228134,20709,51292,70320.0,24390,8040.0,2680,89.0,89
650,RS05  ,2014JJ00,12350,74830,7350,5920,1340,90,67470,24080,226,81,1494,8190,3430,1541,11530,4970,12303,64130,22540,215,75,298823,230016,19335,49473,69930.0,24650,5800.0,2110,92.0,91
651,RS05  ,2015JJ00,13158,77200,7670,6180,1390,100,69530,26060,232,87,1664,8030,3250,1878,12860,5460,12944,64700,23850,216,80,299452,231061,19665,48727,70840.0,24530,6140.0,670,91.0,97
652,RS05  ,2016JJ00,13597,78070,7860,6330,1430,110,70210,24410,240,84,1678,7950,3030,1981,12740,5260,13294,65420,22180,224,76,292260,225682,18464,48115,70820.0,24290,5400.0,2110,92.0,91
653,RS05  ,2017JJ00,13364,78790,8070,6520,1460,90,70720,23270,243,80,1710,8690,3190,1962,13320,5380,13112,66080,21080,227,73,290595,222249,19207,49138,70660.0,24430,4580.0,3350,94.0,86
654,RS05  ,2018JJ00,13259,78900,8070,6440,1490,140,70830,22230,238,75,1727,9260,3280,1862,12390,4740,13124,67700,20770,228,70,297270,227015,19818,50437,70440.0,24290,2740.0,3520,96.0,86
655,RS05  ,2019JJ00,13487,79100,7980,6370,1470,130,71120,22000,235,73,1776,9740,3460,1918,13290,5130,13346,67570,20330,224,67,302179,231346,19469,51364,70800.0,24460,3230.0,4130,95.0,83
656,RS05  ,2020JJ00,13569,79430,8100,6470,1490,140,71320,21200,236,70,1836,9870,3340,2001,13550,4960,13404,67630,19590,224,65,302201,230654,20866,50681,70660.0,26160,3030.0,6570,96.0,75
657,RS05  ,2021JJ00,13534,76780,7810,6220,1440,150,68960,21550,228,71,1863,9820,3470,2065,13310,5050,13333,65480,19970,216,66,302508,231349,20361,50798,70470.0,26080,4990.0,6110,93.0,77
658,RS05  ,2022JJ00,13590,75070,7550,5990,1410,150,67520,22040,223,73,1959,10360,3720,2211,14240,5360,13338,63640,20410,210,67,302871,230355,19949,52568,70340.0,25860,6700.0,5450,90.0,79
659,RS05  ,2023JJ00,13952,75600,7520,5960,1410,160,68080,21620,225,71,1939,9640,3320,2250,13650,5010,13642,64060,19930,212,66,302450,227711,20059,54680,65110.0,25120,1040.0,5200,98.0,79
660,RS06  ,1994JJ00,22007,173170,23130,20090,3040,0,150040,56460,356,134,3575,27830,13830,3753,33260,16490,21830,144610,53810,343,128,421108,267429,81186,72492,,74730,,20920,,72
661,RS06  ,1995JJ00,21968,174160,22710,19680,3020,0,151450,54020,361,129,3591,26800,12560,3879,33750,15640,21680,144510,50940,345,122,419243,268351,76267,74625,,56850,,5910,,90
662,RS06  ,1996JJ00,21482,170800,22050,19180,2870,0,148750,49160,349,115,3585,27240,12240,3817,32870,14670,21250,143120,46730,335,109,426805,272379,78146,76279,,53760,,7020,,87
663,RS06  ,1997JJ00,21130,169320,22710,19790,2920,0,146610,51110,351,122,3371,25240,11530,3628,30700,13930,20873,141150,48700,338,116,418072,261860,80953,75259,,52530,,3830,,93
664,RS06  ,1998JJ00,20944,155500,21040,18270,2770,0,134460,49760,314,116,2615,17550,10220,3124,23690,13960,20435,128320,46020,300,107,428243,268971,78943,80328,215270.0,49000,86960.0,2980,60.0,94
665,RS06  ,1999JJ00,20196,148880,19750,17140,2610,0,129140,49430,304,116,2918,18400,10240,3417,25180,14680,19697,122350,44990,288,106,424529,264481,82439,77609,212570.0,48540,90210.0,3550,58.0,93
666,RS06  ,2000JJ00,20303,138770,17890,15430,2450,0,120880,47190,281,110,2197,12980,7220,2830,20750,12440,19670,113110,41970,263,97,430638,271035,73490,86113,202850.0,47130,89730.0,5160,56.0,89
667,RS06  ,2001JJ00,20239,138140,17040,14610,2420,0,121100,46250,286,109,2246,12990,7400,3049,21920,13440,19436,112170,40210,265,95,423214,263800,73509,85905,184770.0,44960,72590.0,4750,61.0,89
668,RS06  ,2002JJ00,19283,127550,16420,14100,2330,0,111130,42950,259,100,2175,11850,6890,2919,20550,12790,18538,102430,37050,239,86,428432,266806,76647,84980,177520.0,43900,75090.0,6850,58.0,84
669,RS06  ,2003JJ00,18828,124450,16300,13980,2310,0,108160,42890,254,101,1987,11280,6590,2813,19880,12300,18002,99560,37180,234,87,426127,264716,78145,83266,166180.0,39950,66630.0,2770,60.0,93
670,RS06  ,2004JJ00,19132,119490,15890,13660,2240,0,103590,40580,242,95,2009,11980,6670,2725,19690,11670,18415,95890,35580,224,83,427901,264368,80694,82840,164920.0,41150,69030.0,5570,58.0,86
671,RS06  ,2005JJ00,18892,121020,16080,13640,2240,200,104950,42090,249,100,2146,14650,7470,2759,23090,12300,18279,96510,37260,229,88,421090,258066,83157,79868,153690.0,38630,57180.0,1370,63.0,96
672,RS06  ,2006JJ00,18673,118820,16080,13670,2210,200,102750,41920,248,101,2368,13650,6630,3300,24350,12590,17741,92050,35970,222,87,415051,263496,75935,75620,94150.0,41870,2090.0,5900,98.0,86
673,RS06  ,2007JJ00,18619,120510,16830,14200,2300,330,103680,41870,251,101,2531,15380,7260,3768,31700,16160,17383,87370,32970,212,80,412561,262813,75958,73790,93970.0,40320,6610.0,7350,93.0,82
674,RS06  ,2008JJ00,19151,123510,17110,14470,2300,340,106400,43450,257,105,2678,14800,7100,4208,33250,17110,17621,87950,33440,213,81,413818,260520,82108,71190,94280.0,39080,6330.0,5640,93.0,86
675,RS06  ,2009JJ00,19657,120510,16860,14230,2300,330,103640,42600,252,104,2656,14330,6980,4346,33390,17480,17968,84580,32100,206,78,410639,259313,80820,70506,93700.0,38790,9120.0,6690,90.0,83
676,RS06  ,2010JJ00,19472,121440,16630,13760,2270,600,104810,43540,260,108,2704,13240,6450,4266,31500,16330,17910,86540,33660,215,84,402606,257951,76582,68073,92060.0,35070,5520.0,1410,94.0,96
677,RS06  ,2011JJ00,19215,118170,16360,13030,2250,1080,101810,41130,255,103,2853,14720,6760,4324,33150,16640,17744,83380,31250,209,78,399799,257040,76017,66742,91510.0,34310,8130.0,3060,91.0,91
678,RS06  ,2012JJ00,19129,112680,15440,12180,2110,1150,97240,38410,245,97,2901,15100,6530,4374,34080,16170,17655,78270,28770,197,73,396536,256011,77800,62724,90860.0,32100,12590.0,3320,86.0,90
679,RS06  ,2013JJ00,19773,115620,15350,11700,2140,1510,100270,39890,252,100,2931,14920,6440,4398,33280,15760,18306,81910,30570,206,77,397772,255239,77347,65187,90940.0,31020,9030.0,450,90.0,99
680,RS06  ,2014JJ00,20074,120400,15940,12170,2220,1540,104470,41600,265,105,3105,14720,6150,4844,34050,16190,18335,85140,31560,216,80,394632,259301,74447,60884,85140.0,31270,10.0,-290,100.0,101
681,RS06  ,2015JJ00,20726,123640,16370,12490,2270,1610,107260,43870,270,110,3325,15520,6370,5585,37800,18050,18466,84980,32200,214,81,397626,265565,72003,60058,87850.0,30570,2870.0,-1630,97.0,105
682,RS06  ,2016JJ00,21291,125920,16610,12600,2300,1710,109310,42800,280,110,3248,14340,5410,5884,38130,18060,18655,85520,30140,219,77,389916,261329,67748,60839,86970.0,30560,1450.0,420,98.0,99
683,RS06  ,2017JJ00,21345,128980,17060,12930,2360,1770,111920,41500,288,107,3353,16430,5910,6036,41350,18700,18662,87000,28710,224,74,388216,257844,66931,63441,86930.0,30590,-60.0,1880,100.0,94
684,RS06  ,2018JJ00,20188,123960,16530,12180,2340,2010,107430,38670,273,98,3409,16130,5620,5869,39540,17510,17728,84010,26780,214,68,392840,258194,67585,67062,86790.0,30470,2770.0,3690,97.0,88
685,RS06  ,2019JJ00,20309,121290,15970,11650,2250,2070,105320,37630,269,96,3478,16670,5790,5898,40390,17720,17888,81600,25700,208,66,392006,258904,62684,70418,88600.0,30210,7000.0,4520,92.0,85
686,RS06  ,2020JJ00,20329,123850,16370,11920,2300,2150,107480,37130,274,95,3572,17450,5790,6046,41320,17800,17856,83610,25120,213,64,391762,257207,64886,69669,84990.0,30750,1380.0,5640,98.0,82
687,RS06  ,2021JJ00,20211,119270,15760,11350,2190,2220,103510,36650,264,93,3613,17100,5770,6037,40820,17330,17787,79780,25090,203,64,392320,258913,63199,70208,85210.0,31060,5430.0,5970,94.0,81
688,RS06  ,2022JJ00,20362,120130,15920,11380,2190,2350,104210,37940,267,97,3736,17810,6230,6347,42880,18260,17752,79130,25910,203,66,390243,254807,61120,74316,84150.0,30900,5020.0,4990,94.0,84
689,RS06  ,2023JJ00,20653,118760,15160,10910,2190,2070,103600,36710,265,94,3719,17460,5780,6198,39500,16550,18175,81550,25940,209,66,390438,253478,60674,76286,78360.0,30210,-3190.0,4270,104.0,86
690,RS04  ,1994JJ00,7804,61350,9250,8200,1050,0,52090,22080,291,123,1393,13310,6840,2211,18160,9200,6986,47240,19720,264,110,179186,79801,17098,82288,,28810,,9090,,68
691,RS04  ,1995JJ00,7777,62090,9150,8110,1040,0,52940,21260,297,119,1480,14230,6800,2234,18460,8670,7024,48710,19380,273,109,178429,79757,16785,81887,,22820,,3430,,85
692,RS04  ,1996JJ00,7673,61190,8870,7880,990,0,52320,19580,295,110,1341,13460,6220,2120,17540,7910,6893,48240,17890,272,101,177642,79010,17057,81576,,21520,,3630,,83
693,RS04  ,1997JJ00,7668,60500,9120,8110,1010,0,51370,20160,290,114,1320,13040,6160,2129,17190,8040,6860,47220,18280,267,103,176951,78835,17902,80214,,21440,,3160,,85
694,RS04  ,1998JJ00,7513,56670,8790,7810,980,0,47880,20420,269,115,1115,8820,5800,2032,12920,8120,6597,43780,18100,246,102,177857,78750,17641,81466,80610.0,19860,36830.0,1750,54.0,91
695,RS04  ,1999JJ00,7212,54090,8260,7350,910,0,45830,20060,258,113,1343,10920,7060,2189,15170,9690,6365,41580,17430,234,98,177809,77077,18213,82519,79970.0,19830,38390.0,2400,52.0,88
696,RS04  ,2000JJ00,7285,51310,7650,6780,870,0,43670,19200,241,106,1084,8760,5660,1948,13230,8540,6420,39200,16320,216,90,181054,81841,16988,82226,75410.0,19330,36210.0,3020,52.0,84
697,RS04  ,2001JJ00,6770,47750,6830,6030,800,0,40930,17530,234,100,1168,8410,5510,2000,13080,8480,5937,36260,14560,208,83,174705,75456,16124,83125,68940.0,18230,32680.0,3660,53.0,80
698,RS04  ,2002JJ00,6597,45460,6750,5970,780,0,38710,16870,219,95,1212,8400,5560,1954,13320,8950,5855,33780,13480,191,76,177144,76034,17824,83287,67750.0,17740,33960.0,4260,50.0,76
699,RS04  ,2003JJ00,6275,40640,5910,5160,750,0,34730,14590,199,83,1013,7620,4860,1750,11060,7200,5537,31290,12250,179,70,174931,75892,17813,81227,63220.0,16470,31940.0,4220,49.0,74
700,RS04  ,2004JJ00,6337,42260,6490,5760,740,0,35770,15660,204,89,914,7230,4590,1705,11910,7670,5546,31090,12580,177,72,175598,74836,18493,82269,63200.0,16550,32110.0,3980,49.0,76
701,RS04  ,2005JJ00,6477,43980,6750,5920,760,60,37230,16620,213,95,990,9550,5260,1809,14810,8400,5658,31980,13480,183,77,174830,73994,19723,81113,60040.0,15670,28060.0,2190,53.0,86
702,RS04  ,2006JJ00,6370,43650,6830,6010,760,60,36820,16840,212,97,1037,7580,3920,2082,15530,8760,5325,28870,12010,167,69,173286,75104,18543,79639,35690.0,16610,6820.0,4600,81.0,72
703,RS04  ,2007JJ00,6294,44270,6840,5960,770,110,37430,16630,216,96,1176,8590,4440,2315,19590,10740,5156,26430,10340,153,60,173039,75165,18443,79432,35730.0,16210,9290.0,5870,74.0,64
704,RS04  ,2008JJ00,6534,46090,7180,6270,790,120,38910,17460,224,101,1302,8110,4030,2234,19810,10940,5603,27200,10550,157,61,173317,74967,19696,78654,35790.0,15860,8590.0,5300,76.0,67
705,RS04  ,2009JJ00,6560,45370,7190,6280,790,120,38180,17390,221,101,1334,8270,4170,2594,21610,11910,5300,24840,9650,144,56,172533,75567,19420,77545,35750.0,15800,10900.0,6150,70.0,61
706,RS04  ,2010JJ00,6591,47060,7170,6170,800,200,39880,18100,234,106,1334,7940,3980,2604,21340,11570,5322,26480,10510,156,62,170251,74728,18691,76832,35240.0,14340,8760.0,3830,75.0,73
707,RS04  ,2011JJ00,6487,46650,7470,6250,810,410,39180,17640,234,105,1443,9070,4390,2686,22070,11810,5244,26180,10220,156,61,167616,72437,18234,76945,34600.0,13800,8420.0,3580,76.0,74
708,RS04  ,2012JJ00,6435,44810,7210,6010,760,430,37600,16760,228,102,1555,10080,4700,2782,22760,12030,5208,24910,9430,151,57,165017,71906,18540,74571,34130.0,12720,9220.0,3290,73.0,74
709,RS04  ,2013JJ00,6616,45890,7010,5670,770,560,38880,17140,235,104,1549,9740,4570,2759,22210,11480,5406,26420,10220,160,62,165397,71736,18168,75493,34150.0,12170,7730.0,1950,77.0,84
710,RS04  ,2014JJ00,6675,47870,7350,5970,810,570,40530,18130,245,110,1641,9800,4540,2708,21390,11200,5608,28940,11470,175,69,165329,72994,17987,74348,32980.0,12570,4040.0,1100,88.0,91
711,RS04  ,2015JJ00,6768,47800,7230,5860,800,560,40570,18080,243,108,1809,10290,4480,2930,22520,11670,5646,28350,10900,170,65,166744,74649,17885,74210,33640.0,12390,5290.0,1490,84.0,88
712,RS04  ,2016JJ00,6971,49030,7450,6020,840,590,41580,18220,258,113,1917,10610,4390,3070,21910,11320,5818,30280,11290,188,70,161436,72087,15840,73509,32900.0,12400,2620.0,1110,92.0,91
713,RS04  ,2017JJ00,6908,49550,7410,5970,840,590,42140,17630,261,109,1958,11890,4810,3018,22830,11280,5849,31210,11170,193,69,161399,71402,15386,74611,32900.0,12640,1690.0,1470,95.0,88
714,RS04  ,2018JJ00,6732,50440,7720,6140,880,690,42720,17870,262,110,1974,12070,4840,3030,22560,11240,5675,32230,11470,198,70,162897,72548,15232,75118,33010.0,12730,780.0,1260,98.0,90
715,RS04  ,2019JJ00,6652,48520,7250,5720,840,690,41270,16390,255,101,1925,11960,4720,2959,23460,11270,5618,29780,9840,184,61,162028,72051,14317,75659,33070.0,12610,3300.0,2760,90.0,78
716,RS04  ,2020JJ00,6479,46460,6840,5370,810,660,39620,15080,245,93,2041,12610,4890,3024,23410,10960,5497,28810,9010,178,56,161615,71711,14734,75170,32060.0,13020,3240.0,4010,90.0,69
717,RS04  ,2021JJ00,6497,46020,6730,5260,790,690,39290,15080,244,94,2048,12530,4870,2963,23340,10650,5582,28480,9300,177,58,161321,72538,13844,74938,31990.0,13050,3510.0,3750,89.0,71
718,RS04  ,2022JJ00,6494,45830,6700,5190,780,730,39130,15270,244,95,2244,13440,5310,3017,23400,10700,5721,29180,9880,182,62,160516,71686,13862,74968,31810.0,12870,2630.0,2990,92.0,77
719,RS04  ,2023JJ00,6529,45480,6430,4980,770,680,39060,15170,242,94,2169,12530,4870,2897,22510,10460,5801,29080,9590,180,59,161657,71590,13560,76507,30600.0,12510,1520.0,2920,95.0,77
720,RS07  ,1994JJ00,13836,110410,10720,8940,1780,0,99690,32500,246,80,2356,18950,9370,1262,11180,5560,14929,107460,36320,265,90,405517,258042,15540,131935,,70430,,34110,,52
721,RS07  ,1995JJ00,13699,109470,10590,8840,1750,0,98880,31420,245,78,2589,20760,9700,1264,10930,5030,15024,108710,36090,269,89,403918,256433,16132,131353,,54690,,18600,,66
722,RS07  ,1996JJ00,13453,107150,10160,8510,1650,0,96990,28080,240,69,2403,19670,8880,1208,10590,4690,14649,106060,32270,262,80,404308,255035,16915,132357,,50850,,18580,,63
723,RS07  ,1997JJ00,13014,105720,10240,8560,1680,0,95480,28730,237,71,2107,17470,8020,1103,9470,4270,14017,103480,32470,257,81,402519,251421,18526,132572,,50560,,18090,,64
724,RS07  ,1998JJ00,12852,99180,9610,8000,1620,0,89570,28980,221,72,1736,11340,6960,1109,7460,4470,13479,93440,31460,231,78,404458,252146,18052,134260,204290.0,46250,110850.0,14790,46.0,68
725,RS07  ,1999JJ00,12451,92150,8900,7400,1510,0,83240,29060,208,72,2194,14910,9040,1169,8350,5070,13476,89800,33030,224,82,400822,248384,19625,132812,201310.0,45810,111500.0,12780,45.0,72
726,RS07  ,2000JJ00,12452,86620,8100,6680,1420,0,78530,27440,199,70,1818,12050,7370,922,6740,4220,13348,83840,30600,213,78,394375,245052,18314,131010,187170.0,43110,103330.0,12520,45.0,71
727,RS07  ,2001JJ00,12495,86910,7970,6540,1430,0,78930,27510,202,70,2031,12370,7470,1049,7100,4400,13477,84200,30590,215,78,391199,243260,18962,128977,173630.0,41550,89430.0,10960,48.0,74
