ID,Producten,Perioden,Kostprijsindex2010100_1,OntwikkelingTOVEenMaandEerder_2,OntwikkelingTOVEenJaarEerder_3,Consumentenprijsindex2010100_4,OntwikkelingTOVEenMaandEerder_5,OntwikkelingTOVEenJaarEerder_6
360,1120  ,2014MM03,114.53,-0.03,-4.4,108.94,-0.21,0.78
361,1120  ,2014MM04,115.63,0.96,-3.1,108.7,-0.22,0.89
362,1120  ,2014MM05,116.08,0.39,-2.35,108.28,-0.38,1.19
363,1120  ,2014MM06,115.95,-0.11,-2.61,107.67,-0.57,-0.5
364,1120  ,2014MM07,115.56,-0.34,-4.08,108.51,0.78,-0.31
365,1120  ,2014MM08,114.64,-0.8,-5.72,108.35,-0.15,-0.7
366,1120  ,2014MM09,114.17,-0.41,-6.22,108.01,-0.31,-0.53
367,1120  ,2014MM10,112.3,-1.64,-5.84,107.52,-0.46,-0.55
368,1120  ,2014MM11,111.89,-0.37,-5.6,107.89,0.35,-0.45
369,1120  ,2014MM12,111.03,-0.77,-6.09,107.74,-0.14,-1.66
370,1120  ,2015MM01,111.01,-0.02,-4.0,107.01,-0.68,-1.96
371,1120  ,2015MM02,111.91,0.81,-2.32,107.05,0.04,-1.94
372,1120  ,2015MM03,113.25,1.2,-1.12,107.32,0.26,-1.48
373,1120  ,2015MM04,114.0,0.66,-1.41,108.03,0.66,-0.61
374,1120  ,2015MM05,114.03,0.03,-1.77,107.8,-0.21,-0.44
375,1130  ,2005MM01,78.64,0.0,0.0,89.46,0.0,0.0
376,1130  ,2005MM02,78.1,-0.69,0.0,89.72,0.29,0.0
377,1130  ,2005MM03,78.1,0.0,0.0,89.06,-0.74,0.0
378,1130  ,2005MM04,78.53,0.55,0.0,88.86,-0.22,0.0
379,1130  ,2005MM05,80.91,3.03,0.0,90.37,1.7,0.0
380,1130  ,2005MM06,83.92,3.72,0.0,93.54,3.5,0.0
381,1130  ,2005MM07,84.23,0.37,0.0,91.38,-2.3,0.0
382,1130  ,2005MM08,84.92,0.82,0.0,91.09,-0.32,0.0
383,1130  ,2005MM09,85.91,1.17,0.0,90.75,-0.37,0.0
384,1130  ,2005MM10,85.8,-0.13,0.0,90.64,-0.12,0.0
385,1130  ,2005MM11,87.56,2.05,0.0,90.86,0.24,0.0
386,1130  ,2005MM12,88.87,1.5,0.0,90.05,-0.88,0.0
387,1130  ,2006MM01,88.59,-0.32,12.65,90.99,1.04,1.71
388,1130  ,2006MM02,89.48,1.0,14.57,90.23,-0.83,0.57
389,1130  ,2006MM03,89.0,-0.54,13.96,90.77,0.6,1.93
390,1130  ,2006MM04,90.95,2.19,15.82,91.36,0.65,2.81
391,1130  ,2006MM05,95.92,5.46,18.55,92.67,1.43,2.54
392,1130  ,2006MM06,97.9,2.06,16.66,93.23,0.6,-0.33
393,1130  ,2006MM07,97.3,-0.61,15.52,94.65,1.52,3.57
394,1130  ,2006MM08,97.58,0.29,14.91,95.74,1.15,5.1
395,1130  ,2006MM09,100.27,2.76,16.72,94.8,-0.98,4.45
396,1130  ,2006MM10,100.67,0.4,17.33,95.21,0.43,5.04
397,1130  ,2006MM11,99.04,-1.62,13.11,95.35,0.15,4.94
398,1130  ,2006MM12,98.64,-0.4,10.99,94.99,-0.37,5.48
399,1130  ,2007MM01,100.22,1.6,13.13,95.83,0.88,5.32
400,1130  ,2007MM02,97.33,-2.88,8.77,94.23,-1.68,4.43
401,1130  ,2007MM03,98.24,0.93,10.38,93.73,-0.52,3.26
402,1130  ,2007MM04,97.49,-0.76,7.19,93.52,-0.23,2.36
403,1130  ,2007MM05,96.65,-0.86,0.76,92.79,-0.78,0.13
404,1130  ,2007MM06,96.04,-0.63,-1.9,93.3,0.55,0.08
405,1130  ,2007MM07,96.92,0.92,-0.39,92.62,-0.73,-2.14
406,1130  ,2007MM08,95.42,-1.55,-2.21,92.63,0.01,-3.25
407,1130  ,2007MM09,95.49,0.07,-4.77,93.54,0.98,-1.33
408,1130  ,2007MM10,95.31,-0.19,-5.32,93.99,0.49,-1.27
409,1130  ,2007MM11,93.84,-1.54,-5.25,94.69,0.74,-0.69
410,1130  ,2007MM12,94.37,0.56,-4.33,94.85,0.17,-0.15
411,1130  ,2008MM01,93.35,-1.08,-6.85,95.12,0.29,-0.74
412,1130  ,2008MM02,92.52,-0.89,-4.94,95.35,0.24,1.19
413,1130  ,2008MM03,91.4,-1.21,-6.96,97.22,1.97,3.72
414,1130  ,2008MM04,92.25,0.93,-5.37,96.82,-0.41,3.53
415,1130  ,2008MM05,92.89,0.69,-3.89,97.42,0.62,4.99
416,1130  ,2008MM06,93.91,1.1,-2.22,98.15,0.75,5.19
417,1130  ,2008MM07,94.43,0.55,-2.57,98.41,0.27,6.25
418,1130  ,2008MM08,94.95,0.55,-0.49,98.84,0.44,6.7
419,1130  ,2008MM09,96.52,1.65,1.08,99.07,0.24,5.92
420,1130  ,2008MM10,100.68,4.31,5.63,99.01,-0.06,5.34
421,1130  ,2008MM11,100.72,0.04,7.33,99.71,0.71,5.3
422,1130  ,2008MM12,97.36,-3.34,3.17,99.69,-0.03,5.1
423,1130  ,2009MM01,96.72,-0.66,3.61,98.81,-0.88,3.88
424,1130  ,2009MM02,97.07,0.36,4.92,97.89,-0.93,2.67
425,1130  ,2009MM03,96.55,-0.54,5.63,98.87,1.0,1.7
426,1130  ,2009MM04,96.56,0.01,4.67,98.36,-0.52,1.59
427,1130  ,2009MM05,93.76,-2.9,0.94,99.78,1.44,2.42
428,1130  ,2009MM06,91.73,-2.17,-2.32,100.18,0.4,2.07
429,1130  ,2009MM07,92.27,0.59,-2.29,99.69,-0.49,1.3
430,1130  ,2009MM08,93.55,1.39,-1.47,99.57,-0.11,0.75
431,1130  ,2009MM09,90.64,-3.11,-6.09,100.34,0.77,1.28
432,1130  ,2009MM10,88.19,-2.7,-12.41,99.55,-0.79,0.54
433,1130  ,2009MM11,87.75,-0.5,-12.88,100.25,0.7,0.53
434,1130  ,2009MM12,90.7,3.36,-6.84,99.92,-0.33,0.23
435,1130  ,2010MM01,91.9,1.32,-4.98,98.59,-1.33,-0.22
436,1130  ,2010MM02,93.5,1.74,-3.68,99.38,0.8,1.52
437,1130  ,2010MM03,95.06,1.67,-1.54,99.92,0.54,1.06
438,1130  ,2010MM04,98.35,3.46,1.85,99.72,-0.2,1.39
439,1130  ,2010MM05,101.5,3.2,8.26,98.93,-0.8,-0.85
440,1130  ,2010MM06,102.29,0.78,11.51,101.21,2.3,1.02
441,1130  ,2010MM07,101.75,-0.53,10.27,100.01,-1.18,0.33
442,1130  ,2010MM08,103.99,2.2,11.16,99.86,-0.15,0.29
443,1130  ,2010MM09,102.6,-1.34,13.2,100.82,0.95,0.47
444,1130  ,2010MM10,101.4,-1.17,14.98,100.12,-0.69,0.57
445,1130  ,2010MM11,103.29,1.86,17.71,100.82,0.71,0.58
446,1130  ,2010MM12,104.37,1.05,15.07,100.62,-0.2,0.7
447,1130  ,2011MM01,105.77,1.34,15.09,100.23,-0.39,1.66
448,1130  ,2011MM02,105.99,0.21,13.36,100.98,0.75,1.62
449,1130  ,2011MM03,105.13,-0.81,10.59,101.03,0.05,1.11
450,1130  ,2011MM04,104.14,-0.94,5.89,100.56,-0.46,0.84
451,1130  ,2011MM05,103.94,-0.19,2.4,102.17,1.6,3.27
452,1130  ,2011MM06,103.95,0.01,1.62,104.87,2.64,3.61
453,1130  ,2011MM07,104.15,0.19,2.36,104.96,0.09,4.95
454,1130  ,2011MM08,105.93,1.71,1.87,104.26,-0.67,4.4
455,1130  ,2011MM09,106.9,0.92,4.19,103.67,-0.56,2.83
456,1130  ,2011MM10,105.71,-1.11,4.25,103.88,0.2,3.76
457,1130  ,2011MM11,103.6,-2.0,0.3,103.19,-0.66,2.34
458,1130  ,2011MM12,106.1,2.41,1.66,103.54,0.34,2.9
459,1130  ,2012MM01,105.85,-0.24,0.08,103.65,0.11,3.42
460,1130  ,2012MM02,104.28,-1.48,-1.61,105.21,1.5,4.19
461,1130  ,2012MM03,103.81,-0.45,-1.26,105.34,0.12,4.27
462,1130  ,2012MM04,104.17,0.35,0.03,105.68,0.32,5.09
463,1130  ,2012MM05,104.11,-0.06,0.16,105.45,-0.21,3.22
464,1130  ,2012MM06,103.88,-0.22,-0.07,107.05,1.51,2.08
465,1130  ,2012MM07,104.99,1.07,0.81,105.56,-1.39,0.57
466,1130  ,2012MM08,104.41,-0.55,-1.43,106.31,0.72,1.97
467,1130  ,2012MM09,103.23,-1.13,-3.43,104.02,-2.16,0.33
468,1130  ,2012MM10,101.33,-1.84,-4.14,106.83,2.7,2.84
469,1130  ,2012MM11,102.45,1.11,-1.11,107.05,0.21,3.74
470,1130  ,2012MM12,101.61,-0.82,-4.23,107.6,0.51,3.92
471,1130  ,2013MM01,103.59,1.95,-2.14,106.52,-1.01,2.76
472,1130  ,2013MM02,102.43,-1.12,-1.77,106.81,0.27,1.52
473,1130  ,2013MM03,105.55,3.05,1.68,107.18,0.35,1.75
474,1130  ,2013MM04,108.54,2.83,4.2,106.35,-0.77,0.64
475,1130  ,2013MM05,109.25,0.65,4.94,104.96,-1.31,-0.47
476,1130  ,2013MM06,109.02,-0.21,4.95,107.45,2.37,0.37
477,1130  ,2013MM07,109.34,0.29,4.14,108.23,0.73,2.54
478,1130  ,2013MM08,108.01,-1.22,3.45,107.97,-0.24,1.56
479,1130  ,2013MM09,108.17,0.15,4.79,105.26,-2.52,1.19
480,1130  ,2013MM10,107.39,-0.72,5.98,105.94,0.65,-0.83
481,1130  ,2013MM11,107.51,0.11,4.94,107.29,1.28,0.23
482,1130  ,2013MM12,107.3,-0.2,5.6,105.98,-1.23,-1.51
483,1130  ,2014MM01,111.03,3.48,7.18,105.42,-0.53,-1.03
484,1130  ,2014MM02,111.33,0.27,8.69,105.82,0.38,-0.93
485,1130  ,2014MM03,110.78,-0.49,4.95,105.22,-0.56,-1.83
486,1130  ,2014MM04,110.57,-0.19,1.87,105.84,0.59,-0.48
487,1130  ,2014MM05,109.71,-0.78,0.42,106.35,0.49,1.32
488,1130  ,2014MM06,111.9,2.0,2.64,106.69,0.32,-0.71
489,1130  ,2014MM07,109.76,-1.91,0.38,106.87,0.17,-1.26
490,1130  ,2014MM08,110.09,0.3,1.93,107.22,0.32,-0.7
491,1130  ,2014MM09,112.43,2.13,3.94,106.52,-0.65,1.2
492,1130  ,2014MM10,114.29,1.65,6.43,105.3,-1.14,-0.6
493,1130  ,2014MM11,114.06,-0.2,6.09,105.48,0.17,-1.69
494,1130  ,2014MM12,114.39,0.29,6.61,105.22,-0.25,-0.71
495,1130  ,2015MM01,121.18,5.94,9.14,104.99,-0.22,-0.41
496,1130  ,2015MM02,122.11,0.77,9.68,105.96,0.92,0.13
497,1130  ,2015MM03,122.79,0.56,10.84,106.19,0.22,0.92
498,1130  ,2015MM04,123.81,0.83,11.97,105.21,-0.92,-0.59
499,1130  ,2015MM05,120.89,-2.36,10.19,104.82,-0.37,-1.44
500,1140  ,2005MM01,82.83,0.0,0.0,89.45,0.0,0.0
501,1140  ,2005MM02,82.1,-0.88,0.0,89.66,0.24,0.0
502,1140  ,2005MM03,82.62,0.63,0.0,89.24,-0.47,0.0
503,1140  ,2005MM04,82.7,0.1,0.0,88.91,-0.37,0.0
504,1140  ,2005MM05,82.87,0.21,0.0,89.61,0.79,0.0
505,1140  ,2005MM06,82.92,0.06,0.0,89.81,0.22,0.0
506,1140  ,2005MM07,82.69,-0.28,0.0,89.53,-0.3,0.0
507,1140  ,2005MM08,82.59,-0.12,0.0,89.45,-0.09,0.0
508,1140  ,2005MM09,83.16,0.69,0.0,88.9,-0.62,0.0
509,1140  ,2005MM10,83.67,0.61,0.0,88.82,-0.09,0.0
510,1140  ,2005MM11,84.16,0.59,0.0,89.04,0.25,0.0
511,1140  ,2005MM12,84.33,0.2,0.0,88.85,-0.22,0.0
512,1140  ,2006MM01,84.45,0.14,1.96,89.11,0.3,-0.38
513,1140  ,2006MM02,84.41,-0.05,2.81,89.4,0.33,-0.29
514,1140  ,2006MM03,84.89,0.57,2.75,89.14,-0.29,-0.11
515,1140  ,2006MM04,84.14,-0.88,1.74,88.76,-0.43,-0.17
516,1140  ,2006MM05,83.74,-0.48,1.05,88.31,-0.51,-1.45
517,1140  ,2006MM06,83.5,-0.29,0.7,87.67,-0.73,-2.38
518,1140  ,2006MM07,84.72,1.46,2.45,87.4,-0.3,-2.38
519,1140  ,2006MM08,85.22,0.59,3.18,87.46,0.07,-2.22
520,1140  ,2006MM09,86.48,1.48,3.99,87.25,-0.24,-1.85
521,1140  ,2006MM10,87.54,1.23,4.63,87.53,0.32,-1.45
522,1140  ,2006MM11,88.22,0.78,4.82,87.23,-0.34,-2.03
523,1140  ,2006MM12,89.7,1.68,6.37,87.06,-0.2,-2.01
524,1140  ,2007MM01,90.63,1.04,7.32,86.97,-0.1,-2.4
525,1140  ,2007MM02,91.11,0.53,7.94,87.43,0.53,-2.21
526,1140  ,2007MM03,92.1,1.09,8.49,87.53,0.11,-1.82
527,1140  ,2007MM04,95.07,3.22,12.99,87.88,0.4,-0.99
528,1140  ,2007MM05,95.37,0.32,13.89,87.53,-0.39,-0.88
529,1140  ,2007MM06,96.69,1.38,15.8,88.17,0.72,0.57
530,1140  ,2007MM07,104.57,8.15,23.43,88.2,0.04,0.92
531,1140  ,2007MM08,106.91,2.24,25.45,89.19,1.12,1.97
532,1140  ,2007MM09,108.76,1.73,25.76,90.65,1.64,3.89
533,1140  ,2007MM10,109.83,0.98,25.46,92.96,2.54,6.19
534,1140  ,2007MM11,108.92,-0.83,23.46,97.22,4.58,11.44
535,1140  ,2007MM12,107.36,-1.43,19.69,98.59,1.41,13.25
536,1140  ,2008MM01,106.39,-0.9,17.39,99.97,1.4,14.95
537,1140  ,2008MM02,103.18,-3.02,13.25,101.41,1.44,15.99
538,1140  ,2008MM03,101.63,-1.5,10.35,102.09,0.68,16.64
539,1140  ,2008MM04,100.53,-1.08,5.74,102.31,0.22,16.43
540,1140  ,2008MM05,100.47,-0.06,5.35,102.37,0.05,16.94
541,1140  ,2008MM06,101.11,0.64,4.57,102.83,0.46,16.63
542,1140  ,2008MM07,98.85,-2.24,-5.47,103.3,0.45,17.12
543,1140  ,2008MM08,97.96,-0.9,-8.37,103.22,-0.08,15.73
544,1140  ,2008MM09,98.85,0.91,-9.11,103.39,0.16,14.05
545,1140  ,2008MM10,96.45,-2.43,-12.18,103.7,0.31,11.56
546,1140  ,2008MM11,95.05,-1.45,-12.73,103.91,0.2,6.88
547,1140  ,2008MM12,94.94,-0.12,-11.57,103.77,-0.13,5.26
548,1140  ,2009MM01,90.38,-4.8,-15.05,103.24,-0.52,3.27
549,1140  ,2009MM02,89.53,-0.94,-13.23,103.17,-0.07,1.74
550,1140  ,2009MM03,88.36,-1.31,-13.06,102.83,-0.32,0.72
551,1140  ,2009MM04,86.25,-2.39,-14.2,103.18,0.33,0.84
552,1140  ,2009MM05,86.0,-0.29,-14.4,102.64,-0.52,0.27
553,1140  ,2009MM06,86.39,0.45,-14.56,101.94,-0.69,-0.87
554,1140  ,2009MM07,86.2,-0.22,-12.8,101.21,-0.71,-2.02
555,1140  ,2009MM08,85.96,-0.28,-12.25,100.9,-0.31,-2.25
556,1140  ,2009MM09,87.4,1.68,-11.58,100.73,-0.17,-2.57
557,1140  ,2009MM10,89.44,2.33,-7.27,100.69,-0.04,-2.91
558,1140  ,2009MM11,92.14,3.02,-3.06,100.33,-0.35,-3.44
559,1140  ,2009MM12,92.02,-0.13,-3.08,100.74,0.4,-2.93
560,1140  ,2010MM01,95.93,4.25,6.14,99.13,-1.6,-3.98
561,1140  ,2010MM02,95.39,-0.56,6.55,100.22,1.1,-2.86
562,1140  ,2010MM03,95.86,0.49,8.49,100.62,0.4,-2.15
563,1140  ,2010MM04,96.9,1.08,12.35,100.51,-0.11,-2.59
564,1140  ,2010MM05,99.26,2.44,15.42,100.24,-0.27,-2.34
565,1140  ,2010MM06,100.39,1.14,16.21,100.39,0.16,-1.51
566,1140  ,2010MM07,102.01,1.61,18.34,100.89,0.49,-0.32
567,1140  ,2010MM08,102.39,0.37,19.11,100.82,-0.07,-0.08
568,1140  ,2010MM09,102.7,0.3,17.51,99.47,-1.34,-1.25
569,1140  ,2010MM10,103.16,0.45,15.34,99.24,-0.23,-1.43
570,1140  ,2010MM11,102.96,-0.19,11.74,99.15,-0.09,-1.18
571,1140  ,2010MM12,103.05,0.09,11.99,99.32,0.17,-1.41
572,1140  ,2011MM01,104.69,1.59,9.13,97.69,-1.64,-1.45
573,1140  ,2011MM02,106.87,2.08,12.03,99.24,1.59,-0.97
574,1140  ,2011MM03,108.29,1.33,12.97,100.0,0.76,-0.62
575,1140  ,2011MM04,109.01,0.66,12.5,100.81,0.81,0.3
576,1140  ,2011MM05,109.55,0.5,10.37,101.13,0.31,0.89
577,1140  ,2011MM06,111.48,1.76,11.05,102.38,1.24,1.98
578,1140  ,2011MM07,111.48,0.0,9.28,101.87,-0.5,0.98
579,1140  ,2011MM08,110.95,-0.48,8.36,101.65,-0.22,0.83
580,1140  ,2011MM09,111.57,0.56,8.64,101.6,-0.05,2.14
581,1140  ,2011MM10,111.66,0.08,8.24,102.32,0.71,3.1
582,1140  ,2011MM11,111.41,-0.22,8.21,102.17,-0.15,3.05
583,1140  ,2011MM12,111.78,0.33,8.47,101.92,-0.25,2.61
584,1140  ,2012MM01,113.35,1.4,8.27,100.91,-0.98,3.3
585,1140  ,2012MM02,112.73,-0.55,5.48,103.33,2.39,4.12
586,1140  ,2012MM03,113.08,0.31,4.42,103.04,-0.28,3.04
587,1140  ,2012MM04,112.13,-0.84,2.86,103.96,0.9,3.13
588,1140  ,2012MM05,111.24,-0.79,1.54,103.67,-0.28,2.52
589,1140  ,2012MM06,112.13,0.8,0.58,103.46,-0.2,1.05
590,1140  ,2012MM07,113.27,1.02,1.61,103.47,0.01,1.56
591,1140  ,2012MM08,113.45,0.16,2.25,103.78,0.31,2.1
592,1140  ,2012MM09,114.51,0.93,2.64,103.1,-0.66,1.47
593,1140  ,2012MM10,116.21,1.48,4.07,102.74,-0.34,0.41
594,1140  ,2012MM11,117.04,0.71,5.05,104.12,1.34,1.9
595,1140  ,2012MM12,117.15,0.09,4.8,104.61,0.47,2.64
596,1140  ,2013MM01,117.34,0.16,3.52,103.85,-0.73,2.9
597,1140  ,2013MM02,117.79,0.38,4.49,104.54,0.67,1.18
598,1140  ,2013MM03,115.79,-1.7,2.4,104.55,0.01,1.47
599,1140  ,2013MM04,116.7,0.79,4.08,104.39,-0.15,0.41
600,1140  ,2013MM05,118.72,1.73,6.72,105.06,0.64,1.34
601,1140  ,2013MM06,119.47,0.63,6.55,104.09,-0.92,0.61
602,1140  ,2013MM07,120.61,0.95,6.48,105.86,1.7,2.31
603,1140  ,2013MM08,122.04,1.19,7.57,106.05,0.18,2.19
604,1140  ,2013MM09,123.47,1.17,7.82,105.22,-0.79,2.06
605,1140  ,2013MM10,122.05,-1.15,5.03,104.95,-0.26,2.14
606,1140  ,2013MM11,122.21,0.13,4.42,105.66,0.68,1.48
607,1140  ,2013MM12,123.15,0.77,5.12,106.54,0.83,1.84
608,1140  ,2014MM01,124.59,1.17,6.18,107.1,0.53,3.14
609,1140  ,2014MM02,123.84,-0.6,5.14,108.31,1.13,3.6
610,1140  ,2014MM03,121.66,-1.76,5.07,108.74,0.4,4.01
611,1140  ,2014MM04,119.94,-1.41,2.78,109.73,0.91,5.12
612,1140  ,2014MM05,118.01,-1.61,-0.6,109.9,0.15,4.61
613,1140  ,2014MM06,119.36,1.14,-0.09,110.86,0.87,6.5
614,1140  ,2014MM07,120.71,1.13,0.08,111.46,0.54,5.29
615,1140  ,2014MM08,119.74,-0.8,-1.88,112.61,1.03,6.18
616,1140  ,2014MM09,117.11,-2.2,-5.15,111.34,-1.13,5.81
617,1140  ,2014MM10,115.55,-1.33,-5.33,111.97,0.57,6.69
618,1140  ,2014MM11,114.41,-0.99,-6.38,110.61,-1.22,4.68
619,1140  ,2014MM12,112.52,-1.65,-8.63,111.55,0.85,4.7
620,1140  ,2015MM01,109.68,-2.52,-11.97,109.42,-1.91,2.16
621,1140  ,2015MM02,111.52,1.68,-9.95,111.15,1.58,2.63
622,1140  ,2015MM03,111.91,0.35,-8.01,110.69,-0.41,1.8
623,1140  ,2015MM04,111.71,-0.18,-6.86,110.88,0.17,1.04
624,1140  ,2015MM05,109.13,-2.31,-7.52,110.89,0.01,0.9
625,1150  ,2005MM01,71.73,0.0,0.0,87.86,0.0,0.0
626,1150  ,2005MM02,73.45,2.4,0.0,87.52,-0.38,0.0
627,1150  ,2005MM03,73.98,0.72,0.0,87.58,0.06,0.0
628,1150  ,2005MM04,72.65,-1.8,0.0,86.37,-1.38,0.0
629,1150  ,2005MM05,73.51,1.18,0.0,86.76,0.44,0.0
630,1150  ,2005MM06,74.39,1.2,0.0,86.51,-0.28,0.0
631,1150  ,2005MM07,75.01,0.83,0.0,86.69,0.2,0.0
632,1150  ,2005MM08,74.11,-1.2,0.0,85.8,-1.03,0.0
633,1150  ,2005MM09,74.9,1.07,0.0,85.8,0.01,0.0
634,1150  ,2005MM10,75.18,0.37,0.0,85.41,-0.46,0.0
635,1150  ,2005MM11,75.14,-0.05,0.0,85.71,0.35,0.0
636,1150  ,2005MM12,75.31,0.23,0.0,85.19,-0.6,0.0
637,1150  ,2006MM01,75.44,0.17,5.17,85.29,0.11,-2.92
638,1150  ,2006MM02,75.5,0.08,2.79,86.56,1.48,-1.11
639,1150  ,2006MM03,74.62,-1.17,0.87,86.39,-0.19,-1.36
640,1150  ,2006MM04,74.96,0.46,3.18,87.45,1.23,1.25
641,1150  ,2006MM05,73.6,-1.81,0.12,87.91,0.52,1.33
642,1150  ,2006MM06,73.51,-0.12,-1.18,88.17,0.3,1.92
643,1150  ,2006MM07,73.67,0.22,-1.79,87.81,-0.41,1.3
644,1150  ,2006MM08,73.33,-0.46,-1.05,87.26,-0.63,1.71
645,1150  ,2006MM09,73.87,0.74,-1.38,87.66,0.45,2.16
646,1150  ,2006MM10,75.29,1.92,0.15,87.66,0.0,2.63
647,1150  ,2006MM11,76.34,1.39,1.6,87.15,-0.58,1.68
648,1150  ,2006MM12,75.86,-0.63,0.73,88.78,1.87,4.21
649,1150  ,2007MM01,77.27,1.86,2.43,88.45,-0.37,3.71
650,1150  ,2007MM02,77.94,0.87,3.23,88.18,-0.31,1.88
651,1150  ,2007MM03,78.56,0.8,5.28,87.79,-0.45,1.62
652,1150  ,2007MM04,79.85,1.64,6.52,87.67,-0.13,0.25
653,1150  ,2007MM05,81.88,2.54,11.25,87.25,-0.49,-0.76
654,1150  ,2007MM06,83.93,2.5,14.17,86.97,-0.32,-1.37
655,1150  ,2007MM07,86.08,2.56,16.85,87.49,0.6,-0.37
656,1150  ,2007MM08,89.94,4.48,22.65,89.23,1.99,2.25
657,1150  ,2007MM09,93.75,4.24,26.91,90.43,1.35,3.17
658,1150  ,2007MM10,98.24,4.79,30.48,92.43,2.21,5.45
659,1150  ,2007MM11,100.26,2.06,31.33,95.62,3.45,9.72
660,1150  ,2007MM12,99.95,-0.31,31.76,96.91,1.35,9.16
661,1150  ,2008MM01,103.01,3.06,33.31,97.48,0.59,10.21
662,1150  ,2008MM02,106.48,3.37,36.62,98.15,0.69,11.31
663,1150  ,2008MM03,104.62,-1.75,33.17,98.71,0.57,12.45
664,1150  ,2008MM04,105.5,0.84,32.12,98.83,0.12,12.72
665,1150  ,2008MM05,107.92,2.29,31.8,99.05,0.22,13.52
666,1150  ,2008MM06,108.33,0.38,29.07,101.78,2.76,17.03
667,1150  ,2008MM07,108.82,0.45,26.42,101.99,0.21,16.57
668,1150  ,2008MM08,108.15,-0.62,20.25,102.54,0.54,14.92
669,1150  ,2008MM09,104.58,-3.3,11.55,102.98,0.43,13.88
670,1150  ,2008MM10,102.39,-2.09,4.22,103.64,0.64,12.12
671,1150  ,2008MM11,99.68,-2.65,-0.58,104.7,1.03,9.5
672,1150  ,2008MM12,95.13,-4.56,-4.82,104.63,-0.08,7.96
673,1150  ,2009MM01,91.69,-3.62,-10.99,103.87,-0.73,6.55
674,1150  ,2009MM02,91.55,-0.15,-14.02,103.82,-0.04,5.78
675,1150  ,2009MM03,91.3,-0.27,-12.73,103.72,-0.1,5.07
676,1150  ,2009MM04,90.18,-1.23,-14.52,104.3,0.56,5.54
677,1150  ,2009MM05,89.98,-0.22,-16.62,103.65,-0.63,4.65
678,1150  ,2009MM06,89.54,-0.49,-17.35,102.13,-1.47,0.34
679,1150  ,2009MM07,90.03,0.55,-17.27,101.91,-0.21,-0.08
680,1150  ,2009MM08,89.77,-0.29,-16.99,101.23,-0.67,-1.28
681,1150  ,2009MM09,90.21,0.49,-13.74,101.37,0.14,-1.57
682,1150  ,2009MM10,91.21,1.11,-10.92,101.71,0.34,-1.86
683,1150  ,2009MM11,91.81,0.66,-7.9,100.7,-0.99,-3.82
684,1150  ,2009MM12,92.12,0.34,-3.16,102.19,1.47,-2.33
685,1150  ,2010MM01,92.9,0.85,1.32,100.66,-1.5,-3.09
686,1150  ,2010MM02,93.72,0.88,2.37,102.04,1.37,-1.72
687,1150  ,2010MM03,94.58,0.92,3.59,101.53,-0.5,-2.11
688,1150  ,2010MM04,96.06,1.56,6.52,101.44,-0.09,-2.75
689,1150  ,2010MM05,98.3,2.33,9.25,100.01,-1.41,-3.51
690,1150  ,2010MM06,100.31,2.04,12.03,100.22,0.21,-1.87
691,1150  ,2010MM07,101.55,1.24,12.8,101.04,0.82,-0.86
692,1150  ,2010MM08,102.36,0.8,14.02,100.63,-0.4,-0.59
693,1150  ,2010MM09,102.81,0.44,13.97,98.2,-2.42,-3.13
694,1150  ,2010MM10,103.96,1.12,13.98,99.22,1.04,-2.45
695,1150  ,2010MM11,105.31,1.3,14.7,97.24,-2.0,-3.44
696,1150  ,2010MM12,108.13,2.68,17.38,97.78,0.56,-4.32
697,1150  ,2011MM01,111.68,3.28,20.22,96.4,-1.41,-4.23
698,1150  ,2011MM02,111.84,0.14,19.33,98.84,2.53,-3.14
699,1150  ,2011MM03,111.51,-0.3,17.9,100.18,1.36,-1.33
700,1150  ,2011MM04,112.14,0.56,16.74,102.7,2.52,1.25
701,1150  ,2011MM05,113.97,1.63,15.94,103.53,0.81,3.53
702,1150  ,2011MM06,113.24,-0.64,12.89,104.04,0.49,3.82
703,1150  ,2011MM07,115.08,1.62,13.32,104.84,0.77,3.77
704,1150  ,2011MM08,114.03,-0.91,11.4,105.19,0.33,4.53
705,1150  ,2011MM09,113.24,-0.69,10.14,103.46,-1.65,5.35
706,1150  ,2011MM10,114.63,1.23,10.26,105.77,2.24,6.6
707,1150  ,2011MM11,114.86,0.2,9.07,102.96,-2.66,5.88
708,1150  ,2011MM12,114.88,0.02,6.24,102.28,-0.66,4.6
709,1150  ,2012MM01,110.75,-3.6,-0.83,100.91,-1.33,4.68
710,1150  ,2012MM02,110.17,-0.52,-1.49,105.98,5.02,7.23
711,1150  ,2012MM03,110.13,-0.04,-1.24,103.64,-2.21,3.45
712,1150  ,2012MM04,106.7,-3.11,-4.85,104.57,0.89,1.81
713,1150  ,2012MM05,106.03,-0.63,-6.97,102.96,-1.54,-0.56
714,1150  ,2012MM06,106.26,0.22,-6.16,105.2,2.18,1.12
715,1150  ,2012MM07,107.38,1.05,-6.69,102.36,-2.7,-2.37
716,1150  ,2012MM08,107.51,0.12,-5.72,103.22,0.84,-1.88
717,1150  ,2012MM09,104.93,-2.4,-7.34,103.51,0.28,0.05
718,1150  ,2012MM10,106.67,1.66,-6.94,102.76,-0.73,-2.85
719,1150  ,2012MM11,105.66,-0.95,-8.01,102.02,-0.71,-0.91
