ID,Producten,Perioden,Kostprijsindex2010100_1,OntwikkelingTOVEenMaandEerder_2,OntwikkelingTOVEenJaarEerder_3,Consumentenprijsindex2010100_4,OntwikkelingTOVEenMaandEerder_5,OntwikkelingTOVEenJaarEerder_6
2077,3210  ,2011MM06,103.38,0.05,1.97,101.6,-7.35,-0.18
2078,3210  ,2011MM07,104.22,0.81,4.67,94.5,-6.99,0.6
2079,3210  ,2011MM08,104.18,-0.04,4.95,94.33,-0.17,0.3
2080,3210  ,2011MM09,105.61,1.37,5.89,106.5,12.9,0.85
2081,3210  ,2011MM10,106.64,0.98,8.03,107.87,1.28,1.85
2082,3210  ,2011MM11,107.05,0.38,7.88,104.53,-3.09,-0.51
2083,3210  ,2011MM12,108.1,0.98,7.69,96.44,-7.74,1.15
2084,3210  ,2012MM01,110.94,2.63,5.29,91.13,-5.5,-0.17
2085,3210  ,2012MM02,110.47,-0.42,5.2,92.2,1.18,0.6
2086,3210  ,2012MM03,110.74,0.24,6.01,106.14,15.11,1.17
2087,3210  ,2012MM04,111.13,0.35,7.78,108.42,2.15,-1.35
2088,3210  ,2012MM05,112.17,0.94,8.56,107.54,-0.81,-1.94
2089,3210  ,2012MM06,112.94,0.69,9.25,100.8,-6.27,-0.79
2090,3210  ,2012MM07,114.6,1.47,9.96,94.39,-6.36,-0.11
2091,3210  ,2012MM08,114.39,-0.18,9.8,93.66,-0.77,-0.71
2092,3210  ,2012MM09,113.0,-1.22,7.0,105.21,12.32,-1.22
2093,3210  ,2012MM10,112.16,-0.74,5.18,105.11,-0.09,-2.55
2094,3210  ,2012MM11,112.58,0.37,5.17,103.18,-1.84,-1.29
2095,3210  ,2012MM12,112.04,-0.48,3.64,95.67,-7.28,-0.8
2096,3210  ,2013MM01,112.26,0.2,1.19,90.79,-5.09,-0.37
2097,3210  ,2013MM02,111.56,-0.62,0.99,90.88,0.1,-1.44
2098,3210  ,2013MM03,112.46,0.81,1.55,107.68,18.49,1.46
2099,3210  ,2013MM04,111.66,-0.71,0.48,109.57,1.75,1.06
2100,3210  ,2013MM05,111.76,0.09,-0.37,109.54,-0.03,1.86
2101,3210  ,2013MM06,111.37,-0.35,-1.39,103.2,-5.79,2.38
2102,3210  ,2013MM07,112.99,1.45,-1.4,95.95,-7.03,1.65
2103,3210  ,2013MM08,113.27,0.25,-0.98,92.93,-3.14,-0.78
2104,3210  ,2013MM09,113.15,-0.11,0.13,101.43,9.14,-3.59
2105,3210  ,2013MM10,110.19,-2.62,-1.76,104.5,3.03,-0.58
2106,3210  ,2013MM11,110.42,0.21,-1.92,102.79,-1.64,-0.37
2107,3210  ,2013MM12,110.15,-0.24,-1.69,96.5,-6.12,0.87
2108,3210  ,2014MM01,109.16,-0.9,-2.76,90.15,-6.57,-0.7
2109,3210  ,2014MM02,109.75,0.54,-1.62,90.32,0.18,-0.62
2110,3210  ,2014MM03,110.16,0.37,-2.05,106.22,17.61,-1.36
2111,3210  ,2014MM04,111.4,1.13,-0.23,108.01,1.68,-1.42
2112,3210  ,2014MM05,112.18,0.7,0.38,107.67,-0.31,-1.7
2113,3210  ,2014MM06,113.2,0.91,1.64,103.12,-4.23,-0.07
2114,3210  ,2014MM07,114.57,1.21,1.4,94.28,-8.57,-1.73
2115,3210  ,2014MM08,115.82,1.09,2.25,92.99,-1.37,0.06
2116,3210  ,2014MM09,117.48,1.43,3.83,102.34,10.05,0.9
2117,3210  ,2014MM10,118.01,0.45,7.1,103.82,1.45,-0.66
2118,3210  ,2014MM11,118.44,0.36,7.26,101.66,-2.08,-1.1
2119,3210  ,2014MM12,118.55,0.09,7.63,92.86,-8.65,-3.77
2120,3210  ,2015MM01,120.09,1.3,10.01,87.96,-5.28,-2.43
2121,3210  ,2015MM02,121.35,1.05,10.57,88.71,0.86,-1.78
2122,3210  ,2015MM03,122.59,1.02,11.28,101.89,14.85,-4.08
2123,3210  ,2015MM04,122.2,-0.32,9.69,105.01,3.06,-2.77
2124,3210  ,2015MM05,121.58,-0.51,8.38,103.89,-1.07,-3.51
2125,4410  ,2005MM01,102.04,0.0,0.0,100.99,0.0,0.0
2126,4410  ,2005MM02,102.04,0.0,0.0,100.99,0.0,0.0
2127,4410  ,2005MM03,102.04,0.0,0.0,100.33,-0.65,0.0
2128,4410  ,2005MM04,102.04,0.0,0.0,100.33,0.0,0.0
2129,4410  ,2005MM05,102.04,0.0,0.0,100.33,0.0,0.0
2130,4410  ,2005MM06,102.04,0.0,0.0,100.33,0.0,0.0
2131,4410  ,2005MM07,102.04,0.0,0.0,100.34,0.01,0.0
2132,4410  ,2005MM08,102.04,0.0,0.0,100.34,0.0,0.0
2133,4410  ,2005MM09,102.04,0.0,0.0,100.34,0.0,0.0
2134,4410  ,2005MM10,102.2,0.16,0.0,100.34,0.0,0.0
2135,4410  ,2005MM11,102.2,0.0,0.0,100.34,0.0,0.0
2136,4410  ,2005MM12,102.2,0.0,0.0,100.34,0.0,0.0
2137,4410  ,2006MM01,101.8,-0.39,-0.24,100.79,0.44,-0.2
2138,4410  ,2006MM02,101.8,0.0,-0.24,100.79,0.0,-0.2
2139,4410  ,2006MM03,101.8,0.0,-0.24,100.79,0.0,0.45
2140,4410  ,2006MM04,101.8,0.0,-0.24,100.79,0.0,0.45
2141,4410  ,2006MM05,101.8,0.0,-0.24,100.79,0.0,0.45
2142,4410  ,2006MM06,101.8,0.0,-0.24,100.79,0.0,0.45
2143,4410  ,2006MM07,101.72,-0.08,-0.31,100.79,0.0,0.44
2144,4410  ,2006MM08,101.72,0.0,-0.31,100.79,0.0,0.44
2145,4410  ,2006MM09,101.72,0.0,-0.31,100.79,0.0,0.44
2146,4410  ,2006MM10,101.73,0.01,-0.46,100.79,0.0,0.44
2147,4410  ,2006MM11,101.73,0.0,-0.46,100.79,0.0,0.44
2148,4410  ,2006MM12,101.73,0.0,-0.46,100.79,0.0,0.44
2149,4410  ,2007MM01,100.68,-1.03,-1.1,100.03,-0.75,-0.75
2150,4410  ,2007MM02,100.68,0.0,-1.1,100.03,0.0,-0.75
2151,4410  ,2007MM03,100.68,0.0,-1.1,100.03,0.0,-0.75
2152,4410  ,2007MM04,100.67,-0.01,-1.11,100.03,0.0,-0.75
2153,4410  ,2007MM05,100.67,0.0,-1.11,100.03,0.0,-0.75
2154,4410  ,2007MM06,100.67,0.0,-1.11,100.03,0.0,-0.75
2155,4410  ,2007MM07,100.68,0.01,-1.02,100.03,0.0,-0.75
2156,4410  ,2007MM08,100.68,0.0,-1.02,100.03,0.0,-0.75
2157,4410  ,2007MM09,100.68,0.0,-1.02,100.03,0.0,-0.75
2158,4410  ,2007MM10,100.67,-0.01,-1.04,100.03,0.0,-0.75
2159,4410  ,2007MM11,100.67,0.0,-1.04,100.03,0.0,-0.75
2160,4410  ,2007MM12,100.67,0.0,-1.04,100.03,0.0,-0.75
2161,4410  ,2008MM01,100.03,-0.64,-0.65,98.83,-1.2,-1.2
2162,4410  ,2008MM02,100.03,0.0,-0.65,98.83,0.0,-1.2
2163,4410  ,2008MM03,100.03,0.0,-0.65,98.83,0.0,-1.2
2164,4410  ,2008MM04,100.03,0.0,-0.64,98.83,0.0,-1.2
2165,4410  ,2008MM05,100.03,0.0,-0.64,98.83,0.0,-1.2
2166,4410  ,2008MM06,100.03,0.0,-0.64,98.83,0.0,-1.2
2167,4410  ,2008MM07,100.03,0.0,-0.65,98.83,0.0,-1.2
2168,4410  ,2008MM08,100.03,0.0,-0.65,98.83,0.0,-1.2
2169,4410  ,2008MM09,100.03,0.0,-0.65,98.83,0.0,-1.2
2170,4410  ,2008MM10,100.03,0.0,-0.64,98.83,0.0,-1.2
2171,4410  ,2008MM11,100.03,0.0,-0.64,98.83,0.0,-1.2
2172,4410  ,2008MM12,100.03,0.0,-0.64,98.83,0.0,-1.2
2173,4410  ,2009MM01,99.95,-0.08,-0.08,99.22,0.4,0.4
2174,4410  ,2009MM02,99.95,0.0,-0.08,99.22,0.0,0.4
2175,4410  ,2009MM03,99.95,0.0,-0.08,99.22,0.0,0.4
2176,4410  ,2009MM04,100.02,0.07,-0.01,99.22,0.0,0.4
2177,4410  ,2009MM05,100.02,0.0,-0.01,99.22,0.0,0.4
2178,4410  ,2009MM06,100.02,0.0,-0.01,99.22,0.0,0.4
2179,4410  ,2009MM07,100.02,0.0,-0.01,99.22,0.0,0.4
2180,4410  ,2009MM08,100.02,0.0,-0.01,99.22,0.0,0.4
2181,4410  ,2009MM09,100.02,0.0,-0.01,99.22,0.0,0.4
2182,4410  ,2009MM10,100.02,0.0,-0.01,99.22,0.0,0.4
2183,4410  ,2009MM11,100.02,0.0,-0.01,99.22,0.0,0.4
2184,4410  ,2009MM12,100.02,0.0,-0.01,99.22,0.0,0.4
2185,4410  ,2010MM01,100.0,-0.02,0.05,100.0,0.78,0.78
2186,4410  ,2010MM02,100.0,0.0,0.05,100.0,0.0,0.78
2187,4410  ,2010MM03,100.0,0.0,0.05,100.0,0.0,0.78
2188,4410  ,2010MM04,100.0,0.0,-0.02,100.0,0.0,0.78
2189,4410  ,2010MM05,100.0,0.0,-0.02,100.0,0.0,0.78
2190,4410  ,2010MM06,100.0,0.0,-0.02,100.0,0.0,0.78
2191,4410  ,2010MM07,100.0,0.0,-0.02,100.0,0.0,0.78
2192,4410  ,2010MM08,100.0,0.0,-0.02,100.0,0.0,0.78
2193,4410  ,2010MM09,100.0,0.0,-0.02,100.0,0.0,0.78
2194,4410  ,2010MM10,100.0,0.0,-0.02,100.0,0.0,0.78
2195,4410  ,2010MM11,100.0,0.0,-0.02,100.0,0.0,0.78
2196,4410  ,2010MM12,100.0,0.0,-0.02,100.0,0.0,0.78
2197,4410  ,2011MM01,100.53,0.53,0.53,101.06,1.06,1.06
2198,4410  ,2011MM02,100.53,0.0,0.53,101.06,0.0,1.06
2199,4410  ,2011MM03,100.53,0.0,0.53,101.06,0.0,1.06
2200,4410  ,2011MM04,100.53,0.0,0.53,101.06,0.0,1.06
2201,4410  ,2011MM05,100.53,0.0,0.53,101.06,0.0,1.06
2202,4410  ,2011MM06,100.53,0.0,0.53,101.06,0.0,1.06
2203,4410  ,2011MM07,100.53,0.0,0.53,101.06,0.0,1.06
2204,4410  ,2011MM08,100.53,0.0,0.53,101.06,0.0,1.06
2205,4410  ,2011MM09,100.53,0.0,0.53,101.06,0.0,1.06
2206,4410  ,2011MM10,100.53,0.0,0.53,101.06,0.0,1.06
2207,4410  ,2011MM11,100.53,0.0,0.53,101.06,0.0,1.06
2208,4410  ,2011MM12,100.53,0.0,0.53,101.06,0.0,1.06
2209,4410  ,2012MM01,90.44,-10.04,-10.04,94.03,-6.95,-6.95
2210,4410  ,2012MM02,90.44,0.0,-10.04,94.03,0.0,-6.95
2211,4410  ,2012MM03,90.44,0.0,-10.04,94.03,0.0,-6.95
2212,4410  ,2012MM04,90.44,0.0,-10.04,94.03,0.0,-6.95
2213,4410  ,2012MM05,90.44,0.0,-10.04,94.03,0.0,-6.95
2214,4410  ,2012MM06,90.44,0.0,-10.04,94.03,0.0,-6.95
2215,4410  ,2012MM07,90.44,0.0,-10.04,93.62,-0.44,-7.36
2216,4410  ,2012MM08,90.44,0.0,-10.04,93.62,0.0,-7.36
2217,4410  ,2012MM09,88.7,-1.92,-11.77,93.62,0.0,-7.36
2218,4410  ,2012MM10,88.7,0.0,-11.77,93.62,0.0,-7.36
2219,4410  ,2012MM11,88.7,0.0,-11.77,93.62,0.0,-7.36
2220,4410  ,2012MM12,88.7,0.0,-11.77,93.62,0.0,-7.36
2221,4410  ,2013MM01,89.89,1.34,-0.61,94.45,0.88,0.44
2222,4410  ,2013MM02,89.89,0.0,-0.61,94.45,0.0,0.44
2223,4410  ,2013MM03,89.89,0.0,-0.61,94.45,0.0,0.44
2224,4410  ,2013MM04,89.89,0.0,-0.61,94.45,0.0,0.44
2225,4410  ,2013MM05,89.89,0.0,-0.61,94.45,0.0,0.44
2226,4410  ,2013MM06,89.89,0.0,-0.61,94.45,0.0,0.44
2227,4410  ,2013MM07,89.89,0.0,-0.61,94.45,0.0,0.88
2228,4410  ,2013MM08,89.89,0.0,-0.61,94.45,0.0,0.88
2229,4410  ,2013MM09,89.89,0.0,1.34,94.45,0.0,0.88
2230,4410  ,2013MM10,89.89,0.0,1.34,94.45,0.0,0.88
2231,4410  ,2013MM11,89.89,0.0,1.34,94.45,0.0,0.88
2232,4410  ,2013MM12,89.89,0.0,1.34,94.45,0.0,0.88
2233,4410  ,2014MM01,90.61,0.8,0.8,95.11,0.7,0.7
2234,4410  ,2014MM02,90.61,0.0,0.8,95.11,0.0,0.7
2235,4410  ,2014MM03,90.61,0.0,0.8,95.11,0.0,0.7
2236,4410  ,2014MM04,90.61,0.0,0.8,95.11,0.0,0.7
2237,4410  ,2014MM05,90.61,0.0,0.8,95.11,0.0,0.7
2238,4410  ,2014MM06,90.61,0.0,0.8,95.11,0.0,0.7
2239,4410  ,2014MM07,90.61,0.0,0.8,95.11,0.0,0.7
2240,4410  ,2014MM08,90.61,0.0,0.8,95.11,0.0,0.7
2241,4410  ,2014MM09,90.61,0.0,0.8,95.11,0.0,0.7
2242,4410  ,2014MM10,90.61,0.0,0.8,95.11,0.0,0.7
2243,4410  ,2014MM11,90.61,0.0,0.8,95.11,0.0,0.7
2244,4410  ,2014MM12,90.61,0.0,0.8,95.11,0.0,0.7
2245,4410  ,2015MM01,90.51,-0.11,-0.11,95.18,0.07,0.07
2246,4410  ,2015MM02,90.51,0.0,-0.11,95.18,0.0,0.07
2247,4410  ,2015MM03,90.51,0.0,-0.11,95.18,0.0,0.07
2248,4410  ,2015MM04,90.51,0.0,-0.11,95.18,0.0,0.07
2249,4410  ,2015MM05,90.51,0.0,-0.11,95.18,0.0,0.07
2250,4510  ,2005MM01,69.01,0.0,0.0,91.19,0.0,0.0
2251,4510  ,2005MM02,71.29,3.3,0.0,91.19,0.0,0.0
2252,4510  ,2005MM03,73.55,3.17,0.0,91.2,0.01,0.0
2253,4510  ,2005MM04,71.48,-2.81,0.0,91.19,-0.01,0.0
2254,4510  ,2005MM05,70.56,-1.29,0.0,91.2,0.01,0.0
2255,4510  ,2005MM06,73.75,4.52,0.0,91.2,0.0,0.0
2256,4510  ,2005MM07,74.07,0.43,0.0,91.36,0.19,0.0
2257,4510  ,2005MM08,74.34,0.36,0.0,92.07,0.77,0.0
2258,4510  ,2005MM09,78.84,6.05,0.0,92.06,-0.01,0.0
2259,4510  ,2005MM10,81.56,3.45,0.0,92.1,0.04,0.0
2260,4510  ,2005MM11,85.55,4.89,0.0,92.08,-0.02,0.0
2261,4510  ,2005MM12,86.35,0.94,0.0,92.08,0.0,0.0
2262,4510  ,2006MM01,100.96,16.92,46.3,98.0,6.42,7.47
2263,4510  ,2006MM02,105.31,4.31,47.72,98.0,0.0,7.47
2264,4510  ,2006MM03,101.83,-3.3,38.45,98.04,0.05,7.51
2265,4510  ,2006MM04,93.8,-7.89,31.23,98.06,0.02,7.54
2266,4510  ,2006MM05,90.07,-3.98,27.65,98.06,0.0,7.53
2267,4510  ,2006MM06,92.83,3.06,25.87,98.05,-0.01,7.52
2268,4510  ,2006MM07,100.87,8.66,36.18,99.93,1.91,9.38
2269,4510  ,2006MM08,93.45,-7.36,25.71,100.56,0.63,9.22
2270,4510  ,2006MM09,96.54,3.31,22.45,100.56,0.0,9.23
2271,4510  ,2006MM10,99.5,3.07,22.0,100.62,0.06,9.25
2272,4510  ,2006MM11,101.57,2.08,18.73,100.59,-0.03,9.24
2273,4510  ,2006MM12,96.78,-4.72,12.08,100.61,0.02,9.26
2274,4510  ,2007MM01,102.17,5.57,1.2,101.4,0.79,3.47
2275,4510  ,2007MM02,99.91,-2.21,-5.13,101.82,0.41,3.9
2276,4510  ,2007MM03,97.46,-2.45,-4.29,101.82,0.0,3.85
2277,4510  ,2007MM04,98.83,1.41,5.36,101.79,-0.03,3.8
2278,4510  ,2007MM05,101.58,2.78,12.78,101.87,0.08,3.88
2279,4510  ,2007MM06,99.34,-2.21,7.01,101.87,0.0,3.89
2280,4510  ,2007MM07,95.84,-3.52,-4.99,100.65,-1.2,0.72
2281,4510  ,2007MM08,96.37,0.55,3.12,101.66,1.01,1.1
2282,4510  ,2007MM09,98.24,1.94,1.76,101.66,0.0,1.1
2283,4510  ,2007MM10,110.71,12.69,11.27,101.66,0.0,1.04
2284,4510  ,2007MM11,114.87,3.76,13.09,101.66,0.0,1.07
2285,4510  ,2007MM12,111.42,-3.0,15.13,101.67,0.01,1.06
2286,4510  ,2008MM01,111.65,0.21,9.28,101.06,-0.6,-0.33
2287,4510  ,2008MM02,110.67,-0.88,10.77,101.1,0.04,-0.7
2288,4510  ,2008MM03,109.59,-0.98,12.45,101.21,0.11,-0.59
2289,4510  ,2008MM04,112.29,2.46,13.62,101.24,0.03,-0.54
2290,4510  ,2008MM05,108.79,-3.12,7.1,101.3,0.06,-0.56
2291,4510  ,2008MM06,113.88,4.68,14.64,101.43,0.13,-0.43
2292,4510  ,2008MM07,114.46,0.51,19.43,102.91,1.46,2.25
2293,4510  ,2008MM08,111.37,-2.7,15.57,102.91,0.0,1.23
2294,4510  ,2008MM09,120.84,8.5,23.0,103.14,0.22,1.45
2295,4510  ,2008MM10,123.45,2.16,11.51,103.33,0.18,1.64
2296,4510  ,2008MM11,115.1,-6.76,0.2,103.37,0.05,1.69
2297,4510  ,2008MM12,113.18,-1.67,1.58,103.29,-0.09,1.59
2298,4510  ,2009MM01,119.36,5.46,6.91,112.14,8.57,10.96
2299,4510  ,2009MM02,113.32,-5.06,2.39,111.94,-0.18,10.72
2300,4510  ,2009MM03,105.13,-7.23,-4.07,111.5,-0.39,10.17
2301,4510  ,2009MM04,99.09,-5.75,-11.76,110.8,-0.63,9.44
2302,4510  ,2009MM05,97.57,-1.53,-10.31,110.79,-0.01,9.37
2303,4510  ,2009MM06,99.85,2.34,-12.32,110.93,0.13,9.36
2304,4510  ,2009MM07,101.47,1.62,-11.35,107.38,-3.19,4.35
2305,4510  ,2009MM08,100.93,-0.53,-9.37,107.06,-0.31,4.03
2306,4510  ,2009MM09,102.85,1.9,-14.89,107.36,0.29,4.1
2307,4510  ,2009MM10,106.13,3.19,-14.03,107.4,0.04,3.95
2308,4510  ,2009MM11,102.97,-2.98,-10.54,107.27,-0.13,3.76
2309,4510  ,2009MM12,103.12,0.15,-8.89,107.33,0.06,3.91
2310,4510  ,2010MM01,97.63,-5.32,-18.21,99.94,-6.88,-10.88
2311,4510  ,2010MM02,99.1,1.51,-12.55,99.89,-0.05,-10.76
2312,4510  ,2010MM03,97.91,-1.2,-6.87,99.88,-0.01,-10.42
2313,4510  ,2010MM04,96.08,-1.87,-3.04,100.37,0.49,-9.42
2314,4510  ,2010MM05,96.23,0.16,-1.37,99.31,-1.06,-10.37
2315,4510  ,2010MM06,99.41,3.3,-0.44,99.22,-0.09,-10.56
2316,4510  ,2010MM07,100.87,1.47,-0.59,99.79,0.58,-7.07
2317,4510  ,2010MM08,97.84,-3.0,-3.06,100.78,0.99,-5.86
2318,4510  ,2010MM09,101.29,3.53,-1.52,100.65,-0.14,-6.26
2319,4510  ,2010MM10,102.9,1.59,-3.04,100.14,-0.5,-6.76
2320,4510  ,2010MM11,103.0,0.1,0.03,100.27,0.13,-6.52
2321,4510  ,2010MM12,107.74,4.6,4.48,99.77,-0.49,-7.04
2322,4510  ,2011MM01,101.0,-6.26,3.45,101.12,1.35,1.18
2323,4510  ,2011MM02,101.06,0.06,1.98,101.27,0.15,1.38
2324,4510  ,2011MM03,100.9,-0.16,3.05,100.92,-0.34,1.04
2325,4510  ,2011MM04,100.08,-0.81,4.16,101.04,0.12,0.67
2326,4510  ,2011MM05,102.35,2.27,6.36,101.83,0.78,2.54
2327,4510  ,2011MM06,100.62,-1.69,1.22,102.44,0.6,3.25
2328,4510  ,2011MM07,97.49,-3.11,-3.35,103.46,1.0,3.68
2329,4510  ,2011MM08,97.36,-0.13,-0.49,103.76,0.29,2.95
2330,4510  ,2011MM09,100.65,3.38,-0.63,103.57,-0.18,2.91
2331,4510  ,2011MM10,101.23,0.58,-1.62,103.53,-0.04,3.39
2332,4510  ,2011MM11,104.68,3.41,1.63,103.53,0.0,3.26
2333,4510  ,2011MM12,99.04,-5.39,-8.07,103.33,-0.19,3.57
2334,4510  ,2012MM01,101.29,2.27,0.29,106.42,2.99,5.24
2335,4510  ,2012MM02,103.86,2.54,2.77,106.17,-0.23,4.84
2336,4510  ,2012MM03,102.2,-1.6,1.29,105.88,-0.28,4.91
2337,4510  ,2012MM04,99.27,-2.87,-0.81,105.62,-0.24,4.53
2338,4510  ,2012MM05,98.57,-0.71,-3.69,105.84,0.21,3.94
2339,4510  ,2012MM06,98.5,-0.07,-2.11,105.75,-0.08,3.23
2340,4510  ,2012MM07,97.82,-0.69,0.34,105.49,-0.24,1.96
2341,4510  ,2012MM08,98.2,0.39,0.86,105.06,-0.4,1.25
2342,4510  ,2012MM09,99.15,0.97,-1.49,105.16,0.09,1.53
2343,4510  ,2012MM10,101.92,2.79,0.68,105.05,-0.1,1.47
2344,4510  ,2012MM11,103.74,1.79,-0.9,105.32,0.26,1.73
2345,4510  ,2012MM12,103.19,-0.53,4.19,105.32,0.0,1.92
2346,4510  ,2013MM01,99.25,-3.82,-2.01,106.56,1.18,0.13
2347,4510  ,2013MM02,98.71,-0.54,-4.96,106.55,-0.01,0.36
2348,4510  ,2013MM03,100.34,1.65,-1.82,106.28,-0.25,0.38
2349,4510  ,2013MM04,98.53,-1.8,-0.75,105.77,-0.49,0.14
2350,4510  ,2013MM05,97.13,-1.42,-1.46,105.72,-0.05,-0.11
2351,4510  ,2013MM06,95.59,-1.59,-2.95,105.83,0.1,0.08
2352,4510  ,2013MM07,94.43,-1.21,-3.47,105.48,-0.33,-0.01
2353,4510  ,2013MM08,94.44,0.01,-3.83,105.26,-0.21,0.19
2354,4510  ,2013MM09,96.35,2.02,-2.82,105.1,-0.15,-0.06
2355,4510  ,2013MM10,96.41,0.06,-5.41,105.0,-0.09,-0.05
2356,4510  ,2013MM11,98.9,2.58,-4.67,104.83,-0.16,-0.46
2357,4510  ,2013MM12,98.37,-0.54,-4.67,104.74,-0.09,-0.55
2358,4510  ,2014MM01,97.2,-1.19,-2.07,102.77,-1.89,-3.56
2359,4510  ,2014MM02,96.02,-1.21,-2.73,102.92,0.14,-3.41
2360,4510  ,2014MM03,91.24,-4.98,-9.07,102.95,0.03,-3.14
2361,4510  ,2014MM04,89.48,-1.93,-9.19,102.69,-0.25,-2.91
2362,4510  ,2014MM05,88.67,-0.91,-8.71,102.61,-0.08,-2.94
2363,4510  ,2014MM06,88.02,-0.73,-7.92,102.42,-0.18,-3.22
2364,4510  ,2014MM07,86.32,-1.93,-8.59,101.74,-0.67,-3.55
2365,4510  ,2014MM08,87.08,0.88,-7.79,101.42,-0.31,-3.65
2366,4510  ,2014MM09,91.18,4.71,-5.37,101.33,-0.09,-3.59
2367,4510  ,2014MM10,91.45,0.3,-5.14,101.78,0.44,-3.07
2368,4510  ,2014MM11,93.38,2.11,-5.58,101.81,0.03,-2.89
2369,4510  ,2014MM12,92.57,-0.87,-5.9,101.6,-0.2,-3.0
2370,4510  ,2015MM01,84.48,-8.74,-13.09,99.28,-2.29,-3.4
2371,4510  ,2015MM02,87.57,3.66,-8.8,99.14,-0.14,-3.67
2372,4510  ,2015MM03,85.6,-2.25,-6.18,98.8,-0.34,-4.03
2373,4510  ,2015MM04,84.38,-1.43,-5.7,99.14,0.34,-3.46
2374,4510  ,2015MM05,78.75,-6.67,-11.19,99.0,-0.14,-3.52
2375,4520  ,2005MM01,83.17,0.0,0.0,92.68,0.0,0.0
2376,4520  ,2005MM02,83.25,0.1,0.0,92.68,0.0,0.0
2377,4520  ,2005MM03,84.35,1.32,0.0,92.68,0.0,0.0
2378,4520  ,2005MM04,87.02,3.17,0.0,92.68,0.0,0.0
2379,4520  ,2005MM05,85.14,-2.16,0.0,92.68,0.0,0.0
2380,4520  ,2005MM06,86.22,1.27,0.0,92.75,0.07,0.0
2381,4520  ,2005MM07,89.2,3.46,0.0,93.72,1.05,0.0
2382,4520  ,2005MM08,90.04,0.94,0.0,95.46,1.86,0.0
2383,4520  ,2005MM09,91.85,2.01,0.0,95.46,0.0,0.0
2384,4520  ,2005MM10,100.84,9.79,0.0,95.49,0.03,0.0
2385,4520  ,2005MM11,100.65,-0.19,0.0,95.49,0.0,0.0
2386,4520  ,2005MM12,105.72,5.04,0.0,95.49,0.0,0.0
2387,4520  ,2006MM01,114.79,8.58,38.02,104.2,9.11,12.42
2388,4520  ,2006MM02,112.45,-2.04,35.08,104.2,0.0,12.42
2389,4520  ,2006MM03,113.8,1.2,34.91,104.2,0.0,12.42
2390,4520  ,2006MM04,110.9,-2.55,27.44,104.2,0.0,12.42
2391,4520  ,2006MM05,111.95,0.95,31.49,104.22,0.02,12.44
2392,4520  ,2006MM06,112.58,0.56,30.57,104.22,0.0,12.37
2393,4520  ,2006MM07,113.64,0.94,27.4,105.29,1.03,12.34
2394,4520  ,2006MM08,113.08,-0.49,25.59,105.53,0.23,10.54
2395,4520  ,2006MM09,112.93,-0.13,22.95,105.53,0.0,10.54
2396,4520  ,2006MM10,114.22,1.14,13.27,105.54,0.01,10.52
2397,4520  ,2006MM11,118.85,4.05,18.08,105.53,-0.01,10.51
2398,4520  ,2006MM12,117.6,-1.05,11.24,105.53,0.0,10.51
2399,4520  ,2007MM01,121.09,2.97,5.49,112.94,7.02,8.39
2400,4520  ,2007MM02,116.65,-3.67,3.73,112.96,0.02,8.41
2401,4520  ,2007MM03,117.67,0.87,3.4,112.96,0.0,8.41
2402,4520  ,2007MM04,113.51,-3.54,2.35,112.96,0.0,8.41
2403,4520  ,2007MM05,112.96,-0.48,0.9,112.96,0.0,8.39
2404,4520  ,2007MM06,108.44,-4.0,-3.68,112.96,0.0,8.39
2405,4520  ,2007MM07,113.14,4.33,-0.44,106.57,-5.66,1.21
2406,4520  ,2007MM08,111.52,-1.43,-1.38,106.45,-0.11,0.87
2407,4520  ,2007MM09,110.35,-1.05,-2.28,106.45,0.0,0.87
2408,4520  ,2007MM10,114.68,3.92,0.4,106.45,0.0,0.86
2409,4520  ,2007MM11,114.1,-0.51,-4.0,106.46,0.01,0.88
2410,4520  ,2007MM12,113.91,-0.17,-3.14,106.46,0.0,0.88
2411,4520  ,2008MM01,118.82,4.31,-1.87,108.68,2.09,-3.77
2412,4520  ,2008MM02,120.12,1.09,2.97,108.84,0.14,-3.65
2413,4520  ,2008MM03,120.6,0.4,2.49,108.91,0.07,-3.58
2414,4520  ,2008MM04,128.0,6.14,12.77,109.13,0.2,-3.39
2415,4520  ,2008MM05,129.87,1.46,14.97,109.24,0.1,-3.29
2416,4520  ,2008MM06,137.21,5.65,26.53,109.56,0.3,-3.01
2417,4520  ,2008MM07,148.35,8.12,31.12,117.96,7.67,10.69
2418,4520  ,2008MM08,148.27,-0.05,32.95,117.96,0.0,10.81
2419,4520  ,2008MM09,145.02,-2.19,31.42,117.8,-0.13,10.67
2420,4520  ,2008MM10,153.22,5.65,33.61,117.86,0.04,10.72
2421,4520  ,2008MM11,151.53,-1.1,32.8,117.57,-0.24,10.44
2422,4520  ,2008MM12,155.49,2.61,36.5,117.42,-0.13,10.29
2423,4520  ,2009MM01,140.18,-9.85,17.98,125.0,6.46,15.01
2424,4520  ,2009MM02,139.25,-0.66,15.93,124.8,-0.16,14.66
2425,4520  ,2009MM03,130.14,-6.54,7.91,123.84,-0.76,13.71
2426,4520  ,2009MM04,105.19,-19.17,-17.82,122.29,-1.25,12.06
2427,4520  ,2009MM05,103.3,-1.8,-20.46,122.43,0.11,12.07
2428,4520  ,2009MM06,101.01,-2.22,-26.38,122.39,-0.03,11.7
