ID,EconomicActivityAndOtherItems,Periods,OutputBasicPrices_1,IntermediateConsumption_2,GrossValueAddedBasicPrices_3,OutputBasicPrices_4,IntermediateConsumption_5,GrossValueAddedBasicPrices_6,OutputBasicPrices_7,IntermediateConsumption_8,GrossValueAddedBasicPrices_9,OutputBasicPrices_10,IntermediateConsumption_11,GrossValueAddedBasicPrices_12,TotalCompensationOfEmployees_13,WagesAndSalaries_14,EmployersSocialContributions_15,NetOperatingSurplusMixedIncome_16,ConsumptionOfFixedCapital_17,OtherTaxesLessSubsidies_18,OtherTaxesOnProduction_19,OtherSubsidiesOnProd_20,GrossValueAddedBasicPrices_21
153,304300,1990JJ00,74.0,40.0,34.0,69.0,53.0,21.0,6.0,5.3,6.9,107.1,75.5,160.8,34.0,33.0,1.0,-6.0,6.0,0.0,3.0,3.0,34.0
154,304300,1991JJ00,75.0,41.0,34.0,70.0,54.0,21.0,1.4,2.5,0.0,107.1,75.5,160.8,35.0,34.0,1.0,-6.0,5.0,0.0,3.0,3.0,34.0
155,304300,1992JJ00,71.0,41.0,30.0,74.0,54.0,24.0,5.3,0.0,11.8,96.2,75.5,126.9,33.0,32.0,1.0,-9.0,6.0,0.0,3.0,3.0,30.0
156,304300,1993JJ00,73.0,41.0,32.0,82.0,54.0,30.0,11.3,0.0,26.7,88.9,75.5,106.9,39.0,34.0,5.0,-13.0,6.0,0.0,3.0,3.0,32.0
157,304300,1994JJ00,80.0,40.0,40.0,89.0,53.0,36.0,8.2,-2.4,21.9,90.1,75.5,109.6,38.0,33.0,5.0,-4.0,6.0,0.0,3.0,3.0,40.0
158,304300,1995JJ00,71.0,41.0,30.0,89.0,54.0,36.0,0.0,2.5,-2.5,79.9,75.5,84.3,38.0,31.0,7.0,-16.0,8.0,0.0,3.0,3.0,30.0
159,304300,1996JJ00,75.0,46.0,29.0,103.0,61.0,43.0,15.5,12.2,20.0,73.1,75.5,67.9,38.0,29.0,9.0,-17.0,8.0,0.0,4.0,4.0,29.0
160,304300,1997JJ00,80.0,50.0,30.0,109.0,66.0,44.0,6.7,8.7,3.4,73.1,75.5,67.9,38.0,31.0,7.0,-16.0,8.0,0.0,4.0,4.0,30.0
161,304300,1998JJ00,90.0,54.0,36.0,119.0,68.0,53.0,8.7,2.0,20.0,75.6,80.0,67.9,38.0,31.0,7.0,-7.0,5.0,0.0,5.0,5.0,36.0
162,304300,1999JJ00,103.0,65.0,38.0,128.0,75.0,54.0,7.8,11.1,2.8,80.3,86.6,69.8,41.0,34.0,7.0,-11.0,6.0,2.0,6.0,4.0,38.0
163,304300,2000JJ00,112.0,70.0,42.0,127.0,80.0,47.0,-1.0,6.2,-13.2,88.2,87.9,88.8,42.0,34.0,8.0,-5.0,8.0,-3.0,6.0,9.0,42.0
164,304300,2001JJ00,115.0,70.0,45.0,126.0,79.0,47.0,-0.9,-1.4,0.0,91.3,89.1,95.1,47.0,38.0,9.0,-8.0,7.0,-1.0,6.0,7.0,45.0
165,304300,2002JJ00,117.0,75.0,42.0,125.0,81.0,44.0,-0.9,2.9,-6.7,93.8,92.9,95.1,50.0,40.0,10.0,-12.0,8.0,-4.0,7.0,11.0,42.0
166,304300,2003JJ00,119.0,76.0,43.0,124.0,82.0,42.0,-0.9,1.3,-4.8,96.2,92.9,102.3,53.0,40.0,13.0,-17.0,10.0,-3.0,8.0,11.0,43.0
167,304300,2004JJ00,129.0,79.0,50.0,132.0,84.0,48.0,6.7,2.6,14.0,97.7,94.0,104.3,51.0,39.0,12.0,-11.0,10.0,0.0,11.0,11.0,50.0
168,304300,2005JJ00,130.0,84.0,46.0,130.0,84.0,46.0,-1.6,0.0,-4.0,100.0,100.0,100.0,48.0,37.0,11.0,-4.0,10.0,-8.0,10.0,18.0,46.0
169,304300,2006JJ00,139.0,93.0,46.0,139.0,90.0,49.0,6.9,7.1,6.5,100.0,103.3,93.9,48.0,37.0,11.0,-4.0,9.0,-7.0,11.0,18.0,46.0
170,304300,2007JJ00,142.0,94.0,48.0,141.0,91.0,50.0,1.4,1.1,2.2,100.7,103.3,95.9,50.0,39.0,11.0,-7.0,10.0,-5.0,11.0,16.0,48.0
171,304300,2008JJ00,152.0,99.0,53.0,148.0,91.0,57.0,4.9,0.0,14.6,102.7,108.8,92.4,48.0,41.0,7.0,0.0,9.0,-4.0,10.0,14.0,53.0
172,304300,2009JJ00,151.0,98.0,53.0,147.0,90.0,57.0,-0.7,-1.0,0.0,102.7,108.8,92.4,53.0,44.0,9.0,-5.0,8.0,-3.0,10.0,13.0,53.0
173,304300,2010JJ00,158.0,99.0,59.0,153.0,86.0,68.0,4.0,-4.1,18.9,103.4,114.6,86.5,58.0,45.0,13.0,-2.0,10.0,-7.0,9.0,16.0,59.0
174,304300,2011JJ00,149.0,92.0,57.0,145.0,80.0,67.0,-5.1,-7.1,-1.7,102.7,114.6,85.0,58.0,45.0,13.0,1.0,8.0,-10.0,10.0,20.0,57.0
175,304300,2012JJ00,160.0,103.0,57.0,155.0,88.0,68.0,6.7,9.8,1.8,103.3,116.9,83.6,56.0,45.0,11.0,,,-14.0,6.0,20.0,57.0
176,305000,1969JJ00,,,,,,,,,,,,,,,,,,,,,
177,305000,1970JJ00,,,,,,,,,,,,,,,,,,,,,
178,305000,1971JJ00,,,,,,,,,,,,,,,,,,,,,
179,305000,1972JJ00,,,,,,,,,,,,,,,,,,,,,
180,305000,1973JJ00,,,,,,,,,,,,,,,,,,,,,
181,305000,1974JJ00,,,,,,,,,,,,,,,,,,,,,
182,305000,1975JJ00,,,,,,,,,,,,,,,,,,,,,
183,305000,1976JJ00,,,,,,,,,,,,,,,,,,,,,
184,305000,1977JJ00,,,,,,,,,,,,,,,,,,,,,
185,305000,1978JJ00,,,,,,,,,,,,,,,,,,,,,
186,305000,1979JJ00,,,,,,,,,,,,,,,,,,,,,
187,305000,1980JJ00,,,,,,,,,,,,,,,,,,,,,
188,305000,1981JJ00,,,,,,,,,,,,,,,,,,,,,
189,305000,1982JJ00,,,,,,,,,,,,,,,,,,,,,
190,305000,1983JJ00,,,,,,,,,,,,,,,,,,,,,
191,305000,1984JJ00,,,,,,,,,,,,,,,,,,,,,
192,305000,1985JJ00,,,,,,,,,,,,,,,,,,,,,
193,305000,1986JJ00,,,,,,,,,,,,,,,,,,,,,
194,305000,1987JJ00,,,,,,,,,,,,,,,,,,,,,
195,305000,1988JJ00,414.0,188.0,226.0,486.0,315.0,187.0,,,,85.2,59.7,121.0,114.0,105.0,9.0,43.0,67.0,2.0,2.0,0.0,226.0
196,305000,1989JJ00,446.0,196.0,250.0,499.0,302.0,202.0,2.7,-4.3,8.4,89.4,65.0,123.5,107.0,98.0,9.0,70.0,72.0,1.0,1.0,0.0,250.0
197,305000,1990JJ00,475.0,192.0,283.0,546.0,302.0,236.0,9.4,0.0,16.8,87.0,63.7,119.7,110.0,104.0,6.0,97.0,75.0,1.0,1.0,0.0,283.0
198,305000,1991JJ00,513.0,194.0,319.0,582.0,302.0,262.0,6.5,0.0,11.0,88.2,64.3,121.6,120.0,113.0,7.0,122.0,76.0,1.0,1.0,0.0,319.0
199,305000,1992JJ00,462.0,188.0,274.0,529.0,298.0,226.0,-9.0,-1.0,-13.8,87.3,63.0,121.1,100.0,91.0,9.0,96.0,76.0,2.0,2.0,0.0,274.0
200,305000,1993JJ00,428.0,186.0,242.0,498.0,316.0,195.0,-5.8,5.9,-13.9,85.9,58.9,124.2,89.0,81.0,8.0,75.0,76.0,2.0,2.0,0.0,242.0
201,305000,1994JJ00,444.0,194.0,250.0,570.0,326.0,239.0,14.3,3.2,22.7,78.0,59.5,104.6,87.0,79.0,8.0,83.0,77.0,3.0,3.0,0.0,250.0
202,305000,1995JJ00,471.0,191.0,280.0,582.0,323.0,251.0,2.3,-1.0,4.8,80.9,59.2,111.7,93.0,83.0,10.0,106.0,79.0,2.0,2.0,0.0,280.0
203,305000,1996JJ00,452.0,195.0,257.0,547.0,307.0,233.0,-6.2,-4.7,-7.1,82.7,63.4,110.5,85.0,76.0,9.0,92.0,78.0,2.0,2.0,0.0,257.0
204,305000,1997JJ00,449.0,194.0,255.0,507.0,301.0,206.0,-7.3,-2.1,-11.3,88.6,64.4,123.5,83.0,74.0,9.0,93.0,77.0,2.0,2.0,0.0,255.0
205,305000,1998JJ00,491.0,195.0,296.0,548.0,315.0,229.0,8.2,4.6,11.0,89.5,61.9,129.2,85.0,70.0,15.0,127.0,81.0,3.0,3.0,0.0,296.0
206,305000,1999JJ00,522.0,216.0,306.0,566.0,326.0,236.0,3.3,3.6,3.0,92.2,66.2,129.6,90.0,74.0,16.0,129.0,84.0,3.0,3.0,0.0,306.0
207,305000,2000JJ00,511.0,245.0,266.0,513.0,305.0,209.0,-9.4,-6.5,-11.4,99.6,80.2,127.2,84.0,68.0,16.0,91.0,88.0,3.0,3.0,0.0,266.0
208,305000,2001JJ00,542.0,247.0,295.0,527.0,308.0,218.0,2.7,0.8,4.5,102.8,80.2,135.0,78.0,63.0,15.0,124.0,88.0,5.0,5.0,0.0,295.0
209,305000,2002JJ00,488.0,225.0,263.0,462.0,277.0,187.0,-12.4,-10.1,-14.2,105.6,81.3,140.4,71.0,57.0,14.0,96.0,93.0,3.0,3.0,0.0,263.0
210,305000,2003JJ00,497.0,237.0,260.0,475.0,284.0,193.0,2.9,2.7,3.0,104.6,83.4,134.7,76.0,60.0,16.0,86.0,96.0,2.0,2.0,0.0,260.0
211,305000,2004JJ00,465.0,245.0,220.0,477.0,280.0,197.0,0.4,-1.3,1.9,97.5,87.4,111.8,70.0,55.0,15.0,54.0,94.0,2.0,2.0,0.0,220.0
212,305000,2005JJ00,472.0,277.0,195.0,472.0,277.0,195.0,-1.1,-1.2,-0.9,100.0,100.0,100.0,63.0,50.0,13.0,37.0,93.0,2.0,2.0,0.0,195.0
213,305000,2006JJ00,474.0,284.0,190.0,431.0,260.0,171.0,-8.7,-6.1,-12.3,110.0,109.2,111.1,59.0,47.0,12.0,38.0,91.0,2.0,2.0,0.0,190.0
214,305000,2007JJ00,524.0,317.0,207.0,507.0,291.0,216.0,17.7,12.0,26.3,103.3,108.9,95.8,64.0,51.0,13.0,49.0,92.0,2.0,2.0,0.0,207.0
215,305000,2008JJ00,510.0,353.0,157.0,492.0,287.0,205.0,-3.1,-1.6,-5.3,103.7,123.2,76.8,60.0,47.0,13.0,7.0,89.0,1.0,1.0,0.0,157.0
216,305000,2009JJ00,419.0,281.0,138.0,445.0,265.0,175.0,-9.6,-7.4,-14.6,94.2,105.9,79.1,59.0,46.0,13.0,-8.0,86.0,1.0,1.0,,138.0
217,305000,2010JJ00,450.0,323.0,127.0,454.0,268.0,182.0,2.1,1.1,4.3,99.1,120.4,69.7,59.0,46.0,13.0,-16.0,83.0,1.0,1.0,0.0,127.0
218,305000,2011JJ00,448.0,334.0,114.0,403.0,243.0,153.0,-11.3,-9.6,-15.7,111.2,137.7,74.3,63.0,49.0,14.0,-30.0,80.0,1.0,1.0,0.0,114.0
219,305000,2012JJ00,446.0,330.0,116.0,372.0,227.0,136.0,-7.6,-6.3,-11.4,119.8,145.2,85.3,65.0,50.0,15.0,,,1.0,1.0,0.0,116.0
220,300002,1969JJ00,39313.0,25769.0,13544.0,121839.0,81064.0,40760.0,,,,32.3,31.8,33.2,8268.0,6721.0,1547.0,3671.0,1507.0,98.0,134.0,36.0,13544.0
221,300002,1970JJ00,44495.0,29558.0,14937.0,130203.0,87519.0,42707.0,6.9,8.0,4.8,34.2,33.8,35.0,9168.0,7448.0,1720.0,3923.0,1745.0,101.0,150.0,49.0,14937.0
222,300002,1971JJ00,49664.0,33103.0,16561.0,137809.0,93521.0,44342.0,5.8,6.9,3.8,36.0,35.4,37.3,10165.0,8217.0,1948.0,4284.0,2009.0,103.0,162.0,59.0,16561.0
223,300002,1972JJ00,53037.0,34534.0,18503.0,142487.0,95267.0,47202.0,3.4,1.9,6.4,37.2,36.2,39.2,11133.0,8981.0,2152.0,5023.0,2225.0,122.0,191.0,69.0,18503.0
224,300002,1973JJ00,61557.0,40860.0,20697.0,152226.0,102219.0,50021.0,6.8,7.3,6.0,40.4,40.0,41.4,12819.0,10191.0,2628.0,5342.0,2388.0,148.0,220.0,72.0,20697.0
225,300002,1974JJ00,77851.0,50869.0,26982.0,159417.0,106277.0,53129.0,4.7,4.0,6.2,48.8,47.9,50.8,14769.0,11676.0,3093.0,9269.0,2782.0,162.0,247.0,85.0,26982.0
226,300002,1975JJ00,79916.0,53784.0,26132.0,151013.0,100226.0,50750.0,-5.3,-5.7,-4.5,52.9,53.7,51.5,15355.0,12119.0,3236.0,7457.0,3203.0,117.0,244.0,127.0,26132.0
227,300002,1976JJ00,91656.0,61678.0,29978.0,160482.0,106644.0,53793.0,6.3,6.4,6.0,57.1,57.8,55.7,16843.0,13237.0,3606.0,9472.0,3558.0,105.0,313.0,208.0,29978.0
228,300002,1977JJ00,95641.0,64370.0,31271.0,160929.0,106563.0,54335.0,0.3,-0.1,1.0,59.4,60.4,57.6,17501.0,13792.0,3709.0,9756.0,3831.0,183.0,342.0,159.0,31271.0
229,300002,1978JJ00,98215.0,65697.0,32518.0,162877.0,108374.0,54446.0,1.2,1.7,0.2,60.3,60.6,59.7,18277.0,14398.0,3879.0,9964.0,4132.0,145.0,358.0,213.0,32518.0
230,300002,1979JJ00,109877.0,74444.0,35433.0,171093.0,115121.0,55893.0,5.0,6.2,2.7,64.2,64.7,63.4,19433.0,15240.0,4193.0,11356.0,4482.0,162.0,405.0,243.0,35433.0
231,300002,1980JJ00,122043.0,83321.0,38722.0,171169.0,115662.0,55418.0,0.0,0.5,-0.8,71.3,72.0,69.9,20104.0,15713.0,4391.0,13538.0,4921.0,159.0,433.0,274.0,38722.0
232,300002,1981JJ00,134228.0,91414.0,42814.0,168281.0,113488.0,54713.0,-1.7,-1.9,-1.3,79.8,80.5,78.3,20492.0,16045.0,4447.0,16727.0,5423.0,172.0,467.0,295.0,42814.0
233,300002,1982JJ00,138409.0,95018.0,43391.0,164943.0,112607.0,52217.0,-2.0,-0.8,-4.6,83.9,84.4,83.1,21088.0,16588.0,4500.0,16391.0,5781.0,131.0,488.0,357.0,43391.0
234,300002,1983JJ00,143488.0,98878.0,44610.0,170094.0,116096.0,53876.0,3.1,3.1,3.2,84.4,85.2,82.8,21415.0,16701.0,4714.0,17117.0,5953.0,125.0,524.0,399.0,44610.0
235,300002,1984JJ00,158365.0,108650.0,49715.0,178798.0,121929.0,56743.0,5.1,5.0,5.3,88.6,89.1,87.6,21980.0,17153.0,4827.0,21401.0,6198.0,136.0,546.0,410.0,49715.0
236,300002,1985JJ00,165201.0,113121.0,52080.0,182691.0,123546.0,59034.0,2.2,1.3,4.0,90.4,91.6,88.2,23047.0,18026.0,5021.0,22416.0,6520.0,97.0,491.0,394.0,52080.0
237,300002,1986JJ00,148468.0,99963.0,48505.0,186701.0,128633.0,57864.0,2.2,4.1,-2.0,79.5,77.7,83.8,23873.0,18708.0,5165.0,17774.0,6805.0,53.0,450.0,397.0,48505.0
238,300002,1987JJ00,140886.0,95272.0,45614.0,187893.0,128898.0,58749.0,0.6,0.2,1.5,75.0,73.9,77.6,24918.0,19386.0,5532.0,13481.0,7166.0,49.0,478.0,429.0,45614.0
239,300002,1988JJ00,145449.0,98654.0,46795.0,193578.0,133409.0,59946.0,3.0,3.5,2.0,75.1,73.9,78.1,25248.0,19859.0,5389.0,14012.0,7508.0,27.0,469.0,442.0,46795.0
240,300002,1989JJ00,157990.0,108660.0,49330.0,203546.0,140907.0,62437.0,5.1,5.6,4.2,77.6,77.1,79.0,25601.0,20375.0,5226.0,15798.0,7903.0,28.0,463.0,435.0,49330.0
241,300002,1990JJ00,165506.0,113382.0,52124.0,211937.0,147326.0,64415.0,4.1,4.6,3.2,78.1,77.0,80.9,27205.0,23584.0,3621.0,16596.0,8312.0,11.0,478.0,467.0,52124.0
242,300002,1991JJ00,172348.0,117878.0,54470.0,218782.0,152603.0,66002.0,3.2,3.6,2.5,78.8,77.2,82.5,28572.0,24763.0,3809.0,17026.0,8690.0,182.0,501.0,319.0,54470.0
243,300002,1992JJ00,171326.0,117262.0,54064.0,220286.0,153930.0,66196.0,0.7,0.9,0.3,77.8,76.2,81.7,29929.0,25778.0,4151.0,14824.0,9007.0,304.0,563.0,259.0,54064.0
244,300002,1993JJ00,168327.0,113782.0,54545.0,219568.0,153361.0,66043.0,-0.3,-0.4,-0.2,76.7,74.2,82.6,29986.0,26099.0,3887.0,14833.0,9290.0,436.0,604.0,168.0,54545.0
245,300002,1994JJ00,175518.0,119180.0,56338.0,228061.0,159006.0,68856.0,3.9,3.7,4.3,77.0,75.0,81.8,29992.0,26303.0,3689.0,16375.0,9483.0,488.0,643.0,155.0,56338.0
246,300002,1995JJ00,187698.0,128068.0,59630.0,238650.0,167585.0,70957.0,4.6,5.4,3.1,78.6,76.4,84.0,30674.0,26655.0,4019.0,18696.0,9769.0,491.0,639.0,148.0,59630.0
247,300002,1996JJ00,196270.0,135380.0,60890.0,246792.0,174001.0,72743.0,3.4,3.8,2.5,79.5,77.8,83.7,30920.0,26752.0,4168.0,19471.0,10082.0,417.0,619.0,202.0,60890.0
248,300002,1997JJ00,208301.0,146094.0,62207.0,254884.0,182414.0,72610.0,3.3,4.8,-0.2,81.7,80.1,85.7,31812.0,27689.0,4123.0,19767.0,10428.0,200.0,561.0,361.0,62207.0
249,300002,1998JJ00,211801.0,148151.0,63650.0,263060.0,189602.0,73690.0,3.2,3.9,1.5,80.5,78.1,86.4,33258.0,27085.0,6173.0,19435.0,10899.0,58.0,591.0,533.0,63650.0
250,300002,1999JJ00,216747.0,152381.0,64366.0,269116.0,193341.0,75953.0,2.3,2.0,3.1,80.5,78.8,84.7,34449.0,28090.0,6359.0,18519.0,11321.0,77.0,660.0,583.0,64366.0
251,300002,2000JJ00,246932.0,175661.0,71271.0,280063.0,199927.0,80232.0,4.1,3.4,5.6,88.2,87.9,88.8,36015.0,29236.0,6779.0,23357.0,11827.0,72.0,733.0,661.0,71271.0
252,300002,2001JJ00,253166.0,178764.0,74402.0,280045.0,198980.0,81151.0,0.0,-0.5,1.1,90.4,89.8,91.7,37591.0,30417.0,7174.0,24355.0,12372.0,84.0,828.0,744.0,74402.0
253,300002,2002JJ00,248356.0,173160.0,75196.0,276408.0,194373.0,82079.0,-1.3,-2.3,1.1,89.9,89.1,91.6,38921.0,31045.0,7876.0,23442.0,12693.0,140.0,881.0,741.0,75196.0
254,300002,2003JJ00,250443.0,173221.0,77222.0,274034.0,192902.0,81180.0,-0.9,-0.8,-1.1,91.4,89.8,95.1,39211.0,31118.0,8093.0,24878.0,12728.0,405.0,833.0,428.0,77222.0
255,300002,2004JJ00,263970.0,184011.0,79959.0,282113.0,197553.0,84552.0,2.9,2.4,4.2,93.6,93.1,94.6,39535.0,31027.0,8508.0,27257.0,12778.0,389.0,830.0,441.0,79959.0
256,300002,2005JJ00,284760.0,199947.0,84813.0,284760.0,199947.0,84813.0,0.9,1.2,0.3,100.0,100.0,100.0,38957.0,30765.0,8192.0,32684.0,12904.0,268.0,797.0,529.0,84813.0
257,300002,2006JJ00,311066.0,220303.0,90763.0,291996.0,205492.0,86504.0,2.5,2.8,2.0,106.5,107.2,104.9,39857.0,31413.0,8444.0,37572.0,13197.0,137.0,761.0,624.0,90763.0
258,300002,2007JJ00,333596.0,237316.0,96280.0,302478.0,212586.0,89899.0,3.6,3.5,3.9,110.3,111.6,107.1,41301.0,32598.0,8703.0,41232.0,13613.0,134.0,892.0,758.0,96280.0
259,300002,2008JJ00,360045.0,256999.0,103046.0,302793.0,212252.0,90570.0,0.1,-0.2,0.7,118.9,121.1,113.8,43113.0,33857.0,9256.0,45398.0,14120.0,415.0,1061.0,646.0,103046.0
260,300002,2009JJ00,309058.0,216218.0,92840.0,283973.0,199712.0,84246.0,-6.2,-5.9,-7.0,108.8,108.3,110.2,42652.0,33499.0,9153.0,36190.0,14322.0,-324.0,1090.0,1414.0,92840.0
261,300002,2010JJ00,342067.0,245101.0,96966.0,299370.0,208771.0,90554.0,5.4,4.5,7.5,114.3,117.4,107.1,42696.0,33468.0,9228.0,39846.0,14493.0,-69.0,1155.0,1224.0,96966.0
262,300002,2011JJ00,375798.0,273202.0,102596.0,302296.0,211389.0,90805.0,1.0,1.3,0.3,124.3,129.2,113.0,43280.0,33970.0,9310.0,44590.0,14656.0,70.0,1196.0,1126.0,102596.0
263,300002,2012JJ00,387760.0,283506.0,104254.0,301794.0,211647.0,89957.0,-0.2,0.1,-0.9,128.5,134.0,115.9,43645.0,33951.0,9694.0,45577.0,14737.0,295.0,1151.0,856.0,104254.0
264,305700,1969JJ00,722.0,212.0,510.0,5999.0,825.0,5073.0,,,,12.0,25.7,10.1,221.0,175.0,46.0,223.0,61.0,5.0,5.0,,510.0
265,305700,1970JJ00,933.0,234.0,699.0,7229.0,860.0,6455.0,20.5,4.2,27.3,12.9,27.2,10.8,206.0,162.0,44.0,418.0,70.0,5.0,5.0,,699.0
266,305700,1971JJ00,1220.0,282.0,938.0,8864.0,985.0,8090.0,22.6,14.5,25.3,13.8,28.6,11.6,199.0,156.0,43.0,650.0,86.0,3.0,3.0,,938.0
267,305700,1972JJ00,1400.0,285.0,1115.0,10324.0,947.0,9919.0,16.5,-3.9,22.6,13.6,30.1,11.2,200.0,158.0,42.0,809.0,103.0,3.0,3.0,,1115.0
268,305700,1973JJ00,1705.0,326.0,1379.0,11047.0,1010.0,10621.0,7.0,6.7,7.1,15.4,32.3,13.0,184.0,145.0,39.0,1072.0,121.0,2.0,2.0,,1379.0
269,305700,1974JJ00,2551.0,453.0,2098.0,13256.0,1233.0,12693.0,20.0,22.1,19.5,19.2,36.7,16.5,111.0,86.0,25.0,1839.0,145.0,3.0,3.0,,2098.0
270,305700,1975JJ00,4223.0,580.0,3643.0,13900.0,1366.0,13147.0,4.9,10.8,3.6,30.4,42.5,27.7,132.0,103.0,29.0,3334.0,174.0,3.0,3.0,,3643.0
271,305700,1976JJ00,5635.0,696.0,4939.0,15052.0,1496.0,14212.0,8.3,9.5,8.1,37.4,46.5,34.8,162.0,125.0,37.0,4565.0,208.0,4.0,4.0,,4939.0
272,305700,1977JJ00,6369.0,786.0,5583.0,16091.0,1590.0,15204.0,6.9,6.3,7.0,39.6,49.4,36.7,183.0,142.0,41.0,5156.0,239.0,5.0,5.0,,5583.0
273,305700,1978JJ00,6307.0,868.0,5439.0,14851.0,1687.0,13736.0,-7.7,6.1,-9.7,42.5,51.4,39.6,202.0,156.0,46.0,4959.0,272.0,6.0,6.0,,5439.0
274,305700,1979JJ00,7352.0,1030.0,6322.0,15725.0,1886.0,14416.0,5.9,11.8,4.9,46.8,54.6,43.9,220.0,170.0,50.0,5785.0,309.0,8.0,8.0,,6322.0
275,305700,1980JJ00,9721.0,1237.0,8484.0,16088.0,2092.0,14546.0,2.3,11.0,0.9,60.4,59.1,58.3,249.0,192.0,57.0,7877.0,348.0,10.0,10.0,,8484.0
276,305700,1981JJ00,12712.0,1501.0,11211.0,15805.0,2116.0,14229.0,-1.8,1.1,-2.2,80.4,70.9,78.8,263.0,198.0,65.0,10545.0,391.0,12.0,12.0,,11211.0
277,305700,1982JJ00,13154.0,1543.0,11611.0,14598.0,2058.0,13048.0,-7.6,-2.7,-8.3,90.1,75.0,89.0,298.0,226.0,72.0,10872.0,429.0,12.0,12.0,,11611.0
278,305700,1983JJ00,13861.0,1603.0,12258.0,15449.0,2108.0,13869.0,5.8,2.4,6.3,89.7,76.1,88.4,319.0,242.0,77.0,11466.0,460.0,13.0,13.0,,12258.0
279,305700,1984JJ00,15627.0,1807.0,13820.0,16418.0,2290.0,14695.0,6.3,8.7,6.0,95.2,78.9,94.0,350.0,265.0,85.0,12959.0,498.0,13.0,13.0,,13820.0
280,305700,1985JJ00,17713.0,1947.0,15766.0,17170.0,2385.0,15376.0,4.6,4.2,4.6,103.2,81.6,102.5,425.0,298.0,127.0,14793.0,538.0,10.0,10.0,,15766.0
281,305700,1986JJ00,11903.0,1619.0,10284.0,15131.0,2174.0,13494.0,-11.9,-8.9,-12.2,78.7,74.5,76.2,427.0,311.0,116.0,9282.0,568.0,7.0,7.0,,10284.0
282,305700,1987JJ00,7960.0,1455.0,6505.0,14252.0,2302.0,12460.0,-5.8,5.9,-7.7,55.9,63.2,52.2,418.0,322.0,96.0,5483.0,596.0,8.0,8.0,,6505.0
283,305700,1988JJ00,7262.0,1415.0,5847.0,13958.0,2234.0,12228.0,-2.1,-3.0,-1.9,52.0,63.3,47.8,416.0,334.0,82.0,4799.0,624.0,8.0,8.0,,5847.0
284,305700,1989JJ00,7669.0,1525.0,6144.0,14450.0,2367.0,12588.0,3.5,5.9,2.9,53.1,64.4,48.8,421.0,349.0,72.0,5051.0,663.0,9.0,9.0,0.0,6144.0
285,305700,1990JJ00,9064.0,1673.0,7391.0,15230.0,2516.0,13239.0,5.4,6.3,5.2,59.5,66.5,55.8,432.0,375.0,57.0,6250.0,701.0,8.0,8.0,0.0,7391.0
286,305700,1991JJ00,10944.0,2015.0,8929.0,16983.0,2936.0,14608.0,11.5,16.7,10.3,64.4,68.6,61.1,462.0,397.0,65.0,7716.0,742.0,9.0,9.0,0.0,8929.0
287,305700,1992JJ00,9571.0,1957.0,7614.0,16454.0,2844.0,14153.0,-3.1,-3.1,-3.1,58.2,68.8,53.8,499.0,426.0,73.0,6320.0,784.0,11.0,11.0,0.0,7614.0
288,305700,1993JJ00,9329.0,2065.0,7264.0,17021.0,3036.0,14521.0,3.4,6.7,2.6,54.8,68.0,50.0,529.0,453.0,76.0,5882.0,839.0,14.0,14.0,0.0,7264.0
289,305700,1994JJ00,9326.0,2193.0,7133.0,17289.0,3152.0,14657.0,1.6,3.8,0.9,53.9,69.6,48.7,544.0,464.0,80.0,5694.0,880.0,15.0,15.0,0.0,7133.0
290,305700,1995JJ00,9670.0,2303.0,7367.0,17230.0,3248.0,14454.0,-0.3,3.1,-1.4,56.1,70.9,51.0,539.0,453.0,86.0,5903.0,910.0,15.0,15.0,0.0,7367.0
291,305700,1996JJ00,10775.0,2568.0,8207.0,18393.0,3438.0,15470.0,6.8,5.9,7.0,58.6,74.7,53.1,558.0,469.0,89.0,6693.0,942.0,14.0,14.0,0.0,8207.0
292,305700,1997JJ00,11140.0,2725.0,8415.0,17480.0,3453.0,14441.0,-5.0,0.4,-6.7,63.7,78.9,58.3,560.0,471.0,89.0,6837.0,1007.0,11.0,11.0,0.0,8415.0
293,305700,1998JJ00,9908.0,2829.0,7079.0,16863.0,3566.0,13614.0,-3.5,3.3,-5.7,58.8,79.3,52.0,592.0,466.0,126.0,5403.0,1075.0,9.0,9.0,0.0,7079.0
294,305700,1999JJ00,9013.0,2743.0,6270.0,17074.0,3587.0,13819.0,1.3,0.6,1.5,52.8,76.5,45.4,585.0,464.0,121.0,4547.0,1127.0,11.0,14.0,3.0,6270.0
295,305700,2000JJ00,12120.0,3070.0,9050.0,16517.0,3585.0,13176.0,-3.3,-0.1,-4.7,73.4,85.6,68.7,586.0,459.0,127.0,7271.0,1181.0,12.0,16.0,4.0,9050.0
296,305700,2001JJ00,14573.0,3495.0,11078.0,17673.0,3822.0,14115.0,7.0,6.6,7.1,82.5,91.4,78.5,584.0,462.0,122.0,9235.0,1242.0,17.0,21.0,4.0,11078.0
297,305700,2002JJ00,13425.0,3461.0,9964.0,17786.0,3868.0,14180.0,0.6,1.2,0.5,75.5,89.5,70.3,656.0,510.0,146.0,7981.0,1308.0,19.0,22.0,3.0,9964.0
298,305700,2003JJ00,13787.0,3392.0,10395.0,17137.0,3665.0,13740.0,-3.6,-5.2,-3.1,80.5,92.5,75.7,666.0,520.0,146.0,8359.0,1351.0,19.0,20.0,1.0,10395.0
