ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
322,T001038 ,12000,2018790,MBG0095,2019G400,64.7,52.6,59.1,58.2,45.9
323,T001038 ,12000,2018790,MBG0095,2021G400,64.8,51.6,59.2,,45.0
324,T001038 ,12500,2018700,MW00000,2007G400,55.5,36.4,42.2,47.9,
325,T001038 ,12500,2018700,MW00000,2011G400,56.0,36.2,42.8,47.7,
326,T001038 ,12500,2018700,MW00000,2015G400,55.8,35.1,42.1,46.2,31.8
327,T001038 ,12500,2018700,MW00000,2017G400,55.9,35.2,42.5,46.0,31.0
328,T001038 ,12500,2018700,MW00000,2019G400,55.5,35.2,42.8,45.1,31.2
329,T001038 ,12500,2018700,MW00000,2021G400,55.3,34.2,42.0,,30.0
330,T001038 ,12500,2018700,MOG0095,2007G400,55.5,35.6,41.5,47.2,
331,T001038 ,12500,2018700,MOG0095,2011G400,56.0,35.7,42.2,47.2,
332,T001038 ,12500,2018700,MOG0095,2015G400,55.7,34.4,41.5,45.6,31.1
333,T001038 ,12500,2018700,MOG0095,2017G400,55.9,34.5,41.9,45.4,30.3
334,T001038 ,12500,2018700,MOG0095,2019G400,55.4,34.5,42.2,44.4,30.4
335,T001038 ,12500,2018700,MOG0095,2021G400,55.3,33.4,41.4,,29.2
336,T001038 ,12500,2018700,MBG0095,2007G400,55.6,37.1,42.9,48.6,
337,T001038 ,12500,2018700,MBG0095,2011G400,56.1,36.7,43.3,48.2,
338,T001038 ,12500,2018700,MBG0095,2015G400,55.8,35.8,42.6,46.7,32.5
339,T001038 ,12500,2018700,MBG0095,2017G400,55.9,35.9,43.0,46.6,31.7
340,T001038 ,12500,2018700,MBG0095,2019G400,55.5,36.0,43.3,45.8,32.0
341,T001038 ,12500,2018700,MBG0095,2021G400,55.4,34.9,42.7,,30.8
342,T001038 ,12500,2018740,MW00000,2007G400,56.9,43.7,48.3,52.2,
343,T001038 ,12500,2018740,MW00000,2011G400,57.6,42.9,48.3,51.8,
344,T001038 ,12500,2018740,MW00000,2015G400,58.3,42.6,49.2,52.1,37.3
345,T001038 ,12500,2018740,MW00000,2017G400,58.1,42.6,49.8,51.7,36.5
346,T001038 ,12500,2018740,MW00000,2019G400,57.9,43.0,49.8,51.1,36.3
347,T001038 ,12500,2018740,MW00000,2021G400,58.0,42.0,49.3,,35.8
348,T001038 ,12500,2018740,MOG0095,2007G400,56.8,42.9,47.4,51.5,
349,T001038 ,12500,2018740,MOG0095,2011G400,57.5,42.4,47.8,51.4,
350,T001038 ,12500,2018740,MOG0095,2015G400,58.3,42.1,48.8,51.7,36.8
351,T001038 ,12500,2018740,MOG0095,2017G400,58.1,42.1,49.4,51.4,36.0
352,T001038 ,12500,2018740,MOG0095,2019G400,57.8,42.5,49.4,50.7,35.7
353,T001038 ,12500,2018740,MOG0095,2021G400,58.0,41.4,48.9,,35.3
354,T001038 ,12500,2018740,MBG0095,2007G400,56.9,44.6,49.1,52.8,
355,T001038 ,12500,2018740,MBG0095,2011G400,57.6,43.4,48.8,52.2,
356,T001038 ,12500,2018740,MBG0095,2015G400,58.3,43.2,49.7,52.5,37.9
357,T001038 ,12500,2018740,MBG0095,2017G400,58.1,43.1,50.2,52.1,37.1
358,T001038 ,12500,2018740,MBG0095,2019G400,57.9,43.5,50.2,51.5,36.8
359,T001038 ,12500,2018740,MBG0095,2021G400,58.1,42.5,49.8,,36.4
360,T001038 ,12500,2018790,MW00000,2007G400,58.6,49.4,51.5,54.9,
361,T001038 ,12500,2018790,MW00000,2011G400,59.0,47.9,52.4,54.6,
362,T001038 ,12500,2018790,MW00000,2015G400,59.7,47.7,53.6,54.7,41.9
363,T001038 ,12500,2018790,MW00000,2017G400,59.8,48.4,53.8,54.5,41.7
364,T001038 ,12500,2018790,MW00000,2019G400,59.7,47.7,53.7,53.7,41.0
365,T001038 ,12500,2018790,MW00000,2021G400,59.8,47.0,53.9,,40.3
366,T001038 ,12500,2018790,MOG0095,2007G400,58.5,48.4,50.4,54.3,
367,T001038 ,12500,2018790,MOG0095,2011G400,59.0,47.3,51.7,54.2,
368,T001038 ,12500,2018790,MOG0095,2015G400,59.7,47.1,53.0,54.3,41.2
369,T001038 ,12500,2018790,MOG0095,2017G400,59.8,47.8,53.3,54.1,41.0
370,T001038 ,12500,2018790,MOG0095,2019G400,59.7,47.1,53.3,53.3,40.4
371,T001038 ,12500,2018790,MOG0095,2021G400,59.8,46.4,53.5,,39.7
372,T001038 ,12500,2018790,MBG0095,2007G400,58.7,50.4,52.5,55.5,
373,T001038 ,12500,2018790,MBG0095,2011G400,59.1,48.5,53.0,55.0,
374,T001038 ,12500,2018790,MBG0095,2015G400,59.8,48.4,54.2,55.1,42.6
375,T001038 ,12500,2018790,MBG0095,2017G400,59.9,49.0,54.3,54.9,42.3
376,T001038 ,12500,2018790,MBG0095,2019G400,59.8,48.3,54.2,54.1,41.6
377,T001038 ,12500,2018790,MBG0095,2021G400,59.9,47.5,54.4,,40.9
378,T001038 ,13000,2018700,MW00000,2007G400,50.7,32.3,37.6,43.5,
379,T001038 ,13000,2018700,MW00000,2011G400,51.2,32.3,38.3,43.5,
380,T001038 ,13000,2018700,MW00000,2015G400,51.0,31.3,37.8,42.2,28.5
381,T001038 ,13000,2018700,MW00000,2017G400,51.1,31.5,38.2,42.1,27.8
382,T001038 ,13000,2018700,MW00000,2019G400,50.7,31.5,38.4,41.6,27.7
383,T001038 ,13000,2018700,MW00000,2021G400,50.6,30.5,37.7,,26.7
384,T001038 ,13000,2018700,MOG0095,2007G400,50.6,31.7,37.0,42.9,
385,T001038 ,13000,2018700,MOG0095,2011G400,51.2,31.8,37.8,43.0,
386,T001038 ,13000,2018700,MOG0095,2015G400,51.0,30.7,37.3,41.7,27.9
387,T001038 ,13000,2018700,MOG0095,2017G400,51.1,30.8,37.7,41.6,27.1
388,T001038 ,13000,2018700,MOG0095,2019G400,50.7,30.9,37.9,41.0,27.0
389,T001038 ,13000,2018700,MOG0095,2021G400,50.5,29.8,37.1,,26.0
390,T001038 ,13000,2018700,MBG0095,2007G400,50.7,33.0,38.3,44.1,
391,T001038 ,13000,2018700,MBG0095,2011G400,51.2,32.7,38.8,44.0,
392,T001038 ,13000,2018700,MBG0095,2015G400,51.0,31.9,38.3,42.7,29.1
393,T001038 ,13000,2018700,MBG0095,2017G400,51.2,32.1,38.7,42.7,28.4
394,T001038 ,13000,2018700,MBG0095,2019G400,50.8,32.2,39.0,42.2,28.4
395,T001038 ,13000,2018700,MBG0095,2021G400,50.6,31.2,38.3,,27.4
396,T001038 ,13000,2018740,MW00000,2007G400,52.0,39.4,43.5,47.8,
397,T001038 ,13000,2018740,MW00000,2011G400,52.7,38.6,43.6,47.5,
398,T001038 ,13000,2018740,MW00000,2015G400,53.4,38.6,44.5,47.9,33.4
399,T001038 ,13000,2018740,MW00000,2017G400,53.2,38.5,45.1,47.6,32.7
400,T001038 ,13000,2018740,MW00000,2019G400,53.0,38.9,45.1,47.0,32.4
401,T001038 ,13000,2018740,MW00000,2021G400,53.1,38.0,44.7,,32.0
402,T001038 ,13000,2018740,MOG0095,2007G400,52.0,38.5,42.7,47.1,
403,T001038 ,13000,2018740,MOG0095,2011G400,52.6,38.1,43.1,47.1,
404,T001038 ,13000,2018740,MOG0095,2015G400,53.3,38.0,44.0,47.5,32.8
405,T001038 ,13000,2018740,MOG0095,2017G400,53.2,38.0,44.6,47.2,32.1
406,T001038 ,13000,2018740,MOG0095,2019G400,52.9,38.4,44.7,46.6,31.9
407,T001038 ,13000,2018740,MOG0095,2021G400,53.1,37.5,44.3,,31.4
408,T001038 ,13000,2018740,MBG0095,2007G400,52.0,40.2,44.4,48.5,
409,T001038 ,13000,2018740,MBG0095,2011G400,52.7,39.1,44.1,47.9,
410,T001038 ,13000,2018740,MBG0095,2015G400,53.4,39.1,45.0,48.2,33.9
411,T001038 ,13000,2018740,MBG0095,2017G400,53.2,39.0,45.5,47.9,33.2
412,T001038 ,13000,2018740,MBG0095,2019G400,53.0,39.4,45.5,47.4,33.0
413,T001038 ,13000,2018740,MBG0095,2021G400,53.2,38.5,45.1,,32.5
414,T001038 ,13000,2018790,MW00000,2007G400,53.7,44.9,46.6,50.2,
415,T001038 ,13000,2018790,MW00000,2011G400,54.1,43.3,47.5,50.1,
416,T001038 ,13000,2018790,MW00000,2015G400,54.8,43.2,48.7,50.2,37.6
417,T001038 ,13000,2018790,MW00000,2017G400,54.9,43.9,48.9,50.1,37.4
418,T001038 ,13000,2018790,MW00000,2019G400,54.8,43.2,48.9,49.5,36.8
419,T001038 ,13000,2018790,MW00000,2021G400,54.9,42.7,49.1,,36.1
420,T001038 ,13000,2018790,MOG0095,2007G400,53.6,44.0,45.5,49.6,
421,T001038 ,13000,2018790,MOG0095,2011G400,54.0,42.8,46.8,49.7,
422,T001038 ,13000,2018790,MOG0095,2015G400,54.7,42.5,48.2,49.8,37.0
423,T001038 ,13000,2018790,MOG0095,2017G400,54.8,43.3,48.4,49.7,36.8
424,T001038 ,13000,2018790,MOG0095,2019G400,54.7,42.7,48.4,49.1,36.2
425,T001038 ,13000,2018790,MOG0095,2021G400,54.8,42.1,48.7,,35.5
426,T001038 ,13000,2018790,MBG0095,2007G400,53.8,45.9,47.6,50.8,
427,T001038 ,13000,2018790,MBG0095,2011G400,54.2,43.9,48.1,50.5,
428,T001038 ,13000,2018790,MBG0095,2015G400,54.8,43.8,49.3,50.6,38.3
429,T001038 ,13000,2018790,MBG0095,2017G400,54.9,44.5,49.5,50.5,38.0
430,T001038 ,13000,2018790,MBG0095,2019G400,54.8,43.8,49.3,49.9,37.4
431,T001038 ,13000,2018790,MBG0095,2021G400,54.9,43.2,49.5,,36.7
432,T001038 ,13500,2018700,MW00000,2007G400,45.9,28.6,33.3,39.3,
433,T001038 ,13500,2018700,MW00000,2011G400,46.3,28.5,34.0,39.3,
434,T001038 ,13500,2018700,MW00000,2015G400,46.2,28.0,33.5,38.4,25.3
435,T001038 ,13500,2018700,MW00000,2017G400,46.3,28.0,34.0,38.3,24.6
436,T001038 ,13500,2018700,MW00000,2019G400,46.0,28.0,34.2,37.9,24.4
437,T001038 ,13500,2018700,MW00000,2021G400,45.9,27.1,33.7,,23.5
438,T001038 ,13500,2018700,MOG0095,2007G400,45.8,28.0,32.7,38.7,
439,T001038 ,13500,2018700,MOG0095,2011G400,46.3,28.1,33.5,38.9,
440,T001038 ,13500,2018700,MOG0095,2015G400,46.2,27.4,33.1,38.0,24.7
441,T001038 ,13500,2018700,MOG0095,2017G400,46.3,27.4,33.5,37.8,24.0
442,T001038 ,13500,2018700,MOG0095,2019G400,45.9,27.4,33.7,37.4,23.8
443,T001038 ,13500,2018700,MOG0095,2021G400,45.8,26.4,33.2,,22.9
444,T001038 ,13500,2018700,MBG0095,2007G400,45.9,29.2,33.9,39.8,
445,T001038 ,13500,2018700,MBG0095,2011G400,46.4,29.0,34.5,39.8,
446,T001038 ,13500,2018700,MBG0095,2015G400,46.2,28.5,34.0,38.9,25.9
447,T001038 ,13500,2018700,MBG0095,2017G400,46.3,28.6,34.5,38.8,25.2
448,T001038 ,13500,2018700,MBG0095,2019G400,46.0,28.6,34.7,38.4,25.0
449,T001038 ,13500,2018700,MBG0095,2021G400,45.9,27.7,34.2,,24.2
450,T001038 ,13500,2018740,MW00000,2007G400,47.1,35.0,38.8,43.3,
451,T001038 ,13500,2018740,MW00000,2011G400,47.8,34.3,39.0,43.1,
452,T001038 ,13500,2018740,MW00000,2015G400,48.5,34.5,39.9,43.6,29.6
453,T001038 ,13500,2018740,MW00000,2017G400,48.3,34.5,40.4,43.4,28.9
454,T001038 ,13500,2018740,MW00000,2019G400,48.1,35.0,40.4,42.9,28.8
455,T001038 ,13500,2018740,MW00000,2021G400,48.2,34.1,40.1,,28.4
456,T001038 ,13500,2018740,MOG0095,2007G400,47.1,34.2,37.9,42.7,
457,T001038 ,13500,2018740,MOG0095,2011G400,47.8,33.9,38.5,42.7,
458,T001038 ,13500,2018740,MOG0095,2015G400,48.5,33.9,39.4,43.2,29.1
459,T001038 ,13500,2018740,MOG0095,2017G400,48.3,34.0,40.0,43.1,28.4
460,T001038 ,13500,2018740,MOG0095,2019G400,48.0,34.5,40.0,42.6,28.3
461,T001038 ,13500,2018740,MOG0095,2021G400,48.2,33.6,39.7,,27.9
462,T001038 ,13500,2018740,MBG0095,2007G400,47.2,35.9,39.7,44.0,
463,T001038 ,13500,2018740,MBG0095,2011G400,47.8,34.8,39.5,43.5,
464,T001038 ,13500,2018740,MBG0095,2015G400,48.5,35.0,40.3,43.9,30.1
465,T001038 ,13500,2018740,MBG0095,2017G400,48.3,35.0,40.8,43.8,29.4
466,T001038 ,13500,2018740,MBG0095,2019G400,48.1,35.5,40.8,43.3,29.3
467,T001038 ,13500,2018740,MBG0095,2021G400,48.3,34.5,40.5,,28.9
468,T001038 ,13500,2018790,MW00000,2007G400,48.7,40.4,41.7,45.6,
469,T001038 ,13500,2018790,MW00000,2011G400,49.2,38.8,42.6,45.6,
470,T001038 ,13500,2018790,MW00000,2015G400,49.8,38.7,43.9,45.7,33.4
471,T001038 ,13500,2018790,MW00000,2017G400,49.9,39.4,44.1,45.6,33.2
472,T001038 ,13500,2018790,MW00000,2019G400,49.8,38.8,44.1,45.2,32.6
473,T001038 ,13500,2018790,MW00000,2021G400,49.9,38.4,44.3,,32.1
474,T001038 ,13500,2018790,MOG0095,2007G400,48.7,39.4,40.7,45.0,
475,T001038 ,13500,2018790,MOG0095,2011G400,49.1,38.2,42.0,45.2,
476,T001038 ,13500,2018790,MOG0095,2015G400,49.8,38.1,43.3,45.3,32.7
477,T001038 ,13500,2018790,MOG0095,2017G400,49.9,38.8,43.6,45.2,32.6
478,T001038 ,13500,2018790,MOG0095,2019G400,49.8,38.3,43.6,44.8,32.0
479,T001038 ,13500,2018790,MOG0095,2021G400,49.9,37.8,43.9,,31.5
480,T001038 ,13500,2018790,MBG0095,2007G400,48.8,41.3,42.7,46.1,
481,T001038 ,13500,2018790,MBG0095,2011G400,49.2,39.4,43.3,46.0,
482,T001038 ,13500,2018790,MBG0095,2015G400,49.9,39.3,44.4,46.1,34.1
483,T001038 ,13500,2018790,MBG0095,2017G400,50.0,40.0,44.6,46.0,33.9
484,T001038 ,13500,2018790,MBG0095,2019G400,49.9,39.4,44.5,45.6,33.2
485,T001038 ,13500,2018790,MBG0095,2021G400,50.0,38.9,44.8,,32.6
486,T001038 ,14000,2018700,MW00000,2007G400,41.1,24.9,29.0,35.2,
487,T001038 ,14000,2018700,MW00000,2011G400,41.5,24.9,29.6,35.3,
488,T001038 ,14000,2018700,MW00000,2015G400,41.4,24.2,29.2,34.5,21.7
489,T001038 ,14000,2018700,MW00000,2017G400,41.6,24.5,29.8,34.4,21.3
490,T001038 ,14000,2018700,MW00000,2019G400,41.2,24.5,30.0,34.0,21.0
491,T001038 ,14000,2018700,MW00000,2021G400,41.2,23.5,29.4,,20.0
492,T001038 ,14000,2018700,MOG0095,2007G400,41.1,24.3,28.4,34.6,
493,T001038 ,14000,2018700,MOG0095,2011G400,41.5,24.5,29.2,34.9,
494,T001038 ,14000,2018700,MOG0095,2015G400,41.4,23.7,28.8,34.1,21.2
495,T001038 ,14000,2018700,MOG0095,2017G400,41.5,23.9,29.4,34.0,20.8
496,T001038 ,14000,2018700,MOG0095,2019G400,41.2,23.9,29.6,33.5,20.4
497,T001038 ,14000,2018700,MOG0095,2021G400,41.1,22.9,28.9,,19.4
498,T001038 ,14000,2018700,MBG0095,2007G400,41.1,25.5,29.6,35.7,
499,T001038 ,14000,2018700,MBG0095,2011G400,41.6,25.3,30.1,35.7,
500,T001038 ,14000,2018700,MBG0095,2015G400,41.4,24.7,29.7,34.9,22.2
501,T001038 ,14000,2018700,MBG0095,2017G400,41.6,25.0,30.2,34.9,21.8
502,T001038 ,14000,2018700,MBG0095,2019G400,41.3,25.0,30.5,34.4,21.6
503,T001038 ,14000,2018700,MBG0095,2021G400,41.2,24.1,29.9,,20.6
504,T001038 ,14000,2018740,MW00000,2007G400,42.3,30.7,34.1,38.8,
505,T001038 ,14000,2018740,MW00000,2011G400,43.0,30.2,34.4,38.6,
506,T001038 ,14000,2018740,MW00000,2015G400,43.6,30.5,35.3,39.3,25.9
507,T001038 ,14000,2018740,MW00000,2017G400,43.4,30.6,35.8,39.2,25.3
508,T001038 ,14000,2018740,MW00000,2019G400,43.2,31.1,35.8,38.7,25.1
509,T001038 ,14000,2018740,MW00000,2021G400,43.4,30.2,35.5,,24.6
510,T001038 ,14000,2018740,MOG0095,2007G400,42.2,29.9,33.2,38.2,
511,T001038 ,14000,2018740,MOG0095,2011G400,42.9,29.8,33.9,38.2,
512,T001038 ,14000,2018740,MOG0095,2015G400,43.6,30.0,34.9,38.9,25.4
513,T001038 ,14000,2018740,MOG0095,2017G400,43.4,30.1,35.4,38.9,24.8
514,T001038 ,14000,2018740,MOG0095,2019G400,43.2,30.6,35.4,38.4,24.6
515,T001038 ,14000,2018740,MOG0095,2021G400,43.4,29.7,35.1,,24.1
516,T001038 ,14000,2018740,MBG0095,2007G400,42.3,31.6,35.0,39.5,
517,T001038 ,14000,2018740,MBG0095,2011G400,43.0,30.7,34.9,39.0,
518,T001038 ,14000,2018740,MBG0095,2015G400,43.7,31.0,35.8,39.6,26.4
519,T001038 ,14000,2018740,MBG0095,2017G400,43.5,31.1,36.2,39.5,25.8
520,T001038 ,14000,2018740,MBG0095,2019G400,43.3,31.6,36.2,39.0,25.6
521,T001038 ,14000,2018740,MBG0095,2021G400,43.4,30.7,35.9,,25.1
522,T001038 ,14000,2018790,MW00000,2007G400,43.9,35.9,36.9,40.9,
523,T001038 ,14000,2018790,MW00000,2011G400,44.2,34.3,37.8,41.1,
524,T001038 ,14000,2018790,MW00000,2015G400,44.9,34.5,39.1,41.3,29.4
525,T001038 ,14000,2018790,MW00000,2017G400,45.0,35.0,39.3,41.1,29.2
526,T001038 ,14000,2018790,MW00000,2019G400,44.9,34.5,39.3,40.8,28.5
527,T001038 ,14000,2018790,MW00000,2021G400,45.0,34.2,39.6,,28.0
528,T001038 ,14000,2018790,MOG0095,2007G400,43.8,34.9,35.9,40.3,
529,T001038 ,14000,2018790,MOG0095,2011G400,44.2,33.7,37.2,40.7,
530,T001038 ,14000,2018790,MOG0095,2015G400,44.9,33.8,38.5,40.9,28.8
531,T001038 ,14000,2018790,MOG0095,2017G400,45.0,34.5,38.8,40.7,28.6
532,T001038 ,14000,2018790,MOG0095,2019G400,44.9,34.0,38.8,40.4,27.9
533,T001038 ,14000,2018790,MOG0095,2021G400,45.0,33.7,39.1,,27.5
534,T001038 ,14000,2018790,MBG0095,2007G400,43.9,36.9,37.9,41.4,
535,T001038 ,14000,2018790,MBG0095,2011G400,44.3,34.8,38.4,41.5,
536,T001038 ,14000,2018790,MBG0095,2015G400,45.0,35.1,39.7,41.7,30.1
537,T001038 ,14000,2018790,MBG0095,2017G400,45.1,35.6,39.8,41.5,29.8
538,T001038 ,14000,2018790,MBG0095,2019G400,45.0,35.1,39.7,41.1,29.1
539,T001038 ,14000,2018790,MBG0095,2021G400,45.1,34.7,40.0,,28.6
540,T001038 ,14500,2018700,MW00000,2007G400,36.4,21.3,24.8,31.2,
541,T001038 ,14500,2018700,MW00000,2011G400,36.9,21.4,25.5,31.4,
542,T001038 ,14500,2018700,MW00000,2015G400,36.7,20.9,25.2,30.7,18.6
543,T001038 ,14500,2018700,MW00000,2017G400,36.8,21.2,25.6,30.8,18.2
544,T001038 ,14500,2018700,MW00000,2019G400,36.5,21.5,25.8,30.4,18.0
545,T001038 ,14500,2018700,MW00000,2021G400,36.5,20.6,25.6,,17.3
546,T001038 ,14500,2018700,MOG0095,2007G400,36.3,20.8,24.3,30.7,
547,T001038 ,14500,2018700,MOG0095,2011G400,36.8,21.1,25.1,31.0,
548,T001038 ,14500,2018700,MOG0095,2015G400,36.7,20.4,24.8,30.3,18.1
549,T001038 ,14500,2018700,MOG0095,2017G400,36.8,20.8,25.2,30.4,17.8
550,T001038 ,14500,2018700,MOG0095,2019G400,36.5,21.0,25.4,30.0,17.6
551,T001038 ,14500,2018700,MOG0095,2021G400,36.4,20.1,25.2,,16.8
552,T001038 ,14500,2018700,MBG0095,2007G400,36.4,21.9,25.4,31.7,
553,T001038 ,14500,2018700,MBG0095,2011G400,36.9,21.8,26.0,31.7,
554,T001038 ,14500,2018700,MBG0095,2015G400,36.7,21.3,25.6,31.0,19.0
555,T001038 ,14500,2018700,MBG0095,2017G400,36.9,21.7,26.0,31.1,18.7
556,T001038 ,14500,2018700,MBG0095,2019G400,36.6,21.9,26.3,30.8,18.5
557,T001038 ,14500,2018700,MBG0095,2021G400,36.5,21.1,26.1,,17.8
558,T001038 ,14500,2018740,MW00000,2007G400,37.5,26.6,29.6,34.4,
559,T001038 ,14500,2018740,MW00000,2011G400,38.1,26.2,29.9,34.2,
560,T001038 ,14500,2018740,MW00000,2015G400,38.8,26.6,30.7,35.0,22.3
561,T001038 ,14500,2018740,MW00000,2017G400,38.7,26.7,31.3,35.0,21.8
562,T001038 ,14500,2018740,MW00000,2019G400,38.4,27.3,31.4,34.6,21.7
563,T001038 ,14500,2018740,MW00000,2021G400,38.6,26.5,31.2,,21.3
564,T001038 ,14500,2018740,MOG0095,2007G400,37.4,25.8,28.7,33.8,
565,T001038 ,14500,2018740,MOG0095,2011G400,38.1,25.7,29.4,33.9,
566,T001038 ,14500,2018740,MOG0095,2015G400,38.8,26.1,30.3,34.6,21.8
567,T001038 ,14500,2018740,MOG0095,2017G400,38.6,26.3,30.9,34.7,21.4
568,T001038 ,14500,2018740,MOG0095,2019G400,38.4,26.9,31.0,34.3,21.2
569,T001038 ,14500,2018740,MOG0095,2021G400,38.6,26.1,30.8,,20.8
570,T001038 ,14500,2018740,MBG0095,2007G400,37.5,27.4,30.4,35.1,
571,T001038 ,14500,2018740,MBG0095,2011G400,38.2,26.6,30.4,34.6,
572,T001038 ,14500,2018740,MBG0095,2015G400,38.8,27.1,31.2,35.3,22.8
573,T001038 ,14500,2018740,MBG0095,2017G400,38.7,27.2,31.7,35.3,22.3
574,T001038 ,14500,2018740,MBG0095,2019G400,38.5,27.8,31.8,34.9,22.1
575,T001038 ,14500,2018740,MBG0095,2021G400,38.6,27.0,31.5,,21.7
576,T001038 ,14500,2018790,MW00000,2007G400,39.0,31.5,32.1,36.4,
577,T001038 ,14500,2018790,MW00000,2011G400,39.4,29.8,33.0,36.6,
578,T001038 ,14500,2018790,MW00000,2015G400,40.1,30.1,34.4,36.8,25.4
579,T001038 ,14500,2018790,MW00000,2017G400,40.1,30.7,34.6,36.7,25.2
580,T001038 ,14500,2018790,MW00000,2019G400,40.0,30.3,34.5,36.3,24.6
581,T001038 ,14500,2018790,MW00000,2021G400,40.1,30.0,34.9,,24.2
582,T001038 ,14500,2018790,MOG0095,2007G400,38.9,30.5,31.1,35.8,
583,T001038 ,14500,2018790,MOG0095,2011G400,39.3,29.2,32.4,36.3,
584,T001038 ,14500,2018790,MOG0095,2015G400,40.0,29.5,33.8,36.4,24.8
585,T001038 ,14500,2018790,MOG0095,2017G400,40.1,30.1,34.0,36.3,24.6
586,T001038 ,14500,2018790,MOG0095,2019G400,40.0,29.7,34.1,36.0,24.0
587,T001038 ,14500,2018790,MOG0095,2021G400,40.1,29.5,34.5,,23.6
588,T001038 ,14500,2018790,MBG0095,2007G400,39.1,32.4,33.2,36.9,
589,T001038 ,14500,2018790,MBG0095,2011G400,39.4,30.4,33.6,37.0,
590,T001038 ,14500,2018790,MBG0095,2015G400,40.1,30.8,34.9,37.2,26.1
591,T001038 ,14500,2018790,MBG0095,2017G400,40.2,31.3,35.1,37.1,25.9
592,T001038 ,14500,2018790,MBG0095,2019G400,40.1,30.8,35.0,36.7,25.1
593,T001038 ,14500,2018790,MBG0095,2021G400,40.2,30.5,35.3,,24.7
594,T001038 ,15000,2018700,MW00000,2007G400,31.8,18.3,21.2,27.4,
595,T001038 ,15000,2018700,MW00000,2011G400,32.3,18.3,21.9,27.6,
596,T001038 ,15000,2018700,MW00000,2015G400,32.1,18.1,21.5,27.0,15.7
597,T001038 ,15000,2018700,MW00000,2017G400,32.3,18.4,22.0,27.1,15.4
598,T001038 ,15000,2018700,MW00000,2019G400,32.0,18.5,22.2,26.7,15.3
599,T001038 ,15000,2018700,MW00000,2021G400,32.0,18.0,22.1,,14.9
600,T001038 ,15000,2018700,MOG0095,2007G400,31.8,17.8,20.7,26.9,
601,T001038 ,15000,2018700,MOG0095,2011G400,32.3,17.9,21.5,27.3,
602,T001038 ,15000,2018700,MOG0095,2015G400,32.1,17.7,21.2,26.7,15.3
603,T001038 ,15000,2018700,MOG0095,2017G400,32.2,18.0,21.6,26.8,15.0
604,T001038 ,15000,2018700,MOG0095,2019G400,31.9,18.1,21.8,26.4,14.9
605,T001038 ,15000,2018700,MOG0095,2021G400,31.9,17.6,21.8,,14.5
606,T001038 ,15000,2018700,MBG0095,2007G400,31.8,18.8,21.8,27.8,
607,T001038 ,15000,2018700,MBG0095,2011G400,32.4,18.6,22.3,27.9,
608,T001038 ,15000,2018700,MBG0095,2015G400,32.2,18.5,21.9,27.3,16.1
609,T001038 ,15000,2018700,MBG0095,2017G400,32.3,18.8,22.3,27.4,15.8
610,T001038 ,15000,2018700,MBG0095,2019G400,32.0,19.0,22.6,27.1,15.7
611,T001038 ,15000,2018700,MBG0095,2021G400,32.0,18.4,22.5,,15.3
612,T001038 ,15000,2018740,MW00000,2007G400,32.7,22.5,25.2,30.0,
613,T001038 ,15000,2018740,MW00000,2011G400,33.4,22.3,25.7,30.0,
614,T001038 ,15000,2018740,MW00000,2015G400,34.0,22.9,26.4,30.8,18.8
615,T001038 ,15000,2018740,MW00000,2017G400,33.9,23.1,27.0,30.7,18.4
616,T001038 ,15000,2018740,MW00000,2019G400,33.7,23.7,27.1,30.5,18.3
617,T001038 ,15000,2018740,MW00000,2021G400,33.9,22.8,26.9,,17.8
618,T001038 ,15000,2018740,MOG0095,2007G400,32.7,21.7,24.3,29.4,
619,T001038 ,15000,2018740,MOG0095,2011G400,33.3,21.8,25.2,29.7,
620,T001038 ,15000,2018740,MOG0095,2015G400,34.0,22.4,26.0,30.5,18.3
621,T001038 ,15000,2018740,MOG0095,2017G400,33.9,22.6,26.6,30.5,18.0
622,T001038 ,15000,2018740,MOG0095,2019G400,33.7,23.2,26.7,30.2,17.8
623,T001038 ,15000,2018740,MOG0095,2021G400,33.8,22.3,26.5,,17.4
624,T001038 ,15000,2018740,MBG0095,2007G400,32.8,23.3,26.1,30.6,
625,T001038 ,15000,2018740,MBG0095,2011G400,33.4,22.7,26.1,30.4,
626,T001038 ,15000,2018740,MBG0095,2015G400,34.1,23.4,26.9,31.1,19.3
627,T001038 ,15000,2018740,MBG0095,2017G400,33.9,23.5,27.4,31.0,18.9
628,T001038 ,15000,2018740,MBG0095,2019G400,33.7,24.1,27.5,30.8,18.7
629,T001038 ,15000,2018740,MBG0095,2021G400,33.9,23.2,27.2,,18.2
630,T001038 ,15000,2018790,MW00000,2007G400,34.2,27.3,27.6,32.1,
631,T001038 ,15000,2018790,MW00000,2011G400,34.6,25.6,28.6,32.2,
632,T001038 ,15000,2018790,MW00000,2015G400,35.3,26.0,29.7,32.4,21.7
633,T001038 ,15000,2018790,MW00000,2017G400,35.3,26.6,29.9,32.3,21.6
634,T001038 ,15000,2018790,MW00000,2019G400,35.2,26.1,29.9,32.0,20.8
635,T001038 ,15000,2018790,MW00000,2021G400,35.3,26.0,30.2,,20.4
