ID,Woningkenmerken,GebruiksOppervlakteklasse,BewonersklasseWoningen,Percentielen,Perioden,ElektriciteitsleveringenOpenbareNet_1
4096,ZW10300,T001116,A043072,A043067,2012JJ00,1596.0
4097,ZW10300,T001116,A043072,A043067,2013JJ00,1603.0
4098,ZW10300,T001116,A043072,A043067,2014JJ00,1560.0
4099,ZW10300,T001116,A043072,A043067,2015JJ00,1529.0
4100,ZW10300,T001116,A043072,A043067,2016JJ00,1514.0
4101,ZW10300,T001116,A043072,A043067,2017JJ00,1498.0
4102,ZW10300,T001116,A043072,A043067,2018JJ00,1481.0
4103,ZW10300,T001116,A043072,A043067,2019JJ00,1449.0
4104,ZW10300,T001116,A043072,A043068,2012JJ00,2106.0
4105,ZW10300,T001116,A043072,A043068,2013JJ00,2117.0
4106,ZW10300,T001116,A043072,A043068,2014JJ00,2057.0
4107,ZW10300,T001116,A043072,A043068,2015JJ00,2013.0
4108,ZW10300,T001116,A043072,A043068,2016JJ00,1996.0
4109,ZW10300,T001116,A043072,A043068,2017JJ00,1979.0
4110,ZW10300,T001116,A043072,A043068,2018JJ00,1959.0
4111,ZW10300,T001116,A043072,A043068,2019JJ00,1914.0
4112,ZW10300,T001116,A043072,A043069,2012JJ00,2790.0
4113,ZW10300,T001116,A043072,A043069,2013JJ00,2807.0
4114,ZW10300,T001116,A043072,A043069,2014JJ00,2722.0
4115,ZW10300,T001116,A043072,A043069,2015JJ00,2651.0
4116,ZW10300,T001116,A043072,A043069,2016JJ00,2636.0
4117,ZW10300,T001116,A043072,A043069,2017JJ00,2606.0
4118,ZW10300,T001116,A043072,A043069,2018JJ00,2593.0
4119,ZW10300,T001116,A043072,A043069,2019JJ00,2530.0
4120,ZW10300,T001116,A043072,A043070,2012JJ00,3980.0
4121,ZW10300,T001116,A043072,A043070,2013JJ00,4014.0
4122,ZW10300,T001116,A043072,A043070,2014JJ00,3882.0
4123,ZW10300,T001116,A043072,A043070,2015JJ00,3753.0
4124,ZW10300,T001116,A043072,A043070,2016JJ00,3744.0
4125,ZW10300,T001116,A043072,A043070,2017JJ00,3705.0
4126,ZW10300,T001116,A043072,A043070,2018JJ00,3725.0
4127,ZW10300,T001116,A043072,A043070,2019JJ00,3635.0
4128,ZW10300,T001116,A043073,A043830,2012JJ00,1758.7
4129,ZW10300,T001116,A043073,A043830,2013JJ00,1746.8
4130,ZW10300,T001116,A043073,A043830,2014JJ00,1686.3
4131,ZW10300,T001116,A043073,A043830,2015JJ00,1643.2
4132,ZW10300,T001116,A043073,A043830,2016JJ00,1614.4
4133,ZW10300,T001116,A043073,A043830,2017JJ00,1582.5
4134,ZW10300,T001116,A043073,A043830,2018JJ00,1554.0
4135,ZW10300,T001116,A043073,A043830,2019JJ00,1517.5
4136,ZW10300,T001116,A043073,A043066,2012JJ00,981.5
4137,ZW10300,T001116,A043073,A043066,2013JJ00,965.0
4138,ZW10300,T001116,A043073,A043066,2014JJ00,929.0
4139,ZW10300,T001116,A043073,A043066,2015JJ00,901.0
4140,ZW10300,T001116,A043073,A043066,2016JJ00,866.0
4141,ZW10300,T001116,A043073,A043066,2017JJ00,837.0
4142,ZW10300,T001116,A043073,A043066,2018JJ00,797.0
4143,ZW10300,T001116,A043073,A043066,2019JJ00,824.0
4144,ZW10300,T001116,A043073,A043067,2012JJ00,1333.5
4145,ZW10300,T001116,A043073,A043067,2013JJ00,1319.5
4146,ZW10300,T001116,A043073,A043067,2014JJ00,1272.5
4147,ZW10300,T001116,A043073,A043067,2015JJ00,1239.5
4148,ZW10300,T001116,A043073,A043067,2016JJ00,1211.0
4149,ZW10300,T001116,A043073,A043067,2017JJ00,1185.5
4150,ZW10300,T001116,A043073,A043067,2018JJ00,1154.0
4151,ZW10300,T001116,A043073,A043067,2019JJ00,1131.5
4152,ZW10300,T001116,A043073,A043068,2012JJ00,1679.5
4153,ZW10300,T001116,A043073,A043068,2013JJ00,1667.5
4154,ZW10300,T001116,A043073,A043068,2014JJ00,1610.5
4155,ZW10300,T001116,A043073,A043068,2015JJ00,1571.5
4156,ZW10300,T001116,A043073,A043068,2016JJ00,1542.0
4157,ZW10300,T001116,A043073,A043068,2017JJ00,1512.0
4158,ZW10300,T001116,A043073,A043068,2018JJ00,1480.0
4159,ZW10300,T001116,A043073,A043068,2019JJ00,1438.5
4160,ZW10300,T001116,A043073,A043069,2012JJ00,2102.0
4161,ZW10300,T001116,A043073,A043069,2013JJ00,2092.5
4162,ZW10300,T001116,A043073,A043069,2014JJ00,2020.0
4163,ZW10300,T001116,A043073,A043069,2015JJ00,1971.5
4164,ZW10300,T001116,A043073,A043069,2016JJ00,1942.5
4165,ZW10300,T001116,A043073,A043069,2017JJ00,1907.0
4166,ZW10300,T001116,A043073,A043069,2018JJ00,1879.0
4167,ZW10300,T001116,A043073,A043069,2019JJ00,1820.5
4168,ZW10300,T001116,A043073,A043070,2012JJ00,2800.5
4169,ZW10300,T001116,A043073,A043070,2013JJ00,2794.0
4170,ZW10300,T001116,A043073,A043070,2014JJ00,2694.5
4171,ZW10300,T001116,A043073,A043070,2015JJ00,2626.5
4172,ZW10300,T001116,A043073,A043070,2016JJ00,2598.5
4173,ZW10300,T001116,A043073,A043070,2017JJ00,2557.5
4174,ZW10300,T001116,A043073,A043070,2018JJ00,2545.0
4175,ZW10300,T001116,A043073,A043070,2019JJ00,2466.0
4176,ZW10300,T001116,A043074,A043830,2012JJ00,1456.5
4177,ZW10300,T001116,A043074,A043830,2013JJ00,1438.1
4178,ZW10300,T001116,A043074,A043830,2014JJ00,1385.0
4179,ZW10300,T001116,A043074,A043830,2015JJ00,1348.9
4180,ZW10300,T001116,A043074,A043830,2016JJ00,1322.4
4181,ZW10300,T001116,A043074,A043830,2017JJ00,1288.1
4182,ZW10300,T001116,A043074,A043830,2018JJ00,1264.0
4183,ZW10300,T001116,A043074,A043830,2019JJ00,1230.3
4184,ZW10300,T001116,A043074,A043066,2012JJ00,865.7
4185,ZW10300,T001116,A043074,A043066,2013JJ00,833.3
4186,ZW10300,T001116,A043074,A043066,2014JJ00,799.0
4187,ZW10300,T001116,A043074,A043066,2015JJ00,772.0
4188,ZW10300,T001116,A043074,A043066,2016JJ00,740.7
4189,ZW10300,T001116,A043074,A043066,2017JJ00,709.3
4190,ZW10300,T001116,A043074,A043066,2018JJ00,674.0
4191,ZW10300,T001116,A043074,A043066,2019JJ00,684.7
4192,ZW10300,T001116,A043074,A043067,2012JJ00,1140.3
4193,ZW10300,T001116,A043074,A043067,2013JJ00,1119.0
4194,ZW10300,T001116,A043074,A043067,2014JJ00,1073.3
4195,ZW10300,T001116,A043074,A043067,2015JJ00,1044.0
4196,ZW10300,T001116,A043074,A043067,2016JJ00,1018.0
4197,ZW10300,T001116,A043074,A043067,2017JJ00,985.7
4198,ZW10300,T001116,A043074,A043067,2018JJ00,958.0
4199,ZW10300,T001116,A043074,A043067,2019JJ00,932.3
4200,ZW10300,T001116,A043074,A043068,2012JJ00,1405.7
4201,ZW10300,T001116,A043074,A043068,2013JJ00,1387.7
4202,ZW10300,T001116,A043074,A043068,2014JJ00,1333.7
4203,ZW10300,T001116,A043074,A043068,2015JJ00,1298.7
4204,ZW10300,T001116,A043074,A043068,2016JJ00,1274.3
4205,ZW10300,T001116,A043074,A043068,2017JJ00,1239.3
4206,ZW10300,T001116,A043074,A043068,2018JJ00,1212.0
4207,ZW10300,T001116,A043074,A043068,2019JJ00,1174.0
4208,ZW10300,T001116,A043074,A043069,2012JJ00,1725.0
4209,ZW10300,T001116,A043074,A043069,2013JJ00,1708.3
4210,ZW10300,T001116,A043074,A043069,2014JJ00,1647.7
4211,ZW10300,T001116,A043074,A043069,2015JJ00,1605.0
4212,ZW10300,T001116,A043074,A043069,2016JJ00,1577.0
4213,ZW10300,T001116,A043074,A043069,2017JJ00,1543.0
4214,ZW10300,T001116,A043074,A043069,2018JJ00,1520.0
4215,ZW10300,T001116,A043074,A043069,2019JJ00,1471.3
4216,ZW10300,T001116,A043074,A043070,2012JJ00,2220.7
4217,ZW10300,T001116,A043074,A043070,2013JJ00,2211.7
4218,ZW10300,T001116,A043074,A043070,2014JJ00,2140.3
4219,ZW10300,T001116,A043074,A043070,2015JJ00,2092.7
4220,ZW10300,T001116,A043074,A043070,2016JJ00,2067.7
4221,ZW10300,T001116,A043074,A043070,2017JJ00,2031.0
4222,ZW10300,T001116,A043074,A043070,2018JJ00,2017.0
4223,ZW10300,T001116,A043074,A043070,2019JJ00,1966.0
4224,ZW10300,T001116,A043075,A043830,2012JJ00,1230.9
4225,ZW10300,T001116,A043075,A043830,2013JJ00,1208.9
4226,ZW10300,T001116,A043075,A043830,2014JJ00,1164.0
4227,ZW10300,T001116,A043075,A043830,2015JJ00,1133.3
4228,ZW10300,T001116,A043075,A043830,2016JJ00,1110.9
4229,ZW10300,T001116,A043075,A043830,2017JJ00,1084.0
4230,ZW10300,T001116,A043075,A043830,2018JJ00,1061.0
4231,ZW10300,T001116,A043075,A043830,2019JJ00,1032.9
4232,ZW10300,T001116,A043075,A043066,2012JJ00,780.8
4233,ZW10300,T001116,A043075,A043066,2013JJ00,751.5
4234,ZW10300,T001116,A043075,A043066,2014JJ00,715.6
4235,ZW10300,T001116,A043075,A043066,2015JJ00,688.5
4236,ZW10300,T001116,A043075,A043066,2016JJ00,656.5
4237,ZW10300,T001116,A043075,A043066,2017JJ00,627.3
4238,ZW10300,T001116,A043075,A043066,2018JJ00,597.0
4239,ZW10300,T001116,A043075,A043066,2019JJ00,604.0
4240,ZW10300,T001116,A043075,A043067,2012JJ00,992.8
4241,ZW10300,T001116,A043075,A043067,2013JJ00,972.3
4242,ZW10300,T001116,A043075,A043067,2014JJ00,932.3
4243,ZW10300,T001116,A043075,A043067,2015JJ00,903.0
4244,ZW10300,T001116,A043075,A043067,2016JJ00,879.8
4245,ZW10300,T001116,A043075,A043067,2017JJ00,854.8
4246,ZW10300,T001116,A043075,A043067,2018JJ00,830.0
4247,ZW10300,T001116,A043075,A043067,2019JJ00,805.8
4248,ZW10300,T001116,A043075,A043068,2012JJ00,1196.8
4249,ZW10300,T001116,A043075,A043068,2013JJ00,1175.5
4250,ZW10300,T001116,A043075,A043068,2014JJ00,1131.0
4251,ZW10300,T001116,A043075,A043068,2015JJ00,1100.8
4252,ZW10300,T001116,A043075,A043068,2016JJ00,1077.0
4253,ZW10300,T001116,A043075,A043068,2017JJ00,1051.0
4254,ZW10300,T001116,A043075,A043068,2018JJ00,1028.0
4255,ZW10300,T001116,A043075,A043068,2019JJ00,994.3
4256,ZW10300,T001116,A043075,A043069,2012JJ00,1438.5
4257,ZW10300,T001116,A043075,A043069,2013JJ00,1416.5
4258,ZW10300,T001116,A043075,A043069,2014JJ00,1364.0
4259,ZW10300,T001116,A043075,A043069,2015JJ00,1331.5
4260,ZW10300,T001116,A043075,A043069,2016JJ00,1311.5
4261,ZW10300,T001116,A043075,A043069,2017JJ00,1282.9
4262,ZW10300,T001116,A043075,A043069,2018JJ00,1261.0
4263,ZW10300,T001116,A043075,A043069,2019JJ00,1222.0
4264,ZW10300,T001116,A043075,A043070,2012JJ00,1796.8
4265,ZW10300,T001116,A043075,A043070,2013JJ00,1778.3
4266,ZW10300,T001116,A043075,A043070,2014JJ00,1722.6
4267,ZW10300,T001116,A043075,A043070,2015JJ00,1684.8
4268,ZW10300,T001116,A043075,A043070,2016JJ00,1668.8
4269,ZW10300,T001116,A043075,A043070,2017JJ00,1644.3
4270,ZW10300,T001116,A043075,A043070,2018JJ00,1634.0
4271,ZW10300,T001116,A043075,A043070,2019JJ00,1589.3
4272,ZW10300,T001116,A043076,A043830,2012JJ00,1037.5
4273,ZW10300,T001116,A043076,A043830,2013JJ00,1017.3
4274,ZW10300,T001116,A043076,A043830,2014JJ00,979.3
4275,ZW10300,T001116,A043076,A043830,2015JJ00,949.4
4276,ZW10300,T001116,A043076,A043830,2016JJ00,931.8
4277,ZW10300,T001116,A043076,A043830,2017JJ00,907.7
4278,ZW10300,T001116,A043076,A043830,2018JJ00,887.0
4279,ZW10300,T001116,A043076,A043830,2019JJ00,868.2
4280,ZW10300,T001116,A043076,A043066,2012JJ00,630.8
4281,ZW10300,T001116,A043076,A043066,2013JJ00,602.6
4282,ZW10300,T001116,A043076,A043066,2014JJ00,574.6
4283,ZW10300,T001116,A043076,A043066,2015JJ00,553.0
4284,ZW10300,T001116,A043076,A043066,2016JJ00,526.8
4285,ZW10300,T001116,A043076,A043066,2017JJ00,500.8
4286,ZW10300,T001116,A043076,A043066,2018JJ00,473.0
4287,ZW10300,T001116,A043076,A043066,2019JJ00,486.2
4288,ZW10300,T001116,A043076,A043067,2012JJ00,829.8
4289,ZW10300,T001116,A043076,A043067,2013JJ00,809.0
4290,ZW10300,T001116,A043076,A043067,2014JJ00,775.8
4291,ZW10300,T001116,A043076,A043067,2015JJ00,749.4
4292,ZW10300,T001116,A043076,A043067,2016JJ00,728.7
4293,ZW10300,T001116,A043076,A043067,2017JJ00,706.2
4294,ZW10300,T001116,A043076,A043067,2018JJ00,682.0
4295,ZW10300,T001116,A043076,A043067,2019JJ00,666.7
4296,ZW10300,T001116,A043076,A043068,2012JJ00,1014.4
4297,ZW10300,T001116,A043076,A043068,2013JJ00,995.6
4298,ZW10300,T001116,A043076,A043068,2014JJ00,956.0
4299,ZW10300,T001116,A043076,A043068,2015JJ00,924.7
4300,ZW10300,T001116,A043076,A043068,2016JJ00,908.8
4301,ZW10300,T001116,A043076,A043068,2017JJ00,882.0
4302,ZW10300,T001116,A043076,A043068,2018JJ00,862.0
4303,ZW10300,T001116,A043076,A043068,2019JJ00,838.0
4304,ZW10300,T001116,A043076,A043069,2012JJ00,1225.8
4305,ZW10300,T001116,A043076,A043069,2013JJ00,1205.4
4306,ZW10300,T001116,A043076,A043069,2014JJ00,1162.0
4307,ZW10300,T001116,A043076,A043069,2015JJ00,1127.8
4308,ZW10300,T001116,A043076,A043069,2016JJ00,1114.3
4309,ZW10300,T001116,A043076,A043069,2017JJ00,1088.8
4310,ZW10300,T001116,A043076,A043069,2018JJ00,1069.0
4311,ZW10300,T001116,A043076,A043069,2019JJ00,1038.6
4312,ZW10300,T001116,A043076,A043070,2012JJ00,1520.0
4313,ZW10300,T001116,A043076,A043070,2013JJ00,1504.6
4314,ZW10300,T001116,A043076,A043070,2014JJ00,1460.4
4315,ZW10300,T001116,A043076,A043070,2015JJ00,1423.6
4316,ZW10300,T001116,A043076,A043070,2016JJ00,1409.4
4317,ZW10300,T001116,A043076,A043070,2017JJ00,1391.0
4318,ZW10300,T001116,A043076,A043070,2018JJ00,1379.0
4319,ZW10300,T001116,A043076,A043070,2019JJ00,1356.4
4320,ZW10300,A025407,T001351,A043830,2012JJ00,1598.3
4321,ZW10300,A025407,T001351,A043830,2013JJ00,1615.3
4322,ZW10300,A025407,T001351,A043830,2014JJ00,1593.5
4323,ZW10300,A025407,T001351,A043830,2015JJ00,1542.4
4324,ZW10300,A025407,T001351,A043830,2016JJ00,1524.1
4325,ZW10300,A025407,T001351,A043830,2017JJ00,1503.6
4326,ZW10300,A025407,T001351,A043830,2018JJ00,1514.0
4327,ZW10300,A025407,T001351,A043830,2019JJ00,1460.1
4328,ZW10300,A025407,T001351,A043066,2012JJ00,739.5
4329,ZW10300,A025407,T001351,A043066,2013JJ00,719.1
4330,ZW10300,A025407,T001351,A043066,2014JJ00,698.0
4331,ZW10300,A025407,T001351,A043066,2015JJ00,683.5
4332,ZW10300,A025407,T001351,A043066,2016JJ00,617.0
4333,ZW10300,A025407,T001351,A043066,2017JJ00,635.5
4334,ZW10300,A025407,T001351,A043066,2018JJ00,587.0
4335,ZW10300,A025407,T001351,A043066,2019JJ00,580.0
4336,ZW10300,A025407,T001351,A043067,2012JJ00,1098.5
4337,ZW10300,A025407,T001351,A043067,2013JJ00,1077.0
4338,ZW10300,A025407,T001351,A043067,2014JJ00,1058.8
4339,ZW10300,A025407,T001351,A043067,2015JJ00,1022.0
4340,ZW10300,A025407,T001351,A043067,2016JJ00,984.0
4341,ZW10300,A025407,T001351,A043067,2017JJ00,984.3
4342,ZW10300,A025407,T001351,A043067,2018JJ00,948.0
4343,ZW10300,A025407,T001351,A043067,2019JJ00,921.9
4344,ZW10300,A025407,T001351,A043068,2012JJ00,1433.0
4345,ZW10300,A025407,T001351,A043068,2013JJ00,1449.8
4346,ZW10300,A025407,T001351,A043068,2014JJ00,1401.8
4347,ZW10300,A025407,T001351,A043068,2015JJ00,1407.3
4348,ZW10300,A025407,T001351,A043068,2016JJ00,1389.0
4349,ZW10300,A025407,T001351,A043068,2017JJ00,1351.7
4350,ZW10300,A025407,T001351,A043068,2018JJ00,1346.0
4351,ZW10300,A025407,T001351,A043068,2019JJ00,1294.5
4352,ZW10300,A025407,T001351,A043069,2012JJ00,1962.0
4353,ZW10300,A025407,T001351,A043069,2013JJ00,1980.5
4354,ZW10300,A025407,T001351,A043069,2014JJ00,1920.0
4355,ZW10300,A025407,T001351,A043069,2015JJ00,1900.0
4356,ZW10300,A025407,T001351,A043069,2016JJ00,1899.0
4357,ZW10300,A025407,T001351,A043069,2017JJ00,1893.5
4358,ZW10300,A025407,T001351,A043069,2018JJ00,1858.0
4359,ZW10300,A025407,T001351,A043069,2019JJ00,1797.0
4360,ZW10300,A025407,T001351,A043070,2012JJ00,2998.0
4361,ZW10300,A025407,T001351,A043070,2013JJ00,3099.5
4362,ZW10300,A025407,T001351,A043070,2014JJ00,3141.0
4363,ZW10300,A025407,T001351,A043070,2015JJ00,2836.0
4364,ZW10300,A025407,T001351,A043070,2016JJ00,2966.5
4365,ZW10300,A025407,T001351,A043070,2017JJ00,2901.5
4366,ZW10300,A025407,T001351,A043070,2018JJ00,3140.0
4367,ZW10300,A025407,T001351,A043070,2019JJ00,2935.0
4368,ZW10300,A025407,A043072,A043830,2012JJ00,1804.6
4369,ZW10300,A025407,A043072,A043830,2013JJ00,1843.3
4370,ZW10300,A025407,A043072,A043830,2014JJ00,1842.9
4371,ZW10300,A025407,A043072,A043830,2015JJ00,1789.6
4372,ZW10300,A025407,A043072,A043830,2016JJ00,1760.0
4373,ZW10300,A025407,A043072,A043830,2017JJ00,1707.9
4374,ZW10300,A025407,A043072,A043830,2018JJ00,1751.0
4375,ZW10300,A025407,A043072,A043830,2019JJ00,1675.6
4376,ZW10300,A025407,A043072,A043066,2012JJ00,748.0
4377,ZW10300,A025407,A043072,A043066,2013JJ00,730.0
4378,ZW10300,A025407,A043072,A043066,2014JJ00,745.0
4379,ZW10300,A025407,A043072,A043066,2015JJ00,771.0
4380,ZW10300,A025407,A043072,A043066,2016JJ00,705.0
4381,ZW10300,A025407,A043072,A043066,2017JJ00,687.0
4382,ZW10300,A025407,A043072,A043066,2018JJ00,649.0
4383,ZW10300,A025407,A043072,A043066,2019JJ00,666.0
4384,ZW10300,A025407,A043072,A043067,2012JJ00,1181.5
4385,ZW10300,A025407,A043072,A043067,2013JJ00,1163.0
4386,ZW10300,A025407,A043072,A043067,2014JJ00,1151.0
4387,ZW10300,A025407,A043072,A043067,2015JJ00,1191.0
4388,ZW10300,A025407,A043072,A043067,2016JJ00,1167.0
4389,ZW10300,A025407,A043072,A043067,2017JJ00,1114.0
4390,ZW10300,A025407,A043072,A043067,2018JJ00,1061.0
4391,ZW10300,A025407,A043072,A043067,2019JJ00,1072.0
4392,ZW10300,A025407,A043072,A043068,2012JJ00,1605.0
4393,ZW10300,A025407,A043072,A043068,2013JJ00,1655.0
4394,ZW10300,A025407,A043072,A043068,2014JJ00,1637.5
4395,ZW10300,A025407,A043072,A043068,2015JJ00,1640.0
4396,ZW10300,A025407,A043072,A043068,2016JJ00,1611.0
4397,ZW10300,A025407,A043072,A043068,2017JJ00,1547.0
4398,ZW10300,A025407,A043072,A043068,2018JJ00,1569.0
4399,ZW10300,A025407,A043072,A043068,2019JJ00,1485.0
4400,ZW10300,A025407,A043072,A043069,2012JJ00,2262.5
4401,ZW10300,A025407,A043072,A043069,2013JJ00,2310.0
4402,ZW10300,A025407,A043072,A043069,2014JJ00,2310.0
4403,ZW10300,A025407,A043072,A043069,2015JJ00,2267.0
4404,ZW10300,A025407,A043072,A043069,2016JJ00,2233.0
4405,ZW10300,A025407,A043072,A043069,2017JJ00,2169.0
4406,ZW10300,A025407,A043072,A043069,2018JJ00,2236.0
4407,ZW10300,A025407,A043072,A043069,2019JJ00,2094.0
4408,ZW10300,A025407,A043072,A043070,2012JJ00,3552.0
4409,ZW10300,A025407,A043072,A043070,2013JJ00,3774.0
4410,ZW10300,A025407,A043072,A043070,2014JJ00,3914.0
4411,ZW10300,A025407,A043072,A043070,2015JJ00,3477.0
4412,ZW10300,A025407,A043072,A043070,2016JJ00,3413.0
4413,ZW10300,A025407,A043072,A043070,2017JJ00,3284.0
4414,ZW10300,A025407,A043072,A043070,2018JJ00,3552.0
4415,ZW10300,A025407,A043072,A043070,2019JJ00,3407.0
4416,ZW10300,A025407,A043073,A043830,2012JJ00,1642.9
4417,ZW10300,A025407,A043073,A043830,2013JJ00,1655.1
4418,ZW10300,A025407,A043073,A043830,2014JJ00,1581.8
4419,ZW10300,A025407,A043073,A043830,2015JJ00,1503.9
4420,ZW10300,A025407,A043073,A043830,2016JJ00,1473.9
4421,ZW10300,A025407,A043073,A043830,2017JJ00,1488.1
4422,ZW10300,A025407,A043073,A043830,2018JJ00,1463.0
4423,ZW10300,A025407,A043073,A043830,2019JJ00,1408.9
4424,ZW10300,A025407,A043073,A043066,2012JJ00,773.0
4425,ZW10300,A025407,A043073,A043066,2013JJ00,766.0
4426,ZW10300,A025407,A043073,A043066,2014JJ00,768.0
4427,ZW10300,A025407,A043073,A043066,2015JJ00,765.0
4428,ZW10300,A025407,A043073,A043066,2016JJ00,663.0
4429,ZW10300,A025407,A043073,A043066,2017JJ00,648.5
4430,ZW10300,A025407,A043073,A043066,2018JJ00,549.0
4431,ZW10300,A025407,A043073,A043066,2019JJ00,616.5
4432,ZW10300,A025407,A043073,A043067,2012JJ00,1174.5
4433,ZW10300,A025407,A043073,A043067,2013JJ00,1205.0
4434,ZW10300,A025407,A043073,A043067,2014JJ00,1119.5
4435,ZW10300,A025407,A043073,A043067,2015JJ00,1072.8
4436,ZW10300,A025407,A043073,A043067,2016JJ00,1049.0
4437,ZW10300,A025407,A043073,A043067,2017JJ00,1041.5
4438,ZW10300,A025407,A043073,A043067,2018JJ00,998.0
4439,ZW10300,A025407,A043073,A043067,2019JJ00,954.5
4440,ZW10300,A025407,A043073,A043068,2012JJ00,1553.5
4441,ZW10300,A025407,A043073,A043068,2013JJ00,1562.5
4442,ZW10300,A025407,A043073,A043068,2014JJ00,1487.5
4443,ZW10300,A025407,A043073,A043068,2015JJ00,1428.5
4444,ZW10300,A025407,A043073,A043068,2016JJ00,1397.5
4445,ZW10300,A025407,A043073,A043068,2017JJ00,1385.5
4446,ZW10300,A025407,A043073,A043068,2018JJ00,1365.0
4447,ZW10300,A025407,A043073,A043068,2019JJ00,1277.0
4448,ZW10300,A025407,A043073,A043069,2012JJ00,2011.5
4449,ZW10300,A025407,A043073,A043069,2013JJ00,2045.5
4450,ZW10300,A025407,A043073,A043069,2014JJ00,1913.5
4451,ZW10300,A025407,A043073,A043069,2015JJ00,1805.3
4452,ZW10300,A025407,A043073,A043069,2016JJ00,1770.0
4453,ZW10300,A025407,A043073,A043069,2017JJ00,1833.5
4454,ZW10300,A025407,A043073,A043069,2018JJ00,1822.0
4455,ZW10300,A025407,A043073,A043069,2019JJ00,1752.0
4456,ZW10300,A025407,A043073,A043070,2012JJ00,2830.5
4457,ZW10300,A025407,A043073,A043070,2013JJ00,2850.5
4458,ZW10300,A025407,A043073,A043070,2014JJ00,2817.0
4459,ZW10300,A025407,A043073,A043070,2015JJ00,2614.5
4460,ZW10300,A025407,A043073,A043070,2016JJ00,2708.0
4461,ZW10300,A025407,A043073,A043070,2017JJ00,2717.0
4462,ZW10300,A025407,A043073,A043070,2018JJ00,2778.0
4463,ZW10300,A025407,A043073,A043070,2019JJ00,2616.5
4464,ZW10300,A025407,A043074,A043830,2012JJ00,1380.4
4465,ZW10300,A025407,A043074,A043830,2013JJ00,1347.9
4466,ZW10300,A025407,A043074,A043830,2014JJ00,1262.3
4467,ZW10300,A025407,A043074,A043830,2015JJ00,1273.2
4468,ZW10300,A025407,A043074,A043830,2016JJ00,1224.4
4469,ZW10300,A025407,A043074,A043830,2017JJ00,1172.2
4470,ZW10300,A025407,A043074,A043830,2018JJ00,1124.0
4471,ZW10300,A025407,A043074,A043830,2019JJ00,1128.2
4472,ZW10300,A025407,A043074,A043066,2012JJ00,756.7
4473,ZW10300,A025407,A043074,A043066,2013JJ00,740.3
4474,ZW10300,A025407,A043074,A043066,2014JJ00,669.7
4475,ZW10300,A025407,A043074,A043066,2015JJ00,609.7
4476,ZW10300,A025407,A043074,A043066,2016JJ00,577.0
4477,ZW10300,A025407,A043074,A043066,2017JJ00,609.0
4478,ZW10300,A025407,A043074,A043066,2018JJ00,544.0
4479,ZW10300,A025407,A043074,A043066,2019JJ00,524.0
4480,ZW10300,A025407,A043074,A043067,2012JJ00,1055.0
4481,ZW10300,A025407,A043074,A043067,2013JJ00,1058.7
4482,ZW10300,A025407,A043074,A043067,2014JJ00,956.2
4483,ZW10300,A025407,A043074,A043067,2015JJ00,929.0
4484,ZW10300,A025407,A043074,A043067,2016JJ00,870.0
4485,ZW10300,A025407,A043074,A043067,2017JJ00,886.3
4486,ZW10300,A025407,A043074,A043067,2018JJ00,778.0
4487,ZW10300,A025407,A043074,A043067,2019JJ00,796.0
4488,ZW10300,A025407,A043074,A043068,2012JJ00,1339.8
4489,ZW10300,A025407,A043074,A043068,2013JJ00,1359.7
4490,ZW10300,A025407,A043074,A043068,2014JJ00,1205.2
4491,ZW10300,A025407,A043074,A043068,2015JJ00,1222.7
4492,ZW10300,A025407,A043074,A043068,2016JJ00,1159.3
4493,ZW10300,A025407,A043074,A043068,2017JJ00,1151.7
4494,ZW10300,A025407,A043074,A043068,2018JJ00,1079.0
4495,ZW10300,A025407,A043074,A043068,2019JJ00,1038.7
4496,ZW10300,A025407,A043074,A043069,2012JJ00,1669.3
4497,ZW10300,A025407,A043074,A043069,2013JJ00,1628.7
4498,ZW10300,A025407,A043074,A043069,2014JJ00,1548.8
4499,ZW10300,A025407,A043074,A043069,2015JJ00,1529.0
4500,ZW10300,A025407,A043074,A043069,2016JJ00,1506.3
4501,ZW10300,A025407,A043074,A043069,2017JJ00,1427.0
4502,ZW10300,A025407,A043074,A043069,2018JJ00,1381.0
4503,ZW10300,A025407,A043074,A043069,2019JJ00,1392.3
4504,ZW10300,A025407,A043074,A043070,2012JJ00,2190.7
4505,ZW10300,A025407,A043074,A043070,2013JJ00,2035.7
4506,ZW10300,A025407,A043074,A043070,2014JJ00,2048.3
4507,ZW10300,A025407,A043074,A043070,2015JJ00,2214.7
4508,ZW10300,A025407,A043074,A043070,2016JJ00,2077.7
4509,ZW10300,A025407,A043074,A043070,2017JJ00,1847.0
4510,ZW10300,A025407,A043074,A043070,2018JJ00,1885.0
4511,ZW10300,A025407,A043074,A043070,2019JJ00,2068.3
4512,ZW10300,A025407,A043075,A043830,2012JJ00,1225.8
4513,ZW10300,A025407,A043075,A043830,2013JJ00,1207.8
4514,ZW10300,A025407,A043075,A043830,2014JJ00,1168.4
4515,ZW10300,A025407,A043075,A043830,2015JJ00,1120.4
4516,ZW10300,A025407,A043075,A043830,2016JJ00,1037.5
4517,ZW10300,A025407,A043075,A043830,2017JJ00,1031.8
4518,ZW10300,A025407,A043075,A043830,2018JJ00,1076.0
4519,ZW10300,A025407,A043075,A043830,2019JJ00,1068.2
4520,ZW10300,A025407,A043075,A043066,2012JJ00,697.5
