ID,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromOtherSources_3,ImportsOfGaseousNaturalGasTotal_4,ImportsViaNorway_5,ImportsViaGermany_6,ImportsViaBelgium_7,ImportsViaUnitedKingdom_8,ImportsViaDenmark_9,ImportsOfLNGTotal_10,ImportsViaTheUnitedStates_11,ImportsViaNorway_12,ImportsViaRussia_13,ImportsViaAfrica_14,ImportsViaAsia_15,ImportsViaAmericaExcludingUS_16,ImportsViaOtherUnknown_17,ExportsOfGaseousNaturalGasTotal_18,ExportsToNorway_19,ExportsToGermany_20,ExportsToBelgium_21,ExportsToUnitedKingdom_22,ExportsToDenmark_23,ExportsOfLiquefiedNaturalGasLNG_24,Bunkers_25,StockChange_26,TotalConsumption_27,TotalViaTheMainGrid_28,ElectricityPowerPlants_29,OtherConsumers_30,ViaRegionalGrids_31,ConsumptionByProductionAndTransport_32,ClosingStock_33,ClosingStockGaseousGas_34,ClosingStockLiquefiedNaturalGas_35,Flaring_36,StorageCapacityTotal_37,StorageCapacityGaseousGas_38,StorageCapacityLiquefiedNaturalGas_39
303,1996MM01,6756,12374,1.0,575.0,,,,,,,,,,,,,,6199.0,,,,,,,,5.0,6756.0,2004.0,675.0,1329.0,4656.0,96.0,,,,23.0,,,
304,1996MM02,6217,11885,1.0,412.0,,,,,,,,,,,,,,6082.0,,,,,,,,1.0,6217.0,1950.0,701.0,1249.0,4179.0,88.0,,,,24.0,,,
305,1996MM03,5547,11137,1.0,378.0,,,,,,,,,,,,,,5973.0,,,,,,,,4.0,5547.0,1975.0,701.0,1274.0,3478.0,94.0,,,,24.0,,,
306,1996KW01,18520,35396,3.0,1365.0,,,,,,,,,,,,,,18254.0,,,,,,,,10.0,18520.0,5929.0,2077.0,3852.0,12313.0,278.0,,,,71.0,,,
307,1996MM04,3541,6811,1.0,338.0,,,,,,,,,,,,,,3606.0,,,,,,,,-3.0,3541.0,1681.0,588.0,1093.0,1793.0,67.0,,,,18.0,,,
308,1996MM05,3284,5778,1.0,340.0,,,,,,,,,,,,,,2828.0,,,,,,,,-7.0,3284.0,1623.0,577.0,1046.0,1600.0,61.0,,,,16.0,,,
309,1996MM06,2434,4168,1.0,391.0,,,,,,,,,,,,,,2125.0,,,,,,,,-1.0,2434.0,1555.0,545.0,1010.0,824.0,55.0,,,,14.0,,,
310,1996KW02,9259,16757,3.0,1069.0,,,,,,,,,,,,,,8559.0,,,,,,,,-11.0,9259.0,4859.0,1710.0,3149.0,4217.0,183.0,,,,48.0,,,
311,1996MM07,2366,3939,1.0,403.0,,,,,,,,,,,,,,1980.0,,,,,,,,3.0,2366.0,1591.0,516.0,1075.0,724.0,51.0,,,,15.0,,,
312,1996MM08,2365,3732,1.0,386.0,,,,,,,,,,,,,,1759.0,,,,,,,,5.0,2365.0,1620.0,572.0,1048.0,706.0,39.0,,,,14.0,,,
313,1996MM09,2932,4695,1.0,455.0,,,,,,,,,,,,,,2212.0,,,,,,,,-7.0,2932.0,1732.0,608.0,1124.0,1151.0,49.0,,,,16.0,,,
314,1996KW03,7663,12366,3.0,1244.0,,,,,,,,,,,,,,5951.0,,,,,,,,1.0,7663.0,4943.0,1696.0,3247.0,2581.0,139.0,,,,45.0,,,
315,1996MM10,3635,6447,1.0,578.0,,,,,,,,,,,,,,3387.0,,,,,,,,-4.0,3635.0,1903.0,691.0,1212.0,1675.0,57.0,,,,17.0,,,
316,1996MM11,4793,8487,1.0,571.0,,,,,,,,,,,,,,4268.0,,,,,,,,2.0,4793.0,1926.0,608.0,1318.0,2795.0,72.0,,,,24.0,,,
317,1996MM12,6412,11667,1.0,570.0,,,,,,,,,,,,,,5836.0,,,,,,,,10.0,6412.0,2107.0,753.0,1354.0,4208.0,97.0,,,,25.0,,,
318,1996KW04,14840,26601,3.0,1719.0,,,,,,,,,,,,,,13491.0,,,,,,,,8.0,14840.0,5936.0,2052.0,3884.0,8678.0,226.0,,,,66.0,,,
319,1997MM01,7079,12758,1.0,599.0,,,,,,,,,,,,,,6269.0,,,,,,,,-10.0,7079.0,2233.0,844.0,1389.0,4735.0,111.0,,,,12.0,,,
320,1997MM02,4669,8548,1.0,486.0,,,,,,,,,,,,,,4367.0,,,,,,,,1.0,4669.0,1710.0,566.0,1144.0,2881.0,78.0,,,,14.0,,,
321,1997MM03,4189,7234,1.0,540.0,,,,,,,,,,,,,,3587.0,,,,,,,,1.0,4189.0,1761.0,573.0,1188.0,2354.0,74.0,,,,10.0,,,
322,1997KW01,15937,28540,3.0,1625.0,,,,,,,,,,,,,,14223.0,,,,,,,,-8.0,15937.0,5704.0,1983.0,3721.0,9970.0,263.0,,,,36.0,,,
323,1997MM04,3853,6873,1.0,511.0,,,,,,,,,,,,,,3526.0,,,,,,,,-6.0,3853.0,1729.0,594.0,1135.0,2056.0,68.0,,,,8.0,,,
324,1997MM05,3049,4654,1.0,611.0,,,,,,,,,,,,,,2220.0,,,,,,,,3.0,3049.0,1731.0,568.0,1163.0,1261.0,57.0,,,,8.0,,,
325,1997MM06,2555,3989,1.0,535.0,,,,,,,,,,,,,,1968.0,,,,,,,,-2.0,2555.0,1714.0,608.0,1106.0,777.0,64.0,,,,9.0,,,
326,1997KW02,9457,15516,3.0,1657.0,,,,,,,,,,,,,,7714.0,,,,,,,,-5.0,9457.0,5174.0,1770.0,3404.0,4094.0,189.0,,,,25.0,,,
327,1997MM07,2558,3760,1.0,604.0,,,,,,,,,,,,,,1807.0,,,,,,,,0.0,2558.0,1810.0,652.0,1158.0,689.0,59.0,,,,11.0,,,
328,1997MM08,2462,3582,1.0,495.0,,,,,,,,,,,,,,1621.0,,,,,,,,5.0,2462.0,1819.0,677.0,1142.0,580.0,63.0,,,,11.0,,,
329,1997MM09,2813,4305,1.0,482.0,,,,,,,,,,,,,,1973.0,,,,,,,,-2.0,2813.0,1877.0,656.0,1221.0,881.0,55.0,,,,9.0,,,
330,1997KW03,7833,11647,3.0,1581.0,,,,,,,,,,,,,,5401.0,,,,,,,,3.0,7833.0,5506.0,1985.0,3521.0,2150.0,177.0,,,,31.0,,,
331,1997MM10,4007,6359,1.0,691.0,,,,,,,,,,,,,,3042.0,,,,,,,,-2.0,4007.0,2016.0,639.0,1377.0,1917.0,74.0,,,,9.0,,,
332,1997MM11,4678,8761,1.0,662.0,,,,,,,,,,,,,,4748.0,,,,,,,,2.0,4678.0,1946.0,619.0,1327.0,2645.0,87.0,,,,9.0,,,
333,1997MM12,5393,9879,1.0,627.0,,,,,,,,,,,,,,5109.0,,,,,,,,-5.0,5393.0,1989.0,570.0,1419.0,3311.0,93.0,,,,26.0,,,
334,1997KW04,14078,24999,3.0,1980.0,,,,,,,,,,,,,,12899.0,,,,,,,,-5.0,14078.0,5951.0,1828.0,4123.0,7873.0,254.0,,,,44.0,,,
335,1998MM01,5640,9915,1.0,651.0,,,,,,,,,,,,,,4945.0,,,,,,,,18.0,5640.0,2025.0,630.0,1395.0,3521.0,94.0,,,,10.0,,,
336,1998MM02,4564,7745,1.0,583.0,,,,,,,,,,,,,,3759.0,,,,,,,,-6.0,4564.0,1781.0,537.0,1244.0,2695.0,88.0,,,,9.0,,,
337,1998MM03,4686,7519,1.0,660.0,,,,,,,,,,,,,,3498.0,,,,,,,,4.0,4686.0,1897.0,605.0,1292.0,2690.0,99.0,,,,10.0,,,
338,1998KW01,14890,25179,3.0,1894.0,,,,,,,,,,,,,,12202.0,,,,,,,,16.0,14890.0,5703.0,1772.0,3931.0,8906.0,281.0,,,,29.0,,,
339,1998MM04,3758,5666,1.0,576.0,,,,,,,,,,,,,,2484.0,,,,,,,,-1.0,3758.0,1751.0,553.0,1198.0,1914.0,93.0,,,,9.0,,,
340,1998MM05,2876,4178,1.0,643.0,,,,,,,,,,,,,,1938.0,,,,,,,,-8.0,2876.0,1745.0,549.0,1196.0,1047.0,84.0,,,,25.0,,,
341,1998MM06,2518,3496,1.0,489.0,,,,,,,,,,,,,,1467.0,,,,,,,,-1.0,2518.0,1630.0,573.0,1057.0,814.0,74.0,,,,11.0,,,
342,1998KW02,9152,13340,3.0,1708.0,,,,,,,,,,,,,,5889.0,,,,,,,,-10.0,9152.0,5126.0,1675.0,3451.0,3775.0,251.0,,,,45.0,,,
343,1998MM07,2543,3579,1.0,574.0,,,,,,,,,,,,,,1614.0,,,,,,,,3.0,2543.0,1688.0,595.0,1093.0,778.0,77.0,,,,7.0,,,
344,1998MM08,2472,3700,1.0,346.0,,,,,,,,,,,,,,1568.0,,,,,,,,-7.0,2472.0,1651.0,473.0,1178.0,746.0,75.0,,,,7.0,,,
345,1998MM09,2821,4244,1.0,472.0,,,,,,,,,,,,,,1896.0,,,,,,,,0.0,2821.0,1751.0,562.0,1189.0,1001.0,69.0,,,,8.0,,,
346,1998KW03,7836,11523,3.0,1392.0,,,,,,,,,,,,,,5078.0,,,,,,,,-4.0,7836.0,5090.0,1630.0,3460.0,2525.0,221.0,,,,22.0,,,
347,1998MM10,4132,6811,1.0,592.0,,,,,,,,,,,,,,3266.0,,,,,,,,-6.0,4132.0,1908.0,620.0,1288.0,2119.0,105.0,,,,8.0,,,
348,1998MM11,5379,10000,1.0,614.0,,,,,,,,,,,,,,5247.0,,,,,,,,11.0,5379.0,2032.0,694.0,1338.0,3236.0,111.0,,,,12.0,,,
349,1998MM12,5612,10126,1.0,631.0,,,,,,,,,,,,,,5159.0,,,,,,,,13.0,5612.0,2050.0,721.0,1329.0,3457.0,105.0,,,,10.0,,,
350,1998KW04,15123,26937,3.0,1837.0,,,,,,,,,,,,,,13672.0,,,,,,,,18.0,15123.0,5990.0,2035.0,3955.0,8812.0,321.0,,,,30.0,,,
351,1999MM01,5282,9205,2.0,789.0,,,,,,,,,,,,,,4730.0,,,,,,,,16.0,5282.0,1836.0,584.0,1252.0,3347.0,99.0,,,,11.0,,,
352,1999MM02,5262,8966,2.0,760.0,,,,,,,,,,,,,,4467.0,,,,,,,,1.0,5262.0,1771.0,548.0,1223.0,3404.0,87.0,,,,12.0,,,
353,1999MM03,4669,7786,2.0,830.0,,,,,,,,,,,,,,3952.0,,,,,,,,3.0,4669.0,1886.0,574.0,1312.0,2690.0,93.0,,,,10.0,,,
354,1999KW01,15213,25957,6.0,2379.0,,,,,,,,,,,,,,13149.0,,,,,,,,20.0,15213.0,5493.0,1706.0,3787.0,9441.0,279.0,,,,33.0,,,
355,1999MM04,3515,5690,2.0,740.0,,,,,,,,,,,,,,2923.0,,,,,,,,6.0,3515.0,1627.0,457.0,1170.0,1809.0,79.0,,,,7.0,,,
356,1999MM05,2833,3739,2.0,972.0,,,,,,,,,,,,,,1877.0,,,,,,,,-3.0,2833.0,1710.0,445.0,1265.0,1051.0,72.0,,,,11.0,,,
357,1999MM06,2715,3715,2.0,861.0,,,,,,,,,,,,,,1863.0,,,,,,,,0.0,2715.0,1785.0,509.0,1276.0,858.0,72.0,,,,10.0,,,
358,1999KW02,9063,13144,6.0,2573.0,,,,,,,,,,,,,,6663.0,,,,,,,,3.0,9063.0,5122.0,1411.0,3711.0,3718.0,223.0,,,,28.0,,,
359,1999MM07,2574,3251,2.0,1027.0,,,,,,,,,,,,,,1707.0,,,,,,,,1.0,2574.0,1830.0,553.0,1277.0,684.0,60.0,,,,9.0,,,
360,1999MM08,2423,3313,2.0,728.0,,,,,,,,,,,,,,1619.0,,,,,,,,-1.0,2423.0,1620.0,498.0,1122.0,736.0,67.0,,,,8.0,,,
361,1999MM09,2598,3356,2.0,754.0,,,,,,,,,,,,,,1520.0,,,,,,,,6.0,2598.0,1758.0,524.0,1234.0,779.0,61.0,,,,10.0,,,
362,1999KW03,7595,9920,6.0,2509.0,,,,,,,,,,,,,,4846.0,,,,,,,,6.0,7595.0,5208.0,1575.0,3633.0,2199.0,188.0,,,,27.0,,,
363,1999MM10,3782,5242,2.0,987.0,,,,,,,,,,,,,,2442.0,,,,,,,,-7.0,3782.0,1841.0,503.0,1338.0,1872.0,69.0,,,,7.0,,,
364,1999MM11,4619,7633,2.0,891.0,,,,,,,,,,,,,,3906.0,,,,,,,,-1.0,4619.0,1826.0,577.0,1249.0,2704.0,89.0,,,,13.0,,,
365,1999MM12,5495,9686,2.0,914.0,,,,,,,,,,,,,,5096.0,,,,,,,,-11.0,5495.0,1911.0,584.0,1327.0,3475.0,109.0,,,,12.0,,,
366,1999KW04,13896,22561,6.0,2792.0,,,,,,,,,,,,,,11444.0,,,,,,,,-19.0,13896.0,5578.0,1664.0,3914.0,8051.0,267.0,,,,32.0,,,
367,2000MM01,5567,9687,2.0,1259.0,,,,,,,,,,,,,,5402.0,,,,,,,,21.0,5567.0,1862.0,594.0,1268.0,3600.0,105.0,,,,12.0,,,
368,2000MM02,4903,8433,2.0,1230.0,,,,,,,,,,,,,,4780.0,,,,,,,,18.0,4903.0,1865.0,570.0,1295.0,2935.0,103.0,,,,10.0,,,
369,2000MM03,4693,8049,2.0,1335.0,,,,,,,,,,,,,,4712.0,,,,,,,,19.0,4693.0,1870.0,560.0,1310.0,2733.0,90.0,,,,10.0,,,
370,2000KW01,15163,26169,6.0,3824.0,,,,,,,,,,,,,,14894.0,,,,,,,,58.0,15163.0,5597.0,1724.0,3873.0,9268.0,298.0,,,,32.0,,,
371,2000MM04,3549,5526,2.0,1326.0,,,,,,,,,,,,,,3180.0,,,,,,,,-125.0,3549.0,1670.0,490.0,1180.0,1802.0,77.0,,,,10.0,,,
372,2000MM05,2913,4260,2.0,1346.0,,,,,,,,,,,,,,2561.0,,,,,,,,-134.0,2913.0,1801.0,529.0,1272.0,1042.0,70.0,,,,10.0,,,
373,2000MM06,2726,3599,2.0,1236.0,,,,,,,,,,,,,,1976.0,,,,,,,,-135.0,2726.0,1822.0,484.0,1338.0,842.0,62.0,,,,10.0,,,
374,2000KW02,9188,13385,6.0,3908.0,,,,,,,,,,,,,,7717.0,,,,,,,,-394.0,9188.0,5293.0,1503.0,3790.0,3686.0,209.0,,,,30.0,,,
375,2000MM07,2627,3724,2.0,1203.0,,,,,,,,,,,,,,2160.0,,,,,,,,-142.0,2627.0,1707.0,445.0,1262.0,858.0,62.0,,,,11.0,,,
376,2000MM08,2425,2931,2.0,1356.0,,,,,,,,,,,,,,1728.0,,,,,,,,-136.0,2425.0,1674.0,438.0,1236.0,692.0,59.0,,,,10.0,,,
377,2000MM09,2633,3077,2.0,1348.0,,,,,,,,,,,,,,1656.0,,,,,,,,-138.0,2633.0,1726.0,473.0,1253.0,854.0,53.0,,,,9.0,,,
378,2000KW03,7685,9732,6.0,3907.0,,,,,,,,,,,,,,5544.0,,,,,,,,-416.0,7685.0,5107.0,1356.0,3751.0,2404.0,174.0,,,,30.0,,,
379,2000MM10,3784,4980,2.0,1387.0,,,,,,,,,,,,,,2571.0,,,,,,,,-14.0,3784.0,1866.0,487.0,1379.0,1852.0,66.0,,,,12.0,,,
380,2000MM11,4734,7158,2.0,1587.0,,,,,,,,,,,,,,4008.0,,,,,,,,-5.0,4734.0,1976.0,547.0,1429.0,2682.0,76.0,,,,13.0,,,
381,2000MM12,5689,8372,2.0,1887.0,,,,,,,,,,,,,,4595.0,,,,,,,,23.0,5689.0,2165.0,625.0,1540.0,3452.0,72.0,,,,11.0,,,
382,2000KW04,14207,20510,6.0,4861.0,,,,,,,,,,,,,,11174.0,,,,,,,,4.0,14207.0,6007.0,1659.0,4348.0,7986.0,214.0,,,,36.0,,,
383,2001MM01,5898,9968,1.0,1660.0,,,,,,,,,,,,,,6002.0,,,,,,,,271.0,5898.0,1934.0,650.0,1284.0,3880.0,84.0,,,,12.0,,,
384,2001MM02,5110,7689,1.0,1557.0,,,,,,,,,,,,,,4407.0,,,,,,,,270.0,5110.0,2004.0,540.0,1464.0,3025.0,81.0,,,,10.0,,,
385,2001MM03,5191,8010,1.0,1720.0,,,,,,,,,,,,,,4815.0,,,,,,,,275.0,5191.0,1926.0,622.0,1304.0,3186.0,79.0,,,,10.0,,,
386,2001KW01,16199,25667,3.0,4937.0,,,,,,,,,,,,,,15224.0,,,,,,,,816.0,16199.0,5864.0,1812.0,4052.0,10091.0,244.0,,,,32.0,,,
387,2001MM04,3867,6722,1.0,1696.0,,,,,,,,,,,,,,4460.0,,,,,,,,-92.0,3867.0,1599.0,514.0,1085.0,2201.0,67.0,,,,10.0,,,
388,2001MM05,3095,4740,1.0,1700.0,,,,,,,,,,,,,,3244.0,,,,,,,,-102.0,3095.0,1682.0,585.0,1097.0,1351.0,62.0,,,,10.0,,,
389,2001MM06,2242,3521,1.0,1470.0,,,,,,,,,,,,,,2649.0,,,,,,,,-101.0,2242.0,1623.0,531.0,1092.0,561.0,58.0,,,,10.0,,,
390,2001KW02,9204,14983,3.0,4866.0,,,,,,,,,,,,,,10353.0,,,,,,,,-295.0,9204.0,4904.0,1630.0,3274.0,4113.0,187.0,,,,30.0,,,
391,2001MM07,2378,3175,1.0,1744.0,,,,,,,,,,,,,,2432.0,,,,,,,,-110.0,2378.0,1670.0,542.0,1128.0,651.0,57.0,,,,9.0,,,
392,2001MM08,2785,3482,1.0,1734.0,,,,,,,,,,,,,,2317.0,,,,,,,,-115.0,2785.0,2099.0,607.0,1492.0,631.0,55.0,,,,10.0,,,
393,2001MM09,2959,4233,1.0,1447.0,,,,,,,,,,,,,,2600.0,,,,,,,,-122.0,2959.0,1826.0,645.0,1181.0,1081.0,52.0,,,,9.0,,,
394,2001KW03,8122,10890,3.0,4925.0,,,,,,,,,,,,,,7349.0,,,,,,,,-347.0,8122.0,5595.0,1794.0,3801.0,2363.0,164.0,,,,28.0,,,
395,2001MM10,3359,4530,1.0,1897.0,,,,,,,,,,,,,,3217.0,,,,,,,,148.0,3359.0,2175.0,667.0,1508.0,1110.0,74.0,,,,34.0,,,
396,2001MM11,4705,7736,1.0,1816.0,,,,,,,,,,,,,,4987.0,,,,,,,,139.0,4705.0,2241.0,753.0,1488.0,2384.0,80.0,,,,37.0,,,
397,2001MM12,5873,9725,1.0,1826.0,,,,,,,,,,,,,,5820.0,,,,,,,,141.0,5873.0,1996.0,788.0,1208.0,3797.0,80.0,,,,37.0,,,
398,2001KW04,13937,21991,3.0,5539.0,,,,,,,,,,,,,,14024.0,,,,,,,,428.0,13937.0,6412.0,2208.0,4204.0,7291.0,234.0,,,,108.0,,,
399,2002MM01,5892,9687,1.0,1942.0,,,,,,,,,,,,,,5901.0,,,,,,,,163.0,5892.0,2086.0,769.0,1317.0,3732.0,74.0,,,,10.0,,,
400,2002MM02,4956,7393,1.0,2062.0,,,,,,,,,,,,,,4649.0,,,,,,,,149.0,4956.0,2088.0,659.0,1429.0,2801.0,67.0,,,,7.0,,,
401,2002MM03,4747,7074,1.0,1968.0,,,,,,,,,,,,,,4449.0,,,,,,,,153.0,4747.0,2024.0,643.0,1381.0,2648.0,75.0,,,,5.0,,,
402,2002KW01,15595,24154,3.0,5972.0,,,,,,,,,,,,,,14999.0,,,,,,,,465.0,15595.0,6198.0,2071.0,4127.0,9181.0,216.0,,,,22.0,,,
403,2002MM04,3905,5772,1.0,2330.0,,,,,,,,,,,,,,3999.0,,,,,,,,-199.0,3905.0,1848.0,593.0,1255.0,1991.0,66.0,,,,5.0,,,
404,2002MM05,3128,4562,1.0,2194.0,,,,,,,,,,,,,,3433.0,,,,,,,,-196.0,3128.0,1804.0,618.0,1186.0,1271.0,53.0,,,,3.0,,,
405,2002MM06,2857,3946,1.0,1978.0,,,,,,,,,,,,,,2877.0,,,,,,,,-191.0,2857.0,2006.0,662.0,1344.0,791.0,60.0,,,,4.0,,,
406,2002KW02,9890,14280,3.0,6502.0,,,,,,,,,,,,,,10309.0,,,,,,,,-586.0,9890.0,5658.0,1873.0,3785.0,4053.0,179.0,,,,12.0,,,
407,2002MM07,2565,3926,1.0,1794.0,,,,,,,,,,,,,,2963.0,,,,,,,,-193.0,2565.0,1767.0,558.0,1209.0,741.0,57.0,,,,4.0,,,
408,2002MM08,2538,3172,1.0,2053.0,,,,,,,,,,,,,,2486.0,,,,,,,,-202.0,2538.0,1842.0,614.0,1228.0,651.0,45.0,,,,3.0,,,
409,2002MM09,2891,4496,1.0,1919.0,,,,,,,,,,,,,,3331.0,,,,,,,,-194.0,2891.0,1990.0,663.0,1327.0,841.0,60.0,,,,4.0,,,
410,2002KW03,7994,11594,3.0,5766.0,,,,,,,,,,,,,,8780.0,,,,,,,,-589.0,7994.0,5599.0,1835.0,3764.0,2233.0,162.0,,,,11.0,,,
411,2002MM10,4211,6435,1.0,2433.0,,,,,,,,,,,,,,4720.0,,,,,,,,62.0,4211.0,2120.0,797.0,1323.0,2021.0,70.0,,,,6.0,,,
412,2002MM11,4527,6947,1.0,2290.0,,,,,,,,,,,,,,4785.0,,,,,,,,74.0,4527.0,2065.0,699.0,1366.0,2401.0,61.0,,,,4.0,,,
413,2002MM12,5140,8841,1.0,2400.0,,,,,,,,,,,,,,6173.0,,,,,,,,71.0,5140.0,2244.0,698.0,1546.0,2831.0,65.0,,,,5.0,,,
414,2002KW04,13878,22223,3.0,7123.0,,,,,,,,,,,,,,15678.0,,,,,,,,207.0,13878.0,6429.0,2194.0,4235.0,7253.0,196.0,,,,15.0,,,
415,2003MM01,6203,10346,1.0,2240.0,,,,,,,,,,,,,,6449.0,,,,,,,,65.0,6203.0,2245.0,735.0,1510.0,3891.0,67.0,,,,4.0,,,
416,2003MM02,5641,9494,1.0,2086.0,,,,,,,,,,,,,,6010.0,,,,,,,,70.0,5641.0,2200.0,690.0,1510.0,3381.0,60.0,,,,5.0,,,
417,2003MM03,4597,6873,1.0,2343.0,,,,,,,,,,,,,,4687.0,,,,,,,,67.0,4597.0,2044.0,649.0,1395.0,2482.0,71.0,,,,5.0,,,
418,2003KW01,16441,26713,3.0,6669.0,,,,,,,,,,,,,,17146.0,,,,,,,,202.0,16441.0,6489.0,2074.0,4415.0,9754.0,198.0,,,,14.0,,,
419,2003MM04,3642,4661,1.0,2046.0,,,,,,,,,,,,,,2996.0,,,,,,,,-70.0,3642.0,1733.0,535.0,1198.0,1851.0,58.0,,,,4.0,,,
420,2003MM05,3136,3407,1.0,1986.0,,,,,,,,,,,,,,2183.0,,,,,,,,-75.0,3136.0,1728.0,565.0,1163.0,1351.0,57.0,,,,5.0,,,
421,2003MM06,2262,2488,1.0,1858.0,,,,,,,,,,,,,,1997.0,,,,,,,,-88.0,2262.0,1583.0,622.0,961.0,631.0,48.0,,,,3.0,,,
422,2003KW02,9040,10556,3.0,5890.0,,,,,,,,,,,,,,7176.0,,,,,,,,-233.0,9040.0,5044.0,1722.0,3322.0,3833.0,163.0,,,,12.0,,,
423,2003MM07,2553,2577,1.0,1963.0,,,,,,,,,,,,,,1920.0,,,,,,,,-68.0,2553.0,1908.0,700.0,1208.0,591.0,54.0,,,,5.0,,,
424,2003MM08,2429,2561,1.0,2018.0,,,,,,,,,,,,,,2089.0,,,,,,,,-62.0,2429.0,1883.0,593.0,1290.0,501.0,45.0,,,,3.0,,,
425,2003MM09,2744,3288,1.0,1803.0,,,,,,,,,,,,,,2282.0,,,,,,,,-66.0,2744.0,1743.0,676.0,1067.0,951.0,50.0,,,,4.0,,,
426,2003KW03,7726,8426,3.0,5784.0,,,,,,,,,,,,,,6291.0,,,,,,,,-196.0,7726.0,5534.0,1969.0,3565.0,2043.0,149.0,,,,12.0,,,
427,2003MM10,4583,6924,1.0,1885.0,,,,,,,,,,,,,,4291.0,,,,,,,,64.0,4583.0,2160.0,819.0,1341.0,2351.0,72.0,,,,5.0,,,
428,2003MM11,4509,7356,1.0,1956.0,,,,,,,,,,,,,,4867.0,,,,,,,,63.0,4509.0,2110.0,806.0,1304.0,2321.0,78.0,,,,4.0,,,
429,2003MM12,5309,9087,1.0,1963.0,,,,,,,,,,,,,,5810.0,,,,,,,,68.0,5309.0,1947.0,796.0,1151.0,3281.0,81.0,,,,5.0,,,
430,2003KW04,14401,23367,3.0,5804.0,,,,,,,,,,,,,,14968.0,,,,,,,,195.0,14401.0,6217.0,2421.0,3796.0,7953.0,231.0,,,,14.0,,,
431,2004MM01,6008,11087,1.0,1364.0,,,,,,,,,,,,,,6449.0,,,,,,,,5.0,6008.0,2325.0,833.0,1492.0,3616.0,67.0,,,,4.0,,,
432,2004MM02,5325,9692,1.0,1299.0,,,,,,,,,,,,,,5667.0,,,,,,,,0.0,5325.0,2192.0,823.0,1369.0,3074.0,59.0,,,,4.0,,,
433,2004MM03,5011,8895,1.0,1446.0,,,,,,,,,,,,,,5328.0,,,,,,,,-3.0,5011.0,2152.0,846.0,1306.0,2801.0,58.0,,,,4.0,,,
434,2004KW01,16344,29674,3.0,4109.0,,,,,,,,,,,,,,17444.0,,,,,,,,2.0,16344.0,6669.0,2502.0,4167.0,9491.0,184.0,,,,12.0,,,
435,2004MM04,3628,5423,1.0,1533.0,,,,,,,,,,,,,,3360.0,,,,,,,,31.0,3628.0,1988.0,748.0,1240.0,1583.0,57.0,,,,3.0,,,
436,2004MM05,3100,4585,1.0,1690.0,,,,,,,,,,,,,,3175.0,,,,,,,,-1.0,3100.0,1927.0,683.0,1244.0,1117.0,56.0,,,,3.0,,,
437,2004MM06,2737,3521,1.0,1667.0,,,,,,,,,,,,,,2456.0,,,,,,,,4.0,2737.0,1920.0,641.0,1279.0,769.0,48.0,,,,3.0,,,
438,2004KW02,9465,13529,3.0,4890.0,,,,,,,,,,,,,,8991.0,,,,,,,,34.0,9465.0,5835.0,2072.0,3763.0,3469.0,161.0,,,,9.0,,,
439,2004MM07,2875,3663,1.0,1746.0,,,,,,,,,,,,,,2532.0,,,,,,,,-3.0,2875.0,2134.0,629.0,1505.0,693.0,48.0,,,,3.0,,,
440,2004MM08,2657,4030,1.0,1359.0,,,,,,,,,,,,,,2741.0,,,,,,,,8.0,2657.0,1991.0,655.0,1336.0,619.0,47.0,,,,3.0,,,
441,2004MM09,2955,4875,1.0,1256.0,,,,,,,,,,,,,,3170.0,,,,,,,,-7.0,2955.0,2011.0,702.0,1309.0,894.0,50.0,,,,3.0,,,
442,2004KW03,8487,12568,3.0,4361.0,,,,,,,,,,,,,,8443.0,,,,,,,,-2.0,8487.0,6136.0,1986.0,4150.0,2206.0,145.0,,,,9.0,,,
443,2004MM10,3783,6257,1.0,1649.0,,,,,,,,,,,,,,4124.0,,,,,,,,0.0,3783.0,2170.0,722.0,1448.0,1563.0,50.0,,,,3.0,,,
444,2004MM11,4783,8429,1.0,1518.0,,,,,,,,,,,,,,5164.0,,,,,,,,-1.0,4783.0,2164.0,681.0,1483.0,2549.0,70.0,,,,3.0,,,
445,2004MM12,5754,11002,1.0,1333.0,,,,,,,,,,,,,,6576.0,,,,,,,,-6.0,5754.0,2267.0,735.0,1532.0,3412.0,75.0,,,,4.0,,,
446,2004KW04,14320,25688,3.0,4500.0,,,,,,,,,,,,,,15864.0,,,,,,,,-7.0,14320.0,6601.0,2138.0,4463.0,7524.0,195.0,,,,10.0,,,
447,2005MM01,5456,9260,1.0,1854.0,,,,,,,,,,,,,,6000.0,,,,,,,,341.0,5456.0,2158.0,741.0,1417.0,3230.0,68.0,,,,3.0,,,
448,2005MM02,5425,8929,1.0,1537.0,,,,,,,,,,,,,,5704.0,,,,,,,,662.0,5425.0,2027.0,723.0,1304.0,3339.0,59.0,,,,3.0,,,
449,2005MM03,5015,7949,1.0,1819.0,,,,,,,,,,,,,,5262.0,,,,,,,,508.0,5015.0,2175.0,774.0,1401.0,2782.0,58.0,,,,4.0,,,
450,2005KW01,15896,26138,3.0,5210.0,,,,,,,,,,,,,,16966.0,,,,,,,,1511.0,15896.0,6360.0,2238.0,4122.0,9351.0,185.0,,,,10.0,,,
451,2005MM04,3496,5648,1.0,1813.0,,,,,,,,,,,,,,3894.0,,,,,,,,-72.0,3496.0,1883.0,635.0,1248.0,1556.0,57.0,,,,3.0,,,
