ID,EnergySourcesTechniques,EnergyApplication,Periods,AvoidedEnergy_1,AvoidedEnergyRelative_2,AvoidedEmission_3,AvoidedEmissionRelative_4
2609,E006662 ,E006608 ,2009JJ00,1053.0,0.03,100.0,0.06
2610,E006662 ,E006608 ,2010JJ00,1472.0,0.04,139.0,0.08
2611,E006662 ,E006608 ,2011JJ00,1107.0,0.03,105.0,0.06
2612,E006662 ,E006608 ,2012JJ00,775.0,0.02,73.0,0.04
2613,E006662 ,E006608 ,2013JJ00,488.0,0.02,46.0,0.03
2614,E006662 ,E006608 ,2014JJ00,253.0,0.01,24.0,0.02
2615,E006662 ,E006608 ,2015JJ00,46.0,0.0,4.0,0.0
2616,E006662 ,E006608 ,2016JJ00,72.0,0.0,7.0,0.0
2617,E006662 ,E006608 ,2017JJ00,510.0,0.02,48.0,0.03
2618,E006662 ,E006608 ,2018JJ00,620.0,0.02,59.0,0.04
2619,E006662 ,E006608 ,2019JJ00,1428.0,0.05,135.0,0.09
2620,E006662 ,E006608 ,2020JJ00,3178.0,0.11,301.0,0.22
2621,E006662 ,E006608 ,2021JJ00,3883.0,0.12,368.0,0.24
2622,E006662 ,E006608 ,2022JJ00,2709.0,0.09,257.0,0.18
2623,E006662 ,E006608 ,2023JJ00,2081.0,0.07,197.0,0.15
2624,E006662 ,E006608 ,2024JJ00,1507.0,0.05,143.0,0.11
2625,E006662 ,E007028 ,1990JJ00,,,,
2626,E006662 ,E007028 ,1991JJ00,,,,
2627,E006662 ,E007028 ,1992JJ00,,,,
2628,E006662 ,E007028 ,1993JJ00,,,,
2629,E006662 ,E007028 ,1994JJ00,,,,
2630,E006662 ,E007028 ,1995JJ00,,,,
2631,E006662 ,E007028 ,1996JJ00,,,,
2632,E006662 ,E007028 ,1997JJ00,,,,
2633,E006662 ,E007028 ,1998JJ00,,,,
2634,E006662 ,E007028 ,1999JJ00,,,,
2635,E006662 ,E007028 ,2000JJ00,,,,
2636,E006662 ,E007028 ,2001JJ00,,,,
2637,E006662 ,E007028 ,2002JJ00,,,,
2638,E006662 ,E007028 ,2003JJ00,,,,
2639,E006662 ,E007028 ,2004JJ00,,,,
2640,E006662 ,E007028 ,2005JJ00,,,,
2641,E006662 ,E007028 ,2006JJ00,,,,
2642,E006662 ,E007028 ,2007JJ00,,,,
2643,E006662 ,E007028 ,2008JJ00,,,,
2644,E006662 ,E007028 ,2009JJ00,,,,
2645,E006662 ,E007028 ,2010JJ00,,,,
2646,E006662 ,E007028 ,2011JJ00,,,,
2647,E006662 ,E007028 ,2012JJ00,,,,
2648,E006662 ,E007028 ,2013JJ00,,,,
2649,E006662 ,E007028 ,2014JJ00,,,,
2650,E006662 ,E007028 ,2015JJ00,,,,
2651,E006662 ,E007028 ,2016JJ00,,,,
2652,E006662 ,E007028 ,2017JJ00,,,,
2653,E006662 ,E007028 ,2018JJ00,,,,
2654,E006662 ,E007028 ,2019JJ00,,,,
2655,E006662 ,E007028 ,2020JJ00,,,,
2656,E006662 ,E007028 ,2021JJ00,,,,
2657,E006662 ,E007028 ,2022JJ00,,,,
2658,E006662 ,E007028 ,2023JJ00,,,,
2659,E006662 ,E007028 ,2024JJ00,,,,
2660,E006664 ,E007022 ,1990JJ00,5094.0,0.18,289.0,0.18
2661,E006664 ,E007022 ,1991JJ00,5085.0,0.17,289.0,0.17
2662,E006664 ,E007022 ,1992JJ00,5128.0,0.18,291.0,0.17
2663,E006664 ,E007022 ,1993JJ00,5219.0,0.17,296.0,0.17
2664,E006664 ,E007022 ,1994JJ00,5339.0,0.18,303.0,0.17
2665,E006664 ,E007022 ,1995JJ00,5477.0,0.18,311.0,0.18
2666,E006664 ,E007022 ,1996JJ00,5869.0,0.18,333.0,0.18
2667,E006664 ,E007022 ,1997JJ00,6110.0,0.19,347.0,0.2
2668,E006664 ,E007022 ,1998JJ00,6332.0,0.2,360.0,0.2
2669,E006664 ,E007022 ,1999JJ00,6529.0,0.21,371.0,0.22
2670,E006664 ,E007022 ,2000JJ00,6699.0,0.21,380.0,0.22
2671,E006664 ,E007022 ,2001JJ00,6770.0,0.21,385.0,0.22
2672,E006664 ,E007022 ,2002JJ00,6844.0,0.21,389.0,0.22
2673,E006664 ,E007022 ,2003JJ00,7194.0,0.22,409.0,0.23
2674,E006664 ,E007022 ,2004JJ00,7829.0,0.23,445.0,0.24
2675,E006664 ,E007022 ,2005JJ00,8507.0,0.25,483.0,0.27
2676,E006664 ,E007022 ,2006JJ00,9160.0,0.28,520.0,0.3
2677,E006664 ,E007022 ,2007JJ00,9268.0,0.28,525.0,0.3
2678,E006664 ,E007022 ,2008JJ00,9552.0,0.29,542.0,0.31
2679,E006664 ,E007022 ,2009JJ00,9910.0,0.31,561.0,0.33
2680,E006664 ,E007022 ,2010JJ00,10339.0,0.3,585.0,0.32
2681,E006664 ,E007022 ,2011JJ00,10745.0,0.33,607.0,0.36
2682,E006664 ,E007022 ,2012JJ00,10480.0,0.32,592.0,0.36
2683,E006664 ,E007022 ,2013JJ00,10706.0,0.34,605.0,0.36
2684,E006664 ,E007022 ,2014JJ00,10799.0,0.36,609.0,0.38
2685,E006664 ,E007022 ,2015JJ00,10847.0,0.35,613.0,0.37
2686,E006664 ,E007022 ,2016JJ00,10874.0,0.34,614.0,0.37
2687,E006664 ,E007022 ,2017JJ00,10932.0,0.34,619.0,0.38
2688,E006664 ,E007022 ,2018JJ00,11115.0,0.36,629.0,0.39
2689,E006664 ,E007022 ,2019JJ00,11168.0,0.36,632.0,0.41
2690,E006664 ,E007022 ,2020JJ00,11215.0,0.38,633.0,0.46
2691,E006664 ,E007022 ,2021JJ00,11389.0,0.36,642.0,0.43
2692,E006664 ,E007022 ,2022JJ00,11507.0,0.4,650.0,0.47
2693,E006664 ,E007022 ,2023JJ00,11600.0,0.41,653.0,0.51
2694,E006664 ,E007022 ,2024JJ00,11680.0,0.4,656.0,0.52
2695,E006664 ,E006607 ,1990JJ00,,,,
2696,E006664 ,E006607 ,1991JJ00,,,,
2697,E006664 ,E006607 ,1992JJ00,,,,
2698,E006664 ,E006607 ,1993JJ00,,,,
2699,E006664 ,E006607 ,1994JJ00,,,,
2700,E006664 ,E006607 ,1995JJ00,,,,
2701,E006664 ,E006607 ,1996JJ00,,,,
2702,E006664 ,E006607 ,1997JJ00,,,,
2703,E006664 ,E006607 ,1998JJ00,,,,
2704,E006664 ,E006607 ,1999JJ00,,,,
2705,E006664 ,E006607 ,2000JJ00,,,,
2706,E006664 ,E006607 ,2001JJ00,,,,
2707,E006664 ,E006607 ,2002JJ00,,,,
2708,E006664 ,E006607 ,2003JJ00,,,,
2709,E006664 ,E006607 ,2004JJ00,,,,
2710,E006664 ,E006607 ,2005JJ00,,,,
2711,E006664 ,E006607 ,2006JJ00,,,,
2712,E006664 ,E006607 ,2007JJ00,,,,
2713,E006664 ,E006607 ,2008JJ00,,,,
2714,E006664 ,E006607 ,2009JJ00,,,,
2715,E006664 ,E006607 ,2010JJ00,,,,
2716,E006664 ,E006607 ,2011JJ00,,,,
2717,E006664 ,E006607 ,2012JJ00,,,,
2718,E006664 ,E006607 ,2013JJ00,,,,
2719,E006664 ,E006607 ,2014JJ00,,,,
2720,E006664 ,E006607 ,2015JJ00,,,,
2721,E006664 ,E006607 ,2016JJ00,,,,
2722,E006664 ,E006607 ,2017JJ00,,,,
2723,E006664 ,E006607 ,2018JJ00,,,,
2724,E006664 ,E006607 ,2019JJ00,,,,
2725,E006664 ,E006607 ,2020JJ00,,,,
2726,E006664 ,E006607 ,2021JJ00,,,,
2727,E006664 ,E006607 ,2022JJ00,,,,
2728,E006664 ,E006607 ,2023JJ00,,,,
2729,E006664 ,E006607 ,2024JJ00,,,,
2730,E006664 ,E006608 ,1990JJ00,5094.0,0.18,289.0,0.18
2731,E006664 ,E006608 ,1991JJ00,5085.0,0.17,289.0,0.17
2732,E006664 ,E006608 ,1992JJ00,5128.0,0.18,291.0,0.17
2733,E006664 ,E006608 ,1993JJ00,5219.0,0.17,296.0,0.17
2734,E006664 ,E006608 ,1994JJ00,5339.0,0.18,303.0,0.17
2735,E006664 ,E006608 ,1995JJ00,5477.0,0.18,311.0,0.18
2736,E006664 ,E006608 ,1996JJ00,5869.0,0.18,333.0,0.18
2737,E006664 ,E006608 ,1997JJ00,6110.0,0.19,347.0,0.2
2738,E006664 ,E006608 ,1998JJ00,6332.0,0.2,360.0,0.2
2739,E006664 ,E006608 ,1999JJ00,6529.0,0.21,371.0,0.22
2740,E006664 ,E006608 ,2000JJ00,6699.0,0.21,380.0,0.22
2741,E006664 ,E006608 ,2001JJ00,6770.0,0.21,385.0,0.22
2742,E006664 ,E006608 ,2002JJ00,6844.0,0.21,389.0,0.22
2743,E006664 ,E006608 ,2003JJ00,7194.0,0.22,409.0,0.23
2744,E006664 ,E006608 ,2004JJ00,7829.0,0.23,445.0,0.24
2745,E006664 ,E006608 ,2005JJ00,8507.0,0.25,483.0,0.27
2746,E006664 ,E006608 ,2006JJ00,9160.0,0.28,520.0,0.3
2747,E006664 ,E006608 ,2007JJ00,9268.0,0.28,525.0,0.3
2748,E006664 ,E006608 ,2008JJ00,9552.0,0.29,542.0,0.31
2749,E006664 ,E006608 ,2009JJ00,9910.0,0.31,561.0,0.33
2750,E006664 ,E006608 ,2010JJ00,10339.0,0.3,585.0,0.32
2751,E006664 ,E006608 ,2011JJ00,10745.0,0.33,607.0,0.36
2752,E006664 ,E006608 ,2012JJ00,10480.0,0.32,592.0,0.36
2753,E006664 ,E006608 ,2013JJ00,10706.0,0.34,605.0,0.36
2754,E006664 ,E006608 ,2014JJ00,10799.0,0.36,609.0,0.38
2755,E006664 ,E006608 ,2015JJ00,10847.0,0.35,613.0,0.37
2756,E006664 ,E006608 ,2016JJ00,10874.0,0.34,614.0,0.37
2757,E006664 ,E006608 ,2017JJ00,10932.0,0.34,619.0,0.38
2758,E006664 ,E006608 ,2018JJ00,11115.0,0.36,629.0,0.39
2759,E006664 ,E006608 ,2019JJ00,11168.0,0.36,632.0,0.41
2760,E006664 ,E006608 ,2020JJ00,11215.0,0.38,633.0,0.46
2761,E006664 ,E006608 ,2021JJ00,11389.0,0.36,642.0,0.43
2762,E006664 ,E006608 ,2022JJ00,11507.0,0.4,650.0,0.47
2763,E006664 ,E006608 ,2023JJ00,11600.0,0.41,653.0,0.51
2764,E006664 ,E006608 ,2024JJ00,11680.0,0.4,656.0,0.52
2765,E006664 ,E007028 ,1990JJ00,,,,
2766,E006664 ,E007028 ,1991JJ00,,,,
2767,E006664 ,E007028 ,1992JJ00,,,,
2768,E006664 ,E007028 ,1993JJ00,,,,
2769,E006664 ,E007028 ,1994JJ00,,,,
2770,E006664 ,E007028 ,1995JJ00,,,,
2771,E006664 ,E007028 ,1996JJ00,,,,
2772,E006664 ,E007028 ,1997JJ00,,,,
2773,E006664 ,E007028 ,1998JJ00,,,,
2774,E006664 ,E007028 ,1999JJ00,,,,
2775,E006664 ,E007028 ,2000JJ00,,,,
2776,E006664 ,E007028 ,2001JJ00,,,,
2777,E006664 ,E007028 ,2002JJ00,,,,
2778,E006664 ,E007028 ,2003JJ00,,,,
2779,E006664 ,E007028 ,2004JJ00,,,,
2780,E006664 ,E007028 ,2005JJ00,,,,
2781,E006664 ,E007028 ,2006JJ00,,,,
2782,E006664 ,E007028 ,2007JJ00,,,,
2783,E006664 ,E007028 ,2008JJ00,,,,
2784,E006664 ,E007028 ,2009JJ00,,,,
2785,E006664 ,E007028 ,2010JJ00,,,,
2786,E006664 ,E007028 ,2011JJ00,,,,
2787,E006664 ,E007028 ,2012JJ00,,,,
2788,E006664 ,E007028 ,2013JJ00,,,,
2789,E006664 ,E007028 ,2014JJ00,,,,
2790,E006664 ,E007028 ,2015JJ00,,,,
2791,E006664 ,E007028 ,2016JJ00,,,,
2792,E006664 ,E007028 ,2017JJ00,,,,
2793,E006664 ,E007028 ,2018JJ00,,,,
2794,E006664 ,E007028 ,2019JJ00,,,,
2795,E006664 ,E007028 ,2020JJ00,,,,
2796,E006664 ,E007028 ,2021JJ00,,,,
2797,E006664 ,E007028 ,2022JJ00,,,,
2798,E006664 ,E007028 ,2023JJ00,,,,
2799,E006664 ,E007028 ,2024JJ00,,,,
2800,E006665 ,E007022 ,1990JJ00,404.0,0.01,23.0,0.01
2801,E006665 ,E007022 ,1991JJ00,396.0,0.01,22.0,0.01
2802,E006665 ,E007022 ,1992JJ00,388.0,0.01,22.0,0.01
2803,E006665 ,E007022 ,1993JJ00,380.0,0.01,22.0,0.01
2804,E006665 ,E007022 ,1994JJ00,372.0,0.01,21.0,0.01
2805,E006665 ,E007022 ,1995JJ00,364.0,0.01,21.0,0.01
2806,E006665 ,E007022 ,1996JJ00,358.0,0.01,20.0,0.01
2807,E006665 ,E007022 ,1997JJ00,352.0,0.01,20.0,0.01
2808,E006665 ,E007022 ,1998JJ00,345.0,0.01,20.0,0.01
2809,E006665 ,E007022 ,1999JJ00,339.0,0.01,19.0,0.01
2810,E006665 ,E007022 ,2000JJ00,333.0,0.01,19.0,0.01
2811,E006665 ,E007022 ,2001JJ00,329.0,0.01,19.0,0.01
2812,E006665 ,E007022 ,2002JJ00,325.0,0.01,18.0,0.01
2813,E006665 ,E007022 ,2003JJ00,321.0,0.01,18.0,0.01
2814,E006665 ,E007022 ,2004JJ00,317.0,0.01,18.0,0.01
2815,E006665 ,E007022 ,2005JJ00,313.0,0.01,18.0,0.01
2816,E006665 ,E007022 ,2006JJ00,311.0,0.01,18.0,0.01
2817,E006665 ,E007022 ,2007JJ00,309.0,0.01,18.0,0.01
2818,E006665 ,E007022 ,2008JJ00,301.0,0.01,17.0,0.01
2819,E006665 ,E007022 ,2009JJ00,292.0,0.01,17.0,0.01
2820,E006665 ,E007022 ,2010JJ00,284.0,0.01,16.0,0.01
2821,E006665 ,E007022 ,2011JJ00,276.0,0.01,16.0,0.01
2822,E006665 ,E007022 ,2012JJ00,268.0,0.01,15.0,0.01
2823,E006665 ,E007022 ,2013JJ00,260.0,0.01,15.0,0.01
2824,E006665 ,E007022 ,2014JJ00,252.0,0.01,14.0,0.01
2825,E006665 ,E007022 ,2015JJ00,244.0,0.01,14.0,0.01
2826,E006665 ,E007022 ,2016JJ00,237.0,0.01,13.0,0.01
2827,E006665 ,E007022 ,2017JJ00,229.0,0.01,13.0,0.01
2828,E006665 ,E007022 ,2018JJ00,221.0,0.01,13.0,0.01
2829,E006665 ,E007022 ,2019JJ00,211.0,0.01,12.0,0.01
2830,E006665 ,E007022 ,2020JJ00,202.0,0.01,11.0,0.01
2831,E006665 ,E007022 ,2021JJ00,194.0,0.01,11.0,0.01
2832,E006665 ,E007022 ,2022JJ00,187.0,0.01,11.0,0.01
2833,E006665 ,E007022 ,2023JJ00,180.0,0.01,10.0,0.01
2834,E006665 ,E007022 ,2024JJ00,173.0,0.01,10.0,0.01
2835,E006665 ,E006607 ,1990JJ00,,,,
2836,E006665 ,E006607 ,1991JJ00,,,,
2837,E006665 ,E006607 ,1992JJ00,,,,
2838,E006665 ,E006607 ,1993JJ00,,,,
2839,E006665 ,E006607 ,1994JJ00,,,,
2840,E006665 ,E006607 ,1995JJ00,,,,
2841,E006665 ,E006607 ,1996JJ00,,,,
2842,E006665 ,E006607 ,1997JJ00,,,,
2843,E006665 ,E006607 ,1998JJ00,,,,
2844,E006665 ,E006607 ,1999JJ00,,,,
2845,E006665 ,E006607 ,2000JJ00,,,,
2846,E006665 ,E006607 ,2001JJ00,,,,
2847,E006665 ,E006607 ,2002JJ00,,,,
2848,E006665 ,E006607 ,2003JJ00,,,,
2849,E006665 ,E006607 ,2004JJ00,,,,
2850,E006665 ,E006607 ,2005JJ00,,,,
2851,E006665 ,E006607 ,2006JJ00,,,,
2852,E006665 ,E006607 ,2007JJ00,,,,
2853,E006665 ,E006607 ,2008JJ00,,,,
2854,E006665 ,E006607 ,2009JJ00,,,,
2855,E006665 ,E006607 ,2010JJ00,,,,
2856,E006665 ,E006607 ,2011JJ00,,,,
2857,E006665 ,E006607 ,2012JJ00,,,,
2858,E006665 ,E006607 ,2013JJ00,,,,
2859,E006665 ,E006607 ,2014JJ00,,,,
2860,E006665 ,E006607 ,2015JJ00,,,,
2861,E006665 ,E006607 ,2016JJ00,,,,
2862,E006665 ,E006607 ,2017JJ00,,,,
2863,E006665 ,E006607 ,2018JJ00,,,,
2864,E006665 ,E006607 ,2019JJ00,,,,
2865,E006665 ,E006607 ,2020JJ00,,,,
2866,E006665 ,E006607 ,2021JJ00,,,,
2867,E006665 ,E006607 ,2022JJ00,,,,
2868,E006665 ,E006607 ,2023JJ00,,,,
2869,E006665 ,E006607 ,2024JJ00,,,,
2870,E006665 ,E006608 ,1990JJ00,404.0,0.01,23.0,0.01
2871,E006665 ,E006608 ,1991JJ00,396.0,0.01,22.0,0.01
2872,E006665 ,E006608 ,1992JJ00,388.0,0.01,22.0,0.01
2873,E006665 ,E006608 ,1993JJ00,380.0,0.01,22.0,0.01
2874,E006665 ,E006608 ,1994JJ00,372.0,0.01,21.0,0.01
2875,E006665 ,E006608 ,1995JJ00,364.0,0.01,21.0,0.01
2876,E006665 ,E006608 ,1996JJ00,358.0,0.01,20.0,0.01
2877,E006665 ,E006608 ,1997JJ00,352.0,0.01,20.0,0.01
2878,E006665 ,E006608 ,1998JJ00,345.0,0.01,20.0,0.01
2879,E006665 ,E006608 ,1999JJ00,339.0,0.01,19.0,0.01
2880,E006665 ,E006608 ,2000JJ00,333.0,0.01,19.0,0.01
2881,E006665 ,E006608 ,2001JJ00,329.0,0.01,19.0,0.01
2882,E006665 ,E006608 ,2002JJ00,325.0,0.01,18.0,0.01
2883,E006665 ,E006608 ,2003JJ00,321.0,0.01,18.0,0.01
2884,E006665 ,E006608 ,2004JJ00,317.0,0.01,18.0,0.01
2885,E006665 ,E006608 ,2005JJ00,313.0,0.01,18.0,0.01
2886,E006665 ,E006608 ,2006JJ00,311.0,0.01,18.0,0.01
2887,E006665 ,E006608 ,2007JJ00,309.0,0.01,18.0,0.01
2888,E006665 ,E006608 ,2008JJ00,301.0,0.01,17.0,0.01
2889,E006665 ,E006608 ,2009JJ00,292.0,0.01,17.0,0.01
2890,E006665 ,E006608 ,2010JJ00,284.0,0.01,16.0,0.01
2891,E006665 ,E006608 ,2011JJ00,276.0,0.01,16.0,0.01
2892,E006665 ,E006608 ,2012JJ00,268.0,0.01,15.0,0.01
2893,E006665 ,E006608 ,2013JJ00,260.0,0.01,15.0,0.01
2894,E006665 ,E006608 ,2014JJ00,252.0,0.01,14.0,0.01
2895,E006665 ,E006608 ,2015JJ00,244.0,0.01,14.0,0.01
2896,E006665 ,E006608 ,2016JJ00,237.0,0.01,13.0,0.01
2897,E006665 ,E006608 ,2017JJ00,229.0,0.01,13.0,0.01
2898,E006665 ,E006608 ,2018JJ00,221.0,0.01,13.0,0.01
2899,E006665 ,E006608 ,2019JJ00,211.0,0.01,12.0,0.01
2900,E006665 ,E006608 ,2020JJ00,202.0,0.01,11.0,0.01
2901,E006665 ,E006608 ,2021JJ00,194.0,0.01,11.0,0.01
2902,E006665 ,E006608 ,2022JJ00,187.0,0.01,11.0,0.01
2903,E006665 ,E006608 ,2023JJ00,180.0,0.01,10.0,0.01
2904,E006665 ,E006608 ,2024JJ00,173.0,0.01,10.0,0.01
2905,E006665 ,E007028 ,1990JJ00,,,,
2906,E006665 ,E007028 ,1991JJ00,,,,
2907,E006665 ,E007028 ,1992JJ00,,,,
2908,E006665 ,E007028 ,1993JJ00,,,,
2909,E006665 ,E007028 ,1994JJ00,,,,
2910,E006665 ,E007028 ,1995JJ00,,,,
2911,E006665 ,E007028 ,1996JJ00,,,,
2912,E006665 ,E007028 ,1997JJ00,,,,
2913,E006665 ,E007028 ,1998JJ00,,,,
2914,E006665 ,E007028 ,1999JJ00,,,,
2915,E006665 ,E007028 ,2000JJ00,,,,
2916,E006665 ,E007028 ,2001JJ00,,,,
2917,E006665 ,E007028 ,2002JJ00,,,,
2918,E006665 ,E007028 ,2003JJ00,,,,
2919,E006665 ,E007028 ,2004JJ00,,,,
2920,E006665 ,E007028 ,2005JJ00,,,,
2921,E006665 ,E007028 ,2006JJ00,,,,
2922,E006665 ,E007028 ,2007JJ00,,,,
2923,E006665 ,E007028 ,2008JJ00,,,,
2924,E006665 ,E007028 ,2009JJ00,,,,
2925,E006665 ,E007028 ,2010JJ00,,,,
2926,E006665 ,E007028 ,2011JJ00,,,,
2927,E006665 ,E007028 ,2012JJ00,,,,
2928,E006665 ,E007028 ,2013JJ00,,,,
2929,E006665 ,E007028 ,2014JJ00,,,,
2930,E006665 ,E007028 ,2015JJ00,,,,
2931,E006665 ,E007028 ,2016JJ00,,,,
2932,E006665 ,E007028 ,2017JJ00,,,,
2933,E006665 ,E007028 ,2018JJ00,,,,
2934,E006665 ,E007028 ,2019JJ00,,,,
2935,E006665 ,E007028 ,2020JJ00,,,,
2936,E006665 ,E007028 ,2021JJ00,,,,
2937,E006665 ,E007028 ,2022JJ00,,,,
2938,E006665 ,E007028 ,2023JJ00,,,,
2939,E006665 ,E007028 ,2024JJ00,,,,
2940,E006666 ,E007022 ,1990JJ00,1296.0,0.05,74.0,0.05
2941,E006666 ,E007022 ,1991JJ00,1490.0,0.05,85.0,0.05
2942,E006666 ,E007022 ,1992JJ00,1725.0,0.06,98.0,0.06
2943,E006666 ,E007022 ,1993JJ00,1993.0,0.07,113.0,0.07
2944,E006666 ,E007022 ,1994JJ00,2279.0,0.08,129.0,0.07
2945,E006666 ,E007022 ,1995JJ00,2575.0,0.08,146.0,0.08
2946,E006666 ,E007022 ,1996JJ00,2716.0,0.08,154.0,0.08
2947,E006666 ,E007022 ,1997JJ00,2723.0,0.09,155.0,0.09
2948,E006666 ,E007022 ,1998JJ00,2724.0,0.09,155.0,0.09
2949,E006666 ,E007022 ,1999JJ00,2720.0,0.09,155.0,0.09
2950,E006666 ,E007022 ,2000JJ00,2712.0,0.09,154.0,0.09
2951,E006666 ,E007022 ,2001JJ00,2695.0,0.08,153.0,0.09
2952,E006666 ,E007022 ,2002JJ00,2675.0,0.08,152.0,0.09
2953,E006666 ,E007022 ,2003JJ00,2645.0,0.08,150.0,0.08
2954,E006666 ,E007022 ,2004JJ00,2613.0,0.08,148.0,0.08
2955,E006666 ,E007022 ,2005JJ00,2579.0,0.08,146.0,0.08
2956,E006666 ,E007022 ,2006JJ00,2488.0,0.08,141.0,0.08
2957,E006666 ,E007022 ,2007JJ00,2396.0,0.07,136.0,0.08
2958,E006666 ,E007022 ,2008JJ00,2390.0,0.07,136.0,0.08
2959,E006666 ,E007022 ,2009JJ00,2399.0,0.07,136.0,0.08
2960,E006666 ,E007022 ,2010JJ00,2424.0,0.07,137.0,0.08
2961,E006666 ,E007022 ,2011JJ00,2449.0,0.08,138.0,0.08
2962,E006666 ,E007022 ,2012JJ00,1959.0,0.06,111.0,0.07
2963,E006666 ,E007022 ,2013JJ00,1879.0,0.06,106.0,0.06
2964,E006666 ,E007022 ,2014JJ00,1842.0,0.06,104.0,0.07
2965,E006666 ,E007022 ,2015JJ00,1799.0,0.06,102.0,0.06
2966,E006666 ,E007022 ,2016JJ00,1757.0,0.06,99.0,0.06
2967,E006666 ,E007022 ,2017JJ00,1717.0,0.05,97.0,0.06
2968,E006666 ,E007022 ,2018JJ00,1672.0,0.05,95.0,0.06
2969,E006666 ,E007022 ,2019JJ00,1613.0,0.05,91.0,0.06
2970,E006666 ,E007022 ,2020JJ00,1617.0,0.05,91.0,0.07
2971,E006666 ,E007022 ,2021JJ00,1631.0,0.05,92.0,0.06
2972,E006666 ,E007022 ,2022JJ00,1644.0,0.06,93.0,0.07
2973,E006666 ,E007022 ,2023JJ00,1658.0,0.06,93.0,0.07
2974,E006666 ,E007022 ,2024JJ00,1672.0,0.06,94.0,0.07
2975,E006666 ,E006607 ,1990JJ00,,,,
2976,E006666 ,E006607 ,1991JJ00,,,,
2977,E006666 ,E006607 ,1992JJ00,,,,
2978,E006666 ,E006607 ,1993JJ00,,,,
2979,E006666 ,E006607 ,1994JJ00,,,,
2980,E006666 ,E006607 ,1995JJ00,,,,
2981,E006666 ,E006607 ,1996JJ00,,,,
2982,E006666 ,E006607 ,1997JJ00,,,,
2983,E006666 ,E006607 ,1998JJ00,,,,
2984,E006666 ,E006607 ,1999JJ00,,,,
2985,E006666 ,E006607 ,2000JJ00,,,,
2986,E006666 ,E006607 ,2001JJ00,,,,
2987,E006666 ,E006607 ,2002JJ00,,,,
2988,E006666 ,E006607 ,2003JJ00,,,,
2989,E006666 ,E006607 ,2004JJ00,,,,
2990,E006666 ,E006607 ,2005JJ00,,,,
2991,E006666 ,E006607 ,2006JJ00,,,,
2992,E006666 ,E006607 ,2007JJ00,,,,
2993,E006666 ,E006607 ,2008JJ00,,,,
2994,E006666 ,E006607 ,2009JJ00,,,,
2995,E006666 ,E006607 ,2010JJ00,,,,
2996,E006666 ,E006607 ,2011JJ00,,,,
2997,E006666 ,E006607 ,2012JJ00,,,,
2998,E006666 ,E006607 ,2013JJ00,,,,
2999,E006666 ,E006607 ,2014JJ00,,,,
3000,E006666 ,E006607 ,2015JJ00,,,,
3001,E006666 ,E006607 ,2016JJ00,,,,
3002,E006666 ,E006607 ,2017JJ00,,,,
3003,E006666 ,E006607 ,2018JJ00,,,,
3004,E006666 ,E006607 ,2019JJ00,,,,
3005,E006666 ,E006607 ,2020JJ00,,,,
3006,E006666 ,E006607 ,2021JJ00,,,,
3007,E006666 ,E006607 ,2022JJ00,,,,
3008,E006666 ,E006607 ,2023JJ00,,,,
3009,E006666 ,E006607 ,2024JJ00,,,,
3010,E006666 ,E006608 ,1990JJ00,1296.0,0.05,74.0,0.05
3011,E006666 ,E006608 ,1991JJ00,1490.0,0.05,85.0,0.05
3012,E006666 ,E006608 ,1992JJ00,1725.0,0.06,98.0,0.06
3013,E006666 ,E006608 ,1993JJ00,1993.0,0.07,113.0,0.07
3014,E006666 ,E006608 ,1994JJ00,2279.0,0.08,129.0,0.07
3015,E006666 ,E006608 ,1995JJ00,2575.0,0.08,146.0,0.08
3016,E006666 ,E006608 ,1996JJ00,2716.0,0.08,154.0,0.08
3017,E006666 ,E006608 ,1997JJ00,2723.0,0.09,155.0,0.09
3018,E006666 ,E006608 ,1998JJ00,2724.0,0.09,155.0,0.09
3019,E006666 ,E006608 ,1999JJ00,2720.0,0.09,155.0,0.09
3020,E006666 ,E006608 ,2000JJ00,2712.0,0.09,154.0,0.09
3021,E006666 ,E006608 ,2001JJ00,2695.0,0.08,153.0,0.09
3022,E006666 ,E006608 ,2002JJ00,2675.0,0.08,152.0,0.09
3023,E006666 ,E006608 ,2003JJ00,2645.0,0.08,150.0,0.08
3024,E006666 ,E006608 ,2004JJ00,2613.0,0.08,148.0,0.08
3025,E006666 ,E006608 ,2005JJ00,2579.0,0.08,146.0,0.08
3026,E006666 ,E006608 ,2006JJ00,2488.0,0.08,141.0,0.08
3027,E006666 ,E006608 ,2007JJ00,2396.0,0.07,136.0,0.08
3028,E006666 ,E006608 ,2008JJ00,2390.0,0.07,136.0,0.08
3029,E006666 ,E006608 ,2009JJ00,2399.0,0.07,136.0,0.08
3030,E006666 ,E006608 ,2010JJ00,2424.0,0.07,137.0,0.08
3031,E006666 ,E006608 ,2011JJ00,2449.0,0.08,138.0,0.08
3032,E006666 ,E006608 ,2012JJ00,1959.0,0.06,111.0,0.07
3033,E006666 ,E006608 ,2013JJ00,1879.0,0.06,106.0,0.06
3034,E006666 ,E006608 ,2014JJ00,1842.0,0.06,104.0,0.07
3035,E006666 ,E006608 ,2015JJ00,1799.0,0.06,102.0,0.06
3036,E006666 ,E006608 ,2016JJ00,1757.0,0.06,99.0,0.06
