ID,Client,BuildingPhases,Periods,TotalBuildingCosts_1,BuildingCostsAlteration_2,BuildingCostsNewBuildings_3,Dwelling_4,AAgricultureForestryAndFishing_5,BFManufacturingAndEnergy_6,GITradeHotelsRestaurantsBars_7,HJTransportICT_8,KNFinancialAndBusinessServices_9,OPublicAdministrationAndServices_10,PEducation_11,QHealthAndSocialWorkActivities_12,RUCultureRecreationOtherServices_13
272,T001209,A041322,2020KW01,4444,918,3527,2429.0,,,,,,,,,
273,T001209,A041322,2020MM04,1641,455,1186,810.0,,,,,,,,,
274,T001209,A041322,2020MM05,1534,333,1202,945.0,,,,,,,,,
275,T001209,A041322,2020MM06,1751,453,1298,796.0,,,,,,,,,
276,T001209,A041322,2020KW02,4927,1241,3686,2551.0,,,,,,,,,
277,T001209,A041322,2020MM07,1564,335,1228,873.0,,,,,,,,,
278,T001209,A041322,2020MM08,1738,344,1394,954.0,,,,,,,,,
279,T001209,A041322,2020MM09,1552,312,1240,785.0,,,,,,,,,
280,T001209,A041322,2020KW03,4853,992,3862,2612.0,,,,,,,,,
281,T001209,A041322,2020MM10,1590,286,1304,840.0,,,,,,,,,
282,T001209,A041322,2020MM11,1872,316,1556,1190.0,,,,,,,,,
283,T001209,A041322,2020MM12,1631,297,1334,974.0,,,,,,,,,
284,T001209,A041322,2020KW04,5093,899,4194,3004.0,,,,,,,,,
285,T001209,A041322,2020JJ00,19317,4049,15268,10596.0,272.0,1052.0,741.0,1119.0,472.0,44.0,355.0,385.0,232.0
286,T001209,A041322,2021MM01,1974,363,1611,1171.0,,,,,,,,,
287,T001209,A041322,2021MM02,1632,411,1222,899.0,,,,,,,,,
288,T001209,A041322,2021MM03,1606,361,1245,811.0,,,,,,,,,
289,T001209,A041322,2021KW01,5213,1134,4078,2881.0,,,,,,,,,
290,T001209,A041322,2021MM04,1990,294,1696,1316.0,,,,,,,,,
291,T001209,A041322,2021MM05,2236,324,1913,1413.0,,,,,,,,,
292,T001209,A041322,2021MM06,2121,456,1665,1197.0,,,,,,,,,
293,T001209,A041322,2021KW02,6347,1073,5274,3926.0,,,,,,,,,
294,T001209,A041322,2021MM07,1842,294,1548,1173.0,,,,,,,,,
295,T001209,A041322,2021MM08,1946,328,1619,1214.0,,,,,,,,,
296,T001209,A041322,2021MM09,1649,409,1240,794.0,,,,,,,,,
297,T001209,A041322,2021KW03,5438,1031,4407,3180.0,,,,,,,,,
298,T001209,A041322,2021MM10,1871,581,1290,768.0,,,,,,,,,
299,T001209,A041322,2021MM11,1899,410,1489,1084.0,,,,,,,,,
300,T001209,A041322,2021MM12,1961,333,1628,1184.0,,,,,,,,,
301,T001209,A041322,2021KW04,5731,1324,4406,3037.0,,,,,,,,,
302,T001209,A041322,2021JJ00,22728,4563,18165,13024.0,383.0,1145.0,829.0,941.0,385.0,179.0,443.0,556.0,280.0
303,T001209,A041322,2022MM01,1900,352,1548,1156.0,,,,,,,,,
304,T001209,A041322,2022MM02,1756,326,1431,964.0,,,,,,,,,
305,T001209,A041322,2022MM03,1585,449,1136,737.0,,,,,,,,,
306,T001209,A041322,2022KW01,5241,1127,4114,2856.0,,,,,,,,,
307,T001209,A041322,2022MM04,1868,441,1428,1142.0,,,,,,,,,
308,T001209,A041322,2022MM05,1765,349,1416,984.0,,,,,,,,,
309,T001209,A041322,2022MM06,1636,375,1261,891.0,,,,,,,,,
310,T001209,A041322,2022KW02,5270,1165,4105,3016.0,,,,,,,,,
311,T001209,A041322,2022MM07,1897,445,1452,997.0,,,,,,,,,
312,T001209,A041322,2022MM08,2225,428,1797,1249.0,,,,,,,,,
313,T001209,A041322,2022MM09,1760,543,1217,716.0,,,,,,,,,
314,T001209,A041322,2022KW03,5883,1415,4467,2962.0,,,,,,,,,
315,T001209,A041322,2022MM10,2004,622,1382,896.0,,,,,,,,,
316,T001209,A041322,2022MM11,1936,363,1572,1266.0,,,,,,,,,
317,T001209,A041322,2022MM12,1841,301,1540,940.0,,,,,,,,,
318,T001209,A041322,2022KW04,5781,1286,4495,3102.0,,,,,,,,,
319,T001209,A041322,2022JJ00,22174,4993,17181,11937.0,279.0,1532.0,641.0,1195.0,504.0,51.0,355.0,460.0,228.0
320,T001209,A041322,2023MM01,1587,330,1257,828.0,,,,,,,,,
321,T001209,A041322,2023MM02,1577,293,1284,695.0,,,,,,,,,
322,T001209,A041322,2023MM03,1761,417,1345,717.0,,,,,,,,,
323,T001209,A041322,2023KW01,4926,1040,3885,2241.0,,,,,,,,,
324,T001209,A041322,2023MM04,1556,297,1259,820.0,,,,,,,,,
325,T001209,A041322,2023MM05,1982,395,1587,1127.0,,,,,,,,,
326,T001209,A041322,2023MM06,1601,390,1211,720.0,,,,,,,,,
327,T001209,A041322,2023KW02,5140,1083,4057,2667.0,,,,,,,,,
328,T001209,A041322,2023MM07,1871,388,1483,977.0,,,,,,,,,
329,T001209,A041322,2023MM08,1556,370,1186,809.0,,,,,,,,,
330,T001209,A041322,2023MM09,1369,375,993,650.0,,,,,,,,,
331,T001209,A041322,2023KW03,4796,1133,3663,2437.0,,,,,,,,,
332,T001209,A041322,2023MM10,1494,361,1133,776.0,,,,,,,,,
333,T001209,A041322,2023MM11,1642,374,1268,973.0,,,,,,,,,
334,T001209,A041322,2023MM12,1766,354,1413,937.0,,,,,,,,,
335,T001209,A041322,2023KW04,4902,1088,3814,2687.0,,,,,,,,,
336,T001209,A041322,2023JJ00,19763,4345,15418,10031.0,232.0,1275.0,617.0,1189.0,743.0,188.0,517.0,419.0,208.0
337,T001209,A041322,2024MM01,1497,406,1091,749.0,,,,,,,,,
338,T001209,A041322,2024MM02,1443,314,1130,573.0,,,,,,,,,
339,T001209,A041322,2024MM03,1893,470,1422,1019.0,,,,,,,,,
340,T001209,A041322,2024KW01,4833,1190,3643,2342.0,,,,,,,,,
341,T001209,A041322,2024MM04,1927,432,1496,1206.0,,,,,,,,,
342,T001209,A041322,2024MM05,1920,340,1580,1066.0,,,,,,,,,
343,T001209,A041322,2024MM06,2705,400,2306,1487.0,,,,,,,,,
344,T001209,A041322,2024KW02,6553,1172,5381,3758.0,,,,,,,,,
345,T001209,A041322,2024MM07,2186,400,1786,1118.0,,,,,,,,,
346,T001209,A041322,2024MM08,2183,381,1802,1255.0,,,,,,,,,
347,T001209,A041322,2024MM09,1667,366,1301,742.0,,,,,,,,,
348,T001209,A041322,2024KW03,6036,1147,4889,3116.0,,,,,,,,,
349,T001209,A041322,2024MM10,1378,365,1014,612.0,,,,,,,,,
350,T001209,A041322,2024MM11,2148,514,1634,1245.0,,,,,,,,,
351,T001209,A041322,2024MM12,2122,318,1804,1325.0,,,,,,,,,
352,T001209,A041322,2024KW04,5649,1196,4452,3182.0,,,,,,,,,
353,T001209,A041322,2024JJ00,23071,4706,18365,12398.0,401.0,1419.0,826.0,1342.0,551.0,153.0,439.0,515.0,322.0
354,T001209,A041322,2025MM01,1871,311,1560,1305.0,,,,,,,,,
355,T001209,A041322,2025MM02,1560,274,1287,903.0,,,,,,,,,
356,T001209,A041322,2025MM03,1373,393,980,664.0,,,,,,,,,
357,T001209,A041322,2025KW01,4804,978,3827,2871.0,,,,,,,,,
358,T001209,A041322,2025MM04,1983,268,1715,1373.0,,,,,,,,,
359,T001209,A041322,2025MM05,1740,321,1419,1041.0,,,,,,,,,
360,T001209,A041322,2025MM06,1730,541,1189,851.0,,,,,,,,,
361,T001209,A041322,2025KW02,5453,1130,4324,3265.0,,,,,,,,,
362,T001209,A041322,2025MM07,1575,368,1207,715.0,,,,,,,,,
363,T001209,A041322,2025MM08,1835,469,1366,1015.0,,,,,,,,,
364,T001209,A041322,2025MM09,1654,401,1253,894.0,,,,,,,,,
365,T001209,A041322,2025KW03,5064,1238,3826,2624.0,,,,,,,,,
366,T001209,A041322,2025MM10,1762,355,1408,1120.0,,,,,,,,,
367,T001209,A041322,2025MM11,2021,489,1532,1071.0,,,,,,,,,
368,T001209,A041323,2015MM01,2269,766,1502,874.0,87.0,40.0,79.0,38.0,167.0,4.0,67.0,62.0,85.0
369,T001209,A041323,2015MM02,2614,736,1878,1283.0,90.0,55.0,103.0,66.0,36.0,0.0,65.0,95.0,85.0
370,T001209,A041323,2015MM03,3069,802,2267,1557.0,85.0,104.0,99.0,109.0,44.0,6.0,111.0,83.0,67.0
371,T001209,A041323,2015KW01,3069,802,2267,1557.0,85.0,104.0,99.0,109.0,44.0,6.0,111.0,83.0,67.0
372,T001209,A041323,2015MM04,3093,730,2362,1574.0,87.0,101.0,79.0,87.0,132.0,7.0,135.0,103.0,58.0
373,T001209,A041323,2015MM05,2576,657,1919,1141.0,85.0,68.0,90.0,148.0,141.0,7.0,132.0,62.0,47.0
374,T001209,A041323,2015MM06,2128,568,1560,880.0,97.0,65.0,88.0,133.0,76.0,2.0,106.0,54.0,58.0
375,T001209,A041323,2015KW02,2128,568,1560,880.0,97.0,65.0,88.0,133.0,76.0,2.0,106.0,54.0,58.0
376,T001209,A041323,2015MM07,2188,654,1534,933.0,116.0,60.0,67.0,65.0,87.0,3.0,78.0,69.0,57.0
377,T001209,A041323,2015MM08,2030,590,1440,720.0,100.0,51.0,62.0,76.0,210.0,3.0,86.0,78.0,55.0
378,T001209,A041323,2015MM09,2113,605,1508,820.0,90.0,43.0,92.0,48.0,195.0,2.0,59.0,122.0,37.0
379,T001209,A041323,2015KW03,2113,605,1508,820.0,90.0,43.0,92.0,48.0,195.0,2.0,59.0,122.0,37.0
380,T001209,A041323,2015MM10,2025,617,1408,848.0,78.0,59.0,86.0,46.0,32.0,60.0,57.0,109.0,31.0
381,T001209,A041323,2015MM11,2002,636,1366,754.0,61.0,69.0,102.0,54.0,15.0,60.0,81.0,128.0,42.0
382,T001209,A041323,2015MM12,2200,654,1546,860.0,61.0,65.0,158.0,60.0,40.0,61.0,102.0,88.0,53.0
383,T001209,A041323,2015KW04,2200,654,1546,860.0,61.0,65.0,158.0,60.0,40.0,61.0,102.0,88.0,53.0
384,T001209,A041323,2015JJ00,2200,654,1546,860.0,61.0,65.0,158.0,60.0,40.0,61.0,102.0,88.0,53.0
385,T001209,A041323,2016MM01,1992,581,1411,847.0,71.0,69.0,102.0,40.0,54.0,1.0,95.0,84.0,49.0
386,T001209,A041323,2016MM02,1944,637,1306,789.0,85.0,93.0,66.0,45.0,30.0,1.0,76.0,79.0,43.0
387,T001209,A041323,2016MM03,2193,655,1537,934.0,99.0,83.0,131.0,88.0,28.0,0.0,69.0,69.0,36.0
388,T001209,A041323,2016KW01,2193,655,1537,934.0,99.0,83.0,131.0,88.0,28.0,0.0,69.0,69.0,36.0
389,T001209,A041323,2016MM04,2402,715,1687,929.0,113.0,72.0,130.0,82.0,88.0,4.0,66.0,167.0,36.0
390,T001209,A041323,2016MM05,2412,731,1681,967.0,93.0,72.0,122.0,55.0,90.0,5.0,72.0,159.0,45.0
391,T001209,A041323,2016MM06,2577,769,1808,1085.0,88.0,87.0,146.0,86.0,33.0,5.0,53.0,168.0,56.0
392,T001209,A041323,2016KW02,2577,769,1808,1085.0,88.0,87.0,146.0,86.0,33.0,5.0,53.0,168.0,56.0
393,T001209,A041323,2016MM07,2453,765,1689,1034.0,87.0,83.0,100.0,104.0,25.0,5.0,93.0,69.0,88.0
394,T001209,A041323,2016MM08,2321,772,1549,988.0,85.0,56.0,45.0,84.0,58.0,5.0,83.0,64.0,82.0
395,T001209,A041323,2016MM09,2572,746,1826,1125.0,78.0,105.0,46.0,171.0,53.0,7.0,85.0,56.0,100.0
396,T001209,A041323,2016KW03,2572,746,1826,1125.0,78.0,105.0,46.0,171.0,53.0,7.0,85.0,56.0,100.0
397,T001209,A041323,2016MM10,2641,666,1975,1317.0,68.0,108.0,53.0,161.0,58.0,31.0,29.0,66.0,84.0
398,T001209,A041323,2016MM11,2601,678,1923,1234.0,84.0,131.0,114.0,83.0,81.0,30.0,17.0,76.0,72.0
399,T001209,A041323,2016MM12,2814,758,2056,1227.0,79.0,151.0,154.0,99.0,100.0,28.0,24.0,75.0,120.0
400,T001209,A041323,2016KW04,2814,758,2056,1227.0,79.0,151.0,154.0,99.0,100.0,28.0,24.0,75.0,120.0
401,T001209,A041323,2016JJ00,2814,758,2056,1227.0,79.0,151.0,154.0,99.0,100.0,28.0,24.0,75.0,120.0
402,T001209,A041323,2017MM01,2462,616,1847,1195.0,89.0,103.0,90.0,56.0,78.0,14.0,26.0,60.0,136.0
403,T001209,A041323,2017MM02,2654,666,1988,1154.0,112.0,155.0,87.0,72.0,42.0,14.0,48.0,52.0,251.0
404,T001209,A041323,2017MM03,3083,697,2386,1463.0,87.0,187.0,139.0,159.0,52.0,14.0,73.0,47.0,165.0
405,T001209,A041323,2017KW01,3083,697,2386,1463.0,87.0,187.0,139.0,159.0,52.0,14.0,73.0,47.0,165.0
406,T001209,A041323,2017MM04,3054,614,2440,1616.0,75.0,156.0,126.0,120.0,53.0,0.0,95.0,47.0,152.0
407,T001209,A041323,2017MM05,2737,685,2053,1256.0,73.0,168.0,112.0,60.0,43.0,3.0,187.0,58.0,92.0
408,T001209,A041323,2017MM06,2740,710,2030,1251.0,77.0,160.0,98.0,96.0,27.0,3.0,162.0,58.0,97.0
409,T001209,A041323,2017KW02,2740,710,2030,1251.0,77.0,160.0,98.0,96.0,27.0,3.0,162.0,58.0,97.0
410,T001209,A041323,2017MM07,3419,881,2538,1639.0,90.0,148.0,190.0,107.0,36.0,3.0,165.0,69.0,89.0
411,T001209,A041323,2017MM08,2837,792,2045,1364.0,84.0,119.0,184.0,69.0,74.0,1.0,50.0,56.0,44.0
412,T001209,A041323,2017MM09,2805,738,2067,1469.0,85.0,139.0,74.0,52.0,75.0,4.0,38.0,71.0,61.0
413,T001209,A041323,2017KW03,2805,738,2067,1469.0,85.0,139.0,74.0,52.0,75.0,4.0,38.0,71.0,61.0
414,T001209,A041323,2017MM10,3226,856,2371,1637.0,81.0,206.0,137.0,105.0,32.0,20.0,17.0,73.0,62.0
415,T001209,A041323,2017MM11,3312,839,2473,1537.0,92.0,233.0,137.0,179.0,22.0,20.0,27.0,172.0,55.0
416,T001209,A041323,2017MM12,3093,874,2219,1349.0,91.0,189.0,100.0,169.0,34.0,17.0,35.0,159.0,74.0
417,T001209,A041323,2017KW04,3093,874,2219,1349.0,91.0,189.0,100.0,169.0,34.0,17.0,35.0,159.0,74.0
418,T001209,A041323,2017JJ00,3093,874,2219,1349.0,91.0,189.0,100.0,169.0,34.0,17.0,35.0,159.0,74.0
419,T001209,A041323,2018MM01,2723,834,1889,1155.0,,,,,,,,,
420,T001209,A041323,2018MM02,2888,819,2069,1374.0,,,,,,,,,
421,T001209,A041323,2018MM03,3066,807,2259,1490.0,,,,,,,,,
422,T001209,A041323,2018KW01,3066,807,2259,1490.0,,,,,,,,,
423,T001209,A041323,2018MM04,3198,803,2395,1491.0,,,,,,,,,
424,T001209,A041323,2018MM05,3009,695,2313,1254.0,,,,,,,,,
425,T001209,A041323,2018MM06,3171,808,2363,1417.0,,,,,,,,,
426,T001209,A041323,2018KW02,3171,808,2363,1417.0,,,,,,,,,
427,T001209,A041323,2018MM07,3371,883,2488,1566.0,,,,,,,,,
428,T001209,A041323,2018MM08,3249,803,2445,1416.0,,,,,,,,,
429,T001209,A041323,2018MM09,3234,784,2450,1575.0,,,,,,,,,
430,T001209,A041323,2018KW03,3234,784,2450,1575.0,,,,,,,,,
431,T001209,A041323,2018MM10,3940,820,3120,2150.0,,,,,,,,,
432,T001209,A041323,2018MM11,3306,788,2518,1641.0,,,,,,,,,
433,T001209,A041323,2018MM12,3100,824,2276,1421.0,,,,,,,,,
434,T001209,A041323,2018KW04,3100,824,2276,1421.0,,,,,,,,,
435,T001209,A041323,2018JJ00,3100,824,2276,1421.0,72.0,181.0,112.0,181.0,62.0,10.0,54.0,108.0,75.0
436,T001209,A041323,2019MM01,2704,825,1879,1164.0,,,,,,,,,
437,T001209,A041323,2019MM02,2605,769,1836,1052.0,,,,,,,,,
438,T001209,A041323,2019MM03,2950,837,2113,1272.0,,,,,,,,,
439,T001209,A041323,2019KW01,2950,837,2113,1272.0,,,,,,,,,
440,T001209,A041323,2019MM04,3002,757,2246,1317.0,,,,,,,,,
441,T001209,A041323,2019MM05,2758,769,1988,1119.0,,,,,,,,,
442,T001209,A041323,2019MM06,2654,713,1941,1113.0,,,,,,,,,
443,T001209,A041323,2019KW02,2654,713,1941,1113.0,,,,,,,,,
444,T001209,A041323,2019MM07,3375,976,2399,1462.0,,,,,,,,,
445,T001209,A041323,2019MM08,2739,794,1946,1097.0,,,,,,,,,
446,T001209,A041323,2019MM09,2509,727,1782,1105.0,,,,,,,,,
447,T001209,A041323,2019KW03,2509,727,1782,1105.0,,,,,,,,,
448,T001209,A041323,2019MM10,3102,760,2342,1631.0,,,,,,,,,
449,T001209,A041323,2019MM11,3312,796,2516,1555.0,,,,,,,,,
450,T001209,A041323,2019MM12,3449,905,2544,1546.0,,,,,,,,,
451,T001209,A041323,2019KW04,3449,905,2544,1546.0,,,,,,,,,
452,T001209,A041323,2019JJ00,3449,905,2544,1546.0,54.0,283.0,168.0,194.0,78.0,3.0,67.0,83.0,67.0
453,T001209,A041323,2020MM01,2970,947,2022,1286.0,,,,,,,,,
454,T001209,A041323,2020MM02,2988,970,2018,1308.0,,,,,,,,,
455,T001209,A041323,2020MM03,3356,1078,2279,1509.0,,,,,,,,,
456,T001209,A041323,2020KW01,3356,1078,2279,1509.0,,,,,,,,,
457,T001209,A041323,2020MM04,3492,1003,2489,1580.0,,,,,,,,,
458,T001209,A041323,2020MM05,3329,1052,2277,1286.0,,,,,,,,,
459,T001209,A041323,2020MM06,3144,868,2276,1379.0,,,,,,,,,
460,T001209,A041323,2020KW02,3144,868,2276,1379.0,,,,,,,,,
461,T001209,A041323,2020MM07,3628,893,2734,1611.0,,,,,,,,,
462,T001209,A041323,2020MM08,3068,795,2273,1204.0,,,,,,,,,
463,T001209,A041323,2020MM09,3244,808,2436,1466.0,,,,,,,,,
464,T001209,A041323,2020KW03,3244,808,2436,1466.0,,,,,,,,,
465,T001209,A041323,2020MM10,3613,926,2686,1846.0,,,,,,,,,
466,T001209,A041323,2020MM11,3440,965,2475,1520.0,,,,,,,,,
467,T001209,A041323,2020MM12,3803,1018,2785,1858.0,,,,,,,,,
468,T001209,A041323,2020KW04,3803,1018,2785,1858.0,,,,,,,,,
469,T001209,A041323,2020JJ00,3803,1018,2785,1858.0,136.0,187.0,106.0,135.0,95.0,23.0,103.0,108.0,33.0
470,T001209,A041323,2021MM01,3312,919,2393,1494.0,,,,,,,,,
471,T001209,A041323,2021MM02,3394,841,2553,1591.0,,,,,,,,,
472,T001209,A041323,2021MM03,4252,898,3354,2209.0,,,,,,,,,
473,T001209,A041323,2021KW01,4252,898,3354,2209.0,,,,,,,,,
474,T001209,A041323,2021MM04,4286,929,3357,2196.0,,,,,,,,,
475,T001209,A041323,2021MM05,3812,990,2822,1760.0,,,,,,,,,
476,T001209,A041323,2021MM06,3527,903,2624,1719.0,,,,,,,,,
477,T001209,A041323,2021KW02,3527,903,2624,1719.0,,,,,,,,,
478,T001209,A041323,2021MM07,4024,1108,2916,1763.0,,,,,,,,,
479,T001209,A041323,2021MM08,3361,1026,2335,1235.0,,,,,,,,,
480,T001209,A041323,2021MM09,3573,1137,2436,1318.0,,,,,,,,,
481,T001209,A041323,2021KW03,3573,1137,2436,1318.0,,,,,,,,,
482,T001209,A041323,2021MM10,3581,908,2673,1689.0,,,,,,,,,
483,T001209,A041323,2021MM11,3671,907,2763,1734.0,,,,,,,,,
484,T001209,A041323,2021MM12,3715,1033,2683,1699.0,,,,,,,,,
485,T001209,A041323,2021KW04,3715,1033,2683,1699.0,,,,,,,,,
486,T001209,A041323,2021JJ00,3715,1033,2683,1699.0,69.0,285.0,160.0,146.0,49.0,17.0,83.0,132.0,43.0
487,T001209,A041323,2022MM01,3339,963,2376,1416.0,,,,,,,,,
488,T001209,A041323,2022MM02,3032,996,2036,1205.0,,,,,,,,,
489,T001209,A041323,2022MM03,3769,1061,2707,1784.0,,,,,,,,,
490,T001209,A041323,2022KW01,3769,1061,2707,1784.0,,,,,,,,,
491,T001209,A041323,2022MM04,3385,1007,2377,1469.0,,,,,,,,,
492,T001209,A041323,2022MM05,3513,1113,2400,1388.0,,,,,,,,,
493,T001209,A041323,2022MM06,4033,1332,2701,1578.0,,,,,,,,,
494,T001209,A041323,2022KW02,4033,1332,2701,1578.0,,,,,,,,,
495,T001209,A041323,2022MM07,4293,1351,2942,1745.0,,,,,,,,,
496,T001209,A041323,2022MM08,3448,1265,2183,1108.0,,,,,,,,,
497,T001209,A041323,2022MM09,3545,1152,2393,1493.0,,,,,,,,,
498,T001209,A041323,2022KW03,3545,1152,2393,1493.0,,,,,,,,,
499,T001209,A041323,2022MM10,3676,862,2814,1784.0,,,,,,,,,
500,T001209,A041323,2022MM11,3548,859,2689,1408.0,,,,,,,,,
501,T001209,A041323,2022MM12,3291,855,2436,1273.0,,,,,,,,,
502,T001209,A041323,2022KW04,3291,855,2436,1273.0,,,,,,,,,
503,T001209,A041323,2022JJ00,3291,855,2436,1273.0,51.0,178.0,93.0,333.0,96.0,87.0,79.0,182.0,66.0
504,T001209,A041323,2023MM01,3289,824,2466,1094.0,,,,,,,,,
505,T001209,A041323,2023MM02,3290,945,2345,1115.0,,,,,,,,,
506,T001209,A041323,2023MM03,3301,936,2365,1304.0,,,,,,,,,
507,T001209,A041323,2023KW01,3301,936,2365,1304.0,,,,,,,,,
508,T001209,A041323,2023MM04,3619,998,2621,1512.0,,,,,,,,,
509,T001209,A041323,2023MM05,3130,955,2175,1086.0,,,,,,,,,
510,T001209,A041323,2023MM06,3427,974,2453,1424.0,,,,,,,,,
511,T001209,A041323,2023KW02,3427,974,2453,1424.0,,,,,,,,,
512,T001209,A041323,2023MM07,3083,977,2106,1235.0,,,,,,,,,
513,T001209,A041323,2023MM08,2822,995,1827,995.0,,,,,,,,,
514,T001209,A041323,2023MM09,2849,908,1941,1211.0,,,,,,,,,
515,T001209,A041323,2023KW03,2849,908,1941,1211.0,,,,,,,,,
516,T001209,A041323,2023MM10,3403,961,2442,1545.0,,,,,,,,,
517,T001209,A041323,2023MM11,3334,982,2352,1429.0,,,,,,,,,
518,T001209,A041323,2023MM12,3242,1004,2238,1148.0,,,,,,,,,
519,T001209,A041323,2023KW04,3242,1004,2238,1148.0,,,,,,,,,
520,T001209,A041323,2023JJ00,3242,1004,2238,1148.0,74.0,294.0,119.0,191.0,91.0,8.0,159.0,99.0,55.0
521,T001209,A041323,2024MM01,2954,913,2041,969.0,,,,,,,,,
522,T001209,A041323,2024MM02,3420,1007,2412,1518.0,,,,,,,,,
523,T001209,A041323,2024MM03,3885,1053,2833,1870.0,,,,,,,,,
524,T001209,A041323,2024KW01,3885,1053,2833,1870.0,,,,,,,,,
525,T001209,A041323,2024MM04,4353,990,3363,1831.0,,,,,,,,,
526,T001209,A041323,2024MM05,4870,1073,3797,2078.0,,,,,,,,,
527,T001209,A041323,2024MM06,4010,980,3030,1631.0,,,,,,,,,
528,T001209,A041323,2024KW02,4010,980,3030,1631.0,,,,,,,,,
529,T001209,A041323,2024MM07,4312,1172,3141,1871.0,,,,,,,,,
530,T001209,A041323,2024MM08,3142,1032,2110,1057.0,,,,,,,,,
531,T001209,A041323,2024MM09,2831,921,1910,1008.0,,,,,,,,,
532,T001209,A041323,2024KW03,2831,921,1910,1008.0,,,,,,,,,
533,T001209,A041323,2024MM10,3714,925,2789,1794.0,,,,,,,,,
534,T001209,A041323,2024MM11,3336,796,2540,1702.0,,,,,,,,,
535,T001209,A041323,2024MM12,3463,832,2631,1861.0,,,,,,,,,
536,T001209,A041323,2024KW04,3463,832,2631,1861.0,,,,,,,,,
537,T001209,A041323,2024JJ00,3463,832,2631,1861.0,56.0,149.0,82.0,131.0,66.0,29.0,57.0,170.0,29.0
538,T001209,A041323,2025MM01,2890,819,2072,1229.0,,,,,,,,,
539,T001209,A041323,2025MM02,2963,1078,1884,1090.0,,,,,,,,,
540,T001209,A041323,2025MM03,3678,993,2685,1854.0,,,,,,,,,
541,T001209,A041323,2025KW01,3678,993,2685,1854.0,,,,,,,,,
542,T001209,A041323,2025MM04,3565,1144,2422,1509.0,,,,,,,,,
543,T001209,A041323,2025MM05,3466,1191,2274,1317.0,,,,,,,,,
544,T001209,A041323,2025MM06,3185,987,2198,1204.0,,,,,,,,,
545,T001209,A041323,2025KW02,3185,987,2198,1204.0,,,,,,,,,
546,T001209,A041323,2025MM07,3749,1208,2541,1637.0,,,,,,,,,
547,T001209,A041323,2025MM08,3239,1038,2201,1229.0,,,,,,,,,
548,T001209,A041323,2025MM09,3518,996,2522,1652.0,,,,,,,,,
549,T001209,A041323,2025KW03,3518,996,2522,1652.0,,,,,,,,,
550,T001209,A041323,2025MM10,3723,1027,2696,1608.0,,,,,,,,,
551,T001209,A041323,2025MM11,3409,957,2452,1557.0,,,,,,,,,
552,T001209,A041324,2015MM01,15179,3211,11967,6236.0,356.0,521.0,954.0,576.0,705.0,298.0,677.0,916.0,728.0
553,T001209,A041324,2015MM02,15341,3279,12062,6244.0,332.0,507.0,949.0,587.0,845.0,301.0,658.0,908.0,732.0
554,T001209,A041324,2015MM03,15197,3198,11999,6274.0,291.0,497.0,926.0,578.0,832.0,301.0,644.0,920.0,737.0
555,T001209,A041324,2015KW01,15197,3198,11999,6274.0,291.0,497.0,926.0,578.0,832.0,301.0,644.0,920.0,737.0
556,T001209,A041324,2015MM04,15616,3302,12314,6601.0,272.0,509.0,943.0,571.0,836.0,298.0,648.0,886.0,750.0
557,T001209,A041324,2015MM05,16369,3390,12979,7209.0,272.0,557.0,918.0,593.0,820.0,298.0,646.0,917.0,752.0
558,T001209,A041324,2015MM06,16731,3460,13271,7548.0,266.0,487.0,937.0,587.0,902.0,265.0,629.0,894.0,756.0
559,T001209,A041324,2015KW02,16731,3460,13271,7548.0,266.0,487.0,937.0,587.0,902.0,265.0,629.0,894.0,756.0
560,T001209,A041324,2015MM07,16808,3473,13335,7594.0,265.0,510.0,947.0,687.0,795.0,266.0,678.0,848.0,744.0
561,T001209,A041324,2015MM08,17404,3616,13788,7979.0,287.0,525.0,972.0,694.0,831.0,266.0,654.0,831.0,749.0
562,T001209,A041324,2015MM09,17300,3635,13665,7937.0,299.0,515.0,886.0,717.0,857.0,261.0,683.0,830.0,680.0
563,T001209,A041324,2015KW03,17300,3635,13665,7937.0,299.0,515.0,886.0,717.0,857.0,261.0,683.0,830.0,680.0
564,T001209,A041324,2015MM10,17418,3646,13772,7954.0,299.0,487.0,865.0,722.0,989.0,249.0,688.0,850.0,670.0
565,T001209,A041324,2015MM11,17190,3549,13641,7868.0,298.0,474.0,894.0,747.0,1002.0,249.0,600.0,845.0,664.0
566,T001209,A041324,2015MM12,17229,3629,13601,7867.0,295.0,472.0,852.0,754.0,1000.0,249.0,570.0,880.0,663.0
567,T001209,A041324,2015KW04,17229,3629,13601,7867.0,295.0,472.0,852.0,754.0,1000.0,249.0,570.0,880.0,663.0
568,T001209,A041324,2015JJ00,17229,3629,13601,7867.0,295.0,472.0,852.0,754.0,1000.0,249.0,570.0,880.0,663.0
569,T001209,A041324,2016MM01,17114,3636,13478,7763.0,278.0,458.0,896.0,738.0,933.0,309.0,572.0,868.0,662.0
570,T001209,A041324,2016MM02,17188,3610,13578,7804.0,263.0,461.0,942.0,737.0,951.0,303.0,591.0,880.0,646.0
571,T001209,A041324,2016MM03,16992,3660,13331,7712.0,261.0,461.0,929.0,743.0,946.0,304.0,593.0,832.0,551.0
572,T001209,A041324,2016KW01,16992,3660,13331,7712.0,261.0,461.0,929.0,743.0,946.0,304.0,593.0,832.0,551.0
