ID,OriginDestination,Periods,CO2_1,N2O_2,CH4_3,GreenhouseGasEquivalent_4,NOx_5,SO2_6,NH3_7,AcidificationEquivalent_8,CFK12Equivalent_9,CO_10,NMVOC_11,PM10_12,FineDustEquivalent_13
418,323200,2000JJ00,394.0,0.0,0.0,395.0,0.3,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0
419,323200,2001JJ00,413.0,0.0,0.0,414.0,0.2,0.1,0.0,0.0,0.0,0.3,0.4,0.0,0.0
420,323200,2002JJ00,350.0,0.0,0.0,351.0,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.0
421,323200,2003JJ00,319.0,0.0,0.0,320.0,0.2,0.1,0.0,0.0,0.0,0.3,0.6,0.2,0.2
422,323200,2004JJ00,308.0,0.0,0.0,309.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0
423,323200,2005JJ00,312.0,0.0,0.0,313.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
424,323200,2006JJ00,316.0,0.0,0.0,317.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
425,323200,2007JJ00,290.0,0.0,0.0,291.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
426,323200,2008JJ00,260.0,0.0,0.0,261.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
427,323200,2009JJ00,221.0,0.0,0.0,222.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
428,323200,2010JJ00,258.0,0.0,0.0,260.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
429,323200,2011JJ00,221.0,0.0,0.0,222.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0
430,323200,2012JJ00,240.0,0.0,0.0,241.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0
431,323200,2013JJ00,173.0,0.0,0.0,174.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
432,323705,1990JJ00,3207.0,0.0,0.3,3217.0,16.7,10.1,0.6,0.7,854.9,6.1,9.3,3.1,3.1
433,323705,1991JJ00,3385.0,0.0,0.3,3394.0,14.0,7.1,0.6,0.6,683.9,8.8,8.5,3.0,3.0
434,323705,1992JJ00,3428.0,0.0,0.3,3438.0,15.2,7.6,0.6,0.6,512.9,11.5,7.8,2.8,2.8
435,323705,1993JJ00,3238.0,0.0,0.3,3248.0,12.0,5.9,0.7,0.5,342.0,14.2,7.0,2.7,2.7
436,323705,1994JJ00,3222.0,0.0,0.4,3233.0,10.5,5.5,0.6,0.4,171.0,16.9,6.2,2.6,2.6
437,323705,1995JJ00,2890.0,0.0,0.4,2901.0,8.7,4.9,0.6,0.4,0.0,19.7,5.5,2.5,2.5
438,323705,1996JJ00,2846.0,0.0,0.5,2860.0,8.9,4.4,0.5,0.4,0.0,17.4,5.2,1.9,1.9
439,323705,1997JJ00,2845.0,0.0,0.5,2860.0,9.5,3.7,0.5,0.3,0.0,17.5,4.6,1.0,1.0
440,323705,1998JJ00,2841.0,0.0,0.6,2856.0,7.5,3.2,0.2,0.3,0.0,18.7,4.8,0.7,0.7
441,323705,1999JJ00,2979.0,0.0,0.6,2994.0,5.9,3.1,0.4,0.3,0.0,20.0,3.2,0.9,0.9
442,323705,2000JJ00,2956.0,0.0,0.6,2972.0,5.5,2.7,0.5,0.2,0.3,19.8,3.0,1.3,1.3
443,323705,2001JJ00,2922.0,0.0,0.5,2936.0,7.4,3.2,0.5,0.3,0.0,19.5,2.6,1.6,1.6
444,323705,2002JJ00,2602.0,0.0,0.4,2612.0,6.7,3.3,0.5,0.3,0.0,15.9,2.7,2.2,2.2
445,323705,2003JJ00,2513.0,0.0,0.4,2523.0,6.0,1.2,0.4,0.2,0.0,3.7,2.5,1.2,1.2
446,323705,2004JJ00,2565.0,0.0,0.4,2575.0,6.0,2.6,0.4,0.2,0.0,3.2,2.6,1.3,1.3
447,323705,2005JJ00,2525.0,0.0,0.4,2535.0,6.2,2.4,0.4,0.2,0.0,2.5,2.9,1.3,1.3
448,323705,2006JJ00,2517.0,0.0,0.4,2527.0,6.0,3.1,0.4,0.3,0.0,2.4,2.9,1.3,1.3
449,323705,2007JJ00,2593.0,0.0,0.4,2604.0,6.0,3.0,0.4,0.2,0.0,2.3,2.9,1.3,1.3
450,323705,2008JJ00,2562.0,0.0,0.4,2573.0,6.2,2.9,0.5,0.3,0.0,2.4,2.5,1.3,1.3
451,323705,2009JJ00,2339.0,0.0,0.3,2349.0,5.9,2.8,0.5,0.2,0.0,5.2,2.3,1.3,1.3
452,323705,2010JJ00,2358.0,0.0,0.3,2367.0,5.5,3.0,0.4,0.2,0.0,5.0,2.5,1.3,1.3
453,323705,2011JJ00,2176.0,0.0,0.3,2185.0,5.4,3.0,0.4,0.2,0.0,4.9,2.3,1.2,1.2
454,323705,2012JJ00,2781.0,0.0,0.3,2790.0,4.8,2.8,0.4,0.2,0.0,3.9,1.9,1.2,1.2
455,323705,2013JJ00,2601.0,0.0,0.3,2609.0,4.1,2.8,0.4,0.2,0.0,3.8,1.9,1.2,1.2
456,323700,1990JJ00,262.0,0.0,0.0,263.0,0.2,0.0,0.0,0.0,854.9,0.2,7.8,0.1,0.1
457,323700,1991JJ00,342.0,0.0,0.0,343.0,0.2,0.0,0.0,0.0,683.9,0.3,7.2,0.1,0.1
458,323700,1992JJ00,344.0,0.0,0.0,345.0,0.3,0.0,0.0,0.0,512.9,0.3,6.6,0.1,0.1
459,323700,1993JJ00,328.0,0.0,0.0,329.0,0.4,0.1,0.0,0.0,342.0,0.4,6.0,0.1,0.1
460,323700,1994JJ00,322.0,0.0,0.0,323.0,0.5,0.1,0.0,0.0,171.0,0.5,5.4,0.1,0.1
461,323700,1995JJ00,255.0,0.0,0.0,255.0,0.4,0.1,0.0,0.0,0.0,0.6,4.8,0.1,0.1
462,323700,1996JJ00,253.0,0.0,0.0,254.0,0.5,0.0,0.0,0.0,0.0,0.6,4.5,0.0,0.0
463,323700,1997JJ00,218.0,0.0,0.0,218.0,0.2,0.0,0.0,0.0,0.0,0.2,3.9,0.0,0.0
464,323700,1998JJ00,223.0,0.0,0.0,224.0,0.2,0.0,0.0,0.0,0.0,0.1,4.3,0.0,0.0
465,323700,1999JJ00,226.0,0.0,0.0,226.0,0.3,0.0,0.0,0.0,0.0,0.2,2.7,0.0,0.0
466,323700,2000JJ00,235.0,0.0,0.0,236.0,0.2,0.0,0.0,0.0,0.0,0.1,2.5,0.1,0.1
467,323700,2001JJ00,240.0,0.0,0.0,241.0,0.3,0.0,0.0,0.0,0.0,0.1,2.0,0.1,0.1
468,323700,2002JJ00,218.0,0.0,0.0,218.0,0.2,0.0,0.0,0.0,0.0,0.2,2.0,0.1,0.1
469,323700,2003JJ00,218.0,0.0,0.0,219.0,0.2,0.0,0.0,0.0,0.0,0.1,2.2,0.1,0.1
470,323700,2004JJ00,228.0,0.0,0.0,229.0,0.2,0.0,0.0,0.0,0.0,0.1,2.2,0.1,0.1
471,323700,2005JJ00,229.0,0.0,0.0,230.0,0.2,0.0,0.0,0.0,0.0,0.1,2.5,0.1,0.1
472,323700,2006JJ00,245.0,0.0,0.0,246.0,0.7,0.0,0.0,0.0,0.0,0.2,2.5,0.1,0.1
473,323700,2007JJ00,228.0,0.0,0.0,229.0,0.2,0.0,0.0,0.0,0.0,0.1,2.5,0.0,0.0
474,323700,2008JJ00,232.0,0.0,0.0,234.0,0.2,0.0,0.0,0.0,0.0,0.1,2.1,0.0,0.0
475,323700,2009JJ00,206.0,0.0,0.0,207.0,0.2,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.0
476,323700,2010JJ00,232.0,0.0,0.0,234.0,0.2,0.0,0.0,0.0,0.0,0.1,1.9,0.0,0.0
477,323700,2011JJ00,214.0,0.0,0.0,215.0,0.2,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.0
478,323700,2012JJ00,209.0,0.0,0.0,210.0,0.2,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.0
479,323700,2013JJ00,212.0,0.0,0.0,214.0,0.2,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.0
480,324600,1990JJ00,2945.0,0.0,0.3,2954.0,16.5,10.1,0.6,0.7,0.0,5.9,1.5,3.0,3.0
481,324600,1991JJ00,3043.0,0.0,0.2,3051.0,13.8,7.1,0.6,0.6,0.0,8.5,1.3,2.9,2.9
482,324600,1992JJ00,3083.0,0.0,0.3,3092.0,14.9,7.6,0.6,0.6,0.0,11.2,1.2,2.8,2.8
483,324600,1993JJ00,2911.0,0.0,0.3,2920.0,11.6,5.9,0.7,0.5,0.0,13.8,1.0,2.6,2.6
484,324600,1994JJ00,2900.0,0.0,0.3,2910.0,9.9,5.4,0.6,0.4,0.0,16.4,0.8,2.5,2.5
485,324600,1995JJ00,2635.0,0.0,0.4,2646.0,8.2,4.9,0.6,0.4,0.0,19.1,0.7,2.4,2.4
486,324600,1996JJ00,2593.0,0.0,0.5,2606.0,8.4,4.4,0.5,0.3,0.0,16.8,0.7,1.9,1.9
487,324600,1997JJ00,2628.0,0.0,0.5,2641.0,9.3,3.7,0.5,0.3,0.0,17.4,0.7,1.0,1.0
488,324600,1998JJ00,2617.0,0.0,0.6,2632.0,7.3,3.1,0.2,0.3,0.0,18.6,0.5,0.7,0.7
489,324600,1999JJ00,2753.0,0.0,0.6,2768.0,5.6,3.1,0.4,0.2,0.0,19.8,0.5,0.9,0.9
490,324600,2000JJ00,2721.0,0.0,0.6,2736.0,5.3,2.7,0.5,0.2,0.3,19.7,0.5,1.2,1.2
491,324600,2001JJ00,2682.0,0.0,0.5,2695.0,7.1,3.2,0.5,0.3,0.0,19.3,0.5,1.5,1.5
492,324600,2002JJ00,2384.0,0.0,0.4,2394.0,6.4,3.3,0.5,0.3,0.0,15.7,0.8,2.1,2.1
493,324600,2003JJ00,2295.0,0.0,0.4,2304.0,5.8,1.2,0.4,0.2,0.0,3.5,0.4,1.1,1.1
494,324600,2004JJ00,2337.0,0.0,0.3,2346.0,5.7,2.6,0.4,0.2,0.0,3.1,0.4,1.2,1.2
495,324600,2005JJ00,2296.0,0.0,0.4,2305.0,5.9,2.4,0.4,0.2,0.0,2.3,0.4,1.2,1.2
496,324600,2006JJ00,2271.0,0.0,0.4,2281.0,5.4,3.1,0.4,0.2,0.0,2.2,0.3,1.3,1.3
497,324600,2007JJ00,2366.0,0.0,0.4,2375.0,5.8,3.0,0.4,0.2,0.0,2.1,0.4,1.3,1.3
498,324600,2008JJ00,2330.0,0.0,0.3,2339.0,6.0,2.9,0.5,0.2,0.0,2.3,0.4,1.2,1.2
499,324600,2009JJ00,2133.0,0.0,0.3,2142.0,5.7,2.8,0.5,0.2,0.0,5.1,0.5,1.2,1.2
500,324600,2010JJ00,2126.0,0.0,0.3,2134.0,5.3,3.0,0.4,0.2,0.0,4.9,0.6,1.2,1.2
501,324600,2011JJ00,1962.0,0.0,0.3,1970.0,5.2,3.0,0.4,0.2,0.0,4.8,0.7,1.2,1.2
502,324600,2012JJ00,2572.0,0.0,0.3,2580.0,4.6,2.8,0.4,0.2,0.0,3.8,0.2,1.2,1.2
503,324600,2013JJ00,2389.0,0.0,0.3,2396.0,3.9,2.8,0.4,0.2,0.0,3.7,0.2,1.2,1.2
504,328105,1990JJ00,7949.0,0.0,1.7,10232.0,9.6,17.2,0.3,0.8,578.9,229.4,47.5,12.4,12.4
505,328105,1991JJ00,7408.0,0.0,1.6,9412.0,9.6,15.2,0.3,0.7,463.1,213.4,44.1,11.3,11.3
506,328105,1992JJ00,7386.0,0.0,1.6,9610.0,10.1,12.3,0.2,0.6,347.3,197.4,40.7,10.3,10.3
507,328105,1993JJ00,7699.0,0.0,1.6,10113.0,9.9,11.9,0.2,0.6,231.5,181.4,37.3,9.2,9.2
508,328105,1994JJ00,7946.0,0.0,1.7,10779.0,9.6,12.5,0.1,0.6,115.8,165.3,33.9,8.1,8.1
509,328105,1995JJ00,8208.0,0.0,1.7,10147.0,10.6,12.0,0.1,0.6,0.0,149.3,30.7,7.1,7.1
510,328105,1996JJ00,8250.0,0.0,1.7,10594.0,10.4,10.7,0.0,0.6,0.0,134.5,24.9,5.4,5.4
511,328105,1997JJ00,8165.0,0.0,1.7,10695.0,9.5,10.0,0.1,0.5,0.0,112.3,21.1,4.4,4.4
512,328105,1998JJ00,7650.0,0.0,1.6,10329.0,8.5,7.9,0.1,0.4,0.0,116.7,19.3,4.8,4.8
513,328105,1999JJ00,7139.0,0.0,1.4,8682.0,7.9,7.0,0.1,0.4,0.0,98.0,19.5,4.1,4.1
514,328105,2000JJ00,6864.0,0.0,1.3,8280.0,7.3,7.0,0.0,0.4,0.0,106.6,11.2,3.6,3.6
515,328105,2001JJ00,7045.0,0.0,1.3,8401.0,8.3,6.4,0.0,0.4,0.0,102.8,11.5,3.2,3.2
516,328105,2002JJ00,7208.0,0.0,1.3,9303.0,8.3,6.5,0.0,0.4,0.0,96.3,10.4,3.1,3.1
517,328105,2003JJ00,7544.0,0.0,1.3,8013.0,8.2,6.5,0.0,0.4,0.0,106.8,8.8,3.0,3.0
518,328105,2004JJ00,7709.0,0.0,1.3,7844.0,8.6,7.4,0.0,0.4,0.0,125.6,8.2,3.0,3.0
519,328105,2005JJ00,7697.0,0.0,1.3,7814.0,8.2,7.8,0.1,0.4,0.0,116.0,8.4,2.7,2.7
520,328105,2006JJ00,7484.0,0.0,1.3,7573.0,7.7,6.9,0.1,0.4,0.0,125.7,8.0,2.6,2.6
521,328105,2007JJ00,7757.0,0.0,1.3,7884.0,7.8,7.3,0.0,0.4,0.0,118.0,8.6,2.7,2.7
522,328105,2008JJ00,7737.0,0.0,1.3,7839.0,7.5,7.1,0.0,0.4,0.0,122.3,8.3,2.5,2.5
523,328105,2009JJ00,6547.0,0.0,1.0,6616.0,5.6,4.0,0.0,0.2,0.0,87.8,7.3,2.1,2.1
524,328105,2010JJ00,7361.0,0.0,1.2,7449.0,7.2,6.1,0.0,0.3,0.0,95.8,7.7,2.3,2.3
525,328105,2011JJ00,7396.0,0.0,1.2,7507.0,6.9,6.4,0.0,0.4,0.0,80.9,7.7,2.2,2.2
526,328105,2012JJ00,6890.0,0.0,1.1,6956.0,7.1,4.4,0.0,0.3,0.0,76.2,7.3,1.8,1.8
527,328105,2013JJ00,6820.0,0.0,1.3,6890.0,6.7,4.3,0.0,0.3,0.0,76.3,7.0,1.7,1.7
528,328100,1990JJ00,7561.0,0.0,1.6,9843.0,7.8,14.6,0.1,0.6,37.3,225.3,5.3,10.5,10.5
529,328100,1991JJ00,6912.0,0.0,1.6,8915.0,8.5,14.1,0.1,0.6,29.8,210.0,5.0,9.6,9.6
530,328100,1992JJ00,6887.0,0.0,1.6,9109.0,8.8,11.8,0.1,0.6,22.4,194.7,4.7,8.8,8.8
531,328100,1993JJ00,7222.0,0.0,1.6,9634.0,8.8,11.7,0.1,0.6,14.9,179.4,4.4,8.0,8.0
532,328100,1994JJ00,7476.0,0.0,1.6,10308.0,8.9,12.4,0.1,0.6,7.5,164.0,4.1,7.1,7.1
533,328100,1995JJ00,7786.0,0.0,1.6,9723.0,9.8,11.9,0.0,0.6,0.0,148.7,3.9,6.4,6.4
534,328100,1996JJ00,7811.0,0.0,1.6,10154.0,9.6,10.7,0.0,0.5,0.0,133.8,3.3,5.4,5.4
535,328100,1997JJ00,7752.0,0.0,1.6,10281.0,8.9,10.0,0.1,0.5,0.0,111.7,3.2,4.4,4.4
536,328100,1998JJ00,7205.0,0.0,1.6,9882.0,7.8,7.9,0.1,0.4,0.0,116.2,3.8,4.5,4.5
537,328100,1999JJ00,6638.0,0.0,1.3,8179.0,7.1,7.0,0.1,0.4,0.0,97.5,2.7,3.6,3.6
538,328100,2000JJ00,6396.0,0.0,1.2,7811.0,6.6,7.0,0.0,0.4,0.0,106.1,2.3,2.9,2.9
539,328100,2001JJ00,6560.0,0.0,1.3,7914.0,7.6,6.4,0.0,0.4,0.0,102.3,1.8,2.6,2.6
540,328100,2002JJ00,6712.0,0.0,1.2,8805.0,7.3,6.5,0.0,0.4,0.0,95.5,2.0,2.5,2.5
541,328100,2003JJ00,7091.0,0.0,1.2,7557.0,7.6,6.5,0.0,0.4,0.0,106.2,1.7,2.5,2.5
542,328100,2004JJ00,7264.0,0.0,1.3,7397.0,8.0,7.3,0.0,0.4,0.0,125.0,1.2,2.5,2.5
543,328100,2005JJ00,7252.0,0.0,1.3,7368.0,7.5,7.7,0.1,0.4,0.0,115.4,1.5,2.1,2.1
544,328100,2006JJ00,7066.0,0.0,1.2,7153.0,7.1,6.9,0.1,0.4,0.0,125.1,1.6,2.1,2.1
545,328100,2007JJ00,7336.0,0.0,1.2,7461.0,7.1,7.3,0.0,0.4,0.0,117.4,1.7,2.2,2.2
546,328100,2008JJ00,7338.0,0.0,1.2,7437.0,6.8,7.1,0.0,0.4,0.0,122.0,1.7,2.0,2.0
547,328100,2009JJ00,6124.0,0.0,1.0,6189.0,4.9,4.0,0.0,0.2,0.0,87.4,1.5,1.7,1.7
548,328100,2010JJ00,6909.0,0.0,1.2,6993.0,6.6,6.1,0.0,0.3,0.0,95.3,1.7,1.8,1.8
549,328100,2011JJ00,7003.0,0.0,1.1,7111.0,6.3,6.4,0.0,0.3,0.0,80.4,1.8,1.8,1.8
550,328100,2012JJ00,6443.0,0.0,1.1,6505.0,6.5,4.4,0.0,0.3,0.0,75.7,1.7,1.4,1.4
551,328100,2013JJ00,6378.0,0.0,1.2,6444.0,6.2,4.3,0.0,0.3,0.0,75.8,1.5,1.3,1.3
552,330300,1990JJ00,388.0,0.0,0.0,389.0,1.8,2.6,0.2,0.1,541.6,4.1,42.2,1.9,1.9
553,330300,1991JJ00,495.0,0.0,0.0,497.0,1.2,1.1,0.2,0.1,433.2,3.4,39.1,1.7,1.7
554,330300,1992JJ00,499.0,0.0,0.0,501.0,1.3,0.4,0.1,0.0,324.9,2.7,36.0,1.4,1.4
555,330300,1993JJ00,477.0,0.0,0.0,479.0,1.1,0.2,0.1,0.0,216.6,2.0,32.9,1.2,1.2
556,330300,1994JJ00,470.0,0.0,0.0,471.0,0.8,0.1,0.0,0.0,108.3,1.3,29.8,0.9,0.9
557,330300,1995JJ00,422.0,0.0,0.0,424.0,0.8,0.1,0.0,0.0,0.0,0.6,26.8,0.7,0.7
558,330300,1996JJ00,439.0,0.0,0.0,440.0,0.7,0.0,0.0,0.0,0.0,0.7,21.6,0.0,0.0
559,330300,1997JJ00,413.0,0.0,0.0,414.0,0.6,0.0,0.0,0.0,0.0,0.6,17.9,0.0,0.0
560,330300,1998JJ00,445.0,0.0,0.0,447.0,0.7,0.0,0.0,0.0,0.0,0.5,15.5,0.3,0.3
561,330300,1999JJ00,501.0,0.0,0.0,503.0,0.7,0.0,0.0,0.0,0.0,0.5,16.8,0.5,0.5
562,330300,2000JJ00,468.0,0.0,0.0,469.0,0.7,0.0,0.0,0.0,0.0,0.5,8.9,0.7,0.7
563,330300,2001JJ00,485.0,0.0,0.0,487.0,0.7,0.0,0.0,0.0,0.0,0.4,9.7,0.6,0.6
564,330300,2002JJ00,497.0,0.0,0.0,498.0,0.9,0.0,0.0,0.0,0.0,0.8,8.4,0.6,0.6
565,330300,2003JJ00,454.0,0.0,0.0,455.0,0.7,0.0,0.0,0.0,0.0,0.7,7.1,0.6,0.6
566,330300,2004JJ00,445.0,0.0,0.0,447.0,0.6,0.0,0.0,0.0,0.0,0.6,7.0,0.6,0.6
567,330300,2005JJ00,445.0,0.0,0.0,446.0,0.7,0.0,0.0,0.0,0.0,0.6,6.9,0.5,0.5
568,330300,2006JJ00,418.0,0.0,0.0,420.0,0.7,0.0,0.0,0.0,0.0,0.6,6.5,0.5,0.5
569,330300,2007JJ00,421.0,0.0,0.0,423.0,0.7,0.0,0.0,0.0,0.0,0.6,6.9,0.5,0.5
570,330300,2008JJ00,399.0,0.0,0.1,402.0,0.7,0.0,0.0,0.0,0.0,0.4,6.6,0.5,0.5
571,330300,2009JJ00,423.0,0.0,0.1,426.0,0.7,0.0,0.0,0.0,0.0,0.4,5.8,0.4,0.4
572,330300,2010JJ00,453.0,0.0,0.1,456.0,0.7,0.0,0.0,0.0,0.0,0.5,6.0,0.4,0.4
573,330300,2011JJ00,392.0,0.0,0.1,396.0,0.6,0.0,0.0,0.0,0.0,0.5,6.0,0.4,0.4
574,330300,2012JJ00,447.0,0.0,0.1,451.0,0.6,0.0,0.0,0.0,0.0,0.5,5.6,0.4,0.4
575,330300,2013JJ00,442.0,0.0,0.1,446.0,0.6,0.0,0.0,0.0,0.0,0.5,5.5,0.4,0.4
576,332910,1990JJ00,373.0,0.0,0.0,392.0,1.9,0.4,0.0,0.1,37.8,0.6,1.1,0.1,0.1
577,332910,1991JJ00,477.0,0.0,0.0,495.0,0.9,0.3,0.0,0.0,30.9,0.5,1.1,0.1,0.1
578,332910,1992JJ00,480.0,0.0,0.0,499.0,1.9,0.3,0.0,0.1,24.1,0.5,1.0,0.1,0.1
579,332910,1993JJ00,457.0,0.0,0.0,478.0,1.0,0.2,0.0,0.0,17.2,0.4,0.9,0.1,0.1
580,332910,1994JJ00,451.0,0.0,0.0,475.0,0.8,0.0,0.0,0.0,10.3,0.3,0.8,0.1,0.1
581,332910,1995JJ00,413.0,0.0,0.0,451.0,0.6,0.2,0.0,0.0,3.5,0.3,0.9,0.0,0.0
582,332910,1996JJ00,372.0,0.0,0.0,418.0,0.4,0.7,0.0,0.0,2.6,0.2,0.7,0.1,0.1
583,332910,1997JJ00,344.0,0.0,0.0,394.0,0.8,1.7,0.0,0.1,1.7,0.2,0.6,0.0,0.0
584,332910,1998JJ00,359.0,0.0,0.0,411.0,0.5,2.3,0.0,0.1,0.9,0.2,0.4,0.0,0.0
585,332910,1999JJ00,340.0,0.0,0.0,371.0,0.3,1.8,0.0,0.1,0.0,0.6,0.0,0.0,0.0
586,332910,2000JJ00,347.0,0.0,0.0,541.0,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0
587,332910,2001JJ00,316.0,0.0,0.0,480.0,0.4,0.1,0.0,0.0,0.0,1.0,0.5,0.0,0.0
588,332910,2002JJ00,289.0,0.0,0.0,409.0,0.3,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0
589,332910,2003JJ00,284.0,0.0,0.0,465.0,0.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
590,332910,2004JJ00,305.0,0.0,0.0,485.0,0.3,0.2,0.0,0.0,0.0,1.1,0.2,0.0,0.0
591,332910,2005JJ00,307.0,0.0,0.0,487.0,0.3,0.2,0.0,0.0,0.0,1.3,0.3,0.0,0.0
592,332910,2006JJ00,288.0,0.0,0.0,484.0,0.3,0.1,0.0,0.0,0.0,1.0,0.3,0.0,0.0
593,332910,2007JJ00,271.0,0.0,0.0,494.0,0.2,0.1,0.0,0.0,0.0,0.9,0.3,0.0,0.0
594,332910,2008JJ00,263.0,0.0,0.0,444.0,0.2,0.2,0.0,0.0,0.0,1.1,0.3,0.1,0.1
595,332910,2009JJ00,335.0,0.0,0.1,463.0,0.3,0.2,0.0,0.0,0.0,1.0,0.3,0.1,0.1
596,332910,2010JJ00,336.0,0.0,0.0,490.0,0.3,0.2,0.0,0.0,0.0,1.1,0.2,0.1,0.1
597,332910,2011JJ00,287.0,0.0,0.0,390.0,0.5,0.3,0.0,0.0,0.0,1.1,0.2,0.0,0.0
598,332910,2012JJ00,236.0,0.0,0.0,377.0,0.4,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0
599,332910,2013JJ00,225.0,0.0,0.0,335.0,0.4,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0
600,332900,1990JJ00,227.0,0.0,0.0,246.0,1.8,0.2,0.0,0.0,29.4,0.5,0.6,0.0,0.0
601,332900,1991JJ00,289.0,0.0,0.0,306.0,0.8,0.2,0.0,0.0,24.2,0.5,0.5,0.0,0.0
602,332900,1992JJ00,290.0,0.0,0.0,309.0,1.7,0.2,0.0,0.0,19.0,0.4,0.5,0.0,0.0
603,332900,1993JJ00,277.0,0.0,0.0,297.0,0.9,0.1,0.0,0.0,13.8,0.3,0.5,0.0,0.0
604,332900,1994JJ00,273.0,0.0,0.0,296.0,0.7,0.0,0.0,0.0,8.7,0.3,0.4,0.0,0.0
605,332900,1995JJ00,247.0,0.0,0.0,285.0,0.4,0.1,0.0,0.0,3.5,0.2,0.5,0.0,0.0
606,332900,1996JJ00,225.0,0.0,0.0,270.0,0.3,0.2,0.0,0.0,2.6,0.2,0.4,0.0,0.0
607,332900,1997JJ00,205.0,0.0,0.0,254.0,0.6,0.6,0.0,0.0,1.7,0.1,0.3,0.0,0.0
608,332900,1998JJ00,209.0,0.0,0.0,261.0,0.4,0.8,0.0,0.0,0.9,0.1,0.2,0.0,0.0
609,332900,1999JJ00,181.0,0.0,0.0,211.0,0.2,0.7,0.0,0.0,0.0,0.6,0.0,0.0,0.0
610,332900,2000JJ00,189.0,0.0,0.0,383.0,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0
611,332900,2001JJ00,179.0,0.0,0.0,342.0,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0
612,332900,2002JJ00,167.0,0.0,0.0,287.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0
613,332900,2003JJ00,158.0,0.0,0.0,339.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0
614,332900,2004JJ00,162.0,0.0,0.0,342.0,0.2,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0
615,332900,2005JJ00,164.0,0.0,0.0,343.0,0.2,0.1,0.0,0.0,0.0,0.5,0.2,0.0,0.0
616,332900,2006JJ00,143.0,0.0,0.0,339.0,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
617,332900,2007JJ00,92.0,0.0,0.0,314.0,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0
618,332900,2008JJ00,82.0,0.0,0.0,263.0,0.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0
619,332900,2009JJ00,154.0,0.0,0.0,281.0,0.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0
620,332900,2010JJ00,161.0,0.0,0.0,314.0,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.0
621,332900,2011JJ00,107.0,0.0,0.0,209.0,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.0
622,332900,2012JJ00,60.0,0.0,0.0,200.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
623,332900,2013JJ00,61.0,0.0,0.0,169.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
624,334800,1990JJ00,147.0,0.0,0.0,147.0,0.2,0.2,0.0,0.0,8.4,0.1,0.6,0.0,0.0
625,334800,1991JJ00,188.0,0.0,0.0,189.0,0.1,0.1,0.0,0.0,6.7,0.1,0.5,0.0,0.0
626,334800,1992JJ00,189.0,0.0,0.0,190.0,0.2,0.1,0.0,0.0,5.0,0.1,0.5,0.0,0.0
627,334800,1993JJ00,180.0,0.0,0.0,181.0,0.1,0.1,0.0,0.0,3.3,0.1,0.4,0.0,0.0
628,334800,1994JJ00,178.0,0.0,0.0,179.0,0.1,0.0,0.0,0.0,1.7,0.1,0.4,0.0,0.0
629,334800,1995JJ00,166.0,0.0,0.0,166.0,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.0
630,334800,1996JJ00,148.0,0.0,0.0,148.0,0.1,0.4,0.0,0.0,0.0,0.1,0.3,0.0,0.0
