ID,OriginDestination,Periods,CO2_1,N2O_2,CH4_3,GreenhouseGasEquivalent_4,NOx_5,SO2_6,NH3_7,AcidificationEquivalent_8,CFK12Equivalent_9,CO_10,NMVOC_11,PM10_12,FineDustEquivalent_13
1055,396300,2013JJ00,733.0,0.0,0.2,740.0,1.6,0.0,0.0,0.0,0.0,1.1,0.5,0.1,0.1
1056,402000,1990JJ00,557.0,0.0,0.1,560.0,1.0,0.1,0.0,0.0,19.4,0.5,0.3,0.0,0.0
1057,402000,1991JJ00,617.0,0.0,0.1,620.0,1.1,0.1,0.0,0.0,15.7,0.5,0.3,0.0,0.0
1058,402000,1992JJ00,581.0,0.0,0.2,585.0,1.1,0.1,0.0,0.0,12.0,0.5,0.2,0.0,0.0
1059,402000,1993JJ00,641.0,0.0,0.2,646.0,1.1,0.1,0.0,0.0,8.3,0.5,0.2,0.0,0.0
1060,402000,1994JJ00,586.0,0.0,0.2,591.0,1.1,0.1,0.0,0.0,4.6,0.5,0.2,0.0,0.0
1061,402000,1995JJ00,653.0,0.0,0.3,659.0,1.1,0.1,0.0,0.0,0.9,0.5,0.2,0.0,0.0
1062,402000,1996JJ00,737.0,0.0,0.4,745.0,1.2,0.2,0.0,0.0,0.8,0.5,0.2,0.0,0.0
1063,402000,1997JJ00,641.0,0.0,0.4,650.0,0.9,0.1,0.0,0.0,0.5,0.4,0.2,0.0,0.0
1064,402000,1998JJ00,658.0,0.0,0.4,666.0,0.9,0.2,0.0,0.0,0.3,0.4,0.2,0.0,0.0
1065,402000,1999JJ00,546.0,0.0,0.4,554.0,0.8,0.1,0.0,0.0,0.1,0.4,0.2,0.0,0.0
1066,402000,2000JJ00,581.0,0.0,0.4,589.0,1.0,0.1,0.0,0.0,0.1,0.4,0.2,0.0,0.0
1067,402000,2001JJ00,690.0,0.0,0.3,698.0,1.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1068,402000,2002JJ00,758.0,0.0,0.3,766.0,1.2,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1069,402000,2003JJ00,824.0,0.0,0.4,832.0,1.3,0.1,0.0,0.0,0.0,0.5,0.2,0.0,0.0
1070,402000,2004JJ00,787.0,0.0,0.3,795.0,1.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1071,402000,2005JJ00,687.0,0.0,0.3,695.0,1.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1072,402000,2006JJ00,785.0,0.0,0.3,793.0,1.3,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
1073,402000,2007JJ00,697.0,0.0,0.3,704.0,1.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1074,402000,2008JJ00,767.0,0.0,0.3,776.0,1.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1075,402000,2009JJ00,699.0,0.0,0.3,706.0,0.9,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1076,402000,2010JJ00,631.0,0.0,0.2,636.0,0.8,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
1077,402000,2011JJ00,461.0,0.0,0.2,466.0,0.6,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1078,402000,2012JJ00,455.0,0.0,0.2,459.0,0.5,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1079,402000,2013JJ00,486.0,0.0,0.2,490.0,0.5,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
1080,300010,1990JJ00,2217.0,0.0,0.4,2230.0,17.5,1.3,0.1,0.4,256.5,27.3,7.8,1.5,1.5
1081,300010,1991JJ00,2339.0,0.0,0.4,2355.0,17.7,1.3,0.1,0.4,207.5,25.2,7.3,1.5,1.5
1082,300010,1992JJ00,2358.0,0.0,0.4,2375.0,17.9,1.4,0.1,0.4,158.6,24.9,6.9,1.4,1.4
1083,300010,1993JJ00,2460.0,0.0,0.5,2479.0,17.2,1.4,0.2,0.4,109.6,24.0,6.5,1.4,1.4
1084,300010,1994JJ00,2410.0,0.0,0.5,2431.0,16.9,1.4,0.2,0.4,60.7,23.4,6.2,1.3,1.3
1085,300010,1995JJ00,2533.0,0.0,0.6,2556.0,15.6,1.3,0.2,0.4,11.8,22.9,5.4,1.2,1.2
1086,300010,1996JJ00,2681.0,0.0,0.7,2707.0,15.3,1.2,0.2,0.4,10.7,22.4,5.0,1.1,1.1
1087,300010,1997JJ00,2574.0,0.0,0.7,2601.0,14.1,0.6,0.2,0.3,7.4,21.1,4.6,1.1,1.1
1088,300010,1998JJ00,2682.0,0.0,0.6,2710.0,14.3,0.7,0.2,0.3,3.7,20.8,4.3,1.0,1.0
1089,300010,1999JJ00,2644.0,0.0,0.6,2671.0,14.4,0.6,0.2,0.3,1.9,20.0,4.0,1.0,1.0
1090,300010,2000JJ00,2684.0,0.0,0.6,2712.0,13.8,0.4,0.2,0.3,1.0,18.8,3.5,1.0,1.0
1091,300010,2001JJ00,2856.0,0.1,0.6,2884.0,13.6,0.2,0.2,0.3,0.4,17.5,3.2,1.0,1.0
1092,300010,2002JJ00,2967.0,0.1,0.5,2994.0,13.7,0.2,0.2,0.3,0.0,17.0,2.9,0.9,0.9
1093,300010,2003JJ00,3025.0,0.1,0.5,3052.0,13.6,0.2,0.2,0.3,0.0,16.3,2.7,0.9,0.9
1094,300010,2004JJ00,3116.0,0.1,0.5,3144.0,13.8,0.2,0.2,0.3,0.0,16.4,2.6,0.9,0.9
1095,300010,2005JJ00,3099.0,0.1,0.5,3127.0,13.8,0.2,0.2,0.3,0.0,16.8,2.6,0.9,0.9
1096,300010,2006JJ00,3361.0,0.1,0.5,3390.0,14.1,0.2,0.2,0.3,0.0,17.3,2.6,0.9,0.9
1097,300010,2007JJ00,3384.0,0.1,0.5,3414.0,14.1,0.2,0.2,0.3,0.0,17.8,2.7,0.8,0.8
1098,300010,2008JJ00,3723.0,0.1,0.6,3756.0,14.5,0.1,0.3,0.3,0.0,20.6,2.8,0.8,0.8
1099,300010,2009JJ00,3504.0,0.1,0.5,3535.0,12.5,0.1,0.2,0.3,0.0,18.5,2.5,0.7,0.7
1100,300010,2010JJ00,2928.0,0.1,0.4,2954.0,9.6,0.0,0.2,0.2,0.0,14.6,2.2,0.5,0.5
1101,300010,2011JJ00,2491.0,0.1,0.3,2514.0,8.0,0.0,0.2,0.2,0.0,12.5,2.0,0.5,0.5
1102,300010,2012JJ00,2436.0,0.1,0.3,2459.0,7.3,0.0,0.2,0.2,0.0,11.1,1.9,0.4,0.4
1103,300010,2013JJ00,2491.0,0.1,0.3,2514.0,7.1,0.0,0.2,0.2,0.0,11.8,1.9,0.4,0.4
1104,403300,1990JJ00,758.0,0.0,0.1,762.0,3.6,0.3,0.1,0.1,154.1,2.9,1.6,0.3,0.3
1105,403300,1991JJ00,819.0,0.0,0.1,823.0,3.7,0.3,0.1,0.1,124.6,2.8,1.5,0.3,0.3
1106,403300,1992JJ00,798.0,0.0,0.2,803.0,4.0,0.4,0.1,0.1,95.2,2.8,1.5,0.3,0.3
1107,403300,1993JJ00,853.0,0.0,0.2,859.0,3.8,0.4,0.1,0.1,65.7,2.8,1.5,0.3,0.3
1108,403300,1994JJ00,804.0,0.0,0.2,811.0,3.9,0.4,0.1,0.1,36.2,2.8,1.4,0.3,0.3
1109,403300,1995JJ00,870.0,0.0,0.3,878.0,3.4,0.3,0.1,0.1,6.7,2.6,1.1,0.3,0.3
1110,403300,1996JJ00,946.0,0.0,0.3,955.0,3.3,0.4,0.1,0.1,5.9,2.5,1.0,0.2,0.2
1111,403300,1997JJ00,869.0,0.0,0.4,879.0,3.1,0.2,0.1,0.1,4.0,2.4,1.0,0.2,0.2
1112,403300,1998JJ00,894.0,0.0,0.3,903.0,3.0,0.2,0.1,0.1,2.0,2.2,1.0,0.2,0.2
1113,403300,1999JJ00,818.0,0.0,0.3,827.0,3.1,0.2,0.1,0.1,1.0,2.1,0.9,0.2,0.2
1114,403300,2000JJ00,851.0,0.0,0.3,861.0,3.1,0.1,0.1,0.1,0.5,2.0,0.9,0.2,0.2
1115,403300,2001JJ00,971.0,0.0,0.3,981.0,3.3,0.1,0.1,0.1,0.2,1.9,0.8,0.2,0.2
1116,403300,2002JJ00,1020.0,0.0,0.3,1030.0,3.4,0.1,0.1,0.1,0.0,1.8,0.8,0.2,0.2
1117,403300,2003JJ00,1069.0,0.0,0.3,1079.0,3.5,0.1,0.1,0.1,0.0,1.8,0.8,0.2,0.2
1118,403300,2004JJ00,1076.0,0.0,0.3,1085.0,3.5,0.0,0.1,0.1,0.0,1.6,0.8,0.2,0.2
1119,403300,2005JJ00,1035.0,0.0,0.3,1044.0,3.6,0.0,0.1,0.1,0.0,1.6,0.8,0.2,0.2
1120,403300,2006JJ00,1159.0,0.0,0.3,1168.0,3.8,0.0,0.1,0.1,0.0,1.7,0.8,0.2,0.2
1121,403300,2007JJ00,1111.0,0.0,0.3,1121.0,3.8,0.0,0.1,0.1,0.0,1.7,0.8,0.2,0.2
1122,403300,2008JJ00,1177.0,0.0,0.3,1188.0,3.7,0.0,0.1,0.1,0.0,1.6,0.8,0.2,0.2
1123,403300,2009JJ00,1067.0,0.0,0.3,1077.0,2.7,0.0,0.1,0.1,0.0,1.8,0.8,0.1,0.1
1124,403300,2010JJ00,984.0,0.0,0.2,992.0,2.5,0.0,0.1,0.1,0.0,1.9,0.8,0.1,0.1
1125,403300,2011JJ00,825.0,0.0,0.2,832.0,2.2,0.0,0.1,0.1,0.0,2.0,0.9,0.1,0.1
1126,403300,2012JJ00,846.0,0.0,0.2,853.0,2.1,0.0,0.1,0.1,0.0,1.9,0.8,0.1,0.1
1127,403300,2013JJ00,871.0,0.0,0.2,879.0,2.0,0.0,0.1,0.0,0.0,1.9,0.8,0.1,0.1
1128,410200,1990JJ00,1459.0,0.0,0.3,1468.0,13.9,1.0,0.1,0.3,102.3,24.4,6.3,1.2,1.2
1129,410200,1991JJ00,1520.0,0.0,0.3,1531.0,13.9,1.0,0.1,0.3,82.9,22.4,5.7,1.2,1.2
1130,410200,1992JJ00,1560.0,0.0,0.3,1572.0,14.0,1.0,0.1,0.3,63.4,22.1,5.4,1.1,1.1
1131,410200,1993JJ00,1607.0,0.0,0.3,1621.0,13.4,1.1,0.1,0.3,44.0,21.2,5.1,1.1,1.1
1132,410200,1994JJ00,1606.0,0.0,0.3,1620.0,13.0,1.1,0.1,0.3,24.5,20.7,4.8,1.0,1.0
1133,410200,1995JJ00,1662.0,0.0,0.3,1678.0,12.2,0.9,0.1,0.3,5.0,20.3,4.3,0.9,0.9
1134,410200,1996JJ00,1735.0,0.0,0.3,1752.0,11.9,0.8,0.1,0.3,4.8,19.9,4.0,0.9,0.9
1135,410200,1997JJ00,1705.0,0.0,0.3,1722.0,11.0,0.4,0.1,0.3,3.4,18.7,3.6,0.8,0.8
1136,410200,1998JJ00,1789.0,0.0,0.3,1806.0,11.2,0.5,0.1,0.3,1.8,18.6,3.3,0.8,0.8
1137,410200,1999JJ00,1826.0,0.0,0.3,1844.0,11.3,0.5,0.1,0.3,0.9,17.9,3.1,0.8,0.8
1138,410200,2000JJ00,1833.0,0.0,0.3,1851.0,10.7,0.3,0.1,0.3,0.4,16.8,2.7,0.8,0.8
1139,410200,2001JJ00,1885.0,0.0,0.3,1903.0,10.2,0.1,0.1,0.2,0.2,15.5,2.3,0.7,0.7
1140,410200,2002JJ00,1947.0,0.0,0.2,1965.0,10.3,0.2,0.1,0.2,0.0,15.2,2.1,0.7,0.7
1141,410200,2003JJ00,1956.0,0.0,0.2,1973.0,10.0,0.2,0.1,0.2,0.0,14.6,1.9,0.7,0.7
1142,410200,2004JJ00,2040.0,0.0,0.2,2058.0,10.2,0.2,0.1,0.2,0.0,14.8,1.8,0.7,0.7
1143,410200,2005JJ00,2065.0,0.0,0.2,2083.0,10.2,0.2,0.1,0.2,0.0,15.2,1.8,0.7,0.7
1144,410200,2006JJ00,2203.0,0.0,0.2,2221.0,10.3,0.2,0.2,0.2,0.0,15.6,1.8,0.7,0.7
1145,410200,2007JJ00,2273.0,0.0,0.2,2292.0,10.3,0.2,0.2,0.2,0.0,16.1,1.9,0.6,0.6
1146,410200,2008JJ00,2546.0,0.1,0.3,2568.0,10.8,0.1,0.2,0.2,0.0,19.0,2.0,0.6,0.6
1147,410200,2009JJ00,2438.0,0.1,0.2,2459.0,9.8,0.1,0.2,0.2,0.0,16.8,1.7,0.6,0.6
1148,410200,2010JJ00,1944.0,0.0,0.2,1961.0,7.2,0.0,0.1,0.2,0.0,12.7,1.3,0.4,0.4
1149,410200,2011JJ00,1667.0,0.0,0.1,1682.0,5.8,0.0,0.1,0.1,0.0,10.6,1.2,0.3,0.3
1150,410200,2012JJ00,1591.0,0.0,0.1,1605.0,5.1,0.0,0.1,0.1,0.0,9.2,1.0,0.3,0.3
1151,410200,2013JJ00,1620.0,0.0,0.1,1635.0,5.1,0.0,0.1,0.1,0.0,9.9,1.1,0.3,0.3
1152,300012,1990JJ00,4390.0,0.8,7.4,4778.0,16.6,4.8,0.2,0.5,667.5,8.3,5.1,1.0,1.0
1153,300012,1991JJ00,4683.0,0.8,12.0,5169.0,16.1,4.4,0.2,0.5,539.0,8.2,4.8,0.9,0.9
1154,300012,1992JJ00,4541.0,0.8,12.4,5034.0,15.9,4.4,0.2,0.5,410.5,8.4,4.6,0.9,0.9
1155,300012,1993JJ00,4851.0,0.7,12.7,5339.0,16.2,4.2,0.2,0.5,282.0,8.3,4.3,0.8,0.8
1156,300012,1994JJ00,4512.0,0.7,8.4,4895.0,14.5,3.8,0.2,0.4,153.5,8.3,4.1,0.7,0.7
1157,300012,1995JJ00,4824.0,0.6,6.8,5160.0,16.0,4.0,0.2,0.5,25.1,8.4,3.4,0.7,0.7
1158,300012,1996JJ00,5322.0,0.6,7.2,5655.0,16.5,3.7,0.2,0.5,20.8,9.5,3.8,0.7,0.7
1159,300012,1997JJ00,4749.0,0.5,7.2,5066.0,15.0,3.8,0.2,0.5,13.5,7.9,3.3,0.6,0.6
1160,300012,1998JJ00,4966.0,0.5,7.4,5273.0,16.3,3.9,0.2,0.5,6.7,9.4,3.4,0.7,0.7
1161,300012,1999JJ00,4496.0,0.5,7.7,4805.0,16.7,4.2,0.2,0.5,3.3,8.8,3.2,0.7,0.7
1162,300012,2000JJ00,4599.0,0.4,7.3,4903.0,15.6,3.5,0.2,0.5,1.6,8.1,3.0,0.6,0.6
1163,300012,2001JJ00,5022.0,0.4,7.2,5311.0,14.7,2.9,0.2,0.4,0.7,7.1,2.8,0.6,0.6
1164,300012,2002JJ00,5382.0,0.3,7.4,5660.0,15.7,3.3,0.2,0.5,0.0,7.3,2.8,0.6,0.6
1165,300012,2003JJ00,5769.0,0.3,7.1,6039.0,15.5,2.6,0.2,0.4,0.0,8.0,3.1,0.6,0.6
1166,300012,2004JJ00,5740.0,0.3,7.4,6019.0,15.2,2.4,0.2,0.4,0.0,7.3,2.9,0.5,0.5
1167,300012,2005JJ00,5249.0,0.2,7.1,5514.0,14.6,2.3,0.2,0.4,0.0,8.0,2.9,0.5,0.5
1168,300012,2006JJ00,5809.0,0.2,6.8,6070.0,15.1,2.3,0.2,0.4,0.0,8.3,3.0,0.5,0.5
1169,300012,2007JJ00,5281.0,0.2,7.2,5548.0,14.8,2.1,0.2,0.4,0.0,9.8,3.0,0.5,0.5
1170,300012,2008JJ00,5668.0,0.2,7.1,5934.0,14.8,1.5,0.2,0.4,0.0,10.5,3.1,0.5,0.5
1171,300012,2009JJ00,5688.0,0.2,7.5,5962.0,13.3,1.3,0.2,0.3,0.0,9.7,3.0,0.4,0.4
1172,300012,2010JJ00,6452.0,0.2,7.3,6723.0,12.7,1.2,0.2,0.3,0.0,8.0,3.0,0.4,0.4
1173,300012,2011JJ00,5279.0,0.2,6.9,5548.0,11.2,1.0,0.2,0.3,0.0,5.8,2.7,0.3,0.3
1174,300012,2012JJ00,5807.0,0.2,7.0,6071.0,10.4,0.7,0.2,0.3,0.0,5.0,2.5,0.3,0.3
1175,300012,2013JJ00,6182.0,0.2,7.0,6449.0,11.1,0.8,0.2,0.3,0.0,6.3,2.6,0.3,0.3
1176,417400,1990JJ00,2558.0,0.1,7.1,2737.0,12.8,4.4,0.1,0.4,258.3,5.9,2.6,0.8,0.8
1177,417400,1991JJ00,2663.0,0.1,11.6,2937.0,12.4,4.0,0.1,0.4,208.4,6.0,2.4,0.7,0.7
1178,417400,1992JJ00,2634.0,0.1,11.9,2914.0,12.6,4.1,0.1,0.4,158.5,6.2,2.3,0.7,0.7
1179,417400,1993JJ00,2754.0,0.1,12.2,3041.0,12.4,3.9,0.1,0.4,108.7,6.2,2.2,0.7,0.7
1180,417400,1994JJ00,2591.0,0.1,7.7,2783.0,11.8,3.6,0.1,0.4,58.8,6.2,2.1,0.6,0.6
1181,417400,1995JJ00,2689.0,0.1,5.9,2844.0,12.1,3.8,0.1,0.4,8.9,6.2,1.8,0.6,0.6
1182,417400,1996JJ00,2922.0,0.1,6.1,3081.0,12.3,3.5,0.1,0.4,7.2,7.3,1.9,0.6,0.6
1183,417400,1997JJ00,2653.0,0.1,6.0,2810.0,11.5,3.5,0.1,0.4,4.7,5.9,1.6,0.5,0.5
1184,417400,1998JJ00,2815.0,0.1,6.2,2976.0,12.8,3.6,0.1,0.4,2.3,7.5,1.8,0.6,0.6
1185,417400,1999JJ00,2696.0,0.1,6.5,2866.0,13.4,3.8,0.1,0.4,1.1,7.1,1.7,0.6,0.6
1186,417400,2000JJ00,2689.0,0.1,6.1,2849.0,12.3,3.4,0.1,0.4,0.5,6.4,1.6,0.5,0.5
1187,417400,2001JJ00,2767.0,0.1,6.1,2928.0,10.8,2.8,0.1,0.3,0.2,5.2,1.4,0.4,0.4
1188,417400,2002JJ00,2895.0,0.1,6.4,3061.0,11.7,3.2,0.1,0.4,0.0,5.5,1.4,0.5,0.5
1189,417400,2003JJ00,3023.0,0.1,6.0,3179.0,11.2,2.5,0.1,0.3,0.0,6.1,1.5,0.4,0.4
1190,417400,2004JJ00,2990.0,0.1,6.3,3154.0,10.9,2.3,0.1,0.3,0.0,5.5,1.3,0.4,0.4
1191,417400,2005JJ00,2782.0,0.1,6.0,2939.0,10.6,2.2,0.1,0.3,0.0,6.3,1.4,0.4,0.4
1192,417400,2006JJ00,2935.0,0.1,5.7,3086.0,10.7,2.2,0.1,0.3,0.0,6.4,1.4,0.4,0.4
1193,417400,2007JJ00,2798.0,0.1,6.1,2957.0,10.9,2.0,0.1,0.3,0.0,8.1,1.5,0.4,0.4
1194,417400,2008JJ00,2909.0,0.1,5.9,3065.0,10.7,1.4,0.1,0.3,0.0,8.7,1.5,0.4,0.4
1195,417400,2009JJ00,2817.0,0.1,6.3,2981.0,9.3,1.3,0.1,0.2,0.0,7.6,1.3,0.3,0.3
1196,417400,2010JJ00,2741.0,0.1,6.2,2902.0,7.8,1.1,0.1,0.2,0.0,5.4,1.2,0.3,0.3
1197,417400,2011JJ00,2297.0,0.1,5.8,2450.0,7.3,1.0,0.1,0.2,0.0,3.3,1.0,0.2,0.2
1198,417400,2012JJ00,2515.0,0.1,5.8,2670.0,6.2,0.7,0.1,0.2,0.0,2.6,0.8,0.2,0.2
1199,417400,2013JJ00,2669.0,0.1,5.9,2824.0,6.9,0.8,0.1,0.2,0.0,3.8,0.9,0.2,0.2
1200,419000,1990JJ00,700.0,0.0,0.1,703.0,1.6,0.2,0.0,0.0,171.7,1.0,1.1,0.1,0.1
1201,419000,1991JJ00,770.0,0.0,0.2,774.0,1.6,0.2,0.0,0.0,138.6,0.9,1.0,0.1,0.1
1202,419000,1992JJ00,729.0,0.0,0.2,734.0,1.6,0.1,0.1,0.0,105.6,0.9,0.9,0.1,0.1
1203,419000,1993JJ00,800.0,0.0,0.2,806.0,1.9,0.1,0.1,0.0,72.5,0.9,0.9,0.1,0.1
1204,419000,1994JJ00,734.0,0.0,0.3,741.0,1.4,0.1,0.1,0.0,39.4,0.9,0.8,0.1,0.1
1205,419000,1995JJ00,815.0,0.0,0.3,822.0,1.6,0.1,0.1,0.0,6.4,0.9,0.7,0.1,0.1
1206,419000,1996JJ00,913.0,0.0,0.4,923.0,2.0,0.1,0.1,0.0,5.2,0.9,0.8,0.1,0.1
1207,419000,1997JJ00,801.0,0.0,0.4,811.0,1.5,0.1,0.1,0.0,3.4,0.8,0.6,0.1,0.1
1208,419000,1998JJ00,822.0,0.0,0.4,832.0,1.5,0.1,0.1,0.0,1.7,0.8,0.7,0.1,0.1
1209,419000,1999JJ00,693.0,0.0,0.4,703.0,1.5,0.1,0.1,0.0,0.8,0.8,0.6,0.1,0.1
1210,419000,2000JJ00,734.0,0.0,0.4,744.0,1.4,0.0,0.1,0.0,0.4,0.7,0.6,0.1,0.1
1211,419000,2001JJ00,864.0,0.0,0.4,873.0,1.6,0.0,0.1,0.0,0.2,0.8,0.5,0.1,0.1
1212,419000,2002JJ00,933.0,0.0,0.4,943.0,1.6,0.1,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1213,419000,2003JJ00,1017.0,0.0,0.4,1027.0,1.7,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1214,419000,2004JJ00,1010.0,0.0,0.4,1020.0,1.7,0.1,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1215,419000,2005JJ00,899.0,0.0,0.4,909.0,1.6,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1216,419000,2006JJ00,1033.0,0.0,0.4,1043.0,1.7,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1217,419000,2007JJ00,900.0,0.0,0.4,910.0,1.6,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1218,419000,2008JJ00,1013.0,0.0,0.4,1023.0,1.7,0.0,0.1,0.0,0.0,0.7,0.6,0.1,0.1
1219,419000,2009JJ00,1046.0,0.0,0.4,1056.0,1.6,0.0,0.1,0.0,0.0,0.9,0.6,0.1,0.1
1220,419000,2010JJ00,1277.0,0.0,0.4,1287.0,1.9,0.0,0.1,0.0,0.0,1.1,0.6,0.1,0.1
1221,419000,2011JJ00,1000.0,0.0,0.3,1009.0,1.6,0.0,0.1,0.0,0.0,1.1,0.6,0.1,0.1
1222,419000,2012JJ00,1026.0,0.0,0.3,1035.0,1.6,0.0,0.1,0.0,0.0,1.0,0.5,0.1,0.1
1223,419000,2013JJ00,1087.0,0.0,0.3,1097.0,1.5,0.0,0.1,0.0,0.0,1.1,0.5,0.0,0.0
1224,422400,1990JJ00,1132.0,0.7,0.2,1339.0,2.2,0.2,0.1,0.1,237.5,1.3,1.5,0.1,0.1
1225,422400,1991JJ00,1250.0,0.7,0.3,1458.0,2.1,0.2,0.1,0.1,191.9,1.3,1.4,0.1,0.1
1226,422400,1992JJ00,1178.0,0.7,0.3,1387.0,1.7,0.2,0.1,0.0,146.4,1.3,1.3,0.1,0.1
1227,422400,1993JJ00,1297.0,0.6,0.4,1492.0,1.9,0.2,0.1,0.0,100.9,1.2,1.2,0.1,0.1
1228,422400,1994JJ00,1187.0,0.6,0.4,1371.0,1.3,0.1,0.1,0.0,55.3,1.2,1.1,0.1,0.1
1229,422400,1995JJ00,1320.0,0.5,0.5,1494.0,2.3,0.1,0.1,0.1,9.8,1.3,1.0,0.1,0.1
1230,422400,1996JJ00,1486.0,0.5,0.7,1652.0,2.2,0.2,0.1,0.1,8.3,1.3,1.2,0.1,0.1
1231,422400,1997JJ00,1296.0,0.4,0.8,1445.0,2.0,0.3,0.1,0.1,5.3,1.2,1.0,0.1,0.1
1232,422400,1998JJ00,1329.0,0.4,0.7,1465.0,2.0,0.2,0.1,0.1,2.7,1.1,1.0,0.1,0.1
1233,422400,1999JJ00,1107.0,0.4,0.7,1236.0,1.8,0.3,0.1,0.1,1.3,1.0,0.8,0.1,0.1
1234,422400,2000JJ00,1176.0,0.3,0.7,1310.0,2.0,0.1,0.1,0.0,0.7,1.0,0.8,0.1,0.1
1235,422400,2001JJ00,1392.0,0.3,0.7,1510.0,2.3,0.1,0.1,0.1,0.3,1.1,0.9,0.1,0.1
1236,422400,2002JJ00,1553.0,0.2,0.7,1657.0,2.4,0.1,0.1,0.1,0.0,1.1,0.9,0.1,0.1
1237,422400,2003JJ00,1729.0,0.2,0.7,1833.0,2.6,0.1,0.1,0.1,0.0,1.1,1.0,0.1,0.1
1238,422400,2004JJ00,1740.0,0.2,0.7,1846.0,2.6,0.1,0.1,0.1,0.0,1.1,1.0,0.1,0.1
1239,422400,2005JJ00,1567.0,0.1,0.7,1666.0,2.3,0.1,0.1,0.1,0.0,1.0,1.0,0.1,0.1
1240,422400,2006JJ00,1840.0,0.1,0.7,1942.0,2.6,0.1,0.1,0.1,0.0,1.1,1.0,0.1,0.1
1241,422400,2007JJ00,1583.0,0.1,0.7,1682.0,2.3,0.1,0.1,0.1,0.0,1.1,1.0,0.1,0.1
1242,422400,2008JJ00,1746.0,0.1,0.8,1846.0,2.4,0.0,0.1,0.1,0.0,1.1,1.0,0.1,0.1
1243,422400,2009JJ00,1825.0,0.1,0.7,1925.0,2.3,0.0,0.1,0.1,0.0,1.2,1.0,0.1,0.1
1244,422400,2010JJ00,2434.0,0.1,0.8,2534.0,3.0,0.0,0.1,0.1,0.0,1.5,1.2,0.1,0.1
1245,422400,2011JJ00,1983.0,0.1,0.8,2088.0,2.3,0.0,0.1,0.1,0.0,1.4,1.2,0.1,0.1
1246,422400,2012JJ00,2265.0,0.1,0.8,2366.0,2.6,0.0,0.1,0.1,0.0,1.4,1.1,0.1,0.1
1247,422400,2013JJ00,2425.0,0.1,0.8,2528.0,2.7,0.0,0.1,0.1,0.0,1.5,1.1,0.0,0.0
1248,300014,1990JJ00,1082.0,0.0,0.2,1087.0,3.1,0.3,0.0,0.1,59.9,1.9,2.0,0.2,0.2
1249,300014,1991JJ00,1189.0,0.0,0.2,1195.0,3.2,0.3,0.0,0.1,48.4,1.9,1.8,0.2,0.2
1250,300014,1992JJ00,1132.0,0.0,0.3,1139.0,3.0,0.3,0.0,0.1,36.9,1.9,1.7,0.2,0.2
1251,300014,1993JJ00,1237.0,0.0,0.3,1245.0,3.3,0.3,0.0,0.1,25.4,1.9,1.5,0.2,0.2
1252,300014,1994JJ00,1141.0,0.0,0.4,1151.0,2.6,0.3,0.0,0.1,13.9,1.9,1.3,0.2,0.2
1253,300014,1995JJ00,1260.0,0.0,0.5,1272.0,3.0,0.2,0.0,0.1,2.4,1.8,1.6,0.2,0.2
1254,300014,1996JJ00,1405.0,0.0,0.6,1420.0,3.3,0.2,0.0,0.1,2.1,2.0,1.7,0.1,0.1
1255,300014,1997JJ00,1244.0,0.0,0.7,1260.0,2.7,0.1,0.0,0.1,1.4,1.8,1.5,0.1,0.1
1256,300014,1998JJ00,1278.0,0.0,0.6,1293.0,2.8,0.1,0.0,0.1,0.7,1.6,1.5,0.1,0.1
1257,300014,1999JJ00,1097.0,0.0,0.6,1112.0,2.7,0.1,0.0,0.1,0.3,1.5,1.5,0.1,0.1
1258,300014,2000JJ00,1158.0,0.0,0.6,1173.0,2.7,0.1,0.0,0.1,0.2,1.4,1.3,0.1,0.1
1259,300014,2001JJ00,1339.0,0.0,0.6,1354.0,2.8,0.1,0.0,0.1,0.1,1.4,1.2,0.1,0.1
1260,300014,2002JJ00,1405.0,0.0,0.6,1419.0,2.9,0.1,0.0,0.1,0.0,1.3,1.1,0.1,0.1
1261,300014,2003JJ00,1481.0,0.0,0.6,1496.0,3.0,0.1,0.0,0.1,0.0,1.3,1.1,0.1,0.1
1262,300014,2004JJ00,1475.0,0.0,0.5,1489.0,3.0,0.1,0.0,0.1,0.0,1.2,1.0,0.1,0.1
