ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensMHI576_2,EenOfMeerLangdurigeAandoeningen_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren65JaarOfOuder_5,BeperkingInZien65JaarOfOuder_6,BeperkingInBewegen65JaarOfOuder_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewichtObesitas_12,VoldoetAanBeweegrichtlijnen_13,WekelijkseSporters_14,Mantelzorger_15,ZwaarBelasteMantelzorgers_16,UrenMantelzorgPerWeek_17,Rokers_18,VoldoetAanRichtlijnAlcoholgebruik_19,OvermatigeDrinkersOnderBevolking_20
143,10000,MW00000,GM0164,75.5,43.1,35.2,22.5,5.8,5.9,16.9,2.0,48.6,49.4,32.4,17.0,55.0,58.5,13.6,19.9,9.4,15.9,42.4,5.9
144,10000,MW00000,GM0796,74.9,47.4,34.9,22.6,7.7,6.5,16.4,1.8,51.4,46.8,33.1,13.7,46.9,63.2,14.2,22.8,10.9,16.4,38.4,6.0
145,10000,MW00000,GM0252,78.5,39.3,33.7,21.6,6.5,4.5,14.5,1.9,49.4,48.7,36.2,12.6,49.5,60.3,17.6,23.2,10.4,11.9,43.4,5.9
146,10000,MW00000,GM0797,75.3,44.6,35.1,23.9,5.4,5.5,18.0,2.1,43.6,54.2,36.1,18.1,46.2,60.8,15.2,22.9,10.1,12.6,43.0,4.8
147,10000,MW00000,GM0534,76.7,46.3,31.8,17.9,4.0,5.8,13.1,2.3,47.7,50.0,34.4,15.6,49.8,57.9,13.3,12.4,6.6,17.1,41.3,5.9
148,10000,MW00000,GM0798,78.3,42.0,29.4,24.8,7.1,6.9,16.6,1.9,46.5,51.6,37.4,14.2,48.3,61.2,17.0,19.6,9.4,10.5,36.5,6.9
149,10000,MW00000,GM0402,76.2,49.5,31.7,21.4,5.5,6.2,15.5,2.0,53.9,44.1,32.0,12.1,54.3,62.0,11.9,27.8,12.4,14.8,45.2,4.5
150,10000,MW00000,GM1963,77.7,46.3,35.2,18.8,4.6,6.1,13.0,1.2,42.5,56.3,38.3,18.0,40.9,51.7,18.6,18.8,11.6,16.5,52.0,4.7
151,10000,MW00000,GM1735,78.8,36.4,30.0,16.5,4.3,5.1,11.1,0.9,46.2,52.9,36.5,16.4,51.7,60.4,16.0,13.9,13.1,12.7,36.4,9.8
152,10000,MW00000,GM1966,73.8,42.8,37.8,23.9,6.9,6.9,16.1,0.5,46.2,53.3,35.3,18.0,43.9,46.3,14.5,,,14.3,44.5,7.4
153,10000,MW00000,GM1911,72.6,46.2,34.1,22.1,4.5,4.4,18.1,0.5,44.0,55.5,38.1,17.4,45.0,51.7,16.4,17.7,9.2,11.1,45.2,3.1
154,10000,MW00000,GM0118,75.6,42.4,36.3,22.1,6.7,4.9,16.1,1.3,44.8,54.0,35.3,18.7,48.7,50.8,12.4,,,17.0,46.8,6.9
155,10000,MW00000,GM0405,71.5,46.0,36.9,22.3,7.9,6.7,15.1,1.4,49.7,48.9,31.3,17.6,52.2,58.3,10.9,23.7,9.3,13.1,40.4,5.4
156,10000,MW00000,GM1507,74.9,40.2,32.9,21.4,7.0,5.8,13.5,0.9,46.3,52.8,39.1,13.7,50.5,59.6,17.6,11.0,7.0,13.1,36.4,4.8
157,10000,MW00000,GM0321,79.3,41.5,32.5,18.8,5.9,4.0,13.6,1.7,54.8,43.5,30.9,12.6,50.4,64.9,18.3,26.6,10.0,9.1,46.4,4.5
158,10000,MW00000,GM0406,72.8,47.3,37.5,18.7,5.3,5.9,13.0,1.9,49.0,49.1,34.4,14.6,48.0,58.9,15.8,25.0,9.4,15.2,43.1,5.9
159,10000,MW00000,GM0677,70.7,48.6,39.2,21.4,6.0,6.1,16.1,1.5,44.4,54.1,36.1,18.0,43.7,48.4,15.5,29.1,11.5,14.0,41.3,7.3
160,10000,MW00000,GM0353,73.9,44.2,30.8,23.6,6.4,4.5,18.1,2.5,50.2,47.3,32.6,14.7,44.3,54.5,17.5,21.1,11.1,14.0,46.0,4.4
161,10000,MW00000,GM1884,75.8,43.6,32.9,17.7,5.4,4.4,12.3,0.7,46.7,52.6,37.8,14.9,46.4,59.7,13.8,25.8,9.5,12.8,38.8,6.7
162,10000,MW00000,GM0166,78.0,44.7,29.6,26.1,8.2,7.3,18.3,3.0,47.5,49.6,29.4,20.2,46.7,48.0,17.4,18.0,11.8,16.2,50.3,6.0
163,10000,MW00000,GM0678,77.4,45.0,37.1,18.8,8.5,3.8,12.1,1.7,51.6,46.7,34.4,12.3,49.3,51.8,17.4,18.2,9.9,13.6,51.8,4.6
164,10000,MW00000,GM0537,73.5,44.4,32.7,23.5,5.5,5.1,18.2,1.9,42.2,55.9,37.0,18.9,48.5,52.5,12.5,30.2,14.5,17.5,40.8,6.9
165,10000,MW00000,GM0928,62.8,49.6,44.2,29.0,8.0,8.2,21.7,1.3,37.5,61.2,39.5,21.7,36.5,46.3,16.4,18.6,10.6,20.4,52.4,3.3
166,10000,MW00000,GM1598,78.4,38.1,29.5,13.9,4.3,3.0,10.6,1.3,49.1,49.6,38.4,11.2,52.9,63.9,15.4,21.6,11.8,10.3,34.4,9.3
167,10000,MW00000,GM0542,72.5,46.3,37.7,21.8,5.7,7.2,15.4,1.4,39.2,59.4,41.1,18.3,40.5,48.6,14.9,16.8,7.0,16.8,57.0,4.8
168,10000,MW00000,GM1931,78.0,42.7,32.3,18.4,6.3,5.0,12.3,1.2,46.1,52.6,37.2,15.4,44.4,52.4,14.1,17.8,10.6,14.1,49.9,4.8
169,10000,MW00000,GM1659,75.4,42.1,35.8,21.9,7.6,6.5,17.1,2.1,41.5,56.5,38.9,17.6,45.1,53.9,15.6,22.6,9.3,8.6,38.7,4.7
170,10000,MW00000,GM1982,74.2,42.6,37.0,19.7,7.3,5.2,13.7,1.3,45.5,53.2,38.3,14.9,46.9,56.3,16.6,21.0,11.9,14.4,40.3,5.6
171,10000,MW00000,GM0882,68.0,47.5,43.2,24.8,6.3,7.4,19.1,2.2,37.1,60.6,40.4,20.3,33.9,48.4,15.3,22.2,11.4,17.3,49.3,4.9
172,10000,MW00000,GM0415,76.7,41.0,34.9,18.5,5.5,5.4,13.4,1.7,55.5,42.8,31.9,10.9,51.9,65.4,16.0,23.1,13.7,13.5,41.0,4.6
173,10000,MW00000,GM1621,79.1,43.1,31.8,19.6,7.2,5.5,12.5,1.0,49.1,49.9,36.5,13.4,46.7,62.0,12.3,21.3,10.8,11.4,42.6,4.6
174,10000,MW00000,GM0417,82.6,42.7,27.8,15.5,2.5,3.6,12.6,1.1,57.6,41.3,31.7,9.6,55.4,69.4,19.9,22.7,7.7,14.4,31.7,10.6
175,10000,MW00000,GM0080,74.7,45.6,32.6,21.9,5.6,5.6,16.3,2.4,49.7,47.9,31.4,16.5,52.4,59.8,10.7,13.9,9.7,16.4,41.2,5.6
176,10000,MW00000,GM0546,77.1,54.1,31.7,21.0,6.1,6.4,15.3,2.2,58.5,39.3,28.6,10.7,60.3,67.7,10.8,16.4,9.1,14.2,36.8,7.9
177,10000,MW00000,GM0547,75.2,43.7,35.1,21.1,5.5,6.3,16.4,1.4,45.4,53.2,37.5,15.7,50.3,64.3,14.2,21.4,8.8,12.7,46.8,5.2
178,10000,MW00000,GM1916,77.7,48.1,35.8,20.0,5.9,5.6,15.5,2.2,50.3,47.5,35.3,12.2,48.9,60.0,13.2,22.5,9.7,13.8,46.5,4.3
179,10000,MW00000,GM0995,71.2,45.3,36.1,26.6,8.0,7.7,19.9,1.5,43.2,55.4,37.0,18.4,45.5,53.0,11.8,24.5,15.4,18.0,54.9,4.0
180,10000,MW00000,GM1640,73.8,44.4,36.4,21.0,8.1,4.9,13.5,1.3,48.1,50.6,33.4,17.2,43.7,53.2,17.7,20.3,10.4,12.5,45.5,5.3
181,10000,MW00000,GM0327,77.9,41.3,34.7,21.9,7.1,5.6,14.1,1.3,52.7,45.9,33.2,12.7,51.7,66.9,13.7,24.4,10.8,11.9,43.1,5.6
182,10000,MW00000,GM1705,77.9,40.2,32.3,16.1,5.2,4.9,10.3,1.2,48.1,50.7,36.1,14.5,52.2,63.1,13.5,27.1,11.7,12.7,41.7,4.2
183,10000,MW00000,GM0553,74.8,46.4,34.6,20.5,8.3,6.3,14.8,2.2,49.2,48.7,33.5,15.1,47.5,57.6,14.5,21.0,8.6,12.4,42.1,6.9
184,10000,MW00000,GM0262,79.3,39.9,37.1,20.1,7.0,3.6,13.9,0.9,48.3,50.8,39.3,11.5,51.4,56.6,17.6,23.1,8.6,11.4,39.6,7.2
185,10000,MW00000,GM0809,67.9,46.2,42.0,26.3,8.3,6.9,18.3,2.3,38.5,59.2,37.4,21.8,37.4,51.8,13.7,27.4,10.3,15.2,42.2,7.3
186,10000,MW00000,GM0331,77.2,43.5,29.1,19.3,6.1,4.8,14.6,1.3,45.9,52.8,36.3,16.5,42.0,49.9,13.7,22.2,11.2,13.0,44.7,4.7
187,10000,MW00000,GM0168,75.8,36.9,36.6,23.7,6.8,6.5,17.7,1.3,38.8,59.9,39.5,20.4,54.6,58.6,18.9,17.0,14.1,14.9,35.9,7.0
188,10000,MW00000,GM0263,71.2,45.0,38.8,28.8,9.6,6.6,22.2,1.8,45.4,52.8,36.0,16.8,36.9,46.2,13.4,16.7,11.7,18.8,42.9,4.2
189,10000,MW00000,GM1641,74.7,41.3,34.5,20.8,6.4,5.4,15.6,2.1,45.2,52.6,35.8,16.8,43.7,49.7,18.2,18.9,10.7,12.5,44.6,4.1
190,10000,MW00000,GM1991,76.3,41.1,33.2,23.5,8.5,5.9,15.4,1.6,46.1,52.4,38.4,14.0,48.6,60.7,13.9,16.4,8.2,13.0,39.3,5.8
191,10000,MW00000,GM0556,72.5,47.6,35.9,25.8,6.0,7.8,18.8,1.8,42.7,55.5,39.6,16.0,42.8,54.2,13.0,33.7,12.9,17.4,51.0,5.6
192,10000,MW00000,GM0935,72.0,53.1,34.0,26.5,6.2,9.3,20.3,2.6,52.6,44.8,30.7,14.0,51.6,58.5,12.8,22.3,11.1,16.3,42.0,6.0
193,10000,MW00000,GM0420,75.8,45.2,30.8,17.0,4.5,4.1,11.1,1.4,44.2,54.4,38.1,16.3,49.1,56.8,13.9,18.9,10.6,15.1,39.5,7.3
194,10000,MW00000,GM0938,71.9,41.9,36.9,21.1,8.7,7.2,12.8,1.4,45.4,53.2,36.8,16.4,42.4,54.4,17.7,15.1,9.9,13.0,42.8,5.2
195,10000,MW00000,GM1948,74.7,43.3,34.1,23.3,7.2,5.2,16.8,0.9,47.5,51.6,36.8,14.8,49.3,59.8,15.3,19.6,12.7,14.4,38.3,5.9
196,10000,MW00000,GM0119,77.2,44.5,35.4,24.0,9.4,3.7,17.1,0.7,46.8,52.5,36.4,16.1,49.6,55.6,12.3,,,15.6,39.8,4.8
197,10000,MW00000,GM0687,71.4,42.1,35.8,21.3,4.4,5.3,14.7,2.1,50.9,47.0,34.2,12.8,50.1,52.0,15.1,19.1,8.7,14.8,50.5,4.5
198,10000,MW00000,GM1842,79.2,41.1,34.9,18.2,6.9,7.2,12.2,0.9,53.0,46.1,35.0,11.2,54.9,65.5,15.2,20.3,8.8,12.2,38.8,4.8
199,10000,MW00000,GM1731,74.1,38.8,35.5,21.9,8.3,6.8,13.0,1.1,40.1,58.8,40.7,18.1,44.6,50.6,15.5,19.9,8.0,11.4,45.5,6.0
200,10000,MW00000,GM1952,72.6,43.4,36.4,27.2,8.3,6.1,20.8,1.9,42.7,55.5,36.1,19.4,44.4,49.0,12.6,,,17.6,49.3,6.2
201,10000,MW00000,GM1709,69.0,41.6,40.6,22.7,6.8,7.2,16.7,0.8,39.7,59.5,40.1,19.4,40.5,51.4,20.9,22.3,13.6,17.8,44.2,6.4
202,10000,MW00000,GM1978,75.5,44.5,29.7,23.2,7.2,6.4,17.1,2.3,45.8,52.0,35.1,16.8,39.3,44.6,17.8,10.4,9.6,13.8,50.4,5.0
203,10000,MW00000,GM1955,70.1,45.3,36.5,21.6,5.9,4.5,19.0,1.4,41.6,57.0,34.4,22.6,42.9,51.9,19.8,29.5,12.1,13.1,43.6,4.5
204,10000,MW00000,GM0335,76.8,40.6,28.9,20.3,5.2,5.3,14.7,1.2,49.2,49.6,35.1,14.6,49.2,58.3,14.6,24.8,11.6,13.9,42.8,6.8
205,10000,MW00000,GM0944,77.3,43.4,36.3,16.6,3.3,4.3,12.0,1.2,54.2,44.5,33.7,10.8,53.7,63.4,17.0,22.4,9.5,8.0,47.7,4.2
206,10000,MW00000,GM1740,76.8,45.3,30.1,24.6,8.4,5.6,18.5,1.3,41.3,57.4,34.5,22.8,38.0,44.7,15.6,11.1,9.4,16.0,53.2,5.2
207,10000,MW00000,GM0946,74.5,44.5,32.0,22.1,5.4,5.5,16.4,0.7,47.0,52.2,39.1,13.1,46.4,53.9,18.0,23.2,10.1,10.7,45.4,2.2
208,10000,MW00000,GM0356,70.5,48.4,37.1,25.7,6.8,7.9,17.9,1.5,46.5,52.0,35.7,16.3,43.2,55.5,15.1,22.9,12.5,14.1,51.8,4.1
209,10000,MW00000,GM0569,75.0,41.9,35.2,23.4,7.6,8.9,16.0,1.5,49.2,49.2,35.4,13.9,43.3,58.1,12.6,17.1,7.9,16.6,42.7,6.3
210,10000,MW00000,GM0267,79.8,41.1,32.1,18.4,6.5,6.4,11.8,0.9,47.9,51.3,35.9,15.4,51.0,58.5,12.3,17.1,9.8,14.8,45.0,5.2
211,10000,MW00000,GM0268,73.5,51.9,33.1,23.0,5.2,6.8,17.2,2.7,57.0,40.3,29.3,11.0,54.0,65.1,10.2,17.8,9.8,16.3,40.1,7.9
212,10000,MW00000,GM1930,69.4,47.0,40.8,23.7,7.6,5.6,17.5,1.1,38.7,60.2,35.7,24.5,36.1,48.6,13.7,25.6,11.4,17.7,51.4,3.6
213,10000,MW00000,GM1970,76.3,38.2,36.1,16.5,4.0,3.0,13.6,1.5,45.2,53.3,38.4,14.9,45.8,45.0,15.9,23.6,14.3,18.1,46.8,5.5
214,10000,MW00000,GM1695,69.7,43.0,41.7,19.9,7.9,5.6,13.0,1.1,45.2,53.7,37.9,15.8,46.4,48.8,14.7,,,13.0,46.1,7.7
215,10000,MW00000,GM1699,74.5,42.1,33.7,25.2,9.0,7.2,15.6,1.7,47.0,51.3,37.6,13.7,45.0,53.9,16.0,19.4,11.5,11.5,45.5,6.0
216,10000,MW00000,GM0171,75.9,38.8,32.8,19.6,6.2,6.1,12.2,1.7,45.9,52.4,36.4,16.0,44.4,50.3,13.9,19.9,11.6,16.1,47.0,5.1
217,10000,MW00000,GM0575,78.8,41.6,34.5,23.7,8.2,7.0,17.3,1.3,52.3,46.4,34.9,11.5,47.9,61.1,12.3,16.5,9.4,15.3,41.7,7.2
218,10000,MW00000,GM0820,79.2,42.1,32.8,18.1,5.0,6.1,12.2,0.8,53.9,45.4,33.0,12.4,45.5,64.4,14.0,27.0,10.1,9.8,39.7,5.2
219,10000,MW00000,GM0302,77.2,43.4,31.8,17.6,4.5,4.8,12.4,1.5,48.4,50.2,34.3,15.9,49.7,52.0,18.9,19.5,14.0,11.9,55.3,4.0
220,10000,MW00000,GM0579,79.3,43.1,31.2,13.4,3.3,2.5,8.9,2.3,56.4,41.4,32.2,9.2,55.9,68.4,14.1,26.6,11.0,9.5,43.4,5.4
221,10000,MW00000,GM0823,76.6,39.5,29.6,21.3,8.0,7.8,13.7,2.7,48.1,49.2,35.3,13.9,48.7,60.0,15.7,17.6,10.8,11.5,34.4,7.8
222,10000,MW00000,GM0824,77.3,40.9,37.2,21.4,6.8,5.0,13.3,1.1,49.4,49.5,34.9,14.6,48.6,60.1,15.3,22.6,10.0,11.8,36.1,5.2
223,10000,MW00000,GM1895,69.2,45.2,38.5,23.4,7.2,8.2,17.1,1.8,35.7,62.5,42.1,20.3,43.2,45.3,16.4,23.4,8.9,16.6,50.4,4.3
224,10000,MW00000,GM0269,74.6,45.9,34.0,22.2,9.1,6.7,15.4,1.5,44.7,53.8,38.3,15.5,46.7,45.2,17.7,17.6,9.2,13.3,52.6,5.5
225,10000,MW00000,GM0173,78.5,36.5,32.3,19.0,5.6,5.3,13.4,1.8,45.6,52.6,35.9,16.7,54.3,61.3,16.3,12.8,12.5,15.7,34.2,9.2
226,10000,MW00000,GM1773,79.6,36.7,30.6,18.2,7.6,4.3,11.4,0.7,44.9,54.3,36.9,17.4,51.3,56.3,17.9,21.3,9.2,13.9,38.7,6.4
227,10000,MW00000,GM0175,81.6,39.8,29.3,16.5,4.2,4.5,11.0,0.6,48.9,50.5,36.2,14.3,53.0,54.5,16.0,21.4,10.8,13.5,41.0,7.9
228,10000,MW00000,GM1586,80.0,40.1,30.8,21.1,6.7,5.9,14.8,1.3,47.2,51.5,37.2,14.3,51.0,60.7,19.4,18.3,9.9,13.6,32.1,10.4
229,10000,MW00000,GM0826,73.7,46.4,35.7,26.5,8.1,6.3,19.5,1.4,44.1,54.5,40.5,14.0,44.9,57.9,14.5,27.0,9.8,13.0,42.7,5.2
230,10000,MW00000,GM0085,74.9,38.1,32.9,19.1,6.3,6.1,12.3,1.6,43.0,55.4,36.9,18.5,47.4,52.2,16.0,20.1,8.7,14.0,49.4,3.7
231,10000,MW00000,GM0431,74.7,47.9,34.5,20.4,5.9,6.3,13.2,0.9,48.8,50.2,37.7,12.5,49.4,64.1,13.0,16.6,8.4,11.5,43.2,4.7
232,10000,MW00000,GM0432,73.0,40.0,32.6,19.6,6.0,5.9,12.9,1.5,48.4,50.1,39.5,10.7,52.1,55.8,13.3,,,13.6,41.0,6.5
233,10000,MW00000,GM0086,79.0,38.2,33.3,18.0,7.9,4.4,11.7,1.4,49.7,48.9,33.6,15.3,43.8,49.4,16.7,21.7,9.8,10.9,46.8,5.8
234,10000,MW00000,GM0828,73.8,45.5,34.7,25.4,7.4,7.0,19.5,2.0,44.3,53.7,36.3,17.4,43.2,55.1,15.7,25.4,9.1,18.2,43.0,7.2
235,10000,MW00000,GM1509,73.8,43.2,35.5,22.2,6.9,6.5,16.7,1.0,40.9,58.2,38.0,20.2,46.3,51.9,16.9,22.2,8.9,12.8,42.6,4.5
236,10000,MW00000,GM0437,76.8,43.1,32.4,21.8,6.3,4.4,16.2,1.5,56.6,41.8,32.1,9.7,57.0,67.9,11.9,17.4,7.8,13.0,38.4,6.4
237,10000,MW00000,GM0589,79.3,42.0,30.4,17.4,5.0,3.4,12.6,1.0,51.5,47.4,34.7,12.7,47.1,57.9,16.7,20.9,10.5,15.6,40.9,6.0
238,10000,MW00000,GM1734,74.9,41.9,33.9,22.0,6.2,5.4,15.4,2.3,44.7,53.0,37.3,15.7,47.0,55.8,15.3,19.9,10.4,13.1,43.5,4.1
239,10000,MW00000,GM0590,70.7,47.2,37.5,22.6,6.2,4.7,16.3,1.1,38.3,60.6,38.0,22.6,38.4,47.3,19.0,23.6,8.7,14.7,52.6,4.7
240,10000,MW00000,GM1894,75.8,41.9,33.4,19.0,5.4,7.0,13.2,1.3,47.1,51.6,35.9,15.7,49.7,55.3,15.6,14.7,8.2,13.0,37.5,6.8
241,10000,MW00000,GM0765,67.6,42.5,43.6,29.3,6.7,8.4,22.2,1.8,28.8,69.4,40.2,29.2,36.3,38.6,13.0,,,18.9,56.3,5.3
242,10000,MW00000,GM1926,80.3,41.0,31.5,19.9,6.4,4.9,14.3,2.3,52.5,45.2,32.2,13.0,49.1,61.7,13.9,22.2,7.5,10.6,46.2,2.7
243,10000,MW00000,GM0439,72.3,46.5,34.6,23.9,8.4,5.7,16.8,1.3,44.4,54.2,36.2,18.0,44.0,54.1,14.2,21.1,13.1,16.7,47.2,5.2
244,10000,MW00000,GM0273,75.9,42.2,32.0,22.5,7.8,5.4,15.7,1.6,46.4,52.0,36.5,15.5,44.8,51.3,17.4,18.7,9.5,15.1,50.1,5.6
245,10000,MW00000,GM0177,80.2,38.2,32.4,21.2,5.1,6.5,14.1,0.9,51.1,47.9,35.6,12.4,52.9,63.3,17.3,20.2,11.5,13.2,36.6,7.5
246,10000,MW00000,GM0703,76.9,41.8,31.1,23.0,6.1,8.7,16.5,1.5,42.4,56.1,39.2,16.9,42.7,48.8,15.2,19.2,,14.3,59.8,4.2
247,10000,MW00000,GM0274,77.4,43.8,36.6,19.9,6.3,5.0,14.1,1.3,52.8,45.9,33.7,12.2,49.4,59.5,16.0,21.9,12.6,12.8,46.4,5.3
248,10000,MW00000,GM0339,79.5,38.5,31.4,22.4,5.0,5.4,16.6,2.5,42.4,55.1,36.5,18.6,42.2,51.4,15.2,16.6,9.1,11.8,51.5,5.4
249,10000,MW00000,GM1667,73.8,38.5,30.0,23.4,8.8,7.8,14.3,0.3,46.3,53.4,36.9,16.5,43.6,54.6,12.5,15.0,7.2,14.3,38.8,10.5
250,10000,MW00000,GM0275,74.5,47.0,37.4,21.8,7.8,4.3,14.3,1.7,46.8,51.4,34.3,17.2,52.3,57.7,15.2,24.4,8.9,15.7,46.2,6.3
251,10000,MW00000,GM0340,76.1,42.9,35.2,18.7,5.6,4.6,13.7,1.8,49.2,49.0,34.2,14.8,42.3,49.4,17.9,26.2,12.4,11.4,52.0,4.2
252,10000,MW00000,GM0597,72.4,44.9,38.9,24.7,7.1,5.0,17.7,1.3,40.9,57.8,39.2,18.6,38.4,48.0,17.6,19.8,12.5,14.2,55.5,4.3
253,10000,MW00000,GM1742,79.5,36.9,29.6,23.3,7.7,6.5,16.7,1.1,47.3,51.6,36.4,15.2,50.5,52.3,18.7,14.0,9.6,15.6,42.6,7.1
254,10000,MW00000,GM0603,73.2,50.9,35.0,28.8,9.5,8.9,20.8,2.3,51.9,45.8,32.3,13.6,46.9,54.3,14.9,24.5,13.4,15.4,50.0,2.9
255,10000,MW00000,GM1669,70.0,43.0,39.7,24.0,6.9,5.5,16.4,1.0,43.4,55.6,38.0,17.6,47.8,52.3,15.3,24.0,13.2,12.0,45.6,5.6
256,10000,MW00000,GM0957,70.0,46.4,37.9,22.7,4.3,8.4,18.9,1.2,47.2,51.5,37.4,14.1,47.3,56.2,14.5,28.4,13.4,18.0,43.0,5.3
257,10000,MW00000,GM0736,78.2,41.2,33.6,17.1,5.6,4.0,11.9,1.0,50.1,48.9,35.1,13.9,47.0,63.2,17.3,22.4,10.4,13.4,40.3,5.8
258,10000,MW00000,GM1674,71.6,48.7,36.3,23.3,7.5,5.8,17.1,1.4,43.7,54.9,35.8,19.1,41.9,50.7,15.7,17.2,10.8,17.9,43.7,5.6
259,10000,MW00000,GM0599,68.8,54.7,35.4,32.3,8.0,11.3,25.7,1.9,48.0,50.1,32.8,17.4,46.5,55.0,10.5,23.0,11.9,21.3,50.9,5.6
260,10000,MW00000,GM0277,83.9,33.3,29.5,14.9,3.7,2.8,11.4,1.7,51.6,46.7,36.3,10.4,51.2,71.0,15.3,,,8.7,33.4,5.7
261,10000,MW00000,GM0840,66.9,49.2,31.7,32.2,8.6,10.7,23.1,2.6,41.0,56.4,36.8,19.6,38.6,47.0,16.0,26.9,11.7,17.7,41.6,6.4
262,10000,MW00000,GM0441,76.5,37.3,35.0,17.7,5.5,4.9,12.3,1.8,47.2,51.0,36.0,15.0,48.4,58.7,11.8,14.7,8.9,13.2,35.6,5.9
263,10000,MW00000,GM0279,77.5,43.3,31.4,19.2,5.9,4.5,13.8,0.6,45.5,53.9,37.5,16.4,45.1,52.0,14.5,,,12.8,45.3,6.0
264,10000,MW00000,GM0606,68.7,50.7,35.9,25.9,7.6,9.2,19.4,0.9,42.9,56.2,37.5,18.7,43.3,51.0,13.8,27.6,14.1,17.7,52.7,4.9
265,10000,MW00000,GM0088,,,,,,,,,,,,,,,,,,,,
266,10000,MW00000,GM1676,75.7,43.0,36.4,20.9,7.4,6.6,15.3,1.8,50.2,48.1,29.7,18.3,45.7,44.2,18.3,17.9,12.6,14.4,47.2,5.8
267,10000,MW00000,GM0965,68.6,41.3,36.4,27.7,7.8,8.4,20.3,0.4,45.9,53.7,34.7,18.9,35.4,47.9,14.4,,,10.7,48.9,4.0
268,10000,MW00000,GM0845,78.8,40.7,32.0,23.3,6.4,6.8,16.7,1.7,45.6,52.7,39.8,12.9,47.0,60.9,15.0,19.1,12.2,13.4,35.1,6.4
269,10000,MW00000,GM1883,68.2,47.7,37.5,27.6,7.0,9.2,20.9,1.0,41.7,57.3,38.2,19.2,41.9,53.0,16.2,24.1,11.8,14.7,47.5,4.6
270,10000,MW00000,GM0610,72.0,48.0,32.8,25.6,7.5,7.0,17.9,3.8,41.4,54.8,37.0,17.8,37.9,50.2,16.0,20.2,11.9,15.1,52.7,4.8
271,10000,MW00000,GM1714,71.1,45.5,38.9,24.0,3.5,7.8,18.5,2.0,45.4,52.6,36.1,16.5,44.2,43.0,14.4,27.0,10.8,15.6,43.6,9.4
272,10000,MW00000,GM0090,70.1,42.2,40.1,22.2,8.3,5.8,16.4,1.8,45.6,52.6,32.9,19.6,47.5,53.8,15.4,16.7,9.5,14.5,47.8,6.1
273,10000,MW00000,GM0342,74.5,43.0,37.1,18.1,3.9,4.2,14.5,1.1,51.4,47.5,35.6,11.8,48.3,59.6,16.8,29.3,13.4,9.9,42.4,6.3
274,10000,MW00000,GM0847,78.4,37.0,29.8,24.0,7.1,10.2,17.3,1.4,47.7,50.9,36.9,14.0,46.8,49.9,15.1,17.6,7.5,11.9,34.2,6.3
275,10000,MW00000,GM0848,75.5,44.8,34.8,20.2,5.8,7.6,14.1,1.2,46.5,52.4,37.1,15.2,46.9,61.3,15.0,18.9,10.5,11.2,41.6,4.1
276,10000,MW00000,GM0037,67.8,44.8,39.1,28.3,9.2,7.2,20.2,0.5,38.1,61.4,39.0,22.4,39.2,44.3,15.9,24.0,13.7,17.9,46.8,5.7
277,10000,MW00000,GM0180,82.1,38.8,25.3,20.3,9.8,4.8,11.9,1.7,54.5,43.8,31.7,12.2,45.8,50.5,15.3,13.7,5.7,12.9,44.5,5.4
278,10000,MW00000,GM0532,72.3,39.9,34.3,20.2,5.4,4.4,14.5,0.7,49.5,49.8,34.8,15.0,52.8,55.7,11.7,,,12.4,38.6,8.0
279,10000,MW00000,GM0851,69.3,44.2,35.4,23.6,6.2,6.3,16.4,2.1,40.7,57.1,36.4,20.8,38.4,54.0,13.9,30.3,,16.9,46.4,7.1
280,10000,MW00000,GM1708,73.6,44.1,33.1,24.6,7.1,7.1,17.6,1.5,47.2,51.2,34.8,16.4,45.8,54.4,14.4,24.4,8.2,15.3,41.8,8.5
281,10000,MW00000,GM0971,67.7,46.4,39.4,23.3,6.5,5.9,16.7,1.3,38.9,59.8,38.7,21.1,41.2,52.2,15.8,24.7,12.0,10.6,45.0,3.6
282,10000,MW00000,GM1904,77.1,42.0,34.5,19.1,5.1,6.0,12.8,1.1,49.0,49.9,35.7,14.2,48.8,62.0,13.6,28.6,13.1,13.0,43.3,5.2
283,10000,MW00000,GM1900,76.9,35.1,33.5,18.5,4.3,5.9,12.9,1.1,48.6,50.4,36.3,14.1,51.1,55.9,15.6,15.2,7.9,15.1,40.9,5.8
284,10000,MW00000,GM0715,68.5,49.3,38.2,24.4,6.3,7.1,16.8,2.2,42.8,55.0,35.1,19.9,40.0,45.0,17.6,28.4,13.4,19.3,48.0,4.8
285,10000,MW00000,GM0093,82.5,36.2,28.7,,,,,1.9,43.4,54.8,40.0,14.7,67.5,53.2,10.6,,,14.3,24.6,10.6
286,10000,MW00000,GM0448,71.8,39.0,35.3,18.1,4.0,5.4,13.0,1.0,48.6,50.3,38.3,12.0,55.0,54.8,15.5,18.0,8.3,11.0,42.4,6.4
287,10000,MW00000,GM1525,77.4,43.5,35.1,20.4,6.6,4.8,12.8,1.7,50.2,48.1,32.7,15.4,50.9,61.1,14.1,30.0,9.1,11.3,41.8,5.8
