ID,Regiokenmerken,Gebruiksfunctie,Woningtype,Perioden,NieuwbouwTotaal_1,k_10KwantielDoorlooptijdMaanden_2,k_25KwantielDoorlooptijdMaanden_3,MediaanDoorlooptijdMaanden_4,k_75KwantielDoorlooptijdMaanden_5,k_90KwantielDoorlooptijdMaanden_6,GemiddeldeDoorlooptijdMaanden_7
3659,PV26   ,A045364,T001100,2020JJ00,6387.0,10.3,14.5,21.0,28.0,36.7,22.1
3660,PV26   ,A045364,T001100,2021KW01,1813.0,13.8,17.2,22.2,37.0,37.9,25.5
3661,PV26   ,A045364,T001100,2021KW02,1497.0,9.8,14.6,24.8,31.7,38.5,24.4
3662,PV26   ,A045364,T001100,2021KW03,1640.0,15.7,21.8,24.2,30.7,30.7,24.6
3663,PV26   ,A045364,T001100,2021KW04,1354.0,13.3,16.1,18.9,21.2,33.0,21.0
3664,PV26   ,A045364,T001100,2021JJ00,6304.0,12.4,17.2,23.6,30.7,37.9,24.1
3665,PV26   ,A045364,T001100,2022KW01,1767.0,14.4,16.3,22.3,39.1,39.1,26.9
3666,PV26   ,A045364,T001100,2022KW02,1336.0,15.3,21.2,24.3,28.5,30.2,25.2
3667,PV26   ,A045364,T001100,2022KW03,1875.0,14.9,19.7,29.7,33.7,40.3,28.2
3668,PV26   ,A045364,T001100,2022KW04,1750.0,16.4,19.4,22.8,27.5,34.4,24.7
3669,PV26   ,A045364,T001100,2022JJ00,6728.0,14.9,19.7,24.7,31.5,39.1,26.4
3670,PV26   ,A045364,T001100,2023KW01,1178.0,14.2,16.9,23.4,28.0,33.1,23.1
3671,PV26   ,A045364,T001100,2023KW02,1492.0,13.5,19.9,24.2,31.4,35.5,24.3
3672,PV26   ,A045364,T001100,2023KW03,1501.0,15.7,17.7,24.1,33.0,35.5,25.4
3673,PV26   ,A045364,T001100,2023KW04,1769.0,17.4,20.8,26.2,31.9,37.4,26.7
3674,PV26   ,A045364,T001100,2023JJ00,5940.0,15.3,19.9,24.1,31.4,35.5,25.1
3675,PV26   ,A045364,T001100,2024KW01,1395.0,18.8,23.2,28.8,40.6,41.0,31.5
3676,PV26   ,A045364,T001100,2024KW02,871.0,10.4,19.1,23.0,29.3,34.9,24.8
3677,PV26   ,A045364,T001100,2024KW03,1634.0,17.3,21.3,29.3,32.2,47.0,28.5
3678,PV26   ,A045364,T001100,2024KW04,1186.0,13.0,17.1,24.0,30.9,32.4,24.9
3679,PV26   ,A045364,T001100,2024JJ00,5086.0,14.2,20.8,27.3,32.4,40.7,27.9
3680,PV26   ,A045364,T001100,2025KW01,1419.0,14.6,23.9,24.7,35.3,45.0,30.8
3681,PV26   ,A045364,T001100,2025KW02,1502.0,19.1,20.8,28.0,39.0,40.2,30.0
3682,PV26   ,A045364,T001100,2025KW03,849.0,12.5,15.6,19.6,24.9,33.9,21.8
3683,PV26   ,A045364,T001100,2025KW04,2131.0,17.9,24.2,29.3,41.7,59.6,34.9
3684,PV26   ,A045364,T001100,2025JJ00,5901.0,15.8,21.0,29.1,37.7,45.0,30.9
3685,PV26   ,A045364,ZW10290,2015KW01,485.0,10.5,11.7,18.8,21.3,24.9,18.7
3686,PV26   ,A045364,ZW10290,2015KW02,724.0,7.3,8.8,11.9,15.7,26.7,14.5
3687,PV26   ,A045364,ZW10290,2015KW03,442.0,8.5,11.3,13.6,18.4,26.3,17.3
3688,PV26   ,A045364,ZW10290,2015KW04,682.0,9.6,11.1,14.4,16.9,29.5,17.2
3689,PV26   ,A045364,ZW10290,2015JJ00,2333.0,8.5,10.7,14.2,18.7,26.7,16.7
3690,PV26   ,A045364,ZW10290,2016KW01,407.0,10.5,11.9,12.3,15.8,21.2,15.0
3691,PV26   ,A045364,ZW10290,2016KW02,633.0,10.6,13.6,17.0,21.5,33.3,19.9
3692,PV26   ,A045364,ZW10290,2016KW03,917.0,10.5,14.7,18.2,30.0,61.1,25.9
3693,PV26   ,A045364,ZW10290,2016KW04,1097.0,11.3,13.5,17.7,21.9,32.6,20.4
3694,PV26   ,A045364,ZW10290,2016JJ00,3054.0,11.0,12.9,17.0,22.2,42.0,21.2
3695,PV26   ,A045364,ZW10290,2017KW01,718.0,10.1,12.4,17.1,24.6,53.6,24.5
3696,PV26   ,A045364,ZW10290,2017KW02,1037.0,9.3,12.3,16.9,20.0,33.5,20.4
3697,PV26   ,A045364,ZW10290,2017KW03,773.0,8.4,13.0,17.1,20.1,25.9,17.9
3698,PV26   ,A045364,ZW10290,2017KW04,1001.0,10.3,12.8,15.1,19.8,22.7,17.0
3699,PV26   ,A045364,ZW10290,2017JJ00,3529.0,10.2,12.7,16.3,21.0,28.9,19.7
3700,PV26   ,A045364,ZW10290,2018KW01,538.0,12.4,12.9,16.7,19.8,24.8,17.8
3701,PV26   ,A045364,ZW10290,2018KW02,651.0,9.7,13.5,16.0,20.8,25.5,18.5
3702,PV26   ,A045364,ZW10290,2018KW03,468.0,9.6,13.6,15.7,17.5,25.3,17.8
3703,PV26   ,A045364,ZW10290,2018KW04,772.0,11.8,13.1,16.1,20.7,23.9,17.4
3704,PV26   ,A045364,ZW10290,2018JJ00,2429.0,11.2,13.3,16.1,19.9,24.5,17.9
3705,PV26   ,A045364,ZW10290,2019KW01,521.0,10.8,12.7,17.4,21.4,30.6,19.5
3706,PV26   ,A045364,ZW10290,2019KW02,922.0,11.6,14.2,19.6,22.5,39.3,23.7
3707,PV26   ,A045364,ZW10290,2019KW03,993.0,10.8,14.5,19.3,22.7,25.5,19.0
3708,PV26   ,A045364,ZW10290,2019KW04,785.0,8.7,14.7,18.4,22.1,29.1,20.6
3709,PV26   ,A045364,ZW10290,2019JJ00,3221.0,10.8,14.2,18.6,22.5,30.3,20.8
3710,PV26   ,A045364,ZW10290,2020KW01,712.0,11.3,15.1,17.8,22.7,27.0,19.4
3711,PV26   ,A045364,ZW10290,2020KW02,559.0,10.1,11.7,14.5,18.6,26.6,16.7
3712,PV26   ,A045364,ZW10290,2020KW03,669.0,11.6,14.1,18.2,23.1,26.9,20.0
3713,PV26   ,A045364,ZW10290,2020KW04,702.0,10.7,11.7,15.0,19.9,25.2,16.9
3714,PV26   ,A045364,ZW10290,2020JJ00,2642.0,11.0,13.1,17.0,21.8,26.8,18.3
3715,PV26   ,A045364,ZW10290,2021KW01,731.0,11.6,14.5,17.6,21.3,29.4,20.0
3716,PV26   ,A045364,ZW10290,2021KW02,651.0,12.0,14.6,22.1,26.0,32.1,21.5
3717,PV26   ,A045364,ZW10290,2021KW03,415.0,11.6,15.5,19.3,21.8,29.1,19.9
3718,PV26   ,A045364,ZW10290,2021KW04,1006.0,13.2,16.2,18.9,21.0,27.7,19.8
3719,PV26   ,A045364,ZW10290,2021JJ00,2803.0,11.6,15.3,19.1,22.3,29.4,20.3
3720,PV26   ,A045364,ZW10290,2022KW01,451.0,12.8,16.9,19.2,23.5,34.7,21.2
3721,PV26   ,A045364,ZW10290,2022KW02,496.0,13.1,15.5,19.8,27.0,30.2,21.5
3722,PV26   ,A045364,ZW10290,2022KW03,531.0,11.3,14.9,20.0,26.7,33.7,22.0
3723,PV26   ,A045364,ZW10290,2022KW04,651.0,12.8,16.5,19.0,25.0,30.3,22.2
3724,PV26   ,A045364,ZW10290,2022JJ00,2129.0,12.8,16.3,19.4,25.0,33.7,21.8
3725,PV26   ,A045364,ZW10290,2023KW01,583.0,11.8,16.9,21.8,24.3,32.6,22.1
3726,PV26   ,A045364,ZW10290,2023KW02,428.0,11.8,16.7,20.5,27.5,31.8,21.6
3727,PV26   ,A045364,ZW10290,2023KW03,447.0,15.1,16.4,22.7,26.8,29.6,22.5
3728,PV26   ,A045364,ZW10290,2023KW04,619.0,10.5,16.8,20.8,26.1,30.3,21.6
3729,PV26   ,A045364,ZW10290,2023JJ00,2077.0,11.8,16.8,21.5,26.8,30.3,21.9
3730,PV26   ,A045364,ZW10290,2024KW01,316.0,15.1,18.8,24.2,28.6,57.1,29.4
3731,PV26   ,A045364,ZW10290,2024KW02,315.0,8.6,14.4,22.9,27.7,30.3,22.1
3732,PV26   ,A045364,ZW10290,2024KW03,341.0,12.1,14.6,17.5,27.9,39.7,21.5
3733,PV26   ,A045364,ZW10290,2024KW04,450.0,10.8,16.2,21.8,24.1,30.7,22.0
3734,PV26   ,A045364,ZW10290,2024JJ00,1422.0,12.1,16.1,21.8,28.0,34.9,23.6
3735,PV26   ,A045364,ZW10290,2025KW01,462.0,10.3,14.5,24.5,32.7,45.1,29.2
3736,PV26   ,A045364,ZW10290,2025KW02,378.0,12.1,16.5,20.7,35.1,35.6,24.2
3737,PV26   ,A045364,ZW10290,2025KW03,365.0,12.5,15.1,15.9,22.8,26.1,18.9
3738,PV26   ,A045364,ZW10290,2025KW04,592.0,15.3,19.0,20.7,24.3,29.4,22.4
3739,PV26   ,A045364,ZW10290,2025JJ00,1797.0,12.2,15.6,20.7,26.5,35.6,23.8
3740,PV26   ,A045364,ZW10340,2015KW01,312.0,13.6,15.3,24.1,29.3,32.2,23.3
3741,PV26   ,A045364,ZW10340,2015KW02,299.0,8.8,11.9,15.8,32.9,33.3,20.9
3742,PV26   ,A045364,ZW10340,2015KW03,476.0,19.2,25.7,26.2,26.3,26.9,25.9
3743,PV26   ,A045364,ZW10340,2015KW04,480.0,9.0,14.8,17.2,25.8,38.5,21.4
3744,PV26   ,A045364,ZW10340,2015JJ00,1567.0,11.8,15.5,25.8,27.1,33.3,23.1
3745,PV26   ,A045364,ZW10340,2016KW01,250.0,12.3,17.8,19.2,32.2,39.7,26.0
3746,PV26   ,A045364,ZW10340,2016KW02,400.0,13.6,15.8,20.9,29.7,29.7,23.3
3747,PV26   ,A045364,ZW10340,2016KW03,863.0,16.3,20.6,21.6,28.2,28.2,24.1
3748,PV26   ,A045364,ZW10340,2016KW04,894.0,16.4,20.1,22.1,27.0,54.9,28.2
3749,PV26   ,A045364,ZW10340,2016JJ00,2407.0,14.0,19.2,21.6,28.2,40.5,25.4
3750,PV26   ,A045364,ZW10340,2017KW01,553.0,15.3,16.8,19.5,25.0,28.2,21.5
3751,PV26   ,A045364,ZW10340,2017KW02,506.0,9.7,9.7,10.2,18.0,22.9,15.0
3752,PV26   ,A045364,ZW10340,2017KW03,522.0,11.6,11.6,11.6,23.7,29.1,18.9
3753,PV26   ,A045364,ZW10340,2017KW04,676.0,13.3,15.3,20.4,22.7,31.4,26.0
3754,PV26   ,A045364,ZW10340,2017JJ00,2257.0,10.2,11.6,17.2,22.7,29.1,20.3
3755,PV26   ,A045364,ZW10340,2018KW01,296.0,12.1,13.8,16.8,19.1,19.7,16.5
3756,PV26   ,A045364,ZW10340,2018KW02,1122.0,14.2,20.8,34.6,41.3,41.3,31.6
3757,PV26   ,A045364,ZW10340,2018KW03,515.0,17.3,18.7,23.4,25.2,25.3,23.5
3758,PV26   ,A045364,ZW10340,2018KW04,1177.0,15.4,16.4,19.7,25.0,30.1,22.8
3759,PV26   ,A045364,ZW10340,2018JJ00,3110.0,14.2,17.3,22.4,34.6,41.3,25.6
3760,PV26   ,A045364,ZW10340,2019KW01,1046.0,13.0,13.0,20.1,21.7,23.4,19.4
3761,PV26   ,A045364,ZW10340,2019KW02,665.0,16.2,21.1,29.1,29.1,34.9,27.1
3762,PV26   ,A045364,ZW10340,2019KW03,253.0,12.4,18.4,22.5,26.6,30.3,24.1
3763,PV26   ,A045364,ZW10340,2019KW04,810.0,20.8,25.1,29.1,31.1,48.1,31.3
3764,PV26   ,A045364,ZW10340,2019JJ00,2774.0,13.0,18.8,21.9,29.1,34.9,25.1
3765,PV26   ,A045364,ZW10340,2020KW01,547.0,13.3,17.2,20.2,27.2,32.2,23.1
3766,PV26   ,A045364,ZW10340,2020KW02,1741.0,6.2,9.0,27.9,36.7,40.6,25.0
3767,PV26   ,A045364,ZW10340,2020KW03,547.0,15.0,21.8,28.0,33.2,42.7,27.5
3768,PV26   ,A045364,ZW10340,2020KW04,910.0,17.4,21.0,22.3,27.3,32.1,23.8
3769,PV26   ,A045364,ZW10340,2020JJ00,3745.0,6.2,17.4,23.9,33.2,36.7,24.8
3770,PV26   ,A045364,ZW10340,2021KW01,1082.0,15.6,17.4,32.1,37.9,38.6,29.2
3771,PV26   ,A045364,ZW10340,2021KW02,846.0,9.8,9.8,29.9,35.1,41.8,26.7
3772,PV26   ,A045364,ZW10340,2021KW03,1225.0,24.2,24.2,24.2,30.7,30.7,26.1
3773,PV26   ,A045364,ZW10340,2021KW04,348.0,15.0,16.1,18.9,33.0,49.7,24.3
3774,PV26   ,A045364,ZW10340,2021JJ00,3501.0,15.0,19.7,26.9,33.6,37.9,27.0
3775,PV26   ,A045364,ZW10340,2022KW01,1316.0,14.4,16.3,30.9,39.1,39.1,29.0
3776,PV26   ,A045364,ZW10340,2022KW02,840.0,21.2,22.5,28.5,29.6,30.2,27.1
3777,PV26   ,A045364,ZW10340,2022KW03,1344.0,19.7,23.1,31.5,33.7,44.5,30.8
3778,PV26   ,A045364,ZW10340,2022KW04,1099.0,20.6,21.4,24.7,29.5,43.6,26.3
3779,PV26   ,A045364,ZW10340,2022JJ00,4599.0,16.3,21.4,28.5,33.7,40.2,28.5
3780,PV26   ,A045364,ZW10340,2023KW01,595.0,15.5,16.2,26.7,28.0,33.1,24.0
3781,PV26   ,A045364,ZW10340,2023KW02,1064.0,17.2,20.7,24.5,33.2,35.5,25.6
3782,PV26   ,A045364,ZW10340,2023KW03,1054.0,16.8,17.7,24.9,33.0,35.7,26.5
3783,PV26   ,A045364,ZW10340,2023KW04,1150.0,20.4,23.9,27.9,31.9,40.3,29.4
3784,PV26   ,A045364,ZW10340,2023JJ00,3863.0,16.8,20.7,26.7,33.0,35.7,26.8
3785,PV26   ,A045364,ZW10340,2024KW01,1079.0,20.8,23.9,32.8,40.6,40.7,32.1
3786,PV26   ,A045364,ZW10340,2024KW02,556.0,16.0,19.4,26.3,32.8,34.9,26.1
3787,PV26   ,A045364,ZW10340,2024KW03,1293.0,20.1,23.7,30.3,32.2,47.0,30.3
3788,PV26   ,A045364,ZW10340,2024KW04,736.0,13.0,20.1,28.9,31.3,36.6,26.7
3789,PV26   ,A045364,ZW10340,2024JJ00,3664.0,18.8,22.7,29.3,32.8,40.7,29.5
3790,PV26   ,A045364,ZW10340,2025KW01,957.0,23.9,23.9,24.7,43.7,45.0,31.6
3791,PV26   ,A045364,ZW10340,2025KW02,1124.0,19.5,27.7,35.1,40.2,40.2,32.0
3792,PV26   ,A045364,ZW10340,2025KW03,484.0,14.6,17.2,21.0,32.9,34.9,24.3
3793,PV26   ,A045364,ZW10340,2025KW04,1539.0,25.7,29.3,37.0,59.6,59.6,39.7
3794,PV26   ,A045364,ZW10340,2025JJ00,4104.0,19.6,24.7,31.2,40.2,59.6,34.1
3795,PV26   ,A045365,T001100,2015KW01,83.0,3.9,12.9,25.7,27.7,29.4,20.7
3796,PV26   ,A045365,T001100,2015KW02,84.0,8.7,9.7,18.6,25.9,29.1,18.6
3797,PV26   ,A045365,T001100,2015KW03,124.0,6.0,6.0,6.0,21.4,63.6,19.4
3798,PV26   ,A045365,T001100,2015KW04,129.0,5.7,9.5,17.1,37.2,42.7,22.9
3799,PV26   ,A045365,T001100,2015JJ00,420.0,6.0,7.7,16.0,27.7,42.7,20.5
3800,PV26   ,A045365,T001100,2016KW01,128.0,9.3,15.0,19.2,19.2,28.7,20.3
3801,PV26   ,A045365,T001100,2016KW02,87.0,5.8,11.9,21.5,25.1,38.5,20.5
3802,PV26   ,A045365,T001100,2016KW03,249.0,9.8,16.8,23.5,39.9,43.3,27.3
3803,PV26   ,A045365,T001100,2016KW04,137.0,8.0,12.0,23.8,41.7,70.9,29.1
3804,PV26   ,A045365,T001100,2016JJ00,601.0,7.9,14.1,20.6,37.9,43.5,25.2
3805,PV26   ,A045365,T001100,2017KW01,257.0,11.0,20.8,23.9,23.9,28.5,22.6
3806,PV26   ,A045365,T001100,2017KW02,124.0,6.0,6.7,11.9,13.4,21.3,13.0
3807,PV26   ,A045365,T001100,2017KW03,307.0,4.9,8.8,8.8,20.8,33.2,16.0
3808,PV26   ,A045365,T001100,2017KW04,112.0,5.8,8.6,13.7,19.9,29.9,16.1
3809,PV26   ,A045365,T001100,2017JJ00,800.0,6.1,8.8,14.0,23.9,28.5,17.4
3810,PV26   ,A045365,T001100,2018KW01,154.0,9.7,12.0,19.1,20.7,49.5,23.3
3811,PV26   ,A045365,T001100,2018KW02,166.0,11.5,13.6,17.2,23.1,35.3,20.9
3812,PV26   ,A045365,T001100,2018KW03,157.0,9.3,9.3,9.3,15.5,32.0,17.3
3813,PV26   ,A045365,T001100,2018KW04,310.0,9.7,16.3,30.1,48.6,48.6,31.4
3814,PV26   ,A045365,T001100,2018JJ00,787.0,9.3,10.8,18.1,39.0,48.6,25.0
3815,PV26   ,A045365,T001100,2019KW01,160.0,7.4,9.0,13.3,21.7,28.9,18.3
3816,PV26   ,A045365,T001100,2019KW02,168.0,9.9,9.9,15.6,22.8,29.1,17.2
3817,PV26   ,A045365,T001100,2019KW03,152.0,10.0,11.9,21.0,40.9,40.9,26.0
3818,PV26   ,A045365,T001100,2019KW04,232.0,8.4,8.9,11.3,23.6,29.6,16.4
3819,PV26   ,A045365,T001100,2019JJ00,712.0,8.4,9.9,15.3,25.1,40.9,19.3
3820,PV26   ,A045365,T001100,2020KW01,131.0,8.1,10.9,17.2,24.0,28.2,18.7
3821,PV26   ,A045365,T001100,2020KW02,153.0,9.2,15.9,27.8,27.8,27.9,22.2
3822,PV26   ,A045365,T001100,2020KW03,368.0,10.6,15.2,31.7,31.7,32.6,25.9
3823,PV26   ,A045365,T001100,2020KW04,240.0,8.7,9.1,18.4,31.8,41.3,21.6
3824,PV26   ,A045365,T001100,2020JJ00,892.0,9.0,12.8,24.0,31.7,39.3,23.2
3825,PV26   ,A045365,T001100,2021KW01,191.0,13.7,17.5,26.3,42.5,53.7,30.8
3826,PV26   ,A045365,T001100,2021KW02,106.0,7.4,13.8,23.0,29.5,35.1,21.4
3827,PV26   ,A045365,T001100,2021KW03,534.0,8.2,14.5,14.5,20.0,32.8,22.5
3828,PV26   ,A045365,T001100,2021KW04,187.0,8.2,13.5,18.8,23.0,35.3,20.4
3829,PV26   ,A045365,T001100,2021JJ00,1018.0,8.2,14.5,17.7,26.3,41.2,23.5
3830,PV26   ,A045365,T001100,2022KW01,153.0,10.5,22.3,25.2,37.6,46.8,28.1
3831,PV26   ,A045365,T001100,2022KW02,130.0,10.5,14.6,22.1,27.5,27.5,21.6
3832,PV26   ,A045365,T001100,2022KW03,256.0,11.8,15.6,24.8,30.2,31.5,24.2
3833,PV26   ,A045365,T001100,2022KW04,199.0,8.6,12.0,13.8,24.7,32.7,18.8
3834,PV26   ,A045365,T001100,2022JJ00,738.0,10.4,13.8,24.3,27.5,33.3,22.7
3835,PV26   ,A045365,T001100,2023KW01,320.0,6.5,6.5,6.5,14.5,36.7,16.8
3836,PV26   ,A045365,T001100,2023KW02,102.0,8.4,13.5,13.6,23.6,46.3,20.4
3837,PV26   ,A045365,T001100,2023KW03,171.0,11.9,11.9,15.0,32.6,38.4,25.1
3838,PV26   ,A045365,T001100,2023KW04,177.0,9.4,18.5,24.6,36.6,45.8,30.3
3839,PV26   ,A045365,T001100,2023JJ00,770.0,6.5,6.5,13.6,26.1,44.1,21.9
3840,PV26   ,A045365,T001100,2024KW01,254.0,12.1,16.2,24.6,41.6,44.3,30.9
3841,PV26   ,A045365,T001100,2024KW02,359.0,19.7,19.7,20.4,29.8,30.8,22.9
3842,PV26   ,A045365,T001100,2024KW03,105.0,10.4,19.2,27.1,31.7,47.0,28.8
3843,PV26   ,A045365,T001100,2024KW04,285.0,9.4,12.4,20.1,24.3,31.0,20.9
3844,PV26   ,A045365,T001100,2024JJ00,1003.0,12.1,18.1,21.3,29.8,41.6,24.9
3845,PV26   ,A045365,T001100,2025KW01,176.0,7.5,11.0,19.5,24.4,46.8,24.1
3846,PV26   ,A045365,T001100,2025KW02,275.0,12.5,14.5,18.9,28.9,32.9,22.9
3847,PV26   ,A045365,T001100,2025KW03,323.0,10.3,10.3,16.7,31.1,54.7,22.5
3848,PV26   ,A045365,T001100,2025KW04,223.0,17.7,20.8,30.2,33.9,59.5,31.4
3849,PV26   ,A045365,T001100,2025JJ00,997.0,10.3,14.1,19.7,30.2,48.1,24.7
3850,PV26   ,A045365,ZW10290,2015KW01,,,,,,,
3851,PV26   ,A045365,ZW10290,2015KW02,,,,,,,
3852,PV26   ,A045365,ZW10290,2015KW03,,,,,,,
3853,PV26   ,A045365,ZW10290,2015KW04,,,,,,,
3854,PV26   ,A045365,ZW10290,2015JJ00,,,,,,,
3855,PV26   ,A045365,ZW10290,2016KW01,,,,,,,
3856,PV26   ,A045365,ZW10290,2016KW02,,,,,,,
3857,PV26   ,A045365,ZW10290,2016KW03,,,,,,,
3858,PV26   ,A045365,ZW10290,2016KW04,,,,,,,
3859,PV26   ,A045365,ZW10290,2016JJ00,,,,,,,
3860,PV26   ,A045365,ZW10290,2017KW01,,,,,,,
3861,PV26   ,A045365,ZW10290,2017KW02,,,,,,,
3862,PV26   ,A045365,ZW10290,2017KW03,,,,,,,
3863,PV26   ,A045365,ZW10290,2017KW04,,,,,,,
3864,PV26   ,A045365,ZW10290,2017JJ00,,,,,,,
3865,PV26   ,A045365,ZW10290,2018KW01,,,,,,,
3866,PV26   ,A045365,ZW10290,2018KW02,,,,,,,
3867,PV26   ,A045365,ZW10290,2018KW03,,,,,,,
3868,PV26   ,A045365,ZW10290,2018KW04,,,,,,,
3869,PV26   ,A045365,ZW10290,2018JJ00,,,,,,,
3870,PV26   ,A045365,ZW10290,2019KW01,,,,,,,
3871,PV26   ,A045365,ZW10290,2019KW02,,,,,,,
3872,PV26   ,A045365,ZW10290,2019KW03,,,,,,,
3873,PV26   ,A045365,ZW10290,2019KW04,,,,,,,
3874,PV26   ,A045365,ZW10290,2019JJ00,,,,,,,
3875,PV26   ,A045365,ZW10290,2020KW01,,,,,,,
3876,PV26   ,A045365,ZW10290,2020KW02,,,,,,,
3877,PV26   ,A045365,ZW10290,2020KW03,,,,,,,
3878,PV26   ,A045365,ZW10290,2020KW04,,,,,,,
3879,PV26   ,A045365,ZW10290,2020JJ00,,,,,,,
3880,PV26   ,A045365,ZW10290,2021KW01,,,,,,,
3881,PV26   ,A045365,ZW10290,2021KW02,,,,,,,
3882,PV26   ,A045365,ZW10290,2021KW03,,,,,,,
3883,PV26   ,A045365,ZW10290,2021KW04,,,,,,,
3884,PV26   ,A045365,ZW10290,2021JJ00,,,,,,,
3885,PV26   ,A045365,ZW10290,2022KW01,,,,,,,
3886,PV26   ,A045365,ZW10290,2022KW02,,,,,,,
3887,PV26   ,A045365,ZW10290,2022KW03,,,,,,,
3888,PV26   ,A045365,ZW10290,2022KW04,,,,,,,
3889,PV26   ,A045365,ZW10290,2022JJ00,,,,,,,
3890,PV26   ,A045365,ZW10290,2023KW01,,,,,,,
3891,PV26   ,A045365,ZW10290,2023KW02,,,,,,,
3892,PV26   ,A045365,ZW10290,2023KW03,,,,,,,
3893,PV26   ,A045365,ZW10290,2023KW04,,,,,,,
3894,PV26   ,A045365,ZW10290,2023JJ00,,,,,,,
3895,PV26   ,A045365,ZW10290,2024KW01,,,,,,,
3896,PV26   ,A045365,ZW10290,2024KW02,,,,,,,
3897,PV26   ,A045365,ZW10290,2024KW03,,,,,,,
3898,PV26   ,A045365,ZW10290,2024KW04,,,,,,,
3899,PV26   ,A045365,ZW10290,2024JJ00,,,,,,,
3900,PV26   ,A045365,ZW10290,2025KW01,,,,,,,
3901,PV26   ,A045365,ZW10290,2025KW02,,,,,,,
3902,PV26   ,A045365,ZW10290,2025KW03,,,,,,,
3903,PV26   ,A045365,ZW10290,2025KW04,,,,,,,
3904,PV26   ,A045365,ZW10290,2025JJ00,,,,,,,
3905,PV26   ,A045365,ZW10340,2015KW01,,,,,,,
3906,PV26   ,A045365,ZW10340,2015KW02,,,,,,,
3907,PV26   ,A045365,ZW10340,2015KW03,,,,,,,
3908,PV26   ,A045365,ZW10340,2015KW04,,,,,,,
3909,PV26   ,A045365,ZW10340,2015JJ00,,,,,,,
3910,PV26   ,A045365,ZW10340,2016KW01,,,,,,,
3911,PV26   ,A045365,ZW10340,2016KW02,,,,,,,
3912,PV26   ,A045365,ZW10340,2016KW03,,,,,,,
3913,PV26   ,A045365,ZW10340,2016KW04,,,,,,,
3914,PV26   ,A045365,ZW10340,2016JJ00,,,,,,,
3915,PV26   ,A045365,ZW10340,2017KW01,,,,,,,
3916,PV26   ,A045365,ZW10340,2017KW02,,,,,,,
3917,PV26   ,A045365,ZW10340,2017KW03,,,,,,,
3918,PV26   ,A045365,ZW10340,2017KW04,,,,,,,
3919,PV26   ,A045365,ZW10340,2017JJ00,,,,,,,
3920,PV26   ,A045365,ZW10340,2018KW01,,,,,,,
3921,PV26   ,A045365,ZW10340,2018KW02,,,,,,,
3922,PV26   ,A045365,ZW10340,2018KW03,,,,,,,
3923,PV26   ,A045365,ZW10340,2018KW04,,,,,,,
3924,PV26   ,A045365,ZW10340,2018JJ00,,,,,,,
3925,PV26   ,A045365,ZW10340,2019KW01,,,,,,,
3926,PV26   ,A045365,ZW10340,2019KW02,,,,,,,
3927,PV26   ,A045365,ZW10340,2019KW03,,,,,,,
3928,PV26   ,A045365,ZW10340,2019KW04,,,,,,,
3929,PV26   ,A045365,ZW10340,2019JJ00,,,,,,,
3930,PV26   ,A045365,ZW10340,2020KW01,,,,,,,
3931,PV26   ,A045365,ZW10340,2020KW02,,,,,,,
3932,PV26   ,A045365,ZW10340,2020KW03,,,,,,,
3933,PV26   ,A045365,ZW10340,2020KW04,,,,,,,
3934,PV26   ,A045365,ZW10340,2020JJ00,,,,,,,
3935,PV26   ,A045365,ZW10340,2021KW01,,,,,,,
3936,PV26   ,A045365,ZW10340,2021KW02,,,,,,,
3937,PV26   ,A045365,ZW10340,2021KW03,,,,,,,
3938,PV26   ,A045365,ZW10340,2021KW04,,,,,,,
3939,PV26   ,A045365,ZW10340,2021JJ00,,,,,,,
3940,PV26   ,A045365,ZW10340,2022KW01,,,,,,,
3941,PV26   ,A045365,ZW10340,2022KW02,,,,,,,
3942,PV26   ,A045365,ZW10340,2022KW03,,,,,,,
3943,PV26   ,A045365,ZW10340,2022KW04,,,,,,,
3944,PV26   ,A045365,ZW10340,2022JJ00,,,,,,,
3945,PV26   ,A045365,ZW10340,2023KW01,,,,,,,
3946,PV26   ,A045365,ZW10340,2023KW02,,,,,,,
3947,PV26   ,A045365,ZW10340,2023KW03,,,,,,,
3948,PV26   ,A045365,ZW10340,2023KW04,,,,,,,
3949,PV26   ,A045365,ZW10340,2023JJ00,,,,,,,
3950,PV26   ,A045365,ZW10340,2024KW01,,,,,,,
3951,PV26   ,A045365,ZW10340,2024KW02,,,,,,,
3952,PV26   ,A045365,ZW10340,2024KW03,,,,,,,
3953,PV26   ,A045365,ZW10340,2024KW04,,,,,,,
3954,PV26   ,A045365,ZW10340,2024JJ00,,,,,,,
3955,PV26   ,A045365,ZW10340,2025KW01,,,,,,,
3956,PV26   ,A045365,ZW10340,2025KW02,,,,,,,
3957,PV26   ,A045365,ZW10340,2025KW03,,,,,,,
3958,PV26   ,A045365,ZW10340,2025KW04,,,,,,,
3959,PV26   ,A045365,ZW10340,2025JJ00,,,,,,,
3960,PV27   ,T001419,T001100,2015KW01,3120.0,3.0,13.3,25.1,44.7,47.3,25.7
3961,PV27   ,T001419,T001100,2015KW02,3280.0,8.3,10.1,15.1,21.1,39.4,19.7
3962,PV27   ,T001419,T001100,2015KW03,2685.0,11.0,16.4,21.3,30.0,37.5,22.1
3963,PV27   ,T001419,T001100,2015KW04,2552.0,3.6,12.0,14.7,21.1,24.0,16.8
