ID,Milieudomein,BedrijfstakkenBranchesSBI2008,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3,UitvoerBasisprijzen_4
918,A009263,300012 ,2016JJ00,7.1,1703.0,1038.0,0.0
919,A009263,300012 ,2017JJ00,7.1,1744.0,1038.0,0.0
920,A009263,300012 ,2018JJ00,8.3,1807.0,1161.0,0.0
921,A009263,300012 ,2019JJ00,8.5,1874.0,1203.0,0.0
922,A009263,300012 ,2020JJ00,9.0,1985.0,1257.0,0.0
923,A009263,300012 ,2021JJ00,8.6,1999.0,1238.0,0.0
924,A009263,300014 ,2001JJ00,,,,
925,A009263,300014 ,2002JJ00,,,,
926,A009263,300014 ,2003JJ00,,,,
927,A009263,300014 ,2004JJ00,,,,
928,A009263,300014 ,2005JJ00,,,,
929,A009263,300014 ,2006JJ00,,,,
930,A009263,300014 ,2007JJ00,,,,
931,A009263,300014 ,2008JJ00,,,,
932,A009263,300014 ,2009JJ00,,,,
933,A009263,300014 ,2010JJ00,,,,
934,A009263,300014 ,2011JJ00,,,,
935,A009263,300014 ,2012JJ00,,,,
936,A009263,300014 ,2013JJ00,,,,
937,A009263,300014 ,2014JJ00,,,,
938,A009263,300014 ,2015JJ00,,,,
939,A009263,300014 ,2016JJ00,,,,
940,A009263,300014 ,2017JJ00,,,,
941,A009263,300014 ,2018JJ00,,,,
942,A009263,300014 ,2019JJ00,,,,
943,A009263,300014 ,2020JJ00,,,,
944,A009263,300014 ,2021JJ00,,,,
