ID,Toepassingsgroepen,SectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,GebruikInJanuari_5,GebruikInFebruari_6,GebruikInMaart_7,GebruikInApril_8,GebruikInMei_9,GebruikInJuni_10,GebruikInJuli_11,GebruikInAugustus_12,GebruikInSeptember_13,GebruikInOktober_14,GebruikInNovember_15,GebruikInDecember_16
2423,LOOFDO,RAD,2004JJ00,,,,,,,,,,,,,,,,
2424,LOOFDO,RAD,2008JJ00,,,,,,,,,,,,,,,,
2425,LOOFDO,TOM,1995JJ00,,,,,,,,,,,,,,,,
2426,LOOFDO,TOM,1998JJ00,,,,,,,,,,,,,,,,
2427,LOOFDO,TOM,2000JJ00,,,,,,,,,,,,,,,,
2428,LOOFDO,TOM,2004JJ00,,,,,,,,,,,,,,,,
2429,LOOFDO,TOM,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,LOOFDO,TOZ,1995JJ00,,,,,,,,,,,,,,,,
2431,LOOFDO,TOZ,1998JJ00,,,,,,,,,,,,,,,,
2432,LOOFDO,TOZ,2000JJ00,,,,,,,,,,,,,,,,
2433,LOOFDO,TOZ,2004JJ00,,,,,,,,,,,,,,,,
2434,LOOFDO,TOZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2435,LOOFDO,ALS,1995JJ00,,,,,,,,,,,,,,,,
2436,LOOFDO,ALS,1998JJ00,,,,,,,,,,,,,,,,
2437,LOOFDO,ALS,2000JJ00,,,,,,,,,,,,,,,,
2438,LOOFDO,ALS,2004JJ00,,,,,,,,,,,,,,,,
2439,LOOFDO,ALS,2008JJ00,,,,,,,,,,,,,,,,
2440,LOOFDO,ALZ,1995JJ00,,,,,,,,,,,,,,,,
2441,LOOFDO,ALZ,1998JJ00,,,,,,,,,,,,,,,,
2442,LOOFDO,ALZ,2000JJ00,,,,,,,,,,,,,,,,
2443,LOOFDO,ALZ,2004JJ00,,,,,,,,,,,,,,,,
2444,LOOFDO,ALZ,2008JJ00,,,,,,,,,,,,,,,,
2445,LOOFDO,ANJ,1995JJ00,,,,,,,,,,,,,,,,
2446,LOOFDO,ANJ,1998JJ00,,,,,,,,,,,,,,,,
2447,LOOFDO,ANJ,2000JJ00,,,,,,,,,,,,,,,,
2448,LOOFDO,ANJ,2004JJ00,,,,,,,,,,,,,,,,
2449,LOOFDO,ANJ,2008JJ00,,,,,,,,,,,,,,,,
2450,LOOFDO,ANZ,1995JJ00,,,,,,,,,,,,,,,,
2451,LOOFDO,ANZ,1998JJ00,,,,,,,,,,,,,,,,
2452,LOOFDO,ANZ,2000JJ00,,,,,,,,,,,,,,,,
2453,LOOFDO,ANZ,2004JJ00,,,,,,,,,,,,,,,,
2454,LOOFDO,ANZ,2008JJ00,,,,,,,,,,,,,,,,
2455,LOOFDO,CHR,1995JJ00,,,,,,,,,,,,,,,,
2456,LOOFDO,CHR,1998JJ00,,,,,,,,,,,,,,,,
2457,LOOFDO,CHR,2000JJ00,,,,,,,,,,,,,,,,
2458,LOOFDO,CHR,2004JJ00,,,,,,,,,,,,,,,,
2459,LOOFDO,CHR,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,LOOFDO,CHZ,1995JJ00,,,,,,,,,,,,,,,,
2461,LOOFDO,CHZ,1998JJ00,,,,,,,,,,,,,,,,
2462,LOOFDO,CHZ,2000JJ00,,,,,,,,,,,,,,,,
2463,LOOFDO,CHZ,2004JJ00,,,,,,,,,,,,,,,,
2464,LOOFDO,CHZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2465,LOOFDO,FRE,1995JJ00,,,,,,,,,,,,,,,,
2466,LOOFDO,FRE,1998JJ00,,,,,,,,,,,,,,,,
2467,LOOFDO,FRE,2000JJ00,,,,,,,,,,,,,,,,
2468,LOOFDO,FRE,2004JJ00,,,,,,,,,,,,,,,,
2469,LOOFDO,FRE,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,LOOFDO,FRZ,1995JJ00,,,,,,,,,,,,,,,,
2471,LOOFDO,FRZ,1998JJ00,,,,,,,,,,,,,,,,
2472,LOOFDO,FRZ,2000JJ00,,,,,,,,,,,,,,,,
2473,LOOFDO,FRZ,2004JJ00,,,,,,,,,,,,,,,,
2474,LOOFDO,FRZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2475,LOOFDO,GER,1995JJ00,,,,,,,,,,,,,,,,
2476,LOOFDO,GER,1998JJ00,,,,,,,,,,,,,,,,
2477,LOOFDO,GER,2000JJ00,,,,,,,,,,,,,,,,
2478,LOOFDO,GER,2004JJ00,,,,,,,,,,,,,,,,
2479,LOOFDO,GER,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,LOOFDO,GEZ,1995JJ00,,,,,,,,,,,,,,,,
2481,LOOFDO,GEZ,1998JJ00,,,,,,,,,,,,,,,,
2482,LOOFDO,GEZ,2000JJ00,,,,,,,,,,,,,,,,
2483,LOOFDO,GEZ,2004JJ00,,,,,,,,,,,,,,,,
2484,LOOFDO,GEZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2485,LOOFDO,LES,1995JJ00,,,,,,,,,,,,,,,,
2486,LOOFDO,LES,1998JJ00,,,,,,,,,,,,,,,,
2487,LOOFDO,LES,2000JJ00,,,,,,,,,,,,,,,,
2488,LOOFDO,LES,2004JJ00,,,,,,,,,,,,,,,,
2489,LOOFDO,LES,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,LOOFDO,LEZ,1995JJ00,,,,,,,,,,,,,,,,
2491,LOOFDO,LEZ,1998JJ00,,,,,,,,,,,,,,,,
2492,LOOFDO,LEZ,2000JJ00,,,,,,,,,,,,,,,,
2493,LOOFDO,LEZ,2004JJ00,,,,,,,,,,,,,,,,
2494,LOOFDO,LEZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2495,LOOFDO,ORC,1995JJ00,,,,,,,,,,,,,,,,
2496,LOOFDO,ORC,1998JJ00,,,,,,,,,,,,,,,,
2497,LOOFDO,ORC,2000JJ00,,,,,,,,,,,,,,,,
2498,LOOFDO,ORC,2004JJ00,,,,,,,,,,,,,,,,
2499,LOOFDO,ORC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,LOOFDO,ORZ,1995JJ00,,,,,,,,,,,,,,,,
2501,LOOFDO,ORZ,1998JJ00,,,,,,,,,,,,,,,,
2502,LOOFDO,ORZ,2000JJ00,,,,,,,,,,,,,,,,
2503,LOOFDO,ORZ,2004JJ00,,,,,,,,,,,,,,,,
2504,LOOFDO,ORZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2505,LOOFDO,PPL,1995JJ00,,,,,,,,,,,,,,,,
2506,LOOFDO,PPL,1998JJ00,,,,,,,,,,,,,,,,
2507,LOOFDO,PPL,2000JJ00,,,,,,,,,,,,,,,,
2508,LOOFDO,PPL,2004JJ00,,,,,,,,,,,,,,,,
2509,LOOFDO,PPL,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,LOOFDO,PPZ,1995JJ00,,,,,,,,,,,,,,,,
2511,LOOFDO,PPZ,1998JJ00,,,,,,,,,,,,,,,,
2512,LOOFDO,PPZ,2000JJ00,,,,,,,,,,,,,,,,
2513,LOOFDO,PPZ,2004JJ00,,,,,,,,,,,,,,,,
2514,LOOFDO,PPZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2515,LOOFDO,PBD,1995JJ00,,,,,,,,,,,,,,,,
2516,LOOFDO,PBD,1998JJ00,,,,,,,,,,,,,,,,
2517,LOOFDO,PBD,2000JJ00,,,,,,,,,,,,,,,,
2518,LOOFDO,PBD,2004JJ00,,,,,,,,,,,,,,,,
2519,LOOFDO,PBD,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,LOOFDO,PZ2,1995JJ00,,,,,,,,,,,,,,,,
2521,LOOFDO,PZ2,1998JJ00,,,,,,,,,,,,,,,,
2522,LOOFDO,PZ2,2000JJ00,,,,,,,,,,,,,,,,
2523,LOOFDO,PZ2,2004JJ00,,,,,,,,,,,,,,,,
2524,LOOFDO,PZ2,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2525,LOOFDO,PBI,1995JJ00,,,,,,,,,,,,,,,,
2526,LOOFDO,PBI,1998JJ00,,,,,,,,,,,,,,,,
2527,LOOFDO,PBI,2000JJ00,,,,,,,,,,,,,,,,
2528,LOOFDO,PBI,2004JJ00,,,,,,,,,,,,,,,,
2529,LOOFDO,PBI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,LOOFDO,PZ1,1995JJ00,,,,,,,,,,,,,,,,
2531,LOOFDO,PZ1,1998JJ00,,,,,,,,,,,,,,,,
2532,LOOFDO,PZ1,2000JJ00,,,,,,,,,,,,,,,,
2533,LOOFDO,PZ1,2004JJ00,,,,,,,,,,,,,,,,
2534,LOOFDO,PZ1,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2535,LOOFDO,ROO,1995JJ00,,,,,,,,,,,,,,,,
2536,LOOFDO,ROO,1998JJ00,,,,,,,,,,,,,,,,
2537,LOOFDO,ROO,2000JJ00,,,,,,,,,,,,,,,,
2538,LOOFDO,ROO,2004JJ00,,,,,,,,,,,,,,,,
2539,LOOFDO,ROO,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,LOOFDO,ROZ,1995JJ00,,,,,,,,,,,,,,,,
2541,LOOFDO,ROZ,1998JJ00,,,,,,,,,,,,,,,,
2542,LOOFDO,ROZ,2000JJ00,,,,,,,,,,,,,,,,
2543,LOOFDO,ROZ,2004JJ00,,,,,,,,,,,,,,,,
2544,LOOFDO,ROZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2545,LOOFDO,CHA,1995JJ00,,,,,,,,,,,,,,,,
2546,LOOFDO,CHA,1998JJ00,,,,,,,,,,,,,,,,
2547,LOOFDO,CHA,2000JJ00,,,,,,,,,,,,,,,,
2548,LOOFDO,CHA,2004JJ00,,,,,,,,,,,,,,,,
2549,LOOFDO,CHA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,GRONT ,TOT,1995JJ00,,44754.0,56046.0,0.1,,,,,,,,,,,,
2551,GRONT ,TOT,1998JJ00,,35526.0,47624.0,0.1,,,,,,,,,,,,
2552,GRONT ,TOT,2000JJ00,,29095.0,48315.0,0.1,,,,,,,,,,,,
2553,GRONT ,TOT,2004JJ00,,35075.0,67654.0,0.1,2.8,0.1,24.7,49.9,5.7,8.0,0.8,0.6,5.8,1.2,0.2,0.2
2554,GRONT ,TOT,2008JJ00,,44933.0,97971.0,0.1,2.5,0.0,0.0,52.7,16.3,4.1,8.2,6.3,7.9,2.0,0.0,0.0
2555,GRONT ,AKK,1995JJ00,,42810.0,52239.0,0.1,3.9,0.0,0.0,89.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,GRONT ,AKK,1998JJ00,,31686.0,36499.0,0.0,5.1,0.0,0.0,88.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,GRONT ,AKK,2000JJ00,,25701.0,26316.0,0.0,0.0,0.0,0.0,93.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,GRONT ,AKK,2004JJ00,,30707.0,26326.0,0.0,5.4,0.0,0.0,81.2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,GRONT ,AKK,2008JJ00,,38841.0,51333.0,0.1,0.0,0.0,0.0,78.7,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,GRONT ,GRO,1995JJ00,,187.0,124.0,0.0,,,,,,,,,,,,
2561,GRONT ,GRO,1998JJ00,,1193.0,821.0,0.0,0.0,0.0,0.0,20.5,68.9,0.0,0.0,7.1,3.5,0.0,0.0,0.0
2562,GRONT ,GRO,2000JJ00,,308.0,329.0,0.0,,,,,,,,,,,,
2563,GRONT ,GRO,2004JJ00,,,,,,,,,,,,,,,,
2564,GRONT ,GRO,2008JJ00,,1065.0,857.0,0.0,17.0,0.0,0.0,65.8,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,GRONT ,PIT,1995JJ00,,,,,,,,,,,,,,,,
2566,GRONT ,PIT,1998JJ00,,,,,,,,,,,,,,,,
2567,GRONT ,PIT,2000JJ00,,,,,,,,,,,,,,,,
2568,GRONT ,PIT,2004JJ00,,,,,,,,,,,,,,,,
2569,GRONT ,PIT,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,GRONT ,BOO,1995JJ00,,94.0,523.0,0.1,0.0,0.0,38.3,8.3,28.8,23.0,0.0,0.8,0.8,0.0,0.0,0.0
2571,GRONT ,BOO,1998JJ00,,504.0,1780.0,0.2,1.0,0.6,3.9,5.2,0.7,76.8,0.0,11.2,0.0,0.0,0.0,0.6
2572,GRONT ,BOO,2000JJ00,,829.0,13248.0,1.0,0.0,0.0,0.0,19.9,71.5,0.6,0.5,0.0,7.5,0.0,0.0,0.0
2573,GRONT ,BOO,2004JJ00,,884.0,28246.0,2.0,0.0,0.0,58.1,5.8,0.0,18.4,1.3,0.7,13.1,2.6,0.0,0.0
2574,GRONT ,BOO,2008JJ00,,2068.0,39931.0,2.7,5.8,0.0,0.0,13.8,11.3,9.6,20.1,15.3,19.3,4.8,0.0,0.0
2575,GRONT ,BOL,1995JJ00,,1344.0,2019.0,0.1,43.1,0.0,0.0,8.4,6.7,3.4,13.3,13.6,5.2,6.4,0.0,0.0
2576,GRONT ,BOL,1998JJ00,,1593.0,6256.0,0.4,37.9,0.0,0.0,55.3,4.3,2.3,0.0,0.0,0.2,0.0,0.0,0.0
2577,GRONT ,BOL,2000JJ00,,2090.0,7034.0,0.4,98.4,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,GRONT ,BOL,2004JJ00,,2895.0,11084.0,0.5,3.9,0.0,0.0,94.9,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2579,GRONT ,BOL,2008JJ00,,2767.0,5608.0,0.3,0.0,0.0,0.0,91.6,6.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2580,GRONT ,GRG,1995JJ00,,30.0,187.0,0.1,0.0,0.0,22.8,10.1,40.5,10.1,10.1,6.3,0.0,0.0,0.0,0.0
2581,GRONT ,GRG,1998JJ00,,42.0,21.0,0.0,0.0,28.6,38.1,0.0,0.0,0.0,0.0,19.0,14.3,0.0,0.0,0.0
2582,GRONT ,GRG,2000JJ00,,,,,,,,,,,,,,,,
2583,GRONT ,GRG,2004JJ00,,,,,,,,,,,,,,,,
2584,GRONT ,GRG,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,GRONT ,BLO,1995JJ00,,289.0,954.0,0.3,2.5,3.6,11.1,10.6,13.7,6.4,12.2,9.7,3.7,22.0,0.0,4.6
2586,GRONT ,BLO,1998JJ00,,508.0,2248.0,0.5,4.7,3.4,0.7,15.1,12.0,21.0,15.0,5.2,14.5,2.8,3.4,2.1
2587,GRONT ,BLO,2000JJ00,,168.0,1388.0,0.3,0.0,2.4,0.3,38.9,48.6,1.0,2.6,0.6,0.3,2.5,1.2,1.6
2588,GRONT ,BLO,2004JJ00,,589.0,1998.0,0.5,2.5,3.0,15.6,12.2,8.4,11.9,6.3,10.2,12.7,5.7,6.2,5.3
2589,GRONT ,BLO,2008JJ00,,191.0,242.0,0.1,0.2,0.0,12.7,11.3,11.8,23.0,8.5,9.9,5.8,16.4,0.0,0.4
2590,GRONT ,CHS,1995JJ00,,,,,,,,,,,,,,,,
2591,GRONT ,CHS,1998JJ00,,,,,,,,,,,,,,,,
2592,GRONT ,CHS,2000JJ00,,,,,,,,,,,,,,,,
2593,GRONT ,CHS,2004JJ00,,,,,,,,,,,,,,,,
2594,GRONT ,CHS,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,GRONT ,BRU,1995JJ00,,,,,,,,,,,,,,,,
2596,GRONT ,BRU,1998JJ00,,,,,,,,,,,,,,,,
2597,GRONT ,BRU,2000JJ00,,,,,,,,,,,,,,,,
2598,GRONT ,BRU,2004JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2599,GRONT ,BRU,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,GRONT ,CIC,1995JJ00,,,,,,,,,,,,,,,,
2601,GRONT ,CIC,1998JJ00,,,,,,,,,,,,,,,,
2602,GRONT ,CIC,2000JJ00,,,,,,,,,,,,,,,,
2603,GRONT ,CIC,2004JJ00,,,,,,,,,,,,,,,,
2604,GRONT ,CIC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605,GRONT ,CON,1995JJ00,,,,,,,,,,,,,,,,
2606,GRONT ,CON,1998JJ00,79.0,1231.0,2461.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2607,GRONT ,CON,2000JJ00,198.0,3944.0,2037.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,GRONT ,CON,2004JJ00,294.0,3514.0,4303.0,0.1,0.0,0.0,0.0,61.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,GRONT ,CON,2008JJ00,775.0,15346.0,32718.0,0.5,0.0,0.0,0.0,69.7,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,GRONT ,ERG,1995JJ00,,,,,,,,,,,,,,,,
2611,GRONT ,ERG,1998JJ00,,,,,,,,,,,,,,,,
2612,GRONT ,ERG,2000JJ00,,,,,,,,,,,,,,,,
2613,GRONT ,ERG,2004JJ00,,,,,,,,,,,,,,,,
2614,GRONT ,ERG,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,GRONT ,GRA,1995JJ00,,,,,,,,,,,,,,,,
2616,GRONT ,GRA,1998JJ00,,,,,,,,,,,,,,,,
2617,GRONT ,GRA,2000JJ00,,,,,,,,,,,,,,,,
2618,GRONT ,GRA,2004JJ00,,,,,,,,,,,,,,,,
2619,GRONT ,GRA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620,GRONT ,KOO,1995JJ00,,,,,,,,,,,,,,,,
2621,GRONT ,KOO,1998JJ00,,,,,,,,,,,,,,,,
2622,GRONT ,KOO,2000JJ00,,,,,,,,,,,,,,,,
2623,GRONT ,KOO,2004JJ00,,,,,,,,,,,,,,,,
2624,GRONT ,KOO,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,GRONT ,PUI,1995JJ00,,,,,,,,,,,,,,,,
2626,GRONT ,PUI,1998JJ00,,,,,,,,,,,,,,,,
2627,GRONT ,PUI,2000JJ00,,,,,,,,,,,,,,,,
2628,GRONT ,PUI,2004JJ00,,,,,,,,,,,,,,,,
2629,GRONT ,PUI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,GRONT ,PUZ,1995JJ00,,,,,,,,,,,,,,,,
2631,GRONT ,PUZ,1998JJ00,,,,,,,,,,,,,,,,
2632,GRONT ,PUZ,2000JJ00,,,,,,,,,,,,,,,,
2633,GRONT ,PUZ,2004JJ00,,,,,,,,,,,,,,,,
2634,GRONT ,PUZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2635,GRONT ,POO,1995JJ00,70.0,322.0,254.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,GRONT ,POO,1998JJ00,104.0,468.0,300.0,0.0,0.0,0.0,0.0,86.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,GRONT ,POO,2000JJ00,129.0,512.0,411.0,0.0,0.0,0.0,0.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,GRONT ,POO,2004JJ00,28.0,344.0,138.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,GRONT ,POO,2008JJ00,52.0,1116.0,195.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,GRONT ,SNY,1995JJ00,,,,,,,,,,,,,,,,
2641,GRONT ,SNY,1998JJ00,,,,,,,,,,,,,,,,
2642,GRONT ,SNY,2000JJ00,,,,,,,,,,,,,,,,
2643,GRONT ,SNY,2004JJ00,,,,,,,,,,,,,,,,
2644,GRONT ,SNY,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,GRONT ,SUI,1995JJ00,211.0,850.0,884.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,GRONT ,SUI,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,GRONT ,SUI,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,GRONT ,SUI,2004JJ00,77.0,931.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,GRONT ,SUI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,GRONT ,VEL,1995JJ00,,,,,,,,,,,,,,,,
2651,GRONT ,VEL,1998JJ00,,,,,,,,,,,,,,,,
2652,GRONT ,VEL,2000JJ00,,,,,,,,,,,,,,,,
2653,GRONT ,VEL,2004JJ00,,,,,,,,,,,,,,,,
2654,GRONT ,VEL,2008JJ00,,,,,,,,,,,,,,,,
2655,GRONT ,VLA,1995JJ00,,,,,,,,,,,,,,,,
2656,GRONT ,VLA,1998JJ00,,,,,,,,,,,,,,,,
2657,GRONT ,VLA,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,GRONT ,VLA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,GRONT ,VLA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,GRONT ,WTA,1995JJ00,,,,,,,,,,,,,,,,
2661,GRONT ,WTA,1998JJ00,,,,,,,,,,,,,,,,
2662,GRONT ,WTA,2000JJ00,,,,,,,,,,,,,,,,
2663,GRONT ,WTA,2004JJ00,,,,,,,,,,,,,,,,
2664,GRONT ,WTA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,GRONT ,ZUI,1995JJ00,,,,,,,,,,,,,,,,
2666,GRONT ,ZUI,1998JJ00,,,,,,,,,,,,,,,,
2667,GRONT ,ZUI,2000JJ00,,,,,,,,,,,,,,,,
2668,GRONT ,ZUI,2004JJ00,,,,,,,,,,,,,,,,
2669,GRONT ,ZUI,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,GRONT ,ZET,1995JJ00,2008.0,41637.0,51101.0,0.8,4.0,0.0,0.0,89.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,GRONT ,ZET,1998JJ00,1465.0,29806.0,33738.0,0.6,5.5,0.0,0.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,GRONT ,ZET,2000JJ00,960.0,21244.0,23869.0,0.5,0.0,0.0,0.0,93.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,GRONT ,ZET,2004JJ00,927.0,25917.0,21145.0,0.4,6.7,0.0,0.0,84.4,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,GRONT ,ZET,2008JJ00,780.0,22380.0,18420.0,0.4,0.0,0.0,0.0,94.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,GRONT ,ZTA,1995JJ00,,,,,,,,,,,,,,,,
2676,GRONT ,ZTA,1998JJ00,,,,,,,,,,,,,,,,
2677,GRONT ,ZTA,2000JJ00,,,,,,,,,,,,,,,,
2678,GRONT ,ZTA,2004JJ00,,,,,,,,,,,,,,,,
2679,GRONT ,ZTA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,GRONT ,ZOM,1995JJ00,,,,,,,,,,,,,,,,
2681,GRONT ,ZOM,1998JJ00,,,,,,,,,,,,,,,,
2682,GRONT ,ZOM,2000JJ00,,,,,,,,,,,,,,,,
2683,GRONT ,ZOM,2004JJ00,,,,,,,,,,,,,,,,
2684,GRONT ,ZOM,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2685,GRONT ,ZOZ,1995JJ00,,,,,,,,,,,,,,,,
2686,GRONT ,ZOZ,1998JJ00,,,,,,,,,,,,,,,,
2687,GRONT ,ZOZ,2000JJ00,,,,,,,,,,,,,,,,
2688,GRONT ,ZOZ,2004JJ00,,,,,,,,,,,,,,,,
2689,GRONT ,ZOZ,2008JJ00,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2690,GRONT ,AAR,1995JJ00,70.0,85.0,47.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.9,54.1,0.0,0.0,0.0,0.0
2691,GRONT ,AAR,1998JJ00,123.0,654.0,105.0,0.1,0.0,0.0,0.0,0.0,16.7,0.0,0.0,55.6,27.8,0.0,0.0,0.0
2692,GRONT ,AAR,2000JJ00,25.0,19.0,93.0,0.1,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0
