ID,Toepassingsgroepen,SectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,GebruikInJanuari_5,GebruikInFebruari_6,GebruikInMaart_7,GebruikInApril_8,GebruikInMei_9,GebruikInJuni_10,GebruikInJuli_11,GebruikInAugustus_12,GebruikInSeptember_13,GebruikInOktober_14,GebruikInNovember_15,GebruikInDecember_16
182,TOTAAL,SLU,2000JJ00,1108.0,2544.0,6124.0,2.4,0.0,0.0,0.0,6.1,26.6,12.0,9.7,29.7,14.0,1.9,0.0,0.0
183,TOTAAL,SLU,2004JJ00,674.0,2537.0,4763.0,1.9,2.9,0.0,0.0,22.9,21.2,18.7,12.7,12.6,8.0,0.9,0.0,0.0
184,TOTAAL,SLU,2008JJ00,538.0,2870.0,5905.0,1.9,4.9,0.0,0.0,5.9,24.8,14.9,13.8,17.7,17.2,1.0,0.0,0.0
185,TOTAAL,SLZ,1995JJ00,,,6661.0,2.3,,,,,,,,,,,,
186,TOTAAL,SLZ,1998JJ00,,,6984.0,2.4,,,,,,,,,,,,
187,TOTAAL,SLZ,2000JJ00,,,5970.0,2.3,,,,,,,,,,,,
188,TOTAAL,SLZ,2004JJ00,674.0,2537.0,4763.0,1.9,,,,,,,,,,,,
189,TOTAAL,SLZ,2008JJ00,538.0,2870.0,5780.0,1.9,,,,,,,,,,,,
190,TOTAAL,SPR,1995JJ00,872.0,4388.0,15741.0,3.6,0.0,0.0,0.0,2.1,5.7,18.1,19.7,18.4,24.2,11.8,0.0,0.0
191,TOTAAL,SPR,1998JJ00,778.0,4622.0,23230.0,5.0,0.0,0.0,0.0,8.6,9.6,6.3,17.7,27.3,27.0,3.5,0.0,0.0
192,TOTAAL,SPR,2000JJ00,656.0,4834.0,35406.0,7.3,0.0,0.0,0.0,2.2,3.6,8.4,16.4,29.3,26.6,13.6,0.0,0.0
193,TOTAAL,SPR,2004JJ00,383.0,3465.0,25612.0,7.4,0.0,0.0,0.0,5.7,5.7,12.5,29.5,18.5,16.5,11.7,0.0,0.0
194,TOTAAL,SPR,2008JJ00,281.0,2611.0,14033.0,4.3,0.5,0.0,0.0,3.0,11.2,16.5,20.1,25.2,12.8,10.7,0.0,0.0
195,TOTAAL,STA,1995JJ00,1153.0,4678.0,11135.0,2.4,0.4,0.0,0.0,4.5,13.6,37.3,25.7,17.3,1.2,0.0,0.0,0.0
196,TOTAAL,STA,1998JJ00,989.0,4852.0,14793.0,3.0,0.0,0.0,0.0,3.2,18.0,21.6,25.3,28.4,3.5,0.0,0.0,0.0
197,TOTAAL,STA,2000JJ00,712.0,3627.0,9217.0,2.5,0.4,0.0,0.0,0.2,9.7,26.0,35.7,22.6,5.1,0.2,0.0,0.0
198,TOTAAL,STA,2004JJ00,612.0,4404.0,12004.0,2.7,0.5,0.0,0.0,3.6,16.1,27.6,26.2,23.0,3.1,0.0,0.0,0.0
199,TOTAAL,STA,2008JJ00,478.0,3288.0,8233.0,2.4,0.0,0.0,0.0,2.0,12.9,28.8,32.3,23.5,0.6,0.0,0.0,0.0
200,TOTAAL,WAS,1995JJ00,953.0,3274.0,15413.0,4.7,0.7,0.0,0.0,3.8,26.5,35.0,23.5,6.3,4.0,0.3,0.0,0.0
201,TOTAAL,WAS,1998JJ00,765.0,2934.0,10004.0,3.4,0.9,0.0,0.0,7.3,18.8,22.7,30.3,15.5,4.5,0.0,0.0,0.0
202,TOTAAL,WAS,2000JJ00,695.0,2985.0,12537.0,4.2,0.2,0.0,0.0,4.1,38.0,34.2,10.6,11.2,1.7,0.0,0.0,0.0
203,TOTAAL,WAS,2004JJ00,495.0,2435.0,7315.0,3.0,0.1,0.0,0.0,4.6,43.5,30.3,11.8,6.2,1.9,1.7,0.0,0.0
204,TOTAAL,WAS,2008JJ00,472.0,2517.0,7150.0,2.7,4.7,0.0,0.0,15.0,33.9,23.1,11.9,10.5,0.9,0.0,0.0,0.0
205,TOTAAL,WAZ,1995JJ00,,,15413.0,4.7,,,,,,,,,,,,
206,TOTAAL,WAZ,1998JJ00,,,10004.0,3.4,,,,,,,,,,,,
207,TOTAAL,WAZ,2000JJ00,,,12044.0,4.0,,,,,,,,,,,,
208,TOTAAL,WAZ,2004JJ00,495.0,2435.0,7315.0,3.0,,,,,,,,,,,,
209,TOTAAL,WAZ,2008JJ00,472.0,2517.0,7150.0,2.7,,,,,,,,,,,,
210,TOTAAL,WPE,1995JJ00,1689.0,4675.0,20425.0,4.4,0.0,0.0,0.0,2.9,25.5,21.7,17.7,13.9,14.4,3.9,0.0,0.0
211,TOTAAL,WPE,1998JJ00,1397.0,4822.0,27920.0,5.8,0.0,0.0,0.0,1.8,12.9,17.1,23.0,32.2,11.5,1.4,0.0,0.0
212,TOTAAL,WPE,2000JJ00,1237.0,4729.0,23550.0,5.0,0.6,0.0,0.0,6.1,15.2,29.4,14.4,18.2,15.2,0.9,0.0,0.0
213,TOTAAL,WPE,2004JJ00,1067.0,5394.0,23671.0,4.3,0.1,0.0,0.0,3.3,19.5,35.6,16.3,17.3,7.5,0.3,0.0,0.0
214,TOTAAL,WPE,2008JJ00,813.0,4024.0,16565.0,3.1,0.3,0.0,0.0,13.5,24.7,15.5,22.1,13.4,9.9,0.5,0.0,0.0
215,TOTAAL,WPZ,1995JJ00,,,20425.0,4.4,,,,,,,,,,,,
216,TOTAAL,WPZ,1998JJ00,,,27920.0,5.8,,,,,,,,,,,,
217,TOTAAL,WPZ,2000JJ00,,,23456.0,5.0,,,,,,,,,,,,
218,TOTAAL,WPZ,2004JJ00,1067.0,5394.0,23650.0,4.3,,,,,,,,,,,,
219,TOTAAL,WPZ,2008JJ00,813.0,4024.0,16565.0,3.1,,,,,,,,,,,,
220,TOTAAL,WIT,1995JJ00,949.0,3889.0,11357.0,2.9,0.0,0.0,0.0,6.2,58.8,9.6,3.2,12.4,4.6,5.2,0.0,0.0
221,TOTAAL,WIT,1998JJ00,904.0,4242.0,12162.0,2.9,0.0,0.0,0.0,6.8,47.2,15.4,6.3,11.8,9.5,3.0,0.0,0.0
222,TOTAAL,WIT,2000JJ00,811.0,4199.0,14096.0,3.4,0.5,0.0,0.0,2.6,41.6,33.3,5.7,9.0,4.6,2.8,0.0,0.0
223,TOTAAL,WIT,2004JJ00,516.0,2937.0,10638.0,3.6,0.0,0.0,0.0,1.2,64.5,20.4,3.6,1.6,5.8,2.9,0.0,0.0
224,TOTAAL,WIT,2008JJ00,426.0,2901.0,11286.0,3.6,0.0,0.0,0.0,0.0,53.5,29.6,4.6,6.2,4.3,1.8,0.0,0.0
225,TOTAAL,WIZ,1995JJ00,,,11357.0,2.9,,,,,,,,,,,,
226,TOTAAL,WIZ,1998JJ00,,,12162.0,2.9,,,,,,,,,,,,
227,TOTAAL,WIZ,2000JJ00,,,14096.0,3.4,,,,,,,,,,,,
228,TOTAAL,WIZ,2004JJ00,516.0,2937.0,10638.0,3.6,,,,,,,,,,,,
229,TOTAAL,WIZ,2008JJ00,426.0,2901.0,11283.0,3.6,,,,,,,,,,,,
230,TOTAAL,APP,1995JJ00,2951.0,15298.0,470619.0,30.8,8.7,0.0,0.0,21.2,25.2,12.3,8.6,7.5,5.1,4.8,5.6,0.8
231,TOTAAL,APP,1998JJ00,2414.0,12828.0,371941.0,29.0,11.0,0.0,0.0,17.6,17.0,15.5,12.4,9.9,6.1,3.4,5.9,1.2
232,TOTAAL,APP,2000JJ00,2293.0,12839.0,231976.0,18.1,5.7,0.0,0.0,11.7,18.5,15.5,12.8,15.9,9.1,4.5,4.8,1.5
233,TOTAAL,APP,2004JJ00,1811.0,10217.0,264363.0,25.9,5.7,0.0,0.0,12.5,21.8,14.8,14.2,13.0,5.5,12.6,0.0,0.0
234,TOTAAL,APP,2008JJ00,1514.0,9213.0,261114.0,28.1,8.4,0.0,0.0,17.8,17.0,17.9,12.6,8.3,3.0,15.0,0.0,0.0
235,TOTAAL,APZ,1995JJ00,,,469597.0,30.8,,,,,,,,,,,,
236,TOTAAL,APZ,1998JJ00,,,335899.0,26.2,,,,,,,,,,,,
237,TOTAAL,APZ,2000JJ00,,,208962.0,16.3,,,,,,,,,,,,
238,TOTAAL,APZ,2004JJ00,1811.0,10217.0,257855.0,25.2,,,,,,,,,,,,
239,TOTAAL,APZ,2008JJ00,1514.0,9213.0,252395.0,27.1,,,,,,,,,,,,
240,TOTAAL,PER,1995JJ00,2724.0,5885.0,158553.0,26.9,12.2,0.0,0.0,19.3,22.0,13.9,8.6,8.1,5.2,5.1,5.0,0.6
241,TOTAAL,PER,1998JJ00,2223.0,5322.0,133828.0,25.1,13.6,0.0,0.0,18.6,20.3,15.8,8.7,9.3,4.4,3.8,5.0,0.4
242,TOTAAL,PER,2000JJ00,2240.0,6019.0,104177.0,17.3,11.2,0.0,0.0,15.9,21.5,17.2,9.4,12.8,4.6,4.0,2.4,0.8
243,TOTAAL,PER,2004JJ00,1854.0,6493.0,225292.0,34.7,27.9,0.0,0.0,13.7,11.5,14.0,12.5,11.1,3.2,6.1,0.0,0.0
244,TOTAAL,PER,2008JJ00,1713.0,7476.0,209511.0,28.0,12.1,0.0,0.0,13.0,20.6,19.5,14.1,6.2,7.0,7.5,0.0,0.0
245,TOTAAL,PEZ,1995JJ00,,,158553.0,26.9,,,,,,,,,,,,
246,TOTAAL,PEZ,1998JJ00,,,131999.0,24.8,,,,,,,,,,,,
247,TOTAAL,PEZ,2000JJ00,,,103016.0,17.1,,,,,,,,,,,,
248,TOTAAL,PEZ,2004JJ00,1854.0,6493.0,223147.0,34.4,,,,,,,,,,,,
249,TOTAAL,PEZ,2008JJ00,1713.0,7476.0,191309.0,25.6,,,,,,,,,,,,
250,TOTAAL,BGG,1995JJ00,,,,,,,,,,,,,,,,
251,TOTAAL,BGG,1998JJ00,2477.0,2080.0,9960.0,4.8,1.5,3.9,3.1,10.8,15.2,13.3,16.8,14.6,11.5,2.9,5.1,1.3
252,TOTAAL,BGG,2000JJ00,2169.0,2369.0,15978.0,6.7,1.4,1.0,7.3,11.1,17.5,14.5,16.4,16.0,8.4,1.8,1.9,2.8
253,TOTAAL,BGG,2004JJ00,1697.0,2388.0,14207.0,5.9,0.6,2.7,3.4,18.8,13.8,12.9,12.3,10.8,13.3,8.1,1.6,1.7
254,TOTAAL,BGG,2008JJ00,1303.0,2484.0,19931.0,7.7,7.7,0.0,0.0,10.3,12.9,10.8,15.6,9.8,24.2,8.8,0.0,0.0
255,TOTAAL,BGZ,1995JJ00,,,,,,,,,,,,,,,,
256,TOTAAL,BGZ,1998JJ00,,,9726.0,4.7,,,,,,,,,,,,
257,TOTAAL,BGZ,2000JJ00,,,15624.0,6.6,,,,,,,,,,,,
258,TOTAAL,BGZ,2004JJ00,1697.0,2388.0,13040.0,5.4,,,,,,,,,,,,
259,TOTAAL,BGZ,2008JJ00,1303.0,2484.0,19727.0,7.6,,,,,,,,,,,,
260,TOTAAL,BOS,1995JJ00,1123.0,2218.0,6289.0,2.8,5.8,13.6,5.6,9.0,17.5,12.9,13.3,11.9,6.7,2.0,1.7,0.0
261,TOTAAL,BOS,1998JJ00,1050.0,2277.0,5574.0,2.4,7.0,5.4,6.3,17.9,14.0,19.2,13.7,10.7,2.7,0.7,1.6,0.6
262,TOTAAL,BOS,2000JJ00,1026.0,2287.0,19745.0,8.6,1.8,2.1,2.6,19.6,12.4,26.0,24.4,6.7,3.4,0.8,0.1,0.1
263,TOTAAL,BOS,2004JJ00,792.0,2259.0,30857.0,13.4,0.8,1.5,54.8,1.6,3.8,22.8,5.0,3.8,3.9,1.4,0.2,0.3
264,TOTAAL,BOS,2008JJ00,621.0,2740.0,38641.0,13.4,1.1,0.0,0.0,12.9,17.9,10.1,26.2,20.1,9.7,2.0,0.0,0.0
265,TOTAAL,BOZ,1995JJ00,,,6289.0,2.8,,,,,,,,,,,,
266,TOTAAL,BOZ,1998JJ00,,,5499.0,2.4,,,,,,,,,,,,
267,TOTAAL,BOZ,2000JJ00,,,14700.0,6.4,,,,,,,,,,,,
268,TOTAAL,BOZ,2004JJ00,792.0,2259.0,29303.0,12.7,,,,,,,,,,,,
269,TOTAAL,BOZ,2008JJ00,621.0,2740.0,36585.0,12.7,,,,,,,,,,,,
270,TOTAAL,LAA,1995JJ00,747.0,2408.0,8232.0,3.4,1.1,6.8,5.1,8.6,18.4,13.3,16.2,18.0,7.9,3.8,0.3,0.4
271,TOTAAL,LAA,1998JJ00,744.0,2955.0,8177.0,2.8,0.4,0.9,0.6,1.7,7.9,13.0,16.2,3.3,16.7,39.3,0.0,0.0
272,TOTAAL,LAA,2000JJ00,739.0,3158.0,6482.0,2.1,7.1,3.7,2.9,3.9,17.8,19.2,13.1,12.9,10.9,8.6,0.0,0.0
273,TOTAAL,LAA,2004JJ00,635.0,3527.0,12004.0,3.4,0.7,1.1,4.9,3.4,12.4,25.5,19.6,15.4,13.4,2.5,0.2,0.7
274,TOTAAL,LAA,2008JJ00,439.0,4254.0,9094.0,2.0,2.1,0.0,0.0,3.2,28.7,14.7,17.6,14.7,10.0,8.9,0.0,0.0
275,TOTAAL,LAZ,1995JJ00,,,5899.0,2.4,,,,,,,,,,,,
276,TOTAAL,LAZ,1998JJ00,,,6649.0,2.3,,,,,,,,,,,,
277,TOTAAL,LAZ,2000JJ00,,,5828.0,1.8,,,,,,,,,,,,
278,TOTAAL,LAZ,2004JJ00,635.0,3527.0,11368.0,3.2,,,,,,,,,,,,
279,TOTAAL,LAZ,2008JJ00,439.0,4254.0,8843.0,2.0,,,,,,,,,,,,
280,TOTAAL,RST,1995JJ00,399.0,637.0,10588.0,16.6,0.3,1.1,2.6,2.4,6.4,21.8,28.3,23.8,9.1,2.8,0.7,0.7
281,TOTAAL,RST,1998JJ00,,,,,,,,,,,,,,,,
282,TOTAAL,RST,2000JJ00,347.0,612.0,17205.0,28.1,3.7,1.0,4.9,3.8,41.9,13.5,15.6,9.5,3.8,2.0,0.3,0.1
283,TOTAAL,RST,2004JJ00,215.0,463.0,5131.0,11.1,1.1,0.8,1.6,5.5,10.1,27.9,27.8,16.5,7.1,0.9,0.6,0.1
284,TOTAAL,RST,2008JJ00,152.0,530.0,5450.0,10.0,2.3,0.0,0.0,1.3,7.7,20.8,28.7,22.2,13.3,3.6,0.0,0.0
285,TOTAAL,RSZ,1995JJ00,,,10588.0,16.6,,,,,,,,,,,,
286,TOTAAL,RSZ,1998JJ00,,,,,,,,,,,,,,,,
287,TOTAAL,RSZ,2000JJ00,,,12235.0,20.0,,,,,,,,,,,,
288,TOTAAL,RSZ,2004JJ00,215.0,463.0,2981.0,6.4,,,,,,,,,,,,
289,TOTAAL,RSZ,2008JJ00,152.0,530.0,4462.0,8.1,,,,,,,,,,,,
290,TOTAAL,SIE,1995JJ00,2041.0,1454.0,12169.0,8.4,5.1,1.0,2.5,3.1,8.8,8.8,25.4,19.2,17.5,4.4,0.8,3.5
291,TOTAAL,SIE,1998JJ00,1828.0,1822.0,10613.0,5.8,4.1,1.7,3.2,5.6,8.0,15.0,21.6,19.7,9.3,2.4,1.8,7.5
292,TOTAAL,SIE,2000JJ00,1830.0,2340.0,8762.0,3.7,10.8,5.4,1.7,14.4,14.1,10.4,15.6,10.2,7.3,5.8,3.1,1.1
293,TOTAAL,SIE,2004JJ00,1389.0,2703.0,12707.0,4.7,1.3,4.8,4.4,8.1,14.9,17.8,15.6,15.0,8.8,6.8,1.7,0.8
294,TOTAAL,SIE,2008JJ00,918.0,2844.0,13704.0,4.5,5.9,0.0,0.0,7.2,16.9,20.5,15.5,21.5,8.5,3.9,0.0,0.0
295,TOTAAL,SIZ,1995JJ00,,,12169.0,8.4,,,,,,,,,,,,
296,TOTAAL,SIZ,1998JJ00,,,10541.0,5.8,,,,,,,,,,,,
297,TOTAAL,SIZ,2000JJ00,,,8685.0,3.7,,,,,,,,,,,,
298,TOTAAL,SIZ,2004JJ00,1389.0,2703.0,12113.0,4.4,,,,,,,,,,,,
299,TOTAAL,SIZ,2008JJ00,918.0,2844.0,13573.0,4.5,,,,,,,,,,,,
300,TOTAAL,VAS,1995JJ00,1131.0,705.0,2307.0,3.3,7.5,4.1,3.2,8.2,12.6,15.0,6.7,14.3,11.5,11.1,5.6,0.1
301,TOTAAL,VAS,1998JJ00,1238.0,948.0,5082.0,5.4,3.0,4.3,4.1,11.3,10.5,35.9,6.6,13.5,6.0,1.6,1.0,2.2
302,TOTAAL,VAS,2000JJ00,1278.0,1207.0,8995.0,7.5,0.7,0.9,1.0,15.8,29.8,9.8,10.3,4.8,19.6,2.2,3.8,1.1
303,TOTAAL,VAS,2004JJ00,990.0,1351.0,11679.0,8.4,0.8,3.1,5.3,21.8,13.5,9.4,11.6,4.7,24.1,3.3,1.4,1.1
304,TOTAAL,VAS,2008JJ00,543.0,1152.0,15282.0,12.4,19.5,0.0,0.0,16.0,5.2,27.5,6.8,6.7,14.0,4.3,0.0,0.0
305,TOTAAL,VAZ,1995JJ00,,,2294.0,3.3,,,,,,,,,,,,
306,TOTAAL,VAZ,1998JJ00,,,4957.0,5.3,,,,,,,,,,,,
307,TOTAAL,VAZ,2000JJ00,,,8946.0,7.4,,,,,,,,,,,,
308,TOTAAL,VAZ,2004JJ00,990.0,1351.0,11579.0,8.4,,,,,,,,,,,,
309,TOTAAL,VAZ,2008JJ00,543.0,1152.0,15132.0,12.3,,,,,,,,,,,,
310,TOTAAL,VRU,1995JJ00,316.0,1088.0,19382.0,17.8,0.0,0.2,2.4,7.0,20.6,21.2,14.6,13.5,9.3,9.4,0.8,0.9
311,TOTAAL,VRU,1998JJ00,,,,,,,,,,,,,,,,
312,TOTAAL,VRU,2000JJ00,,,,,,,,,,,,,,,,
313,TOTAAL,VRU,2004JJ00,252.0,1144.0,23453.0,20.5,0.1,1.0,1.1,4.9,15.2,28.4,14.0,9.8,17.1,7.7,0.6,0.2
314,TOTAAL,VRU,2008JJ00,,,,,,,,,,,,,,,,
315,TOTAAL,VRZ,1995JJ00,,,19382.0,17.8,,,,,,,,,,,,
316,TOTAAL,VRZ,1998JJ00,,,,,,,,,,,,,,,,
317,TOTAAL,VRZ,2000JJ00,,,,,,,,,,,,,,,,
318,TOTAAL,VRZ,2004JJ00,252.0,1144.0,17521.0,15.3,,,,,,,,,,,,
319,TOTAAL,VRZ,2008JJ00,,,,,,,,,,,,,,,,
320,TOTAAL,GLA,1995JJ00,401.0,1846.0,49866.0,27.0,1.6,0.0,0.0,9.4,11.0,17.3,20.1,18.9,17.2,4.0,0.3,0.3
321,TOTAAL,GLA,1998JJ00,,,,,,,,,,,,,,,,
322,TOTAAL,GLA,2000JJ00,,,,,,,,,,,,,,,,
323,TOTAAL,GLA,2004JJ00,208.0,1354.0,29220.0,21.6,3.2,0.0,0.0,15.8,9.5,14.0,16.6,17.4,16.6,6.9,0.0,0.0
324,TOTAAL,GLA,2008JJ00,173.0,1167.0,26277.0,22.5,0.9,0.0,0.0,17.0,11.2,21.7,23.1,13.3,9.4,3.4,0.0,0.0
325,TOTAAL,HYA,1995JJ00,276.0,980.0,41220.0,42.1,7.6,0.0,0.0,7.9,8.5,3.0,0.2,0.5,2.0,55.4,13.2,1.7
326,TOTAAL,HYA,1998JJ00,271.0,1184.0,52670.0,44.5,9.2,0.0,0.0,8.7,8.8,3.9,1.9,0.6,6.0,55.5,4.0,1.4
327,TOTAAL,HYA,2000JJ00,243.0,1130.0,50048.0,44.3,8.6,0.0,0.0,6.7,5.9,2.0,2.3,1.2,5.4,51.7,15.2,1.1
328,TOTAAL,HYA,2004JJ00,211.0,1143.0,31304.0,27.4,11.9,0.0,0.0,18.2,12.7,5.0,7.7,2.9,9.0,32.6,0.0,0.0
329,TOTAAL,HYA,2008JJ00,212.0,1383.0,29041.0,21.0,19.6,0.0,0.0,15.9,16.8,3.8,0.9,1.5,13.7,27.9,0.0,0.0
330,TOTAAL,IRI,1995JJ00,359.0,720.0,21079.0,29.3,11.0,0.0,0.0,11.4,16.9,14.9,9.7,1.0,6.3,7.1,13.6,8.0
331,TOTAAL,IRI,1998JJ00,304.0,664.0,24187.0,36.4,15.8,0.0,0.0,12.2,19.1,14.5,10.5,3.4,5.5,13.1,1.7,4.2
332,TOTAAL,IRI,2000JJ00,273.0,675.0,23849.0,35.3,16.7,0.0,0.0,12.2,17.5,12.6,8.4,1.1,5.1,4.6,15.5,6.3
333,TOTAAL,IRI,2004JJ00,189.0,554.0,12302.0,22.2,13.8,0.0,0.0,16.3,17.3,15.7,10.9,2.5,2.6,21.1,0.0,0.0
334,TOTAAL,IRI,2008JJ00,116.0,415.0,12534.0,30.2,12.9,0.0,0.0,14.5,14.9,19.3,8.6,2.0,4.9,22.9,0.0,0.0
335,TOTAAL,LEB,1995JJ00,615.0,3298.0,407219.0,123.5,5.5,0.0,0.0,2.7,17.3,16.5,20.2,19.6,15.1,2.7,0.3,0.1
336,TOTAAL,LEB,1998JJ00,598.0,3831.0,442013.0,115.4,3.9,0.0,0.0,6.9,16.1,19.2,20.6,17.7,12.8,2.0,0.4,0.4
337,TOTAAL,LEB,2000JJ00,603.0,5069.0,528084.0,104.2,4.6,0.0,0.0,4.0,17.5,19.7,21.1,23.1,9.1,0.8,0.0,0.2
338,TOTAAL,LEB,2004JJ00,463.0,4538.0,585775.0,129.1,4.7,0.0,0.0,7.9,16.3,20.6,20.7,18.0,10.0,1.9,0.0,0.0
339,TOTAAL,LEB,2008JJ00,415.0,4970.0,491268.0,98.9,1.4,0.0,0.0,5.2,35.5,12.7,21.7,13.4,8.4,1.7,0.0,0.0
340,TOTAAL,NAR,1995JJ00,822.0,1405.0,32865.0,23.4,11.3,0.0,0.0,16.9,12.9,7.2,0.1,8.7,32.3,6.9,0.7,3.1
341,TOTAAL,NAR,1998JJ00,730.0,1589.0,35047.0,22.1,14.5,0.0,0.0,13.9,14.2,4.6,0.7,10.0,30.4,5.5,1.1,5.1
342,TOTAAL,NAR,2000JJ00,690.0,1843.0,35150.0,19.1,12.3,0.0,0.0,16.1,12.7,7.5,1.0,11.9,25.5,6.9,0.7,5.4
343,TOTAAL,NAR,2004JJ00,584.0,1790.0,27823.0,15.5,20.8,0.0,0.0,13.7,9.4,4.3,2.5,9.4,21.5,18.3,0.0,0.0
344,TOTAAL,NAR,2008JJ00,458.0,1940.0,45442.0,23.0,18.1,0.0,0.0,14.2,13.7,4.3,0.9,15.6,21.1,12.2,0.0,0.0
345,TOTAAL,TUL,1995JJ00,1984.0,8031.0,235179.0,29.3,15.2,0.0,0.0,17.5,22.6,12.9,0.6,1.9,3.4,13.8,9.3,3.0
346,TOTAAL,TUL,1998JJ00,1893.0,10050.0,278235.0,27.7,20.1,0.0,0.0,22.7,23.3,10.0,1.3,4.7,6.0,6.0,3.9,1.9
347,TOTAAL,TUL,2000JJ00,1664.0,9705.0,223710.0,23.1,19.1,0.0,0.0,18.8,25.0,8.2,1.0,1.7,11.6,8.5,3.8,2.2
348,TOTAAL,TUL,2004JJ00,1426.0,11020.0,246684.0,22.4,18.5,0.0,0.0,21.2,24.0,12.1,0.8,2.2,7.6,13.6,0.0,0.0
349,TOTAAL,TUL,2008JJ00,1127.0,11390.0,288123.0,25.3,18.4,0.0,0.0,16.9,19.6,11.6,7.2,4.8,4.5,17.0,0.0,0.0
350,TOTAAL,AAG,1995JJ00,,,,,,,,,,,,,,,,
351,TOTAAL,AAG,1998JJ00,,,,,,,,,,,,,,,,
352,TOTAAL,AAG,2000JJ00,,,,,,,,,,,,,,,,
353,TOTAAL,AAG,2004JJ00,,,,,,,,,,,,,,,,
354,TOTAAL,AAG,2008JJ00,347.0,269.0,3837.0,14.2,3.9,9.6,12.2,12.5,6.6,3.4,4.7,19.2,14.2,9.2,1.0,3.5
355,TOTAAL,AGZ,1995JJ00,,,,,,,,,,,,,,,,
356,TOTAAL,AGZ,1998JJ00,,,,,,,,,,,,,,,,
357,TOTAAL,AGZ,2000JJ00,,,,,,,,,,,,,,,,
358,TOTAAL,AGZ,2004JJ00,,,,,,,,,,,,,,,,
359,TOTAAL,AGZ,2008JJ00,347.0,269.0,2051.0,7.6,,,,,,,,,,,,
360,TOTAAL,KOM,1995JJ00,735.0,808.0,15265.0,18.9,1.0,1.8,3.2,5.9,13.4,9.2,17.4,17.2,11.5,13.0,5.7,0.7
361,TOTAAL,KOM,1998JJ00,606.0,710.0,10915.0,15.4,1.6,2.0,4.3,5.2,10.6,12.7,16.3,19.6,14.2,10.0,2.8,0.6
362,TOTAAL,KOM,2000JJ00,526.0,663.0,9106.0,13.7,3.5,4.6,2.5,5.5,6.0,7.5,9.2,9.1,7.0,8.2,36.2,0.6
363,TOTAAL,KOM,2004JJ00,396.0,616.0,7238.0,11.6,0.9,1.9,3.4,8.0,11.6,16.5,16.4,20.4,13.0,6.8,1.1,0.0
364,TOTAAL,KOM,2008JJ00,290.0,618.0,7260.0,11.7,0.7,1.7,3.7,6.4,9.5,12.5,19.5,23.7,15.3,6.1,0.5,0.5
365,TOTAAL,KOZ,1995JJ00,,,15265.0,18.9,,,,,,,,,,,,
366,TOTAAL,KOZ,1998JJ00,,,10906.0,15.4,,,,,,,,,,,,
367,TOTAAL,KOZ,2000JJ00,,,9080.0,13.7,,,,,,,,,,,,
368,TOTAAL,KOZ,2004JJ00,396.0,616.0,7192.0,11.5,,,,,,,,,,,,
369,TOTAAL,KOZ,2008JJ00,290.0,618.0,6863.0,11.0,,,,,,,,,,,,
370,TOTAAL,PAP,1995JJ00,778.0,996.0,18797.0,18.9,5.9,3.1,4.1,5.6,6.6,8.7,16.2,17.9,19.2,3.1,2.3,7.1
371,TOTAAL,PAP,1998JJ00,710.0,1010.0,18968.0,18.8,3.9,8.2,8.3,9.2,12.4,14.2,16.8,12.5,9.2,2.6,1.2,1.4
372,TOTAAL,PAP,2000JJ00,716.0,1155.0,15600.0,13.5,2.3,2.3,10.0,10.3,14.0,6.8,8.7,7.3,5.2,4.9,16.3,11.8
373,TOTAAL,PAP,2004JJ00,545.0,1176.0,10576.0,8.8,3.3,3.1,4.7,5.4,7.8,14.9,21.8,17.2,12.1,3.2,2.1,4.4
374,TOTAAL,PAP,2008JJ00,354.0,1162.0,8892.0,7.5,4.1,5.0,10.2,8.7,11.9,10.6,11.4,12.4,8.2,10.0,4.8,2.7
375,TOTAAL,PAZ,1995JJ00,,,6999.0,7.0,,,,,,,,,,,,
376,TOTAAL,PAZ,1998JJ00,,,3929.0,3.9,,,,,,,,,,,,
377,TOTAAL,PAZ,2000JJ00,,,4944.0,4.3,,,,,,,,,,,,
378,TOTAAL,PAZ,2004JJ00,545.0,1176.0,4314.0,3.6,,,,,,,,,,,,
379,TOTAAL,PAZ,2008JJ00,354.0,1162.0,4125.0,3.5,,,,,,,,,,,,
380,TOTAAL,RAD,1995JJ00,,,,,,,,,,,,,,,,
381,TOTAAL,RAD,1998JJ00,,,,,,,,,,,,,,,,
382,TOTAAL,RAD,2000JJ00,,,,,,,,,,,,,,,,
383,TOTAAL,RAD,2004JJ00,89.0,109.0,3048.0,28.0,11.5,10.6,10.7,12.3,7.0,3.8,2.9,6.2,6.0,17.0,6.1,5.9
384,TOTAAL,RAD,2008JJ00,,,,,,,,,,,,,,,,
385,TOTAAL,TOM,1995JJ00,937.0,1220.0,18193.0,14.9,0.7,1.8,5.6,7.9,8.3,16.2,15.8,19.8,11.7,8.3,3.0,0.7
386,TOTAAL,TOM,1998JJ00,920.0,1307.0,42561.0,32.6,2.2,8.6,9.9,9.7,10.5,12.5,18.9,13.1,6.4,5.7,1.8,0.7
387,TOTAAL,TOM,2000JJ00,636.0,1133.0,30014.0,26.5,8.4,7.0,10.3,9.8,9.7,8.9,7.5,5.0,3.9,5.3,15.7,8.6
