ID,Sectoren,Jaren,ToegevoegdeWaardeBrutoBasisprijzen_1,ExploitatieoverschotNetto_2,PrimairInkomenNetto_3,BeschikbaarInkomenNetto_4,BesparingenNetto_5,SaldoLopendeTransMetHetBuitenland_6,SaldoNettoBespEnKapitaaloverdr_7,Vorderingensaldo_8,VorderingenTotaal_9,SchuldenTotaal_10,FinancieelVermogen_11,VorderingenTotaal_12,SchuldenTotaal_13,FinancieelVermogen_14,StatistischVerschil_15,VorderingenTotaal_16,SchuldenTotaal_17,FinancieelVermogen_18,VorderingenTotaal_19,SchuldenTotaal_20,FinancieelVermogen_21,TotaalMiddelen_22,TotaalInvoerVanGoederenEnDiensten_23,InvoerVanGoederen_24,InvoerVanDiensten_25,TotaalProductieBasisprijzen_26,ProductieVanToegerekendeBankdiensten_27,OverigeMarktproductie_28,InvesteringenInEigenBeheer_29,TotaalBeloningWerknemers_30,Lonen_31,SocialePremiesTLVWerkgevers_32,TotaalBelastingenProductieEnInvoer_33,BelastOpProdEnInvoerProductg_34,BelastOpProdInvoerNietProductg_35,TotaalSubsidies_36,SubsidiesProductgebonden_37,SubsidiesNietProductgebonden_38,TotaalInkomenUitVermogen_39,Rente_40,Dividenden_41,InkomenOnttrokkenAanQuasiVennootsch_42,IngehoudenWinstenOpDirBuitenlInv_43,InkUitVermToegerAanPolishouders_44,TotaalBelastingenInkomenEnVermogen_45,BelastingenOpInkomen_46,TotaalSocialePremies_47,PremiesWettelijkeSocialeVerzekering_48,ToegerekendeSocialePremies_49,TotaalSocialeUitkeringen_50,UitkeringenWettelSocialeVerzekering_51,Pensioenuitkeringen_52,TotaalOverigeInkomensoverdrachten_53,Schadeverzekeringspremies_54,Schadeverzekeringsuitkeringen_55,OverigeInkomensoverdrachtenNEG_56,CorrectiePensioenvoorziening_57,TotaalKapitaaloverdrachten_58,Investeringsbijdragen_59,OverigeKapitaaloverdrachten_60,TotaalBestedingen_61,TotaalUitvoerVanGoederenEnDiensten_62,UitvoerVanGoederen_63,UitvoerVanDiensten_64,IntermediairVerbruik_65,BelastOpProdNietProductgebonden_66,SubsidiesNietProductgebonden_67,TotaalBeloningVanWerknemers_68,Lonen_69,SocialePremiesTLVWerkgevers_70,TotaalInkomenUitVermogen_71,Rente_72,Dividenden_73,InkomenOnttrokkenAanQuasiVennootsch_74,IngehWinstenOpDirecteBuitInvest_75,InkUitVermToegerAanPolishouders_76,InkomenUitGrondEnMineraleReserves_77,TotaalBelastingenInkomenEnVermogen_78,BelastingenOpInkomen_79,TotaalSocialePremies_80,PremiesWettelijkeSocialeVerzekering_81,Pensioenpremies_82,TotaalSocialeUitkeringen_83,UitkerWettelijkeSocialeVerzekering_84,UitkeringenRechtstreeksDoorWerkgevers_85,TotaalOverigeInkomensoverdrachten_86,Schadeverzekeringspremies_87,Schadeverzekeringsuitkeringen_88,OverigeInkomensoverdrachtenNEG_89,TotaalKapitaaloverdrachten_90,Investeringsbijdragen_91,OverigeKapitaaloverdrachten_92,TotaalInvesteringenBruto_93,InvesteringenInVasteActivaBruto_94,Afschrijvingen_95,InvesteringenInVasteActivaNetto_96,SaldoAVNietGeprodNietFinActiva_97,BeginbalansTotaal_98,ChartaalGeld_99,GiraleDepositoS_100,SpaartegoedenInEuros_101,OverigeDepositoS_102,KortlopendeWaardepapieren_103,Obligaties_104,FinancieleDerivaten_105,KortlopendeLeningen_106,LanglopendeLeningen_107,AandelenEnOverigeDeelnemingen_108,PensioenEnLevensverzVoorzieningen_109,HandelskredEnTransitPosten_110,FinancieleTransactiesTotaal_111,ChartaalGeld_112,GiraleDepositoS_113,SpaartegoedenInEuros_114,OverigeDepositoS_115,KortlopendeWaardepapieren_116,Obligaties_117,FinancieleDerivaten_118,KortlopendeLeningen_119,LanglopendeLeningen_120,AandelenEnOverigeDeelnemingen_121,PensioenEnLevensverzVoorzieningen_122,HandelskredEnTransitPosten_123,OverigeMutatiesTotaal_124,ChartaalGeld_125,GiraleDepositoS_126,SpaartegoedenInEuros_127,OverigeDepositoS_128,KortlopendeWaardepapieren_129,Obligaties_130,FinancieleDerivaten_131,KortlopendeLeningen_132,LanglopendeLeningen_133,AandelenEnOverigeDeelnemingen_134,PensioenEnLevensverzVoorzieningen_135,HandelskredEnTransitPosten_136,EindbalansTotaal_137,ChartaalGeld_138,GiraleDepositoS_139,SpaartegoedenInEuros_140,OverigeDepositoS_141,KortlopendeWaardepapieren_142,Obligaties_143,FinancieleDerivaten_144,KortlopendeLeningen_145,LanglopendeLeningen_146,AandelenEnOverigeDeelnemingen_147,PensioenEnLevensverzVoorzieningen_148,HandelskredEnTransitPosten_149,BeginbalansTotaal_150,MonetairGoudEnBijzTrekkingsrechten_151,ChartaalGeld_152,GiraleDepositoS_153,OverigeDepositoS_154,KortlopendeWaardepapieren_155,Obligaties_156,KortlopendeLeningen_157,LanglopendeLeningen_158,AandelenEnOverigeDeelnemingen_159,PensioenEnLevensverzVoorzieningen_160,HandelskredEnTransitPosten_161,FinancieleTransactiesTotaal_162,MonetairGoudEnBijzTrekkingsrechten_163,ChartaalGeld_164,GiraleDepositoS_165,OverigeDepositoS_166,KortlopendeWaardepapieren_167,Obligaties_168,KortlopendeLeningen_169,LanglopendeLeningen_170,AandelenEnOverigeDeelnemingen_171,PensioenEnLevensverzVoorzieningen_172,HandelskredEnTransitPosten_173,OverigeMutatiesTotaal_174,MonetairGoudEnBijzTrekkingsrechten_175,ChartaalGeld_176,GiraleDepositoS_177,OverigeDepositoS_178,KortlopendeWaardepapieren_179,Obligaties_180,KortlopendeLeningen_181,LanglopendeLeningen_182,AandelenEnOverigeDeelnemingen_183,PensioenEnLevensverzVoorzieningen_184,HandelskredEnTransitPosten_185,EindbalansTotaal_186,MonetairGoudEnBijzTrekkingsrechten_187,ChartaalGeld_188,GiraleDepositoS_189,OverigeDepositoS_190,KortlopendeWaardepapieren_191,Obligaties_192,KortlopendeLeningen_193,LanglopendeLeningen_194,AandelenEnOverigeDeelnemingen_195,PensioenEnLevensverzVoorzieningen_196,HandelskredEnTransitPosten_197
21,OvFinBFI,1998JJ00,4390.0,1317.0,1805.0,1267.0,1267.0,,1341,1294,184607,209726,-25119,32287,30993,1294,,59346,105697,-46351,276240,346416,-70176,16959,,,,6605.0,897.0,5607.0,101.0,,,,,,,,,,10245,5330,3262,169,1484,,,,17,,17.0,,,,18,,18,,,74,,74,15665,,,,2215.0,54.0,55.0,2653,2126,527,9757,4504,4113,5,1119,,16.0,538,538,,,,17,,17.0,18,18,,0,0,,0,459.0,459.0,421.0,38.0,9.0,184607,2,2337,,7098,1037,12844,1994,8376,39628,105862,,5429,32287,0,-437,,452,174,1235,731,2442,9658,14445,,3587,59346,4,558,,-1512,-655,2040,522,4854,23199,28490,,1846,276240,6,2458,,6038,556,16119,3247,15672,72485,148797,,10862,209726,,,,,321,12582,12086,23401,154833,,6503,30993,,,,,47,2830,5097,9900,11108,,2011,105697,,,,,1036,1841,17013,18158,66014,,1635,346416,,,,,1404,17253,34196,51459,231955,,10149
22,OvFinBFI,1999JJ00,4689.0,1232.0,3698.0,3076.0,3076.0,,3097,3068,276240,346416,-70176,41430,38362,3068,,17342,25369,-8027,335012,410147,-75135,20248,,,,7262.0,1283.0,5853.0,126.0,,,,,,,,,,12927,5507,4886,66,2468,,,,19,,19.0,,,,19,,19,,,21,,21,17180,,,,2573.0,71.0,56.0,2948,2320,628,10461,4801,5423,11,210,,16.0,622,622,,,,19,,19.0,19,19,,0,0,,0,517.0,517.0,494.0,23.0,6.0,276240,6,2458,,6038,556,16119,3247,15672,72485,148797,,10862,41430,78,1044,,2990,82,-737,191,2063,13001,21802,,916,17342,-1,-15,,-28,0,-1030,589,64,-39,17932,,-130,335012,83,3487,,9000,638,14352,4027,17799,85447,188531,,11648,346416,,,,,1404,17253,34196,51459,231955,,10149,38362,,,,,-445,10337,1244,8277,16996,,1953,25369,,,,,0,-983,-105,-131,26440,,148,410147,,,,,959,26607,35335,59605,275391,,12250
23,OvFinBFI,2000JJ00,4783.0,930.0,5326.0,4584.0,4584.0,,4612,2488,335012,410147,-75135,78647,76159,2488,,-47694,-5276,-42418,365965,481030,-115065,25680,,,,7672.0,1085.0,6419.0,168.0,,,,,,,,,,17939,7100,6235,176,4428,,,,20,,20.0,,,,21,,21,,,28,,28,23192,,,,2889.0,71.0,76.0,3227,2584,643,13543,6578,5540,7,1405,,13.0,622,622,,,,20,,20.0,141,21,,120,0,,0,2553.0,2553.0,631.0,1922.0,202.0,335012,83,3487,,9000,638,14352,4027,17799,85447,188531,,11648,78647,-74,1440,,8085,-362,9373,337,450,16999,37112,,5287,-47694,0,614,,-100,0,257,-587,-913,-19021,-27068,,-876,365965,9,5541,,16985,276,23982,3777,17336,83425,198575,,16059,410147,,,,,959,26607,35335,59605,275391,,12250,76159,,,,,1288,22061,11111,15319,23285,,3095,-5276,,,,,0,3270,-872,-15353,8569,,-890,481030,,,,,2247,51938,45574,59571,307245,,14455
24,OvFinBFI,2001JJ00,5621.0,1627.0,2666.0,2044.0,2044.0,,2081,1600,365965,481030,-115065,65923,64323,1600,,-37142,-73561,36419,394746,471792,-77046,27327,,,,8517.0,1443.0,6947.0,127.0,,,,,,,,,,18729,8551,7138,127,2913,,,,19,,19.0,,,,25,,25,,,37,,37,25727,,,,2896.0,71.0,95.0,3267,2601,666,17690,8381,8239,8,1052,,10.0,622,622,,,,19,,19.0,25,25,,0,0,,0,1196.0,1196.0,751.0,445.0,36.0,365965,9,5541,,16985,276,23982,3777,17336,83425,198575,,16059,65923,20,103,,16378,273,14592,372,-1520,27612,12118,,-4025,-37142,0,-613,,-8,0,-639,-730,-795,1886,-36258,,15,394746,29,5031,,33355,549,37935,3419,15021,112923,174435,,12049,481030,,,,,2247,51938,45574,59571,307245,,14455,64323,,,,,-425,31813,2115,21744,10197,,-1121,-73561,,,,,-670,-8393,192,429,-63571,,-1548,471792,,,,,1152,75358,47881,81744,253871,,11786
25,OvFinBFI,2002JJ00,5593.0,1503.0,1646.0,1016.0,1016.0,,1075,2645,394746,471792,-77046,27006,24361,2645,,-36047,-79402,43355,385705,416751,-31046,26210,,,,8874.0,1929.0,6835.0,110.0,,,,,,,,,,17237,8975,5040,116,3106,,,,19,,19.0,,,,21,,21,,,59,,59,23565,,,,3281.0,63.0,94.0,3318,2656,662,17094,9518,7664,7,-106,,11.0,629,629,,,,19,,19.0,22,21,,1,0,,0,-621.0,-621.0,803.0,-1424.0,-146.0,394746,29,5031,,33355,549,37935,3419,15021,112923,174435,,12049,27006,-5,320,,2739,17,6766,-983,2495,16450,-673,,-120,-36047,0,-1204,,1231,0,-260,41,-1764,-247,-34866,,1022,385705,24,4147,,37325,566,44441,2477,15752,129126,138896,,12951,471792,,,,,1152,75358,47881,81744,253871,,11786,24361,,,,,-254,22890,9215,-3487,-4195,,192,-79402,,,,,0,-5016,-7,-145,-74944,,710,416751,,,,,898,93232,57089,78112,174732,,12688
26,OvFinBFI,2003JJ00,6207.0,1931.0,-142.0,-863.0,-863.0,,-798,-990,385705,416751,-31046,27205,28195,-990,,9163,12852,-3689,422073,457798,-35725,24187,,,,9868.0,2751.0,7006.0,111.0,,,,,,,,,,14213,8149,4368,100,1596,,,,20,,20.0,,,,21,,21,,,65,,65,25177,,,,3661.0,76.0,98.0,3521,2772,749,16286,9277,6605,7,385,,12.0,721,721,,,,20,,20.0,21,21,,0,0,,0,946.0,946.0,777.0,169.0,23.0,385705,24,4147,,37325,566,44441,2477,15752,129126,138896,,12951,27205,-4,1614,,-1019,13,4283,-102,426,23422,622,,-2050,9163,0,-9,,90,0,1279,-508,-82,-1471,9810,,54,422073,20,5752,,36396,579,50003,1867,16096,151077,149328,,10955,416751,,,,,898,93232,57089,78112,174732,,12688,28195,,,,,543,24494,-9157,3215,8667,,433,12852,,,,,0,2174,224,-770,11336,,-112,457798,,,,,1441,119900,48156,80557,194735,,13009
27,OvFinBFI,2004JJ00,6574.0,2153.0,1961.0,1243.0,1243.0,,1318,1443,422073,457798,-35725,14415,12972,1443,,15000,19852,-4852,451488,490622,-39134,27054,,,,10372.0,2915.0,7316.0,141.0,,,,,,,,,,16566,8348,6597,103,1518,,,,20,,20.0,,,,21,,21,,,75,,75,25611,,,,3798.0,88.0,123.0,3670,2869,801,16758,9356,7111,5,274,,12.0,718,718,,,,20,,20.0,21,21,,0,0,,0,665.0,665.0,786.0,-121.0,-4.0,422073,20,5752,,36396,579,50003,1867,16096,151077,149328,,10955,14415,-2,-619,,-3476,25,-2499,104,1872,16142,3601,,-733,15000,0,133,,-278,-173,510,-82,554,755,13505,,76,451488,18,5266,,32642,431,48014,1889,18522,167974,166434,,10298,457798,,,,,1441,119900,48156,80557,194735,,13009,12972,,,,,-951,4202,8989,2645,-1223,,-690,19852,,,,,-105,61,102,-651,20135,,310,490622,,,,,385,124163,57247,82551,213647,,12629
28,OvFinBFI,2005JJ00,6959.0,2279.0,24.0,-647.0,-647.0,,-628,-117,451488,490622,-39134,73498,73615,-117,,42962,57077,-14115,567948,621314,-53366,29374,,,,10947.0,3078.0,7729.0,140.0,,,,,,,,,,18364,8688,8078,104,1494,,,,22,,22.0,,,,22,,22,,,19,,19,29491,,,,3988.0,96.0,102.0,3885,3061,824,20619,10247,10035,8,314,,15.0,671,671,,,,22,,22.0,22,22,,0,0,,0,319.0,319.0,801.0,-482.0,-29.0,451488,18,5266,,32642,431,48014,1889,18522,167974,166434,,10298,73498,2,2188,,29519,-310,5570,-700,-1405,37838,-4330,,5126,42962,0,14,,638,0,524,338,2048,295,41019,,-1914,567948,20,7468,,62799,121,54108,1527,19165,206107,203123,,13510,490622,,,,,385,124163,57247,82551,213647,,12629,73615,,,,,223,43689,24579,7571,-6294,,3847,57077,,,,,0,223,4719,1925,50527,,-317,621314,,,,,608,168075,86545,92047,257880,,16159
29,OvFinBFI,2006JJ00,6792.0,1765.0,6890.0,6284.0,6284.0,,6325,6121,567948,621314,-53366,65268,59147,6121,,15506,34516,-19010,648722,714977,-66255,44694,,,,10953.0,2171.0,8632.0,150.0,,,,,,,,,,33659,14621,14490,112,4436,,,,21,,21.0,,,,20,,20,,,41,,41,38573,,,,4161.0,80.0,81.0,4218,3326,892,28534,15214,10335,8,2962,,15.0,606,606,,,,21,,21.0,20,20,,0,0,,0,983.0,983.0,810.0,173.0,31.0,567948,20,7468,,62799,121,54108,1527,19165,206107,203123,,13510,65268,4,-1151,,6841,-27,1534,-1117,3729,43522,9996,,1937,15506,0,76,,87,0,-1231,59,1163,-2085,15557,,1880,648722,24,6393,,69727,94,54411,469,24057,247544,228676,,17327,621314,,,,,608,168075,86545,92047,257880,,16159,59147,,,,,3491,40118,-5352,17868,278,,2744,34516,,,,,727,893,-2042,-1579,35404,,1113,714977,,,,,4826,209086,79151,108336,293562,,20016
30,OvFinBFI,2007JJ00,6258.0,983.0,4914.0,4217.0,4217.0,,4248,3975,648722,714977,-66255,160688,156713,3975,,-12051,-42006,29955,797359,829684,-32325,50065,,,,10405.0,1061.0,9217.0,127.0,,,,,,,,,,39597,21575,15197,110,2715,,,,19,,19.0,,,,13,,13,,,31,,31,46090,,,,4147.0,104.0,82.0,4372,3477,895,35666,21601,14415,8,-374,,16.0,697,697,,,,19,,19.0,13,13,,0,0,,0,1169.0,1169.0,881.0,288.0,-15.0,648722,24,6393,,69727,94,54411,469,24057,247544,228676,,17327,160688,-22,1562,,10181,-55,-18507,-35,505,80791,86021,,247,-12051,0,2,,-690,0,1502,208,9,-633,-12247,,-202,797359,2,7957,,79218,39,37406,642,24571,327702,302450,,17372,714977,,,,,4826,209086,79151,108336,293562,,20016,156713,,,,,1352,101504,9464,-24929,69298,,24,-42006,,,,,-1,-2152,-529,-1785,-36918,,-621,829684,,,,,6177,308438,88086,81622,325942,,19419
31,OvFinBFI,2008JJ00,5201.0,-341.0,407.0,-135.0,-135.0,,-822,-599,797359,829684,-32325,49003,36961,-806,,-83694,-114230,69542,762668,752415,36411,46892,,,,9732.0,795.0,8838.0,99.0,,,,,,,,,,37095,26353,13875,104,-3237,,,,20,,20.0,,,,12,,12,,,33,,33,47491,,,,4531.0,116.0,81.0,4511,3566,945,36347,25978,11433,8,-1088,,16.0,542,542,,,,20,,20.0,12,12,,0,720,,720,820.0,820.0,996.0,-176.0,-47.0,797359,2,7957,,79218,39,37406,642,24571,327702,302450,,17372,49003,1,671,,1336,89,-12337,236,4627,59513,-5962,,829,-83694,0,0,,90,-1,75,920,472,407,-98241,,12584,762668,3,8628,,80644,127,25144,1798,29670,387622,198247,,30785,829684,,,,,6177,308438,88086,81622,325942,,19419,36961,,,,,-3242,63114,15777,-13637,-3625,,-21426,-114230,,,,,0,-16,604,424,-142572,,27330,752415,,,,,2935,371536,104467,68409,179745,,25323
32,OvFinBFI,2009JJ00,11557.0,6008.0,-1916.0,-2258.0,-2258.0,,-2520,-2119,748393,743133,5260,244962,247081,-2119,,47922,45918,2004,1041277,1036132,5145,38774,,,,17552.0,8514.0,18461.0,87.0,,,,,,,,,,21152,17653,6203,108,-2812,,,,20,,20.0,,,,12,,12,,,38,,38,40893,,,,5995.0,125.0,81.0,4454,3526,928,29076,23056,6351,8,-356,,17.0,342,342,,,,20,,20.0,12,12,,0,300,,300,679.0,679.0,1051.0,-372.0,-29.0,748393,3,8628,,80644,127,25144,1798,29670,387622,195135,,19622,244962,14,21128,,-9159,423,88300,-2927,18255,15057,111937,,1934,47922,0,0,,0,10,1247,74,9,294,46265,,23,1041277,17,29756,,71485,560,114691,-1055,47934,402973,353337,,21579,743133,,,,,2935,371536,104467,68409,179745,,16041,247081,,,,,-1770,14091,-6532,20888,203832,,16572,45918,,,,,42,3039,-441,8,43315,,-45,1036132,,,,,1207,388666,97494,89305,426892,,32568
33,OvFinBFI,2010JJ00,12770.0,7122.0,-232.0,-476.0,-476.0,,-520,-6827,1041277,1036132,5145,14404,21231,-6827,,25293,41202,-15909,1080974,1098565,-17591,40170,,,,19292.0,9422.0,9789.0,81.0,,,,,,,,,,20790,16359,4996,164,-729,,,,36,,36.0,,,,11,,11,,,41,,41,46997,,,,6522.0,134.0,105.0,4514,3563,951,28144,20762,7402,8,-45,,17.0,244,244,,,,36,,36.0,11,11,,0,85,,85,5389.0,5389.0,1105.0,4284.0,2023.0,1041277,17,29756,,71485,560,114691,-1055,47934,402973,353337,,21579,14404,118,7932,,-14215,3494,-5291,1341,-15253,20860,21142,,-5724,25293,0,0,,0,-1,1334,-2357,0,-68,26386,,-1,1080974,135,37688,,57270,4053,110734,-2071,32681,423765,400865,,15854,1036132,,,,,1207,388666,97494,89305,426892,,32568,21231,,,,,-101,-15297,13795,16124,-6223,,12933,41202,,,,,-7,2713,-4,513,37987,,0,1098565,,,,,1099,376082,111285,105942,458656,,45501
