ID,RegioS,InwonersVan15Tot65Jaar_1,InwonersTot18Jaar_2,TotaalParticuliereHuishoudens_3,TotaalMetThuiswonendeKinderen_4,MetThuiswonendenKinderen0Tot18Jaar_5,Eenouderhuishoudens2OfMeerKinderen_6,Gemiddelde20192021_7,Eenpersoonshuishoudens31122021_8,Eenpersoonshuishoudens31122020_9,Eenpersoonshuishoudens31122019_10,Gemiddelde20192021_11,Meerpersoonshuishoudens31122021_12,Meerpersoonshuishoudens31122020_13,Meerpersoonshuishoudens31122019_14,HuishoudensMetInkomen_15,GemiddeldGestandaardiseerdInkomen_16,TotaalHuishoudensMetKinderen_17,GemiddeldGestandaardiseerdInkomen_18,TotaalMinderjarigeKinderen_19,InHuishoudensTot120SociaalMinimum_20,InHuishoudensMetLaagInkomen_21,TotaalBeroepsbevolking_22,LagerOpgeleidenGemiddelde20162020_23,LagerOpgeleidenPercentage_24,InwonersDoelpopulatie31122020_25,PersonenMetBijstand31122021_26,WajongUitkeringen31122021_27,PersonenMetLoonkostensubs31122021_28,PsychischMedicijngebruikOuders2021_29
193,GM0946,10760.0,2900.0,7490.0,2530.0,1610.0,130.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,7200.0,24800.0,2600.0,26800.0,3100.0,300.0,300.0,8.0,2.0,20.0,1290.0,160.0,220.0,20.0,120.0
194,GM0356,41100.0,11840.0,30120.0,9900.0,6810.0,930.0,320.0,330.0,320.0,320.0,350.0,370.0,340.0,350.0,28100.0,25100.0,9500.0,25900.0,11500.0,1300.0,1200.0,33.0,5.0,15.0,5880.0,1540.0,740.0,50.0,630.0
195,GM0569,18490.0,5530.0,12100.0,4580.0,3040.0,260.0,50.0,50.0,50.0,40.0,70.0,70.0,70.0,70.0,11400.0,27400.0,4200.0,28700.0,5400.0,300.0,300.0,16.0,3.0,19.0,2300.0,300.0,520.0,30.0,190.0
196,GM0267,27840.0,9700.0,18020.0,7250.0,5120.0,420.0,100.0,100.0,110.0,100.0,130.0,130.0,140.0,130.0,16600.0,26000.0,6500.0,26500.0,9300.0,600.0,700.0,22.0,4.0,17.0,3320.0,550.0,490.0,60.0,450.0
197,GM0268,124920.0,29160.0,97400.0,22580.0,16550.0,2250.0,1540.0,1500.0,1560.0,1550.0,1540.0,1490.0,1550.0,1590.0,92600.0,20500.0,21000.0,24900.0,27600.0,4700.0,4100.0,96.0,9.0,9.0,21890.0,7990.0,3270.0,230.0,1660.0
198,GM1930,54710.0,16430.0,39140.0,13970.0,9590.0,1620.0,710.0,670.0,730.0,730.0,730.0,690.0,730.0,760.0,38400.0,24900.0,13400.0,25500.0,15200.0,2400.0,2100.0,45.0,8.0,19.0,9960.0,2570.0,1280.0,60.0,770.0
199,GM1970,28060.0,9210.0,19820.0,6830.0,4780.0,500.0,180.0,180.0,180.0,190.0,200.0,190.0,190.0,210.0,19700.0,21900.0,7000.0,22600.0,9700.0,1100.0,1200.0,23.0,5.0,22.0,4980.0,1080.0,960.0,130.0,510.0
200,GM1695,4570.0,1080.0,3750.0,940.0,640.0,50.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3600.0,24300.0,1000.0,25400.0,1200.0,100.0,100.0,3.0,1.0,21.0,680.0,130.0,50.0,10.0,60.0
201,GM1699,18040.0,5510.0,14020.0,4400.0,3060.0,310.0,110.0,90.0,110.0,120.0,130.0,120.0,130.0,150.0,14000.0,25100.0,4500.0,25500.0,5900.0,600.0,600.0,15.0,2.0,12.0,2910.0,580.0,410.0,40.0,260.0
202,GM0171,30500.0,10550.0,19910.0,7290.0,5390.0,580.0,210.0,200.0,220.0,220.0,270.0,260.0,270.0,270.0,19300.0,23800.0,7100.0,24100.0,10600.0,1200.0,1200.0,25.0,4.0,18.0,4810.0,950.0,710.0,100.0,430.0
203,GM0575,27790.0,7910.0,20170.0,6650.0,4560.0,530.0,80.0,80.0,80.0,70.0,110.0,110.0,120.0,100.0,19200.0,26900.0,6200.0,28700.0,7700.0,700.0,700.0,24.0,4.0,16.0,4120.0,610.0,800.0,50.0,330.0
204,GM0820,13960.0,4450.0,10360.0,3640.0,2460.0,260.0,70.0,70.0,80.0,60.0,100.0,90.0,100.0,100.0,9800.0,29700.0,3400.0,30900.0,4200.0,300.0,300.0,12.0,1.0,10.0,1860.0,350.0,160.0,40.0,210.0
205,GM0302,17080.0,6230.0,11180.0,4290.0,2980.0,210.0,60.0,60.0,60.0,60.0,80.0,90.0,80.0,80.0,10800.0,24600.0,4000.0,25400.0,6000.0,400.0,500.0,13.0,3.0,25.0,2710.0,380.0,470.0,50.0,290.0
206,GM0579,15470.0,5630.0,11020.0,4100.0,3080.0,270.0,80.0,80.0,80.0,80.0,90.0,100.0,100.0,90.0,10300.0,32700.0,3500.0,34400.0,4900.0,300.0,300.0,12.0,1.0,8.0,2220.0,410.0,250.0,10.0,270.0
207,GM0823,12050.0,3310.0,7980.0,2920.0,1810.0,170.0,30.0,20.0,20.0,30.0,40.0,40.0,40.0,40.0,7500.0,27200.0,2800.0,29100.0,3600.0,200.0,200.0,9.0,1.0,13.0,1350.0,160.0,120.0,30.0,140.0
208,GM0824,19770.0,5730.0,14130.0,4730.0,3130.0,320.0,70.0,70.0,70.0,70.0,90.0,90.0,80.0,90.0,11300.0,27700.0,3900.0,29500.0,4800.0,500.0,400.0,16.0,2.0,14.0,2720.0,390.0,410.0,40.0,250.0
209,GM1895,23660.0,6370.0,18440.0,5430.0,3670.0,500.0,290.0,280.0,300.0,290.0,320.0,300.0,340.0,340.0,18400.0,21300.0,5500.0,22500.0,6700.0,1100.0,1000.0,18.0,4.0,20.0,5180.0,1460.0,1010.0,120.0,350.0
210,GM0269,14860.0,5280.0,9390.0,3870.0,2650.0,190.0,70.0,70.0,70.0,70.0,80.0,80.0,90.0,90.0,9000.0,23800.0,3700.0,25100.0,5100.0,300.0,400.0,13.0,3.0,24.0,2060.0,330.0,280.0,40.0,280.0
211,GM0173,19290.0,6040.0,14180.0,4820.0,3320.0,380.0,110.0,110.0,110.0,120.0,140.0,120.0,140.0,150.0,14200.0,24300.0,4900.0,26100.0,6700.0,700.0,700.0,16.0,3.0,15.0,2670.0,560.0,530.0,70.0,210.0
212,GM1773,11580.0,3450.0,7730.0,2790.0,1890.0,170.0,40.0,40.0,40.0,40.0,60.0,60.0,50.0,60.0,7600.0,24700.0,2700.0,26500.0,3600.0,300.0,300.0,9.0,1.0,14.0,1460.0,250.0,390.0,20.0,170.0
213,GM0175,11170.0,3630.0,7720.0,2660.0,1830.0,140.0,40.0,30.0,40.0,40.0,60.0,60.0,60.0,60.0,7300.0,24800.0,2500.0,25200.0,3500.0,300.0,300.0,10.0,2.0,20.0,1660.0,270.0,340.0,50.0,140.0
214,GM1586,18440.0,5420.0,12560.0,4360.0,2870.0,230.0,70.0,70.0,70.0,60.0,80.0,90.0,90.0,80.0,12700.0,24400.0,4400.0,26000.0,6000.0,400.0,400.0,16.0,3.0,19.0,1990.0,360.0,370.0,40.0,210.0
215,GM0826,34890.0,10390.0,25450.0,8600.0,5930.0,700.0,230.0,230.0,240.0,210.0,260.0,250.0,270.0,250.0,24000.0,25600.0,8100.0,26500.0,10200.0,1300.0,1100.0,29.0,5.0,16.0,5200.0,1020.0,610.0,80.0,620.0
216,GM0085,15540.0,4530.0,11460.0,3650.0,2450.0,330.0,120.0,120.0,130.0,120.0,130.0,120.0,130.0,130.0,11600.0,22400.0,3700.0,23600.0,4900.0,600.0,500.0,12.0,2.0,18.0,2810.0,620.0,650.0,40.0,200.0
217,GM0431,6060.0,1830.0,4100.0,1650.0,1110.0,120.0,20.0,20.0,30.0,30.0,40.0,30.0,40.0,40.0,3900.0,27900.0,1500.0,29800.0,1800.0,100.0,100.0,5.0,1.0,13.0,690.0,140.0,50.0,0.0,80.0
218,GM0432,7570.0,2240.0,5190.0,1860.0,1220.0,130.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,4700.0,25600.0,1800.0,27400.0,2400.0,200.0,100.0,7.0,2.0,24.0,790.0,110.0,110.0,20.0,70.0
219,GM0086,18380.0,5780.0,12670.0,4450.0,3030.0,310.0,110.0,110.0,110.0,120.0,130.0,120.0,130.0,150.0,12900.0,23600.0,4500.0,24600.0,6300.0,600.0,600.0,16.0,2.0,15.0,2880.0,600.0,620.0,50.0,280.0
220,GM0828,60530.0,16830.0,41820.0,14370.0,9540.0,1130.0,390.0,390.0,400.0,380.0,440.0,440.0,440.0,440.0,39200.0,24800.0,13900.0,26000.0,17700.0,2200.0,1900.0,49.0,10.0,20.0,9380.0,1870.0,1370.0,390.0,950.0
221,GM1509,24210.0,6750.0,17200.0,5810.0,3710.0,390.0,150.0,150.0,150.0,140.0,170.0,170.0,170.0,180.0,17300.0,23100.0,5900.0,24500.0,7700.0,800.0,800.0,20.0,4.0,20.0,3420.0,740.0,560.0,80.0,330.0
222,GM0437,8830.0,2850.0,6430.0,2300.0,1610.0,210.0,50.0,40.0,50.0,40.0,50.0,50.0,50.0,50.0,6000.0,30700.0,2100.0,34600.0,2800.0,200.0,200.0,7.0,1.0,12.0,1130.0,230.0,130.0,20.0,110.0
223,GM0589,6270.0,2020.0,4310.0,1570.0,1070.0,130.0,30.0,30.0,30.0,20.0,30.0,40.0,30.0,30.0,4100.0,27900.0,1500.0,30100.0,2100.0,200.0,200.0,5.0,1.0,14.0,640.0,110.0,70.0,10.0,90.0
224,GM1734,30300.0,10080.0,20050.0,7980.0,5570.0,530.0,140.0,140.0,140.0,150.0,170.0,170.0,180.0,180.0,19200.0,25700.0,7700.0,26900.0,10500.0,900.0,800.0,25.0,4.0,15.0,3680.0,710.0,550.0,50.0,530.0
225,GM0590,19740.0,6260.0,14240.0,5120.0,3500.0,480.0,140.0,140.0,140.0,140.0,160.0,160.0,150.0,150.0,14100.0,26200.0,5100.0,26800.0,6600.0,600.0,500.0,17.0,2.0,13.0,2830.0,630.0,330.0,50.0,350.0
226,GM1894,27800.0,7610.0,18920.0,6580.0,4200.0,350.0,70.0,70.0,80.0,70.0,100.0,100.0,100.0,90.0,18300.0,24500.0,6700.0,26300.0,8200.0,600.0,600.0,24.0,5.0,19.0,3350.0,440.0,620.0,100.0,290.0
227,GM0765,7510.0,2180.0,5570.0,1850.0,1240.0,170.0,110.0,100.0,120.0,120.0,130.0,100.0,140.0,150.0,5600.0,20700.0,1900.0,21000.0,2300.0,500.0,500.0,6.0,2.0,30.0,1730.0,450.0,330.0,20.0,110.0
228,GM1926,37150.0,13370.0,22040.0,10290.0,7520.0,730.0,130.0,120.0,130.0,140.0,170.0,170.0,170.0,180.0,20000.0,28500.0,9200.0,29900.0,13000.0,900.0,900.0,31.0,4.0,14.0,4090.0,570.0,690.0,0.0,630.0
229,GM0439,59440.0,16660.0,41460.0,15170.0,9970.0,1490.0,420.0,420.0,440.0,410.0,460.0,460.0,480.0,430.0,40000.0,24700.0,14600.0,26300.0,16700.0,2000.0,1700.0,48.0,7.0,15.0,8520.0,1840.0,1670.0,70.0,710.0
230,GM0273,15110.0,5150.0,9900.0,3790.0,2620.0,230.0,40.0,30.0,40.0,40.0,60.0,60.0,60.0,60.0,9900.0,25600.0,3700.0,26600.0,5200.0,500.0,500.0,13.0,3.0,23.0,1930.0,240.0,260.0,50.0,260.0
231,GM0177,23450.0,7230.0,15980.0,5730.0,3840.0,340.0,90.0,90.0,90.0,80.0,110.0,110.0,110.0,110.0,15500.0,24600.0,5600.0,26200.0,7500.0,600.0,600.0,22.0,4.0,17.0,2640.0,480.0,570.0,20.0,310.0
232,GM0703,14240.0,5550.0,9250.0,3520.0,2630.0,190.0,60.0,50.0,60.0,50.0,70.0,70.0,80.0,80.0,8800.0,24100.0,3400.0,25300.0,5500.0,400.0,500.0,11.0,3.0,27.0,1920.0,250.0,180.0,20.0,270.0
233,GM0274,18170.0,5290.0,14770.0,4180.0,2980.0,330.0,110.0,110.0,120.0,110.0,140.0,130.0,140.0,150.0,15200.0,27300.0,4200.0,29700.0,5600.0,600.0,600.0,15.0,2.0,14.0,3070.0,690.0,550.0,50.0,310.0
234,GM0339,3600.0,1400.0,2190.0,920.0,680.0,50.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,1800.0,26900.0,800.0,27200.0,1300.0,100.0,100.0,3.0,1.0,28.0,330.0,40.0,30.0,0.0,50.0
235,GM1667,8190.0,2660.0,5580.0,2000.0,1390.0,110.0,20.0,10.0,20.0,10.0,20.0,20.0,20.0,20.0,5200.0,25700.0,2000.0,27700.0,2500.0,200.0,200.0,9.0,1.0,16.0,950.0,100.0,120.0,30.0,130.0
236,GM0275,25930.0,7310.0,21180.0,5940.0,4160.0,560.0,240.0,230.0,240.0,250.0,270.0,260.0,270.0,280.0,21500.0,24200.0,5900.0,25600.0,7700.0,1100.0,1000.0,20.0,3.0,17.0,4760.0,1100.0,1040.0,70.0,440.0
237,GM0340,12370.0,4270.0,8360.0,3050.0,2180.0,190.0,50.0,50.0,40.0,40.0,60.0,70.0,60.0,60.0,8100.0,25700.0,2800.0,26500.0,4300.0,400.0,400.0,11.0,2.0,18.0,1840.0,280.0,370.0,30.0,190.0
238,GM0597,28140.0,8880.0,21170.0,7220.0,4900.0,730.0,290.0,300.0,310.0,260.0,320.0,330.0,340.0,290.0,20800.0,25100.0,6600.0,26100.0,7800.0,900.0,900.0,23.0,5.0,22.0,4370.0,1110.0,460.0,60.0,430.0
239,GM1742,23480.0,9010.0,14460.0,6210.0,4310.0,300.0,80.0,70.0,80.0,80.0,120.0,120.0,130.0,130.0,14200.0,24400.0,6000.0,25100.0,9400.0,600.0,700.0,20.0,4.0,20.0,2870.0,450.0,500.0,60.0,400.0
240,GM0603,35080.0,11330.0,27570.0,8610.0,6500.0,1020.0,480.0,470.0,490.0,470.0,500.0,500.0,520.0,490.0,24700.0,25100.0,6600.0,25800.0,7600.0,1400.0,1200.0,25.0,2.0,9.0,6160.0,1680.0,620.0,70.0,540.0
241,GM1669,12240.0,3130.0,9430.0,2890.0,1810.0,200.0,60.0,70.0,60.0,60.0,70.0,80.0,70.0,60.0,9300.0,25000.0,3000.0,26300.0,3300.0,400.0,300.0,12.0,2.0,16.0,1920.0,300.0,270.0,30.0,140.0
242,GM0957,37720.0,10240.0,28720.0,8510.0,5900.0,810.0,400.0,400.0,400.0,400.0,440.0,440.0,440.0,440.0,27500.0,23200.0,8200.0,24400.0,10000.0,1800.0,1600.0,30.0,5.0,15.0,7170.0,1970.0,910.0,150.0,500.0
243,GM0736,28210.0,8600.0,19460.0,7260.0,4870.0,580.0,120.0,120.0,130.0,110.0,140.0,150.0,140.0,130.0,18000.0,30200.0,6900.0,32100.0,8700.0,700.0,600.0,24.0,4.0,14.0,3400.0,540.0,310.0,40.0,330.0
244,GM1674,48870.0,13680.0,35640.0,11370.0,7720.0,1050.0,450.0,440.0,450.0,450.0,520.0,500.0,520.0,530.0,35100.0,24200.0,11500.0,25500.0,14200.0,2100.0,2000.0,40.0,7.0,17.0,8750.0,2170.0,1030.0,90.0,680.0
245,GM0599,451720.0,120760.0,333060.0,95480.0,68210.0,13990.0,9320.0,9190.0,9520.0,9240.0,9370.0,9210.0,9540.0,9350.0,314500.0,21800.0,89500.0,22900.0,111100.0,31000.0,27900.0,328.0,53.0,16.0,100850.0,40480.0,8200.0,870.0,5030.0
246,GM0277,1020.0,410.0,710.0,280.0,220.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,40300.0,200.0,42200.0,300.0,0.0,0.0,1.0,0.0,3.0,90.0,10.0,10.0,0.0,10.0
247,GM0840,14870.0,3720.0,10140.0,3600.0,2220.0,180.0,70.0,70.0,70.0,60.0,70.0,70.0,80.0,70.0,9600.0,24500.0,3300.0,26100.0,3400.0,300.0,300.0,12.0,3.0,25.0,2380.0,390.0,230.0,30.0,200.0
248,GM0441,28310.0,8440.0,20870.0,6950.0,4630.0,560.0,120.0,110.0,120.0,110.0,140.0,130.0,140.0,140.0,20400.0,25200.0,6900.0,26500.0,9200.0,800.0,700.0,24.0,4.0,15.0,3710.0,620.0,730.0,40.0,300.0
249,GM0279,6310.0,2340.0,4190.0,1590.0,1150.0,90.0,20.0,20.0,20.0,20.0,30.0,20.0,30.0,30.0,3800.0,25200.0,1500.0,25800.0,2300.0,100.0,200.0,4.0,1.0,23.0,670.0,80.0,110.0,20.0,120.0
250,GM0606,53080.0,15060.0,38050.0,12520.0,8800.0,1460.0,700.0,660.0,710.0,720.0,700.0,660.0,700.0,730.0,36600.0,22600.0,11800.0,23200.0,13900.0,3000.0,2700.0,40.0,6.0,16.0,10400.0,2650.0,850.0,90.0,630.0
251,GM0088,580.0,110.0,530.0,90.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,23800.0,100.0,24000.0,200.0,0.0,0.0,0.0,0.0,13.0,80.0,10.0,10.0,0.0,10.0
252,GM1676,19850.0,5740.0,15830.0,4560.0,3120.0,300.0,100.0,90.0,100.0,100.0,120.0,110.0,130.0,130.0,15600.0,25900.0,4500.0,26400.0,6000.0,600.0,600.0,18.0,4.0,21.0,2970.0,490.0,310.0,60.0,280.0
253,GM0965,6270.0,1610.0,4930.0,1480.0,950.0,100.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,5000.0,23900.0,1600.0,25500.0,1700.0,200.0,100.0,5.0,1.0,15.0,960.0,150.0,130.0,10.0,80.0
254,GM0845,18300.0,5880.0,12320.0,4690.0,3200.0,270.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,60.0,11900.0,27700.0,4400.0,29400.0,5900.0,400.0,400.0,14.0,3.0,18.0,2240.0,260.0,380.0,70.0,280.0
255,GM1883,57560.0,13950.0,45310.0,12710.0,8330.0,1100.0,510.0,510.0,520.0,510.0,550.0,540.0,550.0,560.0,45900.0,23300.0,13400.0,24800.0,15000.0,2500.0,2100.0,45.0,8.0,18.0,11300.0,2870.0,1900.0,150.0,840.0
256,GM0610,15990.0,5530.0,10770.0,3930.0,2820.0,340.0,140.0,140.0,140.0,140.0,150.0,150.0,150.0,150.0,11000.0,23700.0,3700.0,25100.0,5300.0,500.0,500.0,12.0,3.0,23.0,2820.0,580.0,770.0,50.0,310.0
257,GM1714,13490.0,3520.0,11290.0,2980.0,2030.0,200.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,50.0,11400.0,24500.0,3200.0,26500.0,3600.0,400.0,400.0,12.0,2.0,21.0,2410.0,340.0,220.0,20.0,120.0
258,GM0090,34800.0,10950.0,25180.0,8370.0,5900.0,780.0,380.0,360.0,390.0,380.0,410.0,390.0,410.0,420.0,25200.0,22500.0,8300.0,23300.0,11300.0,1500.0,1400.0,27.0,5.0,19.0,7000.0,1910.0,1440.0,110.0,680.0
259,GM0342,28860.0,9180.0,20860.0,7290.0,5080.0,560.0,170.0,170.0,180.0,170.0,210.0,200.0,220.0,210.0,20400.0,28100.0,6800.0,29200.0,9300.0,1000.0,1000.0,23.0,3.0,12.0,4000.0,760.0,530.0,20.0,420.0
260,GM0847,12710.0,3520.0,8350.0,2970.0,1920.0,170.0,30.0,30.0,30.0,30.0,60.0,60.0,60.0,50.0,7900.0,24900.0,2900.0,27200.0,3500.0,400.0,300.0,12.0,2.0,16.0,1530.0,250.0,230.0,20.0,110.0
261,GM0848,10870.0,3630.0,7500.0,2840.0,2040.0,190.0,50.0,40.0,50.0,50.0,70.0,60.0,70.0,70.0,7000.0,29300.0,2600.0,29900.0,3500.0,300.0,300.0,8.0,1.0,12.0,1390.0,220.0,200.0,30.0,150.0
262,GM0037,19150.0,5520.0,14610.0,4460.0,2970.0,370.0,190.0,180.0,190.0,200.0,230.0,220.0,230.0,230.0,14900.0,21200.0,4600.0,22300.0,5900.0,1000.0,900.0,15.0,3.0,21.0,4300.0,1040.0,840.0,140.0,290.0
263,GM0180,10710.0,4620.0,6050.0,2830.0,2010.0,110.0,20.0,30.0,20.0,20.0,40.0,40.0,40.0,40.0,5600.0,24300.0,2700.0,24500.0,4700.0,300.0,400.0,9.0,2.0,26.0,1190.0,150.0,180.0,20.0,120.0
264,GM0532,13510.0,4270.0,9370.0,3480.0,2370.0,270.0,70.0,70.0,70.0,70.0,90.0,80.0,90.0,90.0,9100.0,24300.0,3400.0,25500.0,4500.0,500.0,400.0,11.0,3.0,24.0,1780.0,260.0,370.0,30.0,160.0
265,GM0851,15370.0,4150.0,11060.0,3520.0,2390.0,210.0,70.0,70.0,70.0,70.0,100.0,90.0,100.0,100.0,10700.0,24500.0,3400.0,26500.0,4200.0,400.0,400.0,12.0,2.0,18.0,2540.0,420.0,200.0,20.0,190.0
266,GM1708,27600.0,8360.0,19820.0,6540.0,4530.0,450.0,160.0,150.0,160.0,160.0,200.0,190.0,200.0,200.0,19000.0,23400.0,6300.0,24100.0,8800.0,1000.0,1000.0,23.0,5.0,19.0,4270.0,840.0,670.0,150.0,410.0
267,GM0971,14860.0,3740.0,11570.0,3580.0,2280.0,220.0,60.0,60.0,60.0,60.0,70.0,70.0,70.0,70.0,11400.0,24500.0,3700.0,26000.0,4000.0,400.0,400.0,14.0,2.0,16.0,2250.0,350.0,270.0,10.0,210.0
268,GM1904,40390.0,13170.0,28620.0,10480.0,7420.0,730.0,180.0,180.0,180.0,180.0,210.0,210.0,220.0,210.0,27700.0,28900.0,10300.0,30500.0,13200.0,1000.0,900.0,35.0,5.0,15.0,5220.0,920.0,450.0,20.0,600.0
269,GM1900,55100.0,17470.0,40540.0,13070.0,9290.0,1030.0,480.0,460.0,500.0,490.0,550.0,530.0,560.0,560.0,40000.0,23400.0,13300.0,24700.0,19100.0,2100.0,2000.0,49.0,8.0,17.0,9080.0,2540.0,1420.0,120.0,720.0
270,GM0715,33160.0,9160.0,26000.0,7570.0,5210.0,670.0,270.0,250.0,290.0,270.0,280.0,260.0,300.0,280.0,25500.0,24200.0,7600.0,25400.0,9300.0,1300.0,1100.0,27.0,5.0,19.0,6550.0,1100.0,660.0,100.0,470.0
271,GM0093,3200.0,710.0,2620.0,600.0,390.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,22500.0,600.0,28000.0,800.0,100.0,100.0,2.0,0.0,9.0,310.0,30.0,20.0,0.0,20.0
272,GM0448,8290.0,2150.0,6540.0,1780.0,1190.0,130.0,20.0,20.0,20.0,20.0,40.0,30.0,40.0,30.0,6400.0,23800.0,1800.0,25200.0,2500.0,300.0,300.0,5.0,1.0,16.0,1140.0,170.0,210.0,10.0,70.0
273,GM1525,24270.0,7410.0,16240.0,6030.0,4190.0,450.0,60.0,60.0,60.0,50.0,90.0,90.0,90.0,80.0,15100.0,29100.0,5800.0,30900.0,7600.0,400.0,400.0,21.0,2.0,11.0,2790.0,400.0,310.0,50.0,350.0
274,GM0716,16430.0,5740.0,10820.0,4020.0,2860.0,250.0,70.0,70.0,80.0,70.0,80.0,80.0,90.0,80.0,10400.0,23800.0,3900.0,25200.0,5800.0,500.0,600.0,15.0,3.0,23.0,2380.0,340.0,280.0,50.0,310.0
275,GM0281,27980.0,7820.0,19090.0,6550.0,4420.0,560.0,240.0,210.0,240.0,250.0,280.0,250.0,280.0,290.0,18100.0,23800.0,6700.0,24300.0,8800.0,1400.0,1300.0,21.0,5.0,23.0,4930.0,1230.0,770.0,140.0,440.0
276,GM0855,153670.0,39040.0,111850.0,31500.0,22480.0,3400.0,1790.0,1780.0,1810.0,1770.0,1890.0,1850.0,1910.0,1920.0,105300.0,21400.0,29400.0,24400.0,37900.0,6400.0,5800.0,120.0,16.0,13.0,24660.0,7870.0,3200.0,430.0,2040.0
277,GM0183,13690.0,4190.0,8300.0,3490.0,2170.0,170.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,30.0,8000.0,25300.0,3500.0,27100.0,4900.0,300.0,300.0,12.0,3.0,24.0,1300.0,170.0,240.0,30.0,120.0
278,GM1700,21160.0,7250.0,13360.0,5500.0,3690.0,370.0,130.0,120.0,140.0,140.0,140.0,130.0,140.0,150.0,13200.0,22700.0,5500.0,23400.0,7800.0,700.0,800.0,18.0,4.0,24.0,3090.0,540.0,600.0,100.0,380.0
279,GM1730,19910.0,7030.0,14490.0,5190.0,3790.0,310.0,80.0,80.0,90.0,80.0,110.0,110.0,110.0,110.0,14600.0,26700.0,4900.0,28400.0,6700.0,500.0,400.0,16.0,2.0,11.0,2910.0,530.0,560.0,20.0,260.0
280,GM0737,19250.0,6450.0,13710.0,4770.0,3310.0,330.0,100.0,100.0,100.0,110.0,110.0,110.0,110.0,120.0,13700.0,23400.0,4700.0,24400.0,6500.0,600.0,600.0,16.0,2.0,15.0,3160.0,620.0,500.0,70.0,350.0
281,GM0450,8800.0,2690.0,5690.0,2290.0,1540.0,180.0,40.0,30.0,40.0,40.0,50.0,60.0,50.0,50.0,5500.0,27600.0,2200.0,28500.0,2900.0,200.0,200.0,7.0,1.0,14.0,970.0,180.0,110.0,10.0,130.0
282,GM0451,20130.0,6400.0,13510.0,5400.0,3780.0,520.0,100.0,110.0,100.0,90.0,130.0,140.0,130.0,120.0,12700.0,27100.0,4800.0,28300.0,6100.0,700.0,600.0,15.0,2.0,12.0,2500.0,460.0,340.0,40.0,290.0
283,GM0184,13370.0,7030.0,6580.0,3680.0,2850.0,110.0,20.0,20.0,30.0,30.0,50.0,50.0,50.0,50.0,6000.0,23700.0,3300.0,24100.0,6600.0,300.0,500.0,12.0,3.0,24.0,1720.0,150.0,270.0,40.0,160.0
284,GM0344,263110.0,70480.0,183470.0,49220.0,38850.0,4180.0,2140.0,2100.0,2180.0,2140.0,2670.0,2650.0,2690.0,2680.0,172000.0,22800.0,43600.0,27700.0,64200.0,9200.0,8900.0,205.0,13.0,7.0,36470.0,12050.0,3500.0,230.0,3650.0
285,GM1581,29570.0,9840.0,21740.0,7200.0,5140.0,450.0,100.0,100.0,110.0,100.0,150.0,150.0,150.0,150.0,22100.0,28800.0,6700.0,32200.0,9400.0,700.0,700.0,24.0,3.0,11.0,4840.0,780.0,890.0,60.0,490.0
286,GM0981,6150.0,1300.0,5540.0,1150.0,770.0,90.0,60.0,60.0,60.0,50.0,60.0,60.0,60.0,60.0,4800.0,21900.0,1200.0,22700.0,1000.0,200.0,200.0,4.0,1.0,27.0,2090.0,340.0,120.0,20.0,50.0
287,GM0994,9530.0,2210.0,7860.0,2110.0,1310.0,140.0,50.0,50.0,50.0,60.0,60.0,50.0,50.0,70.0,8100.0,24600.0,2300.0,27700.0,2400.0,300.0,300.0,7.0,1.0,13.0,1550.0,350.0,200.0,20.0,100.0
288,GM0858,18910.0,5120.0,14660.0,4440.0,2970.0,380.0,120.0,110.0,120.0,130.0,120.0,120.0,120.0,130.0,14100.0,25000.0,4300.0,26700.0,5200.0,600.0,500.0,16.0,3.0,20.0,2720.0,560.0,300.0,50.0,250.0
289,GM0047,17000.0,4940.0,12730.0,4120.0,2830.0,380.0,220.0,200.0,230.0,230.0,230.0,210.0,230.0,240.0,12700.0,22000.0,4200.0,22400.0,5200.0,900.0,800.0,14.0,3.0,22.0,3590.0,950.0,650.0,50.0,270.0
290,GM0345,42840.0,14760.0,28680.0,10540.0,7690.0,800.0,300.0,290.0,300.0,310.0,350.0,340.0,350.0,360.0,26700.0,24400.0,9900.0,25100.0,14500.0,1700.0,1600.0,34.0,6.0,16.0,6220.0,1360.0,950.0,80.0,800.0
291,GM0717,12380.0,3980.0,9540.0,2960.0,1990.0,140.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,30.0,9600.0,26200.0,3000.0,26700.0,4200.0,300.0,300.0,10.0,2.0,17.0,1760.0,210.0,170.0,20.0,160.0
