ID,Feedstocks,Destination,Periods,TotalSupply_1,IndigenousProduction_2,ProductionFromCrudeOil_3,ProductionFromOtherSources_4,Imports_5,Exports_6,StockChange_7,TotalConsumption_8,Processing_9,FinalConsumption_10,OpeningStock_11,ClosingStock_12,StockChange_13
4480,e,b,2009KW02,154.0,,,55.0,,,99.0,154.0,154.0,0.0,288.0,190.0,99.0
4481,e,b,2009MM07,53.0,,,48.0,,,5.0,53.0,53.0,0.0,190.0,185.0,5.0
4482,e,b,2009MM08,52.0,,,67.0,,,-15.0,52.0,52.0,0.0,185.0,199.0,-15.0
4483,e,b,2009MM09,47.0,,,57.0,,,-9.0,47.0,47.0,0.0,199.0,209.0,-9.0
4484,e,b,2009KW03,153.0,,,172.0,,,-19.0,153.0,153.0,0.0,190.0,209.0,-19.0
4485,e,b,2009MM10,32.0,,,7.0,,,25.0,32.0,32.0,0.0,209.0,184.0,25.0
4486,e,b,2009MM11,33.0,,,35.0,,,-2.0,33.0,33.0,0.0,184.0,186.0,-2.0
4487,e,b,2009MM12,24.0,,,49.0,,,-25.0,24.0,24.0,0.0,186.0,211.0,-25.0
4488,e,b,2009KW04,89.0,,,92.0,,,-2.0,89.0,89.0,0.0,209.0,211.0,-2.0
4489,e,b,2009JJ00,529.0,,,544.0,,,-15.0,529.0,529.0,0.0,196.0,211.0,-15.0
4490,e,b,2010MM01,17.0,,,62.0,,,-45.0,17.0,17.0,0.0,211.0,256.0,-45.0
4491,e,b,2010MM02,21.0,,,21.0,,,0.0,21.0,21.0,0.0,256.0,256.0,0.0
4492,e,b,2010MM03,25.0,,,72.0,,,-48.0,25.0,25.0,0.0,256.0,304.0,-48.0
4493,e,b,2010KW01,63.0,,,155.0,,,-93.0,63.0,63.0,0.0,211.0,304.0,-93.0
4494,e,b,2010MM04,36.0,,,10.0,,,26.0,36.0,36.0,0.0,304.0,278.0,26.0
4495,e,b,2010MM05,21.0,,,-13.0,,,35.0,21.0,21.0,0.0,278.0,243.0,35.0
4496,e,b,2010MM06,39.0,,,-7.0,,,46.0,39.0,39.0,0.0,243.0,197.0,46.0
4497,e,b,2010KW02,97.0,,,-10.0,,,107.0,97.0,97.0,0.0,304.0,197.0,107.0
4498,e,b,2010MM07,23.0,,,5.0,,,18.0,23.0,23.0,0.0,197.0,179.0,18.0
4499,e,b,2010MM08,26.0,,,31.0,,,-5.0,26.0,26.0,0.0,179.0,184.0,-5.0
4500,e,b,2010MM09,21.0,,,-18.0,,,39.0,21.0,21.0,0.0,184.0,145.0,39.0
4501,e,b,2010KW03,70.0,,,18.0,,,52.0,70.0,70.0,0.0,197.0,145.0,52.0
4502,e,b,2010MM10,14.0,,,15.0,,,-1.0,14.0,14.0,0.0,145.0,146.0,-1.0
4503,e,b,2010MM11,16.0,,,-8.0,,,23.0,16.0,16.0,0.0,146.0,123.0,23.0
4504,e,b,2010MM12,22.0,,,38.0,,,-17.0,22.0,22.0,0.0,123.0,139.0,-17.0
4505,e,b,2010KW04,51.0,,,46.0,,,6.0,51.0,51.0,0.0,145.0,139.0,6.0
4506,e,b,2010JJ00,280.0,,,209.0,,,72.0,280.0,280.0,0.0,211.0,139.0,72.0
4507,e,b,2011MM01,21.0,,,65.0,,,-45.0,21.0,21.0,0.0,139.0,184.0,-45.0
4508,e,b,2011MM02,30.0,,,-12.0,,,42.0,30.0,30.0,0.0,184.0,142.0,42.0
4509,e,b,2011MM03,12.0,,,24.0,,,-12.0,12.0,12.0,0.0,142.0,154.0,-12.0
4510,e,b,2011KW01,63.0,,,77.0,,,-15.0,63.0,63.0,0.0,139.0,154.0,-15.0
4511,e,b,2011MM04,9.0,,,-22.0,,,31.0,9.0,9.0,0.0,154.0,123.0,31.0
4512,e,b,2011MM05,15.0,,,-9.0,,,24.0,15.0,15.0,0.0,123.0,99.0,24.0
4513,e,b,2011MM06,28.0,,,54.0,,,-26.0,28.0,28.0,0.0,99.0,125.0,-26.0
4514,e,b,2011KW02,53.0,,,24.0,,,29.0,53.0,53.0,0.0,154.0,125.0,29.0
4515,e,b,2011MM07,20.0,,,22.0,,,-3.0,20.0,20.0,0.0,125.0,128.0,-3.0
4516,e,b,2011MM08,36.0,,,25.0,,,11.0,36.0,36.0,0.0,128.0,117.0,11.0
4517,e,b,2011MM09,23.0,,,23.0,,,-1.0,23.0,23.0,0.0,117.0,118.0,-1.0
4518,e,b,2011KW03,79.0,,,71.0,,,7.0,79.0,79.0,0.0,125.0,118.0,7.0
4519,e,b,2011MM10,21.0,,,12.0,,,9.0,21.0,21.0,0.0,118.0,109.0,9.0
4520,e,b,2011MM11,28.0,,,16.0,,,13.0,28.0,28.0,0.0,109.0,96.0,13.0
4521,e,b,2011MM12,50.0,,,79.0,,,-29.0,50.0,50.0,0.0,96.0,125.0,-29.0
4522,e,b,2011KW04,99.0,,,106.0,,,-7.0,99.0,99.0,0.0,118.0,125.0,-7.0
4523,e,b,2011JJ00,293.0,,,279.0,,,14.0,293.0,293.0,0.0,139.0,125.0,14.0
4524,e,b,2012MM01,12.0,,,63.0,,,-51.0,12.0,12.0,0.0,125.0,176.0,-51.0
4525,e,b,2012MM02,11.0,,,46.0,,,-36.0,11.0,11.0,0.0,176.0,212.0,-36.0
4526,e,b,2012MM03,14.0,,,11.0,,,4.0,14.0,14.0,0.0,212.0,208.0,4.0
4527,e,b,2012KW01,37.0,,,120.0,,,-83.0,37.0,37.0,0.0,125.0,208.0,-83.0
4528,e,b,2012MM04,27.0,,,16.0,,,11.0,27.0,27.0,0.0,208.0,197.0,11.0
4529,e,b,2012MM05,47.0,,,124.0,,,-77.0,47.0,47.0,0.0,197.0,273.0,-77.0
4530,e,b,2012MM06,40.0,,,35.0,,,5.0,40.0,40.0,0.0,273.0,269.0,5.0
4531,e,b,2012KW02,114.0,,,175.0,,,-61.0,114.0,114.0,0.0,208.0,269.0,-61.0
4532,e,b,2012MM07,49.0,,,36.0,,,13.0,49.0,49.0,0.0,269.0,256.0,13.0
4533,e,b,2012MM08,40.0,,,53.0,,,-13.0,40.0,40.0,0.0,256.0,269.0,-13.0
4534,e,b,2012MM09,40.0,,,24.0,,,16.0,40.0,40.0,0.0,269.0,253.0,16.0
4535,e,b,2012KW03,129.0,,,114.0,,,16.0,129.0,129.0,0.0,269.0,253.0,16.0
4536,e,b,2012MM10,27.0,,,-19.0,,,46.0,27.0,27.0,0.0,253.0,208.0,46.0
4537,e,b,2012MM11,23.0,,,16.0,,,7.0,23.0,23.0,0.0,208.0,201.0,7.0
4538,e,b,2012MM12,82.0,,,88.0,,,-7.0,82.0,82.0,0.0,201.0,207.0,-7.0
4539,e,b,2012KW04,132.0,,,86.0,,,46.0,132.0,132.0,0.0,253.0,207.0,46.0
4540,e,b,2012JJ00,412.0,,,494.0,,,-82.0,412.0,412.0,0.0,125.0,207.0,-82.0
4541,e,b,2013MM01,23.0,,,46.0,,,-23.0,23.0,23.0,0.0,207.0,230.0,-23.0
4542,e,b,2013MM02,27.0,,,17.0,,,11.0,27.0,27.0,0.0,230.0,220.0,11.0
4543,e,b,2013MM03,27.0,,,80.0,,,-53.0,27.0,27.0,0.0,220.0,273.0,-53.0
4544,e,b,2013KW01,76.0,,,142.0,,,-66.0,76.0,76.0,0.0,207.0,273.0,-66.0
4545,e,b,2013MM04,32.0,,,10.0,,,22.0,32.0,32.0,0.0,273.0,250.0,22.0
4546,e,b,2013MM05,47.0,,,15.0,,,32.0,47.0,47.0,0.0,250.0,219.0,32.0
4547,e,b,2013MM06,44.0,,,-20.0,,,64.0,44.0,44.0,0.0,219.0,155.0,64.0
4548,e,b,2013KW02,123.0,,,5.0,,,118.0,123.0,123.0,0.0,273.0,155.0,118.0
4549,e,b,2013MM07,59.0,,,72.0,,,-13.0,59.0,59.0,0.0,125.0,138.0,-13.0
4550,e,b,2013MM08,41.0,,,84.0,,,-43.0,41.0,41.0,0.0,138.0,180.0,-43.0
4551,e,b,2013MM09,39.0,,,58.0,,,-19.0,39.0,39.0,0.0,180.0,199.0,-19.0
4552,e,b,2013KW03,139.0,,,213.0,,,-74.0,139.0,139.0,0.0,125.0,199.0,-74.0
4553,e,b,2013MM10,42.0,,,38.0,,,4.0,42.0,42.0,0.0,199.0,195.0,4.0
4554,e,b,2013MM11,25.0,,,69.0,,,-44.0,25.0,25.0,0.0,195.0,239.0,-44.0
4555,e,b,2013MM12,72.0,,,105.0,,,-33.0,72.0,72.0,0.0,239.0,272.0,-33.0
4556,e,b,2013KW04,139.0,,,212.0,,,-73.0,139.0,139.0,0.0,199.0,272.0,-73.0
4557,e,b,2013JJ00,477.0,,,572.0,,,-95.0,477.0,477.0,0.0,207.0,272.0,-95.0
4558,e,b,2014MM01,23.0,,,5.0,,,18.0,23.0,23.0,0.0,258.0,240.0,18.0
4559,e,b,2014MM02,40.0,,,36.0,,,4.0,40.0,40.0,0.0,240.0,237.0,4.0
4560,e,b,2014MM03,47.0,,,52.0,,,-5.0,47.0,47.0,0.0,237.0,242.0,-5.0
4561,e,b,2014KW01,109.0,,,93.0,,,16.0,109.0,109.0,0.0,258.0,242.0,16.0
4562,e,b,2014MM04,43.0,,,57.0,,,-14.0,43.0,43.0,0.0,242.0,256.0,-14.0
4563,e,b,2014MM05,38.0,,,23.0,,,15.0,38.0,38.0,0.0,256.0,241.0,15.0
4564,e,b,2014MM06,30.0,,,20.0,,,16.0,30.0,30.0,0.0,241.0,225.0,16.0
4565,e,b,2014KW02,112.0,,,100.0,,,17.0,112.0,112.0,0.0,242.0,225.0,17.0
4566,e,b,2014MM07,31.0,,,-15.0,,,46.0,31.0,31.0,0.0,225.0,179.0,46.0
4567,e,b,2014MM08,37.0,,,30.0,,,7.0,37.0,37.0,0.0,179.0,172.0,7.0
4568,e,b,2014MM09,37.0,,,113.0,,,-75.0,37.0,37.0,0.0,172.0,248.0,-75.0
4569,e,b,2014KW03,105.0,,,128.0,,,-23.0,105.0,105.0,0.0,225.0,248.0,-23.0
4570,e,b,2014MM10,61.0,,,26.0,,,35.0,61.0,61.0,0.0,248.0,213.0,35.0
4571,e,b,2014MM11,28.0,,,-4.0,,,33.0,28.0,28.0,0.0,213.0,180.0,33.0
4572,e,b,2014MM12,34.0,,,76.0,,,-43.0,34.0,34.0,0.0,180.0,223.0,-43.0
4573,e,b,2014KW04,123.0,,,98.0,,,25.0,123.0,123.0,0.0,248.0,223.0,25.0
4574,e,b,2014JJ00,449.0,,,413.0,,,35.0,449.0,449.0,0.0,258.0,223.0,35.0
4575,e,b,2015MM01,54.0,,,81.0,,,-27.0,54.0,54.0,0.0,223.0,250.0,-27.0
4576,e,b,2015MM02,29.0,,,55.0,,,-26.0,29.0,29.0,0.0,250.0,275.0,-26.0
4577,e,b,2015MM03,37.0,,,101.0,,,-64.0,37.0,37.0,0.0,275.0,339.0,-64.0
4578,e,b,2015KW01,121.0,,,137.0,,,-116.0,121.0,121.0,0.0,223.0,339.0,-116.0
4579,e,b,2015MM04,53.0,,,13.0,,,41.0,53.0,53.0,0.0,339.0,298.0,41.0
4580,e,b,2015MM05,31.0,,,-9.0,,,41.0,31.0,31.0,0.0,322.0,281.0,41.0
4581,e,b,2015MM06,39.0,,,-34.0,,,73.0,39.0,39.0,0.0,257.0,185.0,73.0
4582,e,b,2015KW02,124.0,,,-31.0,,,154.0,124.0,124.0,0.0,339.0,185.0,154.0
4583,e,b,2015MM07,34.0,,,33.0,,,2.0,34.0,34.0,0.0,185.0,183.0,2.0
4584,e,b,2015MM08,22.0,,,59.0,,,-38.0,22.0,22.0,0.0,183.0,221.0,-38.0
4585,e,b,2015MM09,25.0,,,15.0,,,10.0,25.0,25.0,0.0,221.0,211.0,10.0
4586,e,b,2015KW03,81.0,,,107.0,,,-26.0,81.0,81.0,0.0,185.0,211.0,-26.0
4587,e,b,2015MM10,15.0,,,38.0,,,-23.0,15.0,15.0,0.0,211.0,234.0,-23.0
4588,e,b,2015MM11,14.0,,,-46.0,,,60.0,14.0,14.0,0.0,257.0,197.0,60.0
4589,e,b,2015MM12,31.0,,,49.0,,,-18.0,31.0,31.0,0.0,197.0,215.0,-18.0
4590,e,b,2015KW04,61.0,,,41.0,,,19.0,61.0,61.0,0.0,211.0,215.0,19.0
4591,e,b,2015JJ00,354.0,,,355.0,,,-1.0,354.0,354.0,0.0,223.0,215.0,-1.0
4592,e,c,1944JJ00,,,,,,,,,,,,,
4593,e,c,1945JJ00,,,,,,,,,,,,,
4594,e,c,1946JJ00,,,,,,,,,,,,,
4595,e,c,1947JJ00,,,,,,,,,,,,,
4596,e,c,1948JJ00,,,,,,,,,,,,,
4597,e,c,1949JJ00,,,,,,,,,,,,,
4598,e,c,1950JJ00,,,,,,,,,,,,,
4599,e,c,1951JJ00,,,,,,,,,,,,,
4600,e,c,1952JJ00,,,,,,,,,,,,,
4601,e,c,1953JJ00,,,,,,,,,,,,,
4602,e,c,1954JJ00,,,,,,,,,,,,,
4603,e,c,1955JJ00,,,,,,,,,,,,,
4604,e,c,1956JJ00,,,,,,,,,,,,,
4605,e,c,1957JJ00,,,,,,,,,,,,,
4606,e,c,1958JJ00,,,,,,,,,,,,,
4607,e,c,1959JJ00,,,,,,,,,,,,,
4608,e,c,1960JJ00,,,,,,,,,,,,,
4609,e,c,1961JJ00,,,,,,,,,,,,,
4610,e,c,1962JJ00,,,,,,,,,,,,,
4611,e,c,1963JJ00,,,,,,,,,,,,,
4612,e,c,1964JJ00,,,,,,,,,,,,,
4613,e,c,1965JJ00,,,,,,,,,,,,,
4614,e,c,1966JJ00,,,,,,,,,,,,,
4615,e,c,1967JJ00,,,,,,,,,,,,,
4616,e,c,1968JJ00,,,,,,,,,,,,,
4617,e,c,1969JJ00,,,,,,,,,,,,,
4618,e,c,1970JJ00,,,,,,,,,,,,,
4619,e,c,1971JJ00,,,,,,,,,,,,,
4620,e,c,1972JJ00,,,,,,,,,,,,,
4621,e,c,1973JJ00,,,,,,,,,,,,,
4622,e,c,1974JJ00,,,,,,,,,,,,,
4623,e,c,1975JJ00,,,,,,,,,,,,,
4624,e,c,1976JJ00,,,,,,,,,,,,,
4625,e,c,1977JJ00,,,,,,,,,,,,,
4626,e,c,1978JJ00,,,,,,,,,,,,,
4627,e,c,1979JJ00,,,,,,,,,,,,,
4628,e,c,1980JJ00,,,,,,,,,,,,,
4629,e,c,1981JJ00,,,,,,,,,,,,,
4630,e,c,1982JJ00,,,,,,,,,,,,,
4631,e,c,1983JJ00,,,,,,,,,,,,,
4632,e,c,1984JJ00,,,,,,,,,,,,,
4633,e,c,1985JJ00,,,,,,,,,,,,,
4634,e,c,1986JJ00,,,,,,,,,,,,,
4635,e,c,1987JJ00,,,,,,,,,,,,,
4636,e,c,1988JJ00,,,,,,,,,,,,,
4637,e,c,1989JJ00,,,,,,,,,,,,,
4638,e,c,1990JJ00,,,,,,,,,,,,,
4639,e,c,1991JJ00,,,,,,,,,,,,,
4640,e,c,1992JJ00,,,,,,,,,,,,,
4641,e,c,1993JJ00,,,,,,,,,,,,,
4642,e,c,1994JJ00,,,,,,,,,,,,,
4643,e,c,1995JJ00,,,,,,,,,,,,,
4644,e,c,1996JJ00,,,,,,,,,,,,,
4645,e,c,1997JJ00,,,,,,,,,,,,,
4646,e,c,1998JJ00,,,,,,,,,,,,,
4647,e,c,1999JJ00,,,,,,,,,,,,,
4648,e,c,2000MM01,,,,,,,,,,,,,
4649,e,c,2000MM02,,,,,,,,,,,,,
4650,e,c,2000MM03,,,,,,,,,,,,,
4651,e,c,2000KW01,,,,,,,,,,,,,
4652,e,c,2000MM04,,,,,,,,,,,,,
4653,e,c,2000MM05,,,,,,,,,,,,,
4654,e,c,2000MM06,,,,,,,,,,,,,
4655,e,c,2000KW02,,,,,,,,,,,,,
4656,e,c,2000MM07,,,,,,,,,,,,,
4657,e,c,2000MM08,,,,,,,,,,,,,
4658,e,c,2000MM09,,,,,,,,,,,,,
4659,e,c,2000KW03,,,,,,,,,,,,,
4660,e,c,2000MM10,,,,,,,,,,,,,
4661,e,c,2000MM11,,,,,,,,,,,,,
4662,e,c,2000MM12,,,,,,,,,,,,,
4663,e,c,2000KW04,,,,,,,,,,,,,
4664,e,c,2000JJ00,,,,,,,,,,,,,
4665,e,c,2001MM01,,,,,,,,,,,,,
4666,e,c,2001MM02,,,,,,,,,,,,,
4667,e,c,2001MM03,,,,,,,,,,,,,
4668,e,c,2001KW01,,,,,,,,,,,,,
4669,e,c,2001MM04,,,,,,,,,,,,,
4670,e,c,2001MM05,,,,,,,,,,,,,
4671,e,c,2001MM06,,,,,,,,,,,,,
4672,e,c,2001KW02,,,,,,,,,,,,,
4673,e,c,2001MM07,,,,,,,,,,,,,
4674,e,c,2001MM08,,,,,,,,,,,,,
4675,e,c,2001MM09,,,,,,,,,,,,,
4676,e,c,2001KW03,,,,,,,,,,,,,
4677,e,c,2001MM10,,,,,,,,,,,,,
4678,e,c,2001MM11,,,,,,,,,,,,,
4679,e,c,2001MM12,,,,,,,,,,,,,
4680,e,c,2001KW04,,,,,,,,,,,,,
4681,e,c,2001JJ00,,,,,,,,,,,,,
4682,e,c,2002MM01,,,,,,,,,,,,,
4683,e,c,2002MM02,,,,,,,,,,,,,
4684,e,c,2002MM03,,,,,,,,,,,,,
4685,e,c,2002KW01,,,,,,,,,,,,,
4686,e,c,2002MM04,,,,,,,,,,,,,
4687,e,c,2002MM05,,,,,,,,,,,,,
4688,e,c,2002MM06,,,,,,,,,,,,,
4689,e,c,2002KW02,,,,,,,,,,,,,
4690,e,c,2002MM07,,,,,,,,,,,,,
4691,e,c,2002MM08,,,,,,,,,,,,,
4692,e,c,2002MM09,,,,,,,,,,,,,
4693,e,c,2002KW03,,,,,,,,,,,,,
4694,e,c,2002MM10,,,,,,,,,,,,,
4695,e,c,2002MM11,,,,,,,,,,,,,
4696,e,c,2002MM12,,,,,,,,,,,,,
4697,e,c,2002KW04,,,,,,,,,,,,,
4698,e,c,2002JJ00,,,,,,,,,,,,,
4699,e,c,2003MM01,,,,,,,,,,,,,
4700,e,c,2003MM02,,,,,,,,,,,,,
4701,e,c,2003MM03,,,,,,,,,,,,,
4702,e,c,2003KW01,,,,,,,,,,,,,
4703,e,c,2003MM04,,,,,,,,,,,,,
4704,e,c,2003MM05,,,,,,,,,,,,,
4705,e,c,2003MM06,,,,,,,,,,,,,
4706,e,c,2003KW02,,,,,,,,,,,,,
4707,e,c,2003MM07,,,,,,,,,,,,,
4708,e,c,2003MM08,,,,,,,,,,,,,
4709,e,c,2003MM09,,,,,,,,,,,,,
4710,e,c,2003KW03,,,,,,,,,,,,,
4711,e,c,2003MM10,,,,,,,,,,,,,
4712,e,c,2003MM11,,,,,,,,,,,,,
4713,e,c,2003MM12,,,,,,,,,,,,,
4714,e,c,2003KW04,,,,,,,,,,,,,
4715,e,c,2003JJ00,,,,,,,,,,,,,
4716,e,c,2004MM01,,,,,,,,,,,,,
4717,e,c,2004MM02,,,,,,,,,,,,,
4718,e,c,2004MM03,,,,,,,,,,,,,
4719,e,c,2004KW01,,,,,,,,,,,,,
4720,e,c,2004MM04,,,,,,,,,,,,,
4721,e,c,2004MM05,,,,,,,,,,,,,
4722,e,c,2004MM06,,,,,,,,,,,,,
4723,e,c,2004KW02,,,,,,,,,,,,,
4724,e,c,2004MM07,,,,,,,,,,,,,
4725,e,c,2004MM08,,,,,,,,,,,,,
4726,e,c,2004MM09,,,,,,,,,,,,,
4727,e,c,2004KW03,,,,,,,,,,,,,
4728,e,c,2004MM10,,,,,,,,,,,,,
4729,e,c,2004MM11,,,,,,,,,,,,,
4730,e,c,2004MM12,,,,,,,,,,,,,
4731,e,c,2004KW04,,,,,,,,,,,,,
4732,e,c,2004JJ00,,,,,,,,,,,,,
4733,e,c,2005MM01,,,,,,,,,,,,,
4734,e,c,2005MM02,,,,,,,,,,,,,
4735,e,c,2005MM03,,,,,,,,,,,,,
4736,e,c,2005KW01,,,,,,,,,,,,,
4737,e,c,2005MM04,,,,,,,,,,,,,
4738,e,c,2005MM05,,,,,,,,,,,,,
4739,e,c,2005MM06,,,,,,,,,,,,,
4740,e,c,2005KW02,,,,,,,,,,,,,
4741,e,c,2005MM07,,,,,,,,,,,,,
4742,e,c,2005MM08,,,,,,,,,,,,,
4743,e,c,2005MM09,,,,,,,,,,,,,
4744,e,c,2005KW03,,,,,,,,,,,,,
4745,e,c,2005MM10,,,,,,,,,,,,,
4746,e,c,2005MM11,,,,,,,,,,,,,
4747,e,c,2005MM12,,,,,,,,,,,,,
4748,e,c,2005KW04,,,,,,,,,,,,,
4749,e,c,2005JJ00,,,,,,,,,,,,,
4750,e,c,2006MM01,,,,,,,,,,,,,
4751,e,c,2006MM02,,,,,,,,,,,,,
4752,e,c,2006MM03,,,,,,,,,,,,,
4753,e,c,2006KW01,,,,,,,,,,,,,
4754,e,c,2006MM04,,,,,,,,,,,,,
4755,e,c,2006MM05,,,,,,,,,,,,,
4756,e,c,2006MM06,,,,,,,,,,,,,
4757,e,c,2006KW02,,,,,,,,,,,,,
4758,e,c,2006MM07,,,,,,,,,,,,,
4759,e,c,2006MM08,,,,,,,,,,,,,
4760,e,c,2006MM09,,,,,,,,,,,,,
4761,e,c,2006KW03,,,,,,,,,,,,,
4762,e,c,2006MM10,,,,,,,,,,,,,
4763,e,c,2006MM11,,,,,,,,,,,,,
4764,e,c,2006MM12,,,,,,,,,,,,,
4765,e,c,2006KW04,,,,,,,,,,,,,
4766,e,c,2006JJ00,,,,,,,,,,,,,
4767,e,c,2007MM01,,,,,,,,,,,,,
4768,e,c,2007MM02,,,,,,,,,,,,,
4769,e,c,2007MM03,,,,,,,,,,,,,
4770,e,c,2007KW01,,,,,,,,,,,,,
4771,e,c,2007MM04,,,,,,,,,,,,,
4772,e,c,2007MM05,,,,,,,,,,,,,
4773,e,c,2007MM06,,,,,,,,,,,,,
4774,e,c,2007KW02,,,,,,,,,,,,,
4775,e,c,2007MM07,,,,,,,,,,,,,
4776,e,c,2007MM08,,,,,,,,,,,,,
4777,e,c,2007MM09,,,,,,,,,,,,,
4778,e,c,2007KW03,,,,,,,,,,,,,
4779,e,c,2007MM10,,,,,,,,,,,,,
4780,e,c,2007MM11,,,,,,,,,,,,,
4781,e,c,2007MM12,,,,,,,,,,,,,
4782,e,c,2007KW04,,,,,,,,,,,,,
4783,e,c,2007JJ00,,,,,,,,,,,,,
4784,e,c,2008MM01,,,,,,,,,,,,,
4785,e,c,2008MM02,,,,,,,,,,,,,
4786,e,c,2008MM03,,,,,,,,,,,,,
4787,e,c,2008KW01,,,,,,,,,,,,,
4788,e,c,2008MM04,,,,,,,,,,,,,
4789,e,c,2008MM05,,,,,,,,,,,,,
4790,e,c,2008MM06,,,,,,,,,,,,,
4791,e,c,2008KW02,,,,,,,,,,,,,
4792,e,c,2008MM07,,,,,,,,,,,,,
4793,e,c,2008MM08,,,,,,,,,,,,,
4794,e,c,2008MM09,,,,,,,,,,,,,
4795,e,c,2008KW03,,,,,,,,,,,,,
4796,e,c,2008MM10,,,,,,,,,,,,,
4797,e,c,2008MM11,,,,,,,,,,,,,
4798,e,c,2008MM12,,,,,,,,,,,,,
4799,e,c,2008KW04,,,,,,,,,,,,,
4800,e,c,2008JJ00,,,,,,,,,,,,,
4801,e,c,2009MM01,,,,,,,,,,,,,
4802,e,c,2009MM02,,,,,,,,,,,,,
4803,e,c,2009MM03,,,,,,,,,,,,,
4804,e,c,2009KW01,,,,,,,,,,,,,
4805,e,c,2009MM04,,,,,,,,,,,,,
4806,e,c,2009MM05,,,,,,,,,,,,,
4807,e,c,2009MM06,,,,,,,,,,,,,
4808,e,c,2009KW02,,,,,,,,,,,,,
4809,e,c,2009MM07,,,,,,,,,,,,,
4810,e,c,2009MM08,,,,,,,,,,,,,
4811,e,c,2009MM09,,,,,,,,,,,,,
4812,e,c,2009KW03,,,,,,,,,,,,,
4813,e,c,2009MM10,,,,,,,,,,,,,
4814,e,c,2009MM11,,,,,,,,,,,,,
4815,e,c,2009MM12,,,,,,,,,,,,,
4816,e,c,2009KW04,,,,,,,,,,,,,
4817,e,c,2009JJ00,,,,,,,,,,,,,
4818,e,c,2010MM01,,,,,,,,,,,,,
4819,e,c,2010MM02,,,,,,,,,,,,,
4820,e,c,2010MM03,,,,,,,,,,,,,
4821,e,c,2010KW01,,,,,,,,,,,,,
4822,e,c,2010MM04,,,,,,,,,,,,,
4823,e,c,2010MM05,,,,,,,,,,,,,
4824,e,c,2010MM06,,,,,,,,,,,,,
4825,e,c,2010KW02,,,,,,,,,,,,,
4826,e,c,2010MM07,,,,,,,,,,,,,
4827,e,c,2010MM08,,,,,,,,,,,,,
4828,e,c,2010MM09,,,,,,,,,,,,,
4829,e,c,2010KW03,,,,,,,,,,,,,
4830,e,c,2010MM10,,,,,,,,,,,,,
4831,e,c,2010MM11,,,,,,,,,,,,,
4832,e,c,2010MM12,,,,,,,,,,,,,
4833,e,c,2010KW04,,,,,,,,,,,,,
4834,e,c,2010JJ00,,,,,,,,,,,,,
4835,e,c,2011MM01,,,,,,,,,,,,,
4836,e,c,2011MM02,,,,,,,,,,,,,
4837,e,c,2011MM03,,,,,,,,,,,,,
4838,e,c,2011KW01,,,,,,,,,,,,,
4839,e,c,2011MM04,,,,,,,,,,,,,
4840,e,c,2011MM05,,,,,,,,,,,,,
4841,e,c,2011MM06,,,,,,,,,,,,,
4842,e,c,2011KW02,,,,,,,,,,,,,
4843,e,c,2011MM07,,,,,,,,,,,,,
4844,e,c,2011MM08,,,,,,,,,,,,,
4845,e,c,2011MM09,,,,,,,,,,,,,
4846,e,c,2011KW03,,,,,,,,,,,,,
4847,e,c,2011MM10,,,,,,,,,,,,,
4848,e,c,2011MM11,,,,,,,,,,,,,
4849,e,c,2011MM12,,,,,,,,,,,,,
4850,e,c,2011KW04,,,,,,,,,,,,,
4851,e,c,2011JJ00,,,,,,,,,,,,,
4852,e,c,2012MM01,,,,,,,,,,,,,
4853,e,c,2012MM02,,,,,,,,,,,,,
4854,e,c,2012MM03,,,,,,,,,,,,,
4855,e,c,2012KW01,,,,,,,,,,,,,
4856,e,c,2012MM04,,,,,,,,,,,,,
4857,e,c,2012MM05,,,,,,,,,,,,,
4858,e,c,2012MM06,,,,,,,,,,,,,
4859,e,c,2012KW02,,,,,,,,,,,,,
4860,e,c,2012MM07,,,,,,,,,,,,,
4861,e,c,2012MM08,,,,,,,,,,,,,
4862,e,c,2012MM09,,,,,,,,,,,,,
4863,e,c,2012KW03,,,,,,,,,,,,,
4864,e,c,2012MM10,,,,,,,,,,,,,
4865,e,c,2012MM11,,,,,,,,,,,,,
4866,e,c,2012MM12,,,,,,,,,,,,,
4867,e,c,2012KW04,,,,,,,,,,,,,
4868,e,c,2012JJ00,,,,,,,,,,,,,
4869,e,c,2013MM01,,,,,,,,,,,,,
4870,e,c,2013MM02,,,,,,,,,,,,,
4871,e,c,2013MM03,,,,,,,,,,,,,
4872,e,c,2013KW01,,,,,,,,,,,,,
4873,e,c,2013MM04,,,,,,,,,,,,,
4874,e,c,2013MM05,,,,,,,,,,,,,
4875,e,c,2013MM06,,,,,,,,,,,,,
4876,e,c,2013KW02,,,,,,,,,,,,,
4877,e,c,2013MM07,,,,,,,,,,,,,
4878,e,c,2013MM08,,,,,,,,,,,,,
4879,e,c,2013MM09,,,,,,,,,,,,,
4880,e,c,2013KW03,,,,,,,,,,,,,
4881,e,c,2013MM10,,,,,,,,,,,,,
4882,e,c,2013MM11,,,,,,,,,,,,,
4883,e,c,2013MM12,,,,,,,,,,,,,
4884,e,c,2013KW04,,,,,,,,,,,,,
4885,e,c,2013JJ00,,,,,,,,,,,,,
4886,e,c,2014MM01,,,,,,,,,,,,,
4887,e,c,2014MM02,,,,,,,,,,,,,
4888,e,c,2014MM03,,,,,,,,,,,,,
