ID,Persoonskenmerken,Perioden,PersonalComputerPC_1,Desktop_2,Laptop_3,k_3MndGeleden_4,k_312MndGeleden_5,k_1JaarGeleden_6,NooitPCGebruikt_7,BijnaDagelijks_8,NietDagelijksMaarMinstens1xPerWeek_9,NietWekelijksMaarMinstens1xPerMnd_10,Nauwelijks_11,Thuis_12,BijIemandAndersThuis_13,OpHetWerk_14,BijEenOnderwijsinstelling_15,Ja_16,Nee_17,k_3MndGeleden_18,k_312MndGeleden_19,k_13JaarGeleden_20,MeerDan3JaarGeleden_21,MapOfFolderKopierenVerplaatsen_22,KopierenOfPlakkenVanInformatie_23,EenvoudigeFormGebruikenSpreadsheet_24,MappenBestandenComprimerenZippen_25,Programmeren_26,GeenVanDezeVaardigheden_27,MapOfFolderKopierenVerplaatsten_28,KopierenOfPlakkenVanInformatie_29,EenvoudigeFormGebruikenSpreadsheet_30,MappenBestandenComprimerenZippen_31,Programmeren_32,GeenVanDezeVaardigheden_33,WelToegangInternet_34,GeenToegangInternet_35,EldersInternetten_36,WilNietGeenInteresse_37,FinancieleRedenen_38,OnvoldoendeKennisFysiekeBeperking_39,PrivacyEnVeiligheid_40,AndereReden_41,TotaalGeenBreedband_42,AnaloogModem_43,ISDN_44,MobieleTelefoonWAPGPRS_45,TotaalBreedband_46,ADSL_47,Kabel_48,TotaalGeenBreedband_49,AnaloogModem_50,ISDN_51,MobieleTelefoonWAPGPRS_52,TotaalBreedband_53,ADSL_54,Kabel_55,PersonalComputer_56,PCDesktop_57,Laptop_58,MobieleTelefoon_59,AndereApparatuur_60,PersonalComputer_61,PCDesktop_62,Laptop_63,MobieleTelefoon_64,AndereApparatuur_65,k_3MndGeleden_66,k_312MndGeleden_67,k_1JaarGeleden_68,NooitInternetGebruikt_69,BijnaDagelijks_70,NietDagelijksMaarMinstens1xPerWeek_71,NietWekelijksMaarMinstens1xPerMnd_72,MinderDan1xPerMaand_73,Thuis_74,BijIemandAndersThuis_75,OpHetWerk_76,BijEenOnderwijsinstelling_77,ErgensAnders_78,ZoekmachineGebruiken_79,EMailSturenMetBijvoegingDocumenten_80,BerichtenOpChatroomNieuwsgroepForum_81,TelefonerenViaInternet_82,MappenDelenIvmUitwisselenMuziekFilm_83,WebpaginaOntwerpen_84,GeenVanDezeVaardigheden_85,ZoekmachineGebruiken_86,EMailSturenMetBijvoegingDocumenten_87,BerichtenOpChatroomNieuwsgroepForum_88,TelefonerenViaInternet_89,MappenDelenIvmUitwisselenMuziekFilm_90,WebpaginaOntwerpen_91,GeenVanDezeVaardigheden_92,TotaalCommunicatie_93,VersturenOntvangenVanEMails_94,TelefonerenViaInternet_95,AndersBvChatten_96,TotaalInformatie_97,OpzoekenInfoOverGoederenEnDiensten_98,GebruikVanDienstenInReisbranche_99,ActualiteitEnNieuws_100,WerkVacatures_101,TotaalCommercieleProducten_102,BankierenViaInternet_103,FinancieleTransacties_104,KopenVerkopenVanGoederen_105,TotaalOverheid_106,ZoekenOpWebsitesOverheidsinstanties_107,OfficieleDocumentenDownloaden_108,IngevuldeDocumentenVersturen_109,Gezondheid_110,Onderwijs_111,TotaalVermaak_112,SpelletjesMuziek_113,SoftwareDownloaden_114,AankopenGoederenVanAllePersonen_115,k_3MndGeleden_116,k_312MndGeleden_117,MeerDan1JaarGeleden_118,NooitBesteldOfGekocht_119,AankopenGoederenPersInternetGebr_120,k_3MndGeleden_121,k_312MndGeleden_122,MeerDan1JaarGeleden_123,NooitBesteld_124,LevensmiddelenCosmeticaEnSchoonmaak_125,KledingEnSportArtikelen_126,FilmMuziek_127,BoekenTijdschriftenEnKranten_128,SoftHardwareEnElektrBenodigdheden_129,HuishoudelijkeGoederenEnApparaten_130,ReizenEnAccommodaties_131,FinancieleProductenOfDiensten_132,KaartjesVoorEvenementen_133,AndereAankopen_134
68,41100  ,2010JJ00,99,92,82,100,0,0,0,81,19,1,0,100,46,1,85,20,80,34,21,36,9,83,89,31,24,8,9,83,89,31,24,8,9,100,0,0,0,0,0,0,0,3,1.0,3.0,4.0,96,68.0,30.0,3,1.0,3.0,4.0,97,68.0,30.0,99,92,78,40,40,99,92,79,40,40,100,0,0,0,80,19,1,0,99,41,0,75,4,96,82,67,31.0,41.0,34,2,96,82,67,31.0,41.0,34,2,95,82,18.0,51,61,60,11,58,6,17,9,0,14,8,8,0,0,22,,87,86,23,40,22,13,4,60,40,22,13,4,60,2.0,38.0,17.0,16.0,31.0,12.0,3.0,0.0,15.0,3.0
69,41100  ,2011JJ00,99,91,87,100,0,0,0,83,16,1,0,100,39,1,86,25,74,33,21,37,9,81,89,28,86,6,0,81,89,28,86,6,0,100,0,0,0,0,0,0,0,11,,,,87,,,11,,,,88,,,97,90,82,63,48,98,90,83,63,48,99,0,0,1,83,16,1,0,100,36,1,74,3,97,83,58,35.0,36.0,24,0,98,83,59,35.0,37.0,24,0,97,83,21.0,44,58,57,7,73,7,29,7,0,25,7,7,2,1,26,,90,89,22,40,22,15,3,60,40,22,15,3,60,8.0,42.0,20.0,19.0,27.0,3.0,2.0,0.0,9.0,19.0
70,41100  ,2012JJ00,99,88,87,99,1,0,0,80,16,2,0,97,39,0,82,17,83,26,14,44,17,84,88,24,21,5,3,84,88,24,21,5,3,99,1,0,0,0,1,0,0,6,,,,90,,,9,,,,91,,,98,85,85,76,53,99,86,86,77,53,100,0,0,0,84,14,2,1,99,35,1,71,12,97,75,66,42.0,34.0,25,0,100,78,68,44.0,35.0,26,0,86,77,32.0,51,59,56,12,68,8,29,9,0,25,9,8,1,2,21,0.0,87,86,27,41,22,13,6,56,42,23,13,6,58,6.0,53.0,13.0,10.0,42.0,5.0,1.0,0.0,15.0,13.0
71,41100  ,2013JJ00,100,83,89,99,1,0,0,72,25,3,0,99,33,0,83,20,80,29,25,34,11,82,93,25,17,4,0,82,93,25,17,4,0,100,0,0,0,0,0,0,0,0,,,,92,,,8,,,,92,,,100,82,88,89,85,100,82,88,89,85,99,1,0,0,84,15,1,0,99,39,0,77,14,97,83,61,59.0,34.0,16,1,98,84,62,59.0,34.0,17,1,88,77,40.0,48,50,48,7,67,3,33,10,0,26,5,5,0,0,23,0.0,94,92,28,44,23,13,8,55,45,23,13,8,55,6.0,53.0,21.0,16.0,35.0,13.0,2.0,0.0,15.0,0.0
72,53050  ,2005JJ00,97,94,37,98,1,0,1,81,16,3,1,95,37,27,54,42,58,16,10,32,42,92,93,57,53,19,4,93,94,58,53,19,4,93,7,3,2,1,0,0,2,16,10.0,5.0,6.0,77,45.0,34.0,17,11.0,5.0,6.0,83,49.0,37.0,93,89,26,26,7,100,96,28,28,7,97,1,1,2,77,18,3,1,93,32,22,51,5,95,89,51,9.0,43.0,28,1,96,91,52,9.0,44.0,28,1,97,95,7.0,82,91,88,44,56,27,66,52,2,44,44,41,15,10,45,66.0,80,77,34,55,35,15,5,44,56,36,15,5,44,6.0,32.0,22.0,23.0,34.0,14.0,22.0,5.0,19.0,5.0
73,53050  ,2006JJ00,97,93,49,99,0,0,0,86,11,2,1,97,35,31,57,41,59,17,15,27,41,83,96,62,62,14,2,83,97,62,62,14,2,95,5,2,0,1,0,0,3,10,3.0,4.0,6.0,85,59.0,29.0,10,4.0,4.0,6.0,90,62.0,31.0,95,90,38,26,8,100,95,40,27,8,99,0,0,0,83,13,3,1,95,32,25,55,4,97,93,54,19.0,52.0,35,1,97,94,54,19.0,53.0,35,1,97,96,15.0,84,90,88,42,70,30,75,63,4,45,47,44,18,18,44,72.0,83,80,43,62,37,18,8,37,63,37,18,8,37,2.0,33.0,30.0,31.0,41.0,7.0,27.0,6.0,27.0,3.0
74,53050  ,2007JJ00,99,95,52,99,0,0,0,88,9,2,0,99,41,32,61,35,65,14,11,33,41,96,97,60,56,20,2,96,97,60,56,20,2,98,2,1,1,1,0,0,1,9,2.0,4.0,1.0,89,55.0,38.0,9,2.0,4.0,1.0,91,56.0,39.0,97,92,44,34,18,100,94,45,35,19,99,1,1,0,87,11,2,0,98,38,28,60,6,98,92,59,,60.0,35,1,98,92,59,,60.0,35,1,98,96,,74,90,89,46,76,30,78,69,5,50,50,46,25,21,42,,87,85,44,68,44,17,7,32,68,44,17,7,32,7.0,37.0,28.0,31.0,41.0,9.0,32.0,6.0,29.0,5.0
75,53050  ,2008JJ00,98,94,67,99,0,0,0,86,12,1,0,98,46,30,62,27,73,22,12,24,42,95,96,55,54,17,2,95,97,56,54,17,2,98,2,1,1,0,0,0,1,13,4.0,6.0,1.0,84,55.0,35.0,14,5.0,6.0,2.0,86,56.0,36.0,97,90,63,38,24,99,92,64,39,24,99,0,1,0,85,13,2,0,97,43,27,58,6,98,93,67,30.0,,32,1,98,93,67,30.0,,32,1,99,97,18.0,53,90,85,50,81,23,79,71,6,49,43,39,18,17,39,,90,88,52,70,45,18,7,29,71,45,18,7,29,5.0,39.0,30.0,32.0,41.0,7.0,30.0,5.0,36.0,5.0
76,53050  ,2009JJ00,98,91,77,99,1,0,0,93,7,0,0,99,55,41,64,31,69,11,15,21,53,98,98,68,61,19,1,98,98,68,61,19,1,99,1,1,0,1,0,0,0,15,3.0,5.0,2.0,84,62.0,33.0,15,3.0,5.0,2.0,85,63.0,34.0,98,87,74,49,36,99,88,75,50,37,99,0,0,0,91,8,1,0,98,49,38,60,8,98,97,73,42.0,61.0,37,0,99,97,73,42.0,61.0,38,0,99,98,22.0,56,86,84,46,82,28,77,75,4,50,42,38,22,17,41,,89,85,46,80,50,22,8,20,80,50,22,8,20,10.0,46.0,30.0,33.0,38.0,8.0,33.0,5.0,43.0,3.0
77,53050  ,2010JJ00,99,88,88,99,0,1,0,89,10,1,0,99,48,31,65,33,67,12,12,21,56,97,97,64,59,15,2,98,98,64,59,15,2,99,1,0,0,0,0,0,0,2,1.0,1.0,3.0,97,67.0,31.0,2,1.0,1.0,4.0,98,68.0,32.0,98,86,86,59,44,99,88,88,60,45,99,0,0,0,89,10,1,0,99,44,29,62,10,98,97,76,46.0,55.0,37,0,99,97,77,46.0,56.0,37,0,100,98,27.0,56,88,86,47,85,27,81,79,8,54,48,45,26,21,42,,89,86,43,83,52,23,8,16,84,52,23,8,16,8.0,50.0,27.0,30.0,33.0,10.0,31.0,5.0,44.0,4.0
78,53050  ,2011JJ00,100,87,92,100,0,0,0,92,7,0,0,99,53,36,67,28,72,18,14,29,40,96,95,61,90,11,0,96,95,61,90,11,0,99,1,0,0,0,0,0,0,10,,,,88,,,10,,,,89,,,99,84,90,75,53,100,85,91,75,53,100,0,0,0,94,6,0,0,99,52,36,66,12,98,97,68,54.0,55.0,28,0,98,98,68,54.0,55.0,28,0,99,98,37.0,52,86,83,47,84,33,83,78,8,59,47,43,25,23,44,,88,86,43,84,54,24,6,15,85,54,24,6,15,12.0,54.0,27.0,32.0,39.0,10.0,39.0,8.0,43.0,5.0
79,53050  ,2012JJ00,99,86,94,100,0,0,0,91,8,1,0,99,54,34,70,23,77,16,10,18,56,95,95,63,56,12,1,95,95,63,56,12,1,100,0,0,0,0,0,0,0,7,,,,90,,,9,,,,91,,,99,84,93,89,58,99,84,94,89,59,100,0,0,0,95,4,0,0,99,58,40,68,27,98,94,66,54.0,52.0,23,0,99,96,67,55.0,52.0,24,0,97,96,34.0,53,86,84,51,86,36,87,80,5,59,52,49,28,26,46,0.0,90,88,49,88,55,25,8,11,89,56,25,8,11,13.0,62.0,26.0,34.0,36.0,11.0,33.0,10.0,43.0,6.0
80,53050  ,2013JJ00,100,81,94,99,1,0,0,83,15,1,0,98,48,34,70,18,82,21,16,14,49,95,98,63,53,12,0,95,98,63,53,12,0,100,0,0,0,0,0,0,0,0,,,,90,,,10,,,,90,,,99,79,93,96,79,99,79,93,96,79,100,0,0,0,96,3,0,0,99,63,44,71,36,99,97,61,60.0,55.0,24,0,100,98,62,61.0,56.0,25,0,97,96,43.0,49,87,83,47,84,36,88,79,5,65,54,50,29,29,51,0.0,91,90,49,89,63,20,7,10,90,63,20,7,10,14.0,67.0,28.0,34.0,45.0,12.0,35.0,9.0,51.0,0.0
81,53500  ,2005JJ00,91,82,40,94,1,2,3,81,15,2,1,93,19,72,5,52,48,11,10,18,60,87,86,60,54,17,7,90,88,61,56,17,7,86,14,4,4,2,1,0,5,24,20.0,4.0,4.0,62,39.0,25.0,28,23.0,5.0,4.0,72,45.0,29.0,86,76,29,15,5,99,89,34,17,6,92,2,1,5,75,22,2,1,91,18,62,3,5,92,84,27,10.0,20.0,21,2,97,89,29,11.0,22.0,22,2,97,95,9.0,43,95,92,52,56,33,84,74,6,55,63,57,34,32,55,29.0,57,53,29,66,42,16,8,29,69,45,16,8,31,3.0,30.0,22.0,34.0,30.0,19.0,35.0,5.0,23.0,7.0
82,53500  ,2006JJ00,94,84,45,96,2,1,2,82,15,3,0,95,16,70,7,51,49,11,7,16,66,78,89,65,60,13,5,80,90,66,61,13,6,90,10,2,4,1,1,0,3,12,8.0,3.0,3.0,78,49.0,30.0,13,9.0,3.0,4.0,87,55.0,33.0,90,77,33,15,8,100,86,37,17,8,94,2,1,3,79,18,3,0,92,13,62,6,4,95,90,34,19.0,26.0,20,1,98,92,35,19.0,26.0,21,1,97,96,15.0,43,95,93,54,69,36,90,83,9,66,71,63,42,43,62,30.0,63,58,33,76,55,16,6,21,78,56,16,6,22,5.0,35.0,27.0,36.0,36.0,23.0,43.0,11.0,33.0,3.0
83,53500  ,2007JJ00,96,83,54,97,1,1,1,84,12,2,1,96,24,70,7,40,60,10,11,14,65,90,90,64,57,16,7,91,91,65,57,16,7,93,7,3,3,1,0,0,2,7,3.0,4.0,2.0,86,57.0,30.0,8,3.0,4.0,2.0,92,62.0,32.0,92,79,47,27,13,99,85,51,29,14,96,2,1,2,83,13,3,1,95,19,63,6,6,95,89,41,,35.0,24,2,97,91,42,,35.0,25,2,96,95,,43,95,94,55,71,31,91,88,7,66,69,60,38,42,55,,65,60,37,80,58,17,6,17,83,59,17,6,17,8.0,38.0,25.0,38.0,45.0,23.0,41.0,11.0,34.0,5.0
84,53500  ,2008JJ00,96,79,63,98,0,1,1,82,16,2,1,97,32,78,8,36,64,9,11,16,64,91,89,62,58,14,8,92,90,63,59,15,8,96,4,1,1,1,0,0,1,10,4.0,5.0,2.0,86,52.0,37.0,10,4.0,5.0,2.0,90,54.0,38.0,94,74,59,32,18,98,77,61,33,19,97,0,1,2,80,18,2,0,97,26,70,7,5,95,90,46,26.0,,21,2,98,92,47,26.0,,22,2,96,96,15.0,35,94,91,57,74,26,94,89,6,67,74,65,44,46,56,,70,65,40,83,61,15,6,15,84,63,16,6,16,9.0,46.0,25.0,37.0,41.0,26.0,48.0,9.0,38.0,4.0
85,53500  ,2009JJ00,99,81,73,99,0,0,1,89,10,1,0,98,31,78,9,41,59,12,9,15,64,95,93,71,66,19,3,96,94,72,66,19,3,98,2,1,0,0,0,0,1,10,2.0,4.0,2.0,88,59.0,36.0,10,2.0,4.0,2.0,90,61.0,37.0,97,77,70,37,31,99,78,71,38,31,98,0,0,2,89,10,1,0,99,27,73,8,5,97,96,58,42.0,41.0,29,0,99,98,59,42.0,42.0,29,0,98,98,18.0,38,95,94,52,83,27,94,93,8,68,72,68,47,46,61,,73,64,44,90,65,17,8,8,92,66,18,8,8,9.0,48.0,32.0,43.0,39.0,25.0,54.0,9.0,43.0,1.0
86,53500  ,2010JJ00,99,75,78,100,0,0,0,88,11,1,0,99,33,71,10,49,51,9,8,14,70,95,94,71,63,16,4,95,94,71,63,16,4,98,2,0,1,0,1,0,0,5,1.0,2.0,4.0,93,60.0,36.0,5,1.0,2.0,4.0,95,61.0,36.0,97,72,75,49,34,99,73,76,50,34,100,0,0,0,90,9,1,0,98,32,68,8,9,98,98,52,41.0,35.0,25,0,98,98,52,41.0,35.0,25,0,98,98,21.0,34,94,92,52,87,32,93,92,10,77,74,71,48,45,62,,70,63,36,91,73,13,5,9,91,73,13,5,9,10.0,56.0,31.0,40.0,34.0,27.0,52.0,11.0,41.0,3.0
87,53500  ,2011JJ00,99,75,80,99,0,0,1,89,10,1,1,98,35,71,10,36,64,9,11,14,66,94,93,66,69,9,0,95,93,66,70,9,0,99,1,0,0,0,0,0,0,5,,,,94,,,5,,,,94,,,98,71,78,68,33,99,71,78,68,33,99,0,0,1,90,9,0,0,99,32,68,9,12,98,97,55,52.0,36.0,23,0,99,97,55,52.0,37.0,23,0,99,98,30.0,36,93,92,56,84,28,97,96,6,72,70,63,46,51,59,,73,67,35,92,65,19,8,7,93,66,19,8,7,11.0,58.0,26.0,44.0,34.0,27.0,53.0,7.0,49.0,3.0
88,53500  ,2012JJ00,99,67,86,99,0,0,0,90,8,1,0,99,41,70,15,30,70,11,12,12,65,92,91,65,61,14,1,92,91,65,61,14,1,99,1,0,0,0,0,0,0,8,,,,88,,,11,,,,89,,,98,63,84,80,46,99,63,85,80,47,100,0,0,0,93,6,0,0,100,41,69,15,23,97,93,55,51.0,39.0,24,0,99,94,56,52.0,39.0,24,0,98,98,34.0,37,93,92,52,86,26,97,95,6,75,70,63,47,49,66,0.0,79,75,37,91,69,15,6,8,92,70,15,6,8,14.0,56.0,28.0,37.0,39.0,35.0,49.0,10.0,47.0,3.0
89,53500  ,2013JJ00,98,63,87,99,0,0,0,87,11,2,0,98,40,77,16,32,68,10,10,16,64,92,94,73,66,15,0,93,95,73,66,15,0,99,1,0,0,0,0,0,1,0,,,,90,,,9,,,,91,,,97,60,86,89,69,98,61,87,90,70,100,0,0,0,95,5,0,0,99,52,80,17,33,98,94,63,58.0,49.0,24,1,100,96,64,59.0,50.0,24,1,99,99,36.0,39,93,91,54,86,28,98,97,6,75,71,65,49,53,64,0.0,80,74,46,95,73,17,5,4,96,74,17,5,4,15.0,67.0,31.0,48.0,49.0,39.0,63.0,18.0,56.0,0.0
90,53700  ,2005JJ00,94,90,35,92,1,2,5,74,21,4,2,96,7,67,3,53,47,8,10,16,65,79,77,53,44,15,12,84,82,56,46,16,13,91,9,1,4,1,1,0,3,29,22.0,8.0,2.0,62,40.0,23.0,32,24.0,8.0,2.0,68,44.0,25.0,91,86,25,8,5,100,94,27,9,5,89,1,1,9,66,28,5,1,95,6,57,2,2,88,78,17,6.0,10.0,11,2,96,85,18,7.0,11.0,12,2,93,92,7.0,22,92,91,54,44,21,78,64,4,53,63,56,31,28,56,22.0,53,44,29,58,40,14,4,34,63,44,15,4,37,4.0,29.0,16.0,29.0,31.0,21.0,33.0,3.0,21.0,4.0
91,53700  ,2006JJ00,95,90,43,94,2,1,4,78,18,3,1,96,7,66,3,50,50,7,12,19,62,71,79,55,52,10,13,74,82,57,54,10,13,92,8,2,4,1,1,0,1,13,7.0,5.0,2.0,80,55.0,25.0,14,8.0,6.0,2.0,86,60.0,27.0,92,86,33,13,6,100,93,36,14,7,91,2,1,6,74,20,4,2,95,7,56,2,3,90,81,20,15.0,20.0,18,2,96,87,21,16.0,22.0,19,2,94,94,12.0,26,94,93,57,55,23,83,74,10,59,66,58,34,40,58,19.0,58,51,32,66,46,15,5,28,70,49,16,6,30,5.0,41.0,22.0,33.0,37.0,26.0,45.0,9.0,31.0,3.0
92,53700  ,2007JJ00,95,89,52,95,1,1,3,80,17,2,1,97,13,69,5,51,49,10,6,18,66,85,82,55,49,16,10,87,84,57,51,16,10,93,7,1,3,1,1,0,1,9,4.0,5.0,0.0,84,61.0,26.0,10,5.0,5.0,0.0,90,65.0,27.0,93,85,47,18,14,100,91,50,19,15,94,1,1,4,78,19,3,1,97,11,61,4,5,92,84,23,,22.0,15,2,96,88,24,,23.0,16,2,95,94,,24,94,91,60,60,26,88,79,9,62,69,60,36,41,57,,61,52,34,72,53,14,5,24,75,55,14,5,25,8.0,40.0,22.0,32.0,40.0,23.0,48.0,10.0,36.0,4.0
93,53700  ,2008JJ00,97,88,59,96,1,1,2,83,15,2,1,97,17,71,4,47,53,8,9,16,68,82,81,55,52,12,14,84,83,56,54,13,14,95,5,1,2,1,0,0,1,12,4.0,7.0,1.0,83,57.0,30.0,12,4.0,7.0,1.0,88,60.0,32.0,94,84,54,22,18,99,89,56,23,19,96,0,0,4,80,17,2,1,97,14,64,3,5,94,84,29,18.0,,13,2,98,87,31,19.0,,13,2,96,95,10.0,20,94,91,62,68,23,91,82,10,65,67,59,42,43,57,,62,52,36,77,57,15,4,19,80,60,16,5,20,8.0,46.0,21.0,36.0,38.0,28.0,50.0,9.0,38.0,2.0
94,53700  ,2009JJ00,98,88,73,98,1,0,1,86,12,1,1,99,18,75,7,54,46,9,7,15,70,90,88,66,63,20,7,91,89,67,64,20,7,98,2,0,1,0,0,0,0,13,3.0,7.0,1.0,85,61.0,31.0,13,3.0,7.0,1.0,87,62.0,31.0,98,85,70,31,27,100,87,71,31,27,97,1,0,2,84,14,2,1,99,15,69,5,5,97,94,41,32.0,29.0,22,0,98,95,42,32.0,30.0,22,0,97,96,15.0,26,94,92,55,78,22,88,86,7,67,66,60,39,41,61,,66,59,37,85,63,15,7,13,87,64,15,7,13,9.0,51.0,28.0,42.0,39.0,26.0,53.0,5.0,47.0,3.0
95,53700  ,2010JJ00,100,84,76,98,0,0,1,89,9,2,0,99,22,74,7,52,48,7,8,17,68,90,90,65,60,15,6,91,91,66,61,15,6,99,1,0,0,0,0,0,0,5,2.0,2.0,1.0,93,60.0,36.0,6,2.0,2.0,1.0,94,60.0,37.0,98,82,73,41,31,100,83,74,41,31,98,0,1,1,88,11,2,0,99,16,67,6,9,97,95,41,34.0,26.0,18,1,98,96,42,34.0,26.0,18,1,99,97,18.0,25,96,94,58,77,25,91,90,9,70,69,65,42,42,58,,66,57,33,87,66,15,6,12,88,67,15,6,12,11.0,56.0,27.0,43.0,37.0,32.0,55.0,7.0,46.0,2.0
96,53700  ,2011JJ00,98,80,82,98,0,0,1,90,8,1,1,99,27,75,6,42,58,12,12,17,58,89,88,67,64,13,0,90,89,68,65,13,0,98,2,0,1,0,0,0,0,10,,,,88,,,10,,,,90,,,97,77,80,56,36,99,79,82,57,37,98,0,1,1,89,9,1,1,99,24,70,5,11,95,95,44,43.0,31.0,19,0,97,96,45,44.0,31.0,20,0,97,97,25.0,27,94,94,56,80,24,94,90,11,76,72,63,49,52,62,,66,60,32,87,68,14,5,11,89,69,15,5,11,16.0,58.0,29.0,42.0,40.0,33.0,61.0,6.0,48.0,4.0
97,53700  ,2012JJ00,98,79,85,98,0,1,1,88,9,2,0,98,29,71,8,40,59,8,10,12,70,86,86,62,53,11,2,87,87,63,54,11,2,98,2,0,1,1,0,0,0,8,,,,88,,,10,,,,89,,,97,75,83,69,45,99,77,84,70,46,99,0,0,1,89,9,2,0,99,27,70,7,20,96,88,42,41.0,29.0,17,0,98,90,42,42.0,29.0,18,0,96,96,24.0,27,96,94,58,80,21,94,90,7,72,68,63,44,47,58,0.0,68,60,34,87,69,13,5,11,89,70,13,6,11,11.0,68.0,22.0,40.0,34.0,36.0,60.0,7.0,45.0,4.0
98,53700  ,2013JJ00,99,74,84,98,1,0,1,90,9,1,1,98,28,74,6,31,68,13,12,15,60,88,87,63,56,12,0,88,88,63,57,13,0,99,1,0,0,0,0,0,0,0,,,,91,,,9,,,,91,,,99,73,83,84,72,99,73,84,84,73,98,0,0,1,92,7,0,0,99,33,74,8,25,96,91,41,49.0,31.0,19,2,98,93,42,50.0,31.0,19,2,97,97,29.0,28,94,92,52,81,24,95,92,7,76,70,65,44,48,63,0.0,73,67,38,89,71,12,6,10,90,72,12,6,10,17.0,68.0,29.0,45.0,45.0,40.0,61.0,10.0,52.0,0.0
99,53800  ,2005JJ00,91,88,35,85,2,3,10,74,21,4,1,95,8,65,3,54,46,8,11,22,59,73,70,45,41,11,13,81,78,51,46,13,14,88,12,2,6,2,1,0,3,19,14.0,7.0,2.0,69,42.0,28.0,22,16.0,8.0,2.0,78,48.0,32.0,87,85,25,8,3,100,97,29,9,4,81,2,2,15,67,25,7,2,95,7,53,3,4,80,70,11,5.0,12.0,9,4,94,82,13,6.0,14.0,11,4,91,91,5.0,24,92,89,58,43,15,70,60,6,45,61,54,31,29,51,19.0,47,37,25,47,32,11,4,38,56,38,13,5,44,2.0,23.0,17.0,28.0,31.0,17.0,42.0,4.0,26.0,6.0
100,53800  ,2006JJ00,92,88,40,86,2,2,9,83,13,4,1,97,6,68,2,52,48,7,9,17,67,67,72,49,45,7,14,74,79,53,49,7,15,90,10,2,5,1,1,0,1,15,9.0,5.0,2.0,76,48.0,29.0,16,9.0,6.0,2.0,84,53.0,32.0,90,86,31,9,6,100,95,35,10,7,84,2,1,13,77,18,4,1,97,4,60,1,2,83,74,12,12.0,11.0,12,3,96,85,14,14.0,12.0,14,3,93,92,11.0,20,94,92,56,50,16,80,74,10,51,68,61,37,41,59,20.0,51,41,31,53,38,9,6,34,61,44,11,7,39,6.0,29.0,20.0,38.0,39.0,19.0,51.0,11.0,36.0,5.0
101,53800  ,2007JJ00,94,89,51,91,1,1,6,84,13,2,1,96,10,68,6,56,44,8,10,18,64,80,77,51,46,12,11,85,83,55,49,13,12,92,8,1,4,2,0,0,2,8,4.0,4.0,1.0,84,56.0,29.0,9,4.0,4.0,1.0,91,61.0,32.0,92,86,42,14,11,100,94,46,15,12,89,2,1,8,79,18,3,1,96,9,61,5,5,87,77,17,,17.0,12,2,95,84,19,,19.0,12,3,94,93,,20,95,92,61,62,18,85,79,10,55,71,65,41,46,58,,55,45,31,62,47,11,5,30,68,51,12,6,32,8.0,31.0,24.0,37.0,43.0,19.0,50.0,12.0,36.0,5.0
102,53800  ,2008JJ00,94,88,58,89,1,2,7,79,17,2,2,95,12,66,8,47,53,8,6,17,69,74,73,48,43,9,16,80,79,52,46,10,17,93,7,1,4,1,1,0,1,15,5.0,9.0,1.0,79,49.0,33.0,16,5.0,10.0,1.0,84,52.0,36.0,93,86,53,18,14,99,92,57,19,15,88,1,2,9,75,20,4,1,96,10,58,7,7,86,77,22,15.0,,10,3,95,84,24,16.0,,11,4,94,94,11.0,14,91,88,60,63,19,83,77,10,53,64,59,38,40,55,,56,48,33,61,42,12,7,30,67,46,13,7,33,5.0,33.0,22.0,43.0,42.0,21.0,49.0,10.0,37.0,5.0
103,53800  ,2009JJ00,95,88,66,92,1,2,5,82,14,3,1,98,13,70,9,53,47,6,6,16,72,78,77,53,49,12,13,83,81,56,52,13,14,94,6,0,4,1,0,0,1,14,4.0,6.0,1.0,80,56.0,32.0,14,4.0,6.0,2.0,86,60.0,34.0,94,85,60,24,21,100,90,64,25,23,91,1,1,7,80,16,3,1,98,12,65,8,6,88,85,29,20.0,20.0,10,3,96,92,32,21.0,21.0,11,4,95,94,10.0,17,92,90,59,68,16,84,83,7,56,66,61,43,40,57,,51,42,29,67,50,11,6,25,73,54,12,7,27,8.0,31.0,28.0,48.0,37.0,23.0,53.0,7.0,44.0,5.0
104,53800  ,2010JJ00,96,84,76,94,0,1,4,88,11,1,0,98,15,70,7,59,41,7,9,15,69,83,82,56,52,13,9,87,86,59,54,14,10,96,4,1,2,1,1,0,0,7,2.0,3.0,2.0,89,56.0,36.0,8,2.0,3.0,2.0,92,59.0,38.0,95,83,73,35,27,99,86,76,36,28,94,0,1,5,85,13,1,0,98,11,63,5,7,94,90,30,27.0,20.0,13,1,98,94,31,28.0,21.0,14,1,96,96,14.0,19,94,92,58,69,17,87,84,9,59,68,63,42,43,60,,58,49,28,74,52,17,6,21,78,55,18,6,22,10.0,37.0,25.0,45.0,37.0,24.0,61.0,7.0,45.0,3.0
